time,Houston,pts.away,score,pts.home,Dallas
5:17.0,,,16-13,,Defensive rebound by A. Aminu
5:07.0,Personal foul by J. Harden (drawn by T. Chandler),,16-13,,
5:07.0,J. Terry enters the game for J. Harden,,16-13,,
4:57.0,,,16-13,,A. Aminu misses 3-pt shot from 23 ft
4:56.0,Defensive rebound by D. Motiejunas,,16-13,,
4:52.0,Offensive charge foul by J. Smith,,16-13,,
4:52.0,Turnover by J. Smith (offensive foul),,16-13,,
4:40.0,,,16-13,,D. Harris misses 2-pt shot from 3 ft
4:39.0,,,16-13,,Offensive rebound by A. Aminu
4:36.0,,,16-16,3,R. Jefferson makes 3-pt shot from 24 ft (assist by A. Aminu)
4:22.0,J. Smith makes 2-pt shot from 8 ft,2,18-16,,
4:06.0,,,18-16,,Turnover by T. Chandler (lost ball; steal by J. Terry)
4:03.0,Turnover by C. Brewer (bad pass),,18-16,,
4:03.0,T. Jones enters the game for D. Motiejunas,,18-16,,
3:53.0,,,18-16,,M. Ellis misses 2-pt shot from 20 ft
3:52.0,,,18-16,,Offensive rebound by A. Aminu
3:49.0,,,18-16,,D. Harris misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by Team,,18-16,,
3:35.0,P. Beverley misses 2-pt shot from 7 ft,,18-16,,
3:34.0,,,18-16,,Defensive rebound by M. Ellis
3:26.0,,,18-16,,D. Harris misses 2-pt shot from 6 ft
3:25.0,Defensive rebound by T. Jones,,18-16,,
3:17.0,J. Terry misses 3-pt shot from 24 ft,,18-16,,
3:16.0,,,18-16,,Defensive rebound by D. Harris
3:11.0,,,18-18,2,D. Harris makes 2-pt shot at rim
3:06.0,Houston full timeout,,18-18,,
3:06.0,,,18-18,,D. Nowitzki enters the game for T. Chandler
2:58.0,C. Brewer makes 2-pt shot from 8 ft (assist by P. Beverley),2,20-18,,
2:47.0,,,20-18,,Shooting foul by C. Brewer (drawn by R. Jefferson)
2:47.0,,,20-19,1,R. Jefferson makes free throw 1 of 2
2:47.0,,,20-19,,R. Jefferson misses free throw 2 of 2
2:46.0,Defensive rebound by T. Jones,,20-19,,
2:39.0,C. Brewer misses 2-pt shot from 15 ft,,20-19,,
2:37.0,Offensive rebound by J. Smith,,20-19,,
2:35.0,J. Terry misses 3-pt shot from 23 ft,,20-19,,
2:34.0,,,20-19,,Defensive rebound by D. Harris
2:25.0,,,20-19,,D. Nowitzki misses 3-pt shot from 23 ft
2:24.0,Defensive rebound by J. Terry,,20-19,,
2:19.0,J. Smith misses 3-pt shot from 24 ft,,20-19,,
2:18.0,,,20-19,,Defensive rebound by D. Harris
2:10.0,,,20-19,,Turnover by M. Ellis (bad pass)
2:10.0,T. Ariza enters the game for P. Beverley,,20-19,,
2:10.0,,,20-19,,J. Barea enters the game for M. Ellis
1:49.0,Turnover by T. Ariza (lost ball; steal by D. Nowitzki),,20-19,,
1:44.0,,,20-19,,J. Barea misses 2-pt shot from 1 ft (block by C. Brewer)
1:44.0,,,20-19,,Offensive rebound by Team
1:32.0,,,20-19,,D. Nowitzki misses 2-pt shot from 4 ft
1:31.0,,,20-19,,Offensive rebound by A. Aminu
1:30.0,,,20-21,2,A. Aminu makes 2-pt shot at rim
1:18.0,J. Smith misses 2-pt shot from 8 ft,,20-21,,
1:18.0,Offensive rebound by Team,,20-21,,
1:06.0,Turnover by J. Terry (bad pass),,20-21,,
0:57.0,,,20-21,,J. Barea misses 2-pt shot from 4 ft (block by T. Jones)
0:55.0,Defensive rebound by C. Brewer,,20-21,,
0:51.0,T. Ariza misses 2-pt shot from 17 ft,,20-21,,
0:50.0,,,20-21,,Defensive rebound by A. Aminu
0:36.0,,,20-24,3,D. Harris makes 3-pt shot from 24 ft (assist by D. Nowitzki)
0:24.0,Turnover by T. Ariza (bad pass),,20-24,,
0:03.0,,,20-24,,J. Barea misses 2-pt shot from 8 ft
0:02.0,Defensive rebound by C. Brewer,,20-24,,
0:00.0,C. Brewer misses 3-pt shot from 49 ft,,20-24,,
0:00.0,Offensive rebound by Team,,20-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,20-24,,D. Nowitzki misses 2-pt shot from 16 ft
11:46.0,Defensive rebound by T. Ariza,,20-24,,
11:41.0,T. Jones makes 2-pt shot at rim (assist by J. Harden),2,22-24,,
11:26.0,,,22-24,,D. Harris misses 2-pt shot from 6 ft
11:25.0,,,22-24,,Offensive rebound by D. Nowitzki
11:23.0,,,22-26,2,D. Nowitzki makes 2-pt shot at rim
11:05.0,T. Jones makes 2-pt shot from 3 ft,2,24-26,,
10:46.0,,,24-28,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by J. Barea)
10:32.0,,,24-28,,Violation by D. Harris (kicked ball)
10:32.0,,,24-28,,R. Rondo enters the game for D. Harris
10:32.0,D. Motiejunas enters the game for T. Jones,,24-28,,
10:26.0,J. Harden misses 2-pt shot from 9 ft,,24-28,,
10:25.0,Offensive rebound by D. Motiejunas,,24-28,,
10:24.0,D. Motiejunas misses 2-pt shot from 4 ft,,24-28,,
10:23.0,,,24-28,,Defensive rebound by A. Aminu
10:11.0,,,24-30,2,A. Aminu makes 2-pt shot from 1 ft (assist by C. Parsons)
9:50.0,T. Ariza misses 2-pt shot from 12 ft,,24-30,,
9:49.0,,,24-30,,Defensive rebound by A. Aminu
9:33.0,,,24-33,3,A. Aminu makes 3-pt shot from 24 ft (assist by J. Barea)
9:23.0,Houston full timeout,,24-33,,
9:23.0,P. Beverley enters the game for J. Terry,,24-33,,
9:12.0,J. Harden misses 3-pt shot from 23 ft,,24-33,,
9:11.0,,,24-33,,Defensive rebound by J. Barea
9:00.0,,,24-35,2,A. Aminu makes 2-pt shot at rim (assist by R. Rondo)
8:44.0,D. Motiejunas misses 2-pt shot from 6 ft,,24-35,,
8:43.0,,,24-35,,Defensive rebound by A. Aminu
8:31.0,Personal foul by P. Beverley (drawn by D. Nowitzki),,24-35,,
8:31.0,T. Jones enters the game for J. Smith,,24-35,,
8:31.0,,,24-35,,T. Chandler enters the game for D. Nowitzki
8:24.0,,,24-37,2,R. Rondo makes 2-pt shot from 9 ft
8:14.0,,,24-37,,Personal foul by A. Aminu (drawn by T. Jones)
8:08.0,T. Ariza makes 2-pt shot from 6 ft,2,26-37,,
7:39.0,,,26-37,,J. Barea misses 3-pt shot from 22 ft
7:39.0,Defensive rebound by Team,,26-37,,
7:25.0,J. Harden makes 3-pt shot from 23 ft (assist by P. Beverley),3,29-37,,
7:19.0,,,29-37,,Dallas full timeout
7:19.0,,,29-37,,M. Ellis enters the game for R. Rondo
7:19.0,,,29-37,,C. Villanueva enters the game for A. Aminu
7:19.0,C. Brewer enters the game for T. Ariza,,29-37,,
7:06.0,,,29-40,3,C. Villanueva makes 3-pt shot from 24 ft (assist by J. Barea)
6:53.0,P. Beverley misses 2-pt shot from 20 ft,,29-40,,
6:52.0,Offensive rebound by D. Motiejunas,,29-40,,
6:40.0,J. Harden misses 2-pt shot at rim,,29-40,,
6:38.0,Offensive rebound by D. Motiejunas,,29-40,,
6:38.0,D. Motiejunas misses 2-pt shot at rim,,29-40,,
6:37.0,,,29-40,,Defensive rebound by T. Chandler
6:27.0,,,29-40,,Offensive charge foul by T. Chandler
6:27.0,,,29-40,,Turnover by T. Chandler (offensive foul)
6:27.0,J. Smith enters the game for D. Motiejunas,,29-40,,
6:12.0,J. Smith misses 2-pt shot from 7 ft,,29-40,,
6:11.0,,,29-40,,Defensive rebound by Team
6:11.0,,,29-40,,D. Harris enters the game for J. Barea
5:59.0,,,29-42,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
5:38.0,C. Brewer misses 3-pt shot from 22 ft,,29-42,,
5:37.0,,,29-42,,Defensive rebound by D. Harris
5:19.0,,,29-42,,C. Parsons misses 3-pt shot from 24 ft
5:18.0,Defensive rebound by J. Harden,,29-42,,
5:04.0,T. Jones misses 2-pt shot from 4 ft,,29-42,,
5:03.0,,,29-42,,Defensive rebound by C. Villanueva
4:56.0,,,29-42,,Turnover by D. Harris (bad pass; steal by J. Harden)
4:56.0,Turnover by P. Beverley (bad pass),,29-42,,
4:44.0,,,29-42,,M. Ellis misses 2-pt shot from 22 ft
4:43.0,Defensive rebound by J. Harden,,29-42,,
4:39.0,J. Smith makes 2-pt shot at rim (assist by J. Harden),2,31-42,,
4:20.0,,,31-42,,C. Parsons misses 2-pt shot from 12 ft
4:19.0,Defensive rebound by J. Smith,,31-42,,
4:15.0,C. Brewer makes 2-pt shot at rim (assist by J. Smith),2,33-42,,
4:14.0,,,33-42,,Dallas full timeout
4:14.0,,,33-42,,D. Nowitzki enters the game for C. Villanueva
4:00.0,,,33-44,2,D. Nowitzki makes 2-pt shot from 19 ft (assist by D. Harris)
3:51.0,J. Smith makes 2-pt shot at rim (assist by T. Jones),2,35-44,,
3:37.0,,,35-44,,M. Ellis misses 2-pt shot from 2 ft (block by T. Jones)
3:34.0,Defensive rebound by J. Harden,,35-44,,
3:33.0,Shooting foul by D. Harris (drawn by C. Brewer),,35-44,,
3:33.0,C. Brewer misses free throw 1 of 2,,35-44,,
3:33.0,Offensive rebound by Team,,35-44,,
3:33.0,C. Brewer makes free throw 2 of 2,1,36-44,,
3:23.0,,,36-44,,Offensive charge foul by M. Ellis
3:23.0,,,36-44,,Turnover by M. Ellis (offensive foul)
3:23.0,T. Ariza enters the game for C. Brewer,,36-44,,
3:14.0,Shooting foul by D. Nowitzki (drawn by J. Harden),,36-44,,
3:14.0,J. Harden makes free throw 1 of 2,1,37-44,,
3:14.0,J. Harden makes free throw 2 of 2,1,38-44,,
2:58.0,,,38-46,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by C. Parsons)
2:51.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Harden),2,40-46,,
2:39.0,Official timeout,,40-46,,
2:31.0,,,40-48,2,M. Ellis makes 2-pt shot from 15 ft (assist by D. Harris)
2:18.0,T. Jones misses 2-pt shot from 5 ft,,40-48,,
2:17.0,,,40-48,,Defensive rebound by T. Chandler
2:06.0,,,40-50,2,M. Ellis makes 2-pt shot from 4 ft
1:58.0,P. Beverley makes 3-pt shot from 22 ft (assist by T. Ariza),3,43-50,,
1:58.0,Loose ball foul by T. Jones (drawn by T. Chandler),,43-50,,
1:43.0,,,43-50,,Shooting foul by J. Smith (drawn by C. Parsons)
1:43.0,,,43-51,1,C. Parsons makes free throw 1 of 2
1:43.0,D. Motiejunas enters the game for T. Jones,,43-51,,
1:43.0,,,43-52,1,C. Parsons makes free throw 2 of 2
1:31.0,Turnover by J. Smith (bad pass; steal by D. Harris),,43-52,,
1:14.0,,,43-54,2,M. Ellis makes 2-pt shot from 21 ft (assist by D. Harris)
1:00.0,Turnover by J. Smith (bad pass; steal by T. Chandler),,43-54,,
0:56.0,,,43-54,,M. Ellis misses 2-pt shot from 2 ft (block by P. Beverley)
0:53.0,,,43-54,,Offensive rebound by Team
0:52.0,T. Jones enters the game for J. Smith,,43-54,,
0:31.0,,,43-54,,D. Harris misses 2-pt shot from 1 ft (block by T. Jones)
0:29.0,,,43-54,,Offensive rebound by C. Parsons
0:28.0,,,43-54,,Turnover by C. Parsons (bad pass; steal by T. Jones)
0:22.0,T. Ariza misses 3-pt shot from 22 ft,,43-54,,
0:20.0,Offensive rebound by D. Motiejunas,,43-54,,
0:11.0,T. Ariza misses 3-pt shot from 22 ft,,43-54,,
0:10.0,,,43-54,,Defensive rebound by C. Parsons
0:01.0,,,43-54,,M. Ellis misses 2-pt shot from 18 ft
0:01.0,,,43-54,,Offensive rebound by T. Chandler
0:00.0,,,43-54,,T. Chandler misses 2-pt shot at rim
0:00.0,,,43-54,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,43-54,,M. Ellis misses 3-pt shot from 24 ft
11:42.0,Defensive rebound by T. Ariza,,43-54,,
11:34.0,Shooting foul by T. Chandler (drawn by J. Harden),,43-54,,
11:34.0,J. Harden makes free throw 1 of 2,1,44-54,,
11:34.0,J. Harden makes free throw 2 of 2,1,45-54,,
11:21.0,,,45-54,,Turnover by R. Rondo (discontinued dribble)
11:08.0,T. Ariza misses 2-pt shot from 22 ft,,45-54,,
11:07.0,,,45-54,,Defensive rebound by T. Chandler
10:57.0,,,45-56,2,R. Rondo makes 2-pt shot from 9 ft
10:48.0,Offensive foul by D. Motiejunas,,45-56,,
10:48.0,Turnover by D. Motiejunas (offensive foul),,45-56,,
10:26.0,,,45-58,2,C. Parsons makes 2-pt shot from 5 ft
10:10.0,P. Beverley misses 3-pt shot from 24 ft,,45-58,,
10:09.0,,,45-58,,Defensive rebound by T. Chandler
10:00.0,Personal foul by T. Ariza (drawn by R. Rondo),,45-58,,
9:51.0,,,45-60,2,R. Rondo makes 2-pt shot from 18 ft
9:37.0,P. Beverley misses 3-pt shot from 22 ft,,45-60,,
9:36.0,,,45-60,,Defensive rebound by D. Nowitzki
9:29.0,,,45-60,,C. Parsons misses 3-pt shot from 23 ft
9:27.0,,,45-60,,Offensive rebound by T. Chandler
9:21.0,,,45-62,2,R. Rondo makes 2-pt shot from 22 ft (assist by M. Ellis)
9:21.0,Houston full timeout,,45-62,,
9:04.0,D. Motiejunas misses 2-pt shot from 6 ft,,45-62,,
9:03.0,Offensive rebound by T. Ariza,,45-62,,
9:02.0,T. Ariza misses 2-pt shot from 1 ft,,45-62,,
9:00.0,,,45-62,,Defensive rebound by M. Ellis
8:50.0,Personal foul by J. Dorsey (drawn by D. Nowitzki),,45-62,,
8:34.0,,,45-62,,T. Chandler misses 2-pt shot from 1 ft (block by J. Dorsey)
8:32.0,Defensive rebound by J. Dorsey,,45-62,,
8:30.0,,,45-62,,Shooting block foul by M. Ellis (drawn by J. Harden)
8:30.0,,,45-62,,Technical foul by M. Ellis (drawn by J. Harden)
8:30.0,J. Harden makes technical free throw,1,46-62,,
8:30.0,J. Harden makes free throw 1 of 2,1,47-62,,
8:30.0,,,47-62,,D. Harris enters the game for M. Ellis
8:30.0,J. Harden misses free throw 2 of 2,,47-62,,
8:30.0,,,47-62,,Defensive rebound by T. Chandler
8:09.0,,,47-64,2,R. Rondo makes 2-pt shot from 10 ft
7:51.0,Loose ball foul by J. Harden (drawn by C. Parsons),,47-64,,
7:51.0,Turnover by J. Harden (offensive foul),,47-64,,
7:38.0,,,47-64,,C. Parsons misses 2-pt shot at rim
7:37.0,,,47-64,,Offensive rebound by T. Chandler
7:36.0,,,47-64,,T. Chandler misses 2-pt shot from 1 ft
7:34.0,Defensive rebound by P. Beverley,,47-64,,
7:15.0,D. Motiejunas makes 2-pt shot from 4 ft,2,49-64,,
7:13.0,Violation by Team (delay of game),,49-64,,
6:54.0,,,49-66,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by R. Rondo)
6:42.0,D. Motiejunas makes 3-pt shot from 24 ft (assist by P. Beverley),3,52-66,,
6:24.0,,,52-66,,Turnover by R. Rondo (lost ball)
6:24.0,,,52-66,,M. Ellis enters the game for D. Harris
6:24.0,J. Smith enters the game for J. Dorsey,,52-66,,
6:12.0,P. Beverley misses 3-pt shot from 24 ft,,52-66,,
6:11.0,,,52-66,,Defensive rebound by D. Nowitzki
5:57.0,,,52-66,,T. Chandler misses 2-pt shot from 4 ft (block by J. Smith)
5:57.0,,,52-66,,Offensive rebound by Team
5:57.0,,,52-66,,A. Aminu enters the game for D. Nowitzki
5:57.0,,,52-66,,D. Harris enters the game for R. Rondo
5:52.0,,,52-66,,M. Ellis misses 2-pt shot from 20 ft
5:51.0,Defensive rebound by D. Motiejunas,,52-66,,
5:40.0,D. Motiejunas makes 2-pt shot from 4 ft,2,54-66,,
5:34.0,,,54-66,,Dallas full timeout
5:28.0,,,54-66,,Turnover by T. Chandler (bad pass)
5:07.0,T. Ariza makes 3-pt shot from 22 ft,3,57-66,,
4:54.0,,,57-68,2,C. Parsons makes 2-pt shot from 21 ft
4:40.0,J. Smith misses 3-pt shot from 22 ft,,57-68,,
4:39.0,,,57-68,,Defensive rebound by D. Harris
4:23.0,Personal foul by D. Motiejunas (drawn by D. Harris),,57-68,,
4:23.0,C. Brewer enters the game for T. Ariza,,57-68,,
4:23.0,T. Jones enters the game for D. Motiejunas,,57-68,,
4:17.0,,,57-68,,C. Parsons misses 2-pt shot from 2 ft
4:16.0,Defensive rebound by P. Beverley,,57-68,,
4:07.0,Turnover by J. Smith (bad pass; steal by M. Ellis),,57-68,,
4:01.0,,,57-71,3,D. Harris makes 3-pt shot from 23 ft (assist by M. Ellis)
3:48.0,J. Harden misses 2-pt shot from 1 ft (block by A. Aminu),,57-71,,
3:46.0,,,57-71,,Defensive rebound by C. Parsons
3:45.0,Personal foul by J. Smith (drawn by C. Parsons),,57-71,,
3:45.0,,,57-72,1,C. Parsons makes free throw 1 of 2
3:45.0,,,57-73,1,C. Parsons makes free throw 2 of 2
3:31.0,Turnover by J. Harden (bad pass; steal by C. Parsons),,57-73,,
3:27.0,,,57-75,2,D. Harris makes 2-pt shot at rim (assist by C. Parsons)
3:26.0,Houston full timeout,,57-75,,
3:26.0,,,57-75,,C. Villanueva enters the game for C. Parsons
3:26.0,J. Terry enters the game for P. Beverley,,57-75,,
3:13.0,J. Smith makes 3-pt shot from 24 ft (assist by J. Terry),3,60-75,,
2:57.0,,,60-77,2,D. Harris makes 2-pt shot from 3 ft
2:48.0,J. Harden misses 2-pt shot from 18 ft,,60-77,,
2:46.0,Offensive rebound by J. Harden,,60-77,,
2:42.0,J. Harden misses 2-pt shot at rim,,60-77,,
2:40.0,,,60-77,,Defensive rebound by T. Chandler
2:38.0,,,60-77,,Turnover by T. Chandler (bad pass; steal by J. Harden)
2:35.0,J. Harden makes 2-pt shot at rim,2,62-77,,
2:15.0,,,62-77,,D. Harris misses 3-pt shot from 25 ft
2:14.0,Defensive rebound by J. Harden,,62-77,,
2:10.0,,,62-77,,Shooting block foul by A. Aminu (drawn by J. Smith)
2:10.0,J. Smith misses free throw 1 of 2,,62-77,,
2:10.0,Offensive rebound by Team,,62-77,,
2:10.0,,,62-77,,D. Nowitzki enters the game for T. Chandler
2:10.0,J. Smith misses free throw 2 of 2,,62-77,,
2:09.0,,,62-77,,Defensive rebound by D. Nowitzki
1:46.0,,,62-77,,D. Harris misses 2-pt shot from 6 ft
1:45.0,Defensive rebound by T. Jones,,62-77,,
1:39.0,J. Terry misses 3-pt shot from 24 ft,,62-77,,
1:38.0,,,62-77,,Defensive rebound by D. Nowitzki
1:24.0,,,62-79,2,D. Nowitzki makes 2-pt shot from 19 ft
1:12.0,Turnover by J. Harden (bad pass),,62-79,,
1:02.0,,,62-82,3,C. Villanueva makes 3-pt shot from 22 ft (assist by D. Harris)
0:40.0,J. Harden makes 3-pt shot from 26 ft,3,65-82,,
0:33.0,,,65-85,3,D. Harris makes 3-pt shot from 25 ft
0:18.0,Shooting foul by D. Nowitzki (drawn by J. Harden),,65-85,,
0:18.0,,,65-85,,T. Chandler enters the game for D. Nowitzki
0:18.0,T. Ariza enters the game for J. Terry,,65-85,,
0:18.0,J. Harden makes free throw 1 of 2,1,66-85,,
0:18.0,J. Harden makes free throw 2 of 2,1,67-85,,
0:01.0,,,67-87,2,D. Harris makes 2-pt shot from 2 ft
0:00.0,C. Brewer misses 3-pt shot from 31 ft,,67-87,,
0:00.0,Offensive rebound by Team,,67-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Turnover by J. Smith (lost ball; steal by R. Jefferson),,67-87,,
11:16.0,,,67-87,,D. Harris misses 3-pt shot from 24 ft
11:15.0,Defensive rebound by C. Brewer,,67-87,,
11:11.0,C. Brewer misses 2-pt shot at rim,,67-87,,
11:10.0,,,67-87,,Defensive rebound by R. Jefferson
11:03.0,,,67-87,,D. Harris misses 3-pt shot from 24 ft
11:01.0,Defensive rebound by J. Smith,,67-87,,
10:55.0,J. Smith misses 2-pt shot from 7 ft (block by A. Aminu),,67-87,,
10:55.0,Offensive rebound by Team,,67-87,,
10:55.0,,,67-87,,R. Rondo enters the game for D. Harris
10:51.0,T. Ariza makes 3-pt shot from 23 ft (assist by C. Brewer),3,70-87,,
10:34.0,,,70-87,,A. Aminu misses 3-pt shot from 23 ft
10:33.0,Defensive rebound by T. Ariza,,70-87,,
10:27.0,T. Ariza makes 3-pt shot from 25 ft,3,73-87,,
10:27.0,,,73-87,,Dallas full timeout
10:27.0,,,73-87,,C. Parsons enters the game for R. Jefferson
10:14.0,,,73-90,3,C. Villanueva makes 3-pt shot from 24 ft (assist by J. Barea)
9:50.0,T. Ariza misses 3-pt shot from 24 ft,,73-90,,
9:49.0,,,73-90,,Defensive rebound by C. Villanueva
9:30.0,,,73-92,2,C. Villanueva makes 2-pt shot from 16 ft (assist by J. Barea)
9:18.0,Shooting foul by A. Aminu (drawn by J. Smith),,73-92,,
9:18.0,J. Smith misses free throw 1 of 2,,73-92,,
9:18.0,Offensive rebound by Team,,73-92,,
9:18.0,J. Smith misses free throw 2 of 2,,73-92,,
9:17.0,,,73-92,,Defensive rebound by C. Villanueva
8:57.0,,,73-92,,Turnover by R. Rondo (bad pass)
8:44.0,J. Terry makes 3-pt shot from 22 ft (assist by T. Ariza),3,76-92,,
8:25.0,,,76-92,,J. Barea misses 3-pt shot from 24 ft
8:24.0,Defensive rebound by J. Terry,,76-92,,
8:18.0,C. Brewer misses 3-pt shot from 23 ft,,76-92,,
8:16.0,Offensive rebound by J. Smith,,76-92,,
8:16.0,J. Smith makes 2-pt shot at rim,2,78-92,,
8:16.0,,,78-92,,Dallas full timeout
8:16.0,,,78-92,,T. Chandler enters the game for C. Parsons
8:16.0,,,78-92,,M. Ellis enters the game for J. Barea
7:54.0,,,78-92,,C. Villanueva misses 2-pt shot from 12 ft
7:53.0,,,78-92,,Offensive rebound by T. Chandler
7:44.0,,,78-92,,Turnover by R. Rondo (bad pass; steal by J. Terry)
7:37.0,T. Ariza misses 3-pt shot from 23 ft,,78-92,,
7:36.0,Offensive rebound by T. Jones,,78-92,,
7:35.0,Shooting foul by T. Chandler (drawn by T. Jones),,78-92,,
7:35.0,T. Jones makes free throw 1 of 2,1,79-92,,
7:35.0,J. Harden enters the game for J. Smith,,79-92,,
7:35.0,T. Jones makes free throw 2 of 2,1,80-92,,
7:28.0,,,80-92,,Turnover by C. Villanueva (bad pass; steal by J. Terry)
7:20.0,J. Harden makes 2-pt shot from 4 ft,2,82-92,,
7:19.0,,,82-92,,Dallas full timeout
7:19.0,,,82-92,,D. Harris enters the game for R. Rondo
7:13.0,Personal foul by T. Ariza (drawn by A. Aminu),,82-92,,
7:04.0,,,82-92,,Turnover by D. Harris (bad pass; steal by J. Terry)
6:59.0,J. Terry makes 2-pt shot at rim (assist by J. Harden),2,84-92,,
6:41.0,,,84-92,,Shooting foul by J. Harden (drawn by C. Villanueva)
6:41.0,,,84-93,1,C. Villanueva makes free throw 1 of 2
6:41.0,,,84-94,1,C. Villanueva makes free throw 2 of 2
6:28.0,Turnover by T. Jones (lost ball; steal by D. Harris),,84-94,,
6:27.0,Jump ball: D. Harris vs. T. Jones (A. Aminu gains possession),,,,Jump ball: D. Harris vs. T. Jones (A. Aminu gains possession)
6:23.0,,,84-94,,A. Aminu misses 2-pt shot from 1 ft (block by J. Terry)
6:22.0,Defensive rebound by Team,,84-94,,
6:13.0,J. Terry misses 3-pt shot from 24 ft,,84-94,,
6:12.0,Offensive rebound by T. Jones,,84-94,,
6:07.0,T. Jones misses 2-pt shot from 5 ft,,84-94,,
6:06.0,,,84-94,,Defensive rebound by C. Villanueva
5:50.0,Personal foul by T. Ariza (drawn by M. Ellis),,84-94,,
5:40.0,,,84-94,,D. Harris misses 3-pt shot from 24 ft
