time,Atlanta,pts.away,score,pts.home,Washington
7:43.0,,,11-6,2,M. Gortat makes 2-pt shot from 3 ft (assist by J. Wall)
7:31.0,J. Teague makes 2-pt shot from 2 ft,2,13-6,,
7:10.0,,,13-6,,Turnover by M. Gortat (lost ball; steal by D. Carroll)
6:59.0,J. Teague misses 3-pt shot from 26 ft,,13-6,,
6:57.0,,,13-6,,Defensive rebound by J. Wall
6:51.0,,,13-6,,G. Temple misses 3-pt shot from 22 ft
6:51.0,,,13-6,,Offensive rebound by J. Wall
6:51.0,Personal foul by J. Teague (drawn by J. Wall),,13-6,,
6:51.0,,,13-7,1,J. Wall makes free throw 1 of 2
6:51.0,,,13-7,,B. Beal enters the game for G. Temple
6:51.0,,,13-8,1,J. Wall makes free throw 2 of 2
6:51.0,Atlanta full timeout,,13-8,,
6:30.0,P. Antic misses 2-pt shot from 15 ft,,13-8,,
6:28.0,,,13-8,,Defensive rebound by K. Humphries
6:22.0,,,13-8,,P. Pierce misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by P. Millsap,,13-8,,
6:01.0,D. Carroll misses 3-pt shot from 29 ft,,13-8,,
5:58.0,,,13-8,,Defensive rebound by K. Humphries
5:50.0,,,13-8,,Turnover by B. Beal (bad pass; steal by J. Teague)
5:43.0,J. Teague misses 2-pt shot from 15 ft,,13-8,,
5:40.0,,,13-8,,Defensive rebound by M. Gortat
5:34.0,,,13-8,,J. Wall misses 2-pt shot from 20 ft
5:32.0,Defensive rebound by K. Korver,,13-8,,
5:25.0,J. Teague misses 2-pt shot from 7 ft,,13-8,,
5:20.0,,,13-8,,Defensive rebound by K. Humphries
5:15.0,,,13-8,,P. Pierce misses 2-pt shot from 16 ft
5:13.0,Defensive rebound by P. Millsap,,13-8,,
5:12.0,Turnover by P. Millsap (traveling),,13-8,,
5:12.0,,,13-8,,O. Porter enters the game for P. Pierce
4:59.0,,,13-8,,Shooting foul by P. Millsap (drawn by K. Humphries)
4:59.0,,,13-8,,K. Humphries misses free throw 1 of 2
4:59.0,,,13-8,,Offensive rebound by Team
4:59.0,D. Schroder enters the game for J. Teague,,13-8,,
4:59.0,,,13-9,1,K. Humphries makes free throw 2 of 2
4:46.0,P. Millsap makes 2-pt shot from 3 ft (assist by D. Schroder),2,15-9,,
4:29.0,,,15-9,,J. Wall misses 3-pt shot from 25 ft
4:29.0,,,15-9,,Offensive rebound by Team
4:29.0,Away from play foul by P. Antic (drawn by M. Gortat),,15-9,,
4:29.0,,,15-9,,M. Gortat misses free throw 1 of 2
4:29.0,,,15-9,,Offensive rebound by Team
4:29.0,,,15-9,,D. Gooden enters the game for K. Humphries
4:29.0,T. Sefolosha enters the game for D. Carroll,,15-9,,
4:29.0,,,15-10,1,M. Gortat makes free throw 2 of 2
4:06.0,D. Schroder makes 2-pt shot from 17 ft,2,17-10,,
3:44.0,,,17-10,,B. Beal misses 3-pt shot from 23 ft
3:41.0,Defensive rebound by T. Sefolosha,,17-10,,
3:31.0,P. Millsap makes 2-pt shot from 5 ft (assist by P. Antic),2,19-10,,
3:12.0,,,19-10,,O. Porter misses 2-pt shot from 14 ft
3:08.0,Defensive rebound by P. Millsap,,19-10,,
2:53.0,P. Antic misses 3-pt shot from 27 ft,,19-10,,
2:49.0,,,19-10,,Defensive rebound by B. Beal
2:44.0,,,19-12,2,D. Gooden makes 2-pt shot from 20 ft (assist by J. Wall)
2:44.0,Atlanta full timeout,,19-12,,
2:44.0,,,19-12,,Washington full timeout
2:44.0,,,19-12,,K. Seraphin enters the game for M. Gortat
2:44.0,S. Mack enters the game for K. Korver,,19-12,,
2:34.0,Shooting foul by D. Gooden (drawn by P. Millsap),,19-12,,
2:34.0,P. Millsap makes 2-pt shot from 1 ft,2,21-12,,
2:34.0,P. Millsap makes free throw 1 of 1,1,22-12,,
2:15.0,,,22-12,,Turnover by K. Seraphin (bad pass; steal by D. Schroder)
1:54.0,D. Schroder misses 3-pt shot from 25 ft,,22-12,,
1:51.0,,,22-12,,Defensive rebound by D. Gooden
1:45.0,,,22-14,2,J. Wall makes 2-pt shot from 4 ft
1:34.0,Turnover by T. Sefolosha (lost ball),,22-14,,
1:34.0,M. Scott enters the game for P. Millsap,,22-14,,
1:08.0,,,22-14,,B. Beal misses 2-pt shot from 3 ft
1:07.0,,,22-14,,Offensive rebound by O. Porter
1:07.0,,,22-14,,Shooting foul by P. Antic (drawn by O. Porter)
1:07.0,,,22-15,1,O. Porter makes free throw 1 of 2
1:07.0,A. Horford enters the game for P. Antic,,22-15,,
1:07.0,,,22-16,1,O. Porter makes free throw 2 of 2
0:58.0,Turnover by D. Schroder (bad pass),,22-16,,
0:48.0,,,22-18,2,J. Wall makes 2-pt shot from 3 ft
0:48.0,,,22-18,,Shooting foul by S. Mack (drawn by J. Wall)
0:48.0,,,22-19,1,J. Wall makes free throw 1 of 1
0:34.0,D. Schroder misses 2-pt shot from 3 ft,,22-19,,
0:31.0,Offensive rebound by T. Sefolosha,,22-19,,
0:28.0,M. Scott misses 3-pt shot from 27 ft,,22-19,,
0:24.0,,,22-19,,Defensive rebound by J. Wall
0:05.0,,,22-19,,D. Gooden misses 2-pt shot from 17 ft
0:02.0,Defensive rebound by A. Horford,,22-19,,
0:00.0,D. Schroder misses 3-pt shot from 26 ft,,22-19,,
0:00.0,Offensive rebound by Team,,22-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,22-22,3,D. Gooden makes 3-pt shot from 25 ft (assist by A. Miller)
11:19.0,Shooting foul by A. Miller (drawn by A. Horford),,22-22,,
11:19.0,A. Horford misses free throw 1 of 2,,22-22,,
11:19.0,Offensive rebound by Team,,22-22,,
11:19.0,A. Horford makes free throw 2 of 2,1,23-22,,
10:58.0,,,23-22,,K. Seraphin misses 2-pt shot from 4 ft
10:54.0,,,23-22,,Offensive rebound by D. Gooden
10:47.0,,,23-24,2,D. Gooden makes 2-pt shot from 1 ft
10:32.0,S. Mack makes 3-pt shot from 28 ft,3,26-24,,
10:09.0,,,26-24,,B. Beal misses 2-pt shot from 5 ft (block by A. Horford)
10:09.0,Defensive rebound by M. Scott,,26-24,,
9:53.0,D. Schroder makes 2-pt shot from 3 ft,2,28-24,,
9:36.0,Personal foul by M. Scott (drawn by D. Gooden),,28-24,,
9:36.0,D. Carroll enters the game for T. Sefolosha,,28-24,,
9:25.0,,,28-24,,D. Gooden misses 3-pt shot from 27 ft
9:22.0,Defensive rebound by M. Scott,,28-24,,
9:15.0,M. Scott misses 3-pt shot from 26 ft,,28-24,,
9:13.0,Offensive rebound by D. Schroder,,28-24,,
9:04.0,Turnover by M. Scott (traveling),,28-24,,
8:42.0,,,28-26,2,A. Miller makes 2-pt shot from 4 ft (assist by D. Gooden)
8:25.0,S. Mack misses 2-pt shot from 5 ft,,28-26,,
8:23.0,,,28-26,,Defensive rebound by K. Seraphin
8:11.0,,,28-28,2,O. Porter makes 2-pt shot from 3 ft (assist by A. Miller)
7:45.0,M. Scott makes 3-pt shot from 23 ft (assist by S. Mack),3,31-28,,
7:33.0,Official timeout,,31-28,,
7:33.0,J. Teague enters the game for D. Schroder,,31-28,,
7:25.0,,,31-30,2,B. Beal makes 2-pt shot from 2 ft (assist by A. Miller)
7:14.0,Shooting foul by B. Beal (drawn by J. Teague),,31-30,,
7:14.0,J. Teague makes free throw 1 of 2,1,32-30,,
7:14.0,P. Millsap enters the game for M. Scott,,32-30,,
7:14.0,K. Korver enters the game for S. Mack,,32-30,,
7:14.0,J. Teague makes free throw 2 of 2,1,33-30,,
7:00.0,,,33-30,,O. Porter misses 2-pt shot from 18 ft
6:58.0,Defensive rebound by P. Millsap,,33-30,,
6:52.0,J. Teague makes 2-pt shot from 4 ft,2,35-30,,
6:38.0,,,35-32,2,K. Seraphin makes 2-pt shot from 18 ft (assist by A. Miller)
6:35.0,Turnover by J. Teague (traveling),,35-32,,
6:35.0,,,35-32,,J. Wall enters the game for A. Miller
6:09.0,,,35-32,,B. Beal misses 2-pt shot from 17 ft
6:07.0,Defensive rebound by A. Horford,,35-32,,
5:58.0,,,35-32,,Personal foul by D. Gooden (drawn by P. Millsap)
5:58.0,,,35-32,,Washington full timeout
5:58.0,,,35-32,,K. Humphries enters the game for D. Gooden
5:58.0,,,35-32,,P. Pierce enters the game for O. Porter
5:44.0,Turnover by Team (shot clock),,35-32,,
5:21.0,,,35-32,,K. Seraphin misses 2-pt shot from 5 ft
5:18.0,,,35-32,,Offensive rebound by K. Seraphin
5:10.0,,,35-34,2,K. Humphries makes 2-pt shot from 15 ft (assist by J. Wall)
4:58.0,K. Korver misses 2-pt shot from 18 ft,,35-34,,
4:56.0,,,35-34,,Defensive rebound by J. Wall
4:45.0,,,35-34,,Turnover by J. Wall (lost ball; steal by D. Carroll)
4:43.0,D. Carroll makes 2-pt shot at rim,2,37-34,,
4:43.0,Shooting foul by J. Wall (drawn by D. Carroll),,37-34,,
4:43.0,,,37-34,,M. Gortat enters the game for K. Seraphin
4:43.0,P. Antic enters the game for A. Horford,,37-34,,
4:43.0,D. Carroll makes free throw 1 of 1,1,38-34,,
4:29.0,Personal foul by P. Millsap (drawn by K. Humphries),,38-34,,
4:20.0,,,38-34,,Turnover by B. Beal (traveling)
4:02.0,D. Carroll misses 2-pt shot from 8 ft (block by P. Pierce),,38-34,,
4:02.0,Offensive rebound by D. Carroll,,38-34,,
4:02.0,,,38-34,,Personal foul by P. Pierce (drawn by P. Millsap)
4:02.0,P. Millsap makes free throw 1 of 2,1,39-34,,
4:02.0,,,39-34,,G. Temple enters the game for B. Beal
4:02.0,P. Millsap misses free throw 2 of 2,,39-34,,
3:59.0,,,39-34,,Defensive rebound by M. Gortat
3:49.0,,,39-36,2,P. Pierce makes 2-pt shot from 3 ft (assist by G. Temple)
3:30.0,P. Millsap misses 3-pt shot from 26 ft,,39-36,,
3:30.0,,,39-36,,Defensive rebound by M. Gortat
3:28.0,,,39-36,,Turnover by J. Wall (bad pass)
3:28.0,Atlanta full timeout,,39-36,,
3:11.0,P. Antic misses 2-pt shot from 19 ft,,39-36,,
3:08.0,,,39-36,,Defensive rebound by P. Pierce
3:06.0,,,39-36,,Turnover by J. Wall (bad pass)
2:47.0,J. Teague misses 2-pt shot from 2 ft,,39-36,,
2:47.0,,,39-36,,Defensive rebound by Team
2:31.0,,,39-36,,M. Gortat misses 2-pt shot from 13 ft
2:28.0,,,39-36,,Offensive rebound by K. Humphries
2:22.0,,,39-36,,P. Pierce misses 3-pt shot from 26 ft
2:20.0,,,39-36,,Offensive rebound by K. Humphries
2:13.0,,,39-36,,J. Wall misses 3-pt shot from 27 ft
2:11.0,Defensive rebound by K. Korver,,39-36,,
2:07.0,Turnover by J. Teague (bad pass; steal by G. Temple),,39-36,,
2:07.0,,,39-36,,Turnover by J. Wall (bad pass)
2:07.0,A. Horford enters the game for P. Antic,,39-36,,
1:54.0,J. Teague misses 2-pt shot from 1 ft,,39-36,,
1:52.0,Offensive rebound by D. Carroll,,39-36,,
1:52.0,Atlanta full timeout,,39-36,,
1:52.0,,,39-36,,B. Beal enters the game for G. Temple
1:36.0,P. Millsap misses 2-pt shot from 5 ft,,39-36,,
1:33.0,,,39-36,,Defensive rebound by K. Humphries
1:17.0,,,39-39,3,J. Wall makes 3-pt shot from 26 ft (assist by P. Pierce)
0:52.0,D. Carroll misses 2-pt shot from 12 ft,,39-39,,
0:50.0,,,39-39,,Defensive rebound by J. Wall
0:43.0,,,39-39,,P. Pierce misses 3-pt shot from 27 ft
0:42.0,Defensive rebound by K. Korver,,39-39,,
0:42.0,,,39-39,,Personal foul by J. Wall (drawn by K. Korver)
0:42.0,K. Korver makes free throw 1 of 2,1,40-39,,
0:42.0,P. Antic enters the game for A. Horford,,40-39,,
0:42.0,,,40-39,,R. Butler enters the game for M. Gortat
0:42.0,K. Korver makes free throw 2 of 2,1,41-39,,
0:29.0,,,41-39,,Turnover by J. Wall (lost ball; steal by J. Teague)
0:26.0,D. Carroll misses 2-pt shot from 1 ft,,41-39,,
0:26.0,Offensive rebound by J. Teague,,41-39,,
0:26.0,J. Teague misses 2-pt shot at rim,,41-39,,
0:25.0,,,41-39,,Defensive rebound by K. Humphries
0:04.0,,,41-39,,B. Beal misses 2-pt shot from 9 ft (block by P. Antic)
0:02.0,Defensive rebound by D. Carroll,,41-39,,
0:01.0,D. Carroll misses 3-pt shot from 28 ft,,41-39,,
0:00.0,Offensive rebound by Team,,41-39,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,41-41,2,P. Pierce makes 2-pt shot from 16 ft (assist by J. Wall)
11:36.0,,,41-41,,Personal foul by K. Humphries (drawn by P. Millsap)
11:30.0,Turnover by K. Korver (bad pass),,41-41,,
11:18.0,,,41-41,,J. Wall misses 2-pt shot from 15 ft
11:15.0,Defensive rebound by K. Korver,,41-41,,
11:05.0,A. Horford misses 2-pt shot from 20 ft,,41-41,,
11:02.0,,,41-41,,Defensive rebound by J. Wall
10:53.0,,,41-41,,M. Gortat misses 2-pt shot from 2 ft
10:50.0,Defensive rebound by P. Millsap,,41-41,,
10:46.0,K. Korver misses 3-pt shot from 25 ft,,41-41,,
10:44.0,,,41-41,,Defensive rebound by K. Humphries
10:31.0,,,41-43,2,P. Pierce makes 2-pt shot from 7 ft
10:13.0,A. Horford makes 2-pt shot from 18 ft,2,43-43,,
9:56.0,,,43-46,3,G. Temple makes 3-pt shot from 27 ft (assist by P. Pierce)
9:39.0,D. Carroll misses 2-pt shot from 14 ft,,43-46,,
9:39.0,,,43-46,,Defensive rebound by Team
9:23.0,,,43-46,,P. Pierce misses 2-pt shot from 17 ft
9:21.0,Defensive rebound by P. Millsap,,43-46,,
9:15.0,P. Millsap misses 2-pt shot from 18 ft,,43-46,,
9:12.0,Offensive rebound by D. Carroll,,43-46,,
9:06.0,D. Carroll makes 2-pt shot at rim,2,45-46,,
8:53.0,,,45-46,,K. Humphries misses 2-pt shot from 5 ft
8:50.0,,,45-46,,Offensive rebound by M. Gortat
8:45.0,,,45-46,,Turnover by P. Pierce (bad pass; steal by P. Millsap)
8:36.0,D. Carroll makes 3-pt shot from 23 ft (assist by J. Teague),3,48-46,,
8:22.0,,,48-46,,K. Humphries misses 2-pt shot from 4 ft (block by P. Millsap)
8:19.0,Defensive rebound by J. Teague,,48-46,,
8:14.0,J. Teague misses 2-pt shot from 2 ft,,48-46,,
8:11.0,,,48-46,,Defensive rebound by M. Gortat
8:04.0,Personal foul by J. Teague (drawn by J. Wall),,48-46,,
7:56.0,,,48-46,,Shooting foul by P. Millsap (drawn by K. Humphries)
7:56.0,,,48-46,,K. Humphries misses free throw 1 of 2
7:56.0,,,48-46,,Offensive rebound by Team
7:56.0,,,48-47,1,K. Humphries makes free throw 2 of 2
7:46.0,Turnover by K. Korver (lost ball),,48-47,,
7:37.0,,,48-47,,J. Wall misses 2-pt shot from 17 ft
7:33.0,,,48-47,,Offensive rebound by M. Gortat
7:30.0,,,48-49,2,M. Gortat makes 2-pt shot at rim
7:19.0,A. Horford makes 2-pt shot from 1 ft (assist by K. Korver),2,50-49,,
7:11.0,,,50-51,2,G. Temple makes 2-pt shot from 2 ft (assist by M. Gortat)
7:11.0,,,50-51,,Shooting foul by K. Korver (drawn by G. Temple)
7:11.0,,,50-51,,G. Temple misses free throw 1 of 1
7:05.0,Defensive rebound by P. Millsap,,50-51,,
6:58.0,,,50-51,,Personal foul by G. Temple (drawn by J. Teague)
6:42.0,P. Millsap makes 3-pt shot from 28 ft (assist by A. Horford),3,53-51,,
6:28.0,,,53-51,,Shooting foul by K. Korver (drawn by M. Gortat)
6:28.0,,,53-52,1,M. Gortat makes free throw 1 of 2
6:28.0,,,53-53,1,M. Gortat makes free throw 2 of 2
6:11.0,P. Millsap misses 2-pt shot from 16 ft,,53-53,,
6:08.0,,,53-53,,Defensive rebound by P. Pierce
6:03.0,,,53-53,,K. Humphries misses 2-pt shot from 17 ft
6:00.0,Defensive rebound by D. Carroll,,53-53,,
5:52.0,Shooting foul by M. Gortat (drawn by J. Teague),,53-53,,
5:52.0,,,53-53,,Washington full timeout
5:52.0,,,53-53,,B. Beal enters the game for G. Temple
5:52.0,P. Antic enters the game for A. Horford,,53-53,,
5:52.0,J. Teague misses free throw 1 of 2,,53-53,,
5:52.0,Offensive rebound by Team,,53-53,,
5:52.0,J. Teague makes free throw 2 of 2,1,54-53,,
5:42.0,Def 3 sec tech foul by P. Millsap,,54-53,,
5:42.0,,,54-53,,B. Beal misses technical free throw
5:33.0,,,54-53,,Offensive rebound by Team
5:33.0,,,54-53,,Turnover by B. Beal (bad pass; steal by J. Teague)
5:26.0,J. Teague makes 2-pt shot at rim,2,56-53,,
5:24.0,Violation by P. Millsap (def goaltending),,56-53,,
5:24.0,,,56-55,2,J. Wall makes 2-pt shot from 2 ft
5:16.0,J. Teague makes 2-pt shot from 1 ft,2,58-55,,
4:51.0,,,58-55,,J. Wall misses 3-pt shot from 25 ft
4:47.0,,,58-55,,Offensive rebound by K. Humphries
4:46.0,,,58-57,2,K. Humphries makes 2-pt shot at rim
4:39.0,,,58-57,,Personal foul by B. Beal (drawn by J. Teague)
4:39.0,,,58-57,,O. Porter enters the game for P. Pierce
4:28.0,K. Korver misses 2-pt shot from 19 ft,,58-57,,
4:25.0,,,58-57,,Defensive rebound by M. Gortat
4:12.0,Personal foul by P. Millsap (drawn by K. Humphries),,58-57,,
4:12.0,,,58-58,1,K. Humphries makes free throw 1 of 2
4:12.0,T. Sefolosha enters the game for D. Carroll,,58-58,,
4:12.0,M. Scott enters the game for P. Millsap,,58-58,,
4:12.0,,,58-58,,K. Humphries misses free throw 2 of 2
4:11.0,Defensive rebound by K. Korver,,58-58,,
3:50.0,J. Teague makes 2-pt shot from 7 ft,2,60-58,,
3:28.0,,,60-58,,K. Humphries misses 2-pt shot from 14 ft (block by M. Scott)
3:25.0,Defensive rebound by M. Scott,,60-58,,
3:12.0,Shooting foul by O. Porter (drawn by J. Teague),,60-58,,
3:12.0,J. Teague makes free throw 1 of 2,1,61-58,,
3:12.0,S. Mack enters the game for K. Korver,,61-58,,
3:12.0,J. Teague makes free throw 2 of 2,1,62-58,,
3:08.0,,,62-58,,D. Gooden enters the game for K. Humphries
2:52.0,,,62-60,2,M. Gortat makes 2-pt shot from 13 ft (assist by J. Wall)
2:37.0,J. Teague misses 2-pt shot from 3 ft,,62-60,,
2:35.0,,,62-60,,Defensive rebound by M. Gortat
2:29.0,,,62-60,,J. Wall misses 2-pt shot from 3 ft
2:29.0,Defensive rebound by Team,,62-60,,
2:29.0,Atlanta full timeout,,62-60,,
2:12.0,S. Mack makes 2-pt shot from 1 ft,2,64-60,,
1:52.0,,,64-63,3,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall)
1:30.0,J. Teague misses 2-pt shot from 19 ft,,64-63,,
1:28.0,,,64-63,,Defensive rebound by M. Gortat
1:16.0,,,64-65,2,D. Gooden makes 2-pt shot from 20 ft (assist by J. Wall)
1:00.0,M. Scott makes 2-pt shot from 4 ft (assist by S. Mack),2,66-65,,
0:46.0,,,66-65,,B. Beal misses 2-pt shot from 5 ft (block by T. Sefolosha)
0:42.0,Defensive rebound by S. Mack,,66-65,,
0:40.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by S. Mack),2,68-65,,
0:30.0,,,68-65,,Shooting foul by M. Scott (drawn by J. Wall)
0:30.0,,,68-66,1,J. Wall makes free throw 1 of 2
0:30.0,D. Schroder enters the game for J. Teague,,68-66,,
0:30.0,,,68-67,1,J. Wall makes free throw 2 of 2
0:09.0,S. Mack misses 3-pt shot from 29 ft,,68-67,,
0:06.0,,,68-67,,Defensive rebound by D. Gooden
0:01.0,,,68-67,,J. Wall misses 2-pt shot from 19 ft
0:00.0,,,68-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,T. Sefolosha misses 2-pt shot from 4 ft,,68-67,,
11:34.0,,,68-67,,Defensive rebound by O. Porter
11:13.0,,,68-69,2,O. Porter makes 2-pt shot from 1 ft
11:01.0,S. Mack makes 2-pt shot from 18 ft (assist by A. Horford),2,70-69,,
10:40.0,,,70-69,,Turnover by O. Porter (bad pass; steal by T. Sefolosha)
10:32.0,Turnover by S. Mack (bad pass; steal by D. Gooden),,70-69,,
10:15.0,,,70-69,,B. Beal misses 2-pt shot from 2 ft
10:13.0,,,70-69,,Offensive rebound by B. Beal
10:13.0,,,70-69,,Shooting foul by A. Horford (drawn by B. Beal)
10:13.0,D. Carroll enters the game for T. Sefolosha,,70-69,,
10:13.0,,,70-70,1,B. Beal makes free throw 1 of 2
10:13.0,,,70-71,1,B. Beal makes free throw 2 of 2
10:01.0,,,70-71,,Personal foul by A. Miller (drawn by D. Schroder)
9:53.0,D. Schroder misses 3-pt shot from 28 ft,,70-71,,
9:51.0,,,70-71,,Defensive rebound by K. Seraphin
9:37.0,,,70-71,,D. Gooden misses 2-pt shot from 4 ft
9:35.0,Defensive rebound by S. Mack,,70-71,,
9:35.0,Offensive foul by S. Mack,,70-71,,
9:35.0,Turnover by S. Mack (offensive foul),,70-71,,
9:24.0,,,70-73,2,A. Miller makes 2-pt shot from 5 ft
9:07.0,Shooting foul by B. Beal (drawn by M. Scott),,70-73,,
9:07.0,M. Scott makes free throw 1 of 2,1,71-73,,
9:07.0,M. Scott makes free throw 2 of 2,1,72-73,,
8:52.0,,,72-73,,B. Beal misses 3-pt shot from 27 ft
8:50.0,Defensive rebound by A. Horford,,72-73,,
8:45.0,S. Mack misses 3-pt shot from 26 ft,,72-73,,
8:41.0,Offensive rebound by M. Scott,,72-73,,
8:36.0,S. Mack makes 3-pt shot from 25 ft (assist by M. Scott),3,75-73,,
8:22.0,,,75-73,,Turnover by A. Miller (bad pass; steal by S. Mack)
8:09.0,M. Scott makes 2-pt shot from 3 ft (assist by D. Schroder),2,77-73,,
7:55.0,,,77-73,,B. Beal misses 2-pt shot from 16 ft
7:53.0,Defensive rebound by S. Mack,,77-73,,
7:51.0,,,77-73,,Personal foul by B. Beal (drawn by D. Schroder)
7:51.0,Official timeout,,77-73,,
7:51.0,,,77-73,,J. Wall enters the game for A. Miller
7:51.0,,,77-73,,P. Pierce enters the game for O. Porter
7:51.0,P. Millsap enters the game for S. Mack,,77-73,,
7:40.0,M. Scott makes 3-pt shot from 23 ft (assist by D. Schroder),3,80-73,,
7:20.0,,,80-73,,Turnover by B. Beal (bad pass; steal by D. Schroder)
7:14.0,M. Scott misses 3-pt shot from 27 ft,,80-73,,
7:13.0,Offensive rebound by Team,,80-73,,
7:13.0,,,80-73,,M. Gortat enters the game for D. Gooden
7:13.0,,,80-73,,R. Butler enters the game for K. Seraphin
7:13.0,S. Mack enters the game for A. Horford,,80-73,,
6:52.0,M. Scott misses 2-pt shot from 18 ft,,80-73,,
6:52.0,Offensive rebound by M. Scott,,80-73,,
6:52.0,Shooting foul by M. Gortat (drawn by M. Scott),,80-73,,
6:52.0,M. Scott makes free throw 1 of 2,1,81-73,,
6:52.0,M. Scott makes free throw 2 of 2,1,82-73,,
6:34.0,,,82-75,2,M. Gortat makes 2-pt shot from 15 ft (assist by J. Wall)
6:21.0,S. Mack makes 2-pt shot from 10 ft,2,84-75,,
6:09.0,,,84-77,2,P. Pierce makes 2-pt shot from 4 ft (assist by J. Wall)
6:09.0,,,84-77,,Shooting foul by M. Scott (drawn by P. Pierce)
6:09.0,J. Teague enters the game for S. Mack,,84-77,,
6:09.0,,,84-78,1,P. Pierce makes free throw 1 of 1
5:52.0,P. Millsap misses 2-pt shot from 3 ft,,84-78,,
5:51.0,Offensive rebound by P. Millsap,,84-78,,
5:50.0,P. Millsap makes 2-pt shot from 1 ft,2,86-78,,
5:38.0,,,86-78,,J. Wall misses 2-pt shot from 18 ft
5:35.0,,,86-78,,Offensive rebound by B. Beal
5:29.0,,,86-78,,M. Gortat misses 2-pt shot from 4 ft
5:28.0,Defensive rebound by M. Scott,,86-78,,
5:14.0,M. Scott makes 2-pt shot from 3 ft (assist by J. Teague),2,88-78,,
5:08.0,,,88-78,,Washington full timeout
5:08.0,S. Mack enters the game for D. Schroder,,88-78,,
5:01.0,,,88-78,,R. Butler misses 3-pt shot from 22 ft
4:59.0,Defensive rebound by J. Teague,,88-78,,
4:51.0,J. Teague misses 3-pt shot from 26 ft,,88-78,,
4:48.0,Offensive rebound by Team,,88-78,,
4:48.0,,,88-78,,Personal foul by P. Pierce (drawn by D. Carroll)
4:48.0,D. Carroll misses free throw 1 of 2,,88-78,,
4:48.0,Offensive rebound by Team,,88-78,,
4:48.0,D. Carroll makes free throw 2 of 2,1,89-78,,
4:36.0,,,89-78,,Turnover by J. Wall (bad pass; steal by S. Mack)
4:31.0,S. Mack misses 2-pt shot from 3 ft,,89-78,,
4:30.0,Offensive rebound by M. Scott,,89-78,,
4:30.0,,,89-78,,Personal foul by R. Butler (drawn by M. Scott)
