time,Minnesota,pts.away,score,pts.home,Denver
6:33.0,Defensive rebound by M. Williams,,88-84,,
6:20.0,S. Muhammad misses 3-pt shot from 24 ft,,88-84,,
6:18.0,Offensive rebound by A. Wiggins,,88-84,,
6:18.0,A. Wiggins misses 2-pt shot from 2 ft,,88-84,,
6:15.0,,,88-84,,Defensive rebound by T. Mozgov
6:09.0,,,88-84,,A. Afflalo misses 2-pt shot from 10 ft
6:08.0,Defensive rebound by S. Muhammad,,88-84,,
5:55.0,M. Williams misses 2-pt shot from 20 ft,,88-84,,
5:53.0,,,88-84,,Defensive rebound by K. Faried
5:47.0,,,88-86,2,K. Faried makes 2-pt shot from 2 ft
5:38.0,Minnesota full timeout,,88-86,,
5:32.0,A. Wiggins makes 2-pt shot from 4 ft,2,90-86,,
5:32.0,,,90-86,,Away from play foul by K. Faried (drawn by R. Hummel)
5:32.0,R. Hummel makes free throw 1 of 1,1,91-86,,
5:25.0,Personal foul by R. Hummel (drawn by K. Faried),,91-86,,
5:11.0,,,91-86,,W. Chandler misses 2-pt shot from 18 ft
5:08.0,Defensive rebound by M. Williams,,91-86,,
5:08.0,Turnover by M. Williams (lost ball),,91-86,,
4:58.0,,,91-86,,W. Chandler misses 3-pt shot from 25 ft
4:57.0,,,91-86,,Offensive rebound by T. Mozgov
4:57.0,,,91-86,,T. Mozgov misses 2-pt shot from 1 ft
4:55.0,,,91-86,,Offensive rebound by K. Faried
4:55.0,,,91-86,,K. Faried misses 2-pt shot from 8 ft
4:54.0,Jump ball: J. Adrien vs. T. Mozgov (T. Lawson gains possession),,,,Jump ball: J. Adrien vs. T. Mozgov (T. Lawson gains possession)
4:54.0,,,91-86,,Offensive rebound by Team
4:48.0,,,91-88,2,W. Chandler makes 2-pt shot from 8 ft (assist by T. Lawson)
4:33.0,R. Hummel misses 2-pt shot from 15 ft,,91-88,,
4:32.0,,,91-88,,Defensive rebound by K. Faried
4:21.0,,,91-88,,K. Faried misses 2-pt shot from 4 ft
4:19.0,,,91-88,,Offensive rebound by K. Faried
4:19.0,,,91-90,2,K. Faried makes 2-pt shot from 1 ft
4:06.0,S. Muhammad misses 2-pt shot at rim (block by W. Chandler),,91-90,,
4:03.0,,,91-90,,Defensive rebound by A. Afflalo
4:03.0,Personal take foul by M. Williams (drawn by T. Lawson),,91-90,,
4:03.0,,,91-91,1,T. Lawson makes free throw 1 of 2
4:03.0,G. Dieng enters the game for R. Hummel,,91-91,,
4:03.0,T. Young enters the game for J. Adrien,,91-91,,
4:03.0,,,91-92,1,T. Lawson makes free throw 2 of 2
3:44.0,S. Muhammad misses 2-pt shot from 5 ft,,91-92,,
3:43.0,,,91-92,,Defensive rebound by T. Mozgov
3:30.0,,,91-92,,Shooting foul by M. Williams (drawn by W. Chandler)
3:30.0,,,91-93,1,W. Chandler makes free throw 1 of 2
3:30.0,Minnesota full timeout,,91-93,,
3:30.0,,,91-94,1,W. Chandler makes free throw 2 of 2
3:16.0,A. Wiggins makes 2-pt shot from 6 ft (assist by M. Williams),2,93-94,,
2:55.0,,,93-96,2,A. Afflalo makes 2-pt shot from 17 ft (assist by T. Lawson)
2:41.0,T. Young misses 2-pt shot from 8 ft,,93-96,,
2:39.0,Offensive rebound by T. Young,,93-96,,
2:39.0,T. Young misses 2-pt shot at rim,,93-96,,
2:36.0,,,93-96,,Defensive rebound by T. Mozgov
2:34.0,,,93-96,,Turnover by T. Mozgov (bad pass; steal by T. Young)
2:31.0,T. Young makes 2-pt shot from 2 ft,2,95-96,,
2:19.0,,,95-96,,T. Lawson misses 2-pt shot from 14 ft
2:19.0,Defensive rebound by Team,,95-96,,
2:19.0,,,95-96,,Loose ball foul by T. Mozgov (drawn by G. Dieng)
2:19.0,G. Dieng misses free throw 1 of 2,,95-96,,
2:19.0,Offensive rebound by Team,,95-96,,
2:19.0,G. Dieng makes free throw 2 of 2,1,96-96,,
2:06.0,,,96-98,2,A. Afflalo makes 2-pt shot from 13 ft (assist by T. Lawson)
1:49.0,T. Young makes 2-pt shot from 3 ft (assist by M. Williams),2,98-98,,
1:37.0,,,98-100,2,T. Lawson makes 2-pt shot from 2 ft
1:21.0,Shooting foul by T. Lawson (drawn by T. Young),,98-100,,
1:21.0,T. Young misses free throw 1 of 2,,98-100,,
1:21.0,Offensive rebound by Team,,98-100,,
1:21.0,T. Young makes free throw 2 of 2,1,99-100,,
1:10.0,,,99-102,2,T. Mozgov makes 2-pt shot at rim (assist by T. Lawson)
1:00.0,M. Williams misses 3-pt shot from 25 ft,,99-102,,
1:00.0,,,99-102,,Defensive rebound by T. Lawson
0:44.0,,,99-102,,Turnover by T. Lawson (bad pass; steal by G. Dieng)
0:40.0,Shooting foul by A. Afflalo (drawn by A. Wiggins),,99-102,,
0:40.0,A. Wiggins makes free throw 1 of 2,1,100-102,,
0:40.0,A. Wiggins misses free throw 2 of 2,,100-102,,
0:39.0,,,100-102,,Defensive rebound by A. Afflalo
0:20.0,,,100-102,,T. Lawson misses 2-pt shot from 18 ft
0:19.0,Defensive rebound by Team,,100-102,,
0:19.0,,,100-102,,Loose ball foul by T. Mozgov (drawn by G. Dieng)
0:19.0,G. Dieng misses free throw 1 of 2,,100-102,,
0:19.0,Offensive rebound by Team,,100-102,,
0:19.0,G. Dieng makes free throw 2 of 2,1,101-102,,
0:19.0,,,101-102,,Denver full timeout
0:19.0,Z. LaVine enters the game for M. Williams,,101-102,,
0:17.0,Personal take foul by A. Wiggins (drawn by A. Afflalo),,101-102,,
0:17.0,,,101-103,1,A. Afflalo makes free throw 1 of 2
0:17.0,M. Williams enters the game for Z. LaVine,,101-103,,
0:17.0,J. Adrien enters the game for S. Muhammad,,101-103,,
0:17.0,,,101-104,1,A. Afflalo makes free throw 2 of 2
0:17.0,Minnesota full timeout,,101-104,,
0:17.0,C. Budinger enters the game for J. Adrien,,101-104,,
0:17.0,,,101-104,,A. Gee enters the game for T. Mozgov
0:12.0,Turnover by C. Budinger (step out of bounds),,101-104,,
0:12.0,Z. LaVine enters the game for M. Williams,,101-104,,
0:12.0,,,101-104,,Denver full timeout
0:12.0,J. Adrien enters the game for G. Dieng,,101-104,,
0:12.0,,,101-104,,T. Mozgov enters the game for A. Gee
0:11.0,Personal take foul by A. Wiggins (drawn by A. Afflalo),,101-104,,
0:11.0,,,101-105,1,A. Afflalo makes free throw 1 of 2
0:11.0,,,101-105,,A. Afflalo misses free throw 2 of 2
0:10.0,Defensive rebound by A. Wiggins,,101-105,,
0:10.0,,,101-105,,Personal foul by K. Faried (drawn by A. Wiggins)
0:10.0,A. Wiggins misses free throw 1 of 2,,101-105,,
0:10.0,Offensive rebound by Team,,101-105,,
0:10.0,T. Daniels enters the game for C. Budinger,,101-105,,
0:10.0,A. Wiggins makes free throw 2 of 2,1,102-105,,
0:09.0,Personal take foul by A. Wiggins (drawn by W. Chandler),,102-105,,
0:09.0,,,102-105,,W. Chandler misses free throw 1 of 2
0:09.0,,,102-105,,Offensive rebound by Team
0:09.0,G. Dieng enters the game for T. Daniels,,102-105,,
0:09.0,,,102-106,1,W. Chandler makes free throw 2 of 2
0:09.0,Minnesota full timeout,,102-106,,
0:09.0,R. Hummel enters the game for T. Young,,102-106,,
0:09.0,C. Budinger enters the game for G. Dieng,,102-106,,
0:09.0,M. Williams enters the game for A. Wiggins,,102-106,,
0:09.0,T. Daniels enters the game for Z. LaVine,,102-106,,
0:09.0,,,102-106,,A. Gee enters the game for T. Mozgov
0:05.0,M. Williams misses 3-pt shot from 27 ft,,102-106,,
0:03.0,Offensive rebound by R. Hummel,,102-106,,
0:00.0,C. Budinger misses 3-pt shot from 24 ft,,102-106,,
0:00.0,Offensive rebound by Team,,102-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
