time,Boston,pts.away,score,pts.home,Cleveland
0:59.0,,,29-26,2,K. Irving makes 2-pt shot from 1 ft
0:43.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Jerebko),2,31-26,,
0:36.0,,,31-26,,K. Irving misses 2-pt shot from 9 ft
0:36.0,,,31-26,,Offensive rebound by Team
0:36.0,Loose ball foul by K. Olynyk (drawn by T. Thompson),,31-26,,
0:36.0,,,31-26,,T. Thompson misses free throw 1 of 2
0:36.0,,,31-26,,Offensive rebound by Team
0:36.0,,,31-26,,M. Dellavedova enters the game for K. Irving
0:36.0,,,31-27,1,T. Thompson makes free throw 2 of 2
0:20.0,I. Thomas misses 2-pt shot from 1 ft,,31-27,,
0:19.0,,,31-27,,Defensive rebound by I. Shumpert
0:02.0,,,31-27,,J. Jones misses 3-pt shot from 23 ft
0:01.0,Defensive rebound by K. Olynyk,,31-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,J. Sullinger misses 2-pt shot from 9 ft,,31-27,,
11:43.0,,,31-27,,Defensive rebound by L. James
11:31.0,,,31-27,,Turnover by L. James (lost ball; steal by J. Crowder)
11:26.0,Shooting foul by T. Mozgov (drawn by J. Jerebko),,31-27,,
11:26.0,J. Jerebko makes free throw 1 of 2,1,32-27,,
11:26.0,J. Jerebko misses free throw 2 of 2,,32-27,,
11:25.0,,,32-27,,Defensive rebound by T. Mozgov
11:19.0,Personal foul by J. Crowder (drawn by L. James),,32-27,,
11:13.0,Personal foul by J. Jerebko (drawn by J. Jones),,32-27,,
10:59.0,,,32-27,,I. Shumpert misses 3-pt shot from 26 ft
10:58.0,,,32-27,,Offensive rebound by T. Mozgov
10:58.0,,,32-27,,Turnover by Team (shot clock)
10:45.0,M. Smart makes 2-pt shot from 2 ft (assist by I. Thomas),2,34-27,,
10:34.0,,,34-27,,Shooting foul by J. Sullinger (drawn by T. Mozgov)
10:34.0,,,34-28,1,T. Mozgov makes free throw 1 of 2
10:34.0,,,34-28,,K. Love enters the game for J. Jones
10:34.0,,,34-29,1,T. Mozgov makes free throw 2 of 2
10:23.0,M. Smart makes 3-pt shot from 25 ft (assist by I. Thomas),3,37-29,,
10:04.0,,,37-31,2,L. James makes 2-pt shot from 5 ft
9:52.0,Turnover by I. Thomas (lost ball),,37-31,,
9:52.0,,,37-31,,J. Smith enters the game for I. Shumpert
9:35.0,,,37-31,,K. Love misses 2-pt shot from 7 ft
9:34.0,,,37-31,,Offensive rebound by T. Mozgov
9:33.0,,,37-31,,T. Mozgov misses 2-pt shot from 1 ft (block by J. Sullinger)
9:32.0,Defensive rebound by I. Thomas,,37-31,,
9:31.0,,,37-31,,Personal foul by M. Dellavedova (drawn by I. Thomas)
9:31.0,,,37-31,,K. Irving enters the game for M. Dellavedova
9:24.0,Shooting foul by J. Smith (drawn by M. Smart),,37-31,,
9:24.0,M. Smart makes free throw 1 of 2,1,38-31,,
9:24.0,E. Turner enters the game for I. Thomas,,38-31,,
9:24.0,M. Smart misses free throw 2 of 2,,38-31,,
9:23.0,,,38-31,,Defensive rebound by K. Love
9:06.0,,,38-31,,K. Love misses 2-pt shot from 5 ft (block by J. Crowder)
9:06.0,,,38-31,,Offensive rebound by Team
8:59.0,,,38-34,3,K. Irving makes 3-pt shot from 25 ft (assist by L. James)
8:41.0,E. Turner misses 2-pt shot at rim,,38-34,,
8:38.0,,,38-34,,Defensive rebound by K. Love
8:32.0,,,38-37,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
8:30.0,Boston full timeout,,38-37,,
8:30.0,B. Bass enters the game for J. Jerebko,,38-37,,
8:09.0,J. Crowder misses 3-pt shot from 26 ft,,38-37,,
8:08.0,,,38-37,,Defensive rebound by K. Love
7:55.0,,,38-37,,J. Smith misses 3-pt shot from 27 ft
7:54.0,Defensive rebound by J. Crowder,,38-37,,
7:32.0,E. Turner makes 2-pt shot from 17 ft,2,40-37,,
7:13.0,,,40-40,3,K. Love makes 3-pt shot from 26 ft (assist by J. Smith)
7:01.0,B. Bass misses 2-pt shot from 8 ft,,40-40,,
7:00.0,,,40-40,,Defensive rebound by T. Mozgov
6:44.0,,,40-40,,K. Love misses 2-pt shot from 17 ft
6:43.0,Defensive rebound by J. Sullinger,,40-40,,
6:40.0,Turnover by M. Smart (bad pass),,40-40,,
6:40.0,K. Olynyk enters the game for J. Crowder,,40-40,,
6:40.0,I. Thomas enters the game for J. Sullinger,,40-40,,
6:40.0,,,40-40,,T. Thompson enters the game for T. Mozgov
6:16.0,,,40-42,2,L. James makes 2-pt shot from 1 ft
6:05.0,Shooting foul by K. Love (drawn by B. Bass),,40-42,,
6:05.0,B. Bass makes free throw 1 of 2,1,41-42,,
6:05.0,B. Bass makes free throw 2 of 2,1,42-42,,
5:52.0,,,42-42,,K. Love misses 2-pt shot from 5 ft (block by K. Olynyk)
5:49.0,,,42-42,,Offensive rebound by K. Irving
5:43.0,,,42-44,2,L. James makes 2-pt shot from 6 ft
5:31.0,Offensive foul by K. Olynyk,,42-44,,
5:31.0,Turnover by K. Olynyk (offensive foul),,42-44,,
5:31.0,Official timeout,,42-44,,
5:31.0,T. Zeller enters the game for M. Smart,,42-44,,
5:31.0,A. Bradley enters the game for K. Olynyk,,42-44,,
5:06.0,,,42-44,,L. James misses 2-pt shot from 14 ft
5:03.0,,,42-44,,Offensive rebound by T. Thompson
5:03.0,,,42-46,2,T. Thompson makes 2-pt shot at rim
4:43.0,I. Thomas misses 3-pt shot from 25 ft,,42-46,,
4:42.0,,,42-46,,Defensive rebound by K. Love
4:23.0,,,42-49,3,K. Irving makes 3-pt shot from 23 ft
4:18.0,,,42-49,,Personal foul by K. Irving (drawn by I. Thomas)
4:18.0,I. Thomas makes free throw 1 of 2,1,43-49,,
4:18.0,I. Thomas makes free throw 2 of 2,1,44-49,,
4:05.0,,,44-49,,K. Love misses 2-pt shot from 21 ft
4:04.0,,,44-49,,Offensive rebound by K. Love
3:59.0,,,44-51,2,T. Thompson makes 2-pt shot at rim (assist by K. Love)
3:47.0,B. Bass misses 2-pt shot from 16 ft,,44-51,,
3:46.0,Offensive rebound by Team,,44-51,,
3:43.0,T. Zeller misses 2-pt shot from 17 ft,,44-51,,
3:42.0,,,44-51,,Defensive rebound by J. Smith
3:40.0,,,44-51,,Turnover by J. Smith (lost ball; steal by E. Turner)
3:37.0,Turnover by T. Zeller (lost ball; steal by L. James),,44-51,,
3:33.0,,,44-53,2,K. Love makes 2-pt shot from 1 ft (assist by L. James)
3:20.0,Shooting foul by L. James (drawn by I. Thomas),,44-53,,
3:20.0,I. Thomas makes free throw 1 of 2,1,45-53,,
3:20.0,J. Jerebko enters the game for T. Zeller,,45-53,,
3:20.0,I. Thomas makes free throw 2 of 2,1,46-53,,
3:02.0,,,46-53,,K. Love misses 2-pt shot from 6 ft
2:59.0,Defensive rebound by E. Turner,,46-53,,
2:48.0,J. Jerebko makes 2-pt shot from 22 ft (assist by E. Turner),2,48-53,,
2:32.0,,,48-53,,K. Irving misses 2-pt shot from 14 ft
2:31.0,Defensive rebound by J. Jerebko,,48-53,,
2:22.0,Turnover by I. Thomas (bad pass; steal by K. Love),,48-53,,
2:17.0,,,48-55,2,L. James makes 2-pt shot at rim (assist by K. Love)
2:00.0,J. Jerebko misses 2-pt shot from 10 ft,,48-55,,
1:59.0,Offensive rebound by J. Jerebko,,48-55,,
1:58.0,J. Jerebko makes 2-pt shot from 6 ft,2,50-55,,
1:36.0,,,50-55,,K. Love misses 3-pt shot from 24 ft
1:35.0,,,50-55,,Offensive rebound by T. Thompson
1:32.0,,,50-55,,Shooting foul by I. Thomas (drawn by K. Love)
1:32.0,,,50-55,,Cleveland full timeout
1:32.0,M. Smart enters the game for A. Bradley,,50-55,,
1:32.0,,,50-55,,I. Shumpert enters the game for J. Smith
1:32.0,,,50-56,1,K. Love makes free throw 1 of 2
1:32.0,,,50-56,,K. Love misses free throw 2 of 2
1:30.0,Defensive rebound by E. Turner,,50-56,,
1:11.0,M. Smart makes 2-pt shot from 23 ft,2,52-56,,
0:51.0,,,52-59,3,K. Irving makes 3-pt shot from 27 ft (assist by I. Shumpert)
0:35.0,Turnover by E. Turner (bad pass),,52-59,,
0:31.0,,,52-59,,L. James misses 3-pt shot from 26 ft
0:30.0,,,52-59,,Offensive rebound by Team
0:17.0,,,52-59,,Turnover by I. Shumpert (bad pass)
0:17.0,K. Olynyk enters the game for B. Bass,,52-59,,
0:17.0,,,52-59,,J. Jones enters the game for K. Love
0:17.0,,,52-59,,M. Dellavedova enters the game for L. James
0:06.0,I. Thomas makes 2-pt shot from 14 ft,2,54-59,,
0:00.0,,,54-62,3,K. Irving makes 3-pt shot from 26 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,A. Bradley misses 2-pt shot from 22 ft,,54-62,,
11:39.0,,,54-62,,Defensive rebound by K. Irving
11:28.0,,,54-62,,J. Smith misses 3-pt shot from 26 ft
11:27.0,,,54-62,,Offensive rebound by K. Love
11:21.0,,,54-62,,Shooting foul by B. Bass (drawn by K. Love)
11:21.0,,,54-63,1,K. Love makes free throw 1 of 2
11:21.0,,,54-64,1,K. Love makes free throw 2 of 2
11:03.0,,,54-64,,Loose ball foul by K. Irving (drawn by M. Smart)
10:51.0,E. Turner misses 2-pt shot from 18 ft,,54-64,,
10:49.0,Offensive rebound by K. Olynyk,,54-64,,
10:49.0,K. Olynyk makes 2-pt shot from 1 ft,2,56-64,,
10:43.0,,,56-64,,Turnover by L. James (bad pass)
10:28.0,B. Bass makes 2-pt shot from 15 ft (assist by K. Olynyk),2,58-64,,
10:08.0,,,58-64,,Turnover by K. Love (offensive foul)
10:08.0,,,58-64,,Offensive foul by K. Love
10:01.0,,,58-64,,Personal foul by J. Smith (drawn by A. Bradley)
9:56.0,,,58-64,,Personal foul by J. Smith (drawn by K. Olynyk)
9:56.0,,,58-64,,I. Shumpert enters the game for J. Smith
9:45.0,A. Bradley misses 3-pt shot from 26 ft,,58-64,,
9:43.0,,,58-64,,Defensive rebound by K. Love
9:35.0,,,58-66,2,T. Mozgov makes 2-pt shot from 2 ft (assist by K. Love)
9:11.0,E. Turner misses 2-pt shot from 14 ft,,58-66,,
9:08.0,Offensive rebound by M. Smart,,58-66,,
9:03.0,K. Olynyk misses 3-pt shot from 25 ft,,58-66,,
9:02.0,,,58-66,,Defensive rebound by K. Love
8:53.0,,,58-69,3,K. Irving makes 3-pt shot from 25 ft
8:37.0,M. Smart misses 3-pt shot from 24 ft,,58-69,,
8:35.0,,,58-69,,Defensive rebound by K. Love
8:29.0,,,58-71,2,L. James makes 2-pt shot from 1 ft
8:29.0,Boston full timeout,,58-71,,
8:24.0,Turnover by M. Smart (lost ball),,58-71,,
8:10.0,,,58-71,,Turnover by T. Mozgov (lost ball; steal by K. Olynyk)
7:54.0,E. Turner misses 2-pt shot from 5 ft,,58-71,,
7:54.0,,,58-71,,Defensive rebound by K. Love
7:54.0,I. Thomas enters the game for E. Turner,,58-71,,
7:54.0,J. Crowder enters the game for M. Smart,,58-71,,
7:54.0,Personal foul by E. Turner (drawn by K. Love),,58-71,,
7:35.0,,,58-71,,K. Irving misses 3-pt shot from 25 ft
7:34.0,,,58-71,,Offensive rebound by T. Mozgov
7:32.0,,,58-71,,T. Mozgov misses 2-pt shot from 2 ft (block by K. Olynyk)
7:31.0,Defensive rebound by A. Bradley,,58-71,,
7:17.0,B. Bass makes 2-pt shot from 14 ft (assist by A. Bradley),2,60-71,,
6:53.0,,,60-71,,K. Irving misses 2-pt shot from 5 ft
6:51.0,,,60-71,,Offensive rebound by I. Shumpert
6:46.0,,,60-71,,K. Irving misses 3-pt shot from 23 ft
6:46.0,,,60-71,,Offensive rebound by K. Love
6:44.0,,,60-73,2,K. Love makes 2-pt shot at rim
6:26.0,B. Bass makes 2-pt shot from 17 ft,2,62-73,,
6:07.0,,,62-76,3,I. Shumpert makes 3-pt shot from 24 ft (assist by K. Love)
5:54.0,I. Thomas misses 2-pt shot from 5 ft (block by T. Mozgov),,62-76,,
5:54.0,,,62-76,,Defensive rebound by Team
5:54.0,,,62-76,,T. Thompson enters the game for T. Mozgov
5:43.0,,,62-78,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
5:19.0,Turnover by A. Bradley (bad pass),,62-78,,
5:16.0,,,62-80,2,K. Love makes 2-pt shot from 1 ft
4:58.0,A. Bradley misses 3-pt shot from 26 ft,,62-80,,
4:58.0,,,62-80,,Defensive rebound by Team
4:42.0,Personal foul by K. Olynyk (drawn by T. Thompson),,62-80,,
4:42.0,J. Jerebko enters the game for B. Bass,,62-80,,
4:42.0,T. Zeller enters the game for A. Bradley,,62-80,,
4:42.0,M. Smart enters the game for K. Olynyk,,62-80,,
4:33.0,,,62-80,,Shooting foul by J. Jerebko (drawn by K. Love)
4:33.0,,,62-81,1,K. Love makes free throw 1 of 2
4:33.0,,,62-82,1,K. Love makes free throw 2 of 2
4:15.0,M. Smart makes 2-pt shot from 1 ft,2,64-82,,
3:50.0,,,64-82,,Turnover by L. James (lost ball; steal by T. Zeller)
3:46.0,J. Crowder makes 2-pt shot at rim (assist by I. Thomas),2,66-82,,
3:45.0,,,66-82,,Cleveland full timeout
3:45.0,,,66-82,,J. Jones enters the game for K. Love
3:28.0,,,66-82,,K. Irving misses 2-pt shot from 13 ft
3:25.0,Defensive rebound by J. Jerebko,,66-82,,
3:10.0,I. Thomas misses 3-pt shot from 26 ft,,66-82,,
3:09.0,Offensive rebound by J. Crowder,,66-82,,
3:09.0,J. Crowder makes 2-pt shot at rim,2,68-82,,
3:09.0,Shooting foul by K. Irving (drawn by J. Crowder),,68-82,,
3:09.0,J. Crowder makes free throw 1 of 1,1,69-82,,
2:47.0,,,69-82,,L. James misses 2-pt shot from 15 ft
2:47.0,Defensive rebound by Team,,69-82,,
2:28.0,J. Jerebko makes 2-pt shot from 1 ft (assist by I. Thomas),2,71-82,,
2:14.0,,,71-82,,L. James misses 2-pt shot from 2 ft
2:12.0,Defensive rebound by T. Zeller,,71-82,,
2:07.0,I. Thomas makes 3-pt shot from 24 ft,3,74-82,,
1:49.0,,,74-82,,J. Jones misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by I. Thomas,,74-82,,
1:43.0,,,74-82,,Personal foul by I. Shumpert (drawn by I. Thomas)
1:43.0,I. Thomas makes free throw 1 of 2,1,75-82,,
1:43.0,,,75-82,,M. Dellavedova enters the game for L. James
1:43.0,I. Thomas makes free throw 2 of 2,1,76-82,,
1:18.0,,,76-84,2,J. Jones makes 2-pt shot from 14 ft (assist by M. Dellavedova)
1:00.0,Turnover by I. Thomas (bad pass; steal by K. Irving),,76-84,,
0:58.0,Personal foul by M. Smart (drawn by K. Irving),,76-84,,
0:58.0,,,76-85,1,K. Irving makes free throw 1 of 2
0:58.0,,,76-86,1,K. Irving makes free throw 2 of 2
0:42.0,I. Thomas misses 2-pt shot from 4 ft (block by K. Irving),,76-86,,
0:42.0,Offensive rebound by Team,,76-86,,
0:35.0,M. Smart misses 3-pt shot from 26 ft,,76-86,,
0:34.0,Offensive rebound by J. Crowder,,76-86,,
0:32.0,J. Crowder misses 2-pt shot from 3 ft,,76-86,,
0:32.0,,,76-86,,Defensive rebound by I. Shumpert
0:32.0,Personal foul by J. Crowder (drawn by I. Shumpert),,76-86,,
0:32.0,,,76-87,1,I. Shumpert makes free throw 1 of 2
0:32.0,K. Olynyk enters the game for T. Zeller,,76-87,,
0:32.0,,,76-87,,S. Marion enters the game for K. Irving
0:32.0,,,76-88,1,I. Shumpert makes free throw 2 of 2
0:23.0,Turnover by I. Thomas (bad pass; steal by S. Marion),,76-88,,
0:19.0,,,76-88,,Turnover by M. Dellavedova (lost ball; steal by I. Thomas)
0:15.0,Turnover by I. Thomas (bad pass; steal by S. Marion),,76-88,,
0:00.0,,,76-91,3,J. Jones makes 3-pt shot from 26 ft (assist by M. Dellavedova)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Personal foul by M. Smart (drawn by M. Dellavedova),,76-91,,
11:32.0,,,76-94,3,L. James makes 3-pt shot from 26 ft (assist by M. Dellavedova)
11:22.0,,,76-94,,Personal foul by M. Dellavedova (drawn by M. Smart)
11:13.0,J. Crowder makes 2-pt shot at rim (assist by M. Smart),2,78-94,,
10:51.0,,,78-94,,L. James misses 2-pt shot from 19 ft
10:49.0,Defensive rebound by E. Turner,,78-94,,
10:39.0,Shooting foul by M. Dellavedova (drawn by M. Smart),,78-94,,
10:39.0,M. Smart misses free throw 1 of 2,,78-94,,
10:39.0,Offensive rebound by Team,,78-94,,
10:39.0,M. Smart misses free throw 2 of 2,,78-94,,
10:38.0,,,78-94,,Defensive rebound by L. James
10:22.0,,,78-94,,Turnover by L. James (bad pass)
10:08.0,J. Crowder makes 3-pt shot from 25 ft (assist by M. Smart),3,81-94,,
9:46.0,,,81-96,2,M. Dellavedova makes 2-pt shot from 1 ft
9:30.0,J. Crowder misses 2-pt shot from 5 ft,,81-96,,
9:28.0,,,81-96,,Defensive rebound by I. Shumpert
9:25.0,,,81-96,,Turnover by L. James (bad pass; steal by M. Smart)
9:17.0,J. Jerebko misses 2-pt shot from 9 ft,,81-96,,
9:14.0,,,81-96,,Defensive rebound by J. Jones
9:03.0,,,81-96,,Turnover by M. Dellavedova (bad pass; steal by J. Jerebko)
8:51.0,E. Turner misses 2-pt shot from 8 ft,,81-96,,
8:49.0,,,81-96,,Defensive rebound by I. Shumpert
8:48.0,Loose ball foul by E. Turner (drawn by T. Thompson),,81-96,,
8:48.0,Official timeout,,81-96,,
8:48.0,A. Bradley enters the game for J. Crowder,,81-96,,
8:48.0,,,81-96,,K. Irving enters the game for J. Jones
8:48.0,,,81-96,,K. Love enters the game for M. Dellavedova
8:34.0,,,81-96,,Shooting foul by J. Jerebko (drawn by K. Love)
8:34.0,,,81-97,1,K. Love makes free throw 1 of 2
8:34.0,,,81-98,1,K. Love makes free throw 2 of 2
8:18.0,J. Sullinger enters the game for J. Jerebko,,81-98,,
8:18.0,B. Bass enters the game for T. Zeller,,81-98,,
8:18.0,I. Thomas enters the game for M. Smart,,81-98,,
8:13.0,J. Sullinger makes 2-pt shot from 6 ft (assist by E. Turner),2,83-98,,
7:59.0,Personal foul by A. Bradley (drawn by K. Irving),,83-98,,
7:47.0,,,83-98,,L. James misses 3-pt shot from 26 ft
7:46.0,Defensive rebound by A. Bradley,,83-98,,
7:33.0,I. Thomas makes 3-pt shot from 26 ft (assist by A. Bradley),3,86-98,,
7:16.0,,,86-100,2,K. Irving makes 2-pt shot from 20 ft (assist by T. Thompson)
7:16.0,,,86-100,,Shooting foul by A. Bradley (drawn by K. Irving)
7:16.0,,,86-100,,J. Jones enters the game for K. Love
7:16.0,,,86-101,1,K. Irving makes free throw 1 of 1
6:57.0,Turnover by B. Bass (bad pass),,86-101,,
6:33.0,,,86-101,,K. Irving misses 3-pt shot from 26 ft
6:32.0,Defensive rebound by E. Turner,,86-101,,
6:25.0,A. Bradley makes 3-pt shot from 23 ft (assist by I. Thomas),3,89-101,,
6:21.0,Personal foul by J. Sullinger (drawn by T. Thompson),,89-101,,
6:21.0,,,89-101,,T. Thompson misses free throw 1 of 2
6:21.0,,,89-101,,Offensive rebound by Team
6:21.0,,,89-102,1,T. Thompson makes free throw 2 of 2
6:13.0,,,89-102,,Violation by I. Shumpert (kicked ball)
6:13.0,,,89-102,,T. Mozgov enters the game for T. Thompson
6:13.0,,,89-102,,K. Love enters the game for J. Jones
6:07.0,,,89-102,,Personal foul by I. Shumpert (drawn by I. Thomas)
6:07.0,Boston full timeout,,89-102,,
6:01.0,Turnover by J. Sullinger (offensive foul),,89-102,,
6:01.0,Offensive charge foul by J. Sullinger,,89-102,,
5:48.0,,,89-104,2,K. Irving makes 2-pt shot from 1 ft
5:40.0,,,89-104,,Personal foul by I. Shumpert (drawn by I. Thomas)
5:29.0,J. Sullinger makes 2-pt shot from 15 ft (assist by I. Thomas),2,91-104,,
5:09.0,,,91-104,,I. Shumpert misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by E. Turner,,91-104,,
4:57.0,A. Bradley makes 2-pt shot from 18 ft (assist by E. Turner),2,93-104,,
4:41.0,Personal foul by B. Bass (drawn by T. Mozgov),,93-104,,
4:41.0,,,93-105,1,T. Mozgov makes free throw 1 of 2
4:41.0,J. Crowder enters the game for B. Bass,,93-105,,
4:41.0,,,93-106,1,T. Mozgov makes free throw 2 of 2
4:24.0,I. Thomas misses 2-pt shot from 3 ft (block by T. Mozgov),,93-106,,
4:22.0,,,93-106,,Defensive rebound by L. James
4:18.0,,,93-106,,T. Mozgov misses 2-pt shot from 1 ft
4:15.0,Defensive rebound by J. Sullinger,,93-106,,
4:13.0,E. Turner makes 2-pt shot from 1 ft (assist by I. Thomas),2,95-106,,
4:13.0,Shooting foul by K. Love (drawn by E. Turner),,95-106,,
4:13.0,E. Turner makes free throw 1 of 1,1,96-106,,
