time,Toronto,pts.away,score,pts.home,Indiana
6:45.0,Offensive rebound by Team,,40-32,,
6:45.0,,,40-32,,D. Sloan enters the game for C. Watson
6:45.0,P. Patterson makes free throw 2 of 2,1,41-32,,
6:22.0,Personal foul by T. Ross (drawn by R. Stuckey),,41-32,,
6:22.0,,,41-32,,R. Stuckey misses free throw 1 of 3
6:22.0,,,41-32,,Offensive rebound by Team
6:22.0,,,41-33,1,R. Stuckey makes free throw 2 of 3
6:22.0,,,41-34,1,R. Stuckey makes free throw 3 of 3
6:11.0,T. Ross misses 3-pt shot from 25 ft,,41-34,,
6:10.0,,,41-34,,Defensive rebound by R. Hibbert
5:56.0,,,41-34,,R. Stuckey misses 2-pt shot from 17 ft
5:54.0,,,41-34,,Offensive rebound by R. Hibbert
5:54.0,,,41-36,2,R. Hibbert makes 2-pt shot from 2 ft
5:47.0,T. Ross makes 2-pt shot from 3 ft (assist by K. Lowry),2,43-36,,
5:40.0,Personal foul by K. Lowry (drawn by D. Sloan),,43-36,,
5:40.0,Official timeout,,43-36,,
5:40.0,A. Johnson enters the game for P. Patterson,,43-36,,
5:40.0,J. Valanciunas enters the game for T. Hansbrough,,43-36,,
5:40.0,,,43-36,,G. Hill enters the game for D. Sloan
5:28.0,,,43-36,,R. Hibbert misses 2-pt shot from 14 ft
5:27.0,Defensive rebound by A. Johnson,,43-36,,
5:04.0,D. DeRozan misses 2-pt shot from 20 ft,,43-36,,
5:03.0,,,43-36,,Defensive rebound by G. Hill
4:54.0,,,43-36,,R. Hibbert misses 2-pt shot from 4 ft
4:53.0,Defensive rebound by J. Valanciunas,,43-36,,
4:46.0,K. Lowry misses 3-pt shot from 25 ft,,43-36,,
4:45.0,,,43-36,,Defensive rebound by R. Hibbert
4:41.0,,,43-36,,Turnover by R. Hibbert (bad pass; steal by A. Johnson)
4:27.0,Offensive foul by A. Johnson,,43-36,,
4:27.0,Turnover by A. Johnson (offensive foul),,43-36,,
4:27.0,,,43-36,,L. Allen enters the game for R. Hibbert
4:09.0,,,43-38,2,L. Allen makes 2-pt shot from 16 ft (assist by G. Hill)
3:46.0,T. Ross misses 2-pt shot from 20 ft,,43-38,,
3:45.0,,,43-38,,Defensive rebound by D. West
3:37.0,,,43-41,3,S. Hill makes 3-pt shot from 24 ft (assist by R. Stuckey)
3:28.0,Toronto full timeout,,43-41,,
3:28.0,L. Williams enters the game for T. Ross,,43-41,,
3:21.0,K. Lowry misses 2-pt shot from 20 ft,,43-41,,
3:18.0,,,43-41,,Defensive rebound by D. West
3:02.0,,,43-43,2,R. Stuckey makes 2-pt shot from 16 ft (assist by L. Allen)
2:46.0,D. DeRozan makes 2-pt shot from 9 ft (assist by A. Johnson),2,45-43,,
2:27.0,,,45-43,,G. Hill misses 2-pt shot from 10 ft (block by L. Williams)
2:27.0,,,45-43,,Offensive rebound by Team
2:27.0,,,45-43,,Turnover by G. Hill (kicked ball)
2:09.0,J. Valanciunas makes 2-pt shot from 7 ft (assist by K. Lowry),2,47-43,,
1:51.0,,,47-43,,L. Allen misses 2-pt shot from 6 ft
1:49.0,Defensive rebound by D. DeRozan,,47-43,,
1:32.0,Shooting foul by S. Hill (drawn by D. DeRozan),,47-43,,
1:32.0,D. DeRozan misses free throw 1 of 2,,47-43,,
1:32.0,Offensive rebound by Team,,47-43,,
1:32.0,,,47-43,,C. Watson enters the game for S. Hill
1:32.0,D. DeRozan makes free throw 2 of 2,1,48-43,,
1:16.0,Personal foul by K. Lowry (drawn by G. Hill),,48-43,,
1:02.0,,,48-43,,D. West misses 2-pt shot from 19 ft
1:01.0,Defensive rebound by J. Valanciunas,,48-43,,
0:50.0,K. Lowry makes 2-pt shot from 3 ft (assist by D. DeRozan),2,50-43,,
0:41.0,,,50-43,,G. Hill misses 2-pt shot from 12 ft
0:40.0,,,50-43,,Offensive rebound by G. Hill
0:30.0,,,50-43,,Shooting foul by J. Valanciunas (drawn by L. Allen)
0:30.0,,,50-43,,L. Allen misses free throw 1 of 2
0:30.0,,,50-43,,Offensive rebound by Team
0:30.0,Violation by K. Lowry (lane),,50-43,,
0:30.0,,,50-44,1,L. Allen makes free throw 2 of 2
0:07.0,L. Williams misses 3-pt shot from 25 ft,,50-44,,
0:05.0,,,50-44,,Defensive rebound by L. Allen
0:00.0,,,50-44,,G. Hill misses 2-pt shot from 21 ft
0:00.0,,,50-44,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,50-44,,S. Hill misses 3-pt shot from 23 ft
11:34.0,Defensive rebound by J. Valanciunas,,50-44,,
11:18.0,D. DeRozan misses 2-pt shot from 13 ft,,50-44,,
11:17.0,Offensive rebound by A. Johnson,,50-44,,
11:17.0,Shooting foul by R. Stuckey (drawn by A. Johnson),,50-44,,
11:17.0,A. Johnson misses free throw 1 of 2,,50-44,,
11:17.0,Offensive rebound by Team,,50-44,,
11:17.0,A. Johnson misses free throw 2 of 2,,50-44,,
11:16.0,,,50-44,,Defensive rebound by R. Hibbert
11:02.0,,,50-46,2,D. West makes 2-pt shot from 18 ft (assist by C. Watson)
10:43.0,K. Lowry makes 2-pt shot from 19 ft (assist by A. Johnson),2,52-46,,
10:27.0,,,52-48,2,R. Hibbert makes 2-pt shot from 5 ft (assist by S. Hill)
10:15.0,K. Lowry misses 2-pt shot from 6 ft,,52-48,,
10:13.0,,,52-48,,Defensive rebound by D. West
10:13.0,Personal foul by D. DeRozan (drawn by R. Stuckey),,52-48,,
9:51.0,,,52-48,,S. Hill misses 2-pt shot from 2 ft (block by J. Valanciunas)
9:50.0,Defensive rebound by J. Valanciunas,,52-48,,
9:41.0,Offensive charge foul by D. DeRozan,,52-48,,
9:41.0,Turnover by D. DeRozan (offensive foul),,52-48,,
9:23.0,,,52-48,,Turnover by R. Hibbert (lost ball; steal by A. Johnson)
9:18.0,A. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry),2,54-48,,
8:58.0,,,54-48,,Shooting foul by A. Johnson (drawn by D. West)
8:58.0,,,54-49,1,D. West makes free throw 1 of 2
8:58.0,,,54-49,,D. West misses free throw 2 of 2
8:57.0,Defensive rebound by G. Vasquez,,54-49,,
8:42.0,K. Lowry misses 2-pt shot from 13 ft,,54-49,,
8:41.0,,,54-49,,Defensive rebound by D. West
8:27.0,,,54-49,,D. West misses 2-pt shot from 5 ft
8:26.0,Defensive rebound by D. DeRozan,,54-49,,
8:18.0,D. DeRozan makes 2-pt shot from 16 ft,2,56-49,,
7:59.0,,,56-49,,C. Watson misses 2-pt shot from 14 ft
7:58.0,Defensive rebound by D. DeRozan,,56-49,,
7:50.0,K. Lowry misses 3-pt shot from 23 ft,,56-49,,
7:49.0,Offensive rebound by K. Lowry,,56-49,,
7:46.0,G. Vasquez misses 3-pt shot from 26 ft,,56-49,,
7:44.0,,,56-49,,Defensive rebound by S. Hill
7:39.0,,,56-51,2,C. Watson makes 2-pt shot from 21 ft
7:25.0,K. Lowry makes 2-pt shot from 2 ft,2,58-51,,
6:58.0,,,58-51,,R. Stuckey misses 3-pt shot from 25 ft
6:57.0,,,58-51,,Offensive rebound by D. West
6:55.0,,,58-51,,Turnover by Team (shot clock)
6:33.0,A. Johnson misses 2-pt shot from 4 ft (block by R. Hibbert),,58-51,,
6:32.0,,,58-51,,Defensive rebound by R. Stuckey
6:27.0,,,58-51,,R. Stuckey misses 2-pt shot from 14 ft
6:25.0,,,58-51,,Offensive rebound by D. West
6:24.0,,,58-51,,D. West misses 2-pt shot from 1 ft (block by A. Johnson)
6:23.0,,,58-51,,Offensive rebound by D. West
6:22.0,Violation by J. Valanciunas (def goaltending),,58-51,,
6:22.0,,,58-53,2,D. West makes 2-pt shot from 1 ft
6:10.0,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan),3,61-53,,
5:49.0,,,61-53,,Turnover by D. West (3 sec)
5:49.0,,,61-53,,Indiana full timeout
5:40.0,K. Lowry makes 3-pt shot from 25 ft (assist by G. Vasquez),3,64-53,,
5:22.0,,,64-55,2,R. Stuckey makes 2-pt shot from 8 ft (assist by R. Hibbert)
5:05.0,Shooting foul by R. Hibbert (drawn by J. Valanciunas),,64-55,,
5:05.0,J. Valanciunas makes free throw 1 of 2,1,65-55,,
5:05.0,J. Valanciunas makes free throw 2 of 2,1,66-55,,
4:44.0,,,66-57,2,R. Hibbert makes 2-pt shot from 9 ft (assist by D. West)
4:28.0,D. DeRozan makes 2-pt shot from 5 ft,2,68-57,,
4:08.0,,,68-57,,R. Stuckey misses 2-pt shot from 8 ft (block by A. Johnson)
4:07.0,Defensive rebound by G. Vasquez,,68-57,,
3:50.0,Shooting foul by D. West (drawn by J. Valanciunas),,68-57,,
3:50.0,J. Valanciunas makes free throw 1 of 2,1,69-57,,
3:50.0,,,69-57,,G. Hill enters the game for C. Watson
3:50.0,,,69-57,,I. Mahinmi enters the game for R. Hibbert
3:50.0,,,69-57,,D. Rudez enters the game for S. Hill
3:50.0,L. Williams enters the game for G. Vasquez,,69-57,,
3:50.0,J. Valanciunas makes free throw 2 of 2,1,70-57,,
3:30.0,Personal foul by J. Valanciunas (drawn by I. Mahinmi),,70-57,,
3:30.0,T. Hansbrough enters the game for J. Valanciunas,,70-57,,
3:20.0,,,70-57,,R. Stuckey misses 3-pt shot from 26 ft
3:19.0,Defensive rebound by K. Lowry,,70-57,,
3:09.0,Shooting foul by D. Rudez (drawn by D. DeRozan),,70-57,,
3:09.0,D. DeRozan makes free throw 1 of 2,1,71-57,,
3:09.0,D. DeRozan misses free throw 2 of 2,,71-57,,
3:08.0,,,71-57,,Defensive rebound by I. Mahinmi
2:53.0,,,71-57,,D. Rudez misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by K. Lowry,,71-57,,
2:43.0,A. Johnson makes 2-pt shot from 1 ft (assist by K. Lowry),2,73-57,,
2:42.0,,,73-57,,Indiana full timeout
2:42.0,Toronto full timeout,,73-57,,
2:21.0,,,73-59,2,G. Hill makes 2-pt shot from 19 ft (assist by D. West)
2:04.0,K. Lowry misses 3-pt shot from 25 ft,,73-59,,
2:04.0,,,73-59,,Defensive rebound by R. Stuckey
1:55.0,,,73-59,,G. Hill misses 2-pt shot from 6 ft
1:53.0,,,73-59,,Offensive rebound by R. Stuckey
1:52.0,,,73-61,2,R. Stuckey makes 2-pt shot from 1 ft
1:37.0,A. Johnson makes 2-pt shot from 4 ft (assist by K. Lowry),2,75-61,,
1:23.0,,,75-63,2,D. West makes 2-pt shot from 4 ft
1:11.0,D. DeRozan misses 2-pt shot from 16 ft,,75-63,,
1:10.0,,,75-63,,Defensive rebound by I. Mahinmi
0:59.0,,,75-63,,Shooting foul by L. Williams (drawn by I. Mahinmi)
0:59.0,,,75-63,,I. Mahinmi misses free throw 1 of 2
0:59.0,,,75-63,,Offensive rebound by Team
0:59.0,T. Ross enters the game for D. DeRozan,,75-63,,
0:59.0,P. Patterson enters the game for A. Johnson,,75-63,,
0:59.0,,,75-64,1,I. Mahinmi makes free throw 2 of 2
0:48.0,L. Williams makes 2-pt shot from 16 ft,2,77-64,,
0:38.0,,,77-66,2,D. West makes 2-pt shot from 2 ft (assist by G. Hill)
0:34.0,Offensive foul by K. Lowry,,77-66,,
0:34.0,Turnover by K. Lowry (offensive foul),,77-66,,
0:34.0,G. Vasquez enters the game for K. Lowry,,77-66,,
0:27.0,,,77-66,,G. Hill misses 2-pt shot from 17 ft
0:26.0,,,77-66,,Offensive rebound by I. Mahinmi
0:03.0,,,77-68,2,R. Stuckey makes 2-pt shot from 3 ft (assist by D. West)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,G. Vasquez makes 2-pt shot from 18 ft,2,79-68,,
11:24.0,,,79-71,3,D. Rudez makes 3-pt shot from 23 ft (assist by C. Watson)
11:02.0,L. Williams misses 2-pt shot from 11 ft,,79-71,,
11:01.0,,,79-71,,Defensive rebound by D. Rudez
10:46.0,,,79-71,,C. Watson misses 2-pt shot from 21 ft
10:45.0,,,79-71,,Offensive rebound by Team
10:39.0,,,79-71,,L. Scola misses 2-pt shot from 1 ft (block by T. Hansbrough)
10:37.0,Defensive rebound by G. Vasquez,,79-71,,
10:31.0,L. Williams makes 3-pt shot from 26 ft (assist by G. Vasquez),3,82-71,,
10:17.0,Personal foul by G. Vasquez (drawn by S. Hill),,82-71,,
10:07.0,,,82-71,,D. Rudez misses 3-pt shot from 22 ft
10:06.0,Defensive rebound by G. Vasquez,,82-71,,
9:57.0,P. Patterson makes 2-pt shot from 10 ft (assist by G. Vasquez),2,84-71,,
9:45.0,,,84-71,,C. Watson misses 2-pt shot from 9 ft
9:45.0,,,84-71,,Offensive rebound by Team
9:28.0,,,84-73,2,S. Hill makes 2-pt shot from 2 ft
9:04.0,P. Patterson makes 3-pt shot from 23 ft (assist by T. Ross),3,87-73,,
8:49.0,,,87-73,,Shooting foul by T. Ross (drawn by S. Hill)
8:49.0,Official timeout,,87-73,,
8:49.0,,,87-74,1,S. Hill makes free throw 1 of 2
8:49.0,,,87-75,1,S. Hill makes free throw 2 of 2
8:34.0,,,87-75,,Personal foul by S. Hill (drawn by L. Williams)
8:34.0,,,87-75,,R. Stuckey enters the game for S. Hill
8:33.0,Turnover by T. Ross (bad pass; steal by L. Scola),,87-75,,
8:30.0,,,87-77,2,L. Scola makes 2-pt shot from 1 ft
8:17.0,,,87-77,,Personal block foul by L. Scola (drawn by L. Williams)
8:03.0,G. Vasquez misses 2-pt shot from 17 ft,,87-77,,
8:02.0,,,87-77,,Defensive rebound by I. Mahinmi
7:45.0,Personal block foul by T. Ross (drawn by C. Watson),,87-77,,
7:42.0,Personal foul by G. Vasquez (drawn by R. Stuckey),,87-77,,
7:34.0,,,87-77,,Turnover by R. Stuckey (lost ball; steal by T. Hansbrough)
7:19.0,G. Vasquez makes 3-pt shot from 23 ft (assist by L. Williams),3,90-77,,
7:07.0,,,90-77,,C. Watson misses 2-pt shot from 2 ft
7:06.0,Defensive rebound by T. Hansbrough,,90-77,,
7:00.0,G. Vasquez misses 3-pt shot from 24 ft,,90-77,,
6:59.0,,,90-77,,Defensive rebound by L. Scola
6:38.0,,,90-77,,Turnover by L. Scola (lost ball; steal by T. Hansbrough)
6:31.0,P. Patterson misses 2-pt shot from 23 ft,,90-77,,
6:30.0,Offensive rebound by T. Ross,,90-77,,
6:29.0,T. Ross makes 2-pt shot from 1 ft,2,92-77,,
6:29.0,,,92-77,,Indiana full timeout
6:29.0,,,92-77,,G. Hill enters the game for C. Watson
6:29.0,,,92-77,,D. West enters the game for I. Mahinmi
6:29.0,,,92-77,,R. Hibbert enters the game for D. Rudez
6:29.0,,,92-77,,S. Hill enters the game for L. Scola
6:16.0,,,92-77,,R. Stuckey misses 2-pt shot from 17 ft
6:16.0,,,92-77,,Offensive rebound by Team
6:16.0,Loose ball foul by T. Hansbrough (drawn by R. Hibbert),,92-77,,
6:16.0,,,92-78,1,R. Hibbert makes free throw 1 of 2
6:16.0,,,92-79,1,R. Hibbert makes free throw 2 of 2
6:04.0,L. Williams misses 3-pt shot from 26 ft,,92-79,,
6:04.0,,,92-79,,Defensive rebound by R. Stuckey
5:44.0,,,92-79,,Shooting foul by G. Vasquez (drawn by R. Stuckey)
5:44.0,,,92-80,1,R. Stuckey makes free throw 1 of 2
5:44.0,K. Lowry enters the game for G. Vasquez,,92-80,,
5:44.0,J. Valanciunas enters the game for T. Hansbrough,,92-80,,
5:44.0,,,92-81,1,R. Stuckey makes free throw 2 of 2
5:24.0,T. Ross misses 3-pt shot from 23 ft,,92-81,,
5:23.0,Offensive rebound by J. Valanciunas,,92-81,,
5:07.0,L. Williams makes 3-pt shot from 25 ft,3,95-81,,
4:43.0,,,95-81,,Indiana full timeout
4:43.0,D. DeRozan enters the game for T. Ross,,95-81,,
4:40.0,,,95-84,3,S. Hill makes 3-pt shot from 22 ft (assist by G. Hill)
4:24.0,L. Williams misses 3-pt shot from 26 ft,,95-84,,
4:23.0,,,95-84,,Defensive rebound by R. Hibbert
4:18.0,Personal block foul by L. Williams (drawn by G. Hill),,95-84,,
4:18.0,,,95-85,1,G. Hill makes free throw 1 of 2
4:18.0,,,95-85,,G. Hill misses free throw 2 of 2
4:17.0,Defensive rebound by K. Lowry,,95-85,,
3:57.0,D. DeRozan makes 2-pt shot from 14 ft (assist by K. Lowry),2,97-85,,
3:40.0,Personal foul by J. Valanciunas (drawn by R. Hibbert),,97-85,,
