time,Golden State,pts.away,score,pts.home,Cleveland
6:33.0,Loose ball foul by H. Barnes (drawn by T. Thompson),,12-16,,
6:15.0,,,12-16,,I. Shumpert misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by H. Barnes,,12-16,,
6:06.0,D. Green misses 3-pt shot from 25 ft,,12-16,,
6:05.0,,,12-16,,Defensive rebound by T. Mozgov
5:54.0,,,12-16,,T. Mozgov misses 2-pt shot from 9 ft
5:52.0,Defensive rebound by H. Barnes,,12-16,,
5:44.0,,,12-16,,Personal foul by I. Shumpert (drawn by A. Iguodala)
5:39.0,K. Thompson misses 3-pt shot from 27 ft,,12-16,,
5:38.0,Offensive rebound by H. Barnes,,12-16,,
5:33.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,15-16,,
5:12.0,,,15-18,2,T. Mozgov makes 2-pt shot at rim (assist by J. Smith)
4:53.0,A. Iguodala misses 3-pt shot from 25 ft,,15-18,,
4:52.0,Offensive rebound by H. Barnes,,15-18,,
4:52.0,H. Barnes makes 2-pt shot at rim,2,17-18,,
4:37.0,,,17-20,2,T. Thompson makes 2-pt shot from 1 ft (assist by T. Mozgov)
4:29.0,D. Green makes 2-pt shot from 4 ft (assist by S. Curry),2,19-20,,
4:29.0,Shooting foul by T. Mozgov (drawn by D. Green),,19-20,,
4:29.0,D. Green makes free throw 1 of 1,1,20-20,,
4:13.0,,,20-20,,J. Smith misses 2-pt shot from 12 ft
4:10.0,Defensive rebound by D. Green,,20-20,,
4:03.0,K. Thompson makes 2-pt shot from 7 ft,2,22-20,,
3:57.0,,,22-20,,Cleveland full timeout
3:57.0,,,22-20,,J. Jones enters the game for T. Mozgov
3:57.0,,,22-20,,M. Dellavedova enters the game for I. Shumpert
3:57.0,D. Lee enters the game for D. Green,,22-20,,
3:37.0,,,22-20,,M. Dellavedova misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by K. Thompson,,22-20,,
3:26.0,D. Lee misses 2-pt shot from 7 ft,,22-20,,
3:25.0,Offensive rebound by H. Barnes,,22-20,,
3:25.0,H. Barnes misses 2-pt shot from 6 ft,,22-20,,
3:22.0,Offensive rebound by A. Iguodala,,22-20,,
3:22.0,,,22-20,,Personal foul by M. Dellavedova (drawn by S. Curry)
3:12.0,Shooting foul by J. Smith (drawn by D. Lee),,22-20,,
3:12.0,D. Lee makes free throw 1 of 2,1,23-20,,
3:12.0,D. Lee makes free throw 2 of 2,1,24-20,,
3:05.0,Personal foul by S. Curry (drawn by L. James),,24-20,,
2:48.0,,,24-20,,M. Dellavedova misses 2-pt shot from 15 ft
2:46.0,,,24-20,,Offensive rebound by J. Smith
2:46.0,,,24-22,2,J. Smith makes 2-pt shot from 1 ft
2:38.0,K. Thompson misses 3-pt shot from 26 ft,,24-22,,
2:37.0,,,24-22,,Defensive rebound by L. James
2:17.0,S. Livingston enters the game for K. Thompson,,24-22,,
2:13.0,,,24-22,,J. Jones misses 2-pt shot from 15 ft
2:12.0,Defensive rebound by A. Iguodala,,24-22,,
2:07.0,A. Iguodala misses 2-pt shot from 6 ft (block by J. Jones),,24-22,,
2:07.0,Offensive rebound by Team,,24-22,,
1:59.0,S. Curry misses 2-pt shot from 4 ft,,24-22,,
1:56.0,,,24-22,,Defensive rebound by T. Thompson
1:50.0,,,24-22,,L. James misses 2-pt shot from 1 ft
1:48.0,Defensive rebound by D. Lee,,24-22,,
1:46.0,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston),2,26-22,,
1:24.0,,,26-22,,M. Dellavedova misses 3-pt shot from 26 ft
1:23.0,Defensive rebound by D. Lee,,26-22,,
1:11.0,D. Lee makes 2-pt shot at rim (assist by S. Livingston),2,28-22,,
0:44.0,,,28-22,,T. Thompson misses 2-pt shot from 1 ft
0:42.0,Defensive rebound by H. Barnes,,28-22,,
0:32.0,A. Iguodala makes 3-pt shot from 27 ft (assist by D. Lee),3,31-22,,
0:09.0,,,31-24,2,T. Thompson makes 2-pt shot from 8 ft (assist by M. Dellavedova)
0:00.0,S. Curry misses 3-pt shot from 31 ft,,31-24,,
0:00.0,Offensive rebound by Team,,31-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Lee),2,33-24,,
11:17.0,,,33-24,,T. Mozgov misses 2-pt shot from 1 ft
11:12.0,,,33-24,,Offensive rebound by T. Mozgov
11:12.0,,,33-26,2,T. Mozgov makes 2-pt shot from 1 ft
10:54.0,Shooting foul by J. Jones (drawn by S. Livingston),,33-26,,
10:54.0,S. Livingston makes free throw 1 of 2,1,34-26,,
10:54.0,S. Livingston makes free throw 2 of 2,1,35-26,,
10:31.0,,,35-26,,J. Jones misses 2-pt shot from 9 ft
10:30.0,Defensive rebound by S. Livingston,,35-26,,
10:24.0,D. Lee misses 2-pt shot from 2 ft,,35-26,,
10:21.0,,,35-26,,Defensive rebound by J. Jones
10:07.0,,,35-26,,T. Mozgov misses 2-pt shot from 11 ft
10:04.0,Defensive rebound by S. Livingston,,35-26,,
10:00.0,L. Barbosa misses 2-pt shot at rim,,35-26,,
9:57.0,,,35-26,,Defensive rebound by J. Jones
9:49.0,,,35-26,,Shooting foul by L. Barbosa (drawn by M. Dellavedova)
9:49.0,,,35-27,1,M. Dellavedova makes free throw 1 of 2
9:49.0,D. Green enters the game for D. Lee,,35-27,,
9:49.0,,,35-27,,L. James enters the game for J. Jones
9:49.0,,,35-27,,T. Thompson enters the game for T. Mozgov
9:49.0,,,35-28,1,M. Dellavedova makes free throw 2 of 2
9:40.0,Golden State full timeout,,35-28,,
9:40.0,A. Iguodala enters the game for H. Barnes,,35-28,,
9:32.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston),3,38-28,,
9:06.0,,,38-28,,J. Smith misses 3-pt shot from 26 ft
9:05.0,Defensive rebound by A. Iguodala,,38-28,,
8:51.0,S. Livingston misses 2-pt shot from 7 ft,,38-28,,
8:47.0,,,38-28,,Defensive rebound by T. Thompson
8:33.0,,,38-30,2,L. James makes 2-pt shot from 6 ft (assist by I. Shumpert)
8:22.0,K. Thompson misses 2-pt shot from 11 ft (block by I. Shumpert),,38-30,,
8:20.0,,,38-30,,Defensive rebound by I. Shumpert
8:11.0,,,38-30,,Turnover by M. Dellavedova (bad pass; steal by D. Green)
8:09.0,,,38-30,,Personal foul by L. James (drawn by L. Barbosa)
8:09.0,S. Curry enters the game for L. Barbosa,,38-30,,
8:01.0,D. Green misses 2-pt shot from 5 ft (block by T. Thompson),,38-30,,
8:00.0,,,38-30,,Defensive rebound by Team
7:36.0,,,38-30,,M. Dellavedova misses 3-pt shot from 26 ft
7:35.0,Defensive rebound by A. Iguodala,,38-30,,
7:21.0,S. Livingston makes 2-pt shot from 15 ft,2,40-30,,
6:59.0,,,40-30,,L. James misses 3-pt shot from 26 ft
6:58.0,Defensive rebound by A. Iguodala,,40-30,,
6:51.0,,,40-30,,Shooting block foul by J. Smith (drawn by D. Green)
6:51.0,D. Green makes free throw 1 of 2,1,41-30,,
6:51.0,,,41-30,,T. Mozgov enters the game for J. Smith
6:51.0,H. Barnes enters the game for S. Livingston,,41-30,,
6:51.0,D. Green misses free throw 2 of 2,,41-30,,
6:50.0,,,41-30,,Defensive rebound by I. Shumpert
6:34.0,,,41-30,,I. Shumpert misses 3-pt shot from 25 ft
6:33.0,,,41-30,,Offensive rebound by T. Thompson
6:29.0,,,41-32,2,T. Thompson makes 2-pt shot from 5 ft
6:06.0,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson),3,44-32,,
5:53.0,,,44-32,,M. Dellavedova misses 3-pt shot from 27 ft
5:52.0,Defensive rebound by D. Green,,44-32,,
5:43.0,S. Curry misses 3-pt shot from 26 ft,,44-32,,
5:42.0,,,44-32,,Defensive rebound by Team
5:42.0,Loose ball foul by H. Barnes (drawn by T. Mozgov),,44-32,,
5:42.0,Official timeout,,44-32,,
5:42.0,A. Bogut enters the game for H. Barnes,,44-32,,
5:21.0,,,44-32,,L. James misses 2-pt shot from 13 ft
5:18.0,Defensive rebound by A. Bogut,,44-32,,
4:56.0,Turnover by A. Bogut (lost ball; steal by T. Mozgov),,44-32,,
4:53.0,Personal foul by D. Green (drawn by T. Mozgov),,44-32,,
4:43.0,,,44-32,,Shooting foul by A. Bogut (drawn by L. James)
4:43.0,,,44-33,1,L. James makes free throw 1 of 2
4:43.0,,,44-33,,L. James misses free throw 2 of 2
4:42.0,Defensive rebound by Team,,44-33,,
4:33.0,Golden State full timeout,,44-33,,
4:33.0,,,44-33,,J. Smith enters the game for M. Dellavedova
4:25.0,K. Thompson makes 2-pt shot from 20 ft (assist by A. Bogut),2,46-33,,
4:11.0,Personal foul by A. Bogut (drawn by L. James),,46-33,,
4:11.0,,,46-33,,L. James misses free throw 1 of 2
4:11.0,,,46-33,,Offensive rebound by Team
4:11.0,,,46-33,,L. James misses free throw 2 of 2
4:10.0,Defensive rebound by D. Green,,46-33,,
3:54.0,D. Green makes 2-pt shot from 8 ft (assist by S. Curry),2,48-33,,
3:42.0,,,48-33,,L. James misses 2-pt shot from 22 ft
3:40.0,,,48-33,,Offensive rebound by T. Mozgov
3:38.0,,,48-33,,J. Smith misses 3-pt shot from 25 ft
3:38.0,,,48-33,,Offensive rebound by Team
3:38.0,Loose ball foul by A. Bogut (drawn by T. Mozgov),,48-33,,
3:38.0,,,48-33,,T. Mozgov misses free throw 1 of 2
3:38.0,,,48-33,,Offensive rebound by Team
3:38.0,,,48-34,1,T. Mozgov makes free throw 2 of 2
3:24.0,D. Green misses 3-pt shot from 25 ft,,48-34,,
3:23.0,,,48-34,,Defensive rebound by I. Shumpert
3:10.0,,,48-36,2,T. Mozgov makes 2-pt shot from 2 ft (assist by L. James)
2:56.0,Turnover by S. Curry (lost ball),,48-36,,
2:56.0,,,48-36,,Cleveland full timeout
2:56.0,D. Lee enters the game for A. Bogut,,48-36,,
2:44.0,,,48-36,,L. James misses 2-pt shot from 9 ft
2:44.0,,,48-36,,Offensive rebound by Team
2:44.0,Loose ball foul by A. Iguodala (drawn by T. Mozgov),,48-36,,
2:44.0,,,48-37,1,T. Mozgov makes free throw 1 of 2
2:44.0,,,48-38,1,T. Mozgov makes free throw 2 of 2
2:29.0,S. Curry misses 2-pt shot from 14 ft,,48-38,,
2:28.0,,,48-38,,Defensive rebound by L. James
2:18.0,,,48-38,,L. James misses 2-pt shot from 2 ft (block by D. Green)
2:16.0,Defensive rebound by A. Iguodala,,48-38,,
2:12.0,K. Thompson misses 3-pt shot from 23 ft,,48-38,,
2:09.0,,,48-38,,Defensive rebound by T. Mozgov
1:52.0,,,48-38,,I. Shumpert misses 2-pt shot from 14 ft
1:50.0,Defensive rebound by D. Lee,,48-38,,
1:35.0,D. Lee makes 2-pt shot from 5 ft,2,50-38,,
1:10.0,,,50-40,2,T. Thompson makes 2-pt shot from 9 ft (assist by L. James)
0:59.0,Shooting foul by T. Mozgov (drawn by D. Green),,50-40,,
0:59.0,D. Green misses free throw 1 of 2,,50-40,,
0:59.0,Offensive rebound by Team,,50-40,,
0:59.0,,,50-40,,J. Jones enters the game for T. Mozgov
0:59.0,H. Barnes enters the game for D. Lee,,50-40,,
0:59.0,D. Green makes free throw 2 of 2,1,51-40,,
0:35.0,,,51-40,,T. Thompson misses 2-pt shot from 16 ft (block by K. Thompson)
0:35.0,Defensive rebound by Team,,51-40,,
0:35.0,,,51-40,,Loose ball foul by J. Smith (drawn by D. Green)
0:35.0,D. Green misses free throw 1 of 2,,51-40,,
0:35.0,Offensive rebound by Team,,51-40,,
0:35.0,,,51-40,,M. Dellavedova enters the game for J. Smith
0:35.0,S. Livingston enters the game for H. Barnes,,51-40,,
0:35.0,D. Green makes free throw 2 of 2,1,52-40,,
0:24.0,,,52-42,2,L. James makes 2-pt shot from 6 ft
0:04.0,S. Curry makes 2-pt shot from 1 ft,2,54-42,,
0:00.0,,,54-42,,M. Dellavedova misses 3-pt shot from 44 ft
0:00.0,,,54-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,A. Iguodala makes 3-pt shot from 24 ft (assist by D. Green),3,57-42,,
11:25.0,,,57-45,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James)
11:10.0,Shooting foul by L. James (drawn by H. Barnes),,57-45,,
11:10.0,H. Barnes makes free throw 1 of 2,1,58-45,,
11:10.0,H. Barnes makes free throw 2 of 2,1,59-45,,
10:59.0,,,59-48,3,M. Dellavedova makes 3-pt shot from 24 ft (assist by L. James)
10:41.0,A. Iguodala misses 3-pt shot from 25 ft,,59-48,,
10:40.0,,,59-48,,Defensive rebound by L. James
10:30.0,Personal foul by D. Green (drawn by T. Mozgov),,59-48,,
10:17.0,,,59-48,,Turnover by M. Dellavedova (lost ball; steal by D. Green)
10:11.0,D. Green misses 2-pt shot from 1 ft,,59-48,,
10:10.0,,,59-48,,Defensive rebound by L. James
10:01.0,,,59-48,,L. James misses 3-pt shot from 24 ft
10:00.0,,,59-48,,Offensive rebound by T. Thompson
9:57.0,,,59-50,2,T. Thompson makes 2-pt shot at rim
9:46.0,S. Curry makes 2-pt shot from 6 ft,2,61-50,,
9:34.0,,,61-50,,Turnover by T. Mozgov (3 sec)
9:34.0,,,61-50,,J. Smith enters the game for M. Dellavedova
9:18.0,Turnover by A. Iguodala (lost ball),,61-50,,
9:05.0,,,61-50,,J. Smith misses 3-pt shot from 26 ft
9:04.0,Defensive rebound by K. Thompson,,61-50,,
8:54.0,Shooting foul by J. Smith (drawn by S. Curry),,61-50,,
8:54.0,S. Curry makes free throw 1 of 2,1,62-50,,
8:54.0,S. Curry makes free throw 2 of 2,1,63-50,,
8:39.0,,,63-52,2,T. Mozgov makes 2-pt shot from 2 ft (assist by J. Smith)
8:21.0,A. Iguodala misses 3-pt shot from 25 ft,,63-52,,
8:19.0,,,63-52,,Defensive rebound by T. Mozgov
8:13.0,,,63-52,,Shooting foul by A. Iguodala (drawn by L. James)
8:13.0,,,63-53,1,L. James makes free throw 1 of 2
8:13.0,,,63-53,,M. Dellavedova enters the game for J. Smith
8:13.0,Golden State full timeout,,63-53,,
8:13.0,,,63-54,1,L. James makes free throw 2 of 2
7:58.0,H. Barnes misses 3-pt shot from 23 ft,,63-54,,
7:56.0,,,63-54,,Defensive rebound by I. Shumpert
7:41.0,,,63-54,,I. Shumpert misses 3-pt shot from 25 ft
7:40.0,Defensive rebound by S. Curry,,63-54,,
7:31.0,D. Green misses 2-pt shot from 7 ft,,63-54,,
7:30.0,,,63-54,,Defensive rebound by T. Mozgov
7:13.0,,,63-54,,Shooting foul by D. Green (drawn by T. Mozgov)
7:13.0,,,63-55,1,T. Mozgov makes free throw 1 of 2
7:13.0,D. Lee enters the game for D. Green,,63-55,,
7:13.0,,,63-56,1,T. Mozgov makes free throw 2 of 2
6:54.0,D. Lee misses 2-pt shot from 2 ft,,63-56,,
6:53.0,,,63-56,,Defensive rebound by T. Thompson
6:32.0,,,63-58,2,I. Shumpert makes 2-pt shot from 17 ft (assist by L. James)
6:23.0,Shooting foul by T. Mozgov (drawn by H. Barnes),,63-58,,
6:23.0,H. Barnes makes free throw 1 of 2,1,64-58,,
6:23.0,H. Barnes makes free throw 2 of 2,1,65-58,,
6:13.0,,,65-58,,M. Dellavedova misses 3-pt shot from 25 ft
6:12.0,Defensive rebound by D. Lee,,65-58,,
6:00.0,H. Barnes misses 2-pt shot from 19 ft,,65-58,,
5:56.0,,,65-58,,Defensive rebound by L. James
5:52.0,,,65-58,,Turnover by M. Dellavedova (lost ball; steal by S. Curry)
5:45.0,Turnover by S. Curry (bad pass),,65-58,,
5:25.0,,,65-60,2,L. James makes 2-pt shot at rim
5:15.0,Turnover by S. Curry (bad pass; steal by M. Dellavedova),,65-60,,
5:11.0,,,65-62,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
5:03.0,Golden State full timeout,,65-62,,
4:54.0,H. Barnes makes 3-pt shot from 24 ft (assist by S. Curry),3,68-62,,
4:35.0,,,68-62,,L. James misses 2-pt shot from 18 ft
4:34.0,,,68-62,,Offensive rebound by T. Mozgov
4:33.0,,,68-64,2,T. Mozgov makes 2-pt shot from 1 ft
4:29.0,Shooting foul by T. Thompson (drawn by D. Lee),,68-64,,
4:29.0,D. Lee misses free throw 1 of 2,,68-64,,
4:29.0,Offensive rebound by Team,,68-64,,
4:29.0,S. Livingston enters the game for K. Thompson,,68-64,,
4:29.0,D. Lee makes free throw 2 of 2,1,69-64,,
4:21.0,,,69-64,,Shooting foul by A. Iguodala (drawn by L. James)
4:21.0,,,69-64,,L. James misses free throw 1 of 2
4:21.0,,,69-64,,Offensive rebound by Team
4:21.0,,,69-65,1,L. James makes free throw 2 of 2
4:05.0,A. Iguodala misses 2-pt shot from 18 ft,,69-65,,
4:02.0,,,69-65,,Defensive rebound by T. Thompson
3:37.0,,,69-65,,T. Mozgov misses 2-pt shot from 1 ft (block by H. Barnes)
3:35.0,,,69-65,,Offensive rebound by T. Mozgov
3:34.0,,,69-65,,T. Mozgov misses 2-pt shot from 1 ft
3:33.0,,,69-65,,Offensive rebound by T. Mozgov
3:24.0,,,69-65,,T. Thompson misses 2-pt shot from 5 ft
3:22.0,Defensive rebound by H. Barnes,,69-65,,
3:15.0,S. Curry misses 2-pt shot from 15 ft,,69-65,,
3:11.0,,,69-65,,Defensive rebound by T. Thompson
3:01.0,,,69-65,,Cleveland full timeout
3:01.0,D. Green enters the game for D. Lee,,69-65,,
2:51.0,,,69-65,,L. James misses 2-pt shot from 8 ft
2:48.0,Defensive rebound by A. Iguodala,,69-65,,
2:31.0,A. Iguodala makes 2-pt shot from 13 ft,2,71-65,,
2:05.0,,,71-67,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
1:51.0,A. Iguodala misses 3-pt shot from 24 ft,,71-67,,
1:50.0,,,71-67,,Defensive rebound by L. James
1:32.0,,,71-67,,M. Dellavedova misses 2-pt shot from 11 ft (block by S. Livingston)
1:31.0,Defensive rebound by S. Livingston,,71-67,,
1:29.0,Shooting foul by L. James (drawn by A. Iguodala),,71-67,,
1:29.0,A. Iguodala makes free throw 1 of 2,1,72-67,,
1:29.0,,,72-67,,J. Jones enters the game for T. Mozgov
1:29.0,A. Iguodala makes free throw 2 of 2,1,73-67,,
1:12.0,,,73-67,,L. James misses 2-pt shot from 1 ft
1:10.0,,,73-67,,Offensive rebound by T. Thompson
1:08.0,,,73-67,,T. Thompson misses 2-pt shot from 2 ft
1:07.0,,,73-67,,Offensive rebound by L. James
1:03.0,,,73-69,2,L. James makes 2-pt shot at rim
0:56.0,Turnover by S. Livingston (back court),,73-69,,
0:34.0,,,73-69,,I. Shumpert misses 3-pt shot from 24 ft
0:34.0,,,73-69,,Offensive rebound by L. James
0:34.0,Personal foul by S. Livingston (drawn by L. James),,73-69,,
0:34.0,,,73-69,,L. James misses free throw 1 of 2
0:34.0,,,73-69,,Offensive rebound by Team
0:34.0,,,73-70,1,L. James makes free throw 2 of 2
0:18.0,S. Curry makes 3-pt shot from 25 ft,3,76-70,,
0:00.0,,,76-70,,L. James misses 3-pt shot from 29 ft
0:00.0,,,76-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,76-70,,M. Dellavedova misses 2-pt shot from 18 ft
11:33.0,Defensive rebound by H. Barnes,,76-70,,
11:30.0,D. Green makes 2-pt shot at rim (assist by H. Barnes),2,78-70,,
11:03.0,,,78-70,,Turnover by J. Jones (lost ball)
10:47.0,S. Curry misses 2-pt shot from 14 ft,,78-70,,
10:46.0,,,78-70,,Defensive rebound by J. Smith
10:37.0,,,78-70,,J. Smith misses 2-pt shot from 8 ft
10:36.0,Defensive rebound by D. Green,,78-70,,
10:36.0,,,78-70,,Personal foul by M. Dellavedova (drawn by S. Livingston)
10:36.0,D. Lee enters the game for D. Green,,78-70,,
10:27.0,D. Lee misses 2-pt shot from 10 ft,,78-70,,
10:24.0,,,78-70,,Defensive rebound by M. Dellavedova
10:17.0,,,78-70,,M. Dellavedova misses 2-pt shot from 7 ft
10:15.0,Defensive rebound by S. Curry,,78-70,,
10:12.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,80-70,,
10:12.0,,,80-70,,Cleveland full timeout
10:12.0,D. Green enters the game for D. Lee,,80-70,,
10:12.0,,,80-70,,L. James enters the game for M. Dellavedova
9:58.0,Personal foul by D. Green (drawn by L. James),,80-70,,
9:58.0,,,80-70,,T. Mozgov enters the game for T. Thompson
9:47.0,,,80-70,,L. James misses 2-pt shot from 8 ft (block by H. Barnes)
9:45.0,Defensive rebound by D. Green,,80-70,,
9:39.0,S. Curry makes 2-pt shot from 6 ft (assist by D. Green),2,82-70,,
9:15.0,,,82-72,2,J. Smith makes 2-pt shot from 1 ft
8:59.0,K. Thompson misses 3-pt shot from 27 ft,,82-72,,
8:58.0,,,82-72,,Defensive rebound by L. James
8:47.0,,,82-72,,J. Smith misses 3-pt shot from 26 ft
8:46.0,,,82-72,,Offensive rebound by I. Shumpert
8:35.0,,,82-72,,I. Shumpert misses 2-pt shot from 15 ft
8:35.0,,,82-72,,Offensive rebound by Team
8:25.0,,,82-72,,J. Smith misses 3-pt shot from 23 ft
8:24.0,,,82-72,,Offensive rebound by T. Mozgov
8:12.0,,,82-72,,J. Smith misses 3-pt shot from 23 ft
8:11.0,Defensive rebound by S. Livingston,,82-72,,
8:01.0,S. Curry makes 3-pt shot from 25 ft,3,85-72,,
7:44.0,,,85-72,,Shooting foul by S. Livingston (drawn by T. Mozgov)
7:44.0,,,85-73,1,T. Mozgov makes free throw 1 of 2
7:44.0,,,85-73,,M. Dellavedova enters the game for I. Shumpert
7:44.0,,,85-73,,T. Thompson enters the game for J. Smith
7:44.0,A. Iguodala enters the game for H. Barnes,,85-73,,
7:44.0,,,85-74,1,T. Mozgov makes free throw 2 of 2
7:22.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Livingston),3,88-74,,
7:11.0,,,88-74,,Shooting foul by D. Green (drawn by T. Mozgov)
7:11.0,,,88-74,,T. Mozgov misses free throw 1 of 2
7:11.0,,,88-74,,Offensive rebound by Team
7:11.0,D. Lee enters the game for D. Green,,88-74,,
7:11.0,,,88-75,1,T. Mozgov makes free throw 2 of 2
6:57.0,S. Curry misses 3-pt shot from 28 ft,,88-75,,
6:56.0,Offensive rebound by S. Livingston,,88-75,,
6:44.0,D. Lee makes 2-pt shot at rim (assist by K. Thompson),2,90-75,,
6:32.0,,,90-77,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
6:07.0,S. Livingston misses 2-pt shot from 12 ft,,90-77,,
6:05.0,,,90-77,,Defensive rebound by J. Jones
5:57.0,,,90-77,,T. Mozgov misses 2-pt shot from 7 ft
5:54.0,Defensive rebound by S. Livingston,,90-77,,
5:51.0,Golden State full timeout,,90-77,,
5:51.0,,,90-77,,J. Smith enters the game for M. Dellavedova
5:51.0,,,90-77,,I. Shumpert enters the game for J. Jones
5:35.0,A. Iguodala makes 3-pt shot from 26 ft (assist by D. Lee),3,93-77,,
5:22.0,Personal foul by D. Lee (drawn by L. James),,93-77,,
5:13.0,,,93-77,,L. James misses 2-pt shot from 16 ft
5:11.0,,,93-77,,Offensive rebound by T. Thompson
5:10.0,Personal foul by A. Iguodala (drawn by T. Mozgov),,93-77,,
5:10.0,,,93-78,1,T. Mozgov makes free throw 1 of 2
5:10.0,,,93-78,,M. Dellavedova enters the game for T. Thompson
5:10.0,,,93-79,1,T. Mozgov makes free throw 2 of 2
4:49.0,Shooting foul by L. James (drawn by D. Lee),,93-79,,
4:49.0,D. Lee misses free throw 1 of 2,,93-79,,
4:49.0,Offensive rebound by Team,,93-79,,
4:49.0,D. Lee misses free throw 2 of 2,,93-79,,
4:48.0,,,93-79,,Defensive rebound by L. James
4:31.0,,,93-79,,M. Dellavedova misses 3-pt shot from 27 ft
4:30.0,Defensive rebound by D. Lee,,93-79,,
4:24.0,,,93-79,,Personal foul by I. Shumpert (drawn by S. Curry)
4:24.0,D. Green enters the game for D. Lee,,93-79,,
4:19.0,Turnover by S. Curry (traveling),,93-79,,
4:12.0,,,93-79,,Turnover by L. James (lost ball; steal by A. Iguodala)
3:58.0,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green),2,95-79,,
3:37.0,,,95-79,,Turnover by T. Mozgov (lost ball; steal by S. Livingston)
3:33.0,Shooting foul by L. James (drawn by S. Livingston),,95-79,,
3:33.0,S. Livingston makes free throw 1 of 2,1,96-79,,
3:33.0,S. Livingston misses free throw 2 of 2,,96-79,,
3:32.0,,,96-79,,Defensive rebound by L. James
3:16.0,,,96-79,,I. Shumpert misses 2-pt shot from 11 ft
3:15.0,Defensive rebound by S. Livingston,,96-79,,
3:06.0,S. Curry makes 2-pt shot from 1 ft,2,98-79,,
