time,San Antonio,pts.away,score,pts.home,Sacramento
3:00.0,M. Ginobili makes free throw 1 of 1,1,18-18,,
2:48.0,,,18-18,,J. Thompson misses 2-pt shot from 19 ft
2:47.0,Defensive rebound by J. Ayres,,18-18,,
2:39.0,C. Joseph misses 2-pt shot from 3 ft,,18-18,,
2:37.0,Offensive rebound by J. Ayres,,18-18,,
2:37.0,J. Ayres misses 2-pt shot from 4 ft,,18-18,,
2:35.0,Offensive rebound by J. Ayres,,18-18,,
2:26.0,,,18-18,,Technical foul by D. Cousins
2:26.0,M. Ginobili makes technical free throw,1,19-18,,
2:21.0,Turnover by J. Ayres (offensive foul),,19-18,,
2:21.0,Offensive foul by J. Ayres,,19-18,,
2:06.0,Personal foul by B. Diaw (drawn by J. Thompson),,19-18,,
2:01.0,,,19-20,2,B. McLemore makes 2-pt shot from 18 ft (assist by J. Thompson)
1:39.0,M. Ginobili misses 3-pt shot from 26 ft,,19-20,,
1:38.0,,,19-20,,Defensive rebound by Team
1:18.0,,,19-22,2,D. Williams makes 2-pt shot from 19 ft (assist by D. Collison)
1:04.0,M. Ginobili makes 2-pt shot from 8 ft (assist by C. Joseph),2,21-22,,
0:49.0,,,21-22,,D. Collison misses 2-pt shot from 4 ft
0:48.0,Defensive rebound by C. Joseph,,21-22,,
0:28.0,D. Green misses 2-pt shot from 12 ft,,21-22,,
0:26.0,,,21-22,,Defensive rebound by Team
0:26.0,Loose ball foul by D. Green (drawn by D. Williams),,21-22,,
0:26.0,,,21-23,1,D. Williams makes free throw 1 of 2
0:26.0,M. Bonner enters the game for J. Ayres,,21-23,,
0:26.0,,,21-23,,D. Williams misses free throw 2 of 2
0:26.0,Defensive rebound by B. Diaw,,21-23,,
0:02.0,D. Green makes 3-pt shot from 23 ft (assist by M. Ginobili),3,24-23,,
0:01.0,,,24-23,,B. McLemore misses 3-pt shot from 44 ft
0:00.0,,,24-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Turnover by M. Ginobili (bad pass),,24-23,,
11:25.0,,,24-23,,Turnover by J. Thompson (lost ball; steal by D. Green)
11:10.0,B. Diaw makes 2-pt shot from 3 ft,2,26-23,,
10:57.0,,,26-23,,D. Williams misses 3-pt shot from 26 ft
10:56.0,Defensive rebound by M. Ginobili,,26-23,,
10:45.0,M. Ginobili makes 2-pt shot at rim (assist by B. Diaw),2,28-23,,
10:45.0,,,28-23,,Sacramento full timeout
10:45.0,,,28-23,,C. Landry enters the game for D. Williams
10:45.0,K. Leonard enters the game for M. Ginobili,,28-23,,
10:33.0,,,28-23,,R. Sessions misses 2-pt shot from 8 ft
10:31.0,,,28-23,,Offensive rebound by Team
10:27.0,,,28-23,,N. Stauskas misses 3-pt shot from 24 ft
10:25.0,,,28-23,,Offensive rebound by O. Casspi
10:24.0,,,28-25,2,O. Casspi makes 2-pt shot from 1 ft
10:06.0,Turnover by B. Diaw (lost ball),,28-25,,
10:06.0,,,28-25,,R. Gay enters the game for O. Casspi
9:55.0,,,28-27,2,J. Thompson makes 2-pt shot at rim (assist by R. Sessions)
9:35.0,T. Duncan makes 2-pt shot from 15 ft,2,30-27,,
9:20.0,,,30-27,,J. Thompson misses 2-pt shot from 7 ft
9:18.0,Defensive rebound by T. Duncan,,30-27,,
9:05.0,T. Parker misses 3-pt shot from 24 ft,,30-27,,
9:04.0,Offensive rebound by B. Diaw,,30-27,,
9:01.0,Turnover by B. Diaw (bad pass),,30-27,,
8:43.0,,,30-27,,Turnover by R. Gay (bad pass; steal by B. Diaw)
8:38.0,B. Diaw makes 2-pt shot from 2 ft,2,32-27,,
8:23.0,,,32-27,,R. Sessions misses 2-pt shot from 2 ft (block by T. Duncan)
8:21.0,Defensive rebound by T. Parker,,32-27,,
8:17.0,D. Green makes 2-pt shot from 1 ft (assist by K. Leonard),2,34-27,,
8:16.0,,,34-27,,Sacramento full timeout
8:16.0,,,34-27,,B. McLemore enters the game for N. Stauskas
7:57.0,Personal foul by B. Diaw (drawn by C. Landry),,34-27,,
7:57.0,,,34-27,,D. Collison enters the game for R. Sessions
7:57.0,M. Bonner enters the game for B. Diaw,,34-27,,
7:46.0,,,34-27,,R. Gay misses 3-pt shot from 26 ft
7:44.0,,,34-27,,Offensive rebound by B. McLemore
7:35.0,,,34-27,,D. Collison misses 2-pt shot from 10 ft
7:34.0,Defensive rebound by Team,,34-27,,
7:14.0,T. Duncan misses 2-pt shot from 9 ft,,34-27,,
7:12.0,,,34-27,,Defensive rebound by C. Landry
7:00.0,,,34-29,2,R. Gay makes 2-pt shot from 1 ft
6:45.0,M. Bonner misses 2-pt shot from 8 ft,,34-29,,
6:43.0,,,34-29,,Defensive rebound by J. Thompson
6:38.0,,,34-31,2,D. Collison makes 2-pt shot at rim
6:32.0,San Antonio full timeout,,34-31,,
6:32.0,C. Joseph enters the game for T. Parker,,34-31,,
6:08.0,M. Bonner misses 3-pt shot from 26 ft,,34-31,,
6:07.0,,,34-31,,Defensive rebound by J. Thompson
5:55.0,,,34-33,2,C. Landry makes 2-pt shot from 3 ft (assist by J. Thompson)
5:34.0,K. Leonard makes 2-pt shot from 16 ft,2,36-33,,
5:16.0,,,36-33,,C. Landry misses 2-pt shot from 3 ft (block by M. Bonner)
5:14.0,Defensive rebound by D. Green,,36-33,,
5:10.0,Offensive foul by K. Leonard,,36-33,,
5:10.0,Turnover by K. Leonard (offensive foul),,36-33,,
4:59.0,,,36-33,,C. Landry misses 2-pt shot from 3 ft (block by D. Green)
4:59.0,,,36-33,,Offensive rebound by Team
4:54.0,Personal foul by D. Green (drawn by J. Thompson),,36-33,,
4:48.0,,,36-33,,R. Gay misses 2-pt shot from 8 ft
4:47.0,Defensive rebound by T. Duncan,,36-33,,
4:38.0,D. Green misses 3-pt shot from 26 ft,,36-33,,
4:36.0,,,36-33,,Defensive rebound by J. Thompson
4:31.0,,,36-33,,Shooting foul by M. Bonner (drawn by D. Collison)
4:31.0,,,36-34,1,D. Collison makes free throw 1 of 2
4:31.0,,,36-35,1,D. Collison makes free throw 2 of 2
4:13.0,C. Joseph misses 2-pt shot from 1 ft,,36-35,,
4:13.0,Offensive rebound by Team,,36-35,,
4:13.0,,,36-35,,Loose ball foul by J. Thompson (drawn by T. Duncan)
4:00.0,T. Duncan misses 2-pt shot from 11 ft,,36-35,,
3:59.0,,,36-35,,Defensive rebound by C. Landry
3:40.0,,,36-35,,R. Gay misses 2-pt shot from 4 ft
3:40.0,Defensive rebound by Team,,36-35,,
3:40.0,,,36-35,,Loose ball foul by J. Thompson (drawn by D. Green)
3:40.0,T. Parker enters the game for D. Green,,36-35,,
3:40.0,A. Baynes enters the game for C. Joseph,,36-35,,
3:40.0,M. Ginobili enters the game for M. Bonner,,36-35,,
3:21.0,T. Duncan misses 2-pt shot from 13 ft,,36-35,,
3:20.0,,,36-35,,Defensive rebound by J. Thompson
2:59.0,,,36-35,,C. Landry misses 2-pt shot from 3 ft (block by T. Duncan)
2:59.0,Defensive rebound by Team,,36-35,,
2:59.0,Official timeout,,36-35,,
2:59.0,Jump ball: T. Duncan vs. C. Landry (T. Parker gains possession),,,,Jump ball: T. Duncan vs. C. Landry (T. Parker gains possession)
2:51.0,M. Ginobili misses 2-pt shot from 1 ft,,36-35,,
2:50.0,,,36-35,,Defensive rebound by C. Landry
2:36.0,,,36-37,2,C. Landry makes 2-pt shot from 16 ft (assist by B. McLemore)
2:18.0,Turnover by K. Leonard (bad pass; steal by D. Collison),,36-37,,
2:14.0,,,36-39,2,D. Collison makes 2-pt shot at rim
1:54.0,Turnover by M. Ginobili (lost ball; steal by C. Landry),,36-39,,
1:50.0,,,36-41,2,B. McLemore makes 2-pt shot at rim (assist by D. Collison)
1:33.0,A. Baynes misses 2-pt shot from 1 ft (block by C. Landry),,36-41,,
1:31.0,,,36-41,,Defensive rebound by C. Landry
1:25.0,,,36-43,2,R. Gay makes 2-pt shot from 3 ft
1:04.0,M. Ginobili misses 3-pt shot from 26 ft,,36-43,,
1:03.0,,,36-43,,Defensive rebound by J. Thompson
0:52.0,,,36-45,2,D. Collison makes 2-pt shot from 17 ft
0:31.0,A. Baynes misses 2-pt shot from 2 ft (block by J. Thompson),,36-45,,
0:28.0,,,36-45,,Defensive rebound by J. Thompson
0:12.0,,,36-45,,R. Gay misses 2-pt shot from 11 ft
0:11.0,Defensive rebound by M. Ginobili,,36-45,,
0:08.0,Shooting foul by D. Collison (drawn by M. Ginobili),,36-45,,
0:08.0,M. Ginobili makes free throw 1 of 2,1,37-45,,
0:08.0,D. Green enters the game for K. Leonard,,37-45,,
0:08.0,,,37-45,,N. Stauskas enters the game for C. Landry
0:08.0,M. Ginobili makes free throw 2 of 2,1,38-45,,
0:04.0,Personal take foul by T. Parker (drawn by D. Collison),,38-45,,
0:01.0,,,38-45,,R. Gay misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by D. Green,,38-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,K. Leonard misses 3-pt shot from 25 ft,,38-45,,
11:35.0,,,38-45,,Defensive rebound by B. McLemore
11:14.0,,,38-47,2,D. Cousins makes 2-pt shot from 6 ft (assist by R. Gay)
10:56.0,M. Bonner makes 3-pt shot from 25 ft (assist by T. Parker),3,41-47,,
10:33.0,,,41-47,,D. Cousins misses 2-pt shot from 6 ft
10:31.0,,,41-47,,Offensive rebound by D. Cousins
10:31.0,,,41-49,2,D. Cousins makes 2-pt shot from 1 ft
10:17.0,T. Parker misses 2-pt shot from 7 ft,,41-49,,
10:15.0,,,41-49,,Defensive rebound by D. Collison
10:12.0,Shooting block foul by D. Green (drawn by B. McLemore),,41-49,,
10:12.0,,,41-50,1,B. McLemore makes free throw 1 of 2
10:12.0,,,41-51,1,B. McLemore makes free throw 2 of 2
10:04.0,T. Parker makes 2-pt shot from 19 ft,2,43-51,,
9:49.0,Personal foul by K. Leonard (drawn by R. Gay),,43-51,,
9:41.0,,,43-53,2,D. Collison makes 2-pt shot from 16 ft
9:23.0,T. Duncan misses 2-pt shot from 16 ft,,43-53,,
9:22.0,,,43-53,,Defensive rebound by R. Gay
9:14.0,,,43-53,,R. Gay misses 2-pt shot from 2 ft
9:12.0,Defensive rebound by T. Duncan,,43-53,,
9:06.0,D. Green makes 2-pt shot from 18 ft (assist by M. Bonner),2,45-53,,
8:53.0,,,45-53,,D. Collison misses 2-pt shot from 16 ft
8:52.0,Defensive rebound by M. Bonner,,45-53,,
8:44.0,T. Duncan makes 2-pt shot from 10 ft (assist by T. Parker),2,47-53,,
8:23.0,,,47-53,,R. Gay misses 3-pt shot from 23 ft
8:22.0,Defensive rebound by T. Duncan,,47-53,,
8:11.0,K. Leonard makes 3-pt shot from 23 ft (assist by T. Parker),3,50-53,,
8:10.0,,,50-53,,Sacramento full timeout
8:01.0,Personal foul by M. Bonner (drawn by D. Cousins),,50-53,,
7:52.0,,,50-53,,J. Thompson misses 2-pt shot from 10 ft
7:51.0,Defensive rebound by M. Bonner,,50-53,,
7:33.0,T. Parker misses 2-pt shot from 6 ft,,50-53,,
7:31.0,,,50-53,,Defensive rebound by R. Gay
7:24.0,,,50-55,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Gay)
7:01.0,T. Parker makes 2-pt shot from 4 ft,2,52-55,,
6:42.0,,,52-55,,R. Gay misses 2-pt shot from 9 ft
6:40.0,Defensive rebound by M. Bonner,,52-55,,
6:36.0,Offensive foul by T. Duncan,,52-55,,
6:36.0,Turnover by T. Duncan (offensive foul),,52-55,,
6:23.0,,,52-55,,Shooting foul by M. Bonner (drawn by D. Cousins)
6:23.0,,,52-56,1,D. Cousins makes free throw 1 of 2
6:23.0,B. Diaw enters the game for M. Bonner,,52-56,,
6:23.0,,,52-57,1,D. Cousins makes free throw 2 of 2
6:07.0,D. Green makes 3-pt shot from 25 ft (assist by T. Parker),3,55-57,,
5:43.0,,,55-57,,Shooting foul by B. Diaw (drawn by R. Gay)
5:43.0,,,55-58,1,R. Gay makes free throw 1 of 2
5:43.0,M. Ginobili enters the game for K. Leonard,,55-58,,
5:43.0,A. Baynes enters the game for T. Duncan,,55-58,,
5:43.0,,,55-59,1,R. Gay makes free throw 2 of 2
5:29.0,T. Parker misses 2-pt shot from 18 ft,,55-59,,
5:27.0,,,55-59,,Defensive rebound by J. Thompson
5:14.0,,,55-61,2,D. Cousins makes 2-pt shot from 1 ft
5:13.0,San Antonio full timeout,,55-61,,
5:13.0,,,55-61,,O. Casspi enters the game for R. Gay
5:13.0,,,55-61,,C. Landry enters the game for J. Thompson
4:57.0,,,55-61,,Violation by D. Cousins (def goaltending)
4:57.0,M. Ginobili makes 2-pt shot from 2 ft (assist by A. Baynes),2,57-61,,
4:39.0,,,57-61,,D. Cousins misses 2-pt shot from 9 ft
4:38.0,Defensive rebound by M. Ginobili,,57-61,,
4:30.0,,,57-61,,Personal foul by D. Collison (drawn by T. Parker)
4:30.0,C. Joseph enters the game for T. Parker,,57-61,,
4:16.0,D. Green makes 2-pt shot from 5 ft (assist by M. Ginobili),2,59-61,,
3:58.0,,,59-61,,Turnover by B. McLemore (bad pass; steal by C. Joseph)
3:56.0,Turnover by C. Joseph (bad pass; steal by D. Collison),,59-61,,
3:53.0,,,59-63,2,D. Collison makes 2-pt shot from 2 ft
3:37.0,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili),2,61-63,,
3:15.0,,,61-65,2,O. Casspi makes 2-pt shot at rim (assist by C. Landry)
3:00.0,,,61-65,,Personal foul by C. Landry (drawn by B. Diaw)
2:56.0,M. Ginobili misses 2-pt shot from 6 ft (block by D. Cousins),,61-65,,
2:56.0,Offensive rebound by Team,,61-65,,
2:56.0,K. Leonard enters the game for D. Green,,61-65,,
2:56.0,Jump ball: D. Cousins vs. M. Ginobili (C. Joseph gains possession),,,,Jump ball: D. Cousins vs. M. Ginobili (C. Joseph gains possession)
2:42.0,K. Leonard misses 3-pt shot from 24 ft,,61-65,,
2:40.0,,,61-65,,Defensive rebound by D. Cousins
2:28.0,,,61-67,2,C. Landry makes 2-pt shot from 7 ft (assist by D. Collison)
2:20.0,M. Ginobili misses 3-pt shot from 24 ft,,61-67,,
2:18.0,Offensive rebound by K. Leonard,,61-67,,
2:13.0,M. Ginobili makes 3-pt shot from 26 ft (assist by K. Leonard),3,64-67,,
1:55.0,,,64-67,,Turnover by D. Collison (bad pass)
1:55.0,,,64-67,,J. Thompson enters the game for D. Cousins
1:44.0,M. Ginobili misses 3-pt shot from 26 ft,,64-67,,
1:43.0,,,64-67,,Defensive rebound by O. Casspi
1:39.0,,,64-69,2,O. Casspi makes 2-pt shot from 1 ft
1:26.0,K. Leonard makes 2-pt shot from 20 ft (assist by C. Joseph),2,66-69,,
1:02.0,,,66-69,,C. Landry misses 2-pt shot from 16 ft
1:02.0,,,66-69,,Offensive rebound by Team
1:02.0,Loose ball foul by M. Ginobili (drawn by O. Casspi),,66-69,,
1:02.0,,,66-69,,O. Casspi misses free throw 1 of 2
1:02.0,,,66-69,,Offensive rebound by Team
1:02.0,,,66-70,1,O. Casspi makes free throw 2 of 2
0:50.0,,,66-70,,Personal foul by B. McLemore (drawn by A. Baynes)
0:42.0,B. Diaw misses 2-pt shot from 2 ft,,66-70,,
0:41.0,,,66-70,,Defensive rebound by O. Casspi
0:35.0,,,66-70,,D. Collison misses 3-pt shot from 27 ft
0:32.0,,,66-70,,Offensive rebound by B. McLemore
0:30.0,,,66-70,,Turnover by B. McLemore (bad pass; steal by K. Leonard)
0:07.0,K. Leonard misses 2-pt shot from 9 ft,,66-70,,
0:05.0,,,66-70,,Defensive rebound by D. Collison
0:01.0,,,66-70,,D. Collison misses 3-pt shot from 44 ft
0:00.0,,,66-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,66-70,,C. Landry misses 2-pt shot from 17 ft
11:43.0,Defensive rebound by K. Leonard,,66-70,,
11:33.0,K. Leonard misses 3-pt shot from 26 ft,,66-70,,
11:31.0,Offensive rebound by B. Diaw,,66-70,,
11:22.0,Turnover by T. Parker (bad pass; steal by O. Casspi),,66-70,,
11:19.0,,,66-70,,Shooting foul by K. Leonard (drawn by O. Casspi)
11:19.0,,,66-71,1,O. Casspi makes free throw 1 of 2
11:19.0,,,66-72,1,O. Casspi makes free throw 2 of 2
11:01.0,Shooting foul by C. Landry (drawn by D. Green),,66-72,,
11:01.0,D. Green makes free throw 1 of 2,1,67-72,,
11:01.0,D. Green makes free throw 2 of 2,1,68-72,,
10:45.0,,,68-74,2,R. Gay makes 2-pt shot from 15 ft (assist by C. Landry)
10:31.0,K. Leonard misses 3-pt shot from 25 ft,,68-74,,
10:30.0,,,68-74,,Defensive rebound by R. Sessions
10:17.0,,,68-74,,O. Casspi misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by B. Diaw,,68-74,,
10:10.0,Turnover by T. Parker (lost ball; steal by R. Gay),,68-74,,
10:04.0,,,68-74,,R. Gay misses 2-pt shot from 1 ft
10:03.0,Defensive rebound by Team,,68-74,,
10:03.0,,,68-74,,Loose ball foul by O. Casspi (drawn by C. Joseph)
9:45.0,B. Diaw misses 2-pt shot from 5 ft (block by C. Landry),,68-74,,
9:43.0,Offensive rebound by B. Diaw,,68-74,,
9:42.0,B. Diaw misses 2-pt shot from 3 ft (block by O. Casspi),,68-74,,
9:40.0,,,68-74,,Defensive rebound by R. Sessions
9:30.0,,,68-74,,N. Stauskas misses 3-pt shot from 26 ft
9:28.0,,,68-74,,Offensive rebound by C. Landry
9:27.0,,,68-76,2,C. Landry makes 2-pt shot from 2 ft
9:27.0,San Antonio full timeout,,68-76,,
9:27.0,T. Duncan enters the game for B. Diaw,,68-76,,
9:12.0,D. Green misses 3-pt shot from 26 ft,,68-76,,
9:11.0,,,68-76,,Defensive rebound by C. Landry
8:56.0,,,68-76,,R. Gay misses 2-pt shot from 7 ft
8:55.0,Defensive rebound by T. Duncan,,68-76,,
8:52.0,,,68-76,,Personal take foul by R. Sessions (drawn by T. Parker)
8:52.0,M. Ginobili enters the game for C. Joseph,,68-76,,
8:47.0,T. Parker misses 2-pt shot from 20 ft,,68-76,,
8:45.0,,,68-76,,Defensive rebound by R. Sessions
8:30.0,,,68-78,2,R. Gay makes 2-pt shot from 6 ft
8:16.0,T. Duncan makes 2-pt shot from 9 ft (assist by T. Parker),2,70-78,,
7:54.0,,,70-78,,O. Casspi misses 2-pt shot from 5 ft
7:53.0,Defensive rebound by T. Duncan,,70-78,,
7:47.0,K. Leonard makes 2-pt shot from 1 ft (assist by M. Ginobili),2,72-78,,
7:47.0,Shooting foul by O. Casspi (drawn by K. Leonard),,72-78,,
7:47.0,,,72-78,,D. Cousins enters the game for C. Landry
7:47.0,K. Leonard makes free throw 1 of 1,1,73-78,,
7:30.0,,,73-78,,D. Cousins misses 2-pt shot from 5 ft
7:29.0,Defensive rebound by T. Duncan,,73-78,,
7:26.0,,,73-78,,D. Collison enters the game for R. Sessions
7:26.0,,,73-78,,B. McLemore enters the game for N. Stauskas
7:20.0,Shooting foul by D. Cousins (drawn by T. Duncan),,73-78,,
7:20.0,T. Duncan makes free throw 1 of 2,1,74-78,,
7:20.0,T. Duncan makes free throw 2 of 2,1,75-78,,
7:09.0,Personal foul by T. Duncan (drawn by D. Cousins),,75-78,,
7:02.0,,,75-80,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Gay)
6:46.0,Shooting foul by D. Cousins (drawn by T. Duncan),,75-80,,
6:46.0,T. Duncan makes free throw 1 of 2,1,76-80,,
6:46.0,C. Joseph enters the game for T. Parker,,76-80,,
6:46.0,T. Duncan makes free throw 2 of 2,1,77-80,,
6:30.0,,,77-82,2,D. Cousins makes 2-pt shot at rim (assist by R. Gay)
6:11.0,K. Leonard makes 2-pt shot from 4 ft,2,79-82,,
5:39.0,,,79-82,,R. Gay misses 2-pt shot from 6 ft
5:38.0,,,79-82,,Offensive rebound by D. Cousins
5:35.0,,,79-82,,D. Cousins misses 2-pt shot at rim (block by T. Duncan)
5:34.0,,,79-82,,Offensive rebound by D. Cousins
5:33.0,,,79-84,2,D. Cousins makes 2-pt shot from 1 ft
5:21.0,,,79-84,,Personal foul by O. Casspi (drawn by M. Ginobili)
5:21.0,Official timeout,,79-84,,
5:21.0,T. Parker enters the game for C. Joseph,,79-84,,
5:21.0,M. Ginobili misses free throw 1 of 2,,79-84,,
5:21.0,Offensive rebound by Team,,79-84,,
5:21.0,M. Ginobili makes free throw 2 of 2,1,80-84,,
5:03.0,,,80-84,,Shooting foul by T. Duncan (drawn by D. Cousins)
5:03.0,,,80-85,1,D. Cousins makes free throw 1 of 2
5:03.0,B. Diaw enters the game for D. Green,,80-85,,
5:03.0,,,80-85,,D. Cousins misses free throw 2 of 2
5:02.0,Defensive rebound by T. Parker,,80-85,,
4:45.0,,,80-85,,Personal foul by R. Gay (drawn by T. Duncan)
4:45.0,T. Duncan misses free throw 1 of 2,,80-85,,
4:45.0,Offensive rebound by Team,,80-85,,
4:45.0,T. Duncan makes free throw 2 of 2,1,81-85,,
4:32.0,,,81-85,,D. Cousins misses 2-pt shot from 3 ft (block by T. Duncan)
4:30.0,Defensive rebound by K. Leonard,,81-85,,
4:20.0,K. Leonard misses 2-pt shot from 6 ft,,81-85,,
4:17.0,,,81-85,,Defensive rebound by O. Casspi
4:14.0,,,81-85,,Turnover by D. Collison (lost ball)
3:54.0,Offensive charge foul by M. Ginobili,,81-85,,
3:54.0,Turnover by M. Ginobili (offensive foul),,81-85,,
3:39.0,,,81-85,,B. McLemore misses 3-pt shot from 23 ft
3:37.0,Defensive rebound by K. Leonard,,81-85,,
3:30.0,K. Leonard misses 3-pt shot from 25 ft,,81-85,,
3:29.0,,,81-85,,Defensive rebound by O. Casspi
3:20.0,,,81-85,,Turnover by D. Collison (lost ball; steal by M. Ginobili)
3:10.0,T. Parker makes 3-pt shot from 25 ft (assist by K. Leonard),3,84-85,,
3:10.0,,,84-85,,Sacramento full timeout
2:53.0,,,84-87,2,D. Cousins makes 2-pt shot from 1 ft (assist by R. Gay)
2:39.0,M. Ginobili makes 2-pt shot at rim (assist by T. Parker),2,86-87,,
2:16.0,,,86-87,,R. Gay misses 2-pt shot from 11 ft
2:14.0,Defensive rebound by B. Diaw,,86-87,,
2:02.0,T. Parker makes 2-pt shot from 1 ft (assist by T. Duncan),2,88-87,,
2:01.0,,,88-87,,Sacramento full timeout
1:48.0,,,88-87,,Shooting foul by B. Diaw (drawn by R. Gay)
