time,Detroit,pts.away,score,pts.home,Chicago
11:21.0,,,26-25,,T. Gibson misses 2-pt shot from 1 ft (block by A. Drummond)
11:20.0,,,26-25,,Offensive rebound by J. Noah
11:19.0,,,26-25,,Turnover by Team (shot clock)
10:56.0,S. Williams misses 3-pt shot from 24 ft,,26-25,,
10:55.0,,,26-25,,Defensive rebound by E. Moore
10:49.0,,,26-25,,E. Moore misses 2-pt shot from 11 ft
10:47.0,,,26-25,,Offensive rebound by T. Gibson
10:46.0,,,26-25,,T. Gibson misses 2-pt shot from 2 ft (block by S. Williams)
10:43.0,,,26-25,,Offensive rebound by T. Gibson
10:33.0,,,26-25,,T. Gibson misses 2-pt shot from 6 ft
10:32.0,,,26-25,,Offensive rebound by J. Noah
10:32.0,,,26-27,2,J. Noah makes 2-pt shot from 1 ft
10:08.0,J. Lucas III misses 2-pt shot from 9 ft,,26-27,,
10:06.0,,,26-27,,Defensive rebound by N. Mirotic
10:01.0,,,26-29,2,T. Gibson makes 2-pt shot at rim (assist by N. Mirotic)
9:44.0,Turnover by J. Meeks (bad pass; steal by T. Gibson),,26-29,,
9:41.0,,,26-29,,Shooting foul by S. Williams (drawn by J. Butler)
9:41.0,,,26-30,1,J. Butler makes free throw 1 of 2
9:41.0,,,26-31,1,J. Butler makes free throw 2 of 2
9:26.0,,,26-31,,Personal foul by J. Butler (drawn by S. Williams)
9:15.0,A. Drummond misses 2-pt shot from 4 ft (block by J. Noah),,26-31,,
9:13.0,,,26-31,,Defensive rebound by T. Gibson
9:06.0,,,26-31,,E. Moore misses 2-pt shot from 1 ft (block by S. Williams)
9:06.0,,,26-31,,Offensive rebound by Team
8:59.0,,,26-31,,N. Mirotic misses 3-pt shot from 24 ft
8:58.0,Defensive rebound by J. Meeks,,26-31,,
8:47.0,Turnover by S. Williams (bad pass; steal by T. Gibson),,26-31,,
8:47.0,Personal foul by S. Williams (drawn by T. Gibson),,26-31,,
8:47.0,,,26-31,,Chicago full timeout
8:47.0,J. Anthony enters the game for A. Drummond,,26-31,,
8:24.0,,,26-31,,T. Gibson misses 2-pt shot from 1 ft (block by S. Williams)
8:22.0,Defensive rebound by J. Anthony,,26-31,,
8:06.0,T. Prince makes 2-pt shot from 21 ft (assist by J. Lucas III),2,28-31,,
7:51.0,,,28-33,2,J. Butler makes 2-pt shot from 1 ft (assist by E. Moore)
7:25.0,S. Williams makes 2-pt shot from 20 ft (assist by T. Prince),2,30-33,,
6:59.0,,,30-33,,Turnover by Team (shot clock)
6:44.0,T. Prince misses 2-pt shot from 16 ft,,30-33,,
6:43.0,,,30-33,,Defensive rebound by T. Gibson
6:19.0,,,30-33,,Turnover by J. Butler (lost ball; steal by T. Prince)
6:13.0,T. Prince makes 2-pt shot from 15 ft,2,32-33,,
5:54.0,,,32-35,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Butler)
5:31.0,Turnover by J. Meeks (bad pass),,32-35,,
5:31.0,,,32-35,,Chicago full timeout
5:31.0,,,32-35,,A. Brooks enters the game for E. Moore
5:31.0,A. Tolliver enters the game for S. Williams,,32-35,,
5:18.0,,,32-37,2,T. Gibson makes 2-pt shot from 2 ft (assist by J. Noah)
5:01.0,Shooting foul by A. Brooks (drawn by J. Lucas III),,32-37,,
5:01.0,J. Lucas III makes 2-pt shot from 15 ft,2,34-37,,
5:01.0,K. Caldwell-Pope enters the game for J. Meeks,,34-37,,
5:01.0,J. Lucas III makes free throw 1 of 1,1,35-37,,
4:51.0,Violation by J. Anthony (kicked ball),,35-37,,
4:51.0,,,35-37,,P. Gasol enters the game for J. Noah
4:51.0,R. Jackson enters the game for J. Lucas III,,35-37,,
4:39.0,,,35-37,,A. Brooks misses 2-pt shot from 10 ft
4:37.0,Defensive rebound by A. Tolliver,,35-37,,
4:22.0,R. Jackson misses 2-pt shot from 2 ft,,35-37,,
4:21.0,,,35-37,,Defensive rebound by P. Gasol
4:13.0,,,35-39,2,N. Mirotic makes 2-pt shot at rim
3:42.0,R. Jackson misses 3-pt shot from 25 ft,,35-39,,
3:41.0,,,35-39,,Defensive rebound by N. Mirotic
3:34.0,,,35-39,,N. Mirotic misses 3-pt shot from 25 ft
3:32.0,,,35-39,,Offensive rebound by T. Gibson
3:21.0,,,35-39,,Shooting foul by J. Anthony (drawn by N. Mirotic)
3:21.0,,,35-39,,N. Mirotic misses free throw 1 of 2
3:21.0,,,35-39,,Offensive rebound by Team
3:21.0,A. Drummond enters the game for J. Anthony,,35-39,,
3:21.0,,,35-40,1,N. Mirotic makes free throw 2 of 2
3:08.0,Turnover by R. Jackson (bad pass; steal by J. Butler),,35-40,,
3:05.0,,,35-40,,Shooting foul by K. Caldwell-Pope (drawn by J. Butler)
3:05.0,,,35-41,1,J. Butler makes free throw 1 of 2
3:05.0,,,35-41,,M. Dunleavy enters the game for N. Mirotic
3:05.0,,,35-42,1,J. Butler makes free throw 2 of 2
2:52.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,35-42,,
2:51.0,Offensive rebound by A. Tolliver,,35-42,,
2:38.0,A. Drummond misses 2-pt shot from 4 ft (block by T. Gibson),,35-42,,
2:37.0,,,35-42,,Defensive rebound by M. Dunleavy
2:21.0,,,35-42,,A. Brooks misses 3-pt shot from 23 ft
2:20.0,Defensive rebound by T. Prince,,35-42,,
2:00.0,A. Tolliver misses 3-pt shot from 22 ft,,35-42,,
1:59.0,Offensive rebound by A. Drummond,,35-42,,
1:57.0,A. Drummond misses 2-pt shot from 5 ft,,35-42,,
1:55.0,,,35-42,,Defensive rebound by T. Gibson
1:50.0,,,35-42,,P. Gasol misses 2-pt shot from 2 ft
1:49.0,,,35-42,,Offensive rebound by P. Gasol
1:48.0,,,35-44,2,P. Gasol makes 2-pt shot from 1 ft
1:39.0,Detroit full timeout,,35-44,,
1:39.0,J. Lucas III enters the game for R. Jackson,,35-44,,
1:21.0,T. Prince misses 2-pt shot from 18 ft,,35-44,,
1:20.0,,,35-44,,Defensive rebound by P. Gasol
1:00.0,,,35-44,,Shooting foul by K. Caldwell-Pope (drawn by J. Butler)
1:00.0,,,35-44,,J. Butler misses free throw 1 of 2
1:00.0,,,35-44,,Offensive rebound by Team
1:00.0,J. Meeks enters the game for K. Caldwell-Pope,,35-44,,
1:00.0,S. Williams enters the game for A. Tolliver,,35-44,,
1:00.0,,,35-45,1,J. Butler makes free throw 2 of 2
0:39.0,S. Williams misses 2-pt shot from 20 ft,,35-45,,
0:38.0,,,35-45,,Defensive rebound by J. Butler
0:23.0,,,35-45,,Shooting foul by S. Williams (drawn by M. Dunleavy)
0:23.0,,,35-46,1,M. Dunleavy makes free throw 1 of 2
0:23.0,R. Jackson enters the game for J. Lucas III,,35-46,,
0:23.0,,,35-46,,E. Moore enters the game for A. Brooks
0:23.0,,,35-47,1,M. Dunleavy makes free throw 2 of 2
0:05.0,,,35-47,,Personal foul by E. Moore (drawn by R. Jackson)
0:05.0,Detroit full timeout,,35-47,,
0:05.0,J. Lucas III enters the game for R. Jackson,,35-47,,
0:00.0,J. Meeks misses 2-pt shot from 4 ft,,35-47,,
0:00.0,Offensive rebound by Team,,35-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,A. Tolliver misses 3-pt shot from 23 ft,,35-47,,
11:45.0,,,35-47,,Defensive rebound by J. Noah
11:27.0,,,35-49,2,P. Gasol makes 2-pt shot from 19 ft (assist by J. Noah)
11:12.0,Turnover by R. Jackson (back court),,35-49,,
10:52.0,,,35-49,,P. Gasol misses 2-pt shot from 18 ft
10:51.0,Defensive rebound by A. Drummond,,35-49,,
10:43.0,A. Drummond misses 2-pt shot from 1 ft,,35-49,,
10:42.0,,,35-49,,Defensive rebound by J. Noah
10:28.0,,,35-51,2,P. Gasol makes 2-pt shot from 18 ft (assist by J. Noah)
10:26.0,Detroit full timeout,,35-51,,
10:09.0,K. Caldwell-Pope makes 2-pt shot from 15 ft (assist by R. Jackson),2,37-51,,
9:48.0,,,37-53,2,P. Gasol makes 2-pt shot from 11 ft (assist by J. Noah)
9:24.0,R. Jackson misses 3-pt shot from 25 ft,,37-53,,
9:23.0,,,37-53,,Defensive rebound by J. Noah
9:12.0,,,37-53,,J. Noah misses 2-pt shot from 3 ft
9:11.0,Defensive rebound by C. Butler,,37-53,,
9:03.0,A. Tolliver makes 3-pt shot from 24 ft (assist by C. Butler),3,40-53,,
8:44.0,,,40-53,,Turnover by M. Dunleavy (lost ball; steal by R. Jackson)
8:34.0,K. Caldwell-Pope makes 3-pt shot from 25 ft,3,43-53,,
8:07.0,,,43-53,,J. Butler misses 2-pt shot from 11 ft
8:06.0,Defensive rebound by A. Tolliver,,43-53,,
7:49.0,A. Drummond misses 2-pt shot from 1 ft,,43-53,,
7:48.0,Offensive rebound by A. Tolliver,,43-53,,
7:40.0,R. Jackson makes 2-pt shot from 20 ft,2,45-53,,
7:35.0,Personal foul by R. Jackson (drawn by A. Brooks),,45-53,,
7:27.0,,,45-53,,A. Brooks misses 2-pt shot from 18 ft
7:26.0,Defensive rebound by A. Tolliver,,45-53,,
7:18.0,C. Butler misses 2-pt shot from 19 ft,,45-53,,
7:16.0,Offensive rebound by A. Drummond,,45-53,,
7:13.0,A. Drummond makes 2-pt shot from 1 ft,2,47-53,,
7:11.0,,,47-53,,Chicago full timeout
6:44.0,,,47-53,,J. Butler misses 3-pt shot from 24 ft
6:42.0,Defensive rebound by A. Tolliver,,47-53,,
6:35.0,C. Butler makes 3-pt shot from 25 ft (assist by R. Jackson),3,50-53,,
6:16.0,,,50-55,2,J. Butler makes 2-pt shot from 2 ft (assist by J. Noah)
5:49.0,C. Butler misses 2-pt shot from 22 ft,,50-55,,
5:49.0,,,50-55,,Defensive rebound by Team
5:49.0,Loose ball foul by A. Drummond (drawn by J. Noah),,50-55,,
5:30.0,,,50-55,,A. Brooks misses 2-pt shot from 2 ft (block by A. Tolliver)
5:28.0,,,50-55,,Offensive rebound by J. Noah
5:27.0,,,50-57,2,J. Noah makes 2-pt shot from 1 ft
5:04.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,50-57,,
5:03.0,,,50-57,,Defensive rebound by M. Dunleavy
4:58.0,,,50-57,,J. Butler misses 2-pt shot from 2 ft
4:56.0,Defensive rebound by A. Drummond,,50-57,,
4:51.0,Turnover by R. Jackson (bad pass; steal by M. Dunleavy),,50-57,,
4:47.0,,,50-57,,J. Butler misses 2-pt shot from 1 ft
4:46.0,Defensive rebound by R. Jackson,,50-57,,
4:35.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,50-57,,
4:34.0,,,50-57,,Defensive rebound by M. Dunleavy
4:29.0,,,50-57,,T. Gibson enters the game for J. Noah
4:29.0,,,50-57,,T. Snell enters the game for J. Butler
4:25.0,,,50-57,,M. Dunleavy misses 3-pt shot from 26 ft
4:24.0,Defensive rebound by A. Drummond,,50-57,,
4:18.0,R. Jackson makes 2-pt shot from 1 ft,2,52-57,,
3:56.0,,,52-57,,T. Gibson misses 2-pt shot from 2 ft (block by A. Drummond)
3:54.0,Defensive rebound by A. Tolliver,,52-57,,
3:51.0,Offensive charge foul by R. Jackson,,52-57,,
3:51.0,Turnover by R. Jackson (offensive foul),,52-57,,
3:51.0,,,52-57,,E. Moore enters the game for A. Brooks
3:51.0,J. Meeks enters the game for C. Butler,,52-57,,
3:33.0,,,52-57,,P. Gasol misses 2-pt shot from 6 ft
3:32.0,Defensive rebound by A. Drummond,,52-57,,
3:24.0,A. Tolliver misses 2-pt shot from 14 ft,,52-57,,
3:22.0,,,52-57,,Defensive rebound by P. Gasol
3:08.0,,,52-57,,E. Moore misses 2-pt shot from 8 ft (block by A. Drummond)
3:06.0,Defensive rebound by K. Caldwell-Pope,,52-57,,
3:01.0,,,52-57,,Personal foul by E. Moore (drawn by A. Tolliver)
2:53.0,J. Meeks makes 2-pt shot from 5 ft (assist by R. Jackson),2,54-57,,
2:35.0,,,54-57,,M. Dunleavy misses 2-pt shot from 20 ft
2:35.0,,,54-57,,Offensive rebound by Team
2:26.0,,,54-57,,M. Dunleavy misses 3-pt shot from 25 ft
2:25.0,Defensive rebound by A. Drummond,,54-57,,
2:14.0,Turnover by A. Drummond (illegal assist),,54-57,,
1:56.0,,,54-57,,Turnover by T. Gibson (step out of bounds)
1:40.0,J. Meeks misses 3-pt shot from 23 ft,,54-57,,
1:39.0,,,54-57,,Defensive rebound by T. Snell
1:25.0,,,54-57,,T. Gibson misses 2-pt shot from 5 ft
1:23.0,,,54-57,,Offensive rebound by E. Moore
1:18.0,,,54-59,2,E. Moore makes 2-pt shot from 5 ft
1:01.0,A. Tolliver makes 3-pt shot from 22 ft (assist by R. Jackson),3,57-59,,
0:45.0,,,57-59,,T. Gibson misses 2-pt shot from 14 ft
0:44.0,,,57-59,,Offensive rebound by M. Dunleavy
0:40.0,,,57-59,,T. Snell misses 3-pt shot from 23 ft
0:39.0,,,57-59,,Offensive rebound by P. Gasol
0:35.0,,,57-59,,Turnover by T. Gibson (bad pass; steal by A. Tolliver)
0:30.0,Turnover by R. Jackson (lost ball; steal by T. Snell),,57-59,,
0:30.0,Personal foul by A. Drummond (drawn by E. Moore),,57-59,,
0:30.0,J. Lucas III enters the game for R. Jackson,,57-59,,
0:18.0,,,57-59,,Turnover by T. Gibson (lost ball; steal by K. Caldwell-Pope)
0:18.0,,,57-59,,Loose ball foul by T. Gibson (drawn by K. Caldwell-Pope)
0:03.0,J. Lucas III makes 2-pt shot from 17 ft,2,59-59,,
0:00.0,,,59-59,,T. Snell misses 2-pt shot from 20 ft
0:00.0,,,59-59,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,59-59,,E. Moore misses 2-pt shot from 22 ft
11:41.0,Defensive rebound by A. Drummond,,59-59,,
11:37.0,Offensive charge foul by A. Drummond,,59-59,,
11:37.0,Turnover by A. Drummond (offensive foul),,59-59,,
11:16.0,,,59-61,2,J. Butler makes 2-pt shot from 20 ft
10:57.0,Turnover by A. Drummond (lost ball),,59-61,,
10:45.0,,,59-63,2,J. Butler makes 2-pt shot at rim (assist by J. Noah)
10:45.0,Detroit full timeout,,59-63,,
10:22.0,J. Lucas III makes 2-pt shot from 20 ft,2,61-63,,
10:02.0,,,61-65,2,T. Gibson makes 2-pt shot from 20 ft (assist by J. Butler)
9:43.0,T. Prince misses 2-pt shot from 12 ft,,61-65,,
9:43.0,,,61-65,,Defensive rebound by Team
9:34.0,,,61-65,,J. Butler misses 2-pt shot from 2 ft
9:33.0,Defensive rebound by T. Prince,,61-65,,
9:22.0,J. Lucas III makes 2-pt shot from 16 ft,2,63-65,,
9:05.0,,,63-68,3,E. Moore makes 3-pt shot from 23 ft (assist by J. Noah)
8:39.0,J. Lucas III misses 2-pt shot from 5 ft (block by E. Moore),,63-68,,
8:37.0,,,63-68,,Defensive rebound by J. Noah
8:29.0,,,63-70,2,N. Mirotic makes 2-pt shot from 3 ft (assist by J. Noah)
8:05.0,Turnover by A. Tolliver (bad pass; steal by J. Noah),,63-70,,
8:03.0,Personal foul by T. Prince (drawn by N. Mirotic),,63-70,,
8:03.0,,,63-71,1,N. Mirotic makes free throw 1 of 2
8:03.0,R. Jackson enters the game for J. Meeks,,63-71,,
8:03.0,K. Caldwell-Pope enters the game for J. Lucas III,,63-71,,
8:03.0,,,63-72,1,N. Mirotic makes free throw 2 of 2
7:43.0,K. Caldwell-Pope misses 2-pt shot from 5 ft,,63-72,,
7:42.0,,,63-72,,Defensive rebound by N. Mirotic
7:25.0,,,63-72,,E. Moore misses 3-pt shot from 25 ft
7:24.0,Defensive rebound by T. Prince,,63-72,,
7:22.0,,,63-72,,Personal foul by J. Butler (drawn by T. Prince)
7:22.0,S. Williams enters the game for A. Tolliver,,63-72,,
7:17.0,Shooting foul by J. Noah (drawn by R. Jackson),,63-72,,
7:17.0,R. Jackson makes free throw 1 of 2,1,64-72,,
7:17.0,R. Jackson makes free throw 2 of 2,1,65-72,,
7:01.0,,,65-72,,Turnover by J. Noah (bad pass; steal by R. Jackson)
6:50.0,K. Caldwell-Pope makes 2-pt shot from 1 ft,2,67-72,,
6:31.0,,,67-72,,N. Mirotic misses 3-pt shot from 23 ft
6:30.0,Defensive rebound by A. Drummond,,67-72,,
6:14.0,Turnover by R. Jackson (bad pass; steal by N. Mirotic),,67-72,,
5:48.0,,,67-72,,J. Butler misses 2-pt shot from 8 ft
5:47.0,,,67-72,,Offensive rebound by N. Mirotic
5:47.0,,,67-74,2,N. Mirotic makes 2-pt shot from 3 ft
5:25.0,R. Jackson makes 2-pt shot from 2 ft,2,69-74,,
5:05.0,,,69-74,,J. Butler misses 2-pt shot from 1 ft
5:03.0,Defensive rebound by A. Drummond,,69-74,,
4:59.0,K. Caldwell-Pope misses 3-pt shot from 26 ft,,69-74,,
4:58.0,Offensive rebound by A. Drummond,,69-74,,
4:58.0,,,69-74,,Personal foul by N. Mirotic (drawn by A. Drummond)
4:58.0,Detroit full timeout,,69-74,,
4:58.0,,,69-74,,P. Gasol enters the game for J. Noah
4:58.0,A. Drummond misses free throw 1 of 2,,69-74,,
4:58.0,Offensive rebound by Team,,69-74,,
4:58.0,A. Drummond misses free throw 2 of 2,,69-74,,
4:56.0,Offensive rebound by S. Williams,,69-74,,
4:42.0,K. Caldwell-Pope makes 3-pt shot from 22 ft (assist by T. Prince),3,72-74,,
4:19.0,,,72-76,2,P. Gasol makes 2-pt shot from 6 ft
4:06.0,R. Jackson makes 2-pt shot from 12 ft,2,74-76,,
3:41.0,,,74-76,,N. Mirotic misses 2-pt shot from 14 ft
3:40.0,Defensive rebound by A. Drummond,,74-76,,
3:22.0,R. Jackson misses 2-pt shot from 1 ft (block by T. Gibson),,74-76,,
3:21.0,,,74-76,,Defensive rebound by Team
3:21.0,,,74-76,,A. Brooks enters the game for E. Moore
3:05.0,,,74-78,2,P. Gasol makes 2-pt shot from 15 ft (assist by A. Brooks)
2:51.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,76-78,,
2:30.0,,,76-78,,Turnover by P. Gasol (bad pass; steal by K. Caldwell-Pope)
2:26.0,K. Caldwell-Pope makes 2-pt shot from 2 ft,2,78-78,,
2:25.0,,,78-78,,Chicago full timeout
2:02.0,,,78-81,3,A. Brooks makes 3-pt shot from 26 ft
1:40.0,A. Drummond misses 2-pt shot from 2 ft,,78-81,,
1:39.0,,,78-81,,Defensive rebound by N. Mirotic
1:25.0,Personal foul by A. Drummond (drawn by A. Brooks),,78-81,,
1:15.0,,,78-83,2,A. Brooks makes 2-pt shot from 1 ft
1:15.0,Detroit full timeout,,78-83,,
1:15.0,,,78-83,,J. Noah enters the game for P. Gasol
1:15.0,,,78-83,,E. Moore enters the game for A. Brooks
1:15.0,J. Meeks enters the game for S. Williams,,78-83,,
1:15.0,A. Tolliver enters the game for T. Prince,,78-83,,
1:15.0,,,78-83,,T. Snell enters the game for N. Mirotic
1:12.0,,,78-83,,Personal foul by J. Butler (drawn by R. Jackson)
0:59.0,A. Tolliver misses 2-pt shot from 16 ft,,78-83,,
0:58.0,Offensive rebound by A. Drummond,,78-83,,
0:57.0,Shooting foul by J. Noah (drawn by A. Drummond),,78-83,,
0:57.0,A. Drummond makes free throw 1 of 2,1,79-83,,
0:57.0,T. Prince enters the game for J. Meeks,,79-83,,
0:57.0,,,79-83,,A. Brooks enters the game for E. Moore
0:57.0,,,79-83,,P. Gasol enters the game for J. Noah
0:57.0,A. Drummond makes free throw 2 of 2,1,80-83,,
0:38.0,,,80-83,,P. Gasol misses 2-pt shot from 6 ft (block by A. Drummond)
0:36.0,Defensive rebound by A. Drummond,,80-83,,
0:31.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,82-83,,
