time,Washington,pts.away,score,pts.home,Miami
7:43.0,B. Beal misses 2-pt shot from 17 ft,,9-10,,
7:42.0,,,9-10,,Defensive rebound by L. Deng
7:32.0,,,9-10,,D. Wade misses 2-pt shot from 10 ft
7:31.0,Defensive rebound by M. Gortat,,9-10,,
7:25.0,B. Beal misses 3-pt shot from 24 ft,,9-10,,
7:24.0,,,9-10,,Defensive rebound by D. Wade
7:14.0,,,9-10,,D. Wade misses 2-pt shot from 19 ft
7:13.0,Defensive rebound by J. Wall,,9-10,,
7:08.0,M. Gortat makes 2-pt shot at rim (assist by J. Wall),2,11-10,,
6:50.0,,,11-10,,L. Deng misses 2-pt shot from 5 ft
6:49.0,,,11-10,,Offensive rebound by Team
6:49.0,Personal foul by M. Gortat (drawn by C. Andersen),,11-10,,
6:49.0,,,11-10,,N. Cole enters the game for M. Chalmers
6:30.0,,,11-12,2,C. Andersen makes 2-pt shot at rim (assist by D. Wade)
6:30.0,,,11-12,,Shooting foul by M. Gortat (drawn by C. Andersen)
6:30.0,N. Hilario enters the game for M. Gortat,,11-12,,
6:30.0,,,11-13,1,C. Andersen makes free throw 1 of 1
6:25.0,Washington full timeout,,11-13,,
6:10.0,B. Beal misses 2-pt shot from 1 ft,,11-13,,
6:09.0,Offensive rebound by K. Humphries,,11-13,,
6:08.0,K. Humphries makes 2-pt shot from 1 ft,2,13-13,,
5:51.0,,,13-15,2,L. Deng makes 2-pt shot from 16 ft (assist by N. Cole)
5:34.0,,,13-15,,Personal block foul by S. Williams (drawn by N. Hilario)
5:34.0,,,13-15,,J. Hamilton enters the game for C. Andersen
5:18.0,Turnover by K. Humphries (bad pass; steal by N. Cole),,13-15,,
5:13.0,,,13-15,,N. Cole misses 2-pt shot from 1 ft
5:12.0,,,13-15,,Offensive rebound by J. Hamilton
4:56.0,,,13-15,,D. Wade misses 2-pt shot at rim
4:55.0,Defensive rebound by N. Hilario,,13-15,,
4:47.0,P. Pierce misses 3-pt shot from 23 ft,,13-15,,
4:46.0,,,13-15,,Defensive rebound by L. Deng
4:24.0,,,13-18,3,S. Williams makes 3-pt shot from 22 ft (assist by N. Cole)
4:07.0,K. Seraphin enters the game for K. Humphries,,13-18,,
4:07.0,,,13-18,,U. Haslem enters the game for S. Williams
4:07.0,,,13-18,,M. Chalmers enters the game for D. Wade
3:56.0,J. Wall misses 3-pt shot from 25 ft,,13-18,,
3:55.0,Offensive rebound by B. Beal,,13-18,,
3:44.0,Shooting foul by N. Cole (drawn by B. Beal),,13-18,,
3:44.0,B. Beal makes 2-pt shot at rim (assist by P. Pierce),2,15-18,,
3:44.0,,,15-18,,Technical foul by Team
3:44.0,B. Beal makes technical free throw,1,16-18,,
3:44.0,R. Butler enters the game for P. Pierce,,16-18,,
3:44.0,B. Beal makes free throw 1 of 1,1,17-18,,
3:41.0,,,17-18,,Miami full timeout
3:21.0,,,17-18,,L. Deng misses 2-pt shot from 19 ft
3:20.0,,,17-18,,Offensive rebound by U. Haslem
3:16.0,,,17-18,,M. Chalmers misses 3-pt shot from 24 ft
3:15.0,Defensive rebound by R. Butler,,17-18,,
2:58.0,K. Seraphin makes 2-pt shot from 12 ft (assist by J. Wall),2,19-18,,
2:36.0,,,19-20,2,U. Haslem makes 2-pt shot from 16 ft (assist by L. Deng)
2:16.0,R. Butler makes 2-pt shot from 19 ft,2,21-20,,
1:57.0,,,21-20,,Turnover by M. Chalmers (palming)
1:44.0,N. Hilario makes 2-pt shot from 2 ft,2,23-20,,
1:28.0,,,23-22,2,L. Deng makes 2-pt shot from 8 ft (assist by M. Chalmers)
1:13.0,Shooting foul by J. Hamilton (drawn by K. Seraphin),,23-22,,
1:13.0,K. Seraphin makes free throw 1 of 2,1,24-22,,
1:13.0,O. Porter enters the game for B. Beal,,24-22,,
1:13.0,K. Seraphin makes free throw 2 of 2,1,25-22,,
1:07.0,Personal foul by R. Butler (drawn by N. Cole),,25-22,,
0:55.0,,,25-24,2,N. Cole makes 2-pt shot from 19 ft (assist by M. Chalmers)
0:43.0,R. Butler misses 2-pt shot from 20 ft,,25-24,,
0:42.0,Offensive rebound by K. Seraphin,,25-24,,
0:38.0,N. Hilario makes 2-pt shot at rim,2,27-24,,
0:21.0,,,27-24,,Shooting foul by R. Butler (drawn by L. Deng)
0:21.0,,,27-25,1,L. Deng makes free throw 1 of 2
0:21.0,P. Pierce enters the game for K. Seraphin,,27-25,,
0:21.0,,,27-25,,J. Ennis enters the game for J. Hamilton
0:21.0,,,27-25,,L. Deng misses free throw 2 of 2
0:20.0,Defensive rebound by N. Hilario,,27-25,,
0:00.0,J. Wall makes 2-pt shot from 19 ft,2,29-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,29-25,,Turnover by N. Cole (step out of bounds)
11:17.0,O. Porter makes 3-pt shot from 25 ft (assist by N. Hilario),3,32-25,,
10:57.0,,,32-27,2,D. Wade makes 2-pt shot from 2 ft (assist by U. Haslem)
10:46.0,R. Butler makes 2-pt shot at rim (assist by N. Hilario),2,34-27,,
10:46.0,Shooting foul by M. Chalmers (drawn by R. Butler),,34-27,,
10:46.0,R. Butler makes free throw 1 of 1,1,35-27,,
10:34.0,,,35-29,2,U. Haslem makes 2-pt shot from 15 ft (assist by D. Wade)
10:14.0,K. Seraphin misses 2-pt shot from 16 ft,,35-29,,
10:13.0,Offensive rebound by N. Hilario,,35-29,,
10:12.0,N. Hilario makes 2-pt shot from 1 ft,2,37-29,,
10:12.0,Shooting foul by U. Haslem (drawn by N. Hilario),,37-29,,
10:12.0,N. Hilario misses free throw 1 of 1,,37-29,,
10:11.0,,,37-29,,Defensive rebound by U. Haslem
10:01.0,,,37-31,2,U. Haslem makes 2-pt shot from 1 ft
10:01.0,Shooting block foul by O. Porter (drawn by U. Haslem),,37-31,,
10:01.0,,,37-31,,H. Whiteside enters the game for J. Hamilton
10:01.0,,,37-32,1,U. Haslem makes free throw 1 of 1
9:50.0,Turnover by A. Miller (bad pass; steal by D. Wade),,37-32,,
9:46.0,,,37-34,2,D. Wade makes 2-pt shot at rim
9:24.0,N. Hilario makes 2-pt shot from 17 ft (assist by O. Porter),2,39-34,,
9:06.0,,,39-34,,D. Wade misses 2-pt shot from 12 ft
9:05.0,Defensive rebound by O. Porter,,39-34,,
8:54.0,Turnover by A. Miller (bad pass; steal by H. Whiteside),,39-34,,
8:41.0,,,39-36,2,U. Haslem makes 2-pt shot from 16 ft (assist by D. Wade)
8:32.0,Washington full timeout,,39-36,,
8:32.0,D. Gooden enters the game for K. Seraphin,,39-36,,
8:32.0,,,39-36,,J. Ennis enters the game for M. Chalmers
8:20.0,Shooting foul by H. Whiteside (drawn by N. Hilario),,39-36,,
8:20.0,N. Hilario makes free throw 1 of 2,1,40-36,,
8:20.0,N. Hilario makes free throw 2 of 2,1,41-36,,
7:54.0,,,41-36,,Turnover by N. Cole (lost ball; steal by D. Gooden)
7:50.0,O. Porter makes 2-pt shot at rim (assist by D. Gooden),2,43-36,,
7:26.0,,,43-36,,Offensive charge foul by H. Whiteside
7:26.0,,,43-36,,Turnover by H. Whiteside (offensive foul)
7:26.0,,,43-36,,S. Williams enters the game for U. Haslem
7:06.0,N. Hilario misses 2-pt shot from 16 ft,,43-36,,
7:05.0,,,43-36,,Defensive rebound by H. Whiteside
6:59.0,,,43-36,,D. Wade misses 2-pt shot from 1 ft (block by O. Porter)
6:58.0,,,43-36,,Offensive rebound by Team
6:49.0,,,43-38,2,D. Wade makes 2-pt shot from 18 ft
6:33.0,A. Miller makes 2-pt shot from 13 ft,2,45-38,,
6:16.0,,,45-38,,Shooting foul by D. Gooden (drawn by D. Wade)
6:16.0,,,45-38,,D. Wade misses free throw 1 of 2
6:16.0,,,45-38,,Offensive rebound by Team
6:16.0,B. Beal enters the game for O. Porter,,45-38,,
6:16.0,,,45-38,,M. Chalmers enters the game for N. Cole
6:16.0,,,45-39,1,D. Wade makes free throw 2 of 2
6:03.0,Turnover by R. Butler (bad pass; steal by H. Whiteside),,45-39,,
6:01.0,,,45-41,2,J. Ennis makes 2-pt shot at rim (assist by D. Wade)
6:01.0,,,45-41,,Shooting foul by B. Beal (drawn by J. Ennis)
6:01.0,,,45-42,1,J. Ennis makes free throw 1 of 1
5:46.0,B. Beal misses 2-pt shot from 16 ft,,45-42,,
5:45.0,,,45-42,,Defensive rebound by H. Whiteside
5:35.0,,,45-44,2,M. Chalmers makes 2-pt shot at rim
5:20.0,A. Miller makes 2-pt shot from 10 ft,2,47-44,,
5:10.0,Personal foul by A. Miller (drawn by M. Chalmers),,47-44,,
5:10.0,Official timeout,,47-44,,
5:10.0,J. Wall enters the game for N. Hilario,,47-44,,
5:10.0,M. Gortat enters the game for R. Butler,,47-44,,
5:10.0,P. Pierce enters the game for A. Miller,,47-44,,
5:10.0,,,47-44,,L. Deng enters the game for D. Wade
4:53.0,,,47-47,3,M. Chalmers makes 3-pt shot from 27 ft (assist by L. Deng)
4:34.0,B. Beal misses 2-pt shot from 18 ft (block by H. Whiteside),,47-47,,
4:33.0,Offensive rebound by B. Beal,,47-47,,
4:22.0,P. Pierce makes 2-pt shot from 18 ft,2,49-47,,
4:08.0,,,49-49,2,L. Deng makes 2-pt shot from 16 ft
3:53.0,Shooting foul by H. Whiteside (drawn by P. Pierce),,49-49,,
3:53.0,P. Pierce makes free throw 1 of 2,1,50-49,,
3:53.0,,,50-49,,C. Andersen enters the game for H. Whiteside
3:53.0,P. Pierce misses free throw 2 of 2,,50-49,,
3:52.0,,,50-49,,Defensive rebound by L. Deng
3:39.0,Def 3 sec tech foul by M. Gortat,,50-49,,
3:39.0,,,50-49,,M. Chalmers misses technical free throw
3:39.0,,,50-49,,Offensive rebound by Team
3:31.0,,,50-49,,Turnover by M. Chalmers (bad pass; steal by D. Gooden)
3:20.0,J. Wall makes 2-pt shot from 13 ft (assist by B. Beal),2,52-49,,
2:58.0,,,52-51,2,S. Williams makes 2-pt shot from 19 ft (assist by M. Chalmers)
2:36.0,J. Wall misses 2-pt shot from 18 ft,,52-51,,
2:35.0,,,52-51,,Defensive rebound by S. Williams
2:21.0,,,52-51,,Turnover by M. Chalmers (bad pass; steal by B. Beal)
2:15.0,Turnover by B. Beal (bad pass; steal by C. Andersen),,52-51,,
2:06.0,Personal foul by D. Gooden (drawn by M. Chalmers),,52-51,,
2:06.0,,,52-51,,Miami full timeout
2:06.0,,,52-51,,D. Wade enters the game for J. Ennis
2:06.0,,,52-52,1,M. Chalmers makes free throw 1 of 2
2:06.0,,,52-53,1,M. Chalmers makes free throw 2 of 2
1:56.0,Shooting foul by C. Andersen (drawn by J. Wall),,52-53,,
1:56.0,J. Wall makes free throw 1 of 2,1,53-53,,
1:56.0,R. Butler enters the game for M. Gortat,,53-53,,
1:56.0,J. Wall makes free throw 2 of 2,1,54-53,,
1:42.0,,,54-55,2,L. Deng makes 2-pt shot from 1 ft
1:26.0,B. Beal misses 3-pt shot from 23 ft,,54-55,,
1:25.0,,,54-55,,Defensive rebound by C. Andersen
1:17.0,,,54-55,,Turnover by M. Chalmers (bad pass)
1:06.0,D. Gooden misses 2-pt shot from 1 ft (block by L. Deng),,54-55,,
1:05.0,Offensive rebound by P. Pierce,,54-55,,
1:00.0,P. Pierce misses 3-pt shot from 23 ft,,54-55,,
0:59.0,,,54-55,,Defensive rebound by S. Williams
0:50.0,,,54-55,,Offensive charge foul by D. Wade
0:50.0,,,54-55,,Turnover by D. Wade (offensive foul)
0:33.0,D. Gooden misses 2-pt shot from 18 ft,,54-55,,
0:32.0,,,54-55,,Defensive rebound by C. Andersen
0:16.0,,,54-55,,D. Wade misses 3-pt shot from 23 ft
0:15.0,Defensive rebound by P. Pierce,,54-55,,
0:01.0,R. Butler misses 2-pt shot from 16 ft,,54-55,,
0:00.0,Offensive rebound by Team,,54-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,54-55,,L. Deng misses 2-pt shot from 6 ft
11:42.0,Defensive rebound by M. Gortat,,54-55,,
11:26.0,K. Humphries misses 2-pt shot from 10 ft,,54-55,,
11:25.0,,,54-55,,Defensive rebound by M. Chalmers
11:05.0,,,54-55,,D. Wade misses 2-pt shot from 19 ft
11:04.0,,,54-55,,Offensive rebound by D. Wade
11:03.0,,,54-57,2,D. Wade makes 2-pt shot from 8 ft
10:38.0,P. Pierce makes 2-pt shot from 19 ft (assist by K. Humphries),2,56-57,,
10:20.0,,,56-57,,Shooting foul by K. Humphries (drawn by C. Andersen)
10:20.0,,,56-58,1,C. Andersen makes free throw 1 of 2
10:20.0,,,56-59,1,C. Andersen makes free throw 2 of 2
10:04.0,K. Humphries misses 2-pt shot from 12 ft,,56-59,,
10:03.0,,,56-59,,Defensive rebound by D. Wade
9:47.0,,,56-61,2,D. Wade makes 2-pt shot from 2 ft
9:28.0,M. Gortat misses 2-pt shot from 1 ft,,56-61,,
9:27.0,,,56-61,,Defensive rebound by M. Chalmers
9:11.0,,,56-61,,S. Williams misses 3-pt shot from 24 ft
9:10.0,Defensive rebound by B. Beal,,56-61,,
9:04.0,,,56-61,,Personal foul by M. Chalmers (drawn by M. Gortat)
8:50.0,K. Humphries misses 2-pt shot from 16 ft,,56-61,,
8:49.0,,,56-61,,Defensive rebound by C. Andersen
8:40.0,,,56-61,,M. Chalmers misses 2-pt shot from 6 ft
8:39.0,Defensive rebound by M. Gortat,,56-61,,
8:33.0,P. Pierce makes 2-pt shot at rim (assist by J. Wall),2,58-61,,
8:06.0,,,58-61,,Turnover by D. Wade (bad pass; steal by M. Gortat)
8:01.0,J. Wall makes 2-pt shot at rim,2,60-61,,
7:42.0,,,60-61,,C. Andersen misses 2-pt shot from 2 ft (block by M. Gortat)
7:41.0,,,60-61,,Offensive rebound by Team
7:41.0,,,60-61,,H. Whiteside enters the game for C. Andersen
7:34.0,,,60-61,,D. Wade misses 2-pt shot from 19 ft
7:33.0,,,60-61,,Offensive rebound by H. Whiteside
7:32.0,,,60-63,2,H. Whiteside makes 2-pt shot at rim
7:13.0,Turnover by B. Beal (bad pass),,60-63,,
7:13.0,,,60-63,,N. Cole enters the game for M. Chalmers
6:52.0,,,60-66,3,N. Cole makes 3-pt shot from 25 ft
6:35.0,P. Pierce misses 3-pt shot from 24 ft,,60-66,,
6:34.0,,,60-66,,Defensive rebound by H. Whiteside
6:24.0,,,60-68,2,D. Wade makes 2-pt shot from 13 ft
6:24.0,Washington full timeout,,60-68,,
6:24.0,N. Hilario enters the game for K. Humphries,,60-68,,
6:06.0,P. Pierce misses 2-pt shot from 13 ft,,60-68,,
6:05.0,,,60-68,,Defensive rebound by S. Williams
5:57.0,,,60-68,,D. Wade misses 2-pt shot from 20 ft
5:57.0,Defensive rebound by Team,,60-68,,
5:57.0,,,60-68,,Loose ball foul by H. Whiteside (drawn by M. Gortat)
5:47.0,N. Hilario makes 2-pt shot from 18 ft (assist by J. Wall),2,62-68,,
5:27.0,,,62-70,2,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade)
5:04.0,N. Hilario misses 2-pt shot from 13 ft,,62-70,,
5:01.0,Offensive rebound by B. Beal,,62-70,,
4:51.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,65-70,,
4:37.0,,,65-73,3,L. Deng makes 3-pt shot from 23 ft (assist by N. Cole)
4:28.0,,,65-73,,Personal foul by S. Williams (drawn by B. Beal)
4:12.0,,,65-73,,M. Chalmers enters the game for D. Wade
4:12.0,N. Hilario makes 2-pt shot from 19 ft (assist by J. Wall),2,67-73,,
3:48.0,,,67-73,,S. Williams misses 2-pt shot from 20 ft
3:47.0,Defensive rebound by M. Gortat,,67-73,,
3:40.0,N. Hilario makes 2-pt shot from 16 ft (assist by J. Wall),2,69-73,,
3:40.0,,,69-73,,Miami full timeout
3:40.0,,,69-73,,J. Hamilton enters the game for S. Williams
3:40.0,,,69-73,,U. Haslem enters the game for H. Whiteside
3:22.0,,,69-75,2,L. Deng makes 2-pt shot from 16 ft (assist by U. Haslem)
3:04.0,N. Hilario makes 2-pt shot at rim,2,71-75,,
2:45.0,,,71-75,,J. Hamilton misses 2-pt shot from 19 ft (block by P. Pierce)
2:44.0,,,71-75,,Offensive rebound by Team
2:43.0,,,71-75,,Shooting foul by B. Beal (drawn by M. Chalmers)
2:43.0,,,71-76,1,M. Chalmers makes free throw 1 of 2
2:43.0,,,71-77,1,M. Chalmers makes free throw 2 of 2
2:31.0,Shooting foul by M. Chalmers (drawn by B. Beal),,71-77,,
2:31.0,B. Beal makes free throw 1 of 2,1,72-77,,
2:31.0,R. Butler enters the game for P. Pierce,,72-77,,
2:31.0,B. Beal misses free throw 2 of 2,,72-77,,
2:30.0,,,72-77,,Defensive rebound by U. Haslem
2:17.0,,,72-77,,L. Deng misses 2-pt shot from 16 ft
2:16.0,Defensive rebound by M. Gortat,,72-77,,
2:09.0,B. Beal misses 3-pt shot from 23 ft,,72-77,,
2:08.0,,,72-77,,Defensive rebound by U. Haslem
1:57.0,,,72-77,,N. Cole misses 2-pt shot from 17 ft
1:56.0,,,72-77,,Offensive rebound by Team
1:56.0,Loose ball foul by N. Hilario (drawn by J. Hamilton),,72-77,,
1:56.0,O. Porter enters the game for B. Beal,,72-77,,
1:45.0,,,72-77,,J. Hamilton misses 3-pt shot from 24 ft
1:44.0,Defensive rebound by M. Gortat,,72-77,,
1:32.0,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat),2,74-77,,
1:13.0,,,74-77,,N. Cole misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by Team,,74-77,,
1:12.0,D. Gooden enters the game for M. Gortat,,74-77,,
1:01.0,Turnover by J. Wall (bad pass; steal by L. Deng),,74-77,,
0:49.0,,,74-77,,Turnover by J. Hamilton (dbl dribble)
0:37.0,Turnover by J. Wall (bad pass; steal by N. Cole),,74-77,,
0:34.0,,,74-77,,Shooting foul by N. Hilario (drawn by L. Deng)
0:34.0,,,74-78,1,L. Deng makes free throw 1 of 2
0:34.0,,,74-79,1,L. Deng makes free throw 2 of 2
0:25.0,J. Wall misses 3-pt shot from 24 ft,,74-79,,
0:24.0,Offensive rebound by R. Butler,,74-79,,
0:03.0,,,74-79,,Shooting block foul by J. Hamilton (drawn by J. Wall)
0:03.0,J. Wall makes free throw 1 of 2,1,75-79,,
0:03.0,J. Wall makes free throw 2 of 2,1,76-79,,
0:00.0,,,76-79,,N. Cole misses 2-pt shot from 8 ft
0:00.0,,,76-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,R. Butler makes 2-pt shot from 16 ft (assist by K. Seraphin),2,78-79,,
11:17.0,,,78-79,,M. Chalmers misses 2-pt shot from 2 ft
11:16.0,Defensive rebound by A. Miller,,78-79,,
11:07.0,R. Butler misses 2-pt shot at rim,,78-79,,
11:06.0,Offensive rebound by D. Gooden,,78-79,,
11:00.0,Turnover by K. Seraphin (traveling),,78-79,,
10:39.0,,,78-81,2,D. Wade makes 2-pt shot from 12 ft
10:21.0,D. Gooden makes 2-pt shot from 21 ft (assist by A. Miller),2,80-81,,
10:04.0,,,80-83,2,U. Haslem makes 2-pt shot at rim (assist by D. Wade)
9:43.0,K. Seraphin makes 2-pt shot from 16 ft (assist by R. Butler),2,82-83,,
9:25.0,,,82-83,,D. Wade misses 3-pt shot from 24 ft
9:24.0,Defensive rebound by R. Butler,,82-83,,
9:23.0,,,82-83,,Personal foul by D. Wade (drawn by R. Butler)
9:23.0,,,82-83,,Technical foul by D. Wade (drawn by R. Butler)
9:23.0,R. Butler misses technical free throw,,82-83,,
9:23.0,Offensive rebound by Team,,82-83,,
9:23.0,,,82-83,,H. Whiteside enters the game for J. Hamilton
9:23.0,,,82-83,,J. Ennis enters the game for M. Chalmers
9:06.0,R. Butler misses 3-pt shot from 23 ft,,82-83,,
9:05.0,,,82-83,,Defensive rebound by H. Whiteside
8:53.0,,,82-85,2,N. Cole makes 2-pt shot from 16 ft
8:39.0,D. Gooden misses 2-pt shot from 19 ft,,82-85,,
8:38.0,,,82-85,,Defensive rebound by N. Cole
8:37.0,Personal foul by A. Miller (drawn by N. Cole),,82-85,,
8:37.0,Official timeout,,82-85,,
8:37.0,J. Wall enters the game for K. Seraphin,,82-85,,
8:37.0,P. Pierce enters the game for A. Miller,,82-85,,
8:37.0,N. Hilario enters the game for D. Gooden,,82-85,,
8:25.0,,,82-85,,Turnover by D. Wade (bad pass)
8:05.0,P. Pierce misses 2-pt shot from 18 ft,,82-85,,
8:04.0,,,82-85,,Defensive rebound by N. Cole
7:50.0,,,82-85,,Turnover by N. Cole (bad pass; steal by N. Hilario)
7:49.0,,,82-85,,Personal foul by N. Cole (drawn by N. Hilario)
7:42.0,Shooting foul by H. Whiteside (drawn by N. Hilario),,82-85,,
7:42.0,N. Hilario misses free throw 1 of 2,,82-85,,
7:42.0,Offensive rebound by Team,,82-85,,
7:42.0,,,82-85,,L. Deng enters the game for U. Haslem
7:42.0,N. Hilario makes free throw 2 of 2,1,83-85,,
7:30.0,,,83-87,2,D. Wade makes 2-pt shot from 11 ft
7:30.0,,,83-87,,Shooting foul by N. Hilario (drawn by D. Wade)
7:30.0,B. Beal enters the game for O. Porter,,83-87,,
7:30.0,,,83-87,,D. Wade misses free throw 1 of 1
7:29.0,Defensive rebound by N. Hilario,,83-87,,
7:11.0,B. Beal misses 2-pt shot from 2 ft,,83-87,,
7:11.0,Offensive rebound by N. Hilario,,83-87,,
7:11.0,Shooting foul by L. Deng (drawn by N. Hilario),,83-87,,
7:11.0,N. Hilario misses free throw 1 of 2,,83-87,,
7:11.0,Offensive rebound by Team,,83-87,,
7:11.0,N. Hilario makes free throw 2 of 2,1,84-87,,
6:54.0,,,84-89,2,D. Wade makes 2-pt shot from 2 ft
6:31.0,J. Wall makes 2-pt shot from 20 ft (assist by P. Pierce),2,86-89,,
6:13.0,,,86-91,2,H. Whiteside makes 2-pt shot at rim (assist by D. Wade)
5:50.0,Shooting foul by D. Wade (drawn by J. Wall),,86-91,,
5:50.0,,,86-91,,Miami full timeout
5:50.0,J. Wall makes free throw 1 of 2,1,87-91,,
5:50.0,J. Wall makes free throw 2 of 2,1,88-91,,
5:38.0,,,88-91,,Shooting foul by B. Beal (drawn by D. Wade)
5:38.0,,,88-92,1,D. Wade makes free throw 1 of 2
5:38.0,,,88-92,,D. Wade misses free throw 2 of 2
5:37.0,Defensive rebound by Team,,88-92,,
5:27.0,B. Beal makes 2-pt shot from 2 ft,2,90-92,,
5:10.0,,,90-92,,D. Wade misses 2-pt shot from 4 ft
5:10.0,,,90-92,,M. Chalmers enters the game for J. Ennis
5:09.0,Jump ball: N. Hilario vs. H. Whiteside (J. Wall gains possession),,,,Jump ball: N. Hilario vs. H. Whiteside (J. Wall gains possession)
5:08.0,Defensive rebound by N. Hilario,,90-92,,
5:05.0,Shooting foul by D. Wade (drawn by R. Butler),,90-92,,
5:05.0,R. Butler makes free throw 1 of 2,1,91-92,,
5:05.0,R. Butler misses free throw 2 of 2,,91-92,,
5:04.0,,,91-92,,Defensive rebound by H. Whiteside
4:42.0,,,91-92,,M. Chalmers misses 3-pt shot from 24 ft
4:41.0,Defensive rebound by R. Butler,,91-92,,
4:19.0,B. Beal misses 3-pt shot from 25 ft,,91-92,,
4:18.0,,,91-92,,Defensive rebound by H. Whiteside
4:07.0,,,91-92,,D. Wade misses 2-pt shot from 20 ft
4:06.0,Defensive rebound by R. Butler,,91-92,,
3:59.0,P. Pierce makes 2-pt shot from 1 ft (assist by J. Wall),2,93-92,,
3:58.0,,,93-92,,Miami full timeout
3:58.0,M. Gortat enters the game for N. Hilario,,93-92,,
3:58.0,,,93-92,,C. Andersen enters the game for H. Whiteside
3:37.0,,,93-95,3,L. Deng makes 3-pt shot from 24 ft (assist by N. Cole)
3:13.0,B. Beal misses 2-pt shot from 18 ft,,93-95,,
3:12.0,,,93-95,,Defensive rebound by C. Andersen
3:00.0,Personal foul by P. Pierce (drawn by M. Chalmers),,93-95,,
2:47.0,,,93-95,,D. Wade misses 2-pt shot from 9 ft
2:46.0,Defensive rebound by B. Beal,,93-95,,
2:35.0,J. Wall makes 2-pt shot from 1 ft,2,95-95,,
2:14.0,,,95-95,,N. Cole misses 3-pt shot from 24 ft
2:13.0,Defensive rebound by B. Beal,,95-95,,
2:06.0,P. Pierce misses 3-pt shot from 25 ft,,95-95,,
2:05.0,,,95-95,,Defensive rebound by L. Deng
1:48.0,,,95-95,,L. Deng misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by Team,,95-95,,
1:47.0,N. Hilario enters the game for M. Gortat,,95-95,,
1:34.0,J. Wall misses 2-pt shot from 1 ft,,95-95,,
1:33.0,Offensive rebound by P. Pierce,,95-95,,
1:32.0,P. Pierce makes 2-pt shot at rim,2,97-95,,
1:23.0,,,97-95,,Turnover by D. Wade (offensive foul)
1:23.0,,,97-95,,Offensive foul by M. Chalmers
1:01.0,J. Wall makes 2-pt shot from 20 ft,2,99-95,,
1:01.0,,,99-95,,Miami full timeout
0:55.0,,,99-97,2,D. Wade makes 2-pt shot from 3 ft
0:34.0,Shooting foul by C. Andersen (drawn by J. Wall),,99-97,,
0:34.0,J. Wall misses free throw 1 of 2,,99-97,,
0:34.0,Offensive rebound by Team,,99-97,,
0:34.0,J. Wall makes free throw 2 of 2,1,100-97,,
0:22.0,,,100-97,,D. Wade misses 2-pt shot from 5 ft
0:21.0,Defensive rebound by R. Butler,,100-97,,
