time,San Antonio,pts.away,score,pts.home,Oklahoma City
10:25.0,,,33-10,,S. Adams enters the game for M. McGary
10:04.0,,,33-10,,Turnover by S. Adams (bad pass; steal by A. Baynes)
9:58.0,A. Baynes makes 2-pt shot at rim (assist by M. Belinelli),2,35-10,,
9:38.0,,,35-10,,Shooting foul by M. Belinelli (drawn by A. Morrow)
9:38.0,,,35-11,1,A. Morrow makes free throw 1 of 2
9:38.0,D. Green enters the game for M. Ginobili,,35-11,,
9:38.0,,,35-11,,R. Westbrook enters the game for S. Adams
9:38.0,,,35-11,,D. Waiters enters the game for D. Augustin
9:38.0,K. Leonard enters the game for B. Diaw,,35-11,,
9:38.0,,,35-12,1,A. Morrow makes free throw 2 of 2
9:24.0,M. Belinelli misses 3-pt shot from 24 ft,,35-12,,
9:23.0,,,35-12,,Defensive rebound by A. Roberson
9:14.0,,,35-12,,E. Kanter misses 2-pt shot from 19 ft
9:13.0,,,35-12,,Offensive rebound by A. Roberson
9:13.0,,,35-14,2,A. Roberson makes 2-pt shot at rim
8:54.0,Turnover by P. Mills (lost ball; steal by R. Westbrook),,35-14,,
8:43.0,,,35-16,2,A. Morrow makes 2-pt shot from 9 ft (assist by A. Roberson)
8:43.0,,,35-16,,Shooting foul by M. Belinelli (drawn by A. Morrow)
8:43.0,T. Parker enters the game for P. Mills,,35-16,,
8:43.0,,,35-17,1,A. Morrow makes free throw 1 of 1
8:19.0,Turnover by M. Belinelli (lost ball; steal by A. Morrow),,35-17,,
8:17.0,,,35-19,2,R. Westbrook makes 2-pt shot at rim (assist by A. Morrow)
8:16.0,San Antonio full timeout,,35-19,,
8:16.0,T. Duncan enters the game for A. Baynes,,35-19,,
8:16.0,B. Diaw enters the game for M. Belinelli,,35-19,,
8:07.0,Turnover by B. Diaw (lost ball; steal by R. Westbrook),,35-19,,
8:05.0,,,35-21,2,D. Waiters makes 2-pt shot at rim (assist by R. Westbrook)
7:52.0,,,35-21,,Personal foul by A. Roberson (drawn by B. Diaw)
7:45.0,K. Leonard makes 3-pt shot from 23 ft (assist by B. Diaw),3,38-21,,
7:26.0,,,38-24,3,A. Roberson makes 3-pt shot from 22 ft (assist by R. Westbrook)
7:09.0,D. Green makes 3-pt shot from 22 ft (assist by T. Parker),3,41-24,,
6:52.0,,,41-24,,Shooting foul by B. Diaw (drawn by E. Kanter)
6:52.0,,,41-25,1,E. Kanter makes free throw 1 of 2
6:52.0,,,41-26,1,E. Kanter makes free throw 2 of 2
6:35.0,K. Leonard makes 2-pt shot from 16 ft,2,43-26,,
6:18.0,,,43-29,3,R. Westbrook makes 3-pt shot from 25 ft
6:03.0,T. Parker makes 2-pt shot from 3 ft,2,45-29,,
5:49.0,,,45-29,,Shooting foul by D. Green (drawn by R. Westbrook)
5:49.0,,,45-30,1,R. Westbrook makes free throw 1 of 2
5:49.0,,,45-30,,K. Singler enters the game for A. Roberson
5:49.0,,,45-30,,S. Adams enters the game for E. Kanter
5:49.0,,,45-31,1,R. Westbrook makes free throw 2 of 2
5:36.0,Turnover by K. Leonard (bad pass; steal by R. Westbrook),,45-31,,
5:35.0,Personal foul by K. Leonard (drawn by R. Westbrook),,45-31,,
5:35.0,,,45-31,,R. Westbrook misses free throw 1 of 2
5:35.0,,,45-31,,Offensive rebound by Team
5:35.0,,,45-31,,R. Westbrook misses free throw 2 of 2
5:34.0,Defensive rebound by T. Duncan,,45-31,,
5:15.0,D. Green makes 3-pt shot from 27 ft (assist by B. Diaw),3,48-31,,
5:02.0,,,48-31,,R. Westbrook misses 3-pt shot from 24 ft
5:01.0,Defensive rebound by Team,,48-31,,
4:41.0,B. Diaw makes 2-pt shot from 8 ft,2,50-31,,
4:24.0,,,50-31,,A. Morrow misses 2-pt shot from 4 ft
4:23.0,Defensive rebound by K. Leonard,,50-31,,
4:15.0,K. Leonard makes 2-pt shot from 15 ft,2,52-31,,
4:15.0,,,52-31,,Oklahoma City full timeout
4:15.0,,,52-31,,E. Kanter enters the game for A. Morrow
4:04.0,,,52-31,,R. Westbrook misses 2-pt shot from 16 ft
4:03.0,Defensive rebound by T. Duncan,,52-31,,
3:49.0,T. Duncan misses 2-pt shot from 3 ft (block by S. Adams),,52-31,,
3:47.0,,,52-31,,Defensive rebound by D. Waiters
3:45.0,,,52-33,2,R. Westbrook makes 2-pt shot at rim (assist by D. Waiters)
3:21.0,K. Leonard makes 2-pt shot from 11 ft,2,54-33,,
3:15.0,,,54-33,,Turnover by R. Westbrook (bad pass; steal by K. Leonard)
2:58.0,K. Leonard misses 2-pt shot from 12 ft,,54-33,,
2:57.0,Offensive rebound by T. Duncan,,54-33,,
2:46.0,Turnover by T. Parker (bad pass; steal by D. Waiters),,54-33,,
2:43.0,,,54-35,2,R. Westbrook makes 2-pt shot at rim (assist by D. Waiters)
2:24.0,T. Duncan makes 2-pt shot from 1 ft (assist by K. Leonard),2,56-35,,
2:11.0,,,56-35,,D. Waiters misses 2-pt shot from 1 ft
2:10.0,,,56-35,,Offensive rebound by E. Kanter
2:10.0,,,56-37,2,E. Kanter makes 2-pt shot from 1 ft
1:49.0,D. Green makes 2-pt shot from 9 ft (assist by T. Duncan),2,58-37,,
1:36.0,,,58-39,2,E. Kanter makes 2-pt shot from 2 ft (assist by D. Waiters)
1:17.0,Shooting foul by E. Kanter (drawn by K. Leonard),,58-39,,
1:17.0,C. Joseph enters the game for D. Green,,58-39,,
1:17.0,M. Ginobili enters the game for T. Parker,,58-39,,
1:17.0,K. Leonard makes free throw 1 of 2,1,59-39,,
1:17.0,K. Leonard makes free throw 2 of 2,1,60-39,,
1:02.0,,,60-39,,E. Kanter misses 2-pt shot from 6 ft
1:00.0,Defensive rebound by C. Joseph,,60-39,,
0:40.0,C. Joseph misses 2-pt shot from 23 ft,,60-39,,
0:39.0,,,60-39,,Defensive rebound by E. Kanter
0:33.0,,,60-41,2,R. Westbrook makes 2-pt shot from 1 ft
0:11.0,B. Diaw misses 2-pt shot from 5 ft,,60-41,,
0:09.0,Offensive rebound by T. Duncan,,60-41,,
0:00.0,C. Joseph makes 3-pt shot from 24 ft (assist by T. Duncan),3,63-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,T. Duncan makes 2-pt shot from 12 ft (assist by C. Joseph),2,65-41,,
11:32.0,,,65-44,3,D. Waiters makes 3-pt shot from 24 ft
11:20.0,Offensive foul by K. Leonard,,65-44,,
11:20.0,Turnover by K. Leonard (offensive foul),,65-44,,
11:04.0,,,65-44,,E. Kanter misses 2-pt shot from 1 ft (block by K. Leonard)
11:04.0,,,65-44,,Offensive rebound by Team
10:57.0,,,65-44,,D. Waiters misses 2-pt shot from 4 ft
10:56.0,Defensive rebound by C. Joseph,,65-44,,
10:45.0,K. Leonard makes 3-pt shot from 24 ft (assist by C. Joseph),3,68-44,,
10:35.0,,,68-44,,Turnover by R. Westbrook (bad pass; steal by T. Duncan)
10:20.0,Turnover by K. Leonard (bad pass; steal by R. Westbrook),,68-44,,
10:16.0,,,68-44,,Offensive charge foul by R. Westbrook
10:16.0,,,68-44,,Turnover by R. Westbrook (offensive foul)
9:57.0,T. Duncan makes 2-pt shot from 6 ft (assist by C. Joseph),2,70-44,,
9:45.0,,,70-44,,Shooting foul by D. Green (drawn by D. Waiters)
9:45.0,,,70-44,,D. Waiters misses free throw 1 of 2
9:45.0,,,70-44,,Offensive rebound by Team
9:45.0,,,70-44,,A. Roberson enters the game for K. Singler
9:45.0,,,70-44,,D. Waiters misses free throw 2 of 2
9:44.0,Defensive rebound by D. Green,,70-44,,
9:31.0,D. Green misses 3-pt shot from 25 ft,,70-44,,
9:30.0,,,70-44,,Defensive rebound by Team
9:15.0,,,70-44,,Shooting foul by D. Green (drawn by E. Kanter)
9:15.0,,,70-44,,E. Kanter misses free throw 1 of 2
9:15.0,,,70-44,,Offensive rebound by Team
9:15.0,M. Ginobili enters the game for D. Green,,70-44,,
9:15.0,,,70-45,1,E. Kanter makes free throw 2 of 2
9:01.0,K. Leonard misses 2-pt shot from 16 ft,,70-45,,
9:00.0,Offensive rebound by A. Baynes,,70-45,,
8:59.0,,,70-45,,Personal foul by S. Adams (drawn by A. Baynes)
8:50.0,M. Ginobili makes 2-pt shot from 3 ft,2,72-45,,
8:42.0,,,72-45,,Oklahoma City full timeout
8:42.0,,,72-45,,A. Morrow enters the game for S. Adams
8:42.0,B. Diaw enters the game for A. Baynes,,72-45,,
8:35.0,,,72-47,2,R. Westbrook makes 2-pt shot from 14 ft
8:24.0,C. Joseph makes 2-pt shot at rim (assist by M. Ginobili),2,74-47,,
8:12.0,,,74-47,,R. Westbrook misses 2-pt shot from 1 ft (block by T. Duncan)
8:10.0,,,74-47,,Offensive rebound by D. Waiters
8:05.0,,,74-49,2,D. Waiters makes 2-pt shot at rim
7:46.0,T. Duncan misses 2-pt shot from 10 ft,,74-49,,
7:45.0,,,74-49,,Defensive rebound by A. Roberson
7:40.0,,,74-49,,Offensive foul by E. Kanter
7:40.0,,,74-49,,Turnover by E. Kanter (offensive foul)
7:40.0,M. Belinelli enters the game for K. Leonard,,74-49,,
7:21.0,T. Duncan misses 2-pt shot from 6 ft,,74-49,,
7:18.0,Offensive rebound by B. Diaw,,74-49,,
7:18.0,B. Diaw misses 2-pt shot at rim,,74-49,,
7:16.0,Offensive rebound by M. Belinelli,,74-49,,
7:09.0,Shooting foul by E. Kanter (drawn by T. Duncan),,74-49,,
7:09.0,T. Duncan makes free throw 1 of 2,1,75-49,,
7:09.0,T. Duncan makes free throw 2 of 2,1,76-49,,
6:55.0,,,76-49,,R. Westbrook misses 2-pt shot at rim
6:54.0,Defensive rebound by T. Duncan,,76-49,,
6:42.0,M. Ginobili misses 3-pt shot from 24 ft,,76-49,,
6:40.0,,,76-49,,Defensive rebound by A. Roberson
6:37.0,Personal foul by M. Belinelli (drawn by D. Waiters),,76-49,,
6:37.0,,,76-49,,D. Waiters misses free throw 1 of 2
6:37.0,,,76-49,,Offensive rebound by Team
6:37.0,,,76-50,1,D. Waiters makes free throw 2 of 2
6:18.0,Turnover by B. Diaw (traveling),,76-50,,
6:12.0,,,76-50,,Offensive foul by A. Roberson
6:12.0,,,76-50,,Turnover by A. Roberson (offensive foul)
6:02.0,Turnover by T. Duncan (bad pass; steal by A. Roberson),,76-50,,
5:49.0,,,76-50,,Turnover by A. Roberson (lost ball)
5:31.0,M. Ginobili makes 2-pt shot at rim,2,78-50,,
5:29.0,,,78-50,,Oklahoma City full timeout
5:29.0,A. Baynes enters the game for T. Duncan,,78-50,,
5:29.0,,,78-50,,S. Adams enters the game for E. Kanter
5:29.0,,,78-50,,D. Augustin enters the game for R. Westbrook
5:29.0,P. Mills enters the game for C. Joseph,,78-50,,
5:17.0,,,78-50,,D. Waiters misses 2-pt shot from 19 ft
5:16.0,Defensive rebound by M. Ginobili,,78-50,,
5:04.0,B. Diaw misses 2-pt shot from 4 ft (block by S. Adams),,78-50,,
5:03.0,,,78-50,,Defensive rebound by A. Roberson
4:53.0,,,78-50,,Turnover by D. Waiters (traveling)
4:41.0,Turnover by P. Mills (lost ball; steal by D. Augustin),,78-50,,
4:28.0,,,78-50,,A. Morrow misses 2-pt shot from 11 ft
4:27.0,,,78-50,,Offensive rebound by S. Adams
4:24.0,,,78-50,,S. Adams misses 2-pt shot from 3 ft
4:23.0,Defensive rebound by M. Ginobili,,78-50,,
4:14.0,M. Belinelli makes 2-pt shot from 20 ft (assist by P. Mills),2,80-50,,
3:47.0,,,80-50,,A. Roberson misses 2-pt shot from 13 ft
3:46.0,Defensive rebound by B. Diaw,,80-50,,
3:33.0,Turnover by M. Ginobili (bad pass; steal by D. Waiters),,80-50,,
3:31.0,,,80-50,,Turnover by D. Waiters (bad pass; steal by P. Mills)
3:27.0,Turnover by B. Diaw (bad pass; steal by A. Roberson),,80-50,,
3:19.0,,,80-50,,A. Morrow misses 3-pt shot from 24 ft
3:18.0,,,80-50,,Offensive rebound by S. Adams
3:13.0,,,80-50,,D. Waiters misses 3-pt shot from 25 ft
3:11.0,Defensive rebound by M. Ginobili,,80-50,,
3:05.0,San Antonio full timeout,,80-50,,
3:05.0,,,80-50,,P. Jones enters the game for D. Waiters
2:55.0,P. Mills makes 2-pt shot from 22 ft,2,82-50,,
2:34.0,,,82-50,,A. Roberson misses 3-pt shot from 22 ft
2:33.0,Defensive rebound by A. Baynes,,82-50,,
2:26.0,M. Ginobili misses 2-pt shot from 19 ft,,82-50,,
2:25.0,,,82-50,,Defensive rebound by S. Adams
2:14.0,,,82-52,2,S. Adams makes 2-pt shot from 8 ft (assist by D. Augustin)
1:58.0,A. Baynes makes 2-pt shot at rim (assist by M. Ginobili),2,84-52,,
1:31.0,,,84-52,,D. Augustin misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by M. Ginobili,,84-52,,
1:20.0,A. Baynes makes 2-pt shot at rim (assist by B. Diaw),2,86-52,,
1:02.0,,,86-54,2,P. Jones makes 2-pt shot from 7 ft
1:02.0,,,86-54,,Shooting foul by B. Diaw (drawn by P. Jones)
1:02.0,,,86-54,,J. Lamb enters the game for A. Roberson
1:02.0,,,86-54,,M. McGary enters the game for S. Adams
1:02.0,C. Joseph enters the game for M. Ginobili,,86-54,,
1:02.0,,,86-54,,P. Jones misses free throw 1 of 1
1:00.0,,,86-54,,Offensive rebound by Team
0:59.0,,,86-54,,P. Jones misses 2-pt shot from 18 ft
0:58.0,Defensive rebound by C. Joseph,,86-54,,
0:49.0,C. Joseph misses 2-pt shot from 8 ft,,86-54,,
0:48.0,Offensive rebound by A. Baynes,,86-54,,
0:46.0,A. Baynes misses 2-pt shot at rim (block by P. Jones),,86-54,,
0:44.0,,,86-54,,Defensive rebound by M. McGary
0:37.0,,,86-54,,M. McGary misses 2-pt shot from 10 ft
0:36.0,Defensive rebound by C. Joseph,,86-54,,
0:28.0,A. Baynes makes 2-pt shot at rim (assist by C. Joseph),2,88-54,,
0:14.0,,,88-57,3,D. Augustin makes 3-pt shot from 24 ft (assist by M. McGary)
0:00.0,C. Joseph misses 2-pt shot from 15 ft,,88-57,,
0:00.0,Offensive rebound by Team,,88-57,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,88-57,,J. Lamb misses 2-pt shot from 10 ft
11:35.0,Defensive rebound by C. Joseph,,88-57,,
11:16.0,M. Belinelli makes 2-pt shot from 19 ft (assist by B. Diaw),2,90-57,,
11:01.0,,,90-59,2,J. Lamb makes 2-pt shot from 5 ft
11:01.0,,,90-59,,Shooting foul by J. Ayres (drawn by J. Lamb)
11:01.0,R. Williams enters the game for B. Diaw,,90-59,,
11:01.0,,,90-60,1,J. Lamb makes free throw 1 of 1
10:49.0,Shooting foul by P. Jones (drawn by P. Mills),,90-60,,
10:49.0,P. Mills misses free throw 1 of 2,,90-60,,
10:49.0,Offensive rebound by Team,,90-60,,
10:49.0,P. Mills makes free throw 2 of 2,1,91-60,,
10:37.0,,,91-62,2,A. Morrow makes 2-pt shot from 7 ft (assist by M. McGary)
10:18.0,M. Belinelli makes 2-pt shot from 19 ft (assist by C. Joseph),2,93-62,,
10:10.0,Personal foul by R. Williams (drawn by P. Jones),,93-62,,
10:10.0,M. Bonner enters the game for C. Joseph,,93-62,,
10:04.0,,,93-62,,D. Augustin misses 2-pt shot from 18 ft
10:03.0,,,93-62,,Offensive rebound by M. McGary
9:59.0,,,93-62,,M. McGary misses 2-pt shot from 6 ft
9:59.0,Defensive rebound by M. Bonner,,93-62,,
9:51.0,P. Mills makes 2-pt shot from 1 ft,2,95-62,,
9:40.0,Personal foul by R. Williams (drawn by A. Morrow),,95-62,,
9:40.0,,,95-62,,S. Novak enters the game for A. Morrow
9:35.0,,,95-62,,Shooting foul by M. Bonner (drawn by P. Jones)
9:35.0,,,95-62,,P. Jones misses free throw 1 of 2
9:35.0,,,95-62,,Offensive rebound by Team
9:35.0,,,95-63,1,P. Jones makes free throw 2 of 2
9:22.0,P. Mills misses 3-pt shot from 24 ft,,95-63,,
9:21.0,,,95-63,,Defensive rebound by J. Lamb
9:11.0,,,95-65,2,P. Jones makes 2-pt shot from 2 ft (assist by S. Novak)
8:58.0,P. Mills misses 3-pt shot from 24 ft,,95-65,,
8:57.0,,,95-65,,Defensive rebound by D. Augustin
8:40.0,,,95-67,2,M. McGary makes 2-pt shot from 1 ft
8:24.0,M. Belinelli makes 2-pt shot at rim (assist by P. Mills),2,97-67,,
8:15.0,,,97-67,,Oklahoma City full timeout
7:57.0,,,97-69,2,D. Augustin makes 2-pt shot from 10 ft
7:38.0,M. Belinelli misses 3-pt shot from 24 ft,,97-69,,
7:37.0,,,97-69,,Defensive rebound by M. McGary
7:31.0,,,97-71,2,M. McGary makes 2-pt shot at rim (assist by D. Augustin)
7:19.0,R. Williams makes 2-pt shot from 1 ft,2,99-71,,
7:19.0,Shooting foul by J. Lamb (drawn by R. Williams),,99-71,,
7:19.0,R. Williams makes free throw 1 of 1,1,100-71,,
7:06.0,,,100-71,,S. Novak misses 3-pt shot from 24 ft
7:05.0,Defensive rebound by P. Mills,,100-71,,
6:55.0,P. Mills misses 2-pt shot from 8 ft,,100-71,,
6:53.0,Offensive rebound by R. Williams,,100-71,,
6:53.0,R. Williams makes 2-pt shot at rim,2,102-71,,
6:32.0,,,102-71,,M. McGary misses 2-pt shot from 2 ft
6:30.0,,,102-71,,Offensive rebound by M. McGary
6:30.0,,,102-73,2,M. McGary makes 2-pt shot from 1 ft
6:07.0,P. Mills misses 3-pt shot from 24 ft,,102-73,,
6:06.0,,,102-73,,Defensive rebound by J. Lamb
5:59.0,,,102-73,,Shooting foul by J. Ayres (drawn by J. Lamb)
5:59.0,,,102-75,2,J. Lamb makes 2-pt shot from 1 ft
5:59.0,Official timeout,,102-75,,
5:59.0,,,102-76,1,J. Lamb makes free throw 1 of 1
5:36.0,M. Bonner misses 3-pt shot from 23 ft,,102-76,,
5:35.0,Offensive rebound by J. Ayres,,102-76,,
5:18.0,R. Williams misses 3-pt shot from 24 ft,,102-76,,
5:16.0,,,102-76,,Defensive rebound by M. McGary
5:09.0,,,102-76,,D. Augustin misses 2-pt shot from 2 ft
5:08.0,Defensive rebound by J. Ayres,,102-76,,
4:47.0,P. Mills misses 2-pt shot from 21 ft,,102-76,,
4:46.0,Offensive rebound by J. Ayres,,102-76,,
4:36.0,M. Belinelli misses 2-pt shot from 6 ft,,102-76,,
4:34.0,,,102-76,,Defensive rebound by M. McGary
4:20.0,,,102-76,,J. Lamb misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by R. Williams,,102-76,,
4:02.0,M. Belinelli misses 3-pt shot from 27 ft,,102-76,,
4:01.0,,,102-76,,Defensive rebound by J. Lamb
3:55.0,Personal foul by P. Mills (drawn by J. Lamb),,102-76,,
3:55.0,,,102-77,1,J. Lamb makes free throw 1 of 2
3:55.0,,,102-77,,J. Lamb misses free throw 2 of 2
