time,Toronto,pts.away,score,pts.home,Washington
10:41.0,L. Williams makes 3-pt shot from 26 ft (assist by P. Patterson),3,27-38,,
10:17.0,,,27-38,,N. Hilario misses 2-pt shot from 20 ft
10:16.0,Defensive rebound by T. Hansbrough,,27-38,,
10:08.0,G. Vasquez makes 3-pt shot from 26 ft,3,30-38,,
9:47.0,,,30-38,,Shooting foul by T. Ross (drawn by B. Beal)
9:47.0,,,30-39,1,B. Beal makes free throw 1 of 2
9:47.0,,,30-40,1,B. Beal makes free throw 2 of 2
9:30.0,G. Vasquez misses 3-pt shot from 26 ft,,30-40,,
9:28.0,,,30-40,,Defensive rebound by O. Porter
9:20.0,,,30-40,,B. Beal misses 2-pt shot from 3 ft
9:19.0,Defensive rebound by Team,,30-40,,
9:13.0,Shooting foul by B. Beal (drawn by L. Williams),,30-40,,
9:13.0,L. Williams misses free throw 1 of 2,,30-40,,
9:13.0,Offensive rebound by Team,,30-40,,
9:13.0,L. Williams makes free throw 2 of 2,1,31-40,,
9:04.0,,,31-43,3,D. Gooden makes 3-pt shot from 27 ft (assist by R. Sessions)
8:59.0,Offensive foul by P. Patterson,,31-43,,
8:59.0,Turnover by P. Patterson (offensive foul),,31-43,,
8:59.0,Official timeout,,31-43,,
8:42.0,,,31-46,3,O. Porter makes 3-pt shot from 23 ft (assist by B. Beal)
8:27.0,L. Williams misses 2-pt shot from 11 ft,,31-46,,
8:26.0,,,31-46,,Defensive rebound by D. Gooden
8:11.0,,,31-48,2,B. Beal makes 2-pt shot from 5 ft
7:51.0,P. Patterson makes 2-pt shot from 2 ft (assist by T. Hansbrough),2,33-48,,
7:29.0,,,33-48,,D. Gooden misses 3-pt shot from 27 ft
7:28.0,,,33-48,,Offensive rebound by B. Beal
7:26.0,,,33-50,2,B. Beal makes 2-pt shot from 2 ft
7:08.0,P. Patterson misses 3-pt shot from 25 ft,,33-50,,
7:07.0,,,33-50,,Defensive rebound by N. Hilario
6:59.0,,,33-51,1,R. Sessions makes flagrant free throw 1 of 2
6:59.0,,,33-52,1,R. Sessions makes flagrant free throw 2 of 2
6:59.0,K. Lowry enters the game for T. Ross,,33-52,,
6:59.0,D. DeRozan enters the game for G. Vasquez,,33-52,,
6:59.0,A. Johnson enters the game for T. Hansbrough,,33-52,,
6:50.0,,,33-52,,B. Beal misses 3-pt shot from 28 ft
6:49.0,Defensive rebound by Team,,33-52,,
6:30.0,,,33-52,,Personal block foul by N. Hilario (drawn by L. Williams)
6:23.0,L. Williams misses 3-pt shot from 24 ft,,33-52,,
6:22.0,,,33-52,,Defensive rebound by R. Sessions
6:15.0,,,33-52,,Shooting foul by L. Williams (drawn by B. Beal)
6:15.0,,,33-53,1,B. Beal makes free throw 1 of 2
6:15.0,,,33-53,,J. Wall enters the game for R. Sessions
6:15.0,,,33-53,,B. Beal misses free throw 2 of 2
6:14.0,Defensive rebound by D. DeRozan,,33-53,,
6:02.0,A. Johnson makes 2-pt shot from 1 ft (assist by D. DeRozan),2,35-53,,
5:42.0,,,35-53,,B. Beal misses 2-pt shot at rim
5:41.0,Defensive rebound by P. Patterson,,35-53,,
5:32.0,K. Lowry misses 3-pt shot from 25 ft,,35-53,,
5:31.0,Offensive rebound by K. Lowry,,35-53,,
5:19.0,D. DeRozan makes 2-pt shot from 14 ft,2,37-53,,
5:01.0,,,37-53,,N. Hilario misses 2-pt shot from 2 ft
5:00.0,Defensive rebound by A. Johnson,,37-53,,
4:55.0,P. Patterson misses 3-pt shot from 25 ft,,37-53,,
4:52.0,Offensive rebound by K. Lowry,,37-53,,
4:50.0,P. Patterson misses 2-pt shot from 12 ft (block by J. Wall),,37-53,,
4:48.0,,,37-53,,Defensive rebound by N. Hilario
4:44.0,,,37-53,,B. Beal misses 3-pt shot from 26 ft
4:43.0,,,37-53,,Offensive rebound by D. Gooden
4:43.0,,,37-53,,D. Gooden misses 2-pt shot from 2 ft
4:41.0,Defensive rebound by K. Lowry,,37-53,,
4:39.0,,,37-53,,Personal foul by J. Wall (drawn by L. Williams)
4:39.0,,,37-53,,Washington full timeout
4:39.0,,,37-53,,M. Gortat enters the game for N. Hilario
4:39.0,,,37-53,,P. Pierce enters the game for D. Gooden
4:39.0,T. Ross enters the game for P. Patterson,,37-53,,
4:29.0,K. Lowry makes 2-pt shot from 5 ft,2,39-53,,
4:16.0,,,39-55,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
4:02.0,A. Johnson misses 2-pt shot from 4 ft,,39-55,,
4:02.0,Offensive rebound by K. Lowry,,39-55,,
4:02.0,K. Lowry makes 2-pt shot from 1 ft,2,41-55,,
4:02.0,Shooting foul by J. Wall (drawn by K. Lowry),,41-55,,
4:02.0,,,41-55,,R. Sessions enters the game for J. Wall
4:02.0,K. Lowry makes free throw 1 of 1,1,42-55,,
3:47.0,,,42-55,,O. Porter misses 2-pt shot from 16 ft
3:46.0,Defensive rebound by D. DeRozan,,42-55,,
3:39.0,D. DeRozan makes 2-pt shot from 12 ft,2,44-55,,
3:19.0,,,44-57,2,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat)
3:05.0,Offensive foul by A. Johnson,,44-57,,
3:05.0,Turnover by A. Johnson (offensive foul),,44-57,,
2:56.0,,,44-57,,B. Beal misses 2-pt shot from 17 ft
2:54.0,Defensive rebound by K. Lowry,,44-57,,
2:48.0,K. Lowry misses 2-pt shot from 7 ft,,44-57,,
2:47.0,,,44-57,,Defensive rebound by O. Porter
2:36.0,,,44-59,2,R. Sessions makes 2-pt shot from 2 ft (assist by P. Pierce)
2:18.0,D. DeRozan misses 2-pt shot from 18 ft,,44-59,,
2:17.0,,,44-59,,Defensive rebound by M. Gortat
2:04.0,,,44-59,,O. Porter misses 2-pt shot from 21 ft
2:03.0,Defensive rebound by K. Lowry,,44-59,,
1:57.0,L. Williams makes 3-pt shot from 24 ft (assist by K. Lowry),3,47-59,,
1:29.0,,,47-62,3,R. Sessions makes 3-pt shot from 26 ft (assist by B. Beal)
1:16.0,L. Williams misses 3-pt shot from 27 ft,,47-62,,
1:15.0,,,47-62,,Defensive rebound by O. Porter
1:01.0,,,47-62,,O. Porter misses 2-pt shot from 4 ft
1:00.0,,,47-62,,Offensive rebound by M. Gortat
1:00.0,,,47-64,2,M. Gortat makes 2-pt shot from 4 ft
1:00.0,,,47-64,,Shooting foul by A. Johnson (drawn by M. Gortat)
1:00.0,Toronto full timeout,,47-64,,
1:00.0,G. Vasquez enters the game for T. Ross,,47-64,,
1:00.0,J. Valanciunas enters the game for A. Johnson,,47-64,,
1:00.0,,,47-64,,M. Gortat misses free throw 1 of 1
0:59.0,Defensive rebound by D. DeRozan,,47-64,,
0:48.0,Shooting foul by B. Beal (drawn by L. Williams),,47-64,,
0:48.0,,,47-64,,Technical foul by B. Beal (drawn by L. Williams)
0:48.0,D. DeRozan makes technical free throw,1,48-64,,
0:48.0,L. Williams makes free throw 1 of 2,1,49-64,,
0:48.0,L. Williams makes free throw 2 of 2,1,50-64,,
0:31.0,,,50-66,2,O. Porter makes 2-pt shot from 4 ft (assist by R. Sessions)
0:26.0,Turnover by K. Lowry (bad pass; steal by B. Beal),,50-66,,
0:15.0,,,50-66,,Washington full timeout
0:15.0,T. Ross enters the game for J. Valanciunas,,50-66,,
0:15.0,P. Patterson enters the game for K. Lowry,,50-66,,
0:02.0,,,50-66,,B. Beal misses 2-pt shot from 7 ft
0:01.0,Defensive rebound by L. Williams,,50-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,50-66,,Turnover by P. Pierce (bad pass; steal by D. DeRozan)
11:37.0,K. Lowry makes 2-pt shot from 1 ft,2,52-66,,
11:14.0,,,52-69,3,P. Pierce makes 3-pt shot from 27 ft (assist by B. Beal)
10:51.0,Turnover by K. Lowry (bad pass; steal by M. Gortat),,52-69,,
10:37.0,,,52-69,,M. Gortat misses 2-pt shot from 3 ft
10:35.0,,,52-69,,Offensive rebound by M. Gortat
10:33.0,,,52-71,2,M. Gortat makes 2-pt shot from 1 ft
10:29.0,,,52-71,,Violation by N. Hilario (kicked ball)
10:24.0,D. DeRozan misses 2-pt shot from 19 ft,,52-71,,
10:22.0,,,52-71,,Defensive rebound by J. Wall
10:17.0,,,52-74,3,P. Pierce makes 3-pt shot from 28 ft (assist by J. Wall)
9:58.0,K. Lowry makes 3-pt shot from 27 ft (assist by D. DeRozan),3,55-74,,
9:34.0,,,55-74,,N. Hilario misses 2-pt shot from 14 ft
9:33.0,,,55-74,,Offensive rebound by M. Gortat
9:29.0,,,55-77,3,B. Beal makes 3-pt shot from 32 ft (assist by M. Gortat)
9:16.0,K. Lowry misses 3-pt shot from 24 ft,,55-77,,
9:15.0,,,55-77,,Defensive rebound by N. Hilario
9:06.0,,,55-77,,Turnover by J. Wall (discontinued dribble)
9:00.0,,,55-77,,Personal foul by N. Hilario (drawn by A. Johnson)
8:45.0,A. Johnson misses 2-pt shot from 7 ft,,55-77,,
8:44.0,Offensive rebound by K. Lowry,,55-77,,
8:35.0,J. Valanciunas makes 2-pt shot from 5 ft (assist by K. Lowry),2,57-77,,
8:20.0,,,57-77,,B. Beal misses 2-pt shot from 22 ft
8:18.0,Defensive rebound by A. Johnson,,57-77,,
8:11.0,K. Lowry misses 2-pt shot at rim,,57-77,,
8:10.0,,,57-77,,Defensive rebound by P. Pierce
8:04.0,,,57-79,2,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall)
7:39.0,D. DeRozan makes 2-pt shot from 7 ft,2,59-79,,
7:13.0,,,59-79,,Turnover by N. Hilario (lost ball; steal by D. DeRozan)
6:52.0,K. Lowry makes 2-pt shot from 1 ft,2,61-79,,
6:35.0,,,61-79,,B. Beal misses 2-pt shot from 20 ft (block by T. Ross)
6:33.0,Defensive rebound by J. Valanciunas,,61-79,,
6:31.0,Turnover by K. Lowry (bad pass; steal by B. Beal),,61-79,,
6:16.0,,,61-79,,N. Hilario misses 2-pt shot from 2 ft (block by A. Johnson)
6:16.0,,,61-79,,Offensive rebound by N. Hilario
6:16.0,,,61-79,,Shooting foul by K. Lowry (drawn by N. Hilario)
6:16.0,,,61-80,1,N. Hilario makes free throw 1 of 2
6:16.0,,,61-80,,N. Hilario misses free throw 2 of 2
6:15.0,Defensive rebound by J. Valanciunas,,61-80,,
6:02.0,D. DeRozan misses 2-pt shot from 17 ft,,61-80,,
6:01.0,,,61-80,,Defensive rebound by M. Gortat
5:47.0,,,61-82,2,J. Wall makes 2-pt shot from 18 ft
5:35.0,Toronto full timeout,,61-82,,
5:25.0,Turnover by K. Lowry (bad pass; steal by B. Beal),,61-82,,
5:12.0,,,61-82,,Turnover by M. Gortat (bad pass; steal by T. Ross)
5:08.0,Turnover by T. Ross (bad pass; steal by N. Hilario),,61-82,,
5:00.0,,,61-85,3,P. Pierce makes 3-pt shot from 26 ft (assist by B. Beal)
4:41.0,A. Johnson makes 2-pt shot from 3 ft,2,63-85,,
4:17.0,,,63-88,3,J. Wall makes 3-pt shot from 26 ft (assist by N. Hilario)
4:03.0,D. DeRozan makes 2-pt shot from 18 ft (assist by K. Lowry),2,65-88,,
3:51.0,,,65-88,,P. Pierce misses 3-pt shot from 27 ft
3:50.0,Defensive rebound by T. Ross,,65-88,,
3:41.0,K. Lowry misses 3-pt shot from 26 ft,,65-88,,
3:39.0,,,65-88,,Defensive rebound by P. Pierce
3:28.0,,,65-88,,Shooting foul by A. Johnson (drawn by M. Gortat)
3:28.0,,,65-88,,M. Gortat misses free throw 1 of 2
3:28.0,,,65-88,,Offensive rebound by Team
3:28.0,L. Williams enters the game for A. Johnson,,65-88,,
3:28.0,P. Patterson enters the game for J. Valanciunas,,65-88,,
3:28.0,,,65-88,,O. Porter enters the game for P. Pierce
3:28.0,,,65-88,,D. Gooden enters the game for N. Hilario
3:28.0,,,65-89,1,M. Gortat makes free throw 2 of 2
3:14.0,Turnover by D. DeRozan (lost ball; steal by J. Wall),,65-89,,
3:10.0,,,65-89,,Shooting foul by L. Williams (drawn by M. Gortat)
3:10.0,,,65-90,1,M. Gortat makes free throw 1 of 2
3:10.0,,,65-90,,R. Sessions enters the game for B. Beal
3:10.0,,,65-91,1,M. Gortat makes free throw 2 of 2
2:58.0,,,65-91,,Washington full timeout
2:54.0,L. Williams misses 3-pt shot from 24 ft,,65-91,,
2:52.0,,,65-91,,Defensive rebound by O. Porter
2:33.0,,,65-94,3,R. Sessions makes 3-pt shot from 23 ft (assist by J. Wall)
2:20.0,Shooting foul by M. Gortat (drawn by P. Patterson),,65-94,,
2:20.0,P. Patterson makes free throw 1 of 2,1,66-94,,
2:20.0,P. Patterson makes free throw 2 of 2,1,67-94,,
2:05.0,Violation by P. Patterson (kicked ball),,67-94,,
2:05.0,G. Vasquez enters the game for T. Ross,,67-94,,
1:51.0,,,67-97,3,R. Sessions makes 3-pt shot from 25 ft (assist by M. Gortat)
1:38.0,K. Lowry makes 3-pt shot from 26 ft (assist by G. Vasquez),3,70-97,,
1:13.0,,,70-99,2,M. Gortat makes 2-pt shot from 14 ft (assist by J. Wall)
1:00.0,G. Vasquez misses 3-pt shot from 27 ft,,70-99,,
0:59.0,,,70-99,,Defensive rebound by O. Porter
0:46.0,,,70-99,,Turnover by M. Gortat (bad pass)
0:46.0,,,70-99,,B. Beal enters the game for J. Wall
0:25.0,P. Patterson misses 3-pt shot from 23 ft,,70-99,,
0:24.0,,,70-99,,Defensive rebound by D. Gooden
0:08.0,Personal foul by G. Vasquez (drawn by R. Sessions),,70-99,,
0:02.0,,,70-99,,Shooting foul by G. Vasquez (drawn by B. Beal)
0:02.0,,,70-100,1,B. Beal makes free throw 1 of 3
0:02.0,,,70-101,1,B. Beal makes free throw 2 of 3
0:02.0,,,70-102,1,B. Beal makes free throw 3 of 3
0:01.0,K. Lowry misses 3-pt shot from 48 ft,,70-102,,
0:00.0,Offensive rebound by Team,,70-102,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by P. Patterson (bad pass; steal by B. Beal),,70-102,,
11:40.0,,,70-102,,Shooting foul by L. Williams (drawn by B. Beal)
11:40.0,,,70-103,1,B. Beal makes free throw 1 of 2
11:40.0,,,70-103,,N. Hilario enters the game for M. Gortat
11:40.0,,,70-104,1,B. Beal makes free throw 2 of 2
11:26.0,Offensive foul by K. Lowry,,70-104,,
11:26.0,Turnover by K. Lowry (offensive foul),,70-104,,
11:09.0,,,70-104,,Turnover by D. Gooden (bad pass)
10:54.0,Shooting foul by N. Hilario (drawn by L. Williams),,70-104,,
10:54.0,L. Williams makes free throw 1 of 2,1,71-104,,
10:54.0,L. Williams misses free throw 2 of 2,,71-104,,
10:54.0,,,71-104,,Defensive rebound by O. Porter
10:29.0,,,71-104,,B. Beal misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by G. Vasquez,,71-104,,
10:23.0,Shooting foul by N. Hilario (drawn by K. Lowry),,71-104,,
10:23.0,K. Lowry makes free throw 1 of 2,1,72-104,,
10:23.0,K. Lowry makes free throw 2 of 2,1,73-104,,
10:05.0,,,73-106,2,N. Hilario makes 2-pt shot from 6 ft
10:05.0,,,73-106,,Shooting foul by T. Hansbrough (drawn by N. Hilario)
10:05.0,,,73-107,1,N. Hilario makes free throw 1 of 1
9:51.0,L. Williams misses 2-pt shot from 16 ft,,73-107,,
9:50.0,,,73-107,,Defensive rebound by O. Porter
9:39.0,,,73-107,,R. Sessions misses 3-pt shot from 28 ft
9:38.0,Defensive rebound by T. Hansbrough,,73-107,,
9:20.0,G. Vasquez makes 3-pt shot from 27 ft (assist by P. Patterson),3,76-107,,
9:09.0,Personal foul by L. Williams (drawn by R. Sessions),,76-107,,
8:54.0,,,76-110,3,D. Gooden makes 3-pt shot from 29 ft (assist by R. Sessions)
8:41.0,P. Patterson misses 3-pt shot from 26 ft,,76-110,,
8:40.0,,,76-110,,Defensive rebound by Team
8:40.0,Official timeout,,76-110,,
8:40.0,J. Valanciunas enters the game for T. Hansbrough,,76-110,,
8:20.0,,,76-112,2,D. Gooden makes 2-pt shot from 16 ft (assist by B. Beal)
8:00.0,J. Valanciunas makes 2-pt shot at rim (assist by G. Vasquez),2,78-112,,
7:33.0,,,78-112,,B. Beal misses 2-pt shot from 14 ft
7:32.0,Defensive rebound by J. Valanciunas,,78-112,,
7:21.0,Offensive foul by G. Vasquez,,78-112,,
7:21.0,Turnover by G. Vasquez (offensive foul),,78-112,,
7:21.0,D. DeRozan enters the game for L. Williams,,78-112,,
7:21.0,,,78-112,,R. Butler enters the game for B. Beal
7:01.0,,,78-114,2,R. Sessions makes 2-pt shot from 6 ft
6:39.0,G. Vasquez misses 2-pt shot from 3 ft,,78-114,,
6:38.0,Offensive rebound by P. Patterson,,78-114,,
6:30.0,Shooting foul by N. Hilario (drawn by J. Valanciunas),,78-114,,
6:30.0,,,78-114,,K. Seraphin enters the game for N. Hilario
6:30.0,J. Valanciunas makes free throw 1 of 2,1,79-114,,
6:30.0,A. Johnson enters the game for P. Patterson,,79-114,,
6:30.0,J. Valanciunas makes free throw 2 of 2,1,80-114,,
6:11.0,,,80-114,,D. Gooden misses 2-pt shot from 11 ft
6:10.0,Defensive rebound by K. Lowry,,80-114,,
6:03.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,82-114,,
5:41.0,,,82-117,3,D. Gooden makes 3-pt shot from 24 ft (assist by R. Butler)
5:22.0,D. DeRozan misses 2-pt shot from 18 ft,,82-117,,
5:21.0,,,82-117,,Defensive rebound by D. Gooden
5:14.0,,,82-117,,Washington full timeout
5:14.0,,,82-117,,K. Humphries enters the game for D. Gooden
5:00.0,,,82-119,2,K. Seraphin makes 2-pt shot from 9 ft
4:47.0,,,82-119,,Personal foul by R. Butler (drawn by A. Johnson)
4:47.0,T. Ross enters the game for K. Lowry,,82-119,,
4:47.0,J. Johnson enters the game for D. DeRozan,,82-119,,
4:41.0,J. Valanciunas makes 2-pt shot at rim (assist by G. Vasquez),2,84-119,,
4:24.0,,,84-119,,O. Porter misses 3-pt shot from 23 ft
4:22.0,Defensive rebound by J. Valanciunas,,84-119,,
4:12.0,G. Vasquez makes 2-pt shot from 8 ft,2,86-119,,
4:12.0,Shooting foul by R. Sessions (drawn by G. Vasquez),,86-119,,
4:12.0,,,86-119,,M. Webster enters the game for O. Porter
4:12.0,,,86-119,,W. Bynum enters the game for R. Sessions
4:12.0,G. Vasquez makes free throw 1 of 1,1,87-119,,
3:56.0,,,87-121,2,K. Seraphin makes 2-pt shot from 9 ft
3:32.0,Turnover by J. Valanciunas (lost ball; steal by W. Bynum),,87-121,,
3:27.0,,,87-123,2,M. Webster makes 2-pt shot at rim (assist by W. Bynum)
3:01.0,J. Johnson misses 2-pt shot from 4 ft,,87-123,,
3:00.0,,,87-123,,Defensive rebound by K. Humphries
2:51.0,,,87-123,,M. Webster misses 3-pt shot from 27 ft
2:50.0,Defensive rebound by T. Ross,,87-123,,
2:38.0,J. Johnson misses 2-pt shot from 19 ft,,87-123,,
2:36.0,Offensive rebound by J. Valanciunas,,87-123,,
2:34.0,J. Valanciunas makes 2-pt shot from 1 ft,2,89-123,,
2:20.0,,,89-123,,R. Butler misses 3-pt shot from 27 ft
2:19.0,Defensive rebound by A. Johnson,,89-123,,
2:07.0,G. Vasquez misses 2-pt shot from 4 ft,,89-123,,
