time,Toronto,pts.away,score,pts.home,Brooklyn
5:01.0,Toronto full timeout,,16-7,,
5:01.0,P. Patterson enters the game for J. Valanciunas,,16-7,,
4:48.0,P. Patterson misses 2-pt shot from 2 ft,,16-7,,
4:47.0,Offensive rebound by A. Johnson,,16-7,,
4:44.0,A. Johnson makes 2-pt shot from 2 ft,2,18-7,,
4:20.0,,,18-9,2,B. Bogdanovic makes 2-pt shot from 12 ft (assist by J. Johnson)
4:01.0,K. Lowry misses 2-pt shot from 15 ft,,18-9,,
4:00.0,,,18-9,,Defensive rebound by C. Jefferson
3:51.0,,,18-11,2,B. Lopez makes 2-pt shot from 8 ft (assist by J. Jack)
3:25.0,A. Johnson makes 2-pt shot from 7 ft,2,20-11,,
3:15.0,,,20-13,2,J. Jack makes 2-pt shot from 13 ft
2:56.0,K. Lowry makes 2-pt shot from 1 ft (assist by D. DeRozan),2,22-13,,
2:48.0,,,22-13,,J. Jack misses 2-pt shot from 3 ft (block by P. Patterson)
2:47.0,,,22-13,,Offensive rebound by Team
2:47.0,L. Williams enters the game for G. Vasquez,,22-13,,
2:41.0,,,22-15,2,B. Lopez makes 2-pt shot from 1 ft (assist by J. Jack)
2:23.0,D. DeRozan misses 2-pt shot from 2 ft,,22-15,,
2:22.0,,,22-15,,Defensive rebound by B. Lopez
2:17.0,,,22-15,,B. Bogdanovic misses 3-pt shot from 23 ft
2:16.0,Defensive rebound by P. Patterson,,22-15,,
2:06.0,Turnover by L. Williams (bad pass; steal by J. Jack),,22-15,,
1:51.0,,,22-17,2,J. Johnson makes 2-pt shot from 6 ft
1:40.0,Turnover by K. Lowry (lost ball; steal by B. Lopez),,22-17,,
1:34.0,,,22-19,2,J. Jack makes 2-pt shot from 11 ft
1:31.0,Toronto full timeout,,22-19,,
1:17.0,D. DeRozan misses 2-pt shot from 10 ft,,22-19,,
1:16.0,,,22-19,,Defensive rebound by C. Jefferson
0:59.0,,,22-21,2,B. Lopez makes 2-pt shot from 6 ft
0:50.0,L. Williams makes 2-pt shot from 6 ft,2,24-21,,
0:43.0,,,24-23,2,J. Jack makes 2-pt shot from 1 ft
0:33.0,Shooting foul by B. Lopez (drawn by A. Johnson),,24-23,,
0:33.0,A. Johnson makes free throw 1 of 2,1,25-23,,
0:33.0,T. Ross enters the game for D. DeRozan,,25-23,,
0:33.0,A. Johnson makes free throw 2 of 2,1,26-23,,
0:11.0,,,26-23,,J. Jack misses 2-pt shot from 19 ft
0:08.0,Defensive rebound by Team,,26-23,,
0:03.0,Shooting foul by B. Bogdanovic (drawn by L. Williams),,26-23,,
0:03.0,L. Williams makes free throw 1 of 3,1,27-23,,
0:03.0,L. Williams makes free throw 2 of 3,1,28-23,,
0:03.0,L. Williams makes free throw 3 of 3,1,29-23,,
0:00.0,,,29-23,,J. Jack misses 3-pt shot from 51 ft
0:00.0,,,29-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,L. Williams misses 2-pt shot from 12 ft,,29-23,,
11:40.0,,,29-23,,Defensive rebound by B. Bogdanovic
11:21.0,,,29-25,2,B. Lopez makes 2-pt shot from 18 ft (assist by J. Jack)
10:57.0,J. Valanciunas makes 2-pt shot from 6 ft,2,31-25,,
10:40.0,,,31-27,2,B. Lopez makes 2-pt shot from 8 ft
10:40.0,,,31-27,,Shooting foul by J. Valanciunas (drawn by B. Lopez)
10:40.0,,,31-28,1,B. Lopez makes free throw 1 of 1
10:18.0,T. Ross misses 2-pt shot from 6 ft,,31-28,,
10:17.0,,,31-28,,Defensive rebound by B. Bogdanovic
9:57.0,,,31-30,2,J. Jack makes 2-pt shot from 6 ft
9:46.0,P. Patterson misses 3-pt shot from 24 ft,,31-30,,
9:45.0,,,31-30,,Defensive rebound by B. Lopez
9:36.0,,,31-30,,Shooting foul by L. Williams (drawn by J. Jack)
9:36.0,,,31-31,1,J. Jack makes free throw 1 of 2
9:36.0,,,31-32,1,J. Jack makes free throw 2 of 2
9:20.0,P. Patterson makes 2-pt shot from 8 ft,2,33-32,,
9:07.0,,,33-34,2,A. Anderson makes 2-pt shot from 1 ft
8:59.0,Shooting foul by A. Anderson (drawn by L. Williams),,33-34,,
8:59.0,Official timeout,,33-34,,
8:59.0,L. Williams makes free throw 1 of 3,1,34-34,,
8:59.0,L. Williams makes free throw 2 of 3,1,35-34,,
8:59.0,L. Williams makes free throw 3 of 3,1,36-34,,
8:45.0,,,36-36,2,B. Bogdanovic makes 2-pt shot from 1 ft
8:22.0,L. Williams makes 3-pt shot from 23 ft (assist by T. Ross),3,39-36,,
8:07.0,,,39-36,,C. Jefferson misses 2-pt shot from 8 ft
8:06.0,Defensive rebound by T. Ross,,39-36,,
7:56.0,T. Ross misses 2-pt shot from 21 ft,,39-36,,
7:55.0,,,39-36,,Defensive rebound by J. Jack
7:51.0,,,39-38,2,C. Jefferson makes 2-pt shot at rim (assist by J. Jack)
7:29.0,P. Patterson makes 2-pt shot from 2 ft (assist by L. Williams),2,41-38,,
7:17.0,,,41-38,,J. Jack misses 2-pt shot from 8 ft
7:16.0,Defensive rebound by L. Williams,,41-38,,
7:10.0,Shooting foul by J. Jack (drawn by L. Williams),,41-38,,
7:10.0,L. Williams makes free throw 1 of 2,1,42-38,,
7:10.0,K. Lowry enters the game for G. Vasquez,,42-38,,
7:10.0,,,42-38,,J. Johnson enters the game for B. Bogdanovic
7:10.0,,,42-38,,D. Morris enters the game for J. Jack
7:10.0,,,42-38,,M. Plumlee enters the game for C. Jefferson
7:10.0,L. Williams makes free throw 2 of 2,1,43-38,,
6:59.0,,,43-38,,A. Anderson misses 2-pt shot from 6 ft
6:58.0,Defensive rebound by J. Valanciunas,,43-38,,
6:54.0,Shooting foul by D. Morris (drawn by L. Williams),,43-38,,
6:54.0,L. Williams makes free throw 1 of 2,1,44-38,,
6:54.0,L. Williams makes free throw 2 of 2,1,45-38,,
6:38.0,,,45-38,,B. Lopez misses 2-pt shot from 7 ft
6:37.0,Defensive rebound by P. Patterson,,45-38,,
6:28.0,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry),2,47-38,,
6:23.0,,,47-38,,Brooklyn full timeout
6:23.0,,,47-38,,J. Jack enters the game for A. Anderson
6:09.0,,,47-38,,B. Lopez misses 2-pt shot from 2 ft
6:08.0,Defensive rebound by K. Lowry,,47-38,,
6:04.0,P. Patterson misses 3-pt shot from 24 ft,,47-38,,
6:03.0,,,47-38,,Defensive rebound by M. Plumlee
5:57.0,,,47-38,,Shooting foul by L. Williams (drawn by B. Lopez)
5:57.0,,,47-39,1,B. Lopez makes free throw 1 of 2
5:57.0,A. Johnson enters the game for P. Patterson,,47-39,,
5:57.0,,,47-40,1,B. Lopez makes free throw 2 of 2
5:40.0,A. Johnson makes 2-pt shot from 1 ft (assist by L. Williams),2,49-40,,
5:25.0,,,49-42,2,B. Lopez makes 2-pt shot at rim (assist by J. Jack)
5:05.0,L. Williams makes 3-pt shot from 24 ft (assist by K. Lowry),3,52-42,,
4:38.0,,,52-42,,J. Jack misses 2-pt shot from 6 ft
4:37.0,,,52-42,,Offensive rebound by M. Plumlee
4:36.0,,,52-44,2,M. Plumlee makes 2-pt shot from 2 ft
4:31.0,Turnover by K. Lowry (lost ball; steal by D. Morris),,52-44,,
4:30.0,Personal foul by K. Lowry (drawn by D. Morris),,52-44,,
4:30.0,D. DeRozan enters the game for L. Williams,,52-44,,
4:20.0,,,52-46,2,J. Johnson makes 2-pt shot from 18 ft
3:59.0,K. Lowry misses 3-pt shot from 25 ft,,52-46,,
3:58.0,,,52-46,,Defensive rebound by D. Morris
3:38.0,,,52-46,,B. Lopez misses 2-pt shot from 18 ft
3:37.0,Defensive rebound by D. DeRozan,,52-46,,
3:26.0,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan),3,55-46,,
3:18.0,,,55-46,,Turnover by B. Lopez (bad pass; steal by D. DeRozan)
3:14.0,D. DeRozan makes 2-pt shot from 1 ft,2,57-46,,
2:54.0,,,57-46,,J. Johnson misses 3-pt shot from 24 ft
2:53.0,Defensive rebound by J. Valanciunas,,57-46,,
2:53.0,,,57-46,,Personal foul by M. Plumlee (drawn by J. Valanciunas)
2:53.0,Toronto full timeout,,57-46,,
2:53.0,T. Hansbrough enters the game for J. Valanciunas,,57-46,,
2:53.0,,,57-46,,B. Bogdanovic enters the game for D. Morris
2:30.0,T. Ross makes 2-pt shot from 4 ft,2,59-46,,
2:15.0,,,59-48,2,B. Lopez makes 2-pt shot from 5 ft (assist by B. Bogdanovic)
1:55.0,Shooting foul by J. Jack (drawn by D. DeRozan),,59-48,,
1:55.0,D. DeRozan makes free throw 1 of 2,1,60-48,,
1:55.0,D. DeRozan makes free throw 2 of 2,1,61-48,,
1:32.0,,,61-50,2,J. Jack makes 2-pt shot from 2 ft
1:18.0,T. Ross misses 3-pt shot from 22 ft,,61-50,,
1:17.0,,,61-50,,Defensive rebound by J. Jack
1:00.0,,,61-52,2,M. Plumlee makes 2-pt shot from 2 ft
0:45.0,A. Johnson makes 2-pt shot from 7 ft,2,63-52,,
0:37.0,,,63-54,2,J. Johnson makes 2-pt shot from 18 ft (assist by J. Jack)
0:34.0,Shooting foul by B. Lopez (drawn by T. Hansbrough),,63-54,,
0:34.0,T. Hansbrough makes free throw 1 of 2,1,64-54,,
0:34.0,,,64-54,,C. Jefferson enters the game for B. Lopez
0:34.0,T. Hansbrough misses free throw 2 of 2,,64-54,,
0:33.0,,,64-54,,Defensive rebound by M. Plumlee
0:25.0,,,64-54,,J. Johnson misses 2-pt shot from 6 ft
0:24.0,Defensive rebound by D. DeRozan,,64-54,,
0:01.0,D. DeRozan makes 2-pt shot from 9 ft,2,66-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,66-54,,Personal foul by K. Garnett (drawn by A. Johnson)
11:44.0,A. Johnson makes 2-pt shot from 2 ft (assist by D. DeRozan),2,68-54,,
11:26.0,,,68-54,,B. Lopez misses 2-pt shot from 12 ft
11:25.0,Defensive rebound by J. Valanciunas,,68-54,,
11:05.0,Shooting foul by B. Bogdanovic (drawn by D. DeRozan),,68-54,,
11:05.0,D. DeRozan makes free throw 1 of 2,1,69-54,,
11:05.0,D. DeRozan makes free throw 2 of 2,1,70-54,,
10:52.0,,,70-56,2,J. Jack makes 2-pt shot from 14 ft
10:32.0,K. Lowry misses 3-pt shot from 22 ft,,70-56,,
10:31.0,,,70-56,,Defensive rebound by B. Lopez
10:23.0,,,70-56,,Shooting foul by A. Johnson (drawn by K. Garnett)
10:23.0,,,70-56,,K. Garnett misses free throw 1 of 2
10:23.0,,,70-56,,Offensive rebound by Team
10:23.0,,,70-57,1,K. Garnett makes free throw 2 of 2
10:13.0,Turnover by A. Johnson (bad pass; steal by B. Lopez),,70-57,,
9:56.0,,,70-57,,B. Bogdanovic misses 3-pt shot from 22 ft
9:55.0,Defensive rebound by G. Vasquez,,70-57,,
9:49.0,Turnover by G. Vasquez (bad pass; steal by K. Garnett),,70-57,,
9:46.0,,,70-57,,Turnover by J. Jack (lost ball; steal by K. Lowry)
9:41.0,A. Johnson makes 2-pt shot from 1 ft (assist by K. Lowry),2,72-57,,
9:35.0,,,72-57,,Shooting foul by A. Johnson (drawn by B. Bogdanovic)
9:35.0,,,72-58,1,B. Bogdanovic makes free throw 1 of 2
9:35.0,,,72-59,1,B. Bogdanovic makes free throw 2 of 2
9:14.0,J. Valanciunas makes 2-pt shot from 10 ft,2,74-59,,
8:53.0,,,74-59,,K. Garnett misses 2-pt shot from 19 ft
8:52.0,Defensive rebound by G. Vasquez,,74-59,,
8:36.0,Turnover by K. Lowry (bad pass; steal by K. Garnett),,74-59,,
8:32.0,Personal foul by K. Lowry (drawn by J. Jack),,74-59,,
8:32.0,,,74-59,,M. Plumlee enters the game for K. Garnett
8:22.0,,,74-59,,B. Lopez misses 2-pt shot from 9 ft
8:21.0,Defensive rebound by J. Valanciunas,,74-59,,
8:05.0,A. Johnson misses 2-pt shot from 1 ft,,74-59,,
8:04.0,Offensive rebound by J. Valanciunas,,74-59,,
8:03.0,J. Valanciunas makes 2-pt shot from 2 ft,2,76-59,,
8:03.0,,,76-59,,Brooklyn full timeout
7:46.0,,,76-59,,J. Jack misses 2-pt shot from 10 ft
7:45.0,,,76-59,,Offensive rebound by B. Lopez
7:43.0,,,76-61,2,B. Lopez makes 2-pt shot from 2 ft
7:27.0,K. Lowry makes 2-pt shot from 1 ft,2,78-61,,
7:13.0,,,78-61,,B. Bogdanovic misses 2-pt shot from 2 ft
7:12.0,,,78-61,,Offensive rebound by B. Lopez
7:10.0,,,78-63,2,B. Lopez makes 2-pt shot at rim
6:57.0,G. Vasquez makes 2-pt shot from 8 ft,2,80-63,,
6:37.0,,,80-65,2,J. Johnson makes 2-pt shot from 15 ft
6:20.0,A. Johnson makes 2-pt shot from 2 ft,2,82-65,,
6:10.0,,,82-65,,J. Jack misses 2-pt shot from 17 ft
6:09.0,Defensive rebound by K. Lowry,,82-65,,
5:58.0,K. Lowry misses 3-pt shot from 26 ft,,82-65,,
5:57.0,,,82-65,,Defensive rebound by M. Plumlee
5:46.0,,,82-67,2,M. Plumlee makes 2-pt shot from 1 ft (assist by J. Johnson)
5:44.0,Toronto full timeout,,82-67,,
5:44.0,P. Patterson enters the game for A. Johnson,,82-67,,
5:44.0,L. Williams enters the game for G. Vasquez,,82-67,,
5:29.0,P. Patterson makes 2-pt shot from 10 ft,2,84-67,,
5:07.0,,,84-70,3,J. Johnson makes 3-pt shot from 24 ft (assist by B. Bogdanovic)
4:48.0,L. Williams misses 3-pt shot from 25 ft,,84-70,,
4:47.0,,,84-70,,Defensive rebound by J. Jack
4:38.0,,,84-70,,J. Jack misses 2-pt shot from 21 ft
4:37.0,Defensive rebound by K. Lowry,,84-70,,
4:33.0,L. Williams makes 2-pt shot from 12 ft (assist by K. Lowry),2,86-70,,
4:33.0,Shooting foul by B. Bogdanovic (drawn by L. Williams),,86-70,,
4:33.0,L. Williams misses free throw 1 of 1,,86-70,,
4:32.0,,,86-70,,Defensive rebound by J. Johnson
4:22.0,,,86-72,2,J. Johnson makes 2-pt shot from 11 ft
4:10.0,Turnover by D. DeRozan (bad pass; steal by B. Lopez),,86-72,,
4:07.0,,,86-72,,Shooting foul by L. Williams (drawn by J. Jack)
4:07.0,,,86-73,1,J. Jack makes free throw 1 of 2
4:07.0,,,86-74,1,J. Jack makes free throw 2 of 2
3:48.0,K. Lowry makes 3-pt shot from 24 ft,3,89-74,,
3:35.0,Personal foul by P. Patterson (drawn by J. Jack),,89-74,,
3:35.0,,,89-75,1,J. Jack makes free throw 1 of 2
3:35.0,,,89-76,1,J. Jack makes free throw 2 of 2
3:20.0,P. Patterson makes 2-pt shot from 9 ft (assist by L. Williams),2,91-76,,
2:59.0,,,91-78,2,J. Johnson makes 2-pt shot from 9 ft
2:46.0,D. DeRozan misses 2-pt shot from 16 ft (block by B. Lopez),,91-78,,
2:45.0,,,91-78,,Defensive rebound by B. Bogdanovic
2:39.0,,,91-78,,J. Johnson misses 3-pt shot from 25 ft
2:37.0,,,91-78,,Offensive rebound by B. Lopez
2:35.0,,,91-78,,B. Lopez misses 2-pt shot from 1 ft (block by J. Valanciunas)
2:34.0,Defensive rebound by J. Valanciunas,,91-78,,
2:18.0,L. Williams misses 3-pt shot from 24 ft,,91-78,,
2:17.0,,,91-78,,Defensive rebound by M. Plumlee
2:11.0,,,91-80,2,J. Jack makes 2-pt shot from 15 ft
1:41.0,K. Lowry misses 2-pt shot from 13 ft,,91-80,,
1:40.0,,,91-80,,Defensive rebound by B. Bogdanovic
1:31.0,,,91-80,,B. Bogdanovic misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by L. Williams,,91-80,,
1:08.0,K. Lowry misses 2-pt shot from 2 ft,,91-80,,
1:07.0,Offensive rebound by J. Valanciunas,,91-80,,
0:44.0,Turnover by P. Patterson (bad pass),,91-80,,
0:44.0,T. Ross enters the game for D. DeRozan,,91-80,,
0:44.0,,,91-80,,C. Jefferson enters the game for M. Plumlee
0:44.0,G. Vasquez enters the game for K. Lowry,,91-80,,
0:35.0,,,91-80,,J. Johnson misses 2-pt shot from 13 ft
0:34.0,Defensive rebound by J. Valanciunas,,91-80,,
0:10.0,L. Williams misses 3-pt shot from 24 ft,,91-80,,
0:09.0,,,91-80,,Defensive rebound by J. Jack
0:05.0,,,91-82,2,J. Jack makes 2-pt shot from 1 ft
0:01.0,P. Patterson misses 3-pt shot from 23 ft,,91-82,,
0:00.0,Offensive rebound by Team,,91-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,91-82,,Turnover by M. Plumlee (lost ball; steal by P. Patterson)
11:27.0,G. Vasquez misses 2-pt shot from 21 ft,,91-82,,
11:26.0,,,91-82,,Defensive rebound by J. Johnson
11:18.0,,,91-82,,Turnover by J. Johnson (lost ball; steal by T. Hansbrough)
11:13.0,T. Ross misses 2-pt shot from 2 ft,,91-82,,
11:12.0,,,91-82,,Defensive rebound by B. Bogdanovic
11:05.0,,,91-82,,Brooklyn full timeout
10:53.0,,,91-85,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by J. Jack)
10:32.0,Shooting foul by M. Plumlee (drawn by T. Hansbrough),,91-85,,
10:32.0,T. Hansbrough makes free throw 1 of 2,1,92-85,,
10:32.0,T. Hansbrough makes free throw 2 of 2,1,93-85,,
10:21.0,,,93-87,2,M. Plumlee makes 2-pt shot from 7 ft (assist by J. Johnson)
10:21.0,,,93-87,,Shooting foul by T. Hansbrough (drawn by M. Plumlee)
10:21.0,,,93-87,,M. Plumlee misses free throw 1 of 1
10:20.0,Defensive rebound by G. Vasquez,,93-87,,
10:02.0,G. Vasquez misses 2-pt shot from 23 ft,,93-87,,
10:01.0,,,93-87,,Defensive rebound by C. Jefferson
9:42.0,,,93-87,,Shooting foul by L. Williams (drawn by M. Plumlee)
9:42.0,,,93-87,,M. Plumlee misses free throw 1 of 2
9:42.0,,,93-87,,Offensive rebound by Team
9:42.0,,,93-87,,A. Anderson enters the game for J. Johnson
9:42.0,,,93-87,,M. Plumlee misses free throw 2 of 2
9:41.0,Defensive rebound by G. Vasquez,,93-87,,
9:25.0,P. Patterson misses 3-pt shot from 24 ft,,93-87,,
9:24.0,,,93-87,,Defensive rebound by B. Bogdanovic
9:16.0,,,93-89,2,J. Jack makes 2-pt shot from 11 ft
8:57.0,G. Vasquez misses 3-pt shot from 24 ft,,93-89,,
8:56.0,,,93-89,,Defensive rebound by M. Plumlee
8:45.0,,,93-91,2,J. Jack makes 2-pt shot from 20 ft
8:38.0,Toronto full timeout,,93-91,,
8:38.0,K. Lowry enters the game for G. Vasquez,,93-91,,
8:38.0,D. DeRozan enters the game for L. Williams,,93-91,,
8:38.0,A. Johnson enters the game for T. Hansbrough,,93-91,,
8:22.0,K. Lowry misses 2-pt shot from 12 ft,,93-91,,
8:21.0,,,93-91,,Defensive rebound by M. Plumlee
8:08.0,,,93-91,,J. Jack misses 2-pt shot from 2 ft
8:07.0,Defensive rebound by A. Johnson,,93-91,,
8:05.0,Turnover by A. Johnson (back court),,93-91,,
7:49.0,,,93-93,2,A. Anderson makes 2-pt shot from 15 ft
7:25.0,T. Ross misses 3-pt shot from 23 ft,,93-93,,
7:24.0,,,93-93,,Defensive rebound by Team
7:08.0,Personal foul by D. DeRozan (drawn by M. Plumlee),,93-93,,
7:08.0,,,93-93,,J. Johnson enters the game for B. Bogdanovic
7:00.0,,,93-93,,Shooting foul by A. Johnson (drawn by M. Plumlee)
7:00.0,,,93-94,1,M. Plumlee makes free throw 1 of 2
7:00.0,J. Valanciunas enters the game for P. Patterson,,93-94,,
7:00.0,,,93-95,1,M. Plumlee makes free throw 2 of 2
6:37.0,K. Lowry misses 2-pt shot from 10 ft,,93-95,,
6:36.0,,,93-95,,Defensive rebound by J. Jack
6:35.0,Personal foul by A. Johnson (drawn by J. Jack),,93-95,,
6:35.0,,,93-96,1,J. Jack makes free throw 1 of 2
6:35.0,,,93-97,1,J. Jack makes free throw 2 of 2
6:17.0,D. DeRozan makes 2-pt shot from 20 ft (assist by K. Lowry),2,95-97,,
5:57.0,,,95-97,,J. Johnson misses 3-pt shot from 24 ft
5:56.0,,,95-97,,Offensive rebound by J. Johnson
5:48.0,,,95-100,3,A. Anderson makes 3-pt shot from 23 ft (assist by J. Jack)
5:32.0,D. DeRozan makes 2-pt shot from 21 ft (assist by K. Lowry),2,97-100,,
5:32.0,Shooting foul by A. Anderson (drawn by D. DeRozan),,97-100,,
5:32.0,Official timeout,,97-100,,
5:32.0,L. Williams enters the game for T. Ross,,97-100,,
5:32.0,P. Patterson enters the game for A. Johnson,,97-100,,
5:32.0,,,97-100,,B. Lopez enters the game for C. Jefferson
5:32.0,D. DeRozan makes free throw 1 of 1,1,98-100,,
5:18.0,,,98-100,,A. Anderson misses 2-pt shot from 14 ft
5:17.0,Defensive rebound by Team,,98-100,,
5:17.0,,,98-100,,Personal foul by A. Anderson (drawn by K. Lowry)
5:06.0,D. DeRozan makes 2-pt shot from 17 ft (assist by K. Lowry),2,100-100,,
4:53.0,,,100-102,2,J. Jack makes 2-pt shot from 16 ft
4:29.0,L. Williams misses 3-pt shot from 23 ft,,100-102,,
4:28.0,,,100-102,,Defensive rebound by A. Anderson
4:12.0,,,100-104,2,B. Lopez makes 2-pt shot from 8 ft (assist by J. Jack)
3:58.0,D. DeRozan makes 2-pt shot from 14 ft (assist by K. Lowry),2,102-104,,
3:58.0,Shooting foul by J. Jack (drawn by D. DeRozan),,102-104,,
3:58.0,,,102-104,,B. Bogdanovic enters the game for A. Anderson
3:58.0,D. DeRozan makes free throw 1 of 1,1,103-104,,
3:42.0,,,103-106,2,B. Lopez makes 2-pt shot from 1 ft
3:17.0,P. Patterson makes 2-pt shot from 22 ft (assist by D. DeRozan),2,105-106,,
2:58.0,,,105-108,2,B. Lopez makes 2-pt shot from 1 ft (assist by J. Jack)
2:42.0,D. DeRozan misses 3-pt shot from 24 ft,,105-108,,
2:41.0,,,105-108,,Defensive rebound by J. Jack
2:23.0,,,105-108,,B. Lopez misses 2-pt shot from 19 ft
2:22.0,Defensive rebound by L. Williams,,105-108,,
2:16.0,L. Williams makes 2-pt shot from 16 ft,2,107-108,,
2:15.0,,,107-108,,Brooklyn full timeout
2:15.0,A. Johnson enters the game for J. Valanciunas,,107-108,,
1:58.0,,,107-108,,J. Johnson misses 2-pt shot from 18 ft
1:57.0,Defensive rebound by A. Johnson,,107-108,,
1:39.0,P. Patterson misses 3-pt shot from 23 ft,,107-108,,
1:38.0,,,107-108,,Defensive rebound by M. Plumlee
1:37.0,,,107-108,,Turnover by M. Plumlee (lost ball)
1:30.0,P. Patterson misses 2-pt shot from 3 ft (block by B. Lopez),,107-108,,
1:29.0,Offensive rebound by A. Johnson,,107-108,,
1:28.0,,,107-108,,Personal foul by B. Lopez (drawn by A. Johnson)
1:28.0,A. Johnson makes free throw 1 of 2,1,108-108,,
1:28.0,A. Johnson makes free throw 2 of 2,1,109-108,,
1:10.0,,,109-108,,J. Jack misses 3-pt shot from 25 ft
1:09.0,,,109-108,,Offensive rebound by B. Lopez
1:07.0,,,109-108,,B. Lopez misses 2-pt shot from 2 ft
1:07.0,,,109-108,,Offensive rebound by B. Lopez
1:07.0,,,109-108,,B. Lopez misses 2-pt shot from 2 ft
1:07.0,,,109-108,,Offensive rebound by B. Bogdanovic
1:07.0,Personal foul by K. Lowry (drawn by B. Bogdanovic),,109-108,,
1:07.0,,,109-109,1,B. Bogdanovic makes free throw 1 of 2
1:07.0,,,109-110,1,B. Bogdanovic makes free throw 2 of 2
