time,Washington,pts.away,score,pts.home,Atlanta
6:43.0,Turnover by J. Wall (lost ball; steal by K. Bazemore),,28-44,,
6:38.0,,,28-47,3,K. Korver makes 3-pt shot from 24 ft (assist by K. Bazemore)
6:22.0,,,28-47,,Personal foul by M. Scott (drawn by N. Hilario)
6:22.0,,,28-47,,J. Teague enters the game for A. Horford
6:22.0,,,28-47,,P. Millsap enters the game for K. Korver
6:22.0,,,28-47,,D. Carroll enters the game for M. Scott
6:22.0,,,28-47,,P. Antic enters the game for D. Schroder
6:14.0,Shooting foul by K. Bazemore (drawn by B. Beal),,28-47,,
6:14.0,B. Beal makes free throw 1 of 2,1,29-47,,
6:14.0,B. Beal makes free throw 2 of 2,1,30-47,,
5:56.0,,,30-47,,P. Millsap misses 3-pt shot from 24 ft
5:52.0,,,30-47,,Offensive rebound by P. Antic
5:41.0,,,30-47,,J. Teague misses 3-pt shot from 25 ft
5:40.0,Defensive rebound by B. Beal,,30-47,,
5:32.0,Official timeout,,30-47,,
5:32.0,P. Pierce enters the game for R. Butler,,30-47,,
5:27.0,B. Beal makes 3-pt shot from 24 ft (assist by J. Wall),3,33-47,,
5:06.0,,,33-47,,D. Carroll misses 2-pt shot from 7 ft (block by K. Seraphin)
5:04.0,,,33-47,,Offensive rebound by D. Carroll
5:03.0,,,33-49,2,D. Carroll makes 2-pt shot at rim
4:52.0,B. Beal makes 2-pt shot from 20 ft (assist by J. Wall),2,35-49,,
4:37.0,,,35-49,,P. Millsap misses 2-pt shot from 1 ft
4:34.0,Defensive rebound by K. Seraphin,,35-49,,
4:22.0,J. Wall makes 2-pt shot from 17 ft,2,37-49,,
4:10.0,,,37-49,,J. Teague misses 2-pt shot from 1 ft (block by K. Seraphin)
4:07.0,Defensive rebound by N. Hilario,,37-49,,
4:01.0,P. Pierce misses 3-pt shot from 23 ft,,37-49,,
3:59.0,Offensive rebound by J. Wall,,37-49,,
3:56.0,P. Pierce makes 3-pt shot from 24 ft (assist by K. Seraphin),3,40-49,,
3:54.0,,,40-49,,Atlanta full timeout
3:39.0,Violation by K. Seraphin (def goaltending),,40-49,,
3:39.0,,,40-51,2,K. Bazemore makes 2-pt shot from 2 ft (assist by J. Teague)
3:29.0,N. Hilario makes 2-pt shot at rim (assist by P. Pierce),2,42-51,,
3:18.0,,,42-51,,J. Teague misses 2-pt shot from 1 ft
3:17.0,Defensive rebound by B. Beal,,42-51,,
3:13.0,Shooting foul by P. Millsap (drawn by N. Hilario),,42-51,,
3:13.0,N. Hilario makes free throw 1 of 2,1,43-51,,
3:13.0,,,43-51,,K. Korver enters the game for K. Bazemore
3:13.0,,,43-51,,A. Horford enters the game for P. Antic
3:13.0,N. Hilario makes free throw 2 of 2,1,44-51,,
3:06.0,,,44-51,,K. Korver misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by N. Hilario,,44-51,,
2:56.0,K. Seraphin makes 2-pt shot at rim (assist by P. Pierce),2,46-51,,
2:39.0,,,46-51,,P. Millsap misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by K. Seraphin,,46-51,,
2:26.0,J. Wall misses 3-pt shot from 24 ft,,46-51,,
2:24.0,,,46-51,,Defensive rebound by A. Horford
2:16.0,,,46-51,,A. Horford misses 2-pt shot from 18 ft
2:14.0,,,46-51,,Offensive rebound by J. Teague
2:10.0,,,46-51,,J. Teague misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by J. Wall,,46-51,,
2:03.0,P. Pierce misses 3-pt shot from 25 ft,,46-51,,
2:02.0,,,46-51,,Defensive rebound by A. Horford
1:50.0,,,46-51,,Turnover by K. Korver (lost ball; steal by J. Wall)
1:45.0,J. Wall misses 2-pt shot from 1 ft,,46-51,,
1:44.0,,,46-51,,Defensive rebound by Team
1:41.0,,,46-51,,Shooting foul by B. Beal (drawn by K. Korver)
1:41.0,,,46-52,1,K. Korver makes free throw 1 of 3
1:41.0,,,46-52,,K. Korver misses free throw 2 of 3
1:41.0,,,46-52,,Offensive rebound by Team
1:41.0,,,46-52,,P. Antic enters the game for P. Millsap
1:41.0,,,46-53,1,K. Korver makes free throw 3 of 3
1:28.0,N. Hilario misses 2-pt shot from 19 ft,,46-53,,
1:26.0,,,46-53,,Defensive rebound by K. Korver
1:14.0,,,46-55,2,A. Horford makes 2-pt shot from 21 ft (assist by J. Teague)
0:58.0,N. Hilario makes 2-pt shot from 1 ft (assist by K. Seraphin),2,48-55,,
0:41.0,,,48-55,,P. Antic misses 3-pt shot from 23 ft
0:39.0,Defensive rebound by B. Beal,,48-55,,
0:31.0,Turnover by J. Wall (bad pass; steal by D. Carroll),,48-55,,
0:26.0,,,48-55,,Turnover by D. Carroll (bad pass; steal by J. Wall)
0:04.0,Shooting foul by A. Horford (drawn by J. Wall),,48-55,,
0:04.0,J. Wall makes free throw 1 of 2,1,49-55,,
0:04.0,G. Temple enters the game for P. Pierce,,49-55,,
0:04.0,J. Wall makes free throw 2 of 2,1,50-55,,
0:00.0,,,50-55,,J. Teague misses 2-pt shot from 15 ft
0:00.0,,,50-55,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,50-55,,A. Horford misses 2-pt shot from 19 ft
11:40.0,Defensive rebound by P. Pierce,,50-55,,
11:24.0,B. Beal misses 3-pt shot from 24 ft,,50-55,,
11:21.0,Offensive rebound by B. Beal,,50-55,,
11:12.0,M. Gortat makes 2-pt shot from 1 ft,2,52-55,,
11:12.0,Shooting foul by A. Horford (drawn by M. Gortat),,52-55,,
11:12.0,M. Gortat misses free throw 1 of 1,,52-55,,
11:10.0,,,52-55,,Defensive rebound by D. Carroll
10:51.0,,,52-55,,A. Horford misses 2-pt shot from 3 ft
10:49.0,Defensive rebound by P. Pierce,,52-55,,
10:47.0,Turnover by J. Wall (traveling),,52-55,,
10:34.0,,,52-55,,Offensive charge foul by P. Millsap
10:34.0,,,52-55,,Turnover by P. Millsap (offensive foul)
10:10.0,Turnover by M. Gortat (lost ball; steal by A. Horford),,52-55,,
10:04.0,,,52-58,3,K. Korver makes 3-pt shot from 27 ft (assist by A. Horford)
9:53.0,,,52-58,,Violation by K. Korver (kicked ball)
9:42.0,B. Beal misses 2-pt shot from 1 ft (block by A. Horford),,52-58,,
9:41.0,,,52-58,,Defensive rebound by A. Horford
9:33.0,,,52-60,2,D. Carroll makes 2-pt shot from 6 ft (assist by A. Horford)
9:26.0,Shooting foul by K. Korver (drawn by M. Gortat),,52-60,,
9:26.0,M. Gortat makes free throw 1 of 2,1,53-60,,
9:26.0,M. Gortat makes free throw 2 of 2,1,54-60,,
9:09.0,,,54-60,,J. Teague misses 3-pt shot from 25 ft
9:07.0,,,54-60,,Offensive rebound by A. Horford
8:55.0,,,54-62,2,P. Millsap makes 2-pt shot from 18 ft (assist by J. Teague)
8:43.0,Turnover by M. Gortat (bad pass; steal by D. Carroll),,54-62,,
8:38.0,,,54-64,2,D. Carroll makes 2-pt shot at rim (assist by K. Korver)
8:38.0,Washington full timeout,,54-64,,
8:26.0,Turnover by J. Wall (bad pass; steal by J. Teague),,54-64,,
8:22.0,,,54-64,,J. Teague misses 2-pt shot from 1 ft (block by J. Wall)
8:20.0,Defensive rebound by P. Pierce,,54-64,,
8:16.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,57-64,,
8:03.0,,,57-64,,Turnover by K. Korver (bad pass; steal by N. Hilario)
8:00.0,N. Hilario makes 2-pt shot at rim,2,59-64,,
7:46.0,,,59-67,3,K. Korver makes 3-pt shot from 26 ft (assist by J. Teague)
7:24.0,M. Gortat makes 2-pt shot from 17 ft (assist by J. Wall),2,61-67,,
7:06.0,,,61-67,,A. Horford misses 2-pt shot from 9 ft
7:05.0,Defensive rebound by N. Hilario,,61-67,,
6:56.0,J. Wall makes 2-pt shot from 18 ft,2,63-67,,
6:27.0,,,63-69,2,A. Horford makes 2-pt shot from 20 ft (assist by J. Teague)
6:05.0,B. Beal misses 3-pt shot from 24 ft,,63-69,,
6:04.0,Offensive rebound by P. Pierce,,63-69,,
6:02.0,P. Pierce misses 2-pt shot from 1 ft,,63-69,,
6:00.0,Offensive rebound by P. Pierce,,63-69,,
6:00.0,P. Pierce makes 2-pt shot from 1 ft,2,65-69,,
5:46.0,,,65-69,,D. Carroll misses 3-pt shot from 24 ft
5:45.0,Defensive rebound by N. Hilario,,65-69,,
5:23.0,J. Wall makes 2-pt shot from 20 ft,2,67-69,,
5:18.0,Personal foul by J. Wall (drawn by J. Teague),,67-69,,
5:18.0,,,67-69,,P. Antic enters the game for A. Horford
5:09.0,,,67-69,,P. Antic misses 2-pt shot from 22 ft
5:07.0,Defensive rebound by N. Hilario,,67-69,,
4:48.0,Turnover by J. Wall (step out of bounds),,67-69,,
4:48.0,,,67-69,,T. Sefolosha enters the game for K. Korver
4:38.0,,,67-69,,Shooting foul by P. Pierce (drawn by D. Carroll)
4:38.0,,,67-70,1,D. Carroll makes free throw 1 of 3
4:38.0,,,67-71,1,D. Carroll makes free throw 2 of 3
4:38.0,K. Humphries enters the game for N. Hilario,,67-71,,
4:38.0,R. Butler enters the game for B. Beal,,67-71,,
4:38.0,,,67-72,1,D. Carroll makes free throw 3 of 3
4:23.0,K. Humphries misses 2-pt shot from 17 ft,,67-72,,
4:22.0,,,67-72,,Defensive rebound by P. Antic
4:10.0,,,67-72,,Shooting foul by M. Gortat (drawn by P. Antic)
4:10.0,,,67-73,1,P. Antic makes free throw 1 of 2
4:10.0,,,67-73,,D. Schroder enters the game for J. Teague
4:10.0,,,67-74,1,P. Antic makes free throw 2 of 2
3:59.0,M. Gortat makes 2-pt shot at rim (assist by P. Pierce),2,69-74,,
3:43.0,,,69-76,2,D. Schroder makes 2-pt shot from 1 ft (assist by P. Antic)
3:16.0,J. Wall misses 2-pt shot from 18 ft,,69-76,,
3:09.0,,,69-76,,Defensive rebound by T. Sefolosha
3:04.0,,,69-79,3,P. Antic makes 3-pt shot from 25 ft (assist by D. Schroder)
2:44.0,Turnover by J. Wall (lost ball; steal by D. Schroder),,69-79,,
2:38.0,,,69-82,3,D. Carroll makes 3-pt shot from 23 ft (assist by D. Schroder)
2:36.0,Washington full timeout,,69-82,,
2:36.0,,,69-82,,Atlanta full timeout
2:36.0,K. Seraphin enters the game for P. Pierce,,69-82,,
2:36.0,M. Webster enters the game for M. Gortat,,69-82,,
2:23.0,M. Webster misses 3-pt shot from 24 ft,,69-82,,
2:21.0,,,69-82,,Defensive rebound by D. Schroder
2:04.0,,,69-82,,Shooting foul by K. Humphries (drawn by D. Carroll)
2:04.0,,,69-82,,D. Carroll misses free throw 1 of 2
2:04.0,,,69-82,,Offensive rebound by Team
2:04.0,,,69-83,1,D. Carroll makes free throw 2 of 2
1:50.0,Turnover by K. Seraphin (traveling),,69-83,,
1:26.0,,,69-83,,D. Schroder misses 2-pt shot from 20 ft
1:24.0,,,69-83,,Offensive rebound by P. Millsap
1:22.0,,,69-83,,T. Sefolosha misses 2-pt shot from 1 ft
1:19.0,,,69-83,,Offensive rebound by T. Sefolosha
1:19.0,,,69-85,2,T. Sefolosha makes 2-pt shot at rim
1:05.0,R. Butler makes 3-pt shot from 23 ft (assist by K. Seraphin),3,72-85,,
0:52.0,,,72-87,2,D. Schroder makes 2-pt shot from 1 ft
0:32.0,K. Humphries makes 2-pt shot from 4 ft,2,74-87,,
0:32.0,Shooting foul by D. Schroder (drawn by K. Humphries),,74-87,,
0:32.0,,,74-87,,A. Horford enters the game for D. Carroll
0:32.0,,,74-87,,K. Korver enters the game for P. Millsap
0:32.0,K. Humphries makes free throw 1 of 1,1,75-87,,
0:15.0,,,75-87,,D. Schroder misses 2-pt shot from 2 ft (block by K. Seraphin)
0:13.0,Defensive rebound by R. Butler,,75-87,,
0:10.0,J. Wall makes 2-pt shot at rim,2,77-87,,
0:02.0,,,77-87,,Turnover by D. Schroder (lost ball; steal by R. Butler)
0:00.0,R. Butler misses 3-pt shot from 42 ft,,77-87,,
0:00.0,Offensive rebound by Team,,77-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,J. Wall misses 2-pt shot at rim,,77-87,,
11:46.0,,,77-87,,Defensive rebound by P. Antic
11:31.0,,,77-87,,D. Schroder misses 2-pt shot from 1 ft
11:27.0,,,77-87,,Offensive rebound by T. Sefolosha
11:27.0,,,77-89,2,T. Sefolosha makes 2-pt shot at rim
11:10.0,K. Seraphin makes 2-pt shot at rim (assist by B. Beal),2,79-89,,
11:10.0,Shooting foul by T. Sefolosha (drawn by K. Seraphin),,79-89,,
11:10.0,K. Seraphin makes free throw 1 of 1,1,80-89,,
10:48.0,,,80-89,,D. Schroder misses 2-pt shot from 1 ft
10:47.0,Defensive rebound by K. Seraphin,,80-89,,
10:25.0,B. Beal misses 2-pt shot from 18 ft,,80-89,,
10:22.0,,,80-89,,Defensive rebound by A. Horford
10:08.0,,,80-89,,D. Schroder misses 2-pt shot from 2 ft (block by B. Beal)
10:05.0,Defensive rebound by M. Webster,,80-89,,
9:58.0,K. Seraphin makes 2-pt shot from 2 ft (assist by R. Butler),2,82-89,,
9:43.0,,,82-89,,D. Schroder misses 2-pt shot at rim (block by J. Wall)
9:41.0,,,82-89,,Offensive rebound by T. Sefolosha
9:31.0,,,82-91,2,A. Horford makes 2-pt shot at rim (assist by D. Schroder)
9:17.0,R. Butler misses 3-pt shot from 23 ft,,82-91,,
9:15.0,,,82-91,,Defensive rebound by P. Antic
9:02.0,,,82-94,3,K. Korver makes 3-pt shot from 22 ft (assist by P. Antic)
9:02.0,Washington full timeout,,82-94,,
9:02.0,,,82-94,,J. Teague enters the game for P. Antic
9:02.0,,,82-94,,M. Scott enters the game for D. Schroder
8:42.0,Shooting foul by A. Horford (drawn by M. Webster),,82-94,,
8:42.0,N. Hilario enters the game for K. Seraphin,,82-94,,
8:42.0,M. Webster misses free throw 1 of 3,,82-94,,
8:42.0,Offensive rebound by Team,,82-94,,
8:42.0,M. Webster misses free throw 2 of 3,,82-94,,
8:42.0,Offensive rebound by Team,,82-94,,
8:42.0,A. Miller enters the game for J. Wall,,82-94,,
8:42.0,M. Webster makes free throw 3 of 3,1,83-94,,
8:23.0,,,83-96,2,M. Scott makes 2-pt shot from 4 ft (assist by A. Horford)
8:04.0,A. Miller misses 2-pt shot from 1 ft (block by J. Teague),,83-96,,
8:03.0,,,83-96,,Defensive rebound by T. Sefolosha
7:57.0,,,83-99,3,T. Sefolosha makes 3-pt shot from 24 ft (assist by J. Teague)
7:37.0,B. Beal misses 2-pt shot from 21 ft,,83-99,,
7:36.0,Offensive rebound by Team,,83-99,,
7:36.0,P. Pierce enters the game for M. Webster,,83-99,,
7:28.0,B. Beal misses 3-pt shot from 24 ft,,83-99,,
7:26.0,,,83-99,,Defensive rebound by M. Scott
7:15.0,,,83-101,2,M. Scott makes 2-pt shot from 3 ft (assist by T. Sefolosha)
6:54.0,P. Pierce misses 2-pt shot at rim (block by A. Horford),,83-101,,
6:51.0,,,83-101,,Defensive rebound by T. Sefolosha
6:48.0,,,83-103,2,M. Scott makes 2-pt shot at rim (assist by K. Korver)
6:47.0,Washington full timeout,,83-103,,
6:47.0,J. Wall enters the game for A. Miller,,83-103,,
6:44.0,Turnover by R. Butler (lost ball; steal by M. Scott),,83-103,,
6:41.0,Personal foul by N. Hilario (drawn by A. Horford),,83-103,,
6:24.0,,,83-106,3,A. Horford makes 3-pt shot from 22 ft (assist by J. Teague)
6:08.0,P. Pierce makes 2-pt shot from 3 ft,2,85-106,,
5:57.0,,,85-108,2,J. Teague makes 2-pt shot from 1 ft
5:48.0,,,85-108,,Personal foul by K. Korver (drawn by N. Hilario)
5:48.0,M. Webster enters the game for R. Butler,,85-108,,
5:48.0,,,85-108,,P. Antic enters the game for A. Horford
5:48.0,,,85-108,,D. Carroll enters the game for K. Korver
5:40.0,B. Beal misses 2-pt shot from 1 ft,,85-108,,
5:38.0,,,85-108,,Defensive rebound by M. Scott
5:20.0,,,85-108,,Shooting foul by M. Webster (drawn by J. Teague)
5:20.0,,,85-109,1,J. Teague makes free throw 1 of 2
5:20.0,,,85-110,1,J. Teague makes free throw 2 of 2
5:05.0,,,85-110,,Personal foul by M. Scott (drawn by M. Webster)
5:05.0,,,85-110,,K. Bazemore enters the game for D. Carroll
4:56.0,N. Hilario makes 2-pt shot from 1 ft (assist by B. Beal),2,87-110,,
4:37.0,K. Seraphin enters the game for N. Hilario,,87-110,,
4:37.0,D. Gooden enters the game for P. Pierce,,87-110,,
4:32.0,,,87-113,3,P. Antic makes 3-pt shot from 25 ft (assist by M. Scott)
4:15.0,Turnover by K. Seraphin (lost ball),,87-113,,
4:15.0,G. Temple enters the game for J. Wall,,87-113,,
4:15.0,,,87-113,,D. Schroder enters the game for J. Teague
3:50.0,,,87-113,,M. Scott misses 2-pt shot from 13 ft
3:48.0,,,87-113,,Offensive rebound by Team
3:48.0,O. Porter enters the game for B. Beal,,87-113,,
3:48.0,,,87-113,,S. Mack enters the game for P. Antic
3:48.0,,,87-113,,M. Muscala enters the game for T. Sefolosha
3:41.0,,,87-115,2,M. Muscala makes 2-pt shot from 11 ft (assist by S. Mack)
3:25.0,Offensive foul by K. Seraphin,,87-115,,
3:25.0,Turnover by K. Seraphin (offensive foul),,87-115,,
3:14.0,,,87-115,,M. Muscala misses 2-pt shot from 17 ft
3:13.0,Defensive rebound by O. Porter,,87-115,,
3:00.0,K. Seraphin misses 2-pt shot from 14 ft,,87-115,,
2:59.0,,,87-115,,Defensive rebound by M. Scott
2:42.0,,,87-115,,Turnover by D. Schroder (lost ball)
2:42.0,Official timeout,,87-115,,
2:25.0,M. Webster misses 3-pt shot from 25 ft,,87-115,,
2:24.0,Offensive rebound by G. Temple,,87-115,,
2:20.0,M. Webster makes 2-pt shot from 1 ft (assist by G. Temple),2,89-115,,
2:00.0,,,89-115,,Shooting foul by D. Gooden (drawn by M. Muscala)
