time,Minnesota,pts.away,score,pts.home,Utah
7:00.0,S. Muhammad misses 2-pt shot from 4 ft,,10-9,,
6:58.0,Offensive rebound by S. Muhammad,,10-9,,
6:53.0,T. Young makes 3-pt shot from 23 ft (assist by S. Muhammad),3,13-9,,
6:47.0,,,13-9,,Utah full timeout
6:42.0,,,13-9,,G. Hayward misses 2-pt shot from 12 ft
6:40.0,Defensive rebound by S. Muhammad,,13-9,,
6:32.0,Z. LaVine makes 2-pt shot from 1 ft,2,15-9,,
6:06.0,,,15-11,2,G. Hayward makes 2-pt shot from 9 ft
5:44.0,G. Dieng misses 2-pt shot from 6 ft,,15-11,,
5:42.0,,,15-11,,Defensive rebound by E. Kanter
5:34.0,,,15-11,,Turnover by D. Favors (3 sec)
5:21.0,A. Wiggins makes 2-pt shot from 3 ft,2,17-11,,
5:03.0,,,17-11,,G. Hayward misses 2-pt shot from 7 ft
5:02.0,,,17-11,,Offensive rebound by E. Kanter
4:59.0,,,17-11,,E. Kanter misses 2-pt shot from 6 ft
4:59.0,,,17-11,,Offensive rebound by Team
4:48.0,,,17-11,,J. Ingles misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by T. Young,,17-11,,
4:28.0,G. Dieng makes 2-pt shot at rim (assist by T. Young),2,19-11,,
4:22.0,,,19-13,2,G. Hayward makes 2-pt shot from 2 ft (assist by T. Burke)
4:09.0,Z. LaVine misses 2-pt shot from 22 ft,,19-13,,
4:08.0,,,19-13,,Defensive rebound by E. Kanter
4:01.0,,,19-13,,Shooting foul by S. Muhammad (drawn by D. Favors)
4:01.0,,,19-13,,D. Favors misses free throw 1 of 2
4:01.0,,,19-13,,Offensive rebound by Team
4:01.0,,,19-13,,D. Exum enters the game for T. Burke
4:01.0,,,19-13,,R. Gobert enters the game for E. Kanter
4:01.0,,,19-13,,P. Christopher enters the game for J. Ingles
4:01.0,,,19-14,1,D. Favors makes free throw 2 of 2
3:43.0,S. Muhammad makes 3-pt shot from 24 ft (assist by T. Young),3,22-14,,
3:18.0,,,22-14,,Turnover by D. Exum (bad pass; steal by A. Wiggins)
3:10.0,S. Muhammad misses 2-pt shot from 15 ft,,22-14,,
3:08.0,,,22-14,,Defensive rebound by R. Gobert
3:03.0,,,22-14,,P. Christopher misses 2-pt shot from 20 ft
3:02.0,Defensive rebound by G. Dieng,,22-14,,
2:56.0,A. Wiggins misses 2-pt shot from 3 ft,,22-14,,
2:55.0,,,22-14,,Defensive rebound by G. Hayward
2:53.0,Personal foul by T. Young (drawn by G. Hayward),,22-14,,
2:53.0,Minnesota full timeout,,22-14,,
2:53.0,C. Budinger enters the game for A. Wiggins,,22-14,,
2:53.0,A. Bennett enters the game for T. Young,,22-14,,
2:53.0,,,22-14,,T. Booker enters the game for D. Favors
2:41.0,,,22-14,,P. Christopher misses 2-pt shot from 2 ft
2:40.0,Defensive rebound by G. Dieng,,22-14,,
2:31.0,,,22-14,,Personal foul by P. Christopher (drawn by S. Muhammad)
2:25.0,S. Muhammad makes 2-pt shot from 5 ft,2,24-14,,
2:25.0,Shooting foul by P. Christopher (drawn by S. Muhammad),,24-14,,
2:25.0,S. Muhammad makes free throw 1 of 1,1,25-14,,
2:05.0,,,25-16,2,P. Christopher makes 2-pt shot from 18 ft
1:47.0,C. Budinger misses 3-pt shot from 24 ft,,25-16,,
1:46.0,,,25-16,,Defensive rebound by R. Gobert
1:32.0,,,25-16,,G. Hayward misses 3-pt shot from 23 ft
1:31.0,Defensive rebound by A. Bennett,,25-16,,
1:20.0,G. Dieng misses 2-pt shot from 11 ft,,25-16,,
1:18.0,,,25-16,,Defensive rebound by R. Gobert
1:10.0,,,25-19,3,G. Hayward makes 3-pt shot from 23 ft (assist by D. Exum)
0:51.0,Shooting foul by T. Booker (drawn by A. Bennett),,25-19,,
0:51.0,A. Bennett makes free throw 1 of 2,1,26-19,,
0:51.0,M. Williams enters the game for Z. LaVine,,26-19,,
0:51.0,A. Bennett makes free throw 2 of 2,1,27-19,,
0:29.0,,,27-21,2,P. Christopher makes 2-pt shot from 21 ft
0:04.0,G. Dieng misses 2-pt shot from 5 ft,,27-21,,
0:02.0,,,27-21,,Defensive rebound by T. Booker
0:01.0,,,27-21,,D. Exum misses 2-pt shot from 22 ft
0:00.0,,,27-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,A. Wiggins misses 2-pt shot from 8 ft,,27-21,,
11:44.0,,,27-21,,Defensive rebound by P. Christopher
11:32.0,,,27-21,,P. Christopher misses 2-pt shot from 20 ft
11:31.0,,,27-21,,Offensive rebound by R. Gobert
11:13.0,,,27-21,,P. Christopher misses 3-pt shot from 23 ft
11:12.0,Defensive rebound by Team,,27-21,,
11:12.0,,,27-21,,Personal foul by R. Gobert (drawn by J. Adrien)
10:57.0,J. Adrien makes 2-pt shot from 2 ft (assist by M. Williams),2,29-21,,
10:57.0,Shooting foul by T. Booker (drawn by J. Adrien),,29-21,,
10:57.0,J. Adrien makes free throw 1 of 1,1,30-21,,
10:52.0,Personal foul by M. Williams (drawn by P. Christopher),,30-21,,
10:52.0,,,30-21,,E. Kanter enters the game for T. Booker
10:44.0,,,30-23,2,R. Hood makes 2-pt shot from 2 ft
10:29.0,,,30-23,,Personal foul by P. Christopher (drawn by A. Wiggins)
10:29.0,,,30-23,,J. Ingles enters the game for P. Christopher
10:15.0,C. Budinger misses 3-pt shot from 23 ft,,30-23,,
10:14.0,,,30-23,,Defensive rebound by E. Kanter
9:57.0,Violation by A. Bennett (kicked ball),,30-23,,
9:52.0,Personal foul by A. Wiggins (drawn by J. Ingles),,30-23,,
9:43.0,,,30-23,,E. Kanter misses 2-pt shot from 19 ft
9:42.0,Defensive rebound by A. Wiggins,,30-23,,
9:33.0,A. Bennett misses 2-pt shot from 19 ft,,30-23,,
9:32.0,,,30-23,,Defensive rebound by J. Ingles
9:13.0,,,30-23,,D. Exum misses 3-pt shot from 23 ft
9:11.0,Defensive rebound by J. Adrien,,30-23,,
8:55.0,M. Williams misses 2-pt shot from 19 ft,,30-23,,
8:54.0,,,30-23,,Defensive rebound by E. Kanter
8:45.0,,,30-23,,Turnover by J. Ingles (lost ball; steal by C. Budinger)
8:25.0,A. Wiggins misses 2-pt shot from 3 ft (block by R. Gobert),,30-23,,
8:23.0,,,30-23,,Defensive rebound by R. Hood
8:21.0,,,30-23,,Offensive charge foul by R. Hood
8:21.0,,,30-23,,Turnover by R. Hood (offensive foul)
8:21.0,Official timeout,,30-23,,
8:21.0,,,30-23,,T. Burke enters the game for R. Hood
8:21.0,,,30-23,,D. Favors enters the game for R. Gobert
8:12.0,A. Wiggins misses 2-pt shot from 6 ft,,30-23,,
8:11.0,,,30-23,,Defensive rebound by D. Favors
7:58.0,,,30-23,,E. Kanter misses 2-pt shot from 2 ft
7:56.0,Defensive rebound by J. Adrien,,30-23,,
7:48.0,C. Budinger misses 2-pt shot from 15 ft,,30-23,,
7:46.0,,,30-23,,Defensive rebound by E. Kanter
7:39.0,,,30-23,,T. Burke misses 3-pt shot from 22 ft
7:39.0,,,30-23,,Offensive rebound by Team
7:39.0,Loose ball foul by J. Adrien (drawn by D. Favors),,30-23,,
7:39.0,T. Daniels enters the game for C. Budinger,,30-23,,
7:24.0,,,30-23,,D. Favors misses 2-pt shot from 11 ft
7:22.0,,,30-23,,Offensive rebound by E. Kanter
7:22.0,,,30-23,,E. Kanter misses 2-pt shot from 2 ft
7:20.0,Defensive rebound by J. Adrien,,30-23,,
7:14.0,J. Adrien misses 2-pt shot from 16 ft,,30-23,,
7:12.0,,,30-23,,Defensive rebound by Team
7:01.0,,,30-23,,T. Burke misses 2-pt shot from 2 ft
6:59.0,,,30-23,,Offensive rebound by D. Favors
6:59.0,,,30-25,2,D. Favors makes 2-pt shot at rim
6:39.0,M. Williams misses 2-pt shot from 19 ft,,30-25,,
6:39.0,,,30-25,,Defensive rebound by Team
6:39.0,Loose ball foul by J. Adrien (drawn by E. Kanter),,30-25,,
6:39.0,T. Young enters the game for J. Adrien,,30-25,,
6:39.0,G. Dieng enters the game for A. Bennett,,30-25,,
6:24.0,,,30-25,,Shooting foul by G. Dieng (drawn by E. Kanter)
6:24.0,,,30-26,1,E. Kanter makes free throw 1 of 2
6:24.0,,,30-27,1,E. Kanter makes free throw 2 of 2
6:07.0,T. Daniels misses 3-pt shot from 24 ft,,30-27,,
6:06.0,,,30-27,,Defensive rebound by T. Burke
5:59.0,,,30-29,2,T. Burke makes 2-pt shot from 2 ft
5:58.0,Minnesota full timeout,,30-29,,
5:58.0,Z. LaVine enters the game for M. Williams,,30-29,,
5:58.0,S. Muhammad enters the game for T. Daniels,,30-29,,
5:58.0,,,30-29,,G. Hayward enters the game for D. Exum
5:46.0,T. Young misses 3-pt shot from 24 ft,,30-29,,
5:45.0,,,30-29,,Defensive rebound by D. Favors
5:32.0,,,30-29,,Turnover by E. Kanter (lost ball; steal by T. Young)
5:26.0,T. Young makes 2-pt shot from 1 ft,2,32-29,,
5:13.0,,,32-31,2,E. Kanter makes 2-pt shot from 3 ft
5:13.0,Violation by G. Dieng (def goaltending),,32-31,,
4:55.0,S. Muhammad makes 3-pt shot from 24 ft (assist by Z. LaVine),3,35-31,,
4:42.0,,,35-31,,T. Burke misses 2-pt shot from 2 ft
4:39.0,Defensive rebound by T. Young,,35-31,,
4:32.0,A. Wiggins misses 3-pt shot from 22 ft,,35-31,,
4:31.0,,,35-31,,Defensive rebound by Team
4:10.0,,,35-34,3,T. Burke makes 3-pt shot from 23 ft (assist by D. Favors)
3:49.0,,,35-34,,T. Booker enters the game for E. Kanter
3:45.0,A. Wiggins misses 2-pt shot from 18 ft,,35-34,,
3:43.0,,,35-34,,Defensive rebound by D. Favors
3:35.0,,,35-36,2,D. Favors makes 2-pt shot at rim (assist by T. Burke)
3:22.0,,,35-36,,Personal foul by J. Ingles (drawn by S. Muhammad)
3:16.0,S. Muhammad makes 2-pt shot from 2 ft (assist by G. Dieng),2,37-36,,
3:00.0,,,37-38,2,J. Ingles makes 2-pt shot at rim
3:00.0,,,37-38,,Shooting foul by G. Dieng (drawn by J. Ingles)
3:00.0,,,37-38,,J. Ingles misses free throw 1 of 1
3:00.0,Defensive rebound by T. Young,,37-38,,
2:54.0,Minnesota full timeout,,37-38,,
2:54.0,,,37-38,,Utah full timeout
2:54.0,J. Adrien enters the game for G. Dieng,,37-38,,
2:43.0,T. Young makes 2-pt shot from 4 ft (assist by Z. LaVine),2,39-38,,
2:43.0,,,39-38,,Violation by D. Favors (def goaltending)
2:22.0,,,39-40,2,T. Burke makes 2-pt shot from 16 ft
2:00.0,Z. LaVine makes 2-pt shot from 17 ft,2,41-40,,
1:52.0,,,41-42,2,D. Favors makes 2-pt shot at rim (assist by G. Hayward)
1:23.0,Turnover by Team (shot clock),,41-42,,
1:17.0,Personal foul by Z. LaVine (drawn by T. Burke),,41-42,,
1:17.0,,,41-42,,T. Burke misses free throw 1 of 2
1:17.0,,,41-42,,Offensive rebound by Team
1:17.0,,,41-42,,E. Kanter enters the game for T. Booker
1:17.0,,,41-43,1,T. Burke makes free throw 2 of 2
1:00.0,S. Muhammad misses 3-pt shot from 24 ft,,41-43,,
1:00.0,Offensive rebound by Team,,41-43,,
1:00.0,,,41-43,,Personal foul by D. Favors (drawn by J. Adrien)
1:00.0,J. Adrien makes free throw 1 of 2,1,42-43,,
1:00.0,,,42-43,,R. Gobert enters the game for D. Favors
1:00.0,J. Adrien misses free throw 2 of 2,,42-43,,
1:00.0,Offensive rebound by T. Young,,42-43,,
0:51.0,A. Wiggins misses 2-pt shot from 1 ft,,42-43,,
0:51.0,Jump ball: R. Gobert vs. T. Young (A. Wiggins gains possession),,,,Jump ball: R. Gobert vs. T. Young (A. Wiggins gains possession)
0:51.0,Offensive rebound by Team,,42-43,,
0:45.0,A. Wiggins makes 2-pt shot from 21 ft,2,44-43,,
0:34.0,,,44-43,,Shooting foul by S. Muhammad (drawn by T. Burke)
0:34.0,,,44-44,1,T. Burke makes free throw 1 of 2
0:34.0,,,44-45,1,T. Burke makes free throw 2 of 2
0:16.0,T. Young misses 2-pt shot from 17 ft,,44-45,,
0:14.0,,,44-45,,Defensive rebound by E. Kanter
0:03.0,,,44-45,,T. Burke misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by J. Adrien,,44-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Turnover by G. Dieng (traveling),,44-45,,
11:27.0,,,44-47,2,E. Kanter makes 2-pt shot from 2 ft
11:11.0,Turnover by T. Young (lost ball),,44-47,,
10:58.0,,,44-49,2,D. Favors makes 2-pt shot from 16 ft (assist by G. Hayward)
10:37.0,S. Muhammad misses 2-pt shot from 10 ft,,44-49,,
10:35.0,Offensive rebound by G. Dieng,,44-49,,
10:23.0,S. Muhammad misses 2-pt shot from 3 ft (block by R. Hood),,44-49,,
10:21.0,Offensive rebound by A. Wiggins,,44-49,,
10:21.0,A. Wiggins makes 2-pt shot at rim,2,46-49,,
10:06.0,,,46-49,,Turnover by G. Hayward (lost ball; steal by T. Young)
10:02.0,Z. LaVine makes 2-pt shot at rim (assist by T. Young),2,48-49,,
9:40.0,,,48-49,,G. Hayward misses 2-pt shot from 3 ft
9:39.0,,,48-49,,Offensive rebound by E. Kanter
9:39.0,,,48-49,,Shooting foul by A. Wiggins (drawn by E. Kanter)
9:39.0,,,48-50,1,E. Kanter makes free throw 1 of 2
9:39.0,,,48-51,1,E. Kanter makes free throw 2 of 2
9:30.0,,,48-51,,Personal foul by G. Hayward (drawn by A. Wiggins)
9:21.0,Turnover by G. Dieng (bad pass),,48-51,,
9:07.0,,,48-53,2,T. Burke makes 2-pt shot from 14 ft
8:46.0,G. Dieng makes 2-pt shot at rim (assist by Z. LaVine),2,50-53,,
8:36.0,,,50-55,2,T. Burke makes 2-pt shot from 2 ft
8:21.0,T. Young makes 2-pt shot from 17 ft (assist by S. Muhammad),2,52-55,,
8:06.0,,,52-55,,D. Favors misses 2-pt shot from 16 ft
8:04.0,Defensive rebound by S. Muhammad,,52-55,,
8:02.0,Turnover by Z. LaVine (traveling),,52-55,,
7:50.0,,,52-57,2,G. Hayward makes 2-pt shot from 19 ft (assist by D. Favors)
7:27.0,A. Wiggins makes 2-pt shot from 18 ft,2,54-57,,
7:13.0,,,54-57,,Turnover by G. Hayward (bad pass; steal by G. Dieng)
7:09.0,,,54-57,,Personal foul by T. Burke (drawn by A. Wiggins)
7:09.0,,,54-57,,T. Booker enters the game for E. Kanter
6:58.0,Jump ball: D. Favors vs. Z. LaVine (T. Booker gains possession),,,,Jump ball: D. Favors vs. Z. LaVine (T. Booker gains possession)
6:58.0,Turnover by Z. LaVine (lost ball; steal by D. Favors),,54-57,,
6:47.0,,,54-59,2,T. Booker makes 2-pt shot from 6 ft
6:47.0,Minnesota full timeout,,54-59,,
6:47.0,M. Williams enters the game for Z. LaVine,,54-59,,
6:34.0,,,54-59,,Personal foul by R. Hood (drawn by T. Young)
6:34.0,,,54-59,,P. Christopher enters the game for R. Hood
6:20.0,A. Wiggins makes 3-pt shot from 23 ft (assist by M. Williams),3,57-59,,
6:03.0,Personal foul by A. Wiggins (drawn by G. Hayward),,57-59,,
5:56.0,,,57-59,,G. Hayward misses 2-pt shot from 16 ft
5:54.0,Defensive rebound by G. Dieng,,57-59,,
5:47.0,M. Williams makes 3-pt shot from 24 ft (assist by T. Young),3,60-59,,
5:26.0,Personal foul by T. Young (drawn by T. Booker),,60-59,,
5:26.0,,,60-59,,E. Kanter enters the game for D. Favors
5:17.0,,,60-61,2,T. Burke makes 2-pt shot from 18 ft
4:58.0,A. Wiggins makes 2-pt shot at rim (assist by T. Young),2,62-61,,
4:37.0,,,62-61,,T. Burke misses 2-pt shot from 7 ft
4:36.0,Defensive rebound by S. Muhammad,,62-61,,
4:24.0,G. Dieng makes 2-pt shot from 2 ft (assist by T. Young),2,64-61,,
4:24.0,,,64-61,,Utah full timeout
4:24.0,,,64-61,,J. Ingles enters the game for E. Kanter
4:22.0,,,64-61,,R. Gobert enters the game for P. Christopher
3:59.0,,,64-64,3,T. Burke makes 3-pt shot from 24 ft (assist by J. Ingles)
3:41.0,M. Williams misses 2-pt shot from 21 ft,,64-64,,
3:39.0,Offensive rebound by G. Dieng,,64-64,,
3:35.0,A. Wiggins makes 2-pt shot from 8 ft (assist by G. Dieng),2,66-64,,
3:10.0,,,66-64,,Turnover by Team (shot clock)
3:10.0,C. Budinger enters the game for S. Muhammad,,66-64,,
2:59.0,T. Young misses 2-pt shot from 18 ft,,66-64,,
2:58.0,,,66-64,,Defensive rebound by T. Burke
2:49.0,Personal foul by C. Budinger (drawn by J. Ingles),,66-64,,
2:49.0,,,66-64,,D. Exum enters the game for T. Burke
2:49.0,A. Bennett enters the game for T. Young,,66-64,,
2:39.0,,,66-66,2,J. Ingles makes 2-pt shot from 21 ft
2:20.0,M. Williams makes 2-pt shot from 18 ft,2,68-66,,
2:12.0,,,68-69,3,G. Hayward makes 3-pt shot from 24 ft (assist by J. Ingles)
1:48.0,M. Williams misses 2-pt shot from 18 ft,,68-69,,
1:47.0,,,68-69,,Defensive rebound by R. Gobert
1:35.0,,,68-69,,D. Exum misses 3-pt shot from 24 ft
1:34.0,Defensive rebound by A. Bennett,,68-69,,
1:14.0,M. Williams makes 2-pt shot from 22 ft (assist by G. Dieng),2,70-69,,
1:02.0,,,70-71,2,G. Hayward makes 2-pt shot from 10 ft
1:02.0,,,70-71,,Shooting foul by C. Budinger (drawn by G. Hayward)
1:02.0,,,70-72,1,G. Hayward makes free throw 1 of 1
0:49.0,M. Williams makes 2-pt shot from 19 ft (assist by G. Dieng),2,72-72,,
0:31.0,,,72-72,,Turnover by G. Hayward (traveling)
0:17.0,A. Wiggins misses 2-pt shot from 22 ft,,72-72,,
0:15.0,,,72-72,,Defensive rebound by T. Booker
0:02.0,,,72-72,,G. Hayward misses 2-pt shot from 6 ft (block by A. Wiggins)
0:02.0,,,72-72,,Offensive rebound by Team
0:01.0,,,72-72,,Turnover by J. Ingles (bad pass; steal by C. Budinger)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,,,72-72,,Turnover by R. Gobert (lost ball; steal by M. Williams)
11:46.0,A. Wiggins makes 2-pt shot at rim (assist by M. Williams),2,74-72,,
11:37.0,Personal foul by M. Williams (drawn by D. Exum),,74-72,,
11:37.0,J. Adrien enters the game for G. Dieng,,74-72,,
11:26.0,,,74-72,,Offensive charge foul by R. Hood
11:26.0,,,74-72,,Turnover by R. Hood (offensive foul)
11:26.0,S. Muhammad enters the game for A. Wiggins,,74-72,,
11:26.0,,,74-72,,T. Burke enters the game for R. Hood
11:09.0,A. Bennett makes 2-pt shot from 17 ft (assist by C. Budinger),2,76-72,,
10:51.0,,,76-72,,D. Exum misses 3-pt shot from 24 ft
10:50.0,Defensive rebound by C. Budinger,,76-72,,
10:32.0,S. Muhammad makes 3-pt shot from 24 ft (assist by M. Williams),3,79-72,,
10:19.0,Personal foul by M. Williams (drawn by T. Burke),,79-72,,
10:19.0,,,79-72,,P. Christopher enters the game for D. Exum
10:13.0,,,79-72,,T. Burke misses 2-pt shot from 20 ft
10:12.0,Defensive rebound by C. Budinger,,79-72,,
10:02.0,M. Williams misses 2-pt shot from 18 ft,,79-72,,
10:01.0,,,79-72,,Defensive rebound by T. Burke
9:50.0,,,79-72,,P. Christopher misses 2-pt shot from 2 ft (block by S. Muhammad)
9:46.0,Defensive rebound by J. Adrien,,79-72,,
9:31.0,S. Muhammad makes 3-pt shot from 24 ft (assist by C. Budinger),3,82-72,,
9:31.0,,,82-72,,Utah full timeout
9:31.0,,,82-72,,D. Favors enters the game for R. Gobert
9:22.0,,,82-74,2,D. Favors makes 2-pt shot from 12 ft (assist by T. Burke)
9:06.0,J. Adrien misses 2-pt shot from 16 ft,,82-74,,
9:05.0,,,82-74,,Defensive rebound by Team
8:53.0,,,82-76,2,D. Favors makes 2-pt shot from 18 ft (assist by T. Burke)
8:32.0,S. Muhammad makes 2-pt shot from 7 ft,2,84-76,,
8:19.0,,,84-78,2,T. Booker makes 2-pt shot from 17 ft (assist by T. Burke)
8:09.0,,,84-78,,Personal foul by P. Christopher (drawn by M. Williams)
7:59.0,M. Williams misses 3-pt shot from 25 ft,,84-78,,
7:57.0,,,84-78,,Defensive rebound by T. Booker
7:43.0,,,84-80,2,T. Burke makes 2-pt shot from 17 ft
7:11.0,S. Muhammad makes 3-pt shot from 24 ft (assist by M. Williams),3,87-80,,
6:47.0,,,87-83,3,T. Booker makes 3-pt shot from 23 ft (assist by J. Ingles)
6:27.0,Shooting foul by P. Christopher (drawn by J. Adrien),,87-83,,
6:27.0,J. Adrien makes free throw 1 of 2,1,88-83,,
6:27.0,Z. LaVine enters the game for C. Budinger,,88-83,,
6:27.0,A. Wiggins enters the game for A. Bennett,,88-83,,
6:27.0,T. Young enters the game for M. Williams,,88-83,,
6:27.0,,,88-83,,G. Hayward enters the game for J. Ingles
6:27.0,J. Adrien misses free throw 2 of 2,,88-83,,
6:24.0,,,88-83,,Defensive rebound by D. Favors
6:07.0,,,88-83,,Turnover by T. Booker (bad pass)
6:07.0,G. Dieng enters the game for J. Adrien,,88-83,,
5:56.0,A. Wiggins makes 2-pt shot from 6 ft (assist by Z. LaVine),2,90-83,,
5:43.0,,,90-83,,T. Burke misses 2-pt shot from 19 ft
5:42.0,,,90-83,,Offensive rebound by P. Christopher
5:27.0,,,90-83,,P. Christopher misses 3-pt shot from 25 ft
5:25.0,,,90-83,,Offensive rebound by T. Booker
5:23.0,,,90-83,,Shooting foul by T. Young (drawn by D. Favors)
5:23.0,Official timeout,,90-83,,
5:23.0,,,90-83,,R. Hood enters the game for P. Christopher
5:23.0,,,90-83,,D. Favors misses free throw 1 of 2
5:23.0,,,90-83,,Offensive rebound by Team
5:23.0,,,90-84,1,D. Favors makes free throw 2 of 2
4:59.0,Z. LaVine misses 3-pt shot from 25 ft,,90-84,,
4:58.0,,,90-84,,Defensive rebound by T. Booker
4:39.0,,,90-84,,T. Burke misses 3-pt shot from 25 ft
4:37.0,Defensive rebound by Z. LaVine,,90-84,,
4:23.0,S. Muhammad makes 2-pt shot from 3 ft (assist by G. Dieng),2,92-84,,
4:07.0,,,92-84,,T. Booker misses 2-pt shot from 4 ft
4:05.0,,,92-84,,Offensive rebound by R. Hood
4:01.0,,,92-87,3,G. Hayward makes 3-pt shot from 25 ft (assist by R. Hood)
3:30.0,Turnover by G. Dieng (bad pass; steal by G. Hayward),,92-87,,
3:26.0,,,92-89,2,G. Hayward makes 2-pt shot at rim
3:26.0,Minnesota full timeout,,92-89,,
3:26.0,,,92-89,,E. Kanter enters the game for T. Booker
3:26.0,M. Williams enters the game for Z. LaVine,,92-89,,
3:04.0,G. Dieng misses 3-pt shot from 29 ft,,92-89,,
3:02.0,,,92-89,,Defensive rebound by D. Favors
2:49.0,,,92-91,2,T. Burke makes 2-pt shot from 15 ft
2:32.0,Turnover by S. Muhammad (bad pass; steal by E. Kanter),,92-91,,
2:27.0,,,92-93,2,E. Kanter makes 2-pt shot from 1 ft
2:18.0,Minnesota full timeout,,92-93,,
2:12.0,Shooting foul by E. Kanter (drawn by T. Young),,92-93,,
2:12.0,T. Young misses free throw 1 of 2,,92-93,,
2:12.0,Offensive rebound by Team,,92-93,,
2:12.0,T. Young misses free throw 2 of 2,,92-93,,
2:11.0,,,92-93,,Defensive rebound by D. Favors
1:56.0,,,92-93,,G. Hayward misses 2-pt shot from 14 ft
1:54.0,Defensive rebound by S. Muhammad,,92-93,,
1:41.0,Turnover by M. Williams (lost ball; steal by G. Hayward),,92-93,,
1:38.0,,,92-95,2,G. Hayward makes 2-pt shot from 1 ft
1:21.0,T. Young misses 2-pt shot from 2 ft,,92-95,,
1:21.0,Offensive rebound by G. Dieng,,92-95,,
1:21.0,G. Dieng makes 2-pt shot from 2 ft,2,94-95,,
1:07.0,Personal foul by T. Young (drawn by T. Burke),,94-95,,
0:57.0,,,94-95,,Shooting foul by T. Young (drawn by G. Hayward)
0:57.0,,,94-96,1,G. Hayward makes free throw 1 of 2
0:57.0,,,94-96,,T. Booker enters the game for E. Kanter
0:57.0,,,94-97,1,G. Hayward makes free throw 2 of 2
0:47.0,T. Young misses 2-pt shot from 17 ft,,94-97,,
0:45.0,,,94-97,,Defensive rebound by T. Burke
0:25.0,,,94-97,,T. Burke misses 2-pt shot from 5 ft
