time,LA Clippers,pts.away,score,pts.home,Oklahoma City
9:07.0,,,30-38,,Offensive rebound by M. McGary
9:07.0,,,30-40,2,M. McGary makes 2-pt shot from 1 ft
8:44.0,A. Rivers makes 2-pt shot from 6 ft,2,32-40,,
8:30.0,,,32-42,2,R. Jackson makes 2-pt shot from 16 ft
8:24.0,LA Clippers full timeout,,32-42,,
8:24.0,D. Jordan enters the game for G. Davis,,32-42,,
8:11.0,Shooting foul by M. McGary (drawn by S. Hawes),,32-42,,
8:11.0,S. Hawes makes free throw 1 of 2,1,33-42,,
8:11.0,S. Hawes misses free throw 2 of 2,,33-42,,
8:11.0,,,33-42,,Defensive rebound by M. McGary
7:56.0,,,33-42,,R. Westbrook misses 3-pt shot from 24 ft
7:55.0,,,33-42,,Offensive rebound by M. McGary
7:48.0,,,33-44,2,R. Jackson makes 2-pt shot from 6 ft
7:34.0,J. Crawford makes 2-pt shot from 21 ft (assist by D. Jordan),2,35-44,,
7:34.0,Shooting foul by D. Waiters (drawn by J. Crawford),,35-44,,
7:34.0,M. Barnes enters the game for A. Rivers,,35-44,,
7:34.0,,,35-44,,K. Durant enters the game for N. Collison
7:34.0,J. Crawford makes free throw 1 of 1,1,36-44,,
7:15.0,,,36-46,2,D. Waiters makes 2-pt shot from 16 ft
7:05.0,,,36-46,,Personal foul by R. Jackson (drawn by J. Crawford)
7:05.0,A. Rivers enters the game for S. Hawes,,36-46,,
7:05.0,J. Crawford makes free throw 1 of 2,1,37-46,,
7:05.0,J. Crawford misses free throw 2 of 2,,37-46,,
7:04.0,,,37-46,,Defensive rebound by M. McGary
6:56.0,,,37-48,2,M. McGary makes 2-pt shot at rim (assist by R. Westbrook)
6:56.0,,,37-48,,Shooting foul by J. Crawford (drawn by M. McGary)
6:56.0,,,37-48,,S. Ibaka enters the game for D. Waiters
6:56.0,,,37-49,1,M. McGary makes free throw 1 of 1
6:37.0,A. Rivers misses 3-pt shot from 24 ft,,37-49,,
6:35.0,Offensive rebound by D. Jordan,,37-49,,
6:35.0,D. Jordan makes 2-pt shot from 1 ft,2,39-49,,
6:21.0,,,39-49,,S. Ibaka misses 3-pt shot from 22 ft
6:20.0,Defensive rebound by Team,,39-49,,
6:19.0,S. Hawes enters the game for J. Crawford,,39-49,,
5:58.0,C. Paul misses 3-pt shot from 22 ft,,39-49,,
5:56.0,,,39-49,,Defensive rebound by R. Westbrook
5:53.0,,,39-49,,Shooting foul by A. Rivers (drawn by R. Westbrook)
5:53.0,,,39-50,1,R. Westbrook makes free throw 1 of 2
5:53.0,,,39-50,,S. Adams enters the game for M. McGary
5:53.0,,,39-51,1,R. Westbrook makes free throw 2 of 2
5:35.0,A. Rivers misses 2-pt shot from 10 ft,,39-51,,
5:34.0,,,39-51,,Defensive rebound by R. Jackson
5:24.0,,,39-53,2,S. Adams makes 2-pt shot from 3 ft (assist by R. Jackson)
5:02.0,A. Rivers makes 3-pt shot from 24 ft (assist by C. Paul),3,42-53,,
4:39.0,,,42-53,,R. Westbrook misses 2-pt shot from 18 ft
4:38.0,Defensive rebound by A. Rivers,,42-53,,
4:26.0,Shooting foul by R. Jackson (drawn by C. Paul),,42-53,,
4:26.0,C. Paul makes free throw 1 of 2,1,43-53,,
4:26.0,J. Crawford enters the game for A. Rivers,,43-53,,
4:26.0,C. Paul makes free throw 2 of 2,1,44-53,,
4:12.0,,,44-53,,S. Ibaka misses 2-pt shot from 18 ft
4:10.0,,,44-53,,Offensive rebound by K. Durant
4:10.0,,,44-53,,Shooting foul by M. Barnes (drawn by K. Durant)
4:10.0,,,44-54,1,K. Durant makes free throw 1 of 2
4:10.0,,,44-55,1,K. Durant makes free throw 2 of 2
3:57.0,J. Crawford misses 2-pt shot from 19 ft (block by S. Adams),,44-55,,
3:56.0,Offensive rebound by Team,,44-55,,
3:54.0,S. Hawes misses 2-pt shot from 1 ft (block by S. Ibaka),,44-55,,
3:52.0,Offensive rebound by S. Hawes,,44-55,,
3:49.0,S. Hawes makes 2-pt shot from 16 ft,2,46-55,,
3:42.0,,,46-55,,Oklahoma City full timeout
3:36.0,,,46-55,,R. Westbrook misses 2-pt shot from 2 ft
3:36.0,,,46-55,,Offensive rebound by Team
3:36.0,Loose ball foul by S. Hawes (drawn by S. Adams),,46-55,,
3:36.0,,,46-55,,Oklahoma City full timeout
3:36.0,,,46-55,,P. Jones enters the game for R. Jackson
3:36.0,,,46-55,,S. Adams misses free throw 1 of 2
3:36.0,,,46-55,,Offensive rebound by Team
3:36.0,,,46-56,1,S. Adams makes free throw 2 of 2
3:35.0,,,46-56,,Personal take foul by P. Jones (drawn by D. Jordan)
3:35.0,,,46-56,,N. Collison enters the game for S. Adams
3:35.0,D. Jordan misses free throw 1 of 2,,46-56,,
3:35.0,Offensive rebound by Team,,46-56,,
3:35.0,,,46-56,,R. Jackson enters the game for P. Jones
3:35.0,D. Jordan makes free throw 2 of 2,1,47-56,,
3:14.0,,,47-58,2,R. Jackson makes 2-pt shot from 7 ft (assist by K. Durant)
2:49.0,S. Hawes misses 2-pt shot from 5 ft,,47-58,,
2:48.0,,,47-58,,Defensive rebound by K. Durant
2:43.0,,,47-60,2,R. Westbrook makes 2-pt shot from 16 ft (assist by K. Durant)
2:16.0,C. Paul makes 2-pt shot from 17 ft,2,49-60,,
1:59.0,,,49-60,,S. Ibaka misses 3-pt shot from 22 ft
1:58.0,Defensive rebound by D. Jordan,,49-60,,
1:46.0,S. Hawes makes 3-pt shot from 25 ft (assist by C. Paul),3,52-60,,
1:24.0,,,52-60,,K. Durant misses 2-pt shot from 10 ft
1:23.0,,,52-60,,Offensive rebound by N. Collison
1:19.0,,,52-60,,Shooting foul by S. Hawes (drawn by S. Ibaka)
1:19.0,,,52-61,1,S. Ibaka makes free throw 1 of 2
1:19.0,H. Turkoglu enters the game for S. Hawes,,52-61,,
1:19.0,,,52-61,,A. Roberson enters the game for N. Collison
1:19.0,,,52-61,,S. Ibaka misses free throw 2 of 2
1:18.0,Defensive rebound by D. Jordan,,52-61,,
1:07.0,C. Paul misses 2-pt shot from 16 ft,,52-61,,
1:07.0,,,52-61,,Defensive rebound by R. Westbrook
1:02.0,,,52-61,,Shooting foul by H. Turkoglu (drawn by R. Jackson)
1:02.0,,,52-61,,R. Jackson misses free throw 1 of 2
1:02.0,,,52-61,,Offensive rebound by Team
1:02.0,,,52-62,1,R. Jackson makes free throw 2 of 2
1:02.0,LA Clippers full timeout,,52-62,,
0:54.0,J. Crawford misses 3-pt shot from 26 ft,,52-62,,
0:52.0,,,52-62,,Defensive rebound by R. Westbrook
0:43.0,,,52-64,2,R. Westbrook makes 2-pt shot from 6 ft
0:32.0,C. Paul makes 2-pt shot at rim,2,54-64,,
0:20.0,Personal foul by C. Paul (drawn by K. Durant),,54-64,,
0:20.0,,,54-65,1,K. Durant makes free throw 1 of 2
0:20.0,,,54-66,1,K. Durant makes free throw 2 of 2
0:00.0,M. Barnes misses 2-pt shot at rim,,54-66,,
0:00.0,Offensive rebound by M. Barnes,,54-66,,
0:00.0,M. Barnes makes 2-pt shot at rim,2,56-66,,
0:00.0,Violation by Team (delay of game),,56-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,56-66,,Personal foul by R. Westbrook (drawn by A. Rivers)
11:31.0,Turnover by M. Barnes (bad pass),,56-66,,
11:15.0,,,56-68,2,S. Ibaka makes 2-pt shot at rim (assist by K. Durant)
11:06.0,Turnover by S. Hawes (bad pass),,56-68,,
10:45.0,,,56-70,2,N. Collison makes 2-pt shot at rim (assist by R. Westbrook)
10:33.0,A. Rivers makes 2-pt shot from 4 ft (assist by C. Paul),2,58-70,,
10:26.0,,,58-72,2,R. Westbrook makes 2-pt shot from 11 ft
10:05.0,C. Paul misses 3-pt shot from 24 ft,,58-72,,
10:04.0,,,58-72,,Defensive rebound by A. Roberson
9:55.0,,,58-75,3,K. Durant makes 3-pt shot from 25 ft (assist by S. Ibaka)
9:53.0,LA Clippers full timeout,,58-75,,
9:36.0,Turnover by A. Rivers (lost ball; steal by A. Roberson),,58-75,,
9:30.0,,,58-75,,Turnover by K. Durant (bad pass; steal by C. Paul)
9:27.0,Offensive charge foul by M. Barnes,,58-75,,
9:27.0,Turnover by M. Barnes (offensive foul),,58-75,,
9:17.0,,,58-77,2,K. Durant makes 2-pt shot from 12 ft (assist by R. Westbrook)
9:10.0,,,58-77,,Personal foul by A. Roberson (drawn by C. Paul)
9:01.0,S. Hawes misses 2-pt shot from 12 ft,,58-77,,
9:00.0,Offensive rebound by D. Jordan,,58-77,,
8:58.0,D. Jordan makes 2-pt shot from 1 ft,2,60-77,,
8:47.0,,,60-77,,R. Westbrook misses 3-pt shot from 24 ft
8:46.0,Defensive rebound by C. Paul,,60-77,,
8:39.0,Turnover by C. Paul (bad pass; steal by S. Ibaka),,60-77,,
8:34.0,,,60-79,2,R. Westbrook makes 2-pt shot at rim (assist by K. Durant)
8:22.0,,,60-79,,Personal foul by K. Durant (drawn by D. Jordan)
8:13.0,Turnover by S. Hawes (lost ball; steal by A. Roberson),,60-79,,
8:07.0,,,60-81,2,A. Roberson makes 2-pt shot at rim (assist by K. Durant)
8:07.0,LA Clippers full timeout,,60-81,,
7:45.0,M. Barnes makes 2-pt shot from 12 ft,2,62-81,,
7:29.0,,,62-81,,S. Ibaka misses 2-pt shot from 9 ft
7:28.0,Defensive rebound by D. Jordan,,62-81,,
7:14.0,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul),3,65-81,,
6:58.0,,,65-81,,N. Collison misses 2-pt shot from 16 ft
6:57.0,Defensive rebound by D. Jordan,,65-81,,
6:43.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,67-81,,
6:41.0,,,67-81,,Oklahoma City full timeout
6:27.0,,,67-81,,K. Durant misses 2-pt shot from 19 ft
6:25.0,Defensive rebound by Team,,67-81,,
6:11.0,S. Hawes misses 2-pt shot from 9 ft,,67-81,,
6:10.0,Offensive rebound by D. Jordan,,67-81,,
6:07.0,D. Jordan misses 2-pt shot from 1 ft,,67-81,,
6:06.0,,,67-81,,Defensive rebound by A. Roberson
5:57.0,,,67-81,,R. Westbrook misses 2-pt shot from 3 ft (block by S. Hawes)
5:55.0,,,67-81,,Offensive rebound by R. Westbrook
5:55.0,Personal foul by C. Paul (drawn by R. Westbrook),,67-81,,
5:54.0,Personal foul by D. Jordan (drawn by N. Collison),,67-81,,
5:50.0,,,67-81,,Shooting foul by A. Rivers (drawn by K. Durant)
5:50.0,,,67-82,1,K. Durant makes free throw 1 of 2
5:50.0,,,67-83,1,K. Durant makes free throw 2 of 2
5:36.0,M. Barnes misses 3-pt shot from 24 ft,,67-83,,
5:35.0,Offensive rebound by C. Paul,,67-83,,
5:13.0,,,67-83,,Personal foul by N. Collison (drawn by S. Hawes)
5:13.0,J. Crawford enters the game for A. Rivers,,67-83,,
5:05.0,C. Paul makes 2-pt shot from 12 ft,2,69-83,,
4:44.0,,,69-83,,Turnover by R. Westbrook (bad pass; steal by D. Jordan)
4:39.0,,,69-83,,Personal block foul by K. Durant (drawn by C. Paul)
4:39.0,C. Paul makes free throw 1 of 2,1,70-83,,
4:39.0,C. Paul makes free throw 2 of 2,1,71-83,,
4:23.0,,,71-85,2,R. Westbrook makes 2-pt shot from 4 ft
3:55.0,J. Crawford misses 2-pt shot from 14 ft (block by A. Roberson),,71-85,,
3:53.0,,,71-85,,Defensive rebound by R. Westbrook
3:51.0,,,71-85,,R. Westbrook misses 2-pt shot from 1 ft
3:49.0,,,71-85,,Offensive rebound by K. Durant
3:49.0,,,71-87,2,K. Durant makes 2-pt shot at rim
3:49.0,,,71-87,,Violation by Team (delay of game)
3:31.0,S. Hawes misses 2-pt shot from 9 ft,,71-87,,
3:30.0,,,71-87,,Defensive rebound by N. Collison
3:24.0,,,71-87,,R. Westbrook misses 2-pt shot at rim
3:24.0,,,71-87,,Offensive rebound by Team
3:24.0,Loose ball foul by D. Jordan (drawn by S. Ibaka),,71-87,,
3:24.0,,,71-87,,D. Waiters enters the game for A. Roberson
3:24.0,,,71-87,,M. McGary enters the game for N. Collison
3:21.0,,,71-90,3,S. Ibaka makes 3-pt shot from 24 ft (assist by K. Durant)
3:07.0,Turnover by J. Crawford (lost ball; steal by R. Westbrook),,71-90,,
3:07.0,Personal foul by J. Crawford (drawn by R. Westbrook),,71-90,,
3:07.0,Technical foul by J. Crawford (drawn by R. Westbrook),,71-90,,
3:07.0,,,71-91,1,K. Durant makes technical free throw
3:07.0,,,71-92,1,R. Westbrook makes free throw 1 of 2
3:07.0,,,71-93,1,R. Westbrook makes free throw 2 of 2
2:44.0,M. Barnes misses 2-pt shot from 7 ft,,71-93,,
2:43.0,,,71-93,,Defensive rebound by K. Durant
2:37.0,,,71-93,,R. Westbrook misses 3-pt shot from 24 ft
2:36.0,Defensive rebound by Team,,71-93,,
2:34.0,,,71-93,,R. Jackson enters the game for K. Durant
2:21.0,C. Paul misses 2-pt shot from 4 ft,,71-93,,
2:20.0,Offensive rebound by C. Paul,,71-93,,
2:14.0,C. Paul makes 2-pt shot from 15 ft,2,73-93,,
1:48.0,,,73-96,3,R. Jackson makes 3-pt shot from 26 ft
1:33.0,D. Jordan misses 2-pt shot at rim,,73-96,,
1:32.0,,,73-96,,Defensive rebound by M. McGary
1:30.0,Personal foul by D. Jordan (drawn by R. Westbrook),,73-96,,
1:30.0,,,73-97,1,R. Westbrook makes free throw 1 of 2
1:30.0,A. Rivers enters the game for C. Paul,,73-97,,
1:30.0,,,73-98,1,R. Westbrook makes free throw 2 of 2
1:18.0,J. Crawford misses 3-pt shot from 23 ft,,73-98,,
1:17.0,Offensive rebound by D. Jordan,,73-98,,
1:12.0,J. Crawford makes 2-pt shot from 7 ft (assist by D. Jordan),2,75-98,,
1:00.0,,,75-98,,Offensive foul by M. McGary
1:00.0,,,75-98,,Turnover by M. McGary (offensive foul)
0:51.0,A. Rivers misses 2-pt shot from 5 ft,,75-98,,
0:50.0,,,75-98,,Defensive rebound by R. Westbrook
0:45.0,,,75-98,,Turnover by R. Westbrook (bad pass; steal by A. Rivers)
0:37.0,J. Crawford misses 2-pt shot from 19 ft,,75-98,,
0:36.0,,,75-98,,Defensive rebound by S. Ibaka
0:12.0,,,75-101,3,R. Westbrook makes 3-pt shot from 24 ft
0:02.0,J. Crawford misses 2-pt shot from 4 ft,,75-101,,
0:01.0,,,75-101,,Defensive rebound by R. Westbrook
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,75-101,,Turnover by D. Waiters (lost ball; steal by C. Paul)
11:34.0,A. Rivers makes 2-pt shot at rim (assist by C. Paul),2,77-101,,
11:24.0,Personal foul by J. Crawford (drawn by A. Roberson),,77-101,,
11:11.0,,,77-101,,S. Ibaka misses 3-pt shot from 23 ft
11:11.0,Defensive rebound by C. Paul,,77-101,,
11:02.0,A. Rivers misses 3-pt shot from 24 ft,,77-101,,
11:01.0,,,77-101,,Defensive rebound by R. Jackson
10:52.0,,,77-104,3,D. Waiters makes 3-pt shot from 22 ft (assist by R. Jackson)
10:32.0,J. Crawford makes 2-pt shot from 16 ft (assist by C. Paul),2,79-104,,
10:03.0,,,79-104,,D. Waiters misses 2-pt shot from 20 ft
10:01.0,,,79-104,,Offensive rebound by Team
10:01.0,Personal foul by C. Paul (drawn by D. Waiters),,79-104,,
9:44.0,,,79-104,,D. Waiters misses 3-pt shot from 22 ft
9:43.0,,,79-104,,Offensive rebound by S. Ibaka
9:43.0,,,79-106,2,S. Ibaka makes 2-pt shot from 2 ft
9:25.0,J. Crawford misses 2-pt shot from 11 ft,,79-106,,
9:25.0,,,79-106,,Defensive rebound by S. Ibaka
9:20.0,,,79-106,,Shooting foul by S. Hawes (drawn by A. Roberson)
9:20.0,,,79-107,1,A. Roberson makes free throw 1 of 2
9:20.0,C. Wilcox enters the game for C. Paul,,79-107,,
9:20.0,E. Udoh enters the game for D. Jordan,,79-107,,
9:20.0,,,79-107,,P. Jones enters the game for S. Ibaka
9:20.0,,,79-107,,A. Roberson misses free throw 2 of 2
9:19.0,,,79-107,,Offensive rebound by M. McGary
8:55.0,,,79-109,2,M. McGary makes 2-pt shot from 12 ft (assist by R. Jackson)
8:36.0,S. Hawes misses 3-pt shot from 24 ft,,79-109,,
8:35.0,,,79-109,,Defensive rebound by M. McGary
8:31.0,,,79-111,2,P. Jones makes 2-pt shot at rim (assist by R. Jackson)
8:31.0,LA Clippers full timeout,,79-111,,
8:31.0,H. Turkoglu enters the game for S. Hawes,,79-111,,
8:31.0,,,79-111,,J. Lamb enters the game for A. Roberson
8:14.0,H. Turkoglu misses 2-pt shot from 4 ft,,79-111,,
8:14.0,Offensive rebound by Team,,79-111,,
8:14.0,,,79-111,,Loose ball foul by R. Jackson (drawn by E. Udoh)
8:00.0,C. Wilcox makes 3-pt shot from 25 ft (assist by H. Turkoglu),3,82-111,,
7:45.0,,,82-111,,Turnover by D. Waiters (lost ball; steal by E. Udoh)
7:40.0,C. Wilcox makes 2-pt shot from 1 ft (assist by A. Rivers),2,84-111,,
7:22.0,,,84-111,,Shooting foul by C. Wilcox (drawn by D. Waiters)
7:22.0,,,84-112,1,D. Waiters makes free throw 1 of 2
7:22.0,D. Jones enters the game for A. Rivers,,84-112,,
7:22.0,,,84-113,1,D. Waiters makes free throw 2 of 2
7:01.0,H. Turkoglu misses 3-pt shot from 24 ft,,84-113,,
7:00.0,,,84-113,,Defensive rebound by J. Lamb
6:54.0,,,84-116,3,J. Lamb makes 3-pt shot from 24 ft
6:37.0,J. Crawford misses 3-pt shot from 24 ft,,84-116,,
6:36.0,,,84-116,,Defensive rebound by P. Jones
6:24.0,,,84-116,,J. Lamb misses 3-pt shot from 23 ft
