time,Indiana,pts.away,score,pts.home,Chicago
0:36.0,C. Watson enters the game for G. Hill,,20-22,,
0:36.0,,,20-22,,K. Hinrich enters the game for N. Mohammed
0:36.0,,,20-22,,N. Mirotic enters the game for A. Brooks
0:28.0,R. Stuckey misses 2-pt shot from 14 ft,,20-22,,
0:26.0,,,20-22,,Defensive rebound by P. Gasol
0:11.0,,,20-24,2,P. Gasol makes 2-pt shot from 3 ft
0:01.0,L. Scola makes 2-pt shot from 8 ft (assist by C. Watson),2,22-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Violation by C. Watson (kicked ball),,22-24,,
11:35.0,,,22-24,,Shooting foul by I. Mahinmi (drawn by N. Mirotic)
11:35.0,,,22-25,1,N. Mirotic makes free throw 1 of 2
11:35.0,,,22-25,,N. Mirotic misses free throw 2 of 2
11:34.0,Defensive rebound by L. Scola,,22-25,,
11:13.0,I. Mahinmi misses 2-pt shot from 8 ft,,22-25,,
11:12.0,Offensive rebound by L. Scola,,22-25,,
11:12.0,L. Scola misses 2-pt shot from 1 ft,,22-25,,
11:11.0,,,22-25,,Defensive rebound by N. Mirotic
11:01.0,,,22-27,2,T. Snell makes 2-pt shot from 1 ft (assist by J. Noah)
10:47.0,L. Scola misses 2-pt shot from 22 ft,,22-27,,
10:46.0,,,22-27,,Defensive rebound by T. Snell
10:34.0,,,22-27,,Turnover by T. Snell (bad pass)
10:25.0,Turnover by I. Mahinmi (bad pass),,22-27,,
10:15.0,Personal foul by D. Rudez (drawn by D. McDermott),,22-27,,
10:00.0,Violation by L. Scola (def goaltending),,22-27,,
10:00.0,,,22-29,2,K. Hinrich makes 2-pt shot from 14 ft
9:46.0,Shooting foul by N. Mirotic (drawn by L. Scola),,22-29,,
9:46.0,L. Scola makes free throw 1 of 2,1,23-29,,
9:46.0,,,23-29,,E. Moore enters the game for T. Snell
9:46.0,L. Scola makes free throw 2 of 2,1,24-29,,
9:36.0,,,24-31,2,J. Noah makes 2-pt shot from 2 ft (assist by K. Hinrich)
9:27.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by R. Stuckey),2,26-31,,
9:11.0,,,26-31,,D. McDermott misses 2-pt shot from 2 ft
9:10.0,Defensive rebound by L. Scola,,26-31,,
9:04.0,,,26-31,,Personal foul by E. Moore (drawn by R. Stuckey)
8:51.0,L. Scola misses 2-pt shot from 2 ft (block by N. Mirotic),,26-31,,
8:49.0,,,26-31,,Defensive rebound by N. Mirotic
8:35.0,,,26-31,,Chicago full timeout
8:27.0,,,26-31,,D. McDermott misses 2-pt shot from 20 ft
8:25.0,Defensive rebound by I. Mahinmi,,26-31,,
8:15.0,Turnover by R. Stuckey (bad pass; steal by E. Moore),,26-31,,
8:10.0,,,26-31,,E. Moore misses 2-pt shot from 2 ft (block by I. Mahinmi)
8:09.0,Defensive rebound by Team,,26-31,,
8:09.0,,,26-31,,Loose ball foul by E. Moore (drawn by C. Watson)
7:55.0,D. Rudez makes 2-pt shot from 21 ft,2,28-31,,
7:38.0,,,28-31,,K. Hinrich misses 2-pt shot from 14 ft
7:37.0,,,28-31,,Offensive rebound by J. Noah
7:35.0,,,28-31,,Offensive foul by J. Noah
7:35.0,,,28-31,,Turnover by J. Noah (offensive foul)
7:20.0,Shooting foul by E. Moore (drawn by R. Stuckey),,28-31,,
7:20.0,R. Stuckey makes free throw 1 of 2,1,29-31,,
7:20.0,R. Stuckey makes free throw 2 of 2,1,30-31,,
7:14.0,Personal foul by D. Rudez (drawn by D. McDermott),,30-31,,
7:06.0,,,30-31,,D. McDermott misses 2-pt shot from 20 ft
7:05.0,Defensive rebound by R. Stuckey,,30-31,,
6:59.0,R. Stuckey misses 2-pt shot from 3 ft,,30-31,,
6:59.0,,,30-31,,Defensive rebound by Team
6:38.0,,,30-31,,E. Moore misses 2-pt shot from 6 ft (block by I. Mahinmi)
6:38.0,,,30-31,,Offensive rebound by Team
6:34.0,,,30-33,2,N. Mirotic makes 2-pt shot from 10 ft (assist by E. Moore)
6:26.0,Violation by C. Watson (kicked ball),,30-33,,
6:13.0,L. Scola misses 2-pt shot from 16 ft,,30-33,,
6:12.0,,,30-33,,Defensive rebound by J. Noah
5:59.0,,,30-33,,N. Mirotic misses 3-pt shot from 25 ft
5:59.0,,,30-33,,Offensive rebound by Team
5:59.0,Loose ball foul by D. Rudez (drawn by D. McDermott),,30-33,,
5:59.0,,,30-33,,Chicago full timeout
5:59.0,,,30-33,,M. Dunleavy enters the game for D. McDermott
5:59.0,C. Miles enters the game for D. Rudez,,30-33,,
5:53.0,,,30-33,,Turnover by K. Hinrich (bad pass; steal by C. Watson)
5:49.0,C. Watson makes 2-pt shot from 1 ft,2,32-33,,
5:35.0,,,32-36,3,M. Dunleavy makes 3-pt shot from 26 ft (assist by K. Hinrich)
5:15.0,Turnover by I. Mahinmi (bad pass; steal by N. Mirotic),,32-36,,
5:11.0,,,32-38,2,N. Mirotic makes 2-pt shot at rim
4:51.0,R. Stuckey misses 2-pt shot from 7 ft,,32-38,,
4:50.0,,,32-38,,Defensive rebound by J. Noah
4:45.0,,,32-41,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by E. Moore)
4:43.0,Indiana full timeout,,32-41,,
4:43.0,,,32-41,,A. Brooks enters the game for J. Noah
4:43.0,,,32-41,,P. Gasol enters the game for K. Hinrich
4:43.0,,,32-41,,T. Snell enters the game for E. Moore
4:43.0,G. Hill enters the game for I. Mahinmi,,32-41,,
4:43.0,R. Hibbert enters the game for C. Watson,,32-41,,
4:19.0,Turnover by G. Hill (bad pass; steal by A. Brooks),,32-41,,
4:02.0,,,32-43,2,M. Dunleavy makes 2-pt shot from 5 ft (assist by N. Mirotic)
3:41.0,R. Stuckey makes 3-pt shot from 25 ft,3,35-43,,
3:29.0,,,35-43,,M. Dunleavy misses 3-pt shot from 24 ft
3:28.0,,,35-43,,Offensive rebound by N. Mirotic
3:17.0,,,35-43,,Shooting foul by C. Miles (drawn by M. Dunleavy)
3:17.0,,,35-44,1,M. Dunleavy makes free throw 1 of 2
3:17.0,S. Hill enters the game for R. Stuckey,,35-44,,
3:17.0,D. West enters the game for L. Scola,,35-44,,
3:17.0,,,35-45,1,M. Dunleavy makes free throw 2 of 2
3:03.0,C. Miles misses 3-pt shot from 26 ft,,35-45,,
3:02.0,,,35-45,,Defensive rebound by N. Mirotic
2:53.0,,,35-47,2,P. Gasol makes 2-pt shot at rim (assist by N. Mirotic)
2:35.0,D. West misses 2-pt shot from 1 ft,,35-47,,
2:34.0,,,35-47,,Defensive rebound by P. Gasol
2:20.0,,,35-47,,Turnover by N. Mirotic (bad pass)
1:57.0,G. Hill makes 2-pt shot from 16 ft (assist by D. West),2,37-47,,
1:40.0,,,37-47,,Shooting foul by C. Miles (drawn by A. Brooks)
1:40.0,,,37-48,1,A. Brooks makes free throw 1 of 2
1:40.0,R. Stuckey enters the game for C. Miles,,37-48,,
1:40.0,,,37-49,1,A. Brooks makes free throw 2 of 2
1:24.0,R. Hibbert misses 2-pt shot from 13 ft,,37-49,,
1:22.0,,,37-49,,Defensive rebound by T. Snell
1:18.0,,,37-49,,Turnover by M. Dunleavy (bad pass)
1:01.0,D. West misses 2-pt shot from 6 ft,,37-49,,
1:00.0,,,37-49,,Defensive rebound by T. Snell
0:41.0,,,37-51,2,A. Brooks makes 2-pt shot from 10 ft
0:40.0,Indiana full timeout,,37-51,,
0:40.0,,,37-51,,E. Moore enters the game for A. Brooks
0:32.0,R. Stuckey makes 2-pt shot from 21 ft (assist by S. Hill),2,39-51,,
0:16.0,,,39-51,,E. Moore misses 2-pt shot from 6 ft
0:15.0,Defensive rebound by Team,,39-51,,
0:00.0,G. Hill makes 2-pt shot from 2 ft (assist by D. West),2,41-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,41-51,,Shooting foul by D. West (drawn by T. Snell)
11:43.0,,,41-52,1,T. Snell makes free throw 1 of 2
11:43.0,,,41-53,1,T. Snell makes free throw 2 of 2
11:24.0,S. Hill makes 2-pt shot from 18 ft,2,43-53,,
11:08.0,,,43-53,,M. Dunleavy misses 2-pt shot from 2 ft
11:08.0,Defensive rebound by S. Hill,,43-53,,
11:08.0,,,43-53,,Personal foul by M. Dunleavy (drawn by S. Hill)
10:56.0,D. West misses 2-pt shot from 20 ft,,43-53,,
10:55.0,,,43-53,,Defensive rebound by M. Dunleavy
10:44.0,,,43-53,,P. Gasol misses 2-pt shot from 21 ft
10:42.0,Defensive rebound by G. Hill,,43-53,,
10:37.0,,,43-53,,Personal foul by P. Gasol (drawn by R. Hibbert)
10:19.0,S. Hill makes 3-pt shot from 23 ft (assist by D. West),3,46-53,,
10:05.0,,,46-53,,Turnover by A. Brooks (bad pass)
9:52.0,D. West misses 2-pt shot from 2 ft,,46-53,,
9:51.0,,,46-53,,Defensive rebound by P. Gasol
9:38.0,,,46-55,2,P. Gasol makes 2-pt shot from 13 ft (assist by J. Noah)
9:11.0,R. Hibbert misses 2-pt shot from 9 ft,,46-55,,
9:10.0,,,46-55,,Defensive rebound by T. Snell
9:02.0,,,46-57,2,T. Snell makes 2-pt shot from 19 ft
8:50.0,,,46-57,,Personal foul by A. Brooks (drawn by G. Hill)
8:34.0,C. Miles misses 3-pt shot from 27 ft,,46-57,,
8:33.0,,,46-57,,Defensive rebound by M. Dunleavy
8:23.0,,,46-59,2,P. Gasol makes 2-pt shot from 2 ft (assist by J. Noah)
8:04.0,,,46-59,,Personal foul by J. Noah (drawn by D. West)
7:54.0,D. West makes 2-pt shot from 5 ft (assist by G. Hill),2,48-59,,
7:54.0,Shooting foul by J. Noah (drawn by D. West),,48-59,,
7:54.0,D. West makes free throw 1 of 1,1,49-59,,
7:41.0,,,49-59,,Offensive foul by J. Noah
7:41.0,,,49-59,,Turnover by J. Noah (offensive foul)
7:41.0,,,49-59,,N. Mohammed enters the game for J. Noah
7:22.0,D. West misses 2-pt shot from 17 ft,,49-59,,
7:21.0,,,49-59,,Defensive rebound by P. Gasol
7:03.0,,,49-59,,N. Mohammed misses 2-pt shot from 14 ft
7:01.0,Defensive rebound by G. Hill,,49-59,,
6:56.0,Shooting foul by T. Snell (drawn by G. Hill),,49-59,,
6:56.0,G. Hill makes free throw 1 of 2,1,50-59,,
6:56.0,G. Hill makes free throw 2 of 2,1,51-59,,
6:39.0,,,51-59,,P. Gasol misses 2-pt shot from 10 ft
6:37.0,Defensive rebound by D. West,,51-59,,
6:31.0,R. Hibbert makes 2-pt shot from 9 ft (assist by G. Hill),2,53-59,,
6:17.0,Personal foul by D. West (drawn by P. Gasol),,53-59,,
6:12.0,,,53-59,,Turnover by A. Brooks (bad pass; steal by G. Hill)
6:05.0,Shooting foul by A. Brooks (drawn by S. Hill),,53-59,,
6:05.0,S. Hill makes free throw 1 of 2,1,54-59,,
6:05.0,,,54-59,,K. Hinrich enters the game for A. Brooks
6:05.0,,,54-59,,N. Mirotic enters the game for N. Mohammed
6:05.0,S. Hill makes free throw 2 of 2,1,55-59,,
5:49.0,,,55-59,,Shooting foul by R. Hibbert (drawn by P. Gasol)
5:49.0,,,55-59,,Chicago full timeout
5:49.0,R. Stuckey enters the game for C. Miles,,55-59,,
5:49.0,,,55-60,1,P. Gasol makes free throw 1 of 2
5:49.0,,,55-61,1,P. Gasol makes free throw 2 of 2
5:34.0,R. Hibbert misses 2-pt shot from 8 ft,,55-61,,
5:33.0,,,55-61,,Defensive rebound by M. Dunleavy
5:10.0,,,55-61,,N. Mirotic misses 3-pt shot from 25 ft
5:08.0,,,55-61,,Offensive rebound by T. Snell
5:08.0,,,55-61,,T. Snell misses 2-pt shot from 1 ft
5:07.0,Defensive rebound by R. Hibbert,,55-61,,
4:59.0,D. West makes 2-pt shot from 19 ft (assist by S. Hill),2,57-61,,
4:39.0,,,57-64,3,T. Snell makes 3-pt shot from 25 ft (assist by P. Gasol)
4:21.0,R. Stuckey makes 2-pt shot from 14 ft,2,59-64,,
4:07.0,,,59-64,,K. Hinrich misses 2-pt shot from 23 ft
4:07.0,Defensive rebound by Team,,59-64,,
3:53.0,S. Hill makes 2-pt shot at rim (assist by D. West),2,61-64,,
3:34.0,,,61-66,2,N. Mirotic makes 2-pt shot from 2 ft (assist by K. Hinrich)
3:34.0,,,61-66,,Shooting foul by D. West (drawn by N. Mirotic)
3:34.0,,,61-67,1,N. Mirotic makes free throw 1 of 1
3:24.0,,,61-67,,Personal foul by T. Snell (drawn by R. Stuckey)
3:24.0,R. Stuckey misses free throw 1 of 2,,61-67,,
3:24.0,Offensive rebound by Team,,61-67,,
3:24.0,R. Stuckey misses free throw 2 of 2,,61-67,,
3:22.0,,,61-67,,Defensive rebound by N. Mirotic
2:56.0,,,61-67,,P. Gasol misses 2-pt shot from 6 ft
2:55.0,Defensive rebound by S. Hill,,61-67,,
2:51.0,,,61-67,,Personal foul by N. Mirotic (drawn by D. West)
2:51.0,Indiana full timeout,,61-67,,
2:51.0,D. West misses free throw 1 of 2,,61-67,,
2:51.0,Offensive rebound by Team,,61-67,,
2:51.0,D. West makes free throw 2 of 2,1,62-67,,
2:43.0,Personal foul by D. West (drawn by N. Mirotic),,62-67,,
2:43.0,,,62-68,1,N. Mirotic makes free throw 1 of 2
2:43.0,L. Scola enters the game for D. West,,62-68,,
2:43.0,,,62-69,1,N. Mirotic makes free throw 2 of 2
2:27.0,L. Scola makes 2-pt shot from 2 ft,2,64-69,,
2:08.0,,,64-69,,N. Mirotic misses 3-pt shot from 23 ft (block by L. Scola)
2:06.0,Defensive rebound by L. Scola,,64-69,,
2:04.0,Shooting foul by T. Snell (drawn by L. Scola),,64-69,,
2:04.0,L. Scola makes free throw 1 of 2,1,65-69,,
2:04.0,C. Watson enters the game for G. Hill,,65-69,,
2:04.0,L. Scola makes free throw 2 of 2,1,66-69,,
1:52.0,,,66-69,,N. Mirotic misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by R. Stuckey,,66-69,,
1:43.0,R. Stuckey misses 2-pt shot from 11 ft,,66-69,,
1:42.0,,,66-69,,Defensive rebound by N. Mirotic
1:37.0,,,66-69,,N. Mirotic misses 2-pt shot from 3 ft (block by L. Scola)
1:37.0,,,66-69,,Offensive rebound by Team
1:31.0,Personal foul by S. Hill (drawn by P. Gasol),,66-69,,
1:31.0,,,66-70,1,P. Gasol makes free throw 1 of 2
1:31.0,,,66-71,1,P. Gasol makes free throw 2 of 2
1:12.0,R. Stuckey misses 2-pt shot from 21 ft,,66-71,,
1:11.0,Offensive rebound by C. Watson,,66-71,,
1:06.0,Turnover by S. Hill (lost ball; steal by K. Hinrich),,66-71,,
1:01.0,Violation by C. Watson (kicked ball),,66-71,,
1:01.0,I. Mahinmi enters the game for R. Hibbert,,66-71,,
0:54.0,,,66-73,2,N. Mirotic makes 2-pt shot from 2 ft (assist by M. Dunleavy)
0:45.0,S. Hill makes 2-pt shot from 2 ft,2,68-73,,
0:27.0,,,68-76,3,N. Mirotic makes 3-pt shot from 24 ft
0:03.0,C. Watson misses 3-pt shot from 24 ft (block by N. Mirotic),,68-76,,
0:03.0,Offensive rebound by Team,,68-76,,
0:03.0,Turnover by Team (shot clock),,68-76,,
0:00.0,,,68-76,,N. Mirotic misses 3-pt shot from 39 ft
0:00.0,,,68-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,L. Scola misses 2-pt shot from 18 ft,,68-76,,
11:45.0,,,68-76,,Defensive rebound by M. Dunleavy
11:33.0,Personal foul by L. Scola (drawn by N. Mirotic),,68-76,,
11:24.0,,,68-78,2,M. Dunleavy makes 2-pt shot from 1 ft (assist by J. Noah)
10:56.0,C. Miles misses 3-pt shot from 24 ft,,68-78,,
10:55.0,Offensive rebound by L. Scola,,68-78,,
10:54.0,L. Scola makes 2-pt shot from 2 ft,2,70-78,,
10:41.0,,,70-80,2,N. Mirotic makes 2-pt shot from 2 ft
10:26.0,C. Miles misses 2-pt shot from 1 ft,,70-80,,
10:25.0,,,70-80,,Defensive rebound by N. Mirotic
10:19.0,,,70-80,,N. Mirotic misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by I. Mahinmi,,70-80,,
10:11.0,C. Watson misses 2-pt shot from 18 ft,,70-80,,
10:10.0,,,70-80,,Defensive rebound by J. Noah
9:59.0,,,70-82,2,N. Mirotic makes 2-pt shot from 21 ft
9:59.0,Indiana full timeout,,70-82,,
9:38.0,C. Watson misses 2-pt shot from 2 ft,,70-82,,
9:37.0,,,70-82,,Defensive rebound by J. Noah
9:32.0,,,70-82,,J. Noah misses 2-pt shot from 2 ft (block by R. Stuckey)
9:32.0,,,70-82,,Offensive rebound by Team
9:32.0,Indiana full timeout,,70-82,,
9:32.0,R. Hibbert enters the game for I. Mahinmi,,70-82,,
9:16.0,,,70-82,,Turnover by T. Snell (bad pass)
9:09.0,,,70-82,,Personal foul by M. Dunleavy (drawn by C. Miles)
9:01.0,L. Scola misses 2-pt shot from 1 ft,,70-82,,
9:00.0,,,70-82,,Defensive rebound by J. Noah
8:58.0,,,70-82,,Turnover by M. Dunleavy (lost ball)
8:47.0,C. Miles makes 2-pt shot from 21 ft,2,72-82,,
8:19.0,,,72-84,2,T. Snell makes 2-pt shot from 7 ft (assist by M. Dunleavy)
7:56.0,R. Hibbert makes 2-pt shot from 21 ft (assist by C. Watson),2,74-84,,
7:39.0,Personal foul by L. Scola (drawn by J. Noah),,74-84,,
7:31.0,,,74-86,2,N. Mirotic makes 2-pt shot from 1 ft (assist by K. Hinrich)
7:15.0,C. Watson makes 3-pt shot from 25 ft,3,77-86,,
6:54.0,,,77-86,,T. Snell misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by L. Scola,,77-86,,
6:47.0,C. Watson makes 3-pt shot from 24 ft,3,80-86,,
6:32.0,Personal foul by L. Scola (drawn by N. Mirotic),,80-86,,
6:32.0,G. Hill enters the game for C. Miles,,80-86,,
6:32.0,,,80-86,,A. Brooks enters the game for T. Snell
6:24.0,,,80-86,,M. Dunleavy misses 3-pt shot from 22 ft
6:23.0,Defensive rebound by L. Scola,,80-86,,
6:18.0,C. Watson misses 2-pt shot from 1 ft (block by K. Hinrich),,80-86,,
6:16.0,,,80-86,,Defensive rebound by J. Noah
6:12.0,,,80-89,3,K. Hinrich makes 3-pt shot from 24 ft (assist by J. Noah)
5:52.0,C. Watson misses 2-pt shot from 10 ft,,80-89,,
5:51.0,,,80-89,,Defensive rebound by K. Hinrich
5:39.0,,,80-89,,Shooting foul by L. Scola (drawn by N. Mirotic)
5:39.0,,,80-89,,Chicago full timeout
5:39.0,D. West enters the game for L. Scola,,80-89,,
5:39.0,,,80-90,1,N. Mirotic makes free throw 1 of 2
5:39.0,,,80-91,1,N. Mirotic makes free throw 2 of 2
5:29.0,,,80-91,,Personal foul by K. Hinrich (drawn by G. Hill)
5:29.0,S. Hill enters the game for C. Watson,,80-91,,
5:23.0,Shooting foul by A. Brooks (drawn by G. Hill),,80-91,,
5:23.0,G. Hill misses free throw 1 of 2,,80-91,,
5:23.0,Offensive rebound by Team,,80-91,,
5:23.0,G. Hill misses free throw 2 of 2,,80-91,,
5:21.0,,,80-91,,Defensive rebound by N. Mirotic
5:09.0,,,80-91,,M. Dunleavy misses 2-pt shot from 21 ft
5:08.0,Defensive rebound by D. West,,80-91,,
4:58.0,S. Hill misses 3-pt shot from 24 ft,,80-91,,
4:57.0,,,80-91,,Defensive rebound by N. Mirotic
4:50.0,,,80-91,,Shooting foul by R. Hibbert (drawn by A. Brooks)
4:50.0,,,80-92,1,A. Brooks makes free throw 1 of 2
4:50.0,,,80-92,,P. Gasol enters the game for J. Noah
4:50.0,C. Miles enters the game for S. Hill,,80-92,,
4:50.0,,,80-93,1,A. Brooks makes free throw 2 of 2
4:37.0,Turnover by R. Hibbert (bad pass; steal by N. Mirotic),,80-93,,
4:31.0,,,80-93,,Turnover by N. Mirotic (bad pass)
4:18.0,G. Hill misses 3-pt shot from 22 ft,,80-93,,
4:16.0,,,80-93,,Defensive rebound by P. Gasol
4:11.0,,,80-93,,M. Dunleavy misses 2-pt shot from 2 ft
4:10.0,Defensive rebound by R. Hibbert,,80-93,,
4:04.0,G. Hill misses 2-pt shot from 17 ft,,80-93,,
4:03.0,,,80-93,,Defensive rebound by P. Gasol
3:54.0,,,80-93,,A. Brooks misses 2-pt shot from 1 ft
3:53.0,,,80-93,,Offensive rebound by A. Brooks
3:53.0,,,80-93,,A. Brooks misses 2-pt shot from 1 ft
3:52.0,Defensive rebound by G. Hill,,80-93,,
3:46.0,G. Hill makes 2-pt shot from 2 ft,2,82-93,,
3:28.0,,,82-93,,Shooting foul by R. Hibbert (drawn by A. Brooks)
3:28.0,,,82-94,1,A. Brooks makes free throw 1 of 2
