time,Houston,pts.away,score,pts.home,Golden State
6:21.0,,,92-93,,Shooting foul by C. Brewer (drawn by K. Thompson)
6:21.0,,,92-94,1,K. Thompson makes free throw 1 of 2
6:21.0,,,92-95,1,K. Thompson makes free throw 2 of 2
6:05.0,J. Smith makes 3-pt shot from 25 ft (assist by T. Ariza),3,95-95,,
5:53.0,,,95-97,2,S. Curry makes 2-pt shot from 2 ft
5:28.0,J. Harden makes 2-pt shot from 18 ft,2,97-97,,
5:14.0,Official timeout,,97-97,,
5:11.0,,,97-99,2,H. Barnes makes 2-pt shot at rim (assist by K. Thompson)
4:51.0,Turnover by J. Smith (bad pass),,97-99,,
4:31.0,,,97-99,,D. Green misses 3-pt shot from 27 ft
4:30.0,Defensive rebound by J. Harden,,97-99,,
4:13.0,Turnover by J. Harden (bad pass; steal by H. Barnes),,97-99,,
4:08.0,,,97-99,,S. Curry misses 2-pt shot from 3 ft
4:08.0,,,97-99,,Offensive rebound by H. Barnes
4:06.0,,,97-101,2,H. Barnes makes 2-pt shot at rim
3:43.0,J. Smith misses 3-pt shot from 25 ft,,97-101,,
3:42.0,,,97-101,,Defensive rebound by S. Livingston
3:35.0,,,97-103,2,S. Curry makes 2-pt shot from 3 ft (assist by S. Livingston)
3:35.0,Houston full timeout,,97-103,,
3:15.0,T. Jones misses 2-pt shot from 4 ft (block by D. Green),,97-103,,
3:14.0,,,97-103,,Defensive rebound by S. Curry
3:08.0,,,97-106,3,S. Curry makes 3-pt shot from 26 ft
2:54.0,Turnover by J. Harden (bad pass; steal by S. Curry),,97-106,,
2:47.0,,,97-106,,K. Thompson misses 3-pt shot from 24 ft
2:45.0,Defensive rebound by C. Brewer,,97-106,,
2:44.0,,,97-106,,Personal foul by S. Curry (drawn by C. Brewer)
2:44.0,J. Terry enters the game for T. Jones,,97-106,,
2:23.0,Turnover by T. Ariza (lost ball),,97-106,,
2:11.0,,,97-106,,Golden State full timeout
2:01.0,,,97-108,2,S. Curry makes 2-pt shot from 2 ft (assist by D. Green)
1:51.0,J. Smith makes 2-pt shot from 2 ft (assist by J. Harden),2,99-108,,
1:36.0,,,99-108,,Turnover by K. Thompson (bad pass; steal by T. Ariza)
1:32.0,,,99-108,,Personal foul by K. Thompson (drawn by J. Smith)
1:32.0,J. Smith makes free throw 1 of 2,1,100-108,,
1:32.0,J. Smith makes free throw 2 of 2,1,101-108,,
1:12.0,,,101-108,,S. Curry misses 2-pt shot from 2 ft
1:11.0,Defensive rebound by J. Smith,,101-108,,
1:11.0,,,101-108,,Personal foul by S. Livingston (drawn by C. Brewer)
1:11.0,C. Brewer makes free throw 1 of 2,1,102-108,,
1:11.0,C. Brewer makes free throw 2 of 2,1,103-108,,
0:47.0,,,103-108,,K. Thompson misses 3-pt shot from 28 ft
0:47.0,,,103-108,,Offensive rebound by Team
0:47.0,,,103-108,,Turnover by Team (shot clock)
0:47.0,Houston full timeout,,103-108,,
0:47.0,,,103-108,,A. Iguodala enters the game for S. Livingston
0:43.0,Turnover by J. Harden (bad pass),,103-108,,
0:24.0,,,103-108,,D. Green misses 2-pt shot from 3 ft
0:23.0,,,103-108,,Offensive rebound by D. Green
0:23.0,,,103-108,,D. Green misses 2-pt shot from 3 ft
0:22.0,,,103-108,,Offensive rebound by D. Green
0:19.0,,,103-108,,Turnover by D. Green (bad pass; steal by T. Ariza)
0:16.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Terry),3,106-108,,
0:15.0,,,106-108,,Golden State full timeout
0:15.0,,,106-108,,S. Livingston enters the game for A. Iguodala
0:13.0,Personal foul by J. Terry (drawn by S. Curry),,106-108,,
0:12.0,Personal foul by J. Harden (drawn by S. Curry),,106-108,,
0:12.0,,,106-109,1,S. Curry makes free throw 1 of 2
0:12.0,,,106-110,1,S. Curry makes free throw 2 of 2
0:12.0,Houston full timeout,,106-110,,
0:12.0,,,106-110,,A. Iguodala enters the game for S. Livingston
0:04.0,J. Harden misses 3-pt shot from 27 ft,,106-110,,
0:02.0,Offensive rebound by J. Terry,,106-110,,
0:01.0,J. Terry misses 2-pt shot from 16 ft,,106-110,,
0:00.0,Offensive rebound by Team,,106-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
