time,Houston,pts.away,score,pts.home,Dallas
9:04.0,Offensive rebound by J. Smith,,82-96,,
9:04.0,J. Smith makes 2-pt shot from 1 ft,2,84-96,,
8:49.0,,,84-98,2,D. Nowitzki makes 2-pt shot from 15 ft
8:30.0,N. Johnson misses 2-pt shot from 2 ft,,84-98,,
8:29.0,,,84-98,,Defensive rebound by D. Nowitzki
8:19.0,,,84-100,2,D. Nowitzki makes 2-pt shot from 9 ft (assist by J. Barea)
8:06.0,C. Brewer makes 3-pt shot from 24 ft (assist by P. Prigioni),3,87-100,,
7:55.0,,,87-102,2,A. Stoudemire makes 2-pt shot at rim (assist by J. Barea)
7:34.0,J. Smith makes 2-pt shot from 5 ft (assist by P. Prigioni),2,89-102,,
7:26.0,,,89-102,,M. Ellis enters the game for D. Harris
7:26.0,,,89-102,,T. Chandler enters the game for A. Stoudemire
7:13.0,Personal foul by C. Brewer (drawn by D. Nowitzki),,89-102,,
7:00.0,,,89-102,,M. Ellis misses 3-pt shot from 26 ft
6:59.0,,,89-102,,Offensive rebound by A. Aminu
6:57.0,,,89-104,2,A. Aminu makes 2-pt shot from 6 ft
6:57.0,,,89-104,,Shooting foul by J. Smith (drawn by A. Aminu)
6:57.0,,,89-105,1,A. Aminu makes free throw 1 of 1
6:52.0,Offensive charge foul by P. Prigioni,,89-105,,
6:52.0,Turnover by P. Prigioni (offensive foul),,89-105,,
6:52.0,J. Harden enters the game for N. Johnson,,89-105,,
6:52.0,T. Ariza enters the game for P. Prigioni,,89-105,,
6:37.0,,,89-107,2,A. Aminu makes 2-pt shot at rim
6:11.0,T. Ariza makes 2-pt shot from 1 ft,2,91-107,,
5:58.0,,,91-109,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by M. Ellis)
5:43.0,J. Smith makes 3-pt shot from 25 ft,3,94-109,,
5:20.0,,,94-109,,A. Aminu misses 2-pt shot from 13 ft
5:19.0,Defensive rebound by T. Ariza,,94-109,,
5:12.0,J. Smith makes 3-pt shot from 25 ft (assist by T. Ariza),3,97-109,,
4:50.0,,,97-109,,Turnover by J. Barea (traveling)
4:50.0,Official timeout,,97-109,,
4:50.0,,,97-109,,R. Jefferson enters the game for D. Nowitzki
4:35.0,J. Smith makes 2-pt shot from 1 ft,2,99-109,,
4:33.0,Violation by Team (delay of game),,99-109,,
4:30.0,Personal foul by T. Ariza (drawn by J. Barea),,99-109,,
4:30.0,,,99-109,,Technical foul by R. Jefferson
4:30.0,J. Harden makes technical free throw,1,100-109,,
4:30.0,,,100-109,,D. Nowitzki enters the game for R. Jefferson
4:13.0,,,100-109,,A. Aminu misses 3-pt shot from 24 ft
4:12.0,,,100-109,,Offensive rebound by T. Chandler
4:09.0,,,100-109,,D. Nowitzki misses 2-pt shot from 16 ft
4:08.0,,,100-109,,Offensive rebound by T. Chandler
4:00.0,,,100-112,3,M. Ellis makes 3-pt shot from 25 ft
3:49.0,J. Smith makes 3-pt shot from 24 ft (assist by J. Harden),3,103-112,,
3:40.0,,,103-112,,M. Ellis misses 3-pt shot from 24 ft
3:39.0,,,103-112,,Offensive rebound by T. Chandler
3:31.0,,,103-112,,Shooting foul by D. Howard (drawn by M. Ellis)
3:31.0,,,103-113,1,M. Ellis makes free throw 1 of 2
3:31.0,,,103-113,,M. Ellis misses free throw 2 of 2
3:31.0,Defensive rebound by T. Ariza,,103-113,,
3:23.0,Turnover by D. Howard (lost ball; steal by J. Barea),,103-113,,
3:01.0,,,103-115,2,D. Nowitzki makes 2-pt shot from 14 ft (assist by J. Barea)
2:46.0,J. Harden makes 2-pt shot from 1 ft,2,105-115,,
2:44.0,,,105-115,,Technical foul by T. Chandler
2:44.0,Technical foul by D. Howard,,105-115,,
2:44.0,Houston full timeout,,105-115,,
2:30.0,Personal foul by T. Ariza (drawn by D. Nowitzki),,105-115,,
2:30.0,,,105-116,1,D. Nowitzki makes free throw 1 of 2
2:30.0,,,105-117,1,D. Nowitzki makes free throw 2 of 2
2:17.0,T. Ariza misses 3-pt shot from 25 ft (block by T. Chandler),,105-117,,
2:15.0,Offensive rebound by Team,,105-117,,
2:15.0,,,105-117,,Loose ball foul by J. Barea (drawn by C. Brewer)
2:10.0,J. Harden misses 3-pt shot from 24 ft,,105-117,,
2:09.0,,,105-117,,Defensive rebound by M. Ellis
1:54.0,,,105-119,2,M. Ellis makes 2-pt shot from 6 ft
1:48.0,C. Brewer misses 2-pt shot from 22 ft,,105-119,,
1:45.0,Offensive rebound by C. Brewer,,105-119,,
1:41.0,T. Ariza misses 3-pt shot from 23 ft,,105-119,,
1:40.0,,,105-119,,Defensive rebound by A. Aminu
1:36.0,,,105-119,,Turnover by A. Aminu (lost ball)
1:36.0,,,105-119,,R. Jefferson enters the game for D. Nowitzki
1:36.0,K. Papanikolaou enters the game for T. Ariza,,105-119,,
1:36.0,J. Dorsey enters the game for D. Howard,,105-119,,
1:36.0,N. Johnson enters the game for J. Harden,,105-119,,
1:36.0,C. Capela enters the game for J. Smith,,105-119,,
1:28.0,C. Brewer makes 2-pt shot at rim (assist by N. Johnson),2,107-119,,
1:05.0,,,107-119,,J. Barea misses 3-pt shot from 25 ft
1:04.0,Defensive rebound by C. Brewer,,107-119,,
0:59.0,Turnover by C. Brewer (lost ball; steal by M. Ellis),,107-119,,
0:58.0,Personal foul by J. Dorsey (drawn by T. Chandler),,107-119,,
0:58.0,,,107-120,1,T. Chandler makes free throw 1 of 2
0:58.0,,,107-120,,D. Harris enters the game for M. Ellis
0:58.0,,,107-121,1,T. Chandler makes free throw 2 of 2
0:52.0,N. Johnson misses 3-pt shot from 25 ft,,107-121,,
0:51.0,,,107-121,,Defensive rebound by T. Chandler
0:26.0,,,107-121,,R. Jefferson misses 3-pt shot from 29 ft
0:25.0,Defensive rebound by N. Johnson,,107-121,,
0:13.0,C. Capela makes 2-pt shot from 5 ft (assist by J. Dorsey),2,109-121,,
0:03.0,,,109-121,,Turnover by R. Jefferson (lost ball; steal by C. Brewer)
0:00.0,End of 4th quarter,,,,End of 4th quarter
