time,Philadelphia,pts.away,score,pts.home,Milwaukee
8:38.0,,,3-8,,Defensive rebound by G. Antetokounmpo
8:33.0,Personal foul by N. Noel (drawn by Z. Pachulia),,3-8,,
8:26.0,,,3-8,,Turnover by G. Antetokounmpo (bad pass)
8:26.0,Jump ball: N. Noel vs. Z. Pachulia (J. Richardson gains possession),,,,Jump ball: N. Noel vs. Z. Pachulia (J. Richardson gains possession)
8:19.0,Turnover by I. Canaan (lost ball; steal by M. Carter-Williams),,3-8,,
8:01.0,,,3-10,2,M. Carter-Williams makes 2-pt shot from 5 ft
7:50.0,Turnover by R. Covington (lost ball; steal by M. Carter-Williams),,3-10,,
7:46.0,,,3-12,2,M. Carter-Williams makes 2-pt shot at rim (assist by E. Ilyasova)
7:44.0,Philadelphia full timeout,,3-12,,
7:30.0,Turnover by R. Covington (lost ball; steal by G. Antetokounmpo),,3-12,,
7:12.0,,,3-14,2,Z. Pachulia makes 2-pt shot from 14 ft (assist by G. Antetokounmpo)
6:55.0,N. Noel makes 2-pt shot from 16 ft (assist by L. Mbah a Moute),2,5-14,,
6:31.0,,,5-14,,Z. Pachulia misses 2-pt shot from 7 ft
6:30.0,Defensive rebound by L. Mbah a Moute,,5-14,,
6:25.0,I. Canaan misses 2-pt shot at rim (block by G. Antetokounmpo),,5-14,,
6:22.0,,,5-14,,Defensive rebound by K. Middleton
6:14.0,,,5-14,,M. Carter-Williams misses 3-pt shot from 23 ft
6:13.0,Defensive rebound by J. Richardson,,5-14,,
6:05.0,R. Covington makes 3-pt shot from 29 ft (assist by J. Richardson),3,8-14,,
5:50.0,,,8-16,2,G. Antetokounmpo makes 2-pt shot at rim (assist by Z. Pachulia)
5:50.0,,,8-16,,Shooting foul by R. Covington (drawn by G. Antetokounmpo)
5:50.0,I. Smith enters the game for R. Covington,,8-16,,
5:50.0,H. Thompson enters the game for J. Richardson,,8-16,,
5:50.0,J. Grant enters the game for I. Canaan,,8-16,,
5:50.0,,,8-16,,J. Bayless enters the game for M. Carter-Williams
5:50.0,,,8-17,1,G. Antetokounmpo makes free throw 1 of 1
5:41.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,8-17,,
5:39.0,,,8-17,,Defensive rebound by Z. Pachulia
5:18.0,,,8-17,,E. Ilyasova misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by L. Mbah a Moute,,8-17,,
5:07.0,H. Sims enters the game for N. Noel,,8-17,,
4:58.0,Turnover by I. Smith (offensive foul),,8-17,,
4:58.0,Offensive foul by I. Smith,,8-17,,
4:58.0,J. Sampson enters the game for L. Mbah a Moute,,8-17,,
4:45.0,,,8-17,,Turnover by G. Antetokounmpo (lost ball; steal by I. Smith)
4:40.0,I. Smith misses 2-pt shot from 5 ft,,8-17,,
4:39.0,,,8-17,,Defensive rebound by K. Middleton
4:36.0,,,8-19,2,Z. Pachulia makes 2-pt shot at rim (assist by G. Antetokounmpo)
4:36.0,,,8-19,,Shooting foul by J. Sampson (drawn by Z. Pachulia)
4:36.0,,,8-20,1,Z. Pachulia makes free throw 1 of 1
4:28.0,,,8-20,,Personal block foul by E. Ilyasova (drawn by I. Smith)
4:28.0,,,8-20,,J. Dudley enters the game for E. Ilyasova
4:22.0,H. Thompson misses 2-pt shot from 18 ft,,8-20,,
4:20.0,,,8-20,,Defensive rebound by J. Bayless
4:12.0,,,8-22,2,J. Bayless makes 2-pt shot from 10 ft
3:52.0,J. Sampson misses 3-pt shot from 23 ft,,8-22,,
3:52.0,Offensive rebound by J. Grant,,8-22,,
3:52.0,,,8-22,,Loose ball foul by J. Dudley (drawn by J. Grant)
3:34.0,H. Thompson misses 2-pt shot from 14 ft,,8-22,,
3:33.0,,,8-22,,Defensive rebound by G. Antetokounmpo
3:11.0,,,8-22,,K. Middleton misses 3-pt shot from 25 ft
3:10.0,,,8-22,,Offensive rebound by G. Antetokounmpo
3:08.0,,,8-22,,Z. Pachulia misses 2-pt shot at rim
3:05.0,Defensive rebound by H. Sims,,8-22,,
3:01.0,I. Smith misses 2-pt shot from 10 ft,,8-22,,
2:59.0,Offensive rebound by H. Thompson,,8-22,,
2:59.0,H. Thompson misses 2-pt shot at rim,,8-22,,
2:58.0,,,8-22,,Defensive rebound by J. Dudley
2:52.0,,,8-22,,K. Middleton misses 2-pt shot from 1 ft
2:50.0,Defensive rebound by J. Grant,,8-22,,
2:38.0,H. Sims misses 2-pt shot at rim,,8-22,,
2:37.0,Offensive rebound by H. Sims,,8-22,,
2:37.0,H. Sims makes 2-pt shot at rim,2,10-22,,
2:37.0,,,10-22,,Milwaukee full timeout
2:37.0,,,10-22,,T. Ennis enters the game for Z. Pachulia
2:37.0,,,10-22,,J. Henson enters the game for K. Middleton
2:22.0,,,10-22,,Turnover by T. Ennis (bad pass; steal by H. Sims)
2:18.0,J. Sampson makes 2-pt shot at rim (assist by H. Thompson),2,12-22,,
1:58.0,,,12-24,2,J. Bayless makes 2-pt shot from 17 ft
1:42.0,H. Sims misses 2-pt shot from 15 ft,,12-24,,
1:39.0,,,12-24,,Defensive rebound by J. Bayless
1:29.0,,,12-24,,G. Antetokounmpo misses 2-pt shot from 8 ft
1:28.0,Defensive rebound by H. Sims,,12-24,,
1:07.0,H. Sims misses 2-pt shot from 4 ft,,12-24,,
1:06.0,Offensive rebound by H. Thompson,,12-24,,
1:06.0,H. Thompson misses 2-pt shot at rim,,12-24,,
1:04.0,,,12-24,,Defensive rebound by J. Henson
0:45.0,,,12-24,,Turnover by J. Henson (traveling)
0:37.0,Turnover by I. Smith (bad pass; steal by T. Ennis),,12-24,,
0:29.0,,,12-27,3,J. Dudley makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
0:08.0,Turnover by J. Sampson (traveling),,12-27,,
0:00.0,,,12-29,2,J. Bayless makes 2-pt shot from 20 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,I. Smith makes 2-pt shot from 1 ft,2,14-29,,
11:25.0,,,14-31,2,T. Ennis makes 2-pt shot from 15 ft
11:05.0,J. Grant makes 3-pt shot from 27 ft (assist by N. Noel),3,17-31,,
10:48.0,,,17-31,,J. Dudley misses 3-pt shot from 26 ft
10:47.0,Defensive rebound by N. Noel,,17-31,,
10:34.0,Turnover by T. Robinson (offensive foul),,17-31,,
10:34.0,Offensive foul by T. Robinson,,17-31,,
10:34.0,I. Canaan enters the game for I. Smith,,17-31,,
10:10.0,,,17-31,,Turnover by K. Middleton (lost ball; steal by J. Grant)
10:07.0,Shooting foul by J. Bayless (drawn by T. Robinson),,17-31,,
10:07.0,T. Robinson misses free throw 1 of 2,,17-31,,
10:07.0,Offensive rebound by Team,,17-31,,
10:07.0,T. Robinson misses free throw 2 of 2,,17-31,,
10:06.0,,,17-31,,Defensive rebound by K. Middleton
9:50.0,,,17-31,,Turnover by J. Bayless (lost ball; steal by J. Grant)
9:45.0,Turnover by N. Noel (bad pass; steal by J. Dudley),,17-31,,
9:31.0,Personal block foul by T. Robinson (drawn by J. Dudley),,17-31,,
9:31.0,R. Covington enters the game for H. Thompson,,17-31,,
9:24.0,,,17-31,,J. Bayless misses 2-pt shot from 17 ft
9:23.0,,,17-31,,Offensive rebound by J. Henson
9:23.0,,,17-31,,Shooting foul by I. Canaan (drawn by J. Henson)
9:23.0,,,17-31,,J. Henson misses free throw 1 of 2
9:23.0,,,17-31,,Offensive rebound by Team
9:23.0,,,17-32,1,J. Henson makes free throw 2 of 2
9:19.0,Turnover by I. Canaan (step out of bounds),,17-32,,
9:06.0,Personal foul by N. Noel (drawn by J. Henson),,17-32,,
9:02.0,,,17-34,2,K. Middleton makes 2-pt shot at rim (assist by J. Dudley)
8:51.0,J. Grant misses 3-pt shot from 23 ft,,17-34,,
8:49.0,,,17-34,,Defensive rebound by J. Henson
8:38.0,,,17-36,2,J. Bayless makes 2-pt shot at rim (assist by J. Dudley)
8:38.0,Philadelphia full timeout,,17-36,,
8:38.0,J. Sampson enters the game for R. Covington,,17-36,,
8:28.0,Turnover by J. Grant (bad pass; steal by J. Henson),,17-36,,
8:18.0,,,17-39,3,J. Bayless makes 3-pt shot from 24 ft (assist by J. Dudley)
8:06.0,Turnover by T. Robinson (lost ball; steal by T. Ennis),,17-39,,
8:02.0,,,17-39,,J. Dudley misses 2-pt shot from 1 ft (block by J. Grant)
8:02.0,,,17-39,,Offensive rebound by Team
8:02.0,L. Mbah a Moute enters the game for J. Grant,,17-39,,
7:59.0,,,17-41,2,J. Henson makes 2-pt shot from 3 ft (assist by K. Middleton)
7:53.0,Turnover by N. Noel (bad pass; steal by J. Dudley),,17-41,,
7:51.0,,,17-43,2,T. Ennis makes 2-pt shot from 1 ft (assist by J. Dudley)
7:51.0,Philadelphia full timeout,,17-43,,
7:39.0,N. Noel misses 2-pt shot from 5 ft,,17-43,,
7:38.0,Offensive rebound by T. Robinson,,17-43,,
7:37.0,T. Robinson misses 2-pt shot from 1 ft,,17-43,,
7:35.0,Offensive rebound by I. Canaan,,17-43,,
7:32.0,I. Canaan misses 3-pt shot from 24 ft,,17-43,,
7:32.0,Offensive rebound by T. Robinson,,17-43,,
7:32.0,Shooting foul by K. Middleton (drawn by T. Robinson),,17-43,,
7:32.0,T. Robinson makes 2-pt shot at rim,2,19-43,,
7:32.0,T. Robinson makes free throw 1 of 1,1,20-43,,
7:13.0,,,20-45,2,J. Henson makes 2-pt shot from 6 ft
6:56.0,N. Noel misses 2-pt shot from 5 ft,,20-45,,
6:55.0,Offensive rebound by T. Robinson,,20-45,,
6:53.0,T. Robinson makes 2-pt shot at rim,2,22-45,,
6:39.0,Personal foul by N. Noel (drawn by T. Ennis),,22-45,,
6:39.0,J. McGee enters the game for N. Noel,,22-45,,
6:28.0,,,22-47,2,J. Henson makes 2-pt shot from 4 ft (assist by J. Dudley)
6:08.0,J. McGee misses 2-pt shot from 16 ft,,22-47,,
6:07.0,,,22-47,,Defensive rebound by K. Middleton
6:02.0,,,22-47,,T. Ennis misses 2-pt shot from 17 ft
6:00.0,,,22-47,,Offensive rebound by J. Henson
5:56.0,,,22-47,,J. Bayless misses 3-pt shot from 27 ft
5:55.0,Defensive rebound by T. Robinson,,22-47,,
5:42.0,J. McGee makes 2-pt shot at rim (assist by J. Sampson),2,24-47,,
5:26.0,,,24-47,,J. Bayless misses 2-pt shot from 1 ft
5:24.0,,,24-47,,Offensive rebound by J. Henson
5:24.0,,,24-49,2,J. Henson makes 2-pt shot at rim
5:16.0,T. Robinson misses 2-pt shot from 6 ft,,24-49,,
5:15.0,,,24-49,,Defensive rebound by J. Dudley
5:12.0,,,24-49,,Milwaukee full timeout
5:12.0,J. Richardson enters the game for T. Robinson,,24-49,,
5:12.0,,,24-49,,E. Ilyasova enters the game for K. Middleton
5:04.0,,,24-49,,J. Henson misses 2-pt shot from 6 ft
5:03.0,Defensive rebound by J. McGee,,24-49,,
4:59.0,,,24-49,,Shooting block foul by T. Ennis (drawn by I. Canaan)
4:59.0,I. Canaan misses free throw 1 of 2,,24-49,,
4:59.0,Offensive rebound by Team,,24-49,,
4:59.0,,,24-49,,M. Carter-Williams enters the game for T. Ennis
4:59.0,I. Canaan makes free throw 2 of 2,1,25-49,,
4:44.0,,,25-49,,E. Ilyasova misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by J. Richardson,,25-49,,
4:27.0,,,25-49,,Personal foul by J. Bayless (drawn by J. McGee)
4:21.0,J. McGee makes 2-pt shot at rim (assist by I. Canaan),2,27-49,,
4:11.0,,,27-51,2,J. Bayless makes 2-pt shot at rim (assist by M. Carter-Williams)
3:51.0,J. McGee misses 2-pt shot from 17 ft (block by J. Henson),,27-51,,
3:51.0,,,27-51,,Defensive rebound by Team
3:51.0,,,27-51,,Z. Pachulia enters the game for J. Henson
3:30.0,,,27-51,,M. Carter-Williams misses 2-pt shot from 19 ft
3:28.0,,,27-51,,Offensive rebound by Z. Pachulia
3:18.0,,,27-51,,J. Bayless misses 2-pt shot from 16 ft
3:17.0,Defensive rebound by Team,,27-51,,
3:17.0,J. Grant enters the game for J. Sampson,,27-51,,
2:58.0,Turnover by J. Grant (bad pass; steal by Z. Pachulia),,27-51,,
2:49.0,,,27-51,,J. Dudley misses 2-pt shot from 16 ft
2:48.0,Defensive rebound by J. McGee,,27-51,,
2:39.0,I. Canaan misses 2-pt shot at rim,,27-51,,
2:38.0,Offensive rebound by J. McGee,,27-51,,
2:28.0,Turnover by J. Grant (bad pass),,27-51,,
2:28.0,Official timeout,,27-51,,
2:28.0,,,27-51,,G. Antetokounmpo enters the game for J. Dudley
2:16.0,,,27-51,,Z. Pachulia misses 2-pt shot from 9 ft
2:15.0,Defensive rebound by J. Richardson,,27-51,,
2:00.0,J. Richardson misses 2-pt shot from 13 ft,,27-51,,
1:59.0,,,27-51,,Defensive rebound by E. Ilyasova
1:52.0,,,27-53,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
1:52.0,,,27-53,,Shooting foul by J. Richardson (drawn by Z. Pachulia)
1:52.0,I. Smith enters the game for I. Canaan,,27-53,,
1:52.0,,,27-54,1,Z. Pachulia makes free throw 1 of 1
1:34.0,J. Richardson makes 3-pt shot from 26 ft (assist by I. Smith),3,30-54,,
1:16.0,,,30-56,2,Z. Pachulia makes 2-pt shot from 12 ft (assist by M. Carter-Williams)
1:03.0,Turnover by I. Smith (bad pass; steal by J. Bayless),,30-56,,
0:57.0,,,30-59,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
0:43.0,,,30-59,,Shooting block foul by Z. Pachulia (drawn by J. Grant)
0:43.0,J. Grant makes free throw 1 of 2,1,31-59,,
0:43.0,H. Sims enters the game for J. McGee,,31-59,,
0:43.0,J. Grant makes free throw 2 of 2,1,32-59,,
0:26.0,,,32-59,,Offensive foul by Z. Pachulia
0:26.0,,,32-59,,Turnover by Z. Pachulia (offensive foul)
0:09.0,Turnover by I. Smith (lost ball),,32-59,,
0:09.0,Jump ball: M. Carter-Williams vs. I. Smith (G. Antetokounmpo gains possession),,,,Jump ball: M. Carter-Williams vs. I. Smith (G. Antetokounmpo gains possession)
0:01.0,,,32-61,2,E. Ilyasova makes 2-pt shot from 1 ft (assist by Z. Pachulia)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,J. Richardson misses 3-pt shot from 25 ft,,32-61,,
11:42.0,,,32-61,,Defensive rebound by G. Antetokounmpo
11:30.0,,,32-61,,E. Ilyasova misses 2-pt shot from 19 ft
11:29.0,Defensive rebound by N. Noel,,32-61,,
11:12.0,Shooting foul by E. Ilyasova (drawn by N. Noel),,32-61,,
11:12.0,N. Noel makes free throw 1 of 2,1,33-61,,
11:12.0,N. Noel makes free throw 2 of 2,1,34-61,,
10:57.0,,,34-61,,Shooting foul by J. Richardson (drawn by E. Ilyasova)
10:57.0,,,34-62,1,E. Ilyasova makes free throw 1 of 2
10:57.0,,,34-63,1,E. Ilyasova makes free throw 2 of 2
10:37.0,J. Richardson makes 2-pt shot from 1 ft (assist by J. Grant),2,36-63,,
10:23.0,,,36-65,2,K. Middleton makes 2-pt shot from 17 ft (assist by M. Carter-Williams)
10:13.0,I. Canaan makes 3-pt shot from 26 ft,3,39-65,,
9:54.0,,,39-65,,Turnover by Z. Pachulia (lost ball)
9:36.0,I. Canaan misses 3-pt shot from 27 ft,,39-65,,
9:34.0,,,39-65,,Defensive rebound by E. Ilyasova
9:29.0,,,39-65,,G. Antetokounmpo misses 2-pt shot from 1 ft
9:28.0,Defensive rebound by N. Noel,,39-65,,
9:27.0,,,39-65,,Personal block foul by M. Carter-Williams (drawn by L. Mbah a Moute)
9:03.0,I. Canaan misses 2-pt shot from 1 ft,,39-65,,
9:02.0,,,39-65,,Defensive rebound by K. Middleton
8:57.0,,,39-65,,G. Antetokounmpo misses 2-pt shot from 2 ft
8:53.0,Defensive rebound by N. Noel,,39-65,,
8:47.0,J. Richardson makes 3-pt shot from 25 ft (assist by J. Grant),3,42-65,,
8:34.0,,,42-65,,Offensive foul by G. Antetokounmpo
8:34.0,,,42-65,,Turnover by G. Antetokounmpo (offensive foul)
8:16.0,,,42-65,,Shooting block foul by K. Middleton (drawn by N. Noel)
8:16.0,N. Noel makes free throw 1 of 2,1,43-65,,
8:16.0,N. Noel makes free throw 2 of 2,1,44-65,,
8:00.0,,,44-65,,K. Middleton misses 2-pt shot from 15 ft
7:59.0,,,44-65,,Offensive rebound by Z. Pachulia
7:52.0,,,44-65,,Turnover by K. Middleton (lost ball; steal by L. Mbah a Moute)
7:40.0,Turnover by L. Mbah a Moute (bad pass),,44-65,,
7:27.0,,,44-65,,Turnover by M. Carter-Williams (lost ball; steal by J. Richardson)
7:16.0,N. Noel misses 2-pt shot from 15 ft,,44-65,,
7:15.0,,,44-65,,Defensive rebound by E. Ilyasova
7:08.0,Personal foul by N. Noel (drawn by Z. Pachulia),,44-65,,
7:03.0,,,44-65,,Shooting foul by I. Canaan (drawn by M. Carter-Williams)
7:03.0,,,44-66,1,M. Carter-Williams makes free throw 1 of 2
7:03.0,,,44-66,,M. Carter-Williams misses free throw 2 of 2
7:02.0,,,44-66,,Offensive rebound by E. Ilyasova
6:40.0,,,44-69,3,K. Middleton makes 3-pt shot from 23 ft (assist by M. Carter-Williams)
6:27.0,N. Noel misses 2-pt shot from 14 ft,,44-69,,
6:26.0,,,44-69,,Defensive rebound by G. Antetokounmpo
6:09.0,,,44-69,,Turnover by Z. Pachulia (lost ball; steal by L. Mbah a Moute)
6:07.0,,,44-69,,Personal take foul by M. Carter-Williams (drawn by I. Canaan)
6:07.0,T. Robinson enters the game for N. Noel,,44-69,,
6:07.0,,,44-69,,J. Henson enters the game for Z. Pachulia
6:07.0,Philadelphia full timeout,,44-69,,
5:55.0,J. Richardson makes 2-pt shot from 12 ft,2,46-69,,
5:38.0,,,46-69,,Offensive foul by G. Antetokounmpo
5:38.0,,,46-69,,Turnover by G. Antetokounmpo (offensive foul)
5:38.0,,,46-69,,J. Bayless enters the game for M. Carter-Williams
5:28.0,J. Richardson misses 3-pt shot from 23 ft,,46-69,,
5:26.0,,,46-69,,Defensive rebound by G. Antetokounmpo
5:18.0,Shooting block foul by J. Grant (drawn by G. Antetokounmpo),,46-69,,
5:18.0,,,46-69,,G. Antetokounmpo misses free throw 1 of 2
5:18.0,,,46-69,,Offensive rebound by Team
5:18.0,H. Thompson enters the game for J. Richardson,,46-69,,
5:18.0,,,46-70,1,G. Antetokounmpo makes free throw 2 of 2
5:13.0,,,46-70,,Personal block foul by J. Henson (drawn by I. Canaan)
5:13.0,I. Canaan makes free throw 1 of 2,1,47-70,,
5:13.0,I. Canaan makes free throw 2 of 2,1,48-70,,
4:57.0,,,48-72,2,K. Middleton makes 2-pt shot from 19 ft (assist by J. Henson)
4:44.0,J. Grant makes 2-pt shot at rim (assist by I. Canaan),2,50-72,,
4:35.0,,,50-72,,J. Bayless misses 3-pt shot from 23 ft
4:33.0,Defensive rebound by T. Robinson,,50-72,,
4:18.0,T. Robinson misses 2-pt shot from 3 ft,,50-72,,
4:17.0,,,50-72,,Defensive rebound by E. Ilyasova
4:09.0,,,50-74,2,E. Ilyasova makes 2-pt shot at rim (assist by G. Antetokounmpo)
3:53.0,Turnover by L. Mbah a Moute (lost ball; steal by J. Henson),,50-74,,
3:45.0,,,50-74,,J. Bayless misses 2-pt shot from 21 ft
3:44.0,Defensive rebound by T. Robinson,,50-74,,
3:37.0,Shooting foul by G. Antetokounmpo (drawn by L. Mbah a Moute),,50-74,,
3:37.0,L. Mbah a Moute makes free throw 1 of 3,1,51-74,,
3:37.0,L. Mbah a Moute makes free throw 2 of 3,1,52-74,,
3:37.0,I. Smith enters the game for I. Canaan,,52-74,,
3:37.0,J. Sampson enters the game for J. Grant,,52-74,,
3:37.0,L. Mbah a Moute misses free throw 3 of 3,,52-74,,
3:35.0,,,52-74,,Defensive rebound by J. Bayless
3:12.0,,,52-74,,Turnover by Team (shot clock)
3:12.0,H. Sims enters the game for L. Mbah a Moute,,52-74,,
3:00.0,J. Sampson misses 3-pt shot from 24 ft,,52-74,,
2:59.0,Offensive rebound by H. Sims,,52-74,,
2:55.0,H. Thompson misses 2-pt shot from 5 ft,,52-74,,
2:54.0,,,52-74,,Defensive rebound by G. Antetokounmpo
2:50.0,,,52-76,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
2:30.0,I. Smith makes 2-pt shot from 15 ft,2,54-76,,
2:16.0,,,54-78,2,K. Middleton makes 2-pt shot from 9 ft (assist by J. Bayless)
2:10.0,T. Robinson makes 2-pt shot at rim (assist by I. Smith),2,56-78,,
1:58.0,,,56-78,,Turnover by K. Middleton (bad pass; steal by H. Sims)
1:54.0,Offensive foul by I. Smith,,56-78,,
1:54.0,Turnover by I. Smith (offensive foul),,56-78,,
1:54.0,,,56-78,,Milwaukee full timeout
1:54.0,,,56-78,,J. Dudley enters the game for E. Ilyasova
1:54.0,,,56-78,,T. Ennis enters the game for G. Antetokounmpo
1:32.0,,,56-78,,Turnover by J. Dudley (bad pass; steal by H. Sims)
1:21.0,J. Sampson makes 2-pt shot at rim,2,58-78,,
1:06.0,,,58-78,,J. Bayless misses 2-pt shot from 12 ft
1:05.0,,,58-78,,Offensive rebound by J. Henson
1:04.0,,,58-80,2,J. Henson makes 2-pt shot at rim
0:51.0,I. Smith makes 2-pt shot from 15 ft (assist by J. Sampson),2,60-80,,
0:37.0,,,60-82,2,K. Middleton makes 2-pt shot from 11 ft (assist by J. Henson)
0:30.0,I. Smith misses 2-pt shot at rim (block by J. Henson),,60-82,,
0:28.0,,,60-82,,Defensive rebound by J. Dudley
0:20.0,,,60-82,,J. Dudley misses 3-pt shot from 26 ft
0:19.0,Defensive rebound by H. Thompson,,60-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,60-84,2,J. Henson makes 2-pt shot at rim (assist by T. Ennis)
11:20.0,R. Covington makes 3-pt shot from 25 ft (assist by I. Smith),3,63-84,,
11:06.0,,,63-84,,Turnover by J. Henson (bad pass; steal by H. Thompson)
10:58.0,N. Noel misses 2-pt shot from 8 ft,,63-84,,
10:57.0,,,63-84,,Defensive rebound by J. Henson
10:34.0,,,63-84,,J. Henson misses 2-pt shot from 4 ft
10:32.0,Defensive rebound by N. Noel,,63-84,,
10:30.0,Turnover by N. Noel (bad pass; steal by J. Dudley),,63-84,,
10:25.0,,,63-86,2,J. Dudley makes 2-pt shot from 11 ft
10:19.0,,,63-86,,Personal foul by T. Ennis (drawn by I. Smith)
10:13.0,J. Grant misses 2-pt shot from 1 ft,,63-86,,
10:11.0,,,63-86,,Defensive rebound by G. Antetokounmpo
9:59.0,,,63-86,,Turnover by T. Ennis (bad pass; steal by R. Covington)
9:36.0,I. Smith misses 3-pt shot from 23 ft,,63-86,,
9:35.0,,,63-86,,Defensive rebound by J. Henson
9:22.0,,,63-86,,Shooting foul by J. Grant (drawn by G. Antetokounmpo)
9:22.0,,,63-87,1,G. Antetokounmpo makes free throw 1 of 2
9:22.0,I. Canaan enters the game for I. Smith,,63-87,,
9:22.0,,,63-87,,G. Antetokounmpo misses free throw 2 of 2
9:21.0,Defensive rebound by N. Noel,,63-87,,
9:08.0,Turnover by R. Covington (bad pass; steal by J. Dudley),,63-87,,
8:54.0,,,63-90,3,T. Ennis makes 3-pt shot from 23 ft (assist by J. Dudley)
8:51.0,Philadelphia full timeout,,63-90,,
8:51.0,J. Richardson enters the game for H. Thompson,,63-90,,
8:29.0,I. Canaan makes 2-pt shot from 19 ft,2,65-90,,
8:02.0,,,65-90,,J. Bayless misses 3-pt shot from 24 ft (block by J. Grant)
7:59.0,Defensive rebound by J. Richardson,,65-90,,
7:42.0,R. Covington makes 2-pt shot at rim (assist by J. Richardson),2,67-90,,
7:23.0,,,67-92,2,J. Henson makes 2-pt shot at rim (assist by J. Bayless)
7:23.0,,,67-92,,Shooting foul by J. Grant (drawn by J. Henson)
7:23.0,,,67-93,1,J. Henson makes free throw 1 of 1
7:05.0,J. Richardson makes 3-pt shot from 23 ft (assist by I. Canaan),3,70-93,,
6:50.0,,,70-93,,G. Antetokounmpo misses 2-pt shot at rim
6:48.0,,,70-93,,Offensive rebound by G. Antetokounmpo
6:48.0,,,70-93,,G. Antetokounmpo misses 2-pt shot at rim
6:46.0,Defensive rebound by R. Covington,,70-93,,
6:37.0,R. Covington makes 3-pt shot from 23 ft (assist by I. Canaan),3,73-93,,
6:13.0,,,73-93,,Turnover by J. Bayless (bad pass; steal by N. Noel)
6:11.0,Turnover by J. Grant (lost ball),,73-93,,
5:55.0,,,73-93,,Turnover by J. Bayless (bad pass; steal by I. Canaan)
5:51.0,,,73-93,,Shooting block foul by T. Ennis (drawn by R. Covington)
5:51.0,Official timeout,,73-93,,
5:51.0,,,73-93,,K. Middleton enters the game for J. Bayless
5:51.0,R. Covington makes free throw 1 of 2,1,74-93,,
5:51.0,R. Covington makes free throw 2 of 2,1,75-93,,
5:50.0,Personal foul by J. Richardson (drawn by K. Middleton),,75-93,,
5:29.0,,,75-95,2,K. Middleton makes 2-pt shot from 18 ft
5:17.0,J. Grant makes 3-pt shot from 26 ft (assist by I. Canaan),3,78-95,,
4:59.0,,,78-95,,J. Henson misses 2-pt shot from 5 ft
4:57.0,,,78-95,,Offensive rebound by J. Dudley
4:43.0,,,78-97,2,J. Dudley makes 2-pt shot from 19 ft (assist by K. Middleton)
4:29.0,N. Noel misses 2-pt shot from 4 ft,,78-97,,
4:28.0,,,78-97,,Defensive rebound by J. Dudley
4:17.0,,,78-99,2,J. Henson makes 2-pt shot from 5 ft (assist by K. Middleton)
