time,Golden State,pts.away,score,pts.home,New Orleans
2:50.0,Defensive rebound by D. Green,,43-38,,
2:43.0,Official timeout,,43-38,,
2:43.0,,,43-38,,O. Asik enters the game for R. Anderson
2:32.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,46-38,,
2:12.0,,,46-38,,A. Davis misses 2-pt shot from 18 ft
2:11.0,Defensive rebound by H. Barnes,,46-38,,
2:05.0,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes),3,49-38,,
1:47.0,,,49-38,,O. Asik misses 2-pt shot from 2 ft (block by A. Bogut)
1:45.0,,,49-38,,Offensive rebound by T. Evans
1:38.0,,,49-38,,T. Evans misses 2-pt shot from 21 ft
1:36.0,Defensive rebound by A. Bogut,,49-38,,
1:25.0,S. Curry makes 3-pt shot from 26 ft,3,52-38,,
1:07.0,,,52-38,,A. Davis misses 2-pt shot from 13 ft
1:06.0,Defensive rebound by D. Green,,52-38,,
0:51.0,H. Barnes misses 2-pt shot from 20 ft,,52-38,,
0:50.0,,,52-38,,Defensive rebound by T. Evans
0:47.0,,,52-40,2,T. Evans makes 2-pt shot from 2 ft
0:47.0,,,52-40,,Shooting foul by K. Thompson (drawn by T. Evans)
0:47.0,,,52-41,1,T. Evans makes free throw 1 of 1
0:47.0,Golden State full timeout,,52-41,,
0:47.0,,,52-41,,N. Cole enters the game for T. Evans
0:47.0,M. Speights enters the game for D. Green,,52-41,,
0:35.0,Turnover by A. Bogut (lost ball; steal by A. Davis),,52-41,,
0:31.0,,,52-43,2,Q. Pondexter makes 2-pt shot at rim (assist by A. Davis)
0:07.0,S. Curry makes 3-pt shot from 25 ft,3,55-43,,
0:00.0,,,55-43,,A. Davis misses 3-pt shot from 29 ft (block by A. Bogut)
0:00.0,,,55-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,55-43,,Personal foul by O. Asik (drawn by A. Bogut)
11:38.0,S. Curry misses 2-pt shot from 1 ft,,55-43,,
11:37.0,,,55-43,,Defensive rebound by O. Asik
11:32.0,,,55-43,,E. Gordon misses 2-pt shot from 1 ft
11:32.0,,,55-43,,Offensive rebound by O. Asik
11:31.0,,,55-45,2,O. Asik makes 2-pt shot from 2 ft
11:17.0,H. Barnes misses 2-pt shot from 20 ft,,55-45,,
11:16.0,Offensive rebound by D. Green,,55-45,,
10:56.0,Turnover by A. Bogut (bad pass; steal by T. Evans),,55-45,,
10:44.0,,,55-47,2,A. Davis makes 2-pt shot from 14 ft (assist by T. Evans)
10:35.0,H. Barnes misses 2-pt shot from 16 ft,,55-47,,
10:34.0,,,55-47,,Defensive rebound by A. Davis
10:21.0,,,55-49,2,A. Davis makes 2-pt shot from 19 ft (assist by T. Evans)
10:06.0,Turnover by K. Thompson (bad pass),,55-49,,
9:51.0,Personal foul by A. Bogut (drawn by A. Davis),,55-49,,
9:47.0,,,55-49,,O. Asik misses 2-pt shot from 1 ft (block by A. Bogut)
9:45.0,Defensive rebound by K. Thompson,,55-49,,
9:35.0,S. Curry misses 3-pt shot from 24 ft,,55-49,,
9:35.0,,,55-49,,Defensive rebound by E. Gordon
9:25.0,,,55-49,,E. Gordon misses 2-pt shot from 17 ft
9:24.0,,,55-49,,Offensive rebound by O. Asik
9:24.0,,,55-51,2,O. Asik makes 2-pt shot from 1 ft
9:24.0,,,55-51,,Shooting foul by A. Bogut (drawn by O. Asik)
9:24.0,,,55-52,1,O. Asik makes free throw 1 of 1
9:08.0,D. Green misses 2-pt shot from 18 ft,,55-52,,
9:07.0,,,55-52,,Defensive rebound by O. Asik
9:00.0,,,55-52,,Shooting foul by A. Bogut (drawn by O. Asik)
9:00.0,,,55-53,1,O. Asik makes free throw 1 of 2
9:00.0,Golden State full timeout,,55-53,,
9:00.0,M. Speights enters the game for A. Bogut,,55-53,,
9:00.0,,,55-53,,O. Asik misses free throw 2 of 2
8:59.0,Defensive rebound by D. Green,,55-53,,
8:47.0,K. Thompson misses 2-pt shot at rim (block by A. Davis),,55-53,,
8:45.0,,,55-53,,Defensive rebound by A. Davis
8:41.0,,,55-53,,T. Evans misses 2-pt shot from 1 ft (block by H. Barnes)
8:39.0,Defensive rebound by S. Curry,,55-53,,
8:34.0,S. Curry misses 2-pt shot from 1 ft (block by O. Asik),,55-53,,
8:32.0,Offensive rebound by D. Green,,55-53,,
8:26.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,57-53,,
8:10.0,,,57-53,,Turnover by T. Evans (step out of bounds)
8:02.0,Shooting foul by E. Gordon (drawn by K. Thompson),,57-53,,
8:02.0,K. Thompson makes free throw 1 of 2,1,58-53,,
8:02.0,,,58-53,,R. Anderson enters the game for O. Asik
8:02.0,K. Thompson makes free throw 2 of 2,1,59-53,,
7:42.0,,,59-55,2,Q. Pondexter makes 2-pt shot from 3 ft
7:28.0,M. Speights misses 2-pt shot from 8 ft (block by R. Anderson),,59-55,,
7:26.0,,,59-55,,Defensive rebound by T. Evans
7:23.0,Personal foul by D. Green (drawn by A. Davis),,59-55,,
7:14.0,,,59-55,,Shooting foul by M. Speights (drawn by A. Davis)
7:14.0,,,59-56,1,A. Davis makes free throw 1 of 2
7:14.0,,,59-57,1,A. Davis makes free throw 2 of 2
6:50.0,D. Green misses 2-pt shot from 4 ft (block by A. Davis),,59-57,,
6:50.0,Offensive rebound by D. Green,,59-57,,
6:50.0,D. Green misses 2-pt shot from 4 ft (block by A. Davis),,59-57,,
6:50.0,Offensive rebound by M. Speights,,59-57,,
6:50.0,Turnover by Team (shot clock),,59-57,,
6:38.0,,,59-57,,T. Evans misses 2-pt shot from 1 ft
6:37.0,,,59-57,,Offensive rebound by A. Davis
6:37.0,,,59-59,2,A. Davis makes 2-pt shot at rim
6:27.0,D. Green makes 2-pt shot from 2 ft (assist by S. Curry),2,61-59,,
6:16.0,,,61-62,3,E. Gordon makes 3-pt shot from 25 ft (assist by R. Anderson)
6:04.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,64-62,,
5:48.0,,,64-65,3,Q. Pondexter makes 3-pt shot from 24 ft (assist by T. Evans)
5:37.0,Shooting foul by A. Davis (drawn by S. Curry),,64-65,,
5:37.0,S. Curry makes free throw 1 of 2,1,65-65,,
5:37.0,A. Iguodala enters the game for H. Barnes,,65-65,,
5:37.0,S. Curry makes free throw 2 of 2,1,66-65,,
5:19.0,,,66-67,2,A. Davis makes 2-pt shot from 15 ft (assist by T. Evans)
5:08.0,S. Curry misses 3-pt shot from 28 ft,,66-67,,
5:07.0,,,66-67,,Defensive rebound by T. Evans
4:58.0,,,66-67,,E. Gordon misses 3-pt shot from 22 ft
4:57.0,,,66-67,,Offensive rebound by E. Gordon
4:53.0,,,66-67,,E. Gordon misses 2-pt shot from 6 ft
4:52.0,Defensive rebound by D. Green,,66-67,,
4:48.0,M. Speights makes 2-pt shot at rim (assist by D. Green),2,68-67,,
4:28.0,,,68-67,,A. Davis misses 2-pt shot from 19 ft
4:27.0,Defensive rebound by S. Curry,,68-67,,
4:18.0,M. Speights makes 2-pt shot from 1 ft (assist by S. Curry),2,70-67,,
4:18.0,,,70-67,,New Orleans full timeout
4:18.0,L. Barbosa enters the game for K. Thompson,,70-67,,
3:59.0,,,70-67,,Turnover by Q. Pondexter (lost ball; steal by S. Curry)
3:37.0,A. Iguodala misses 2-pt shot from 20 ft,,70-67,,
3:36.0,,,70-67,,Defensive rebound by R. Anderson
3:30.0,,,70-67,,E. Gordon misses 2-pt shot from 10 ft (block by D. Green)
3:28.0,Defensive rebound by D. Green,,70-67,,
3:27.0,L. Barbosa misses 2-pt shot from 3 ft,,70-67,,
3:25.0,Offensive rebound by M. Speights,,70-67,,
3:25.0,M. Speights makes 2-pt shot from 2 ft,2,72-67,,
2:58.0,,,72-67,,R. Anderson misses 2-pt shot from 9 ft
2:57.0,Defensive rebound by D. Green,,72-67,,
2:49.0,Turnover by S. Curry (bad pass; steal by T. Evans),,72-67,,
2:45.0,,,72-69,2,T. Evans makes 2-pt shot from 2 ft (assist by Q. Pondexter)
2:30.0,M. Speights misses 2-pt shot from 20 ft,,72-69,,
2:29.0,,,72-69,,Defensive rebound by A. Davis
2:15.0,,,72-72,3,E. Gordon makes 3-pt shot from 25 ft (assist by T. Evans)
1:51.0,M. Speights makes 2-pt shot from 9 ft (assist by L. Barbosa),2,74-72,,
1:29.0,,,74-74,2,T. Evans makes 2-pt shot from 2 ft
1:22.0,,,74-74,,Personal foul by T. Evans (drawn by S. Curry)
1:22.0,,,74-74,,N. Cole enters the game for Q. Pondexter
1:22.0,,,74-74,,D. Cunningham enters the game for E. Gordon
1:22.0,H. Barnes enters the game for M. Speights,,74-74,,
1:14.0,A. Iguodala misses 2-pt shot from 17 ft,,74-74,,
1:13.0,,,74-74,,Defensive rebound by R. Anderson
1:03.0,,,74-76,2,D. Cunningham makes 2-pt shot from 19 ft (assist by T. Evans)
0:55.0,A. Iguodala makes 2-pt shot from 3 ft (assist by S. Curry),2,76-76,,
0:38.0,,,76-76,,Shooting foul by H. Barnes (drawn by A. Davis)
0:38.0,,,76-77,1,A. Davis makes free throw 1 of 2
0:38.0,S. Livingston enters the game for S. Curry,,76-77,,
0:38.0,,,76-77,,T. Douglas enters the game for T. Evans
0:38.0,,,76-77,,A. Davis misses free throw 2 of 2
0:37.0,Defensive rebound by A. Iguodala,,76-77,,
0:22.0,D. Green makes 2-pt shot from 2 ft (assist by S. Livingston),2,78-77,,
0:03.0,,,78-79,2,A. Davis makes 2-pt shot from 19 ft (assist by N. Cole)
0:00.0,D. Green misses 3-pt shot from 30 ft,,78-79,,
0:00.0,Offensive rebound by Team,,78-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,78-81,2,R. Anderson makes 2-pt shot from 1 ft (assist by N. Cole)
11:27.0,A. Iguodala misses 3-pt shot from 25 ft,,78-81,,
11:25.0,,,78-81,,Defensive rebound by T. Douglas
11:04.0,,,78-83,2,R. Anderson makes 2-pt shot from 16 ft
10:45.0,Turnover by S. Livingston (lost ball; steal by T. Douglas),,78-83,,
10:27.0,,,78-83,,N. Cole misses 2-pt shot from 16 ft
10:26.0,Defensive rebound by A. Iguodala,,78-83,,
10:17.0,S. Livingston makes 2-pt shot from 3 ft,2,80-83,,
10:05.0,,,80-85,2,A. Davis makes 2-pt shot from 9 ft
10:05.0,,,80-85,,Shooting foul by D. Lee (drawn by A. Davis)
10:05.0,A. Bogut enters the game for H. Barnes,,80-85,,
10:05.0,,,80-86,1,A. Davis makes free throw 1 of 1
9:40.0,A. Bogut misses 2-pt shot from 8 ft,,80-86,,
9:39.0,,,80-86,,Defensive rebound by D. Cunningham
9:31.0,,,80-86,,R. Anderson misses 3-pt shot from 27 ft
9:30.0,Defensive rebound by S. Livingston,,80-86,,
9:17.0,D. Lee misses 2-pt shot from 9 ft,,80-86,,
9:16.0,Offensive rebound by A. Iguodala,,80-86,,
9:05.0,S. Livingston misses 2-pt shot from 15 ft,,80-86,,
9:04.0,,,80-86,,Defensive rebound by R. Anderson
9:02.0,,,80-86,,Turnover by R. Anderson (bad pass; steal by L. Barbosa)
8:45.0,S. Livingston misses 2-pt shot from 5 ft (block by A. Davis),,80-86,,
8:43.0,Offensive rebound by A. Bogut,,80-86,,
8:35.0,L. Barbosa makes 2-pt shot from 11 ft,2,82-86,,
8:19.0,,,82-88,2,A. Davis makes 2-pt shot from 18 ft
8:11.0,L. Barbosa misses 2-pt shot from 11 ft,,82-88,,
8:10.0,,,82-88,,Defensive rebound by R. Anderson
7:45.0,,,82-88,,N. Cole misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by A. Bogut,,82-88,,
7:39.0,Golden State full timeout,,82-88,,
7:39.0,,,82-88,,O. Asik enters the game for A. Davis
7:39.0,,,82-88,,E. Gordon enters the game for T. Douglas
7:39.0,K. Thompson enters the game for L. Barbosa,,82-88,,
7:39.0,D. Green enters the game for D. Lee,,82-88,,
7:30.0,K. Thompson misses 2-pt shot from 13 ft,,82-88,,
7:29.0,,,82-88,,Defensive rebound by R. Anderson
7:12.0,,,82-88,,R. Anderson misses 3-pt shot from 26 ft
7:12.0,Defensive rebound by Team,,82-88,,
7:12.0,,,82-88,,Loose ball foul by D. Cunningham (drawn by A. Iguodala)
6:55.0,S. Livingston misses 2-pt shot from 3 ft,,82-88,,
6:54.0,,,82-88,,Defensive rebound by O. Asik
6:44.0,,,82-88,,N. Cole misses 2-pt shot from 16 ft
6:43.0,Defensive rebound by A. Iguodala,,82-88,,
6:21.0,K. Thompson misses 3-pt shot from 25 ft,,82-88,,
6:20.0,,,82-88,,Defensive rebound by O. Asik
6:07.0,,,82-90,2,E. Gordon makes 2-pt shot from 18 ft (assist by N. Cole)
5:40.0,D. Green makes 2-pt shot from 12 ft,2,84-90,,
5:36.0,,,84-90,,New Orleans full timeout
5:36.0,,,84-90,,T. Evans enters the game for N. Cole
5:36.0,,,84-90,,Q. Pondexter enters the game for R. Anderson
5:36.0,,,84-90,,A. Davis enters the game for D. Cunningham
5:36.0,S. Curry enters the game for S. Livingston,,84-90,,
5:24.0,,,84-90,,O. Asik misses 2-pt shot from 2 ft (block by A. Bogut)
5:22.0,Defensive rebound by S. Curry,,84-90,,
5:15.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,86-90,,
4:55.0,,,86-90,,A. Davis misses 2-pt shot from 16 ft
4:54.0,Defensive rebound by A. Bogut,,86-90,,
4:38.0,S. Curry makes 2-pt shot from 9 ft,2,88-90,,
4:13.0,,,88-90,,Shooting foul by A. Iguodala (drawn by T. Evans)
4:13.0,,,88-91,1,T. Evans makes free throw 1 of 2
4:13.0,,,88-92,1,T. Evans makes free throw 2 of 2
4:00.0,D. Green misses 3-pt shot from 25 ft,,88-92,,
3:59.0,Offensive rebound by Team,,88-92,,
3:55.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Bogut),3,91-92,,
3:32.0,,,91-92,,Offensive foul by O. Asik
3:32.0,,,91-92,,Turnover by O. Asik (offensive foul)
3:32.0,,,91-92,,R. Anderson enters the game for O. Asik
3:19.0,A. Bogut makes 2-pt shot from 4 ft (assist by D. Green),2,93-92,,
3:19.0,,,93-92,,New Orleans full timeout
3:08.0,,,93-92,,Turnover by E. Gordon (bad pass; steal by K. Thompson)
3:04.0,S. Curry makes 2-pt shot at rim (assist by D. Green),2,95-92,,
2:43.0,,,95-95,3,Q. Pondexter makes 3-pt shot from 23 ft (assist by E. Gordon)
2:20.0,Turnover by K. Thompson (traveling),,95-95,,
2:06.0,,,95-95,,Shooting foul by S. Curry (drawn by Q. Pondexter)
2:06.0,,,95-95,,Q. Pondexter misses free throw 1 of 2
2:06.0,,,95-95,,Offensive rebound by Team
2:06.0,,,95-96,1,Q. Pondexter makes free throw 2 of 2
