time,Chicago,pts.away,score,pts.home,Charlotte
9:38.0,,,43-25,,Offensive rebound by Team
9:38.0,,,43-26,1,L. Stephenson makes free throw 2 of 2
9:22.0,J. Noah misses 2-pt shot from 4 ft (block by J. Maxiell),,43-26,,
9:21.0,,,43-26,,Defensive rebound by G. Henderson
9:13.0,,,43-26,,M. Kidd-Gilchrist misses 2-pt shot from 16 ft
9:11.0,,,43-26,,Offensive rebound by J. Maxiell
9:11.0,,,43-28,2,J. Maxiell makes 2-pt shot at rim
8:43.0,T. Snell misses 2-pt shot from 16 ft,,43-28,,
8:42.0,Offensive rebound by J. Noah,,43-28,,
8:42.0,J. Noah misses 2-pt shot from 1 ft (block by M. Kidd-Gilchrist),,43-28,,
8:39.0,,,43-28,,Defensive rebound by M. Kidd-Gilchrist
8:38.0,Violation by T. Snell (def goaltending),,43-28,,
8:38.0,,,43-30,2,M. Kidd-Gilchrist makes 2-pt shot at rim
8:38.0,,,43-30,,Shooting foul by K. Hinrich (drawn by M. Kidd-Gilchrist)
8:38.0,,,43-31,1,M. Kidd-Gilchrist makes free throw 1 of 1
8:34.0,E. Moore enters the game for T. Snell,,43-31,,
8:34.0,M. Dunleavy enters the game for D. McDermott,,43-31,,
8:21.0,E. Moore misses 2-pt shot from 8 ft,,43-31,,
8:20.0,,,43-31,,Defensive rebound by J. Maxiell
8:15.0,,,43-31,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
8:13.0,,,43-31,,Offensive rebound by L. Stephenson
8:09.0,Personal foul by K. Hinrich (drawn by L. Stephenson),,43-31,,
8:09.0,A. Brooks enters the game for K. Hinrich,,43-31,,
8:03.0,,,43-31,,L. Stephenson misses 2-pt shot from 1 ft
8:01.0,,,43-31,,Offensive rebound by M. Kidd-Gilchrist
7:57.0,,,43-31,,L. Stephenson misses 2-pt shot from 1 ft
7:57.0,,,43-31,,Offensive rebound by Team
7:57.0,Loose ball foul by N. Mirotic (drawn by J. Maxiell),,43-31,,
7:57.0,,,43-31,,J. Maxiell misses free throw 1 of 2
7:57.0,,,43-31,,Offensive rebound by Team
7:57.0,,,43-32,1,J. Maxiell makes free throw 2 of 2
7:46.0,N. Mirotic misses 2-pt shot from 3 ft (block by J. Maxiell),,43-32,,
7:44.0,,,43-32,,Defensive rebound by K. Walker
7:40.0,,,43-34,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
7:23.0,Shooting foul by J. Maxiell (drawn by N. Mirotic),,43-34,,
7:23.0,N. Mirotic makes free throw 1 of 2,1,44-34,,
7:23.0,N. Mirotic makes free throw 2 of 2,1,45-34,,
7:09.0,,,45-34,,G. Henderson misses 2-pt shot from 17 ft
7:08.0,Defensive rebound by J. Noah,,45-34,,
6:59.0,Shooting foul by J. Maxiell (drawn by J. Noah),,45-34,,
6:59.0,J. Noah misses free throw 1 of 2,,45-34,,
6:59.0,Offensive rebound by Team,,45-34,,
6:59.0,,,45-34,,B. Biyombo enters the game for J. Maxiell
6:59.0,J. Noah makes free throw 2 of 2,1,46-34,,
6:51.0,,,46-36,2,K. Walker makes 2-pt shot from 15 ft
6:51.0,,,46-36,,Shooting foul by A. Brooks (drawn by K. Walker)
6:51.0,,,46-36,,M. Williams enters the game for M. Kidd-Gilchrist
6:51.0,,,46-37,1,K. Walker makes free throw 1 of 1
6:34.0,N. Mirotic makes 2-pt shot from 2 ft (assist by J. Noah),2,48-37,,
6:20.0,,,48-37,,L. Stephenson misses 2-pt shot from 7 ft
6:19.0,Defensive rebound by J. Noah,,48-37,,
6:11.0,E. Moore misses 3-pt shot from 24 ft,,48-37,,
6:10.0,,,48-37,,Defensive rebound by B. Biyombo
6:10.0,Personal foul by J. Noah (drawn by L. Stephenson),,48-37,,
6:10.0,Technical foul by J. Noah (drawn by L. Stephenson),,48-37,,
6:10.0,,,48-38,1,K. Walker makes technical free throw
6:10.0,,,48-38,,L. Stephenson misses free throw 1 of 2
6:10.0,,,48-38,,Offensive rebound by Team
6:10.0,,,48-39,1,L. Stephenson makes free throw 2 of 2
5:54.0,Official timeout,,48-39,,
5:48.0,A. Brooks misses 2-pt shot from 9 ft,,48-39,,
5:47.0,,,48-39,,Defensive rebound by M. Williams
5:30.0,,,48-39,,L. Stephenson misses 2-pt shot from 17 ft
5:29.0,Defensive rebound by N. Mirotic,,48-39,,
5:20.0,E. Moore misses 2-pt shot from 10 ft,,48-39,,
5:15.0,,,48-39,,Defensive rebound by Team
5:15.0,P. Gasol enters the game for J. Noah,,48-39,,
5:14.0,Jump ball: E. Moore vs. M. Williams (L. Stephenson gains possession),,,,Jump ball: E. Moore vs. M. Williams (L. Stephenson gains possession)
4:58.0,,,48-39,,L. Stephenson misses 2-pt shot from 2 ft
4:58.0,,,48-39,,Offensive rebound by Team
4:58.0,,,48-39,,Shooting foul by N. Mirotic (drawn by B. Biyombo)
4:58.0,,,48-40,1,B. Biyombo makes free throw 1 of 2
4:58.0,T. Snell enters the game for E. Moore,,48-40,,
4:58.0,,,48-40,,M. Williams enters the game for L. Stephenson
4:58.0,,,48-41,1,B. Biyombo makes free throw 2 of 2
4:39.0,P. Gasol makes 3-pt shot from 23 ft (assist by A. Brooks),3,51-41,,
4:21.0,,,51-41,,M. Williams misses 3-pt shot from 25 ft
4:20.0,Defensive rebound by P. Gasol,,51-41,,
4:10.0,N. Mirotic misses 2-pt shot from 7 ft,,51-41,,
4:09.0,,,51-41,,Defensive rebound by G. Henderson
4:01.0,,,51-43,2,K. Walker makes 2-pt shot from 15 ft (assist by G. Henderson)
3:50.0,P. Gasol misses 2-pt shot from 17 ft,,51-43,,
3:48.0,,,51-43,,Defensive rebound by G. Henderson
3:41.0,Personal foul by M. Dunleavy (drawn by G. Henderson),,51-43,,
3:41.0,,,51-44,1,G. Henderson makes free throw 1 of 2
3:41.0,,,51-45,1,G. Henderson makes free throw 2 of 2
3:31.0,,,51-45,,Violation by K. Walker (kicked ball)
3:25.0,A. Brooks misses 2-pt shot from 3 ft (block by B. Biyombo),,51-45,,
3:24.0,,,51-45,,Defensive rebound by G. Henderson
3:18.0,,,51-45,,K. Walker misses 3-pt shot from 26 ft
3:15.0,,,51-45,,Offensive rebound by B. Biyombo
3:15.0,,,51-47,2,B. Biyombo makes 2-pt shot at rim
3:04.0,,,51-47,,Personal foul by B. Biyombo (drawn by P. Gasol)
3:01.0,,,51-47,,Personal foul by B. Biyombo (drawn by P. Gasol)
3:01.0,P. Gasol makes free throw 1 of 2,1,52-47,,
3:01.0,,,52-47,,J. Maxiell enters the game for B. Biyombo
3:01.0,P. Gasol misses free throw 2 of 2,,52-47,,
2:59.0,,,52-47,,Defensive rebound by M. Williams
2:49.0,,,52-47,,Turnover by M. Williams (traveling)
2:49.0,Chicago full timeout,,52-47,,
2:37.0,T. Snell makes 3-pt shot from 22 ft (assist by P. Gasol),3,55-47,,
2:21.0,,,55-47,,Turnover by K. Walker (bad pass; steal by M. Dunleavy)
2:16.0,M. Dunleavy misses 2-pt shot from 1 ft,,55-47,,
2:14.0,,,55-47,,Defensive rebound by K. Walker
2:08.0,,,55-47,,K. Walker misses 3-pt shot from 26 ft
2:05.0,Defensive rebound by N. Mirotic,,55-47,,
2:05.0,Turnover by N. Mirotic (step out of bounds),,55-47,,
2:05.0,J. Noah enters the game for N. Mirotic,,55-47,,
2:05.0,,,55-47,,M. Kidd-Gilchrist enters the game for K. Walker
1:49.0,,,55-47,,M. Williams misses 3-pt shot from 25 ft
1:46.0,,,55-47,,Offensive rebound by J. Maxiell
1:39.0,,,55-50,3,M. Williams makes 3-pt shot from 24 ft (assist by M. Williams)
1:22.0,P. Gasol makes 2-pt shot from 5 ft (assist by A. Brooks),2,57-50,,
1:11.0,Personal foul by A. Brooks (drawn by M. Williams),,57-50,,
1:11.0,,,57-51,1,M. Williams makes free throw 1 of 2
1:11.0,,,57-51,,N. Vonleh enters the game for J. Maxiell
1:11.0,,,57-52,1,M. Williams makes free throw 2 of 2
0:57.0,A. Brooks misses 3-pt shot from 26 ft,,57-52,,
0:56.0,,,57-52,,Defensive rebound by M. Williams
0:49.0,,,57-52,,M. Williams misses 2-pt shot from 2 ft
0:49.0,,,57-52,,Offensive rebound by Team
0:49.0,,,57-52,,Turnover by M. Williams (traveling)
0:42.0,P. Gasol misses 2-pt shot from 5 ft (block by M. Kidd-Gilchrist),,57-52,,
0:41.0,,,57-52,,Defensive rebound by M. Williams
0:35.0,,,57-52,,G. Henderson misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by J. Noah,,57-52,,
0:24.0,A. Brooks makes 2-pt shot from 1 ft,2,59-52,,
0:24.0,Shooting foul by M. Williams (drawn by A. Brooks),,59-52,,
0:24.0,A. Brooks makes free throw 1 of 1,1,60-52,,
0:02.0,,,60-52,,M. Williams misses 3-pt shot from 30 ft
0:00.0,Defensive rebound by P. Gasol,,60-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,P. Gasol misses 2-pt shot from 14 ft,,60-52,,
11:35.0,,,60-52,,Defensive rebound by G. Henderson
11:23.0,,,60-52,,M. Williams misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by T. Snell,,60-52,,
11:13.0,A. Brooks misses 3-pt shot from 25 ft,,60-52,,
11:11.0,,,60-52,,Defensive rebound by M. Williams
11:03.0,,,60-52,,Turnover by M. Williams (traveling)
10:44.0,Turnover by J. Noah (offensive foul),,60-52,,
10:44.0,Offensive foul by J. Noah,,60-52,,
10:30.0,,,60-52,,G. Henderson misses 2-pt shot from 20 ft
10:27.0,,,60-52,,Offensive rebound by B. Biyombo
10:27.0,,,60-52,,B. Biyombo misses 2-pt shot at rim (block by P. Gasol)
10:27.0,,,60-52,,Offensive rebound by Team
10:09.0,,,60-55,3,M. Williams makes 3-pt shot from 25 ft (assist by B. Biyombo)
9:56.0,Turnover by T. Snell (bad pass; steal by M. Williams),,60-55,,
9:50.0,,,60-55,,Shooting foul by J. Noah (drawn by G. Henderson)
9:50.0,,,60-56,1,G. Henderson makes free throw 1 of 2
9:50.0,,,60-57,1,G. Henderson makes free throw 2 of 2
9:23.0,T. Snell misses 3-pt shot from 26 ft,,60-57,,
9:23.0,,,60-57,,Defensive rebound by Team
9:01.0,,,60-57,,M. Kidd-Gilchrist misses 2-pt shot from 17 ft
9:01.0,Defensive rebound by Team,,60-57,,
9:01.0,,,60-57,,Loose ball foul by M. Williams (drawn by J. Noah)
8:46.0,Shooting foul by M. Williams (drawn by A. Brooks),,60-57,,
8:46.0,A. Brooks makes free throw 1 of 2,1,61-57,,
8:46.0,A. Brooks misses free throw 2 of 2,,61-57,,
8:45.0,,,61-57,,Defensive rebound by B. Biyombo
8:32.0,,,61-57,,Turnover by G. Henderson (lost ball)
8:20.0,Shooting foul by M. Williams (drawn by T. Snell),,61-57,,
8:20.0,T. Snell makes free throw 1 of 2,1,62-57,,
8:20.0,T. Snell makes free throw 2 of 2,1,63-57,,
8:11.0,,,63-60,3,M. Williams makes 3-pt shot from 25 ft (assist by G. Henderson)
7:55.0,Turnover by A. Brooks (lost ball; steal by M. Kidd-Gilchrist),,63-60,,
7:55.0,Personal foul by A. Brooks (drawn by M. Kidd-Gilchrist),,63-60,,
7:41.0,,,63-62,2,G. Henderson makes 2-pt shot from 2 ft
7:41.0,,,63-62,,Shooting foul by J. Noah (drawn by G. Henderson)
7:41.0,N. Mirotic enters the game for J. Noah,,63-62,,
7:41.0,,,63-63,1,G. Henderson makes free throw 1 of 1
7:21.0,A. Brooks misses 3-pt shot from 30 ft,,63-63,,
7:20.0,,,63-63,,Defensive rebound by G. Henderson
7:08.0,,,63-65,2,M. Williams makes 2-pt shot from 13 ft
7:08.0,Chicago full timeout,,63-65,,
6:49.0,T. Snell misses 3-pt shot from 25 ft,,63-65,,
6:49.0,Offensive rebound by Team,,63-65,,
6:39.0,M. Dunleavy misses 2-pt shot from 19 ft,,63-65,,
6:37.0,,,63-65,,Defensive rebound by M. Williams
6:19.0,,,63-67,2,B. Biyombo makes 2-pt shot at rim (assist by M. Williams)
5:54.0,P. Gasol makes 2-pt shot from 8 ft,2,65-67,,
5:40.0,,,65-67,,M. Williams misses 2-pt shot from 18 ft
5:39.0,,,65-67,,Offensive rebound by B. Biyombo
5:39.0,,,65-67,,Shooting foul by M. Dunleavy (drawn by B. Biyombo)
5:39.0,,,65-68,1,B. Biyombo makes free throw 1 of 2
5:39.0,,,65-69,1,B. Biyombo makes free throw 2 of 2
5:25.0,M. Dunleavy misses 3-pt shot from 25 ft,,65-69,,
5:23.0,,,65-69,,Defensive rebound by B. Biyombo
5:13.0,,,65-69,,M. Williams misses 3-pt shot from 26 ft
5:10.0,,,65-69,,Offensive rebound by G. Henderson
5:10.0,,,65-69,,G. Henderson misses 2-pt shot from 11 ft
5:07.0,,,65-69,,Offensive rebound by M. Kidd-Gilchrist
5:07.0,,,65-69,,M. Kidd-Gilchrist misses 2-pt shot at rim (block by N. Mirotic)
5:07.0,,,65-69,,Offensive rebound by B. Biyombo
5:07.0,,,65-69,,Offensive foul by B. Biyombo
5:07.0,,,65-69,,Turnover by B. Biyombo (offensive foul)
5:07.0,D. McDermott enters the game for M. Dunleavy,,65-69,,
5:07.0,,,65-69,,K. Walker enters the game for B. Biyombo
5:07.0,,,65-69,,J. Maxiell enters the game for G. Henderson
4:42.0,T. Snell misses 3-pt shot from 26 ft,,65-69,,
4:41.0,,,65-69,,Defensive rebound by K. Walker
4:33.0,,,65-71,2,M. Kidd-Gilchrist makes 2-pt shot from 5 ft (assist by K. Walker)
4:20.0,Turnover by P. Gasol (3 sec),,65-71,,
4:02.0,,,65-71,,M. Williams misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by A. Brooks,,65-71,,
3:53.0,D. McDermott misses 2-pt shot from 1 ft,,65-71,,
3:52.0,,,65-71,,Defensive rebound by J. Maxiell
3:47.0,,,65-73,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by K. Walker)
3:47.0,Chicago full timeout,,65-73,,
3:47.0,K. Hinrich enters the game for A. Brooks,,65-73,,
3:47.0,,,65-73,,L. Stephenson enters the game for M. Williams
3:28.0,Turnover by P. Gasol (lost ball; steal by M. Kidd-Gilchrist),,65-73,,
3:11.0,,,65-73,,M. Kidd-Gilchrist misses 2-pt shot from 17 ft
3:10.0,Defensive rebound by D. McDermott,,65-73,,
2:57.0,T. Snell misses 3-pt shot from 23 ft,,65-73,,
2:56.0,,,65-73,,Defensive rebound by K. Walker
2:49.0,,,65-75,2,K. Walker makes 2-pt shot from 18 ft
2:21.0,P. Gasol misses 2-pt shot from 14 ft,,65-75,,
2:21.0,Offensive rebound by Team,,65-75,,
2:21.0,Turnover by Team (shot clock),,65-75,,
2:05.0,,,65-75,,L. Stephenson misses 2-pt shot from 8 ft
2:04.0,Defensive rebound by Team,,65-75,,
1:42.0,K. Hinrich misses 2-pt shot from 8 ft,,65-75,,
1:40.0,,,65-75,,Defensive rebound by M. Kidd-Gilchrist
1:22.0,,,65-75,,M. Kidd-Gilchrist misses 2-pt shot from 1 ft
1:20.0,Defensive rebound by D. McDermott,,65-75,,
1:07.0,K. Hinrich misses 2-pt shot from 19 ft,,65-75,,
1:06.0,Offensive rebound by N. Mirotic,,65-75,,
1:06.0,N. Mirotic makes 2-pt shot at rim,2,67-75,,
0:52.0,,,67-75,,K. Walker misses 3-pt shot from 25 ft
0:51.0,Defensive rebound by N. Mirotic,,67-75,,
0:45.0,Offensive foul by P. Gasol,,67-75,,
0:45.0,Turnover by P. Gasol (offensive foul),,67-75,,
0:30.0,,,67-75,,M. Kidd-Gilchrist misses 2-pt shot at rim (block by K. Hinrich)
0:30.0,,,67-75,,Offensive rebound by M. Kidd-Gilchrist
0:30.0,,,67-77,2,M. Kidd-Gilchrist makes 2-pt shot at rim
0:13.0,K. Hinrich misses 2-pt shot at rim (block by J. Maxiell),,67-77,,
0:13.0,Offensive rebound by Team,,67-77,,
0:07.0,T. Snell makes 3-pt shot from 25 ft,3,70-77,,
0:02.0,,,70-77,,Charlotte full timeout
0:02.0,,,70-77,,G. Henderson enters the game for M. Williams
0:01.0,,,70-77,,Turnover by L. Stephenson (bad pass; steal by T. Snell)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,70-79,2,J. Maxiell makes 2-pt shot from 12 ft (assist by L. Stephenson)
11:30.0,D. McDermott makes 3-pt shot from 27 ft (assist by J. Noah),3,73-79,,
11:11.0,,,73-79,,G. Henderson misses 2-pt shot from 18 ft
11:08.0,,,73-79,,Offensive rebound by J. Maxiell
11:08.0,,,73-81,2,J. Maxiell makes 2-pt shot at rim
10:53.0,T. Snell misses 2-pt shot from 17 ft,,73-81,,
10:52.0,,,73-81,,Defensive rebound by K. Walker
10:33.0,,,73-84,3,G. Henderson makes 3-pt shot from 23 ft
10:18.0,N. Mirotic misses 3-pt shot from 25 ft,,73-84,,
10:17.0,,,73-84,,Defensive rebound by L. Stephenson
10:09.0,,,73-84,,K. Walker misses 2-pt shot from 13 ft
10:08.0,Defensive rebound by J. Noah,,73-84,,
9:52.0,Shooting foul by M. Williams (drawn by N. Mirotic),,73-84,,
9:52.0,N. Mirotic misses free throw 1 of 2,,73-84,,
9:52.0,Offensive rebound by Team,,73-84,,
9:52.0,N. Mirotic makes free throw 2 of 2,1,74-84,,
9:44.0,,,74-84,,Offensive foul by L. Stephenson
9:44.0,,,74-84,,Turnover by L. Stephenson (offensive foul)
9:33.0,Turnover by J. Noah (bad pass),,74-84,,
9:21.0,,,74-84,,J. Maxiell misses 2-pt shot from 9 ft
9:21.0,,,74-84,,Offensive rebound by Team
9:11.0,,,74-84,,K. Walker misses 2-pt shot from 18 ft
9:09.0,,,74-84,,Offensive rebound by M. Williams
9:03.0,,,74-86,2,L. Stephenson makes 2-pt shot at rim (assist by K. Walker)
9:03.0,,,74-86,,Shooting foul by N. Mirotic (drawn by L. Stephenson)
9:03.0,,,74-86,,L. Stephenson misses free throw 1 of 1
9:01.0,,,74-86,,Offensive rebound by M. Williams
8:55.0,,,74-86,,G. Henderson misses 3-pt shot from 25 ft
8:54.0,Defensive rebound by D. McDermott,,74-86,,
8:32.0,N. Mirotic misses 3-pt shot from 26 ft,,74-86,,
8:31.0,,,74-86,,Defensive rebound by L. Stephenson
8:12.0,,,74-86,,Shooting foul by K. Hinrich (drawn by J. Maxiell)
8:12.0,Official timeout,,74-86,,
8:12.0,E. Moore enters the game for T. Snell,,74-86,,
8:12.0,,,74-86,,J. Maxiell misses free throw 1 of 2
8:12.0,,,74-86,,Offensive rebound by Team
8:12.0,,,74-87,1,J. Maxiell makes free throw 2 of 2
7:57.0,K. Hinrich misses 2-pt shot from 18 ft,,74-87,,
7:57.0,Offensive rebound by Team,,74-87,,
7:57.0,,,74-87,,Loose ball foul by J. Maxiell (drawn by N. Mirotic)
7:57.0,A. Brooks enters the game for K. Hinrich,,74-87,,
7:52.0,D. McDermott misses 3-pt shot from 26 ft,,74-87,,
7:51.0,Offensive rebound by Team,,74-87,,
7:37.0,N. Mirotic misses 3-pt shot from 23 ft,,74-87,,
7:36.0,,,74-87,,Defensive rebound by K. Walker
7:36.0,Personal foul by J. Noah (drawn by K. Walker),,74-87,,
7:36.0,P. Gasol enters the game for J. Noah,,74-87,,
7:24.0,,,74-89,2,G. Henderson makes 2-pt shot from 14 ft (assist by K. Walker)
7:02.0,E. Moore misses 2-pt shot from 6 ft,,74-89,,
7:02.0,,,74-89,,Defensive rebound by Team
7:02.0,Loose ball foul by P. Gasol (drawn by L. Stephenson),,74-89,,
6:41.0,,,74-89,,G. Henderson misses 2-pt shot from 14 ft
6:40.0,Defensive rebound by P. Gasol,,74-89,,
6:31.0,A. Brooks makes 2-pt shot from 11 ft,2,76-89,,
6:09.0,,,76-91,2,L. Stephenson makes 2-pt shot from 1 ft
5:54.0,,,76-91,,Personal foul by J. Maxiell (drawn by P. Gasol)
5:54.0,,,76-91,,Charlotte full timeout
5:54.0,,,76-91,,M. Williams enters the game for G. Henderson
5:54.0,,,76-91,,M. Kidd-Gilchrist enters the game for K. Walker
5:44.0,P. Gasol misses 2-pt shot from 6 ft,,76-91,,
5:42.0,,,76-91,,Defensive rebound by M. Williams
5:19.0,,,76-93,2,J. Maxiell makes 2-pt shot from 6 ft (assist by L. Stephenson)
5:10.0,Shooting foul by J. Maxiell (drawn by A. Brooks),,76-93,,
5:10.0,A. Brooks misses free throw 1 of 2,,76-93,,
5:10.0,Offensive rebound by Team,,76-93,,
5:10.0,A. Brooks makes free throw 2 of 2,1,77-93,,
4:57.0,,,77-95,2,M. Williams makes 2-pt shot from 16 ft
