time,Chicago,pts.away,score,pts.home,Detroit
11:07.0,,,23-24,,Loose ball foul by C. Martin (drawn by J. Noah)
10:55.0,T. Gibson makes 2-pt shot at rim,2,25-24,,
10:37.0,,,25-24,,J. Meeks misses 3-pt shot from 26 ft
10:36.0,,,25-24,,Offensive rebound by A. Tolliver
10:31.0,,,25-27,3,J. Lucas III makes 3-pt shot from 25 ft (assist by A. Tolliver)
10:12.0,T. Snell misses 3-pt shot from 26 ft,,25-27,,
10:11.0,,,25-27,,Defensive rebound by J. Meeks
10:08.0,,,25-29,2,J. Meeks makes 2-pt shot at rim
10:08.0,,,25-29,,Shooting foul by K. Hinrich (drawn by J. Meeks)
10:08.0,N. Mirotic enters the game for T. Snell,,25-29,,
10:08.0,J. Butler enters the game for K. Hinrich,,25-29,,
10:08.0,,,25-30,1,J. Meeks makes free throw 1 of 1
9:51.0,A. Brooks misses 3-pt shot from 25 ft,,25-30,,
9:50.0,,,25-30,,Defensive rebound by A. Drummond
9:44.0,,,25-30,,J. Meeks misses 3-pt shot from 23 ft
9:43.0,Defensive rebound by N. Mirotic,,25-30,,
9:28.0,Shooting foul by J. Meeks (drawn by J. Butler),,25-30,,
9:28.0,J. Butler makes free throw 1 of 2,1,26-30,,
9:28.0,J. Butler makes free throw 2 of 2,1,27-30,,
9:11.0,,,27-30,,A. Drummond misses 2-pt shot from 1 ft (block by J. Noah)
9:10.0,Defensive rebound by A. Brooks,,27-30,,
9:04.0,A. Brooks misses 3-pt shot from 26 ft,,27-30,,
9:02.0,Offensive rebound by J. Noah,,27-30,,
8:59.0,Turnover by T. Gibson (lost ball; steal by A. Drummond),,27-30,,
8:55.0,,,27-32,2,J. Lucas III makes 2-pt shot at rim (assist by A. Drummond)
8:36.0,J. Noah misses 2-pt shot at rim,,27-32,,
8:34.0,,,27-32,,Defensive rebound by A. Tolliver
8:28.0,,,27-32,,A. Tolliver misses 3-pt shot from 26 ft
8:27.0,Defensive rebound by Team,,27-32,,
8:27.0,Official timeout,,27-32,,
8:27.0,,,27-32,,G. Monroe enters the game for A. Tolliver
8:27.0,,,27-32,,C. Butler enters the game for C. Martin
8:07.0,J. Butler makes 2-pt shot from 1 ft,2,29-32,,
7:51.0,,,29-32,,J. Meeks misses 2-pt shot from 5 ft
7:50.0,Defensive rebound by J. Noah,,29-32,,
7:33.0,J. Noah misses 2-pt shot at rim,,29-32,,
7:32.0,Offensive rebound by N. Mirotic,,29-32,,
7:23.0,T. Gibson misses 2-pt shot at rim,,29-32,,
7:22.0,Offensive rebound by T. Gibson,,29-32,,
7:18.0,T. Gibson makes 2-pt shot at rim,2,31-32,,
6:59.0,,,31-34,2,C. Butler makes 2-pt shot from 15 ft
6:33.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,33-34,,
6:15.0,,,33-34,,G. Monroe misses 2-pt shot from 4 ft
6:13.0,Defensive rebound by J. Noah,,33-34,,
5:56.0,N. Mirotic makes 3-pt shot from 22 ft (assist by J. Butler),3,36-34,,
5:46.0,,,36-34,,Detroit full timeout
5:46.0,D. Rose enters the game for A. Brooks,,36-34,,
5:46.0,,,36-34,,K. Caldwell-Pope enters the game for J. Lucas III
5:46.0,,,36-34,,S. Dinwiddie enters the game for J. Meeks
5:37.0,,,36-34,,A. Drummond misses 2-pt shot at rim
5:36.0,,,36-34,,Offensive rebound by A. Drummond
5:35.0,,,36-36,2,A. Drummond makes 2-pt shot from 1 ft
5:12.0,T. Gibson makes 2-pt shot from 13 ft (assist by J. Butler),2,38-36,,
4:51.0,,,38-38,2,A. Drummond makes 2-pt shot from 6 ft (assist by C. Butler)
4:31.0,T. Gibson misses 2-pt shot from 12 ft,,38-38,,
4:30.0,,,38-38,,Defensive rebound by A. Drummond
4:13.0,,,38-38,,G. Monroe misses 2-pt shot from 4 ft (block by T. Gibson)
4:12.0,Defensive rebound by J. Noah,,38-38,,
4:03.0,J. Noah makes 2-pt shot from 15 ft (assist by J. Butler),2,40-38,,
3:40.0,,,40-38,,Shooting foul by D. Rose (drawn by S. Dinwiddie)
3:40.0,,,40-38,,S. Dinwiddie misses free throw 1 of 2
3:40.0,,,40-38,,Offensive rebound by Team
3:40.0,P. Gasol enters the game for J. Noah,,40-38,,
3:40.0,,,40-39,1,S. Dinwiddie makes free throw 2 of 2
3:34.0,Shooting foul by C. Butler (drawn by D. Rose),,40-39,,
3:34.0,D. Rose makes free throw 1 of 2,1,41-39,,
3:34.0,D. Rose makes free throw 2 of 2,1,42-39,,
3:11.0,,,42-39,,C. Butler misses 2-pt shot from 16 ft
3:10.0,,,42-39,,Offensive rebound by Team
3:10.0,Personal foul by N. Mirotic (drawn by G. Monroe),,42-39,,
3:10.0,,,42-39,,G. Monroe misses free throw 1 of 2
3:10.0,,,42-39,,Offensive rebound by Team
3:10.0,M. Dunleavy enters the game for N. Mirotic,,42-39,,
3:10.0,,,42-40,1,G. Monroe makes free throw 2 of 2
3:00.0,,,42-40,,Personal foul by A. Drummond (drawn by P. Gasol)
2:49.0,J. Butler misses 2-pt shot from 14 ft,,42-40,,
2:47.0,,,42-40,,Defensive rebound by G. Monroe
2:32.0,,,42-40,,A. Drummond misses 2-pt shot from 3 ft (block by P. Gasol)
2:29.0,Defensive rebound by M. Dunleavy,,42-40,,
2:26.0,T. Gibson makes 2-pt shot at rim (assist by D. Rose),2,44-40,,
2:15.0,,,44-40,,Offensive foul by S. Dinwiddie
2:15.0,,,44-40,,Turnover by S. Dinwiddie (offensive foul)
2:15.0,Chicago full timeout,,44-40,,
2:15.0,,,44-40,,A. Tolliver enters the game for G. Monroe
1:59.0,P. Gasol makes 2-pt shot from 7 ft (assist by T. Gibson),2,46-40,,
1:45.0,,,46-42,2,S. Dinwiddie makes 2-pt shot at rim
1:40.0,Shooting foul by S. Dinwiddie (drawn by D. Rose),,46-42,,
1:40.0,D. Rose makes free throw 1 of 2,1,47-42,,
1:40.0,,,47-42,,J. Lucas III enters the game for S. Dinwiddie
1:40.0,D. Rose makes free throw 2 of 2,1,48-42,,
1:17.0,,,48-42,,A. Drummond misses 2-pt shot from 5 ft
1:16.0,Defensive rebound by J. Butler,,48-42,,
1:12.0,Shooting foul by C. Butler (drawn by J. Butler),,48-42,,
1:12.0,J. Butler makes free throw 1 of 2,1,49-42,,
1:12.0,J. Butler makes free throw 2 of 2,1,50-42,,
1:00.0,,,50-42,,A. Tolliver misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by Team,,50-42,,
1:00.0,,,50-42,,C. Martin enters the game for C. Butler
0:48.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,52-42,,
0:48.0,Shooting foul by A. Tolliver (drawn by T. Gibson),,52-42,,
0:48.0,T. Gibson makes free throw 1 of 1,1,53-42,,
0:30.0,,,53-45,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by A. Tolliver)
0:07.0,J. Butler misses 2-pt shot from 13 ft,,53-45,,
0:05.0,,,53-45,,Defensive rebound by A. Drummond
0:01.0,,,53-45,,J. Lucas III misses 3-pt shot from 39 ft
0:00.0,,,53-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,53-47,2,A. Drummond makes 2-pt shot from 6 ft (assist by S. Dinwiddie)
11:20.0,P. Gasol misses 2-pt shot from 16 ft,,53-47,,
11:19.0,,,53-47,,Defensive rebound by K. Caldwell-Pope
11:11.0,,,53-49,2,S. Dinwiddie makes 2-pt shot from 15 ft
10:47.0,M. Dunleavy misses 3-pt shot from 27 ft,,53-49,,
10:46.0,Offensive rebound by P. Gasol,,53-49,,
10:42.0,P. Gasol misses 2-pt shot at rim,,53-49,,
10:39.0,,,53-49,,Defensive rebound by S. Dinwiddie
10:26.0,,,53-51,2,A. Drummond makes 2-pt shot at rim (assist by S. Dinwiddie)
10:26.0,Chicago full timeout,,53-51,,
10:11.0,J. Butler misses 3-pt shot from 25 ft,,53-51,,
10:10.0,Offensive rebound by J. Noah,,53-51,,
10:06.0,J. Noah makes 2-pt shot at rim,2,55-51,,
9:48.0,,,55-51,,K. Caldwell-Pope misses 2-pt shot from 1 ft (block by P. Gasol)
9:47.0,Defensive rebound by P. Gasol,,55-51,,
9:31.0,J. Butler makes 2-pt shot at rim (assist by J. Noah),2,57-51,,
9:07.0,,,57-51,,A. Drummond misses 2-pt shot from 6 ft
9:06.0,,,57-51,,Offensive rebound by Team
9:06.0,Loose ball foul by J. Noah (drawn by G. Monroe),,57-51,,
8:47.0,,,57-51,,K. Caldwell-Pope misses 2-pt shot from 5 ft
8:44.0,Defensive rebound by J. Butler,,57-51,,
8:28.0,D. Rose misses 2-pt shot from 15 ft,,57-51,,
8:26.0,Offensive rebound by J. Noah,,57-51,,
8:22.0,Offensive foul by J. Noah,,57-51,,
8:22.0,Turnover by J. Noah (offensive foul),,57-51,,
8:05.0,,,57-53,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by C. Butler)
7:57.0,D. Rose misses 2-pt shot from 1 ft,,57-53,,
7:56.0,,,57-53,,Defensive rebound by G. Monroe
7:44.0,,,57-55,2,G. Monroe makes 2-pt shot at rim
7:31.0,Turnover by D. Rose (bad pass; steal by S. Dinwiddie),,57-55,,
7:26.0,,,57-57,2,G. Monroe makes 2-pt shot at rim (assist by S. Dinwiddie)
7:11.0,Turnover by J. Noah (bad pass; steal by C. Butler),,57-57,,
6:47.0,,,57-57,,K. Caldwell-Pope misses 2-pt shot from 14 ft
6:46.0,,,57-57,,Offensive rebound by A. Drummond
6:35.0,,,57-59,2,C. Butler makes 2-pt shot from 17 ft (assist by S. Dinwiddie)
6:19.0,J. Butler makes 2-pt shot at rim (assist by P. Gasol),2,59-59,,
6:19.0,Shooting foul by K. Caldwell-Pope (drawn by J. Butler),,59-59,,
6:19.0,J. Butler makes free throw 1 of 1,1,60-59,,
6:05.0,,,60-61,2,C. Butler makes 2-pt shot at rim (assist by G. Monroe)
5:48.0,M. Dunleavy misses 3-pt shot from 24 ft,,60-61,,
5:47.0,Offensive rebound by P. Gasol,,60-61,,
5:44.0,Turnover by P. Gasol (bad pass; steal by G. Monroe),,60-61,,
5:34.0,,,60-61,,Shooting foul by P. Gasol (drawn by A. Drummond)
5:34.0,,,60-62,1,A. Drummond makes free throw 1 of 2
5:34.0,,,60-63,1,A. Drummond makes free throw 2 of 2
5:13.0,J. Noah misses 2-pt shot at rim,,60-63,,
5:12.0,,,60-63,,Defensive rebound by A. Drummond
5:06.0,,,60-66,3,C. Butler makes 3-pt shot from 26 ft (assist by S. Dinwiddie)
4:53.0,M. Dunleavy misses 2-pt shot from 19 ft,,60-66,,
4:52.0,,,60-66,,Defensive rebound by G. Monroe
4:45.0,,,60-66,,C. Butler misses 3-pt shot from 26 ft
4:44.0,Defensive rebound by J. Butler,,60-66,,
4:31.0,J. Butler misses 3-pt shot from 26 ft,,60-66,,
4:30.0,,,60-66,,Defensive rebound by A. Drummond
4:21.0,,,60-69,3,S. Dinwiddie makes 3-pt shot from 26 ft
4:21.0,Chicago full timeout,,60-69,,
4:21.0,T. Snell enters the game for M. Dunleavy,,60-69,,
4:21.0,K. Hinrich enters the game for J. Noah,,60-69,,
4:21.0,T. Gibson enters the game for D. Rose,,60-69,,
4:04.0,J. Butler misses 2-pt shot from 16 ft,,60-69,,
4:03.0,,,60-69,,Defensive rebound by A. Drummond
3:46.0,,,60-71,2,G. Monroe makes 2-pt shot at rim (assist by K. Caldwell-Pope)
3:22.0,P. Gasol makes 2-pt shot at rim,2,62-71,,
3:10.0,A. Brooks enters the game for J. Butler,,62-71,,
3:10.0,,,62-71,,J. Lucas III enters the game for S. Dinwiddie
3:10.0,,,62-71,,A. Tolliver enters the game for A. Drummond
3:02.0,,,62-73,2,J. Lucas III makes 2-pt shot from 11 ft
2:45.0,Turnover by P. Gasol (bad pass; steal by C. Butler),,62-73,,
2:39.0,,,62-73,,Turnover by G. Monroe (traveling)
2:21.0,P. Gasol makes 2-pt shot from 1 ft,2,64-73,,
2:10.0,Personal foul by K. Hinrich (drawn by K. Caldwell-Pope),,64-73,,
2:10.0,N. Mirotic enters the game for P. Gasol,,64-73,,
2:10.0,,,64-73,,J. Meeks enters the game for C. Butler
2:10.0,,,64-73,,C. Martin enters the game for K. Caldwell-Pope
2:00.0,,,64-73,,Turnover by C. Martin (lost ball; steal by N. Mirotic)
1:41.0,A. Brooks misses 2-pt shot at rim,,64-73,,
1:40.0,Offensive rebound by T. Gibson,,64-73,,
1:36.0,T. Gibson makes 2-pt shot at rim,2,66-73,,
1:23.0,,,66-75,2,J. Lucas III makes 2-pt shot from 18 ft
1:07.0,N. Mirotic misses 2-pt shot from 1 ft,,66-75,,
1:05.0,,,66-75,,Defensive rebound by J. Meeks
0:52.0,,,66-77,2,G. Monroe makes 2-pt shot from 3 ft
0:41.0,,,66-77,,Personal foul by G. Monroe (drawn by T. Gibson)
0:29.0,Turnover by T. Gibson (traveling),,66-77,,
0:08.0,,,66-77,,J. Lucas III misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by T. Snell,,66-77,,
0:02.0,A. Brooks makes 2-pt shot at rim,2,68-77,,
0:00.0,,,68-77,,C. Martin misses 3-pt shot from 56 ft
0:00.0,,,68-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,T. Snell misses 3-pt shot from 26 ft,,68-77,,
11:40.0,,,68-77,,Defensive rebound by A. Drummond
11:32.0,,,68-77,,Offensive foul by A. Tolliver
11:32.0,,,68-77,,Turnover by A. Tolliver (offensive foul)
11:12.0,Turnover by J. Noah (3 sec),,68-77,,
11:00.0,,,68-77,,J. Meeks misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by T. Gibson,,68-77,,
10:45.0,K. Hinrich makes 2-pt shot from 20 ft (assist by T. Gibson),2,70-77,,
10:28.0,,,70-77,,A. Tolliver misses 3-pt shot from 27 ft
10:27.0,Defensive rebound by T. Gibson,,70-77,,
10:20.0,A. Brooks misses 2-pt shot from 6 ft,,70-77,,
10:17.0,Offensive rebound by T. Gibson,,70-77,,
10:15.0,Shooting foul by A. Drummond (drawn by J. Noah),,70-77,,
10:15.0,J. Noah makes free throw 1 of 2,1,71-77,,
10:15.0,J. Butler enters the game for T. Snell,,71-77,,
10:15.0,J. Noah misses free throw 2 of 2,,71-77,,
10:14.0,,,71-77,,Defensive rebound by A. Drummond
9:52.0,,,71-77,,C. Martin misses 3-pt shot from 26 ft
9:51.0,Defensive rebound by T. Gibson,,71-77,,
9:44.0,Offensive foul by T. Gibson,,71-77,,
9:44.0,Turnover by T. Gibson (offensive foul),,71-77,,
9:26.0,,,71-77,,Offensive charge foul by A. Drummond
9:26.0,,,71-77,,Turnover by A. Drummond (offensive foul)
9:16.0,,,71-77,,Personal foul by A. Tolliver (drawn by T. Gibson)
9:10.0,A. Brooks makes 2-pt shot at rim,2,73-77,,
8:56.0,,,73-77,,Offensive charge foul by C. Martin
8:56.0,,,73-77,,Turnover by C. Martin (offensive foul)
8:56.0,Official timeout,,73-77,,
8:43.0,J. Butler misses 2-pt shot from 9 ft,,73-77,,
8:42.0,Offensive rebound by J. Noah,,73-77,,
8:42.0,Shooting foul by A. Drummond (drawn by J. Noah),,73-77,,
8:42.0,J. Noah misses free throw 1 of 2,,73-77,,
8:42.0,Offensive rebound by Team,,73-77,,
8:42.0,,,73-77,,G. Monroe enters the game for A. Drummond
8:42.0,J. Noah makes free throw 2 of 2,1,74-77,,
8:32.0,,,74-79,2,G. Monroe makes 2-pt shot at rim (assist by J. Lucas III)
8:32.0,,,74-79,,Shooting foul by T. Gibson (drawn by G. Monroe)
8:32.0,,,74-79,,G. Monroe misses free throw 1 of 1
8:31.0,Defensive rebound by J. Noah,,74-79,,
8:11.0,K. Hinrich misses 2-pt shot from 8 ft,,74-79,,
8:10.0,,,74-79,,Defensive rebound by Team
8:00.0,,,74-79,,Turnover by G. Monroe (bad pass)
8:00.0,D. Rose enters the game for A. Brooks,,74-79,,
7:48.0,,,74-79,,Personal foul by J. Lucas III (drawn by D. Rose)
7:48.0,,,74-79,,S. Dinwiddie enters the game for J. Lucas III
7:40.0,J. Butler misses 2-pt shot from 18 ft,,74-79,,
7:39.0,,,74-79,,Defensive rebound by A. Tolliver
7:16.0,,,74-79,,Turnover by Team (shot clock)
7:04.0,K. Hinrich makes 2-pt shot at rim (assist by J. Noah),2,76-79,,
6:48.0,,,76-79,,Shooting foul by T. Gibson (drawn by J. Meeks)
6:48.0,,,76-80,1,J. Meeks makes free throw 1 of 2
6:48.0,,,76-81,1,J. Meeks makes free throw 2 of 2
6:38.0,D. Rose misses 3-pt shot from 26 ft,,76-81,,
6:37.0,,,76-81,,Defensive rebound by G. Monroe
6:21.0,,,76-83,2,J. Meeks makes 2-pt shot from 7 ft (assist by S. Dinwiddie)
6:10.0,J. Butler misses 2-pt shot from 4 ft,,76-83,,
6:09.0,Offensive rebound by J. Butler,,76-83,,
6:03.0,J. Butler makes 2-pt shot from 6 ft,2,78-83,,
5:48.0,,,78-83,,S. Dinwiddie misses 2-pt shot from 7 ft (block by D. Rose)
5:47.0,Defensive rebound by D. Rose,,78-83,,
5:46.0,Turnover by D. Rose (bad pass; steal by S. Dinwiddie),,78-83,,
5:44.0,,,78-85,2,S. Dinwiddie makes 2-pt shot at rim
5:27.0,Turnover by J. Butler (bad pass; steal by S. Dinwiddie),,78-85,,
5:23.0,,,78-85,,Shooting foul by D. Rose (drawn by J. Meeks)
5:23.0,,,78-85,,Detroit full timeout
5:23.0,P. Gasol enters the game for J. Noah,,78-85,,
5:23.0,,,78-85,,C. Butler enters the game for C. Martin
5:23.0,,,78-86,1,J. Meeks makes free throw 1 of 2
5:23.0,,,78-87,1,J. Meeks makes free throw 2 of 2
5:05.0,J. Butler makes 2-pt shot at rim,2,80-87,,
4:42.0,,,80-87,,G. Monroe misses 2-pt shot from 1 ft
4:41.0,Defensive rebound by P. Gasol,,80-87,,
4:32.0,Turnover by D. Rose (lost ball),,80-87,,
4:32.0,,,80-87,,A. Drummond enters the game for A. Tolliver
4:12.0,,,80-87,,Turnover by G. Monroe (lost ball)
4:12.0,,,80-87,,K. Caldwell-Pope enters the game for J. Meeks
4:02.0,T. Gibson misses 2-pt shot at rim (block by G. Monroe),,80-87,,
4:00.0,,,80-87,,Defensive rebound by S. Dinwiddie
3:57.0,,,80-87,,Shooting foul by J. Butler (drawn by A. Drummond)
3:57.0,,,80-87,,A. Drummond misses free throw 1 of 2
3:57.0,,,80-87,,Offensive rebound by Team
3:57.0,,,80-87,,A. Drummond misses free throw 2 of 2
3:56.0,Defensive rebound by P. Gasol,,80-87,,
3:44.0,Turnover by D. Rose (bad pass),,80-87,,
3:19.0,,,80-89,2,G. Monroe makes 2-pt shot from 14 ft (assist by K. Caldwell-Pope)
3:13.0,Chicago full timeout,,80-89,,
3:13.0,T. Snell enters the game for T. Gibson,,80-89,,
3:13.0,J. Noah enters the game for K. Hinrich,,80-89,,
3:02.0,Turnover by P. Gasol (lost ball; steal by C. Butler),,80-89,,
2:57.0,Personal take foul by J. Noah (drawn by A. Drummond),,80-89,,
2:57.0,,,80-90,1,A. Drummond makes free throw 1 of 2
2:57.0,,,80-90,,A. Drummond misses free throw 2 of 2
2:56.0,,,80-90,,Offensive rebound by Team
2:52.0,Personal take foul by P. Gasol (drawn by A. Drummond),,80-90,,
2:52.0,,,80-90,,A. Drummond misses free throw 1 of 2
2:52.0,,,80-90,,Offensive rebound by Team
2:52.0,,,80-90,,A. Drummond misses free throw 2 of 2
2:51.0,Defensive rebound by J. Noah,,80-90,,
2:38.0,T. Snell makes 2-pt shot at rim,2,82-90,,
2:35.0,Personal foul by P. Gasol (drawn by A. Drummond),,82-90,,
