time,Dallas,pts.away,score,pts.home,Houston
10:32.0,,,24-33,,Offensive rebound by J. Smith
10:27.0,,,24-35,2,J. Smith makes 2-pt shot from 5 ft
10:15.0,J. Barea makes 2-pt shot from 9 ft,2,26-35,,
10:03.0,,,26-35,,Turnover by C. Brewer (bad pass; steal by A. Aminu)
9:57.0,J. Barea makes 2-pt shot from 2 ft,2,28-35,,
9:36.0,,,28-37,2,D. Howard makes 2-pt shot from 7 ft
9:28.0,A. Stoudemire makes 2-pt shot at rim (assist by J. Barea),2,30-37,,
9:11.0,,,30-37,,P. Prigioni misses 3-pt shot from 25 ft
9:10.0,Defensive rebound by A. Aminu,,30-37,,
8:59.0,D. Nowitzki misses 2-pt shot from 16 ft,,30-37,,
8:58.0,Offensive rebound by A. Stoudemire,,30-37,,
8:54.0,D. Nowitzki misses 3-pt shot from 25 ft,,30-37,,
8:53.0,,,30-37,,Defensive rebound by D. Howard
8:48.0,,,30-40,3,P. Prigioni makes 3-pt shot from 25 ft (assist by T. Ariza)
8:32.0,,,30-40,,Def 3 sec tech foul by D. Howard
8:32.0,Official timeout,,30-40,,
8:32.0,,,30-40,,T. Jones enters the game for J. Smith
8:32.0,,,30-40,,J. Terry enters the game for P. Prigioni
8:32.0,T. Chandler enters the game for A. Stoudemire,,30-40,,
8:32.0,D. Nowitzki misses technical free throw,,30-40,,
8:32.0,Offensive rebound by Team,,30-40,,
8:19.0,D. Harris misses 2-pt shot from 6 ft (block by D. Howard),,30-40,,
8:18.0,Offensive rebound by Team,,30-40,,
8:18.0,Turnover by Team (shot clock),,30-40,,
8:03.0,,,30-40,,Offensive foul by D. Howard
8:03.0,,,30-40,,Turnover by D. Howard (offensive foul)
8:03.0,M. Ellis enters the game for D. Harris,,30-40,,
8:03.0,C. Villanueva enters the game for D. Nowitzki,,30-40,,
7:46.0,T. Chandler makes 2-pt shot from 1 ft (assist by M. Ellis),2,32-40,,
7:41.0,,,32-40,,Offensive foul by D. Howard
7:41.0,,,32-40,,Turnover by D. Howard (offensive foul)
7:30.0,Turnover by J. Barea (bad pass; steal by D. Howard),,32-40,,
7:27.0,,,32-40,,Turnover by J. Terry (bad pass; steal by M. Ellis)
7:24.0,M. Ellis misses 2-pt shot from 17 ft,,32-40,,
7:23.0,Offensive rebound by Team,,32-40,,
7:01.0,J. Barea misses 2-pt shot from 21 ft,,32-40,,
6:59.0,Offensive rebound by A. Aminu,,32-40,,
6:57.0,A. Aminu misses 2-pt shot from 4 ft,,32-40,,
6:56.0,Offensive rebound by A. Aminu,,32-40,,
6:54.0,A. Aminu misses 2-pt shot from 7 ft,,32-40,,
6:53.0,,,32-40,,Defensive rebound by D. Howard
6:49.0,,,32-40,,J. Terry misses 2-pt shot from 1 ft
6:48.0,Defensive rebound by Team,,32-40,,
6:48.0,,,32-40,,Loose ball foul by C. Brewer (drawn by J. Barea)
6:48.0,,,32-40,,J. Harden enters the game for C. Brewer
6:35.0,Turnover by M. Ellis (bad pass; steal by D. Howard),,32-40,,
6:32.0,Personal foul by C. Villanueva (drawn by D. Howard),,32-40,,
6:23.0,,,32-40,,Turnover by T. Jones (lost ball; steal by A. Aminu)
6:19.0,Shooting foul by T. Jones (drawn by A. Aminu),,32-40,,
6:19.0,A. Aminu makes free throw 1 of 2,1,33-40,,
6:19.0,A. Aminu misses free throw 2 of 2,,33-40,,
6:19.0,,,33-40,,Defensive rebound by T. Ariza
6:02.0,,,33-40,,J. Terry misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by Team,,33-40,,
5:46.0,M. Ellis misses 3-pt shot from 25 ft,,33-40,,
5:45.0,,,33-40,,Defensive rebound by D. Howard
5:34.0,,,33-42,2,J. Harden makes 2-pt shot from 1 ft
5:25.0,,,33-42,,Personal foul by T. Jones (drawn by C. Villanueva)
5:25.0,,,33-42,,Houston full timeout
5:25.0,D. Nowitzki enters the game for C. Villanueva,,33-42,,
5:10.0,M. Ellis misses 2-pt shot from 18 ft,,33-42,,
5:09.0,,,33-42,,Defensive rebound by T. Ariza
4:58.0,,,33-42,,T. Jones misses 2-pt shot from 5 ft
4:57.0,Defensive rebound by J. Barea,,33-42,,
4:52.0,Turnover by J. Barea (offensive foul),,33-42,,
4:52.0,,,33-43,1,J. Terry makes flagrant free throw 1 of 2
4:52.0,,,33-43,,J. Terry misses flagrant free throw 2 of 2
4:52.0,,,33-43,,Offensive rebound by Team
4:40.0,,,33-45,2,T. Jones makes 2-pt shot from 1 ft
4:29.0,,,33-45,,Personal foul by J. Terry (drawn by D. Nowitzki)
4:29.0,D. Nowitzki makes free throw 1 of 2,1,34-45,,
4:29.0,D. Harris enters the game for J. Barea,,34-45,,
4:29.0,D. Nowitzki makes free throw 2 of 2,1,35-45,,
4:14.0,,,35-45,,Turnover by J. Harden (bad pass; steal by D. Harris)
4:02.0,Shooting foul by T. Jones (drawn by D. Nowitzki),,35-45,,
4:02.0,D. Nowitzki makes free throw 1 of 2,1,36-45,,
4:02.0,,,36-45,,J. Smith enters the game for T. Jones
4:02.0,D. Nowitzki makes free throw 2 of 2,1,37-45,,
3:55.0,,,37-45,,Turnover by D. Howard (bad pass; steal by M. Ellis)
3:52.0,M. Ellis misses 2-pt shot from 1 ft,,37-45,,
3:51.0,,,37-45,,Defensive rebound by J. Harden
3:46.0,,,37-47,2,J. Smith makes 2-pt shot from 1 ft (assist by J. Harden)
3:36.0,,,37-47,,Personal foul by T. Ariza (drawn by D. Nowitzki)
3:36.0,D. Nowitzki misses free throw 1 of 2,,37-47,,
3:36.0,Offensive rebound by Team,,37-47,,
3:36.0,D. Nowitzki makes free throw 2 of 2,1,38-47,,
3:23.0,,,38-47,,J. Smith misses 3-pt shot from 25 ft
3:20.0,Defensive rebound by T. Chandler,,38-47,,
3:04.0,D. Nowitzki misses 2-pt shot from 13 ft,,38-47,,
3:03.0,,,38-47,,Defensive rebound by J. Smith
2:55.0,,,38-47,,T. Ariza misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by D. Harris,,38-47,,
2:36.0,A. Aminu misses 2-pt shot from 6 ft,,38-47,,
2:35.0,Offensive rebound by T. Chandler,,38-47,,
2:35.0,T. Chandler makes 2-pt shot at rim,2,40-47,,
2:26.0,,,40-47,,Offensive foul by D. Howard
2:26.0,,,40-47,,Turnover by D. Howard (offensive foul)
2:26.0,,,40-47,,Technical foul by D. Howard
2:26.0,Dallas full timeout,,40-47,,
2:26.0,,,40-47,,C. Capela enters the game for D. Howard
2:26.0,D. Nowitzki makes technical free throw,1,41-47,,
2:07.0,D. Nowitzki makes 2-pt shot from 12 ft,2,43-47,,
1:58.0,,,43-47,,Shooting foul by D. Nowitzki (drawn by C. Capela)
1:58.0,,,43-47,,C. Capela misses free throw 1 of 2
1:58.0,,,43-47,,Offensive rebound by Team
1:58.0,,,43-47,,C. Capela misses free throw 2 of 2
1:57.0,Defensive rebound by Team,,43-47,,
1:43.0,D. Harris misses 3-pt shot from 24 ft,,43-47,,
1:42.0,,,43-47,,Defensive rebound by J. Smith
1:30.0,,,43-49,2,J. Harden makes 2-pt shot at rim
1:11.0,M. Ellis misses 3-pt shot from 25 ft,,43-49,,
1:09.0,Offensive rebound by T. Chandler,,43-49,,
1:06.0,,,43-49,,Shooting block foul by J. Smith (drawn by M. Ellis)
1:06.0,M. Ellis makes 2-pt shot from 5 ft (assist by D. Harris),2,45-49,,
1:06.0,D. Powell enters the game for D. Nowitzki,,45-49,,
1:06.0,,,45-49,,T. Jones enters the game for C. Capela
1:06.0,M. Ellis makes free throw 1 of 1,1,46-49,,
1:06.0,Personal take foul by D. Powell (drawn by J. Smith),,46-49,,
1:06.0,,,46-49,,J. Smith misses free throw 1 of 2
1:06.0,,,46-49,,Offensive rebound by Team
1:06.0,D. Nowitzki enters the game for D. Powell,,46-49,,
1:06.0,,,46-49,,C. Capela enters the game for T. Jones
1:06.0,,,46-50,1,J. Smith makes free throw 2 of 2
0:55.0,D. Harris makes 2-pt shot from 22 ft,2,48-50,,
0:41.0,,,48-52,2,J. Smith makes 2-pt shot from 1 ft (assist by T. Ariza)
0:35.0,,,48-52,,Personal block foul by J. Smith (drawn by D. Harris)
0:35.0,D. Harris makes free throw 1 of 2,1,49-52,,
0:35.0,,,49-52,,T. Jones enters the game for C. Capela
0:35.0,D. Harris makes free throw 2 of 2,1,50-52,,
0:34.0,Personal take foul by M. Ellis (drawn by J. Smith),,50-52,,
0:34.0,,,50-53,1,J. Smith makes free throw 1 of 2
0:34.0,,,50-53,,C. Capela enters the game for T. Jones
0:34.0,,,50-53,,J. Smith misses free throw 2 of 2
0:34.0,,,50-53,,Offensive rebound by C. Capela
0:30.0,,,50-56,3,J. Harden makes 3-pt shot from 24 ft (assist by C. Capela)
0:22.0,Turnover by M. Ellis (lost ball),,50-56,,
0:03.0,,,50-56,,J. Harden misses 2-pt shot from 1 ft
0:02.0,Defensive rebound by D. Nowitzki,,50-56,,
0:00.0,D. Harris misses 3-pt shot from 61 ft,,50-56,,
0:00.0,Offensive rebound by Team,,50-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,M. Ellis makes 2-pt shot from 8 ft,2,52-56,,
11:33.0,,,52-56,,J. Terry misses 3-pt shot from 25 ft
11:32.0,Defensive rebound by M. Ellis,,52-56,,
11:25.0,M. Ellis makes 3-pt shot from 25 ft,3,55-56,,
11:02.0,,,55-59,3,J. Harden makes 3-pt shot from 26 ft (assist by T. Jones)
10:49.0,M. Ellis misses 2-pt shot from 18 ft,,55-59,,
10:48.0,Offensive rebound by T. Chandler,,55-59,,
10:36.0,D. Nowitzki makes 2-pt shot from 14 ft,2,57-59,,
10:20.0,,,57-59,,J. Harden misses 2-pt shot from 19 ft
10:19.0,Defensive rebound by D. Nowitzki,,57-59,,
10:13.0,Turnover by J. Barea (bad pass; steal by J. Terry),,57-59,,
10:02.0,Personal block foul by A. Aminu (drawn by T. Ariza),,57-59,,
9:51.0,,,57-59,,T. Jones misses 2-pt shot from 1 ft
9:50.0,Defensive rebound by D. Nowitzki,,57-59,,
9:40.0,D. Nowitzki misses 3-pt shot from 24 ft,,57-59,,
9:39.0,Offensive rebound by A. Aminu,,57-59,,
9:37.0,Shooting foul by J. Harden (drawn by T. Chandler),,57-59,,
9:37.0,T. Chandler misses free throw 1 of 2,,57-59,,
9:37.0,Offensive rebound by Team,,57-59,,
9:37.0,T. Chandler misses free throw 2 of 2,,57-59,,
9:37.0,,,57-59,,Defensive rebound by D. Howard
9:18.0,,,57-61,2,D. Howard makes 2-pt shot from 1 ft
9:10.0,M. Ellis misses 3-pt shot from 24 ft,,57-61,,
9:09.0,,,57-61,,Defensive rebound by D. Howard
9:03.0,,,57-61,,Shooting foul by D. Nowitzki (drawn by T. Jones)
9:03.0,,,57-61,,T. Jones misses free throw 1 of 2
9:03.0,,,57-61,,Offensive rebound by Team
9:03.0,,,57-61,,T. Jones misses free throw 2 of 2
9:03.0,Defensive rebound by D. Nowitzki,,57-61,,
8:51.0,D. Nowitzki misses 3-pt shot from 25 ft,,57-61,,
8:50.0,,,57-61,,Defensive rebound by D. Howard
8:43.0,,,57-61,,J. Harden misses 3-pt shot from 24 ft
8:41.0,,,57-61,,Offensive rebound by D. Howard
8:41.0,,,57-63,2,D. Howard makes 2-pt shot at rim
8:30.0,J. Barea misses 3-pt shot from 25 ft,,57-63,,
8:28.0,,,57-63,,Defensive rebound by T. Ariza
8:16.0,,,57-65,2,T. Jones makes 2-pt shot from 1 ft (assist by J. Harden)
8:16.0,,,57-65,,Shooting foul by T. Chandler (drawn by T. Jones)
8:16.0,Dallas full timeout,,57-65,,
8:16.0,,,57-66,1,T. Jones makes free throw 1 of 1
7:59.0,D. Nowitzki makes 2-pt shot from 18 ft (assist by A. Aminu),2,59-66,,
7:43.0,,,59-66,,T. Jones misses 2-pt shot from 2 ft
7:42.0,,,59-66,,Offensive rebound by T. Ariza
7:36.0,,,59-68,2,T. Ariza makes 2-pt shot from 1 ft (assist by J. Terry)
7:17.0,M. Ellis makes 2-pt shot from 14 ft,2,61-68,,
7:04.0,,,61-68,,Shooting foul by A. Aminu (drawn by J. Harden)
7:04.0,,,61-69,1,J. Harden makes free throw 1 of 2
7:04.0,,,61-70,1,J. Harden makes free throw 2 of 2
6:53.0,,,61-70,,Personal foul by T. Ariza (drawn by M. Ellis)
6:40.0,D. Nowitzki misses 2-pt shot from 11 ft,,61-70,,
6:40.0,,,61-70,,Defensive rebound by T. Ariza
6:28.0,,,61-70,,Shooting foul by M. Ellis (drawn by J. Terry)
6:28.0,,,61-71,1,J. Terry makes free throw 1 of 2
6:28.0,,,61-72,1,J. Terry makes free throw 2 of 2
6:12.0,M. Ellis misses 2-pt shot from 19 ft,,61-72,,
6:10.0,,,61-72,,Defensive rebound by T. Jones
6:01.0,,,61-72,,J. Harden misses 2-pt shot from 18 ft
6:00.0,Defensive rebound by J. Barea,,61-72,,
5:57.0,,,61-72,,Personal foul by J. Terry (drawn by J. Barea)
5:46.0,J. Barea misses 3-pt shot from 25 ft,,61-72,,
5:45.0,,,61-72,,Defensive rebound by D. Howard
5:42.0,,,61-72,,Shooting foul by J. Barea (drawn by J. Harden)
5:42.0,,,61-73,1,J. Harden makes free throw 1 of 2
5:42.0,C. Villanueva enters the game for D. Nowitzki,,61-73,,
5:42.0,D. Harris enters the game for J. Barea,,61-73,,
5:42.0,,,61-74,1,J. Harden makes free throw 2 of 2
5:22.0,M. Ellis misses 2-pt shot from 4 ft,,61-74,,
5:21.0,,,61-74,,Defensive rebound by Team
5:21.0,Personal take foul by D. Harris (drawn by D. Howard),,61-74,,
5:21.0,,,61-75,1,D. Howard makes free throw 1 of 2
5:21.0,,,61-75,,D. Howard misses free throw 2 of 2
5:20.0,Defensive rebound by A. Aminu,,61-75,,
5:07.0,Shooting foul by J. Harden (drawn by A. Aminu),,61-75,,
5:07.0,A. Aminu makes free throw 1 of 2,1,62-75,,
5:07.0,A. Aminu makes free throw 2 of 2,1,63-75,,
5:05.0,Personal take foul by C. Villanueva (drawn by D. Howard),,63-75,,
5:05.0,,,63-75,,D. Howard misses free throw 1 of 2
5:05.0,,,63-75,,Offensive rebound by Team
5:05.0,,,63-76,1,D. Howard makes free throw 2 of 2
4:50.0,C. Villanueva makes 3-pt shot from 25 ft (assist by M. Ellis),3,66-76,,
4:27.0,,,66-76,,Shooting foul by M. Ellis (drawn by D. Howard)
4:27.0,,,66-76,,D. Howard misses free throw 1 of 2
4:27.0,,,66-76,,Offensive rebound by Team
4:27.0,,,66-76,,J. Smith enters the game for T. Jones
4:27.0,,,66-76,,D. Howard misses free throw 2 of 2
4:27.0,Defensive rebound by A. Aminu,,66-76,,
4:09.0,M. Ellis misses 2-pt shot from 16 ft,,66-76,,
4:07.0,,,66-76,,Defensive rebound by J. Terry
4:01.0,,,66-76,,D. Howard misses 2-pt shot from 1 ft
4:00.0,Defensive rebound by A. Aminu,,66-76,,
3:40.0,T. Chandler misses 2-pt shot from 1 ft (block by J. Harden),,66-76,,
3:40.0,,,66-76,,Defensive rebound by Team
3:40.0,D. Nowitzki enters the game for C. Villanueva,,66-76,,
3:40.0,Jump ball: T. Chandler vs. D. Howard (T. Ariza gains possession),,,,Jump ball: T. Chandler vs. D. Howard (T. Ariza gains possession)
3:21.0,,,66-76,,J. Harden misses 2-pt shot from 5 ft
3:20.0,Defensive rebound by D. Harris,,66-76,,
3:15.0,A. Aminu misses 2-pt shot from 8 ft (block by J. Terry),,66-76,,
3:13.0,,,66-76,,Defensive rebound by T. Ariza
3:04.0,,,66-76,,T. Ariza misses 3-pt shot from 25 ft
3:03.0,,,66-76,,Offensive rebound by J. Harden
3:01.0,,,66-76,,D. Howard misses 2-pt shot from 2 ft
3:00.0,Defensive rebound by M. Ellis,,66-76,,
2:52.0,D. Harris misses 3-pt shot from 25 ft,,66-76,,
2:51.0,,,66-76,,Defensive rebound by J. Smith
2:43.0,,,66-76,,Houston full timeout
2:43.0,A. Stoudemire enters the game for T. Chandler,,66-76,,
2:43.0,Personal take foul by A. Stoudemire (drawn by D. Howard),,66-76,,
2:43.0,,,66-77,1,D. Howard makes free throw 1 of 2
2:43.0,,,66-77,,P. Prigioni enters the game for T. Ariza
2:43.0,,,66-77,,C. Brewer enters the game for J. Terry
2:43.0,,,66-77,,D. Howard misses free throw 2 of 2
2:43.0,Defensive rebound by D. Harris,,66-77,,
2:19.0,D. Harris makes 2-pt shot from 11 ft (assist by M. Ellis),2,68-77,,
2:10.0,Personal take foul by A. Stoudemire (drawn by D. Howard),,68-77,,
2:10.0,,,68-78,1,D. Howard makes free throw 1 of 2
2:10.0,,,68-78,,D. Howard misses free throw 2 of 2
2:10.0,Defensive rebound by D. Nowitzki,,68-78,,
1:54.0,A. Stoudemire misses 2-pt shot from 5 ft,,68-78,,
1:53.0,,,68-78,,Defensive rebound by D. Howard
1:40.0,,,68-78,,J. Smith misses 2-pt shot from 1 ft
1:39.0,,,68-78,,Offensive rebound by D. Howard
1:39.0,,,68-80,2,D. Howard makes 2-pt shot at rim
1:18.0,D. Nowitzki makes 2-pt shot from 12 ft (assist by M. Ellis),2,70-80,,
1:05.0,,,70-80,,Turnover by J. Harden (lost ball; steal by A. Aminu)
1:05.0,,,70-80,,Clear path foul by J. Harden
1:05.0,A. Aminu makes clear path free throw 1 of 2,1,71-80,,
1:05.0,A. Aminu makes clear path free throw 2 of 2,1,72-80,,
1:05.0,J. Barea enters the game for A. Aminu,,72-80,,
1:05.0,,,72-80,,T. Ariza enters the game for D. Howard
1:05.0,,,72-80,,T. Jones enters the game for J. Harden
0:55.0,A. Stoudemire misses 2-pt shot from 19 ft,,72-80,,
0:53.0,Offensive rebound by D. Harris,,72-80,,
0:48.0,M. Ellis misses 2-pt shot from 18 ft,,72-80,,
0:47.0,Offensive rebound by A. Stoudemire,,72-80,,
0:47.0,A. Stoudemire misses 2-pt shot at rim,,72-80,,
0:46.0,,,72-80,,Defensive rebound by Team
0:46.0,Loose ball foul by A. Stoudemire (drawn by J. Smith),,72-80,,
0:46.0,,,72-81,1,J. Smith makes free throw 1 of 2
0:46.0,,,72-82,1,J. Smith makes free throw 2 of 2
0:35.0,M. Ellis makes 3-pt shot from 25 ft (assist by J. Barea),3,75-82,,
0:21.0,,,75-82,,C. Brewer misses 2-pt shot from 9 ft
0:20.0,Defensive rebound by J. Barea,,75-82,,
0:01.0,Turnover by M. Ellis (traveling),,75-82,,
0:01.0,C. Villanueva enters the game for D. Nowitzki,,75-82,,
0:01.0,T. Chandler enters the game for A. Stoudemire,,75-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
