time,Oklahoma City,pts.away,score,pts.home,Dallas
8:48.0,,,3-10,1,C. Parsons makes free throw 1 of 2
8:48.0,,,3-11,1,C. Parsons makes free throw 2 of 2
8:26.0,A. Roberson makes 3-pt shot from 24 ft (assist by R. Westbrook),3,6-11,,
8:15.0,Personal foul by A. Roberson (drawn by R. Rondo),,6-11,,
8:15.0,A. Morrow enters the game for A. Roberson,,6-11,,
8:07.0,,,6-11,,Turnover by M. Ellis (bad pass; steal by R. Westbrook)
8:06.0,,,6-11,,Personal take foul by D. Nowitzki (drawn by R. Westbrook)
7:53.0,R. Westbrook makes 2-pt shot from 1 ft,2,8-11,,
7:43.0,,,8-11,,R. Rondo misses 2-pt shot from 1 ft
7:41.0,Defensive rebound by E. Kanter,,8-11,,
7:37.0,R. Westbrook misses 2-pt shot from 3 ft,,8-11,,
7:35.0,,,8-11,,Defensive rebound by M. Ellis
7:24.0,,,8-13,2,D. Nowitzki makes 2-pt shot from 15 ft (assist by R. Rondo)
7:13.0,,,8-13,,Personal block foul by M. Ellis (drawn by D. Waiters)
7:09.0,E. Kanter makes 2-pt shot from 17 ft (assist by R. Westbrook),2,10-13,,
6:52.0,,,10-15,2,M. Ellis makes 2-pt shot from 19 ft (assist by R. Rondo)
6:39.0,A. Morrow makes 2-pt shot from 12 ft (assist by R. Westbrook),2,12-15,,
6:30.0,Personal foul by D. Waiters (drawn by M. Ellis),,12-15,,
6:30.0,,,12-15,,C. Villanueva enters the game for D. Nowitzki
6:23.0,,,12-17,2,M. Ellis makes 2-pt shot from 19 ft
6:08.0,D. Waiters misses 2-pt shot from 2 ft,,12-17,,
6:06.0,,,12-17,,Defensive rebound by M. Ellis
5:49.0,,,12-20,3,C. Parsons makes 3-pt shot from 23 ft (assist by R. Rondo)
5:32.0,S. Adams misses 2-pt shot from 13 ft,,12-20,,
5:30.0,,,12-20,,Defensive rebound by M. Ellis
5:25.0,,,12-22,2,M. Ellis makes 2-pt shot from 19 ft (assist by R. Rondo)
5:12.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,14-22,,
4:58.0,,,14-22,,M. Ellis misses 2-pt shot from 18 ft
4:57.0,Defensive rebound by S. Adams,,14-22,,
4:52.0,Shooting foul by R. Rondo (drawn by R. Westbrook),,14-22,,
4:52.0,R. Westbrook makes free throw 1 of 2,1,15-22,,
4:52.0,N. Collison enters the game for S. Adams,,15-22,,
4:52.0,R. Westbrook makes free throw 2 of 2,1,16-22,,
4:33.0,,,16-22,,C. Villanueva misses 3-pt shot from 25 ft
4:32.0,Defensive rebound by R. Westbrook,,16-22,,
4:26.0,A. Morrow misses 3-pt shot from 23 ft,,16-22,,
4:25.0,,,16-22,,Defensive rebound by R. Rondo
4:20.0,,,16-22,,C. Villanueva misses 2-pt shot at rim
4:19.0,Defensive rebound by A. Morrow,,16-22,,
4:19.0,,,16-22,,Personal foul by R. Rondo (drawn by A. Morrow)
4:19.0,,,16-22,,D. Harris enters the game for R. Rondo
4:05.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,18-22,,
4:03.0,,,18-22,,Dallas full timeout
4:03.0,,,18-22,,A. Stoudemire enters the game for T. Chandler
3:51.0,,,18-22,,M. Ellis misses 2-pt shot from 1 ft
3:49.0,,,18-22,,Offensive rebound by A. Stoudemire
3:49.0,,,18-22,,A. Stoudemire misses 2-pt shot from 3 ft
3:47.0,Defensive rebound by R. Westbrook,,18-22,,
3:43.0,D. Waiters misses 3-pt shot from 26 ft,,18-22,,
3:41.0,Offensive rebound by N. Collison,,18-22,,
3:41.0,,,18-22,,Personal foul by C. Villanueva (drawn by N. Collison)
3:41.0,N. Collison misses free throw 1 of 2,,18-22,,
3:41.0,Offensive rebound by Team,,18-22,,
3:41.0,N. Collison makes free throw 2 of 2,1,19-22,,
3:25.0,,,19-22,,A. Stoudemire misses 2-pt shot from 6 ft (block by E. Kanter)
3:23.0,,,19-22,,Offensive rebound by A. Stoudemire
3:22.0,,,19-24,2,A. Stoudemire makes 2-pt shot from 4 ft
3:11.0,A. Morrow makes 3-pt shot from 23 ft (assist by R. Westbrook),3,22-24,,
3:02.0,,,22-24,,Turnover by C. Villanueva (traveling)
3:02.0,M. McGary enters the game for E. Kanter,,22-24,,
2:52.0,M. McGary makes 2-pt shot from 1 ft (assist by R. Westbrook),2,24-24,,
2:29.0,,,24-24,,C. Parsons misses 3-pt shot from 26 ft
2:28.0,Defensive rebound by M. McGary,,24-24,,
2:22.0,D. Waiters misses 2-pt shot at rim,,24-24,,
2:18.0,Offensive rebound by M. McGary,,24-24,,
2:18.0,M. McGary misses 2-pt shot from 2 ft,,24-24,,
2:16.0,,,24-24,,Defensive rebound by C. Villanueva
2:09.0,Shooting block foul by N. Collison (drawn by M. Ellis),,24-24,,
2:09.0,,,24-25,1,M. Ellis makes free throw 1 of 2
2:09.0,,,24-25,,D. Nowitzki enters the game for C. Villanueva
2:09.0,,,24-25,,R. Jefferson enters the game for C. Parsons
2:09.0,,,24-25,,M. Ellis misses free throw 2 of 2
2:09.0,Defensive rebound by M. McGary,,24-25,,
2:07.0,,,24-25,,Technical foul by A. Stoudemire
2:07.0,Technical foul by N. Collison,,24-25,,
2:07.0,,,24-25,,J. Barea enters the game for M. Ellis
1:55.0,D. Waiters misses 2-pt shot from 2 ft,,24-25,,
1:53.0,,,24-25,,Defensive rebound by A. Stoudemire
1:43.0,,,24-25,,R. Jefferson misses 2-pt shot from 5 ft
1:41.0,Defensive rebound by R. Westbrook,,24-25,,
1:34.0,R. Westbrook makes 3-pt shot from 24 ft,3,27-25,,
1:24.0,D. Augustin enters the game for D. Waiters,,27-25,,
1:23.0,Personal foul by A. Morrow (drawn by R. Jefferson),,27-25,,
1:23.0,,,27-26,1,R. Jefferson makes free throw 1 of 2
1:23.0,,,27-27,1,R. Jefferson makes free throw 2 of 2
1:12.0,D. Augustin misses 3-pt shot from 25 ft,,27-27,,
1:10.0,,,27-27,,Defensive rebound by A. Stoudemire
1:00.0,,,27-27,,D. Nowitzki misses 2-pt shot from 20 ft
1:00.0,Defensive rebound by M. McGary,,27-27,,
0:54.0,A. Morrow misses 2-pt shot from 7 ft,,27-27,,
0:52.0,Offensive rebound by M. McGary,,27-27,,
0:52.0,M. McGary makes 2-pt shot at rim,2,29-27,,
0:38.0,,,29-27,,J. Barea misses 2-pt shot from 5 ft
0:34.0,Defensive rebound by D. Augustin,,29-27,,
0:27.0,R. Westbrook misses 3-pt shot from 25 ft,,29-27,,
0:24.0,,,29-27,,Defensive rebound by R. Jefferson
0:02.0,,,29-27,,D. Harris misses 2-pt shot from 14 ft
0:00.0,Defensive rebound by M. McGary,,29-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,29-29,2,D. Nowitzki makes 2-pt shot from 16 ft (assist by J. Barea)
11:41.0,,,29-29,,Personal block foul by J. Barea (drawn by D. Augustin)
11:24.0,M. McGary misses 2-pt shot from 3 ft,,29-29,,
11:20.0,Offensive rebound by M. McGary,,29-29,,
11:20.0,M. McGary makes 2-pt shot from 1 ft,2,31-29,,
11:11.0,,,31-31,2,A. Stoudemire makes 2-pt shot from 1 ft (assist by J. Barea)
11:11.0,,,31-31,,Shooting foul by K. Singler (drawn by A. Stoudemire)
11:11.0,,,31-31,,A. Stoudemire misses free throw 1 of 1
11:10.0,Defensive rebound by M. McGary,,31-31,,
11:00.0,Shooting foul by R. Jefferson (drawn by K. Singler),,31-31,,
11:00.0,K. Singler makes free throw 1 of 2,1,32-31,,
11:00.0,K. Singler makes free throw 2 of 2,1,33-31,,
10:44.0,,,33-33,2,A. Stoudemire makes 2-pt shot from 6 ft
10:23.0,K. Singler misses 3-pt shot from 24 ft,,33-33,,
10:21.0,,,33-33,,Defensive rebound by J. Barea
10:13.0,,,33-33,,D. Nowitzki misses 2-pt shot from 15 ft
10:12.0,Defensive rebound by M. McGary,,33-33,,
10:06.0,D. Augustin misses 3-pt shot from 25 ft,,33-33,,
10:05.0,Offensive rebound by N. Collison,,33-33,,
10:05.0,Shooting foul by A. Stoudemire (drawn by N. Collison),,33-33,,
10:05.0,N. Collison makes free throw 1 of 2,1,34-33,,
10:05.0,N. Collison makes free throw 2 of 2,1,35-33,,
9:47.0,,,35-33,,A. Stoudemire misses 2-pt shot from 4 ft
9:44.0,Defensive rebound by M. McGary,,35-33,,
9:37.0,M. McGary misses 2-pt shot from 20 ft,,35-33,,
9:34.0,Offensive rebound by K. Singler,,35-33,,
9:20.0,Shooting foul by D. Nowitzki (drawn by M. McGary),,35-33,,
9:20.0,M. McGary misses free throw 1 of 2,,35-33,,
9:20.0,Offensive rebound by Team,,35-33,,
9:20.0,M. McGary makes free throw 2 of 2,1,36-33,,
9:13.0,Personal block foul by K. Singler (drawn by D. Harris),,36-33,,
9:05.0,,,36-33,,J. Barea misses 2-pt shot from 19 ft
9:05.0,Defensive rebound by M. McGary,,36-33,,
9:05.0,,,36-33,,Loose ball foul by A. Stoudemire (drawn by M. McGary)
9:05.0,M. McGary misses free throw 1 of 2,,36-33,,
9:05.0,Offensive rebound by Team,,36-33,,
9:05.0,M. McGary makes free throw 2 of 2,1,37-33,,
8:56.0,Personal foul by A. Morrow (drawn by D. Nowitzki),,37-33,,
8:56.0,Official timeout,,37-33,,
8:45.0,,,37-33,,R. Jefferson misses 3-pt shot from 23 ft
8:43.0,Defensive rebound by D. Augustin,,37-33,,
8:29.0,K. Singler makes 3-pt shot from 23 ft (assist by D. Augustin),3,40-33,,
8:16.0,,,40-33,,A. Stoudemire misses 2-pt shot at rim (block by M. McGary)
8:14.0,Defensive rebound by A. Morrow,,40-33,,
8:12.0,Turnover by A. Morrow (lost ball; steal by R. Jefferson),,40-33,,
8:08.0,,,40-33,,J. Barea misses 3-pt shot from 23 ft
8:06.0,Defensive rebound by D. Augustin,,40-33,,
8:00.0,D. Augustin makes 2-pt shot from 1 ft,2,42-33,,
7:59.0,,,42-33,,Dallas full timeout
7:59.0,,,42-33,,C. Villanueva enters the game for D. Nowitzki
7:59.0,,,42-33,,T. Chandler enters the game for D. Harris
7:59.0,,,42-33,,R. Rondo enters the game for A. Stoudemire
7:59.0,,,42-33,,M. Ellis enters the game for R. Jefferson
7:59.0,,,42-33,,C. Parsons enters the game for J. Barea
7:39.0,,,42-33,,M. Ellis misses 3-pt shot from 26 ft
7:37.0,,,42-33,,Offensive rebound by R. Rondo
7:31.0,,,42-33,,Turnover by C. Parsons (bad pass; steal by D. Augustin)
7:28.0,,,42-33,,Violation by C. Villanueva (def goaltending)
7:28.0,D. Augustin makes 2-pt shot from 1 ft,2,44-33,,
7:12.0,,,44-35,2,R. Rondo makes 2-pt shot from 7 ft
6:56.0,R. Westbrook enters the game for A. Morrow,,44-35,,
6:51.0,M. McGary misses 2-pt shot from 14 ft,,44-35,,
6:49.0,,,44-35,,Defensive rebound by C. Villanueva
6:42.0,,,44-38,3,C. Villanueva makes 3-pt shot from 26 ft (assist by M. Ellis)
6:29.0,M. McGary makes 2-pt shot at rim (assist by N. Collison),2,46-38,,
6:08.0,,,46-40,2,C. Parsons makes 2-pt shot from 3 ft
6:08.0,,,46-40,,Shooting foul by M. McGary (drawn by C. Parsons)
6:08.0,E. Kanter enters the game for M. McGary,,46-40,,
6:08.0,D. Waiters enters the game for K. Singler,,46-40,,
6:08.0,S. Adams enters the game for N. Collison,,46-40,,
6:08.0,,,46-41,1,C. Parsons makes free throw 1 of 1
5:49.0,S. Adams misses 2-pt shot from 2 ft,,46-41,,
5:47.0,,,46-41,,Defensive rebound by C. Villanueva
5:40.0,,,46-41,,C. Parsons misses 2-pt shot from 1 ft
5:39.0,,,46-41,,Offensive rebound by T. Chandler
5:39.0,,,46-41,,T. Chandler misses 2-pt shot from 1 ft
5:37.0,Defensive rebound by D. Augustin,,46-41,,
5:31.0,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters),2,48-41,,
5:31.0,Shooting foul by C. Villanueva (drawn by E. Kanter),,48-41,,
5:31.0,E. Kanter makes free throw 1 of 1,1,49-41,,
5:17.0,,,49-43,2,C. Villanueva makes 2-pt shot from 18 ft (assist by T. Chandler)
5:00.0,D. Augustin misses 3-pt shot from 25 ft,,49-43,,
4:58.0,,,49-43,,Defensive rebound by C. Parsons
4:55.0,,,49-45,2,M. Ellis makes 2-pt shot at rim (assist by R. Rondo)
4:54.0,Oklahoma City full timeout,,49-45,,
4:54.0,A. Roberson enters the game for D. Augustin,,49-45,,
4:39.0,Turnover by A. Roberson (bad pass; steal by C. Parsons),,49-45,,
4:36.0,,,49-45,,Offensive charge foul by M. Ellis
4:36.0,,,49-45,,Turnover by M. Ellis (offensive foul)
4:20.0,Turnover by R. Westbrook (bad pass),,49-45,,
4:20.0,,,49-45,,D. Nowitzki enters the game for C. Villanueva
3:58.0,,,49-45,,M. Ellis misses 2-pt shot from 6 ft
3:56.0,Defensive rebound by E. Kanter,,49-45,,
3:46.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,51-45,,
3:27.0,,,51-45,,D. Nowitzki misses 3-pt shot from 25 ft
3:26.0,,,51-45,,Offensive rebound by T. Chandler
3:14.0,,,51-47,2,M. Ellis makes 2-pt shot from 21 ft (assist by D. Nowitzki)
3:00.0,R. Westbrook misses 2-pt shot from 16 ft,,51-47,,
2:57.0,,,51-47,,Defensive rebound by D. Nowitzki
2:49.0,,,51-47,,Turnover by R. Rondo (bad pass)
2:40.0,Shooting foul by D. Nowitzki (drawn by D. Waiters),,51-47,,
2:40.0,D. Waiters misses free throw 1 of 2,,51-47,,
2:40.0,Offensive rebound by Team,,51-47,,
2:40.0,,,51-47,,C. Villanueva enters the game for D. Nowitzki
2:40.0,D. Waiters misses free throw 2 of 2,,51-47,,
2:39.0,Offensive rebound by S. Adams,,51-47,,
2:39.0,,,51-47,,Loose ball foul by T. Chandler (drawn by S. Adams)
2:39.0,,,51-47,,Technical foul by T. Chandler (drawn by S. Adams)
2:39.0,R. Westbrook makes technical free throw,1,52-47,,
2:39.0,S. Adams makes free throw 1 of 2,1,53-47,,
2:39.0,S. Adams misses free throw 2 of 2,,53-47,,
2:39.0,,,53-47,,Defensive rebound by M. Ellis
2:13.0,,,53-47,,R. Rondo misses 3-pt shot from 25 ft
2:13.0,,,53-47,,Offensive rebound by Team
2:13.0,,,53-47,,Turnover by Team (shot clock)
2:13.0,,,53-47,,Dallas full timeout
1:59.0,R. Westbrook makes 2-pt shot from 1 ft,2,55-47,,
1:44.0,,,55-47,,Turnover by R. Rondo (lost ball; steal by D. Waiters)
1:40.0,R. Westbrook makes 2-pt shot from 2 ft,2,57-47,,
1:27.0,,,57-49,2,C. Parsons makes 2-pt shot at rim
1:07.0,Turnover by D. Waiters (bad pass; steal by T. Chandler),,57-49,,
1:06.0,,,57-49,,Turnover by R. Rondo (bad pass; steal by R. Westbrook)
1:06.0,E. Kanter makes flagrant free throw 1 of 2,1,58-49,,
1:06.0,E. Kanter makes flagrant free throw 2 of 2,1,59-49,,
0:47.0,R. Westbrook misses 2-pt shot from 12 ft,,59-49,,
0:47.0,Offensive rebound by E. Kanter,,59-49,,
0:47.0,E. Kanter makes 2-pt shot from 1 ft,2,61-49,,
0:37.0,,,61-49,,Turnover by C. Parsons (bad pass; steal by R. Westbrook)
0:34.0,Shooting foul by C. Parsons (drawn by R. Westbrook),,61-49,,
0:34.0,R. Westbrook makes free throw 1 of 2,1,62-49,,
0:34.0,R. Westbrook makes free throw 2 of 2,1,63-49,,
0:34.0,Technical foul by E. Kanter,,63-49,,
0:34.0,,,63-50,1,M. Ellis makes technical free throw
0:16.0,,,63-50,,M. Ellis misses 2-pt shot from 16 ft
0:14.0,,,63-50,,Offensive rebound by C. Villanueva
0:00.0,,,63-53,3,R. Rondo makes 3-pt shot from 25 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,63-53,,T. Chandler misses 2-pt shot from 19 ft
11:46.0,Defensive rebound by E. Kanter,,63-53,,
11:31.0,Turnover by E. Kanter (traveling),,63-53,,
11:22.0,,,63-55,2,R. Rondo makes 2-pt shot from 2 ft
11:08.0,D. Waiters misses 2-pt shot from 12 ft,,63-55,,
11:08.0,Offensive rebound by E. Kanter,,63-55,,
11:08.0,,,63-55,,Loose ball foul by M. Ellis (drawn by E. Kanter)
10:57.0,R. Westbrook misses 2-pt shot from 15 ft,,63-55,,
10:56.0,Offensive rebound by S. Adams,,63-55,,
10:49.0,S. Adams misses 2-pt shot from 9 ft,,63-55,,
10:49.0,Offensive rebound by S. Adams,,63-55,,
10:49.0,Shooting foul by D. Nowitzki (drawn by S. Adams),,63-55,,
10:49.0,S. Adams makes free throw 1 of 2,1,64-55,,
10:49.0,S. Adams makes free throw 2 of 2,1,65-55,,
10:49.0,Loose ball foul by E. Kanter (drawn by D. Nowitzki),,65-55,,
10:37.0,,,65-55,,R. Rondo misses 2-pt shot from 20 ft
10:36.0,Defensive rebound by R. Westbrook,,65-55,,
10:29.0,R. Westbrook makes 2-pt shot from 20 ft,2,67-55,,
10:15.0,,,67-55,,Turnover by R. Rondo (bad pass; steal by A. Roberson)
10:08.0,,,67-55,,Shooting block foul by T. Chandler (drawn by D. Waiters)
10:08.0,D. Waiters makes free throw 1 of 2,1,68-55,,
10:08.0,D. Waiters makes free throw 2 of 2,1,69-55,,
9:48.0,,,69-57,2,C. Parsons makes 2-pt shot from 2 ft
9:48.0,,,69-57,,Shooting foul by A. Roberson (drawn by C. Parsons)
9:48.0,,,69-58,1,C. Parsons makes free throw 1 of 1
9:35.0,E. Kanter makes 2-pt shot from 1 ft (assist by D. Waiters),2,71-58,,
9:23.0,,,71-58,,Offensive foul by C. Parsons
9:23.0,,,71-58,,Turnover by C. Parsons (offensive foul)
9:10.0,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook),2,73-58,,
9:01.0,Personal foul by A. Roberson (drawn by C. Parsons),,73-58,,
9:01.0,,,73-58,,J. Barea enters the game for R. Rondo
9:01.0,A. Morrow enters the game for A. Roberson,,73-58,,
8:54.0,,,73-60,2,T. Chandler makes 2-pt shot at rim (assist by M. Ellis)
8:35.0,Offensive foul by S. Adams,,73-60,,
8:35.0,Turnover by S. Adams (offensive foul),,73-60,,
8:25.0,Personal foul by S. Adams (drawn by D. Nowitzki),,73-60,,
8:18.0,,,73-63,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by M. Ellis)
8:01.0,,,73-63,,Shooting block foul by M. Ellis (drawn by R. Westbrook)
8:01.0,,,73-63,,Violation by Team (delay of game)
8:01.0,R. Westbrook makes free throw 1 of 2,1,74-63,,
8:01.0,R. Westbrook misses free throw 2 of 2,,74-63,,
7:59.0,,,74-63,,Defensive rebound by D. Nowitzki
7:59.0,,,74-63,,Technical foul by D. Nowitzki
7:59.0,R. Westbrook makes technical free throw,1,75-63,,
7:51.0,,,75-63,,J. Barea misses flagrant free throw 1 of 2
7:51.0,,,75-63,,Offensive rebound by Team
7:51.0,,,75-64,1,J. Barea makes flagrant free throw 2 of 2
7:43.0,,,75-67,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
7:20.0,E. Kanter misses 2-pt shot from 19 ft,,75-67,,
7:18.0,Offensive rebound by S. Adams,,75-67,,
7:18.0,S. Adams makes 2-pt shot at rim,2,77-67,,
7:00.0,,,77-67,,M. Ellis misses 2-pt shot from 20 ft
6:59.0,Defensive rebound by S. Adams,,77-67,,
6:53.0,R. Westbrook misses 3-pt shot from 25 ft,,77-67,,
6:51.0,Offensive rebound by R. Westbrook,,77-67,,
6:48.0,D. Waiters misses 3-pt shot from 24 ft,,77-67,,
6:47.0,,,77-67,,Defensive rebound by J. Barea
6:40.0,,,77-67,,C. Parsons misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by R. Westbrook,,77-67,,
6:26.0,A. Morrow misses 3-pt shot from 24 ft,,77-67,,
6:24.0,Offensive rebound by E. Kanter,,77-67,,
6:23.0,Shooting foul by T. Chandler (drawn by E. Kanter),,77-67,,
6:23.0,E. Kanter makes free throw 1 of 2,1,78-67,,
6:23.0,,,78-67,,C. Villanueva enters the game for D. Nowitzki
6:23.0,,,78-67,,A. Stoudemire enters the game for T. Chandler
6:23.0,E. Kanter makes free throw 2 of 2,1,79-67,,
6:14.0,,,79-69,2,M. Ellis makes 2-pt shot from 17 ft (assist by J. Barea)
6:07.0,,,79-69,,Personal foul by C. Villanueva (drawn by S. Adams)
6:07.0,S. Adams makes free throw 1 of 2,1,80-69,,
6:07.0,S. Adams makes free throw 2 of 2,1,81-69,,
5:55.0,,,81-71,2,C. Villanueva makes 2-pt shot from 1 ft (assist by J. Barea)
5:48.0,Offensive charge foul by R. Westbrook,,81-71,,
5:48.0,Turnover by R. Westbrook (offensive foul),,81-71,,
5:48.0,,,81-71,,Dallas full timeout
5:37.0,,,81-73,2,C. Parsons makes 2-pt shot at rim (assist by J. Barea)
5:21.0,A. Morrow makes 3-pt shot from 23 ft (assist by R. Westbrook),3,84-73,,
5:00.0,,,84-73,,J. Barea misses 3-pt shot from 23 ft
4:58.0,Defensive rebound by E. Kanter,,84-73,,
4:52.0,R. Westbrook misses 2-pt shot from 17 ft,,84-73,,
4:50.0,,,84-73,,Defensive rebound by A. Stoudemire
4:43.0,,,84-73,,Turnover by M. Ellis (lost ball; steal by A. Morrow)
4:41.0,Offensive foul by A. Morrow,,84-73,,
4:41.0,Turnover by A. Morrow (offensive foul),,84-73,,
4:37.0,,,84-73,,C. Parsons misses 2-pt shot at rim (block by A. Morrow)
4:36.0,Defensive rebound by A. Morrow,,84-73,,
4:36.0,Turnover by A. Morrow (bad pass),,84-73,,
4:17.0,,,84-75,2,A. Stoudemire makes 2-pt shot from 3 ft
3:59.0,E. Kanter misses 2-pt shot from 19 ft,,84-75,,
3:58.0,,,84-75,,Defensive rebound by C. Parsons
3:54.0,,,84-77,2,A. Stoudemire makes 2-pt shot at rim (assist by J. Barea)
3:46.0,Oklahoma City full timeout,,84-77,,
3:46.0,M. McGary enters the game for E. Kanter,,84-77,,
3:40.0,Offensive foul by R. Westbrook,,84-77,,
3:40.0,Turnover by R. Westbrook (offensive foul),,84-77,,
3:40.0,D. Augustin enters the game for R. Westbrook,,84-77,,
3:29.0,,,84-80,3,C. Villanueva makes 3-pt shot from 24 ft (assist by A. Stoudemire)
3:05.0,D. Waiters misses 2-pt shot from 1 ft,,84-80,,
3:03.0,,,84-80,,Defensive rebound by C. Villanueva
2:57.0,,,84-80,,M. Ellis misses 3-pt shot from 24 ft
2:56.0,Defensive rebound by M. McGary,,84-80,,
2:35.0,D. Waiters makes 2-pt shot from 21 ft,2,86-80,,
2:21.0,,,86-80,,C. Villanueva misses 3-pt shot from 27 ft
2:20.0,Defensive rebound by D. Waiters,,86-80,,
2:12.0,D. Waiters makes 2-pt shot from 2 ft,2,88-80,,
2:10.0,,,88-80,,Dallas full timeout
2:10.0,,,88-80,,R. Rondo enters the game for M. Ellis
2:10.0,,,88-80,,D. Nowitzki enters the game for C. Villanueva
2:10.0,K. Singler enters the game for S. Adams,,88-80,,
2:03.0,Personal foul by K. Singler (drawn by D. Nowitzki),,88-80,,
2:03.0,,,88-81,1,D. Nowitzki makes free throw 1 of 2
2:03.0,E. Kanter enters the game for K. Singler,,88-81,,
2:03.0,,,88-82,1,D. Nowitzki makes free throw 2 of 2
1:48.0,D. Waiters makes 2-pt shot from 18 ft,2,90-82,,
1:38.0,Personal foul by A. Morrow (drawn by C. Parsons),,90-82,,
1:38.0,,,90-83,1,C. Parsons makes free throw 1 of 2
1:38.0,K. Singler enters the game for A. Morrow,,90-83,,
1:38.0,,,90-84,1,C. Parsons makes free throw 2 of 2
1:21.0,E. Kanter misses 2-pt shot from 9 ft,,90-84,,
1:19.0,,,90-84,,Defensive rebound by D. Nowitzki
1:05.0,,,90-86,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by R. Rondo)
0:49.0,M. McGary makes 2-pt shot from 14 ft (assist by D. Augustin),2,92-86,,
0:38.0,,,92-89,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by R. Rondo)
0:14.0,Turnover by D. Augustin (step out of bounds),,92-89,,
0:14.0,Violation by Team (delay of game),,92-89,,
0:08.0,,,92-92,3,C. Parsons makes 3-pt shot from 24 ft (assist by R. Rondo)
0:08.0,,,92-92,,Shooting foul by K. Singler (drawn by C. Parsons)
0:08.0,,,92-92,,R. Jefferson enters the game for D. Nowitzki
0:08.0,,,92-92,,C. Parsons misses free throw 1 of 1
0:08.0,Defensive rebound by K. Singler,,92-92,,
0:01.0,D. Augustin misses 3-pt shot from 23 ft,,92-92,,
0:00.0,Offensive rebound by Team,,92-92,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,D. Augustin misses 3-pt shot from 25 ft,,92-92,,
11:36.0,,,92-92,,Defensive rebound by D. Nowitzki
11:28.0,,,92-92,,D. Nowitzki misses 3-pt shot from 24 ft
11:26.0,Defensive rebound by E. Kanter,,92-92,,
11:18.0,D. Waiters misses 2-pt shot from 19 ft,,92-92,,
11:17.0,,,92-92,,Defensive rebound by Team
11:02.0,,,92-94,2,M. Ellis makes 2-pt shot from 14 ft (assist by D. Nowitzki)
10:47.0,M. McGary misses 2-pt shot from 8 ft (block by T. Chandler),,92-94,,
10:46.0,Offensive rebound by Team,,92-94,,
10:37.0,K. Singler misses 2-pt shot from 21 ft,,92-94,,
10:35.0,,,92-94,,Defensive rebound by Team
10:22.0,,,92-94,,D. Nowitzki misses 2-pt shot from 18 ft
10:21.0,Defensive rebound by E. Kanter,,92-94,,
