time,Golden State,pts.away,score,pts.home,Memphis
5:39.0,H. Barnes makes 2-pt shot from 7 ft (assist by D. Green),2,15-10,,
5:27.0,,,15-12,2,C. Lee makes 2-pt shot from 15 ft
5:18.0,Turnover by K. Thompson (bad pass),,15-12,,
5:18.0,A. Iguodala enters the game for H. Barnes,,15-12,,
5:04.0,Personal foul by D. Green (drawn by M. Gasol),,15-12,,
5:04.0,L. Barbosa enters the game for K. Thompson,,15-12,,
4:57.0,,,15-15,3,M. Conley makes 3-pt shot from 24 ft
4:44.0,D. Green misses 2-pt shot from 2 ft,,15-15,,
4:44.0,Offensive rebound by A. Bogut,,15-15,,
4:44.0,A. Bogut misses 2-pt shot from 1 ft,,15-15,,
4:42.0,Offensive rebound by A. Bogut,,15-15,,
4:42.0,A. Bogut makes 2-pt shot from 2 ft,2,17-15,,
4:28.0,,,17-15,,Offensive charge foul by Z. Randolph
4:28.0,,,17-15,,Turnover by Z. Randolph (offensive foul)
4:28.0,,,17-15,,J. Green enters the game for T. Allen
4:08.0,A. Iguodala misses 2-pt shot from 9 ft,,17-15,,
4:06.0,,,17-15,,Defensive rebound by M. Gasol
4:01.0,,,17-15,,M. Conley misses 2-pt shot from 7 ft
3:58.0,,,17-15,,Offensive rebound by Z. Randolph
3:55.0,,,17-15,,Z. Randolph misses 2-pt shot from 4 ft
3:54.0,Defensive rebound by A. Iguodala,,17-15,,
3:41.0,S. Curry misses 3-pt shot from 25 ft,,17-15,,
3:41.0,,,17-15,,Defensive rebound by Z. Randolph
3:26.0,,,17-17,2,M. Gasol makes 2-pt shot from 1 ft (assist by Z. Randolph)
3:21.0,Golden State full timeout,,17-17,,
3:21.0,F. Ezeli enters the game for D. Green,,17-17,,
3:21.0,H. Barnes enters the game for A. Bogut,,17-17,,
3:21.0,,,17-17,,K. Koufos enters the game for M. Gasol
3:09.0,F. Ezeli misses 2-pt shot at rim (block by K. Koufos),,17-17,,
3:05.0,,,17-17,,Defensive rebound by K. Koufos
2:49.0,,,17-17,,Z. Randolph misses 2-pt shot from 5 ft
2:49.0,Defensive rebound by F. Ezeli,,17-17,,
2:38.0,S. Curry misses 2-pt shot from 22 ft,,17-17,,
2:37.0,,,17-17,,Defensive rebound by C. Lee
2:22.0,Personal foul by L. Barbosa (drawn by C. Lee),,17-17,,
2:22.0,,,17-17,,B. Udrih enters the game for M. Conley
2:08.0,,,17-17,,J. Green misses 2-pt shot from 18 ft
2:06.0,,,17-17,,Offensive rebound by K. Koufos
2:06.0,,,17-19,2,K. Koufos makes 2-pt shot from 1 ft
1:55.0,Turnover by S. Curry (bad pass),,17-19,,
1:55.0,S. Livingston enters the game for S. Curry,,17-19,,
1:42.0,,,17-19,,Z. Randolph misses 2-pt shot from 4 ft
1:41.0,Defensive rebound by A. Iguodala,,17-19,,
1:35.0,,,17-19,,Personal foul by C. Lee (drawn by H. Barnes)
1:35.0,M. Speights enters the game for F. Ezeli,,17-19,,
1:35.0,,,17-19,,V. Carter enters the game for Z. Randolph
1:28.0,M. Speights makes 2-pt shot from 19 ft (assist by L. Barbosa),2,19-19,,
1:02.0,,,19-19,,B. Udrih misses 2-pt shot from 16 ft
1:01.0,Defensive rebound by A. Iguodala,,19-19,,
0:57.0,,,19-19,,Personal foul by B. Udrih (drawn by M. Speights)
0:57.0,M. Speights misses free throw 1 of 2,,19-19,,
0:57.0,Offensive rebound by Team,,19-19,,
0:57.0,M. Speights makes free throw 2 of 2,1,20-19,,
0:45.0,,,20-21,2,V. Carter makes 2-pt shot from 5 ft
0:39.0,Turnover by L. Barbosa (lost ball; steal by C. Lee),,20-21,,
0:30.0,,,20-23,2,K. Koufos makes 2-pt shot from 2 ft (assist by C. Lee)
0:10.0,M. Speights misses 2-pt shot from 19 ft,,20-23,,
0:10.0,,,20-23,,Defensive rebound by V. Carter
0:02.0,,,20-23,,J. Green misses 2-pt shot from 17 ft
0:00.0,Defensive rebound by S. Livingston,,20-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,M. Speights misses 2-pt shot from 8 ft,,20-23,,
11:43.0,,,20-23,,Defensive rebound by M. Gasol
11:32.0,Personal foul by K. Thompson (drawn by J. Green),,20-23,,
11:24.0,,,20-23,,Offensive foul by J. Green
11:24.0,,,20-23,,Turnover by J. Green (offensive foul)
11:05.0,Turnover by H. Barnes (lost ball; steal by B. Udrih),,20-23,,
10:58.0,,,20-25,2,K. Koufos makes 2-pt shot at rim (assist by B. Udrih)
10:45.0,M. Speights misses 2-pt shot from 19 ft,,20-25,,
10:45.0,,,20-25,,Defensive rebound by B. Udrih
10:38.0,,,20-27,2,B. Udrih makes 2-pt shot from 2 ft
10:36.0,Golden State full timeout,,20-27,,
10:36.0,A. Bogut enters the game for H. Barnes,,20-27,,
10:36.0,D. Green enters the game for M. Speights,,20-27,,
10:20.0,K. Thompson misses 2-pt shot from 18 ft,,20-27,,
10:19.0,Offensive rebound by A. Bogut,,20-27,,
10:05.0,A. Bogut misses 2-pt shot from 6 ft,,20-27,,
10:04.0,,,20-27,,Defensive rebound by V. Carter
9:47.0,,,20-29,2,M. Gasol makes 2-pt shot from 3 ft
9:39.0,S. Livingston makes 2-pt shot from 7 ft,2,22-29,,
9:24.0,,,22-29,,V. Carter misses 2-pt shot from 11 ft
9:22.0,,,22-29,,Offensive rebound by K. Koufos
9:08.0,,,22-31,2,B. Udrih makes 2-pt shot from 14 ft (assist by K. Koufos)
8:55.0,Shooting foul by K. Koufos (drawn by A. Iguodala),,22-31,,
8:55.0,A. Iguodala makes free throw 1 of 2,1,23-31,,
8:55.0,S. Curry enters the game for S. Livingston,,23-31,,
8:55.0,,,23-31,,T. Allen enters the game for K. Koufos
8:55.0,A. Iguodala makes free throw 2 of 2,1,24-31,,
8:46.0,,,24-31,,V. Carter misses 3-pt shot from 24 ft
8:43.0,,,24-31,,Offensive rebound by Team
8:34.0,,,24-33,2,M. Gasol makes 2-pt shot from 4 ft (assist by B. Udrih)
8:20.0,A. Iguodala misses 3-pt shot from 23 ft,,24-33,,
8:19.0,,,24-33,,Defensive rebound by M. Gasol
8:11.0,,,24-33,,M. Gasol misses 2-pt shot from 18 ft
8:09.0,,,24-33,,Offensive rebound by V. Carter
8:07.0,,,24-35,2,V. Carter makes 2-pt shot from 1 ft
7:51.0,Turnover by S. Curry (bad pass; steal by B. Udrih),,24-35,,
7:47.0,,,24-35,,Turnover by J. Green (bad pass)
7:47.0,,,24-35,,M. Conley enters the game for B. Udrih
7:47.0,H. Barnes enters the game for A. Iguodala,,24-35,,
7:32.0,S. Curry misses 3-pt shot from 24 ft,,24-35,,
7:32.0,,,24-35,,Defensive rebound by T. Allen
7:20.0,,,24-35,,M. Conley misses 3-pt shot from 24 ft
7:20.0,,,24-35,,Offensive rebound by M. Gasol
7:14.0,,,24-35,,Memphis full timeout
7:02.0,,,24-38,3,J. Green makes 3-pt shot from 23 ft (assist by M. Conley)
6:45.0,K. Thompson makes 2-pt shot from 8 ft (assist by S. Curry),2,26-38,,
6:26.0,,,26-38,,Shooting foul by A. Bogut (drawn by M. Gasol)
6:26.0,,,26-39,1,M. Gasol makes free throw 1 of 2
6:26.0,,,26-39,,Z. Randolph enters the game for V. Carter
6:26.0,,,26-40,1,M. Gasol makes free throw 2 of 2
6:17.0,S. Curry makes 2-pt shot from 16 ft,2,28-40,,
5:56.0,,,28-40,,J. Green misses 2-pt shot from 2 ft (block by A. Bogut)
5:54.0,Defensive rebound by D. Green,,28-40,,
5:50.0,K. Thompson misses 3-pt shot from 23 ft,,28-40,,
5:48.0,,,28-40,,Defensive rebound by Z. Randolph
5:39.0,,,28-42,2,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley)
5:33.0,Shooting foul by M. Conley (drawn by K. Thompson),,28-42,,
5:33.0,K. Thompson makes free throw 1 of 2,1,29-42,,
5:33.0,K. Thompson misses free throw 2 of 2,,29-42,,
5:32.0,,,29-42,,Defensive rebound by M. Gasol
5:14.0,,,29-42,,Shooting foul by A. Bogut (drawn by M. Gasol)
5:14.0,,,29-43,1,M. Gasol makes free throw 1 of 2
5:14.0,,,29-44,1,M. Gasol makes free throw 2 of 2
5:07.0,Shooting foul by M. Conley (drawn by S. Curry),,29-44,,
5:07.0,S. Curry misses free throw 1 of 2,,29-44,,
5:07.0,Offensive rebound by Team,,29-44,,
5:07.0,S. Curry makes free throw 2 of 2,1,30-44,,
4:50.0,,,30-47,3,M. Conley makes 3-pt shot from 26 ft (assist by M. Gasol)
4:36.0,H. Barnes makes 2-pt shot from 11 ft,2,32-47,,
4:08.0,,,32-47,,T. Allen misses 2-pt shot from 3 ft
4:07.0,Defensive rebound by A. Bogut,,32-47,,
3:52.0,Turnover by S. Curry (bad pass; steal by T. Allen),,32-47,,
3:47.0,,,32-47,,T. Allen misses 2-pt shot from 2 ft
3:45.0,,,32-47,,Offensive rebound by J. Green
3:45.0,,,32-49,2,J. Green makes 2-pt shot from 2 ft
3:45.0,Golden State full timeout,,32-49,,
3:45.0,A. Iguodala enters the game for A. Bogut,,32-49,,
3:45.0,,,32-49,,C. Lee enters the game for J. Green
3:45.0,,,32-49,,B. Udrih enters the game for M. Conley
3:36.0,S. Curry makes 3-pt shot from 24 ft,3,35-49,,
3:18.0,,,35-51,2,M. Gasol makes 2-pt shot from 3 ft (assist by B. Udrih)
3:11.0,S. Curry misses 2-pt shot from 4 ft (block by T. Allen),,35-51,,
3:08.0,,,35-51,,Defensive rebound by M. Gasol
2:52.0,,,35-51,,Z. Randolph misses 2-pt shot from 7 ft
2:49.0,Defensive rebound by A. Iguodala,,35-51,,
2:39.0,H. Barnes makes 2-pt shot from 16 ft (assist by K. Thompson),2,37-51,,
2:16.0,,,37-51,,M. Gasol misses 2-pt shot from 18 ft
2:16.0,Defensive rebound by H. Barnes,,37-51,,
2:05.0,A. Iguodala misses 3-pt shot from 24 ft,,37-51,,
2:04.0,,,37-51,,Defensive rebound by Z. Randolph
1:57.0,Personal foul by D. Green (drawn by M. Gasol),,37-51,,
1:57.0,,,37-51,,Memphis full timeout
1:47.0,,,37-51,,Turnover by T. Allen (offensive goaltending)
1:24.0,Turnover by K. Thompson (lost ball; steal by T. Allen),,37-51,,
1:11.0,Personal foul by A. Iguodala (drawn by Z. Randolph),,37-51,,
1:11.0,,,37-52,1,Z. Randolph makes free throw 1 of 2
1:11.0,F. Ezeli enters the game for D. Green,,37-52,,
1:11.0,,,37-52,,M. Conley enters the game for B. Udrih
1:11.0,,,37-53,1,Z. Randolph makes free throw 2 of 2
1:00.0,S. Curry makes 2-pt shot from 16 ft,2,39-53,,
0:47.0,,,39-53,,M. Conley misses 2-pt shot from 3 ft (block by S. Curry)
0:45.0,Defensive rebound by F. Ezeli,,39-53,,
0:36.0,Turnover by S. Curry (bad pass; steal by T. Allen),,39-53,,
0:32.0,,,39-55,2,T. Allen makes 2-pt shot from 1 ft
0:13.0,K. Thompson misses 2-pt shot from 14 ft,,39-55,,
0:11.0,Offensive rebound by H. Barnes,,39-55,,
0:07.0,A. Iguodala misses 3-pt shot from 24 ft,,39-55,,
0:07.0,Offensive rebound by S. Curry,,39-55,,
0:01.0,S. Curry misses 2-pt shot from 20 ft,,39-55,,
0:00.0,Offensive rebound by H. Barnes,,39-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,K. Thompson makes 2-pt shot from 19 ft (assist by S. Curry),2,41-55,,
11:27.0,,,41-55,,Shooting foul by A. Bogut (drawn by M. Gasol)
11:27.0,,,41-55,,M. Gasol misses free throw 1 of 2
11:27.0,,,41-55,,Offensive rebound by Team
11:27.0,,,41-56,1,M. Gasol makes free throw 2 of 2
11:11.0,D. Green makes 3-pt shot from 24 ft (assist by S. Curry),3,44-56,,
10:51.0,,,44-58,2,T. Allen makes 2-pt shot from 16 ft (assist by M. Gasol)
10:41.0,D. Green misses 3-pt shot from 24 ft,,44-58,,
10:41.0,,,44-58,,Defensive rebound by T. Allen
10:38.0,,,44-58,,Turnover by T. Allen (bad pass)
10:27.0,A. Bogut misses 2-pt shot from 8 ft,,44-58,,
10:27.0,,,44-58,,Defensive rebound by M. Gasol
10:12.0,Personal foul by D. Green (drawn by M. Gasol),,44-58,,
10:02.0,,,44-58,,M. Gasol misses 2-pt shot from 1 ft (block by D. Green)
10:00.0,Defensive rebound by S. Curry,,44-58,,
9:58.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,46-58,,
9:40.0,,,46-58,,Turnover by T. Allen (offensive foul)
9:40.0,,,46-58,,Offensive charge foul by T. Allen
9:21.0,S. Curry misses 3-pt shot from 25 ft,,46-58,,
9:20.0,,,46-58,,Defensive rebound by C. Lee
9:15.0,,,46-58,,C. Lee misses 2-pt shot from 16 ft
9:12.0,Defensive rebound by A. Bogut,,46-58,,
9:07.0,S. Curry makes 2-pt shot from 3 ft,2,48-58,,
8:42.0,,,48-58,,C. Lee misses 3-pt shot from 25 ft
8:42.0,Defensive rebound by D. Green,,48-58,,
8:36.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,51-58,,
8:36.0,,,51-58,,Memphis full timeout
8:15.0,,,51-58,,Z. Randolph misses 2-pt shot from 5 ft
8:14.0,,,51-58,,Offensive rebound by Z. Randolph
8:13.0,,,51-60,2,Z. Randolph makes 2-pt shot from 2 ft
7:45.0,S. Curry makes 3-pt shot from 22 ft (assist by D. Green),3,54-60,,
7:18.0,,,54-60,,M. Conley misses 3-pt shot from 26 ft
7:18.0,,,54-60,,Offensive rebound by M. Gasol
7:18.0,Loose ball foul by K. Thompson (drawn by M. Gasol),,54-60,,
7:09.0,,,54-62,2,T. Allen makes 2-pt shot from 1 ft (assist by Z. Randolph)
6:55.0,Turnover by K. Thompson (lost ball),,54-62,,
6:37.0,,,54-62,,M. Gasol misses 2-pt shot from 17 ft
6:36.0,Defensive rebound by D. Green,,54-62,,
6:29.0,H. Barnes misses 2-pt shot from 19 ft,,54-62,,
6:28.0,,,54-62,,Defensive rebound by Z. Randolph
6:21.0,Personal foul by K. Thompson (drawn by M. Conley),,54-62,,
6:21.0,L. Barbosa enters the game for K. Thompson,,54-62,,
6:08.0,,,54-62,,Turnover by T. Allen (lost ball)
6:02.0,S. Curry misses 3-pt shot from 25 ft,,54-62,,
6:00.0,,,54-62,,Defensive rebound by Team
5:41.0,,,54-62,,Shooting foul by A. Bogut (drawn by M. Gasol)
5:41.0,,,54-63,1,M. Gasol makes free throw 1 of 2
5:41.0,,,54-63,,J. Green enters the game for T. Allen
5:41.0,Golden State full timeout,,54-63,,
5:41.0,F. Ezeli enters the game for A. Bogut,,54-63,,
5:41.0,,,54-64,1,M. Gasol makes free throw 2 of 2
5:30.0,S. Curry misses 2-pt shot from 22 ft,,54-64,,
5:29.0,,,54-64,,Defensive rebound by M. Gasol
5:14.0,Def 3 sec tech foul by F. Ezeli,,54-64,,
5:14.0,,,54-65,1,C. Lee makes technical free throw
5:05.0,,,54-65,,Turnover by M. Gasol (bad pass; steal by S. Curry)
5:05.0,,,54-65,,Personal take foul by Z. Randolph (drawn by S. Curry)
4:47.0,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry),2,56-65,,
4:25.0,,,56-65,,Turnover by C. Lee (lost ball; steal by L. Barbosa)
4:22.0,Turnover by L. Barbosa (lost ball),,56-65,,
4:09.0,,,56-65,,M. Gasol misses 2-pt shot from 2 ft (block by F. Ezeli)
4:07.0,,,56-65,,Offensive rebound by M. Gasol
4:07.0,,,56-65,,M. Gasol misses 2-pt shot from 2 ft
4:07.0,Defensive rebound by Team,,56-65,,
4:07.0,,,56-65,,Loose ball foul by M. Gasol (drawn by F. Ezeli)
4:01.0,Turnover by D. Green (bad pass),,56-65,,
3:46.0,,,56-67,2,Z. Randolph makes 2-pt shot from 19 ft (assist by J. Green)
3:39.0,Offensive charge foul by L. Barbosa,,56-67,,
3:39.0,Turnover by L. Barbosa (offensive foul),,56-67,,
3:39.0,,,56-67,,K. Koufos enters the game for M. Gasol
3:21.0,,,56-70,3,C. Lee makes 3-pt shot from 24 ft (assist by Z. Randolph)
3:06.0,S. Curry makes 2-pt shot from 20 ft (assist by D. Green),2,58-70,,
2:48.0,,,58-72,2,K. Koufos makes 2-pt shot from 6 ft (assist by C. Lee)
2:36.0,,,58-72,,Personal foul by C. Lee (drawn by S. Curry)
2:36.0,A. Iguodala enters the game for D. Green,,58-72,,
2:27.0,A. Iguodala makes 2-pt shot from 15 ft,2,60-72,,
1:59.0,,,60-74,2,Z. Randolph makes 2-pt shot from 20 ft
1:48.0,,,60-74,,Personal foul by K. Koufos (drawn by S. Curry)
1:48.0,,,60-74,,B. Udrih enters the game for M. Conley
1:40.0,F. Ezeli misses 2-pt shot from 6 ft,,60-74,,
1:40.0,,,60-74,,Defensive rebound by J. Green
1:25.0,,,60-74,,Shooting foul by H. Barnes (drawn by Z. Randolph)
1:25.0,,,60-75,1,Z. Randolph makes free throw 1 of 2
1:25.0,,,60-76,1,Z. Randolph makes free throw 2 of 2
1:07.0,S. Curry misses 3-pt shot from 28 ft,,60-76,,
1:07.0,,,60-76,,Defensive rebound by Team
0:51.0,,,60-78,2,Z. Randolph makes 2-pt shot from 2 ft
0:39.0,F. Ezeli makes 2-pt shot from 6 ft,2,62-78,,
0:34.0,Personal foul by L. Barbosa (drawn by B. Udrih),,62-78,,
0:34.0,,,62-79,1,B. Udrih makes free throw 1 of 2
0:34.0,,,62-79,,T. Allen enters the game for C. Lee
0:34.0,M. Speights enters the game for F. Ezeli,,62-79,,
0:34.0,K. Thompson enters the game for L. Barbosa,,62-79,,
0:34.0,,,62-79,,B. Udrih misses free throw 2 of 2
0:33.0,Defensive rebound by M. Speights,,62-79,,
0:26.0,Shooting foul by J. Green (drawn by S. Curry),,62-79,,
0:26.0,S. Curry makes free throw 1 of 2,1,63-79,,
0:26.0,,,63-79,,C. Lee enters the game for T. Allen
0:26.0,,,63-79,,V. Carter enters the game for K. Koufos
0:26.0,S. Livingston enters the game for K. Thompson,,63-79,,
0:26.0,F. Ezeli enters the game for M. Speights,,63-79,,
0:26.0,S. Curry makes free throw 2 of 2,1,64-79,,
0:00.0,,,64-79,,B. Udrih misses 3-pt shot from 23 ft
0:00.0,,,64-79,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Shooting block foul by M. Speights (drawn by B. Udrih),,64-79,,
11:44.0,,,64-80,1,B. Udrih makes free throw 1 of 2
11:44.0,,,64-81,1,B. Udrih makes free throw 2 of 2
11:30.0,M. Speights misses 2-pt shot from 5 ft,,64-81,,
11:28.0,,,64-81,,Defensive rebound by K. Koufos
11:07.0,,,64-81,,J. Green misses 3-pt shot from 25 ft
11:07.0,Defensive rebound by A. Iguodala,,64-81,,
10:57.0,D. Green misses 3-pt shot from 24 ft,,64-81,,
10:56.0,Offensive rebound by K. Thompson,,64-81,,
10:52.0,K. Thompson misses 3-pt shot from 24 ft,,64-81,,
10:52.0,,,64-81,,Defensive rebound by V. Carter
10:38.0,,,64-83,2,Z. Randolph makes 2-pt shot from 17 ft
10:14.0,M. Speights makes 2-pt shot from 18 ft (assist by K. Thompson),2,66-83,,
10:13.0,,,66-83,,Personal foul by Z. Randolph (drawn by D. Green)
10:13.0,Personal foul by D. Green,,66-83,,
10:01.0,,,66-83,,Turnover by Z. Randolph (lost ball; steal by M. Speights)
9:57.0,Shooting foul by B. Udrih (drawn by M. Speights),,66-83,,
9:57.0,M. Speights makes free throw 1 of 2,1,67-83,,
9:57.0,,,67-83,,T. Allen enters the game for Z. Randolph
9:57.0,M. Speights makes free throw 2 of 2,1,68-83,,
9:39.0,,,68-83,,T. Allen misses 2-pt shot from 3 ft (block by A. Iguodala)
9:38.0,Defensive rebound by D. Green,,68-83,,
9:34.0,M. Speights makes 2-pt shot from 1 ft (assist by D. Green),2,70-83,,
9:33.0,,,70-83,,Memphis full timeout
9:33.0,H. Barnes enters the game for M. Speights,,70-83,,
9:18.0,,,70-83,,V. Carter misses 3-pt shot from 24 ft
9:15.0,,,70-83,,Offensive rebound by Team
9:15.0,Violation by S. Livingston (kicked ball),,70-83,,
9:02.0,,,70-83,,J. Green misses 2-pt shot from 12 ft
9:01.0,,,70-83,,Offensive rebound by K. Koufos
8:53.0,,,70-85,2,J. Green makes 2-pt shot from 21 ft (assist by T. Allen)
8:33.0,Shooting foul by B. Udrih (drawn by A. Iguodala),,70-85,,
8:33.0,A. Iguodala makes free throw 1 of 2,1,71-85,,
8:33.0,,,71-85,,M. Gasol enters the game for J. Green
8:33.0,S. Curry enters the game for S. Livingston,,71-85,,
8:33.0,A. Iguodala misses free throw 2 of 2,,71-85,,
8:32.0,,,71-85,,Defensive rebound by T. Allen
8:10.0,,,71-85,,B. Udrih misses 2-pt shot from 12 ft
8:08.0,Defensive rebound by K. Thompson,,71-85,,
8:05.0,Turnover by D. Green (bad pass; steal by T. Allen),,71-85,,
8:00.0,,,71-85,,B. Udrih misses 2-pt shot from 1 ft (block by K. Thompson)
7:58.0,,,71-85,,Offensive rebound by K. Koufos
7:43.0,,,71-85,,Turnover by T. Allen (lost ball; steal by D. Green)
7:43.0,,,71-85,,Personal foul by T. Allen (drawn by K. Thompson)
7:22.0,H. Barnes misses 2-pt shot from 6 ft,,71-85,,
7:22.0,,,71-85,,Defensive rebound by Team
7:22.0,Loose ball foul by H. Barnes (drawn by M. Gasol),,71-85,,
7:22.0,,,71-85,,M. Conley enters the game for B. Udrih
7:03.0,,,71-85,,M. Gasol misses 2-pt shot from 9 ft
7:02.0,,,71-85,,Offensive rebound by Team
6:51.0,,,71-85,,Turnover by V. Carter (bad pass; steal by D. Green)
6:50.0,,,71-85,,Personal take foul by V. Carter (drawn by D. Green)
6:40.0,H. Barnes misses 3-pt shot from 25 ft,,71-85,,
6:39.0,Offensive rebound by K. Thompson,,71-85,,
6:38.0,,,71-85,,Personal foul by M. Gasol (drawn by K. Thompson)
6:38.0,K. Thompson misses free throw 1 of 2,,71-85,,
6:38.0,Offensive rebound by Team,,71-85,,
6:38.0,K. Thompson misses free throw 2 of 2,,71-85,,
6:37.0,,,71-85,,Defensive rebound by M. Gasol
6:16.0,,,71-85,,M. Conley misses 3-pt shot from 24 ft
6:16.0,Defensive rebound by H. Barnes,,71-85,,
6:15.0,,,71-85,,Personal foul by V. Carter (drawn by H. Barnes)
6:15.0,H. Barnes makes free throw 1 of 2,1,72-85,,
6:15.0,,,72-85,,Z. Randolph enters the game for K. Koufos
6:15.0,,,72-85,,J. Green enters the game for V. Carter
6:15.0,H. Barnes makes free throw 2 of 2,1,73-85,,
5:54.0,,,73-85,,Shooting foul by S. Curry (drawn by M. Conley)
5:54.0,,,73-85,,Memphis full timeout
5:54.0,,,73-85,,M. Conley misses free throw 1 of 2
5:54.0,,,73-85,,Offensive rebound by Team
5:54.0,,,73-86,1,M. Conley makes free throw 2 of 2
5:40.0,K. Thompson makes 3-pt shot from 24 ft (assist by H. Barnes),3,76-86,,
5:14.0,,,76-86,,M. Gasol misses 2-pt shot from 9 ft
5:14.0,Defensive rebound by H. Barnes,,76-86,,
5:06.0,,,76-86,,Personal foul by T. Allen (drawn by A. Iguodala)
5:06.0,A. Iguodala misses free throw 1 of 2,,76-86,,
5:06.0,Offensive rebound by Team,,76-86,,
5:06.0,,,76-86,,Violation by T. Allen (lane)
5:06.0,A. Iguodala makes free throw 2 of 2,1,77-86,,
4:41.0,,,77-88,2,Z. Randolph makes 2-pt shot from 11 ft (assist by M. Conley)
4:30.0,H. Barnes makes 2-pt shot at rim (assist by D. Green),2,79-88,,
4:06.0,,,79-88,,M. Gasol misses 2-pt shot from 1 ft
4:04.0,Defensive rebound by Team,,79-88,,
4:04.0,,,79-88,,Loose ball foul by M. Gasol (drawn by D. Green)
4:04.0,D. Green makes free throw 1 of 2,1,80-88,,
4:04.0,,,80-88,,C. Lee enters the game for J. Green
4:04.0,D. Green makes free throw 2 of 2,1,81-88,,
3:49.0,,,81-88,,Turnover by M. Conley (bad pass; steal by K. Thompson)
3:36.0,,,81-88,,Personal foul by M. Gasol (drawn by S. Curry)
3:36.0,S. Curry makes free throw 1 of 2,1,82-88,,
3:36.0,Turnover by D. Green (lane violation.),,82-88,,
3:20.0,,,82-88,,Turnover by Z. Randolph (bad pass; steal by D. Green)
