time,Orlando,pts.away,score,pts.home,Chicago
8:39.0,,,10-9,2,T. Snell makes 2-pt shot from 16 ft (assist by D. Rose)
8:31.0,N. Vucevic makes 2-pt shot at rim (assist by D. Marble),2,12-9,,
8:10.0,,,12-9,,Turnover by J. Butler (bad pass; steal by C. Frye)
7:58.0,V. Oladipo misses 2-pt shot from 3 ft (block by J. Noah),,12-9,,
7:57.0,,,12-9,,Defensive rebound by J. Noah
7:48.0,,,12-9,,J. Butler misses 2-pt shot from 13 ft
7:47.0,Defensive rebound by N. Vucevic,,12-9,,
7:39.0,N. Vucevic makes 2-pt shot from 9 ft (assist by E. Payton),2,14-9,,
7:21.0,,,14-9,,P. Gasol misses 2-pt shot from 6 ft
7:20.0,Defensive rebound by N. Vucevic,,14-9,,
7:16.0,Offensive foul by C. Frye,,14-9,,
7:16.0,Turnover by C. Frye (offensive foul),,14-9,,
7:04.0,,,14-9,,Turnover by D. Rose (step out of bounds)
6:57.0,,,14-9,,Personal foul by D. Rose (drawn by E. Payton)
6:50.0,N. Vucevic misses 2-pt shot from 16 ft,,14-9,,
6:49.0,,,14-9,,Defensive rebound by P. Gasol
6:40.0,,,14-11,2,D. Rose makes 2-pt shot from 6 ft
6:26.0,C. Frye makes 3-pt shot from 25 ft (assist by N. Vucevic),3,17-11,,
6:05.0,,,17-13,2,J. Noah makes 2-pt shot from 15 ft (assist by T. Snell)
5:48.0,N. Vucevic makes 2-pt shot from 4 ft,2,19-13,,
5:24.0,,,19-13,,Turnover by J. Noah (traveling)
5:24.0,,,19-13,,Chicago full timeout
5:04.0,Turnover by D. Marble (traveling),,19-13,,
4:47.0,,,19-13,,D. Rose misses 2-pt shot from 11 ft
4:46.0,Defensive rebound by V. Oladipo,,19-13,,
4:40.0,D. Marble misses 3-pt shot from 23 ft,,19-13,,
4:39.0,,,19-13,,Defensive rebound by P. Gasol
4:19.0,,,19-15,2,P. Gasol makes 2-pt shot from 10 ft
4:05.0,V. Oladipo misses 2-pt shot from 21 ft,,19-15,,
4:04.0,,,19-15,,Defensive rebound by T. Snell
3:49.0,,,19-15,,J. Noah misses 2-pt shot from 3 ft (block by C. Frye)
3:47.0,Defensive rebound by N. Vucevic,,19-15,,
3:42.0,D. Marble makes 2-pt shot from 5 ft,2,21-15,,
3:42.0,Shooting foul by J. Butler (drawn by D. Marble),,21-15,,
3:42.0,,,21-15,,T. Gibson enters the game for J. Noah
3:42.0,,,21-15,,K. Hinrich enters the game for D. Rose
3:42.0,D. Marble misses free throw 1 of 1,,21-15,,
3:40.0,,,21-15,,Defensive rebound by P. Gasol
3:30.0,,,21-15,,J. Butler misses 2-pt shot from 11 ft
3:28.0,Defensive rebound by N. Vucevic,,21-15,,
3:22.0,V. Oladipo makes 2-pt shot at rim,2,23-15,,
3:11.0,Personal foul by N. Vucevic (drawn by P. Gasol),,23-15,,
2:59.0,,,23-15,,Shooting foul by E. Payton (drawn by P. Gasol)
2:59.0,Orlando full timeout,,23-15,,
2:59.0,L. Ridnour enters the game for E. Payton,,23-15,,
2:59.0,,,23-15,,A. Brooks enters the game for T. Snell
2:59.0,,,23-15,,P. Gasol misses free throw 1 of 2
2:59.0,,,23-15,,Offensive rebound by Team
2:59.0,,,23-15,,P. Gasol misses free throw 2 of 2
2:57.0,Defensive rebound by D. Marble,,23-15,,
2:36.0,V. Oladipo misses 2-pt shot from 2 ft,,23-15,,
2:35.0,,,23-15,,Defensive rebound by T. Gibson
2:16.0,,,23-15,,J. Butler misses 2-pt shot from 2 ft
2:15.0,,,23-15,,Offensive rebound by T. Gibson
2:15.0,,,23-15,,T. Gibson misses 2-pt shot from 2 ft
2:13.0,,,23-15,,Offensive rebound by T. Gibson
2:10.0,,,23-15,,K. Hinrich misses 3-pt shot from 24 ft
2:09.0,Defensive rebound by D. Marble,,23-15,,
1:59.0,N. Vucevic misses 2-pt shot from 18 ft,,23-15,,
1:58.0,,,23-15,,Defensive rebound by K. Hinrich
1:57.0,Personal foul by V. Oladipo (drawn by K. Hinrich),,23-15,,
1:57.0,,,23-16,1,K. Hinrich makes free throw 1 of 2
1:57.0,K. O'Quinn enters the game for C. Frye,,23-16,,
1:57.0,,,23-17,1,K. Hinrich makes free throw 2 of 2
1:41.0,N. Vucevic makes 2-pt shot at rim (assist by D. Marble),2,25-17,,
1:18.0,,,25-17,,Shooting foul by N. Vucevic (drawn by P. Gasol)
1:18.0,,,25-18,1,P. Gasol makes free throw 1 of 2
1:18.0,,,25-19,1,P. Gasol makes free throw 2 of 2
1:07.0,L. Ridnour makes 2-pt shot from 20 ft,2,27-19,,
0:48.0,,,27-19,,K. Hinrich misses 2-pt shot from 17 ft
0:46.0,Defensive rebound by D. Marble,,27-19,,
0:33.0,K. O'Quinn misses 3-pt shot from 25 ft,,27-19,,
0:32.0,,,27-19,,Defensive rebound by P. Gasol
0:21.0,,,27-21,2,P. Gasol makes 2-pt shot from 1 ft (assist by A. Brooks)
0:03.0,V. Oladipo makes 2-pt shot from 12 ft,2,29-21,,
0:00.0,,,29-21,,A. Brooks misses 3-pt shot from 41 ft
0:00.0,,,29-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,29-23,2,A. Brooks makes 2-pt shot from 2 ft
11:18.0,W. Green makes 2-pt shot from 19 ft,2,31-23,,
11:06.0,,,31-23,,T. Gibson misses 2-pt shot from 18 ft
11:05.0,Defensive rebound by M. Harkless,,31-23,,
10:58.0,M. Harkless makes 2-pt shot from 1 ft (assist by K. O'Quinn),2,33-23,,
10:58.0,Shooting foul by N. Mirotic (drawn by M. Harkless),,33-23,,
10:58.0,M. Harkless makes free throw 1 of 1,1,34-23,,
10:42.0,,,34-23,,Shooting foul by W. Green (drawn by J. Butler)
10:42.0,,,34-24,1,J. Butler makes free throw 1 of 2
10:42.0,,,34-25,1,J. Butler makes free throw 2 of 2
10:20.0,L. Ridnour misses 2-pt shot from 3 ft,,34-25,,
10:19.0,,,34-25,,Defensive rebound by A. Brooks
10:13.0,,,34-27,2,K. Hinrich makes 2-pt shot from 4 ft (assist by A. Brooks)
9:54.0,K. O'Quinn makes 2-pt shot from 5 ft,2,36-27,,
9:40.0,,,36-27,,Turnover by T. Gibson (bad pass; steal by K. O'Quinn)
9:28.0,Shooting foul by T. Gibson (drawn by K. O'Quinn),,36-27,,
9:28.0,K. O'Quinn makes free throw 1 of 2,1,37-27,,
9:28.0,K. O'Quinn makes free throw 2 of 2,1,38-27,,
9:15.0,,,38-27,,J. Butler misses 2-pt shot from 10 ft
9:14.0,Defensive rebound by B. Gordon,,38-27,,
8:57.0,W. Green makes 2-pt shot from 16 ft (assist by L. Ridnour),2,40-27,,
8:38.0,,,40-27,,Shooting foul by M. Harkless (drawn by N. Mirotic)
8:38.0,,,40-27,,Chicago full timeout
8:38.0,,,40-27,,T. Snell enters the game for J. Butler
8:38.0,,,40-27,,N. Mirotic misses free throw 1 of 2
8:38.0,,,40-27,,Offensive rebound by Team
8:38.0,,,40-28,1,N. Mirotic makes free throw 2 of 2
8:28.0,K. O'Quinn makes 2-pt shot at rim (assist by B. Gordon),2,42-28,,
8:27.0,,,42-28,,Chicago full timeout
8:27.0,,,42-28,,J. Noah enters the game for N. Mirotic
8:27.0,C. Frye enters the game for M. Harkless,,42-28,,
8:12.0,,,42-30,2,J. Noah makes 2-pt shot from 8 ft
7:56.0,B. Gordon makes 2-pt shot from 19 ft,2,44-30,,
7:42.0,,,44-32,2,T. Gibson makes 2-pt shot at rim (assist by J. Noah)
7:21.0,B. Gordon misses 3-pt shot from 26 ft,,44-32,,
7:19.0,,,44-32,,Defensive rebound by T. Snell
7:14.0,,,44-32,,A. Brooks misses 3-pt shot from 26 ft
7:13.0,Defensive rebound by K. O'Quinn,,44-32,,
6:59.0,L. Ridnour makes 3-pt shot from 26 ft,3,47-32,,
6:46.0,,,47-34,2,T. Gibson makes 2-pt shot from 13 ft (assist by A. Brooks)
6:33.0,K. O'Quinn makes 2-pt shot from 14 ft (assist by W. Green),2,49-34,,
6:16.0,,,49-37,3,A. Brooks makes 3-pt shot from 24 ft (assist by J. Noah)
6:07.0,W. Green makes 2-pt shot from 13 ft,2,51-37,,
6:07.0,Shooting foul by T. Snell (drawn by W. Green),,51-37,,
6:07.0,,,51-37,,P. Gasol enters the game for T. Snell
6:07.0,,,51-37,,J. Butler enters the game for T. Gibson
6:07.0,,,51-37,,D. Rose enters the game for A. Brooks
6:07.0,N. Vucevic enters the game for L. Ridnour,,51-37,,
6:07.0,D. Marble enters the game for K. O'Quinn,,51-37,,
6:07.0,E. Payton enters the game for B. Gordon,,51-37,,
6:07.0,W. Green makes free throw 1 of 1,1,52-37,,
5:51.0,,,52-37,,Turnover by P. Gasol (bad pass; steal by W. Green)
5:45.0,Turnover by W. Green (bad pass; steal by D. Rose),,52-37,,
5:33.0,,,52-39,2,D. Rose makes 2-pt shot from 6 ft
5:28.0,Shooting foul by D. Rose (drawn by D. Marble),,52-39,,
5:28.0,D. Marble misses free throw 1 of 2,,52-39,,
5:28.0,Offensive rebound by Team,,52-39,,
5:28.0,V. Oladipo enters the game for W. Green,,52-39,,
5:28.0,D. Marble misses free throw 2 of 2,,52-39,,
5:26.0,,,52-39,,Defensive rebound by J. Noah
5:15.0,,,52-41,2,P. Gasol makes 2-pt shot from 3 ft (assist by K. Hinrich)
4:58.0,N. Vucevic misses 2-pt shot from 6 ft,,52-41,,
4:57.0,,,52-41,,Defensive rebound by P. Gasol
4:51.0,,,52-44,3,D. Rose makes 3-pt shot from 25 ft
4:50.0,Orlando full timeout,,52-44,,
4:40.0,V. Oladipo misses 2-pt shot from 2 ft (block by P. Gasol),,52-44,,
4:38.0,,,52-44,,Defensive rebound by D. Rose
4:21.0,,,52-44,,Turnover by J. Noah (bad pass; steal by D. Marble)
4:15.0,D. Marble misses 2-pt shot from 2 ft,,52-44,,
4:14.0,,,52-44,,Defensive rebound by K. Hinrich
4:13.0,,,52-44,,Turnover by K. Hinrich (bad pass; steal by E. Payton)
3:54.0,E. Payton misses 2-pt shot from 14 ft,,52-44,,
3:53.0,,,52-44,,Defensive rebound by J. Noah
3:46.0,,,52-44,,Shooting foul by V. Oladipo (drawn by J. Butler)
3:46.0,,,52-45,1,J. Butler makes free throw 1 of 2
3:46.0,,,52-46,1,J. Butler makes free throw 2 of 2
3:34.0,Turnover by C. Frye (bad pass; steal by P. Gasol),,52-46,,
3:29.0,,,52-46,,Turnover by K. Hinrich (bad pass)
3:19.0,N. Vucevic makes 2-pt shot from 3 ft (assist by D. Marble),2,54-46,,
3:01.0,,,54-48,2,J. Butler makes 2-pt shot from 2 ft (assist by P. Gasol)
2:49.0,C. Frye misses 3-pt shot from 25 ft,,54-48,,
2:46.0,Offensive rebound by E. Payton,,54-48,,
2:46.0,E. Payton misses 2-pt shot from 2 ft (block by K. Hinrich),,54-48,,
2:44.0,,,54-48,,Defensive rebound by K. Hinrich
2:42.0,,,54-48,,Turnover by D. Rose (bad pass; steal by D. Marble)
2:31.0,,,54-48,,T. Snell enters the game for K. Hinrich
2:29.0,Turnover by C. Frye (lost ball; steal by D. Rose),,54-48,,
2:29.0,Jump ball: C. Frye vs. D. Rose (P. Gasol gains possession),,,,Jump ball: C. Frye vs. D. Rose (P. Gasol gains possession)
2:08.0,,,54-48,,D. Rose misses 3-pt shot from 24 ft
2:07.0,,,54-48,,Offensive rebound by Team
1:56.0,,,54-51,3,T. Snell makes 3-pt shot from 25 ft (assist by J. Butler)
1:47.0,V. Oladipo makes 3-pt shot from 24 ft (assist by E. Payton),3,57-51,,
1:30.0,,,57-51,,J. Butler misses 2-pt shot from 6 ft
1:29.0,Defensive rebound by N. Vucevic,,57-51,,
1:21.0,N. Vucevic makes 2-pt shot from 1 ft (assist by D. Marble),2,59-51,,
1:05.0,,,59-51,,J. Noah misses 2-pt shot from 12 ft
1:03.0,Defensive rebound by C. Frye,,59-51,,
1:01.0,Turnover by C. Frye (bad pass; steal by T. Snell),,59-51,,
1:00.0,,,59-53,2,P. Gasol makes 2-pt shot from 16 ft (assist by D. Rose)
0:53.0,E. Payton makes 2-pt shot from 8 ft,2,61-53,,
0:41.0,,,61-53,,P. Gasol misses 2-pt shot from 19 ft
0:40.0,Defensive rebound by E. Payton,,61-53,,
0:26.0,E. Payton makes 2-pt shot from 2 ft (assist by N. Vucevic),2,63-53,,
0:05.0,,,63-55,2,P. Gasol makes 2-pt shot from 1 ft (assist by D. Rose)
0:01.0,V. Oladipo misses 3-pt shot from 24 ft,,63-55,,
0:00.0,,,63-55,,Defensive rebound by P. Gasol
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,,,63-57,2,P. Gasol makes 2-pt shot from 9 ft
11:21.0,V. Oladipo makes 3-pt shot from 23 ft (assist by E. Payton),3,66-57,,
10:58.0,,,66-59,2,K. Hinrich makes 2-pt shot from 16 ft
10:36.0,N. Vucevic makes 2-pt shot from 17 ft (assist by V. Oladipo),2,68-59,,
10:22.0,,,68-61,2,P. Gasol makes 2-pt shot from 11 ft (assist by K. Hinrich)
10:09.0,N. Vucevic makes 2-pt shot from 2 ft (assist by C. Frye),2,70-61,,
10:01.0,Personal foul by D. Marble (drawn by J. Butler),,70-61,,
9:47.0,,,70-63,2,P. Gasol makes 2-pt shot from 16 ft
9:28.0,C. Frye misses 2-pt shot from 17 ft,,70-63,,
9:27.0,,,70-63,,Defensive rebound by P. Gasol
9:12.0,,,70-63,,J. Butler misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by C. Frye,,70-63,,
9:03.0,C. Frye misses 3-pt shot from 24 ft,,70-63,,
9:02.0,,,70-63,,Defensive rebound by P. Gasol
9:00.0,,,70-63,,Shooting foul by C. Frye (drawn by D. Rose)
9:00.0,,,70-64,1,D. Rose makes free throw 1 of 2
9:00.0,,,70-64,,D. Rose misses free throw 2 of 2
8:58.0,Defensive rebound by C. Frye,,70-64,,
8:41.0,N. Vucevic makes 2-pt shot from 18 ft (assist by C. Frye),2,72-64,,
8:23.0,,,72-64,,Turnover by P. Gasol (bad pass; steal by V. Oladipo)
8:21.0,Shooting foul by K. Hinrich (drawn by V. Oladipo),,72-64,,
8:21.0,V. Oladipo makes free throw 1 of 2,1,73-64,,
8:21.0,V. Oladipo misses free throw 2 of 2,,73-64,,
8:20.0,,,73-64,,Defensive rebound by P. Gasol
8:10.0,,,73-66,2,J. Butler makes 2-pt shot from 19 ft (assist by D. Rose)
7:58.0,N. Vucevic misses 2-pt shot from 15 ft,,73-66,,
7:57.0,,,73-66,,Defensive rebound by J. Noah
7:47.0,Personal foul by V. Oladipo (drawn by D. Rose),,73-66,,
7:34.0,,,73-66,,K. Hinrich misses 2-pt shot from 18 ft
7:33.0,,,73-66,,Offensive rebound by J. Noah
7:28.0,,,73-68,2,K. Hinrich makes 2-pt shot from 6 ft (assist by D. Rose)
7:00.0,C. Frye misses 3-pt shot from 25 ft,,73-68,,
6:59.0,,,73-68,,Defensive rebound by D. Rose
6:52.0,,,73-70,2,D. Rose makes 2-pt shot at rim
6:34.0,N. Vucevic misses 2-pt shot from 6 ft,,73-70,,
6:33.0,,,73-70,,Defensive rebound by J. Noah
6:32.0,,,73-70,,Turnover by J. Noah (lost ball; steal by E. Payton)
6:20.0,N. Vucevic misses 2-pt shot from 13 ft,,73-70,,
6:18.0,Offensive rebound by C. Frye,,73-70,,
6:18.0,C. Frye misses 2-pt shot from 1 ft (block by P. Gasol),,73-70,,
6:16.0,,,73-70,,Defensive rebound by P. Gasol
6:13.0,,,73-70,,Turnover by P. Gasol (lost ball; steal by C. Frye)
5:58.0,V. Oladipo makes 2-pt shot from 2 ft,2,75-70,,
5:44.0,,,75-70,,J. Noah misses 2-pt shot from 7 ft
5:41.0,,,75-70,,Offensive rebound by J. Butler
5:30.0,,,75-70,,D. Rose misses 2-pt shot from 16 ft
5:29.0,Defensive rebound by V. Oladipo,,75-70,,
5:23.0,N. Vucevic makes 2-pt shot at rim (assist by V. Oladipo),2,77-70,,
5:00.0,,,77-72,2,J. Noah makes 2-pt shot from 18 ft (assist by K. Hinrich)
4:52.0,,,77-72,,Personal foul by D. Rose (drawn by E. Payton)
4:52.0,,,77-72,,Chicago full timeout
4:42.0,D. Marble makes 3-pt shot from 25 ft (assist by N. Vucevic),3,80-72,,
4:16.0,,,80-72,,P. Gasol misses 2-pt shot from 15 ft
4:15.0,Defensive rebound by E. Payton,,80-72,,
4:01.0,V. Oladipo makes 3-pt shot from 26 ft,3,83-72,,
3:37.0,,,83-72,,J. Butler misses 3-pt shot from 25 ft
3:36.0,Defensive rebound by N. Vucevic,,83-72,,
3:20.0,C. Frye misses 3-pt shot from 25 ft,,83-72,,
3:19.0,,,83-72,,Defensive rebound by P. Gasol
3:11.0,,,83-72,,D. Rose misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by N. Vucevic,,83-72,,
3:01.0,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Payton),2,85-72,,
2:53.0,,,85-72,,Chicago full timeout
2:53.0,Orlando full timeout,,85-72,,
2:53.0,,,85-72,,T. Gibson enters the game for J. Noah
2:53.0,,,85-72,,A. Brooks enters the game for D. Rose
2:44.0,Personal foul by D. Marble (drawn by J. Butler),,85-72,,
2:31.0,,,85-74,2,P. Gasol makes 2-pt shot from 5 ft (assist by A. Brooks)
2:15.0,Offensive foul by E. Payton,,85-74,,
2:15.0,Turnover by E. Payton (offensive foul),,85-74,,
2:03.0,,,85-74,,K. Hinrich misses 3-pt shot from 23 ft
2:02.0,Defensive rebound by D. Marble,,85-74,,
1:55.0,E. Payton makes 2-pt shot from 1 ft,2,87-74,,
1:38.0,,,87-74,,P. Gasol misses 2-pt shot from 11 ft
1:37.0,Defensive rebound by N. Vucevic,,87-74,,
1:17.0,N. Vucevic makes 2-pt shot from 11 ft,2,89-74,,
1:00.0,,,89-74,,A. Brooks misses 2-pt shot from 2 ft
1:00.0,Defensive rebound by N. Vucevic,,89-74,,
0:54.0,V. Oladipo makes 2-pt shot from 2 ft,2,91-74,,
0:34.0,Personal foul by C. Frye (drawn by P. Gasol),,91-74,,
0:34.0,,,91-75,1,P. Gasol makes free throw 1 of 2
0:34.0,,,91-75,,T. Snell enters the game for K. Hinrich
0:34.0,,,91-76,1,P. Gasol makes free throw 2 of 2
0:18.0,N. Vucevic makes 2-pt shot at rim (assist by C. Frye),2,93-76,,
0:06.0,,,93-76,,Shooting foul by E. Payton (drawn by A. Brooks)
0:06.0,,,93-77,1,A. Brooks makes free throw 1 of 2
0:06.0,,,93-78,1,A. Brooks makes free throw 2 of 2
0:00.0,V. Oladipo misses 2-pt shot from 12 ft,,93-78,,
0:00.0,Offensive rebound by Team,,93-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,Turnover by Team (shot clock),,93-78,,
11:25.0,,,93-78,,N. Mirotic misses 3-pt shot from 23 ft
11:23.0,Defensive rebound by K. O'Quinn,,93-78,,
11:14.0,Turnover by L. Ridnour (lost ball; steal by N. Mirotic),,93-78,,
11:07.0,,,93-78,,N. Mirotic misses 3-pt shot from 23 ft
11:04.0,,,93-78,,Offensive rebound by T. Gibson
11:02.0,,,93-80,2,T. Gibson makes 2-pt shot from 2 ft
10:34.0,W. Green misses 2-pt shot from 20 ft,,93-80,,
10:33.0,,,93-80,,Defensive rebound by N. Mirotic
10:17.0,,,93-80,,T. Gibson misses 2-pt shot from 2 ft (block by K. O'Quinn)
10:15.0,Defensive rebound by B. Gordon,,93-80,,
10:14.0,,,93-80,,Personal foul by A. Brooks (drawn by B. Gordon)
10:03.0,M. Harkless misses 2-pt shot from 5 ft (block by N. Mirotic),,93-80,,
10:03.0,Offensive rebound by Team,,93-80,,
10:00.0,B. Gordon misses 2-pt shot from 21 ft,,93-80,,
9:59.0,,,93-80,,Defensive rebound by A. Brooks
9:50.0,,,93-80,,Shooting foul by W. Green (drawn by N. Mirotic)
9:50.0,,,93-81,1,N. Mirotic makes free throw 1 of 2
9:50.0,,,93-82,1,N. Mirotic makes free throw 2 of 2
9:43.0,,,93-82,,Personal foul by A. Brooks (drawn by L. Ridnour)
9:36.0,Shooting foul by N. Mirotic (drawn by M. Harkless),,93-82,,
9:36.0,M. Harkless misses free throw 1 of 2,,93-82,,
9:36.0,Offensive rebound by Team,,93-82,,
9:36.0,M. Harkless makes free throw 2 of 2,1,94-82,,
9:20.0,,,94-85,3,J. Butler makes 3-pt shot from 24 ft (assist by T. Gibson)
8:58.0,Turnover by K. O'Quinn (bad pass; steal by N. Mirotic),,94-85,,
8:46.0,Shooting block foul by K. O'Quinn (drawn by N. Mirotic),,94-85,,
8:46.0,,,94-85,,Chicago full timeout
8:46.0,,,94-85,,N. Mirotic misses free throw 1 of 2
8:46.0,,,94-85,,Offensive rebound by Team
8:46.0,,,94-85,,N. Mirotic misses free throw 2 of 2
8:43.0,Defensive rebound by M. Harkless,,94-85,,
8:31.0,B. Gordon makes 2-pt shot from 11 ft (assist by L. Ridnour),2,96-85,,
8:15.0,,,96-85,,T. Snell misses 3-pt shot from 25 ft
8:14.0,,,96-85,,Offensive rebound by J. Butler
8:06.0,,,96-85,,Shooting foul by M. Harkless (drawn by N. Mirotic)
8:06.0,,,96-86,1,N. Mirotic makes free throw 1 of 2
8:06.0,N. Vucevic enters the game for K. O'Quinn,,96-86,,
8:06.0,,,96-87,1,N. Mirotic makes free throw 2 of 2
7:51.0,,,96-87,,Def 3 sec tech foul by N. Mirotic
7:51.0,L. Ridnour makes technical free throw,1,97-87,,
7:45.0,Shooting foul by A. Brooks (drawn by L. Ridnour),,97-87,,
7:45.0,L. Ridnour makes free throw 1 of 2,1,98-87,,
7:45.0,L. Ridnour makes free throw 2 of 2,1,99-87,,
7:34.0,,,99-87,,A. Brooks misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by M. Harkless,,99-87,,
7:19.0,N. Vucevic misses 2-pt shot from 15 ft,,99-87,,
7:18.0,,,99-87,,Defensive rebound by T. Gibson
7:03.0,,,99-87,,N. Mirotic misses 2-pt shot from 2 ft
7:02.0,,,99-87,,Offensive rebound by T. Snell
6:59.0,,,99-89,2,T. Gibson makes 2-pt shot at rim (assist by T. Snell)
6:59.0,,,99-89,,Shooting foul by M. Harkless (drawn by T. Gibson)
6:59.0,,,99-90,1,T. Gibson makes free throw 1 of 1
6:56.0,Orlando full timeout,,99-90,,
6:56.0,,,99-90,,D. Rose enters the game for J. Butler
6:56.0,C. Frye enters the game for M. Harkless,,99-90,,
6:56.0,V. Oladipo enters the game for W. Green,,99-90,,
6:47.0,B. Gordon makes 3-pt shot from 23 ft (assist by L. Ridnour),3,102-90,,
6:31.0,,,102-90,,N. Mirotic misses 3-pt shot from 22 ft
6:29.0,,,102-90,,Offensive rebound by T. Gibson
6:21.0,,,102-93,3,N. Mirotic makes 3-pt shot from 22 ft (assist by D. Rose)
5:56.0,N. Vucevic misses 2-pt shot from 10 ft,,102-93,,
5:55.0,,,102-93,,Defensive rebound by T. Snell
5:43.0,,,102-95,2,N. Mirotic makes 2-pt shot from 2 ft
5:43.0,,,102-95,,Shooting foul by C. Frye (drawn by N. Mirotic)
5:43.0,,,102-95,,J. Noah enters the game for T. Gibson
5:43.0,E. Payton enters the game for L. Ridnour,,102-95,,
5:43.0,,,102-96,1,N. Mirotic makes free throw 1 of 1
5:31.0,Shooting foul by J. Noah (drawn by V. Oladipo),,102-96,,
5:31.0,V. Oladipo makes free throw 1 of 2,1,103-96,,
5:31.0,V. Oladipo makes free throw 2 of 2,1,104-96,,
5:18.0,,,104-96,,A. Brooks misses 3-pt shot from 23 ft
5:17.0,,,104-96,,Offensive rebound by T. Snell
5:12.0,,,104-98,2,D. Rose makes 2-pt shot from 2 ft (assist by J. Noah)
5:01.0,V. Oladipo makes 2-pt shot from 2 ft,2,106-98,,
4:49.0,,,106-100,2,D. Rose makes 2-pt shot from 9 ft
4:39.0,Shooting foul by J. Noah (drawn by N. Vucevic),,106-100,,
4:39.0,N. Vucevic misses free throw 1 of 2,,106-100,,
4:39.0,Offensive rebound by Team,,106-100,,
4:39.0,,,106-100,,P. Gasol enters the game for N. Mirotic
4:39.0,M. Harkless enters the game for C. Frye,,106-100,,
4:39.0,N. Vucevic makes free throw 2 of 2,1,107-100,,
4:30.0,,,107-100,,D. Rose misses 2-pt shot from 2 ft (block by E. Payton)
4:30.0,Defensive rebound by Team,,107-100,,
4:19.0,Shooting foul by P. Gasol (drawn by N. Vucevic),,107-100,,
4:19.0,N. Vucevic misses free throw 1 of 2,,107-100,,
4:19.0,Offensive rebound by Team,,107-100,,
4:19.0,,,107-100,,J. Butler enters the game for T. Snell
4:19.0,K. O'Quinn enters the game for M. Harkless,,107-100,,
4:19.0,N. Vucevic misses free throw 2 of 2,,107-100,,
4:16.0,,,107-100,,Defensive rebound by P. Gasol
4:06.0,Personal foul by N. Vucevic (drawn by P. Gasol),,107-100,,
4:06.0,,,107-101,1,P. Gasol makes free throw 1 of 2
4:06.0,C. Frye enters the game for K. O'Quinn,,107-101,,
4:06.0,,,107-102,1,P. Gasol makes free throw 2 of 2
3:47.0,N. Vucevic makes 2-pt shot from 6 ft (assist by C. Frye),2,109-102,,
3:31.0,Personal foul by N. Vucevic (drawn by P. Gasol),,109-102,,
3:31.0,,,109-103,1,P. Gasol makes free throw 1 of 2
3:31.0,,,109-104,1,P. Gasol makes free throw 2 of 2
3:10.0,Turnover by N. Vucevic (back court),,109-104,,
