time,Minnesota,pts.away,score,pts.home,LA Clippers
7:00.0,A. Wiggins misses 2-pt shot from 8 ft,,6-13,,
6:59.0,Offensive rebound by N. Pekovic,,6-13,,
6:59.0,Shooting foul by S. Hawes (drawn by N. Pekovic),,6-13,,
6:59.0,N. Pekovic misses free throw 1 of 2,,6-13,,
6:59.0,Offensive rebound by Team,,6-13,,
6:59.0,N. Pekovic makes free throw 2 of 2,1,7-13,,
6:37.0,,,7-15,2,C. Paul makes 2-pt shot from 11 ft (assist by S. Hawes)
6:23.0,N. Pekovic misses 2-pt shot from 1 ft,,7-15,,
6:21.0,Offensive rebound by A. Payne,,7-15,,
6:14.0,N. Pekovic makes 2-pt shot from 4 ft (assist by R. Rubio),2,9-15,,
5:57.0,,,9-15,,J. Redick misses 3-pt shot from 24 ft
5:56.0,Defensive rebound by A. Wiggins,,9-15,,
5:49.0,Turnover by R. Rubio (bad pass),,9-15,,
5:39.0,,,9-17,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
5:22.0,R. Rubio misses 2-pt shot from 17 ft,,9-17,,
5:21.0,Offensive rebound by N. Pekovic,,9-17,,
5:21.0,Shooting foul by S. Hawes (drawn by N. Pekovic),,9-17,,
5:21.0,N. Pekovic makes free throw 1 of 2,1,10-17,,
5:21.0,,,10-17,,G. Davis enters the game for S. Hawes
5:21.0,N. Pekovic misses free throw 2 of 2,,10-17,,
5:19.0,Offensive rebound by A. Payne,,10-17,,
5:11.0,N. Pekovic makes 2-pt shot from 1 ft (assist by A. Payne),2,12-17,,
4:59.0,,,12-17,,J. Redick misses 2-pt shot from 1 ft
4:56.0,Defensive rebound by N. Pekovic,,12-17,,
4:54.0,,,12-17,,Personal foul by G. Davis (drawn by R. Rubio)
4:38.0,N. Pekovic misses 2-pt shot from 2 ft,,12-17,,
4:36.0,,,12-17,,Defensive rebound by M. Barnes
4:32.0,,,12-17,,Turnover by M. Barnes (lost ball; steal by R. Rubio)
4:27.0,A. Wiggins misses 2-pt shot from 13 ft,,12-17,,
4:24.0,Offensive rebound by A. Wiggins,,12-17,,
4:23.0,Shooting foul by C. Paul (drawn by K. Martin),,12-17,,
4:23.0,K. Martin makes free throw 1 of 2,1,13-17,,
4:23.0,G. Dieng enters the game for N. Pekovic,,13-17,,
4:23.0,K. Martin makes free throw 2 of 2,1,14-17,,
4:10.0,,,14-19,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
3:53.0,A. Payne misses 2-pt shot from 17 ft,,14-19,,
3:52.0,,,14-19,,Defensive rebound by J. Redick
3:44.0,,,14-19,,Shooting foul by G. Dieng (drawn by D. Jordan)
3:44.0,,,14-19,,D. Jordan misses free throw 1 of 2
3:44.0,,,14-19,,Offensive rebound by Team
3:44.0,,,14-19,,A. Rivers enters the game for J. Redick
3:44.0,,,14-19,,D. Jordan misses free throw 2 of 2
3:43.0,Defensive rebound by A. Payne,,14-19,,
3:21.0,A. Wiggins misses 3-pt shot from 24 ft,,14-19,,
3:20.0,,,14-19,,Defensive rebound by C. Paul
3:13.0,Personal foul by R. Rubio (drawn by D. Jordan),,14-19,,
3:13.0,,,14-19,,LA Clippers full timeout
3:04.0,,,14-19,,D. Jordan misses 2-pt shot from 1 ft (block by A. Payne)
3:03.0,Defensive rebound by G. Dieng,,14-19,,
2:52.0,A. Wiggins makes 2-pt shot from 5 ft,2,16-19,,
2:36.0,,,16-19,,Turnover by C. Paul (bad pass; steal by A. Payne)
2:30.0,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio),2,18-19,,
2:05.0,G. Neal enters the game for K. Martin,,18-19,,
1:46.0,,,18-22,3,M. Barnes makes 3-pt shot from 25 ft (assist by C. Paul)
1:31.0,G. Neal makes 2-pt shot from 10 ft (assist by R. Rubio),2,20-22,,
1:31.0,Shooting foul by A. Rivers (drawn by G. Neal),,20-22,,
1:31.0,,,20-22,,N. Robinson enters the game for C. Paul
1:31.0,,,20-22,,Violation by Team (jump ball)
1:31.0,G. Neal makes free throw 1 of 1,1,21-22,,
1:22.0,,,21-25,3,M. Barnes makes 3-pt shot from 23 ft (assist by A. Rivers)
1:01.0,A. Wiggins makes 2-pt shot from 5 ft (assist by G. Dieng),2,23-25,,
0:48.0,,,23-25,,M. Barnes misses 2-pt shot from 3 ft
0:46.0,Defensive rebound by A. Payne,,23-25,,
0:40.0,Shooting foul by N. Robinson (drawn by R. Rubio),,23-25,,
0:40.0,R. Rubio makes 2-pt shot from 20 ft (assist by G. Neal),2,25-25,,
0:40.0,R. Rubio misses free throw 1 of 1,,25-25,,
0:13.0,,,25-25,,Defensive rebound by D. Jordan
0:13.0,,,25-25,,N. Robinson misses 2-pt shot from 13 ft
0:10.0,Defensive rebound by G. Neal,,25-25,,
0:02.0,R. Rubio misses 3-pt shot from 25 ft,,25-25,,
0:00.0,Offensive rebound by Team,,25-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,A. Wiggins misses 2-pt shot from 1 ft,,25-25,,
11:44.0,Offensive rebound by Team,,25-25,,
11:44.0,,,25-25,,Loose ball foul by H. Turkoglu (drawn by A. Wiggins)
11:44.0,Z. LaVine enters the game for R. Rubio,,25-25,,
11:44.0,N. Pekovic enters the game for A. Payne,,25-25,,
11:28.0,G. Dieng makes 2-pt shot from 20 ft (assist by Z. LaVine),2,27-25,,
11:09.0,,,27-25,,N. Robinson misses 2-pt shot from 18 ft
11:06.0,Defensive rebound by A. Wiggins,,27-25,,
10:58.0,G. Neal makes 2-pt shot from 5 ft (assist by Z. LaVine),2,29-25,,
10:55.0,,,29-25,,LA Clippers full timeout
10:42.0,,,29-25,,J. Redick misses 3-pt shot from 23 ft
10:41.0,Defensive rebound by Z. LaVine,,29-25,,
10:24.0,A. Wiggins misses 2-pt shot from 1 ft,,29-25,,
10:23.0,Offensive rebound by G. Dieng,,29-25,,
10:23.0,G. Dieng makes 2-pt shot at rim,2,31-25,,
10:10.0,,,31-27,2,A. Rivers makes 2-pt shot from 6 ft
9:52.0,Turnover by Z. LaVine (bad pass; steal by H. Turkoglu),,31-27,,
9:47.0,,,31-27,,A. Rivers misses 2-pt shot from 1 ft
9:43.0,Defensive rebound by A. Wiggins,,31-27,,
9:35.0,G. Neal misses 2-pt shot from 21 ft,,31-27,,
9:34.0,,,31-27,,Defensive rebound by J. Redick
9:29.0,,,31-27,,Shooting foul by Z. LaVine (drawn by N. Robinson)
9:29.0,,,31-28,1,N. Robinson makes free throw 1 of 2
9:29.0,K. Martin enters the game for A. Wiggins,,31-28,,
9:29.0,,,31-28,,N. Robinson misses free throw 2 of 2
9:28.0,Defensive rebound by N. Pekovic,,31-28,,
9:14.0,K. Martin misses 2-pt shot from 14 ft,,31-28,,
9:14.0,,,31-28,,Defensive rebound by Team
9:04.0,,,31-28,,Shooting foul by N. Pekovic (drawn by G. Davis)
9:04.0,,,31-29,1,G. Davis makes free throw 1 of 2
9:04.0,,,31-30,1,G. Davis makes free throw 2 of 2
8:41.0,N. Pekovic misses 2-pt shot from 14 ft,,31-30,,
8:39.0,,,31-30,,Defensive rebound by A. Rivers
8:30.0,,,31-30,,N. Robinson misses 3-pt shot from 23 ft
8:28.0,Defensive rebound by G. Dieng,,31-30,,
8:17.0,G. Dieng misses 2-pt shot from 4 ft,,31-30,,
8:17.0,,,31-30,,Defensive rebound by Team
8:17.0,Loose ball foul by N. Pekovic (drawn by G. Davis),,31-30,,
8:17.0,,,31-30,,D. Jordan enters the game for G. Davis
8:00.0,,,31-30,,H. Turkoglu misses 3-pt shot from 23 ft
7:59.0,,,31-30,,Offensive rebound by D. Jordan
7:57.0,Personal foul by Z. LaVine (drawn by J. Redick),,31-30,,
7:57.0,R. Rubio enters the game for Z. LaVine,,31-30,,
7:41.0,,,31-30,,H. Turkoglu misses 2-pt shot from 12 ft
7:37.0,Defensive rebound by N. Pekovic,,31-30,,
7:32.0,G. Dieng makes 2-pt shot from 5 ft (assist by R. Rubio),2,33-30,,
7:13.0,,,33-30,,Turnover by D. Jordan (lost ball; steal by N. Pekovic)
7:09.0,,,33-30,,S. Hawes enters the game for H. Turkoglu
7:03.0,G. Neal misses 2-pt shot from 16 ft,,33-30,,
7:01.0,,,33-30,,Defensive rebound by J. Redick
6:49.0,,,33-30,,J. Redick misses 3-pt shot from 24 ft
6:46.0,,,33-30,,Offensive rebound by N. Robinson
6:41.0,,,33-30,,N. Robinson misses 2-pt shot from 2 ft
6:39.0,,,33-30,,Offensive rebound by D. Jordan
6:35.0,,,33-33,3,N. Robinson makes 3-pt shot from 23 ft (assist by A. Rivers)
6:10.0,G. Dieng misses 2-pt shot from 7 ft,,33-33,,
6:07.0,,,33-33,,Defensive rebound by N. Robinson
6:03.0,,,33-36,3,A. Rivers makes 3-pt shot from 23 ft (assist by N. Robinson)
6:03.0,Minnesota full timeout,,33-36,,
6:03.0,A. Payne enters the game for G. Dieng,,33-36,,
5:40.0,N. Pekovic misses 2-pt shot from 8 ft,,33-36,,
5:38.0,,,33-36,,Defensive rebound by J. Redick
5:27.0,,,33-38,2,D. Jordan makes 2-pt shot at rim (assist by A. Rivers)
5:04.0,R. Rubio misses 2-pt shot from 18 ft,,33-38,,
5:02.0,,,33-38,,Defensive rebound by D. Jordan
4:48.0,,,33-38,,N. Robinson misses 3-pt shot from 27 ft
4:47.0,Defensive rebound by A. Payne,,33-38,,
4:38.0,Turnover by A. Payne (lost ball; steal by A. Rivers),,33-38,,
4:31.0,,,33-40,2,A. Rivers makes 2-pt shot from 1 ft
4:31.0,,,33-40,,Shooting foul by A. Payne (drawn by A. Rivers)
4:31.0,,,33-40,,M. Barnes enters the game for N. Robinson
4:31.0,A. Wiggins enters the game for G. Neal,,33-40,,
4:31.0,,,33-41,1,A. Rivers makes free throw 1 of 1
4:17.0,,,33-41,,Personal foul by M. Barnes (drawn by R. Rubio)
4:17.0,,,33-41,,C. Paul enters the game for A. Rivers
4:14.0,Turnover by R. Rubio (bad pass; steal by C. Paul),,33-41,,
4:09.0,,,33-41,,Turnover by D. Jordan (bad pass; steal by R. Rubio)
4:00.0,A. Wiggins makes 2-pt shot from 10 ft (assist by R. Rubio),2,35-41,,
3:45.0,,,35-41,,J. Redick misses 2-pt shot from 6 ft
3:42.0,Defensive rebound by A. Payne,,35-41,,
3:40.0,,,35-41,,Personal foul by S. Hawes (drawn by N. Pekovic)
3:32.0,K. Martin misses 2-pt shot from 13 ft,,35-41,,
3:32.0,Offensive rebound by Team,,35-41,,
3:32.0,,,35-41,,Technical foul by S. Hawes
3:32.0,,,35-41,,G. Davis enters the game for S. Hawes
3:32.0,K. Martin makes technical free throw,1,36-41,,
3:32.0,Offensive foul by N. Pekovic,,36-41,,
3:32.0,Turnover by N. Pekovic (offensive foul),,36-41,,
3:32.0,Technical foul by N. Pekovic,,36-41,,
3:32.0,,,36-42,1,J. Redick makes technical free throw
3:32.0,G. Dieng enters the game for N. Pekovic,,36-42,,
3:15.0,,,36-42,,C. Paul misses 2-pt shot from 13 ft
3:14.0,Defensive rebound by G. Dieng,,36-42,,
3:00.0,A. Payne makes 2-pt shot from 16 ft (assist by R. Rubio),2,38-42,,
2:37.0,,,38-42,,M. Barnes misses 3-pt shot from 23 ft
2:36.0,,,38-42,,Offensive rebound by D. Jordan
2:21.0,,,38-42,,M. Barnes misses 2-pt shot from 2 ft (block by G. Dieng)
2:19.0,,,38-42,,Offensive rebound by D. Jordan
2:16.0,,,38-44,2,D. Jordan makes 2-pt shot from 1 ft
2:05.0,A. Wiggins misses 3-pt shot from 22 ft,,38-44,,
2:03.0,Offensive rebound by A. Payne,,38-44,,
2:02.0,A. Payne misses 2-pt shot from 1 ft,,38-44,,
2:02.0,Offensive rebound by Team,,38-44,,
2:02.0,,,38-44,,Loose ball foul by C. Paul (drawn by A. Wiggins)
2:02.0,Minnesota full timeout,,38-44,,
1:51.0,A. Wiggins misses 2-pt shot from 14 ft,,38-44,,
1:50.0,,,38-44,,Defensive rebound by D. Jordan
1:34.0,,,38-46,2,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul)
1:17.0,R. Rubio misses 2-pt shot from 19 ft,,38-46,,
1:16.0,,,38-46,,Defensive rebound by C. Paul
1:03.0,,,38-46,,Offensive charge foul by G. Davis
1:03.0,,,38-46,,Turnover by G. Davis (offensive foul)
0:54.0,Turnover by A. Wiggins (bad pass; steal by D. Jordan),,38-46,,
0:49.0,,,38-48,2,J. Redick makes 2-pt shot from 19 ft (assist by M. Barnes)
0:44.0,Minnesota full timeout,,38-48,,
0:29.0,A. Payne misses 2-pt shot from 5 ft,,38-48,,
0:24.0,,,38-48,,Defensive rebound by G. Davis
0:20.0,,,38-48,,Technical foul by C. Paul
0:20.0,K. Martin makes technical free throw,1,39-48,,
0:05.0,,,39-48,,M. Barnes misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by A. Payne,,39-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,Turnover by A. Payne (lost ball; steal by S. Hawes),,39-48,,
11:45.0,,,39-48,,Turnover by D. Jordan (lost ball; steal by A. Payne)
11:37.0,K. Martin misses 2-pt shot from 13 ft,,39-48,,
11:35.0,Offensive rebound by N. Pekovic,,39-48,,
11:35.0,N. Pekovic makes 2-pt shot from 1 ft,2,41-48,,
11:13.0,,,41-48,,C. Paul misses 2-pt shot from 17 ft
11:09.0,Defensive rebound by N. Pekovic,,41-48,,
11:05.0,A. Payne misses 2-pt shot from 2 ft,,41-48,,
11:03.0,Offensive rebound by A. Payne,,41-48,,
11:00.0,Jump ball: C. Paul vs. A. Wiggins (R. Rubio gains possession),,,,Jump ball: C. Paul vs. A. Wiggins (R. Rubio gains possession)
10:53.0,Turnover by R. Rubio (bad pass; steal by M. Barnes),,41-48,,
10:40.0,,,41-50,2,J. Redick makes 2-pt shot from 1 ft (assist by S. Hawes)
10:24.0,Shooting foul by D. Jordan (drawn by A. Payne),,41-50,,
10:24.0,A. Payne makes 2-pt shot at rim (assist by K. Martin),2,43-50,,
10:24.0,A. Payne makes free throw 1 of 1,1,44-50,,
10:14.0,Personal foul by A. Wiggins (drawn by M. Barnes),,44-50,,
10:04.0,,,44-52,2,J. Redick makes 2-pt shot from 18 ft (assist by C. Paul)
9:50.0,A. Wiggins misses 2-pt shot from 17 ft,,44-52,,
9:49.0,,,44-52,,Defensive rebound by J. Redick
9:42.0,,,44-54,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
9:42.0,,,44-54,,Shooting foul by A. Payne (drawn by D. Jordan)
9:42.0,Minnesota full timeout,,44-54,,
9:42.0,,,44-54,,D. Jordan misses free throw 1 of 1
9:40.0,Defensive rebound by A. Payne,,44-54,,
9:26.0,Turnover by A. Wiggins (bad pass),,44-54,,
9:12.0,,,44-54,,C. Paul misses 2-pt shot from 17 ft
9:09.0,Defensive rebound by A. Payne,,44-54,,
9:02.0,R. Rubio misses 2-pt shot from 1 ft,,44-54,,
9:00.0,Offensive rebound by A. Payne,,44-54,,
8:56.0,R. Rubio misses 2-pt shot from 13 ft,,44-54,,
8:55.0,,,44-54,,Defensive rebound by D. Jordan
8:42.0,,,44-56,2,J. Redick makes 2-pt shot from 1 ft (assist by D. Jordan)
8:23.0,K. Martin makes 3-pt shot from 23 ft (assist by R. Rubio),3,47-56,,
7:57.0,,,47-56,,C. Paul misses 2-pt shot from 18 ft
7:55.0,Defensive rebound by A. Payne,,47-56,,
7:48.0,A. Payne makes 2-pt shot from 21 ft (assist by R. Rubio),2,49-56,,
7:39.0,Personal foul by K. Martin (drawn by J. Redick),,49-56,,
7:31.0,,,49-59,3,S. Hawes makes 3-pt shot from 24 ft (assist by C. Paul)
7:19.0,,,49-59,,Personal foul by C. Paul (drawn by A. Wiggins)
7:17.0,Offensive foul by N. Pekovic,,49-59,,
7:17.0,Turnover by N. Pekovic (offensive foul),,49-59,,
7:17.0,G. Dieng enters the game for N. Pekovic,,49-59,,
7:00.0,,,49-59,,M. Barnes misses 3-pt shot from 27 ft
6:59.0,Defensive rebound by R. Rubio,,49-59,,
6:51.0,G. Dieng misses 2-pt shot from 19 ft,,49-59,,
6:50.0,,,49-59,,Defensive rebound by D. Jordan
6:42.0,,,49-61,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
6:42.0,Minnesota full timeout,,49-61,,
6:24.0,A. Payne makes 2-pt shot at rim (assist by K. Martin),2,51-61,,
6:01.0,,,51-61,,Turnover by M. Barnes (bad pass)
5:43.0,Shooting foul by D. Jordan (drawn by K. Martin),,51-61,,
5:43.0,K. Martin misses free throw 1 of 2,,51-61,,
5:43.0,Offensive rebound by Team,,51-61,,
5:43.0,K. Martin makes free throw 2 of 2,1,52-61,,
5:21.0,,,52-61,,S. Hawes misses 2-pt shot from 10 ft
5:18.0,,,52-61,,Offensive rebound by D. Jordan
5:16.0,,,52-63,2,D. Jordan makes 2-pt shot at rim
4:54.0,G. Dieng misses 2-pt shot from 9 ft,,52-63,,
4:54.0,,,52-63,,Defensive rebound by Team
4:54.0,Loose ball foul by G. Dieng (drawn by M. Barnes),,52-63,,
4:54.0,G. Neal enters the game for K. Martin,,52-63,,
4:40.0,,,52-63,,Turnover by D. Jordan (bad pass; steal by G. Neal)
4:28.0,A. Payne makes 2-pt shot at rim (assist by G. Neal),2,54-63,,
4:13.0,,,54-66,3,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul)
4:02.0,,,54-66,,Personal foul by M. Barnes (drawn by A. Wiggins)
3:54.0,A. Payne makes 2-pt shot from 19 ft (assist by R. Rubio),2,56-66,,
3:41.0,Personal foul by A. Wiggins (drawn by J. Redick),,56-66,,
3:41.0,,,56-67,1,J. Redick makes free throw 1 of 2
3:41.0,,,56-67,,G. Davis enters the game for S. Hawes
3:41.0,,,56-68,1,J. Redick makes free throw 2 of 2
3:25.0,G. Neal misses 2-pt shot from 13 ft,,56-68,,
3:24.0,,,56-68,,Defensive rebound by C. Paul
3:13.0,,,56-68,,LA Clippers full timeout
3:13.0,,,56-68,,A. Rivers enters the game for J. Redick
3:04.0,,,56-68,,Turnover by C. Paul (bad pass)
2:55.0,,,56-68,,Personal foul by M. Barnes (drawn by A. Wiggins)
2:55.0,A. Wiggins misses free throw 1 of 2,,56-68,,
2:55.0,Offensive rebound by Team,,56-68,,
2:55.0,A. Wiggins makes free throw 2 of 2,1,57-68,,
2:37.0,,,57-70,2,A. Rivers makes 2-pt shot from 9 ft (assist by G. Davis)
2:09.0,G. Dieng misses 2-pt shot from 10 ft,,57-70,,
2:09.0,,,57-70,,Defensive rebound by Team
2:09.0,,,57-70,,N. Robinson enters the game for C. Paul
2:09.0,C. Budinger enters the game for A. Wiggins,,57-70,,
1:58.0,,,57-70,,M. Barnes misses 3-pt shot from 24 ft
1:57.0,,,57-70,,Offensive rebound by N. Robinson
1:48.0,,,57-70,,G. Davis misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by G. Neal,,57-70,,
1:38.0,A. Payne makes 2-pt shot from 3 ft (assist by G. Neal),2,59-70,,
1:20.0,,,59-70,,Shooting foul by A. Payne (drawn by G. Davis)
1:20.0,,,59-71,1,G. Davis makes free throw 1 of 2
1:20.0,Z. LaVine enters the game for R. Rubio,,59-71,,
1:20.0,,,59-71,,G. Davis misses free throw 2 of 2
1:18.0,Defensive rebound by A. Payne,,59-71,,
0:59.0,Shooting foul by M. Barnes (drawn by C. Budinger),,59-71,,
0:59.0,C. Budinger makes free throw 1 of 2,1,60-71,,
0:59.0,,,60-71,,H. Turkoglu enters the game for M. Barnes
0:59.0,C. Budinger misses free throw 2 of 2,,60-71,,
0:57.0,,,60-71,,Defensive rebound by D. Jordan
0:39.0,,,60-74,3,A. Rivers makes 3-pt shot from 25 ft
0:25.0,G. Neal makes 2-pt shot from 19 ft,2,62-74,,
0:03.0,,,62-74,,N. Robinson misses 2-pt shot from 17 ft
0:02.0,Defensive rebound by G. Dieng,,62-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,62-74,,G. Davis misses 2-pt shot from 3 ft
11:41.0,Defensive rebound by G. Neal,,62-74,,
11:28.0,G. Neal misses 2-pt shot from 8 ft,,62-74,,
11:25.0,Offensive rebound by J. Hamilton,,62-74,,
11:25.0,J. Hamilton makes 2-pt shot from 1 ft,2,64-74,,
11:07.0,,,64-74,,A. Rivers misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by C. Budinger,,64-74,,
10:56.0,Z. LaVine misses 2-pt shot from 17 ft,,64-74,,
10:53.0,,,64-74,,Defensive rebound by N. Robinson
10:49.0,,,64-74,,Turnover by N. Robinson (bad pass; steal by C. Budinger)
10:46.0,,,64-74,,Personal foul by G. Davis (drawn by G. Neal)
10:39.0,G. Neal misses 2-pt shot from 17 ft,,64-74,,
10:37.0,,,64-74,,Defensive rebound by G. Davis
10:26.0,,,64-74,,H. Turkoglu misses 3-pt shot from 26 ft
10:25.0,Defensive rebound by G. Dieng,,64-74,,
10:08.0,,,64-74,,Personal foul by G. Davis (drawn by G. Dieng)
9:57.0,C. Budinger misses 3-pt shot from 22 ft,,64-74,,
9:55.0,,,64-74,,Defensive rebound by G. Davis
9:54.0,Loose ball foul by J. Hamilton (drawn by G. Davis),,64-74,,
9:42.0,,,64-74,,H. Turkoglu misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by G. Dieng,,64-74,,
9:33.0,Turnover by Z. LaVine (lost ball; steal by G. Davis),,64-74,,
9:26.0,,,64-74,,J. Redick misses 2-pt shot from 18 ft
9:24.0,Defensive rebound by G. Neal,,64-74,,
9:09.0,J. Hamilton misses 3-pt shot from 24 ft,,64-74,,
9:08.0,,,64-74,,Defensive rebound by G. Davis
9:00.0,,,64-74,,N. Robinson misses 2-pt shot from 2 ft
8:58.0,Defensive rebound by G. Dieng,,64-74,,
8:55.0,Turnover by Z. LaVine (bad pass; steal by H. Turkoglu),,64-74,,
8:48.0,,,64-74,,N. Robinson misses 3-pt shot from 24 ft
8:45.0,,,64-74,,Offensive rebound by A. Rivers
8:40.0,,,64-74,,LA Clippers full timeout
8:40.0,,,64-74,,D. Jordan enters the game for G. Davis
8:30.0,,,64-74,,J. Redick misses 3-pt shot from 24 ft
8:29.0,Defensive rebound by G. Dieng,,64-74,,
8:21.0,,,64-74,,Personal foul by A. Rivers (drawn by G. Neal)
8:21.0,,,64-74,,C. Paul enters the game for N. Robinson
8:14.0,Z. LaVine misses 2-pt shot from 22 ft,,64-74,,
8:12.0,,,64-74,,Defensive rebound by A. Rivers
8:01.0,,,64-74,,Turnover by C. Paul (bad pass; steal by Z. LaVine)
7:55.0,Turnover by Z. LaVine (bad pass; steal by A. Rivers),,64-74,,
7:49.0,,,64-76,2,D. Jordan makes 2-pt shot at rim (assist by A. Rivers)
7:35.0,G. Neal makes 2-pt shot from 15 ft (assist by Z. LaVine),2,66-76,,
7:19.0,,,66-76,,A. Rivers misses 3-pt shot from 24 ft
7:16.0,,,66-76,,Offensive rebound by A. Rivers
7:11.0,,,66-79,3,H. Turkoglu makes 3-pt shot from 25 ft (assist by A. Rivers)
6:44.0,Z. LaVine misses 2-pt shot from 10 ft,,66-79,,
6:41.0,,,66-79,,Defensive rebound by C. Paul
6:27.0,,,66-79,,J. Redick misses 2-pt shot from 20 ft
6:26.0,Defensive rebound by G. Dieng,,66-79,,
6:14.0,G. Neal misses 2-pt shot from 19 ft,,66-79,,
6:14.0,,,66-79,,Defensive rebound by Team
6:14.0,Loose ball foul by J. Hamilton (drawn by H. Turkoglu),,66-79,,
6:14.0,R. Rubio enters the game for G. Dieng,,66-79,,
6:14.0,A. Payne enters the game for Z. LaVine,,66-79,,
6:14.0,N. Pekovic enters the game for C. Budinger,,66-79,,
6:14.0,A. Wiggins enters the game for J. Hamilton,,66-79,,
6:14.0,,,66-79,,M. Barnes enters the game for A. Rivers
6:14.0,,,66-79,,S. Hawes enters the game for H. Turkoglu
6:00.0,,,66-81,2,J. Redick makes 2-pt shot from 21 ft (assist by C. Paul)
5:46.0,A. Wiggins misses 2-pt shot from 15 ft,,66-81,,
5:44.0,Offensive rebound by N. Pekovic,,66-81,,
5:42.0,N. Pekovic misses 2-pt shot from 1 ft (block by D. Jordan),,66-81,,
5:40.0,,,66-81,,Defensive rebound by D. Jordan
5:38.0,,,66-83,2,M. Barnes makes 2-pt shot from 2 ft (assist by C. Paul)
5:38.0,Minnesota full timeout,,66-83,,
5:38.0,K. Martin enters the game for G. Neal,,66-83,,
5:15.0,N. Pekovic misses 2-pt shot from 3 ft,,66-83,,
5:15.0,,,66-83,,Defensive rebound by Team
5:15.0,Loose ball foul by A. Payne (drawn by S. Hawes),,66-83,,
4:59.0,,,66-85,2,S. Hawes makes 2-pt shot from 13 ft (assist by C. Paul)
4:42.0,Turnover by A. Payne (bad pass; steal by M. Barnes),,66-85,,
4:26.0,,,66-85,,S. Hawes misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by A. Wiggins,,66-85,,
