time,Portland,pts.away,score,pts.home,Oklahoma City
6:32.0,,,28-42,,D. Waiters enters the game for D. Augustin
6:17.0,,,28-42,,D. Waiters misses 2-pt shot from 13 ft
6:16.0,Defensive rebound by A. Crabbe,,28-42,,
6:10.0,C. McCollum makes 2-pt shot from 15 ft,2,30-42,,
5:50.0,,,30-42,,Shooting foul by D. Lillard (drawn by R. Westbrook)
5:50.0,,,30-42,,Oklahoma City full timeout
5:50.0,,,30-42,,E. Kanter enters the game for N. Collison
5:50.0,,,30-43,1,R. Westbrook makes free throw 1 of 2
5:50.0,,,30-44,1,R. Westbrook makes free throw 2 of 2
5:27.0,M. Leonard misses 3-pt shot from 30 ft,,30-44,,
5:27.0,,,30-44,,Defensive rebound by Team
5:11.0,,,30-44,,A. Morrow misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by C. McCollum,,30-44,,
5:00.0,Turnover by C. McCollum (lost ball; steal by S. Adams),,30-44,,
4:51.0,,,30-44,,Offensive foul by R. Westbrook
4:51.0,,,30-44,,Turnover by R. Westbrook (offensive foul)
4:34.0,M. Leonard makes 2-pt shot from 7 ft,2,32-44,,
4:21.0,,,32-44,,Turnover by R. Westbrook (bad pass; steal by D. Lillard)
4:21.0,Turnover by D. Lillard (bad pass; steal by D. Waiters),,32-44,,
4:13.0,,,32-44,,D. Waiters misses 2-pt shot from 6 ft
4:11.0,,,32-44,,Offensive rebound by D. Waiters
4:11.0,,,32-44,,D. Waiters misses 2-pt shot from 1 ft
4:09.0,,,32-44,,Offensive rebound by D. Waiters
4:09.0,,,32-44,,D. Waiters misses 2-pt shot from 1 ft
4:09.0,Defensive rebound by Team,,32-44,,
3:51.0,C. McCollum misses 3-pt shot from 23 ft,,32-44,,
3:51.0,,,32-44,,Defensive rebound by A. Morrow
3:46.0,Personal foul by M. Leonard (drawn by S. Adams),,32-44,,
3:46.0,J. Freeland enters the game for M. Leonard,,32-44,,
3:37.0,,,32-46,2,R. Westbrook makes 2-pt shot from 8 ft
3:26.0,Shooting foul by S. Adams (drawn by D. Lillard),,32-46,,
3:26.0,D. Lillard makes free throw 1 of 2,1,33-46,,
3:26.0,D. Lillard makes free throw 2 of 2,1,34-46,,
3:10.0,,,34-46,,E. Kanter misses 2-pt shot at rim
3:09.0,Defensive rebound by C. McCollum,,34-46,,
3:00.0,Turnover by D. Lillard (lost ball; steal by D. Waiters),,34-46,,
2:55.0,,,34-46,,Turnover by R. Westbrook (bad pass)
2:55.0,Portland full timeout,,34-46,,
2:55.0,C. Kaman enters the game for R. Lopez,,34-46,,
2:55.0,A. Gee enters the game for D. Lillard,,34-46,,
2:37.0,J. Freeland makes 2-pt shot from 5 ft,2,36-46,,
2:12.0,,,36-46,,R. Westbrook misses 2-pt shot from 13 ft
2:11.0,Defensive rebound by A. Crabbe,,36-46,,
2:04.0,A. Gee makes 2-pt shot at rim,2,38-46,,
1:48.0,Personal foul by A. Gee (drawn by E. Kanter),,38-46,,
1:48.0,,,38-47,1,E. Kanter makes free throw 1 of 2
1:48.0,,,38-47,,A. Roberson enters the game for A. Morrow
1:48.0,,,38-47,,E. Kanter misses free throw 2 of 2
1:48.0,Defensive rebound by A. Crabbe,,38-47,,
1:34.0,C. Kaman makes 2-pt shot from 11 ft,2,40-47,,
1:22.0,,,40-47,,R. Westbrook misses 2-pt shot from 14 ft
1:21.0,Defensive rebound by A. Crabbe,,40-47,,
1:11.0,J. Freeland makes 2-pt shot from 14 ft (assist by C. McCollum),2,42-47,,
0:51.0,,,42-47,,A. Roberson misses 3-pt shot from 22 ft
0:50.0,,,42-47,,Offensive rebound by S. Adams
0:49.0,Personal foul by A. Gee (drawn by S. Adams),,42-47,,
0:49.0,,,42-47,,S. Adams misses free throw 1 of 2
0:49.0,,,42-47,,Offensive rebound by Team
0:49.0,M. Leonard enters the game for J. Freeland,,42-47,,
0:49.0,,,42-47,,S. Adams misses free throw 2 of 2
0:47.0,Defensive rebound by A. Gee,,42-47,,
0:31.0,A. Gee misses 2-pt shot at rim (block by A. Roberson),,42-47,,
0:29.0,,,42-47,,Defensive rebound by A. Roberson
0:13.0,,,42-47,,R. Westbrook misses 2-pt shot from 6 ft
0:12.0,,,42-47,,Offensive rebound by E. Kanter
0:12.0,,,42-49,2,E. Kanter makes 2-pt shot from 1 ft
0:12.0,Portland full timeout,,42-49,,
0:12.0,,,42-49,,N. Collison enters the game for S. Adams
0:12.0,R. Lopez enters the game for C. McCollum,,42-49,,
0:12.0,D. Lillard enters the game for C. Kaman,,42-49,,
0:12.0,T. Frazier enters the game for A. Gee,,42-49,,
0:12.0,,,42-49,,K. Singler enters the game for E. Kanter
0:03.0,,,42-49,,Personal foul by A. Roberson (drawn by D. Lillard)
0:00.0,D. Lillard misses 3-pt shot from 28 ft,,42-49,,
0:00.0,Offensive rebound by Team,,42-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,Shooting foul by A. Roberson (drawn by A. Gee),,42-49,,
11:43.0,A. Gee makes free throw 1 of 2,1,43-49,,
11:43.0,A. Gee misses free throw 2 of 2,,43-49,,
11:43.0,,,43-49,,Defensive rebound by S. Adams
11:21.0,,,43-51,2,E. Kanter makes 2-pt shot from 3 ft
10:59.0,M. Leonard misses 3-pt shot from 24 ft,,43-51,,
10:58.0,,,43-51,,Defensive rebound by S. Adams
10:49.0,,,43-51,,D. Waiters misses 2-pt shot from 1 ft
10:48.0,Defensive rebound by D. Lillard,,43-51,,
10:44.0,A. Crabbe makes 2-pt shot at rim (assist by A. Gee),2,45-51,,
10:20.0,,,45-53,2,E. Kanter makes 2-pt shot from 11 ft
10:06.0,Turnover by A. Crabbe (bad pass; steal by S. Adams),,45-53,,
10:00.0,,,45-55,2,R. Westbrook makes 2-pt shot from 2 ft
9:44.0,A. Gee makes 3-pt shot from 22 ft (assist by D. Lillard),3,48-55,,
9:24.0,,,48-57,2,A. Roberson makes 2-pt shot at rim (assist by E. Kanter)
9:08.0,A. Crabbe misses 2-pt shot from 17 ft,,48-57,,
9:07.0,,,48-57,,Defensive rebound by R. Westbrook
9:01.0,,,48-57,,R. Westbrook misses 3-pt shot from 24 ft
8:59.0,Defensive rebound by M. Leonard,,48-57,,
8:53.0,,,48-57,,Personal foul by R. Westbrook (drawn by D. Lillard)
8:44.0,M. Leonard makes 3-pt shot from 24 ft,3,51-57,,
8:19.0,,,51-57,,D. Waiters misses 3-pt shot from 23 ft
8:18.0,,,51-57,,Offensive rebound by E. Kanter
8:17.0,,,51-57,,Turnover by E. Kanter (step out of bounds)
8:05.0,M. Leonard misses 2-pt shot from 18 ft,,51-57,,
8:04.0,,,51-57,,Defensive rebound by D. Waiters
7:42.0,,,51-59,2,R. Westbrook makes 2-pt shot from 17 ft
7:17.0,D. Lillard makes 3-pt shot from 27 ft,3,54-59,,
7:02.0,,,54-61,2,E. Kanter makes 2-pt shot from 18 ft (assist by R. Westbrook)
6:44.0,D. Lillard misses 3-pt shot from 24 ft,,54-61,,
6:44.0,,,54-61,,Defensive rebound by E. Kanter
6:29.0,,,54-63,2,S. Adams makes 2-pt shot from 8 ft
6:07.0,,,54-63,,Personal block foul by E. Kanter (drawn by D. Lillard)
6:07.0,C. Kaman enters the game for M. Leonard,,54-63,,
6:07.0,J. Freeland enters the game for R. Lopez,,54-63,,
6:07.0,T. Frazier enters the game for A. Crabbe,,54-63,,
6:00.0,A. Gee misses 3-pt shot from 22 ft,,54-63,,
5:59.0,,,54-63,,Defensive rebound by R. Westbrook
5:55.0,,,54-63,,R. Westbrook misses 2-pt shot from 1 ft
5:54.0,Defensive rebound by A. Gee,,54-63,,
5:47.0,J. Freeland misses 2-pt shot from 19 ft,,54-63,,
5:46.0,,,54-63,,Defensive rebound by A. Roberson
5:40.0,,,54-65,2,D. Waiters makes 2-pt shot from 1 ft
5:40.0,,,54-65,,Shooting foul by T. Frazier (drawn by D. Waiters)
5:40.0,,,54-65,,Oklahoma City full timeout
5:40.0,,,54-66,1,D. Waiters makes free throw 1 of 1
5:25.0,T. Frazier makes 3-pt shot from 24 ft (assist by D. Lillard),3,57-66,,
5:09.0,,,57-66,,D. Waiters misses 2-pt shot from 14 ft
5:08.0,,,57-66,,Offensive rebound by E. Kanter
5:08.0,,,57-68,2,E. Kanter makes 2-pt shot from 1 ft
4:46.0,C. Kaman makes 2-pt shot from 1 ft,2,59-68,,
4:27.0,,,59-70,2,R. Westbrook makes 2-pt shot from 12 ft
4:02.0,Offensive foul by C. Kaman,,59-70,,
4:02.0,Turnover by C. Kaman (offensive foul),,59-70,,
4:02.0,,,59-70,,A. Morrow enters the game for A. Roberson
4:02.0,,,59-70,,N. Collison enters the game for S. Adams
3:47.0,,,59-72,2,E. Kanter makes 2-pt shot from 2 ft
3:31.0,A. Gee makes 2-pt shot from 4 ft,2,61-72,,
3:31.0,,,61-72,,Shooting block foul by N. Collison (drawn by A. Gee)
3:31.0,A. Gee misses free throw 1 of 1,,61-72,,
3:31.0,,,61-72,,Defensive rebound by D. Waiters
3:10.0,,,61-72,,E. Kanter misses 2-pt shot from 3 ft
3:09.0,,,61-72,,Offensive rebound by Team
3:08.0,Loose ball foul by C. Kaman (drawn by E. Kanter),,61-72,,
3:08.0,,,61-72,,D. Augustin enters the game for D. Waiters
3:08.0,A. Crabbe enters the game for A. Gee,,61-72,,
2:58.0,,,61-74,2,R. Westbrook makes 2-pt shot from 15 ft
2:41.0,J. Freeland makes 2-pt shot at rim (assist by C. Kaman),2,63-74,,
2:31.0,,,63-76,2,R. Westbrook makes 2-pt shot from 10 ft
2:12.0,J. Freeland makes 2-pt shot from 16 ft (assist by T. Frazier),2,65-76,,
1:52.0,,,65-76,,A. Morrow misses 3-pt shot from 24 ft
1:52.0,Defensive rebound by Team,,65-76,,
1:52.0,Portland full timeout,,65-76,,
1:30.0,C. Kaman misses 2-pt shot from 6 ft,,65-76,,
1:29.0,Offensive rebound by J. Freeland,,65-76,,
1:29.0,J. Freeland misses 2-pt shot from 2 ft,,65-76,,
1:28.0,Offensive rebound by C. Kaman,,65-76,,
1:27.0,C. Kaman makes 2-pt shot at rim,2,67-76,,
1:18.0,,,67-78,2,R. Westbrook makes 2-pt shot at rim
1:18.0,,,67-78,,Shooting foul by J. Freeland (drawn by R. Westbrook)
1:18.0,,,67-79,1,R. Westbrook makes free throw 1 of 1
1:05.0,J. Freeland makes 2-pt shot from 18 ft (assist by D. Lillard),2,69-79,,
0:47.0,,,69-81,2,D. Augustin makes 2-pt shot from 2 ft
0:34.0,Shooting foul by N. Collison (drawn by D. Lillard),,69-81,,
0:34.0,D. Lillard misses free throw 1 of 2,,69-81,,
0:34.0,Offensive rebound by Team,,69-81,,
0:34.0,M. Leonard enters the game for C. Kaman,,69-81,,
0:34.0,D. Lillard makes free throw 2 of 2,1,70-81,,
0:30.0,,,70-81,,R. Westbrook misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by Team,,70-81,,
0:17.0,Turnover by M. Leonard (step out of bounds),,70-81,,
0:17.0,A. Gee enters the game for D. Lillard,,70-81,,
0:00.0,,,70-81,,R. Westbrook misses 2-pt shot from 21 ft
0:00.0,,,70-81,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,70-81,,D. Augustin misses 2-pt shot from 17 ft
11:43.0,Defensive rebound by A. Crabbe,,70-81,,
11:32.0,M. Leonard makes 2-pt shot from 5 ft (assist by T. Frazier),2,72-81,,
11:16.0,,,72-83,2,D. Waiters makes 2-pt shot from 17 ft
10:51.0,T. Frazier misses 2-pt shot from 7 ft,,72-83,,
10:50.0,,,72-83,,Defensive rebound by S. Adams
10:41.0,Personal foul by A. Crabbe (drawn by D. Waiters),,72-83,,
10:30.0,,,72-83,,N. Collison misses 3-pt shot from 24 ft
10:30.0,Defensive rebound by A. Gee,,72-83,,
10:16.0,M. Leonard makes 3-pt shot from 22 ft (assist by T. Frazier),3,75-83,,
10:01.0,Violation by M. Leonard (kicked ball),,75-83,,
9:51.0,,,75-83,,N. Collison misses 2-pt shot from 4 ft (block by R. Lopez)
9:50.0,Defensive rebound by T. Frazier,,75-83,,
9:45.0,A. Gee misses 2-pt shot from 1 ft,,75-83,,
9:44.0,,,75-83,,Defensive rebound by S. Adams
9:37.0,,,75-83,,D. Waiters misses 3-pt shot from 23 ft
9:36.0,,,75-83,,Offensive rebound by S. Adams
9:32.0,,,75-83,,A. Morrow misses 3-pt shot from 24 ft
9:31.0,Defensive rebound by M. Leonard,,75-83,,
9:23.0,,,75-83,,Personal foul by D. Waiters (drawn by T. Frazier)
9:14.0,A. Crabbe misses 3-pt shot from 23 ft,,75-83,,
9:13.0,,,75-83,,Defensive rebound by A. Morrow
8:58.0,Official timeout,,75-83,,
8:58.0,Inbound foul by A. Crabbe,,75-83,,
8:58.0,,,75-83,,A. Morrow misses free throw 1 of 2
8:58.0,,,75-83,,Offensive rebound by Team
8:58.0,,,75-84,1,A. Morrow makes free throw 2 of 2
8:42.0,T. Frazier misses 2-pt shot from 10 ft,,75-84,,
8:41.0,,,75-84,,Defensive rebound by N. Collison
8:34.0,,,75-84,,N. Collison misses 2-pt shot from 11 ft
8:33.0,Defensive rebound by A. Gee,,75-84,,
8:10.0,T. Frazier misses 2-pt shot from 6 ft,,75-84,,
8:09.0,,,75-84,,Defensive rebound by D. Augustin
7:59.0,,,75-84,,D. Waiters misses 2-pt shot from 3 ft (block by M. Leonard)
7:59.0,,,75-84,,Offensive rebound by Team
7:59.0,,,75-84,,R. Westbrook enters the game for D. Augustin
7:57.0,,,75-86,2,A. Morrow makes 2-pt shot from 14 ft (assist by D. Waiters)
7:31.0,R. Lopez makes 2-pt shot from 5 ft (assist by T. Frazier),2,77-86,,
7:09.0,,,77-86,,R. Westbrook misses 2-pt shot from 11 ft
7:08.0,Defensive rebound by A. Crabbe,,77-86,,
6:56.0,T. Frazier misses 2-pt shot from 3 ft (block by N. Collison),,77-86,,
6:54.0,,,77-86,,Defensive rebound by R. Westbrook
6:51.0,,,77-88,2,A. Morrow makes 2-pt shot at rim (assist by R. Westbrook)
6:49.0,Portland full timeout,,77-88,,
6:49.0,J. Freeland enters the game for R. Lopez,,77-88,,
6:49.0,,,77-88,,E. Kanter enters the game for N. Collison
6:36.0,A. Gee makes 2-pt shot from 2 ft,2,79-88,,
6:36.0,Shooting foul by S. Adams (drawn by A. Gee),,79-88,,
6:36.0,A. Gee makes free throw 1 of 1,1,80-88,,
6:17.0,,,80-88,,Offensive foul by R. Westbrook
6:17.0,,,80-88,,Turnover by R. Westbrook (offensive foul)
5:58.0,J. Freeland misses 2-pt shot from 17 ft,,80-88,,
5:57.0,,,80-88,,Defensive rebound by R. Westbrook
5:45.0,,,80-88,,D. Waiters misses 3-pt shot from 22 ft
5:43.0,Defensive rebound by T. Frazier,,80-88,,
5:34.0,A. Crabbe makes 2-pt shot from 18 ft,2,82-88,,
5:18.0,,,82-91,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:52.0,T. Frazier misses 3-pt shot from 25 ft,,82-91,,
4:51.0,Offensive rebound by J. Freeland,,82-91,,
4:48.0,Turnover by Team (shot clock),,82-91,,
4:39.0,Personal foul by M. Leonard (drawn by R. Westbrook),,82-91,,
4:32.0,,,82-91,,R. Westbrook misses 2-pt shot from 1 ft
4:31.0,,,82-91,,Offensive rebound by R. Westbrook
4:31.0,Violation by J. Freeland (def goaltending),,82-91,,
4:31.0,,,82-93,2,R. Westbrook makes 2-pt shot from 1 ft
4:18.0,J. Freeland misses 2-pt shot from 19 ft,,82-93,,
4:17.0,,,82-93,,Defensive rebound by R. Westbrook
4:04.0,,,82-93,,R. Westbrook misses 3-pt shot from 24 ft
4:02.0,Defensive rebound by A. Gee,,82-93,,
4:00.0,Turnover by A. Gee (bad pass; steal by R. Westbrook),,82-93,,
4:00.0,,,82-93,,Shooting foul by A. Gee (drawn by R. Westbrook)
4:00.0,,,82-94,1,R. Westbrook makes free throw 1 of 2
4:00.0,,,82-95,1,R. Westbrook makes free throw 2 of 2
3:47.0,M. Leonard misses 3-pt shot from 24 ft,,82-95,,
3:47.0,,,82-95,,Defensive rebound by E. Kanter
