time,Charlotte,pts.away,score,pts.home,New Orleans
7:16.0,M. Williams makes 2-pt shot from 5 ft (assist by L. Stephenson),2,11-8,,
6:59.0,,,11-8,,Shooting foul by A. Jefferson (drawn by E. Gordon)
6:59.0,,,11-9,1,E. Gordon makes free throw 1 of 2
6:59.0,,,11-10,1,E. Gordon makes free throw 2 of 2
6:44.0,Turnover by L. Stephenson (lost ball),,11-10,,
6:33.0,,,11-10,,Shooting foul by G. Henderson (drawn by E. Gordon)
6:33.0,,,11-11,1,E. Gordon makes free throw 1 of 2
6:33.0,,,11-12,1,E. Gordon makes free throw 2 of 2
6:19.0,K. Walker misses 2-pt shot from 1 ft,,11-12,,
6:18.0,,,11-12,,Defensive rebound by A. Rivers
6:12.0,,,11-12,,E. Gordon misses 2-pt shot from 2 ft
6:10.0,,,11-12,,Offensive rebound by Team
5:54.0,,,11-12,,A. Rivers misses 2-pt shot from 6 ft
5:53.0,Defensive rebound by M. Williams,,11-12,,
5:41.0,A. Jefferson misses 2-pt shot from 3 ft (block by A. Davis),,11-12,,
5:40.0,,,11-12,,Defensive rebound by O. Asik
5:25.0,,,11-12,,E. Gordon misses 3-pt shot from 26 ft
5:24.0,Defensive rebound by A. Jefferson,,11-12,,
5:13.0,L. Stephenson misses 2-pt shot from 16 ft,,11-12,,
5:12.0,Offensive rebound by M. Williams,,11-12,,
5:02.0,Turnover by L. Stephenson (bad pass; steal by O. Asik),,11-12,,
4:56.0,,,11-14,2,A. Rivers makes 2-pt shot from 1 ft (assist by J. Holiday)
4:49.0,Charlotte full timeout,,11-14,,
4:49.0,C. Zeller enters the game for M. Williams,,11-14,,
4:49.0,P. Hairston enters the game for G. Henderson,,11-14,,
4:34.0,K. Walker makes 3-pt shot from 25 ft (assist by L. Stephenson),3,14-14,,
4:14.0,,,14-16,2,A. Davis makes 2-pt shot at rim (assist by O. Asik)
3:56.0,K. Walker misses 2-pt shot from 1 ft (block by J. Holiday),,14-16,,
3:55.0,,,14-16,,Defensive rebound by E. Gordon
3:47.0,,,14-19,3,J. Holiday makes 3-pt shot from 24 ft (assist by A. Rivers)
3:31.0,K. Walker misses 3-pt shot from 22 ft,,14-19,,
3:30.0,,,14-19,,Defensive rebound by A. Davis
3:21.0,,,14-19,,J. Holiday misses 2-pt shot from 2 ft
3:20.0,,,14-19,,Offensive rebound by O. Asik
3:20.0,,,14-19,,Shooting foul by K. Walker (drawn by O. Asik)
3:20.0,,,14-20,1,O. Asik makes free throw 1 of 2
3:20.0,,,14-20,,R. Anderson enters the game for J. Holiday
3:20.0,G. Neal enters the game for A. Jefferson,,14-20,,
3:20.0,J. Maxiell enters the game for L. Stephenson,,14-20,,
3:20.0,B. Roberts enters the game for K. Walker,,14-20,,
3:20.0,,,14-20,,J. Fredette enters the game for A. Davis
3:20.0,,,14-21,1,O. Asik makes free throw 2 of 2
2:55.0,G. Neal makes 3-pt shot from 25 ft,3,17-21,,
2:31.0,,,17-21,,A. Rivers misses 3-pt shot from 22 ft
2:30.0,,,17-21,,Offensive rebound by O. Asik
2:26.0,,,17-24,3,R. Anderson makes 3-pt shot from 24 ft (assist by O. Asik)
2:01.0,J. Maxiell makes 2-pt shot from 17 ft (assist by B. Roberts),2,19-24,,
1:54.0,,,19-24,,New Orleans full timeout
1:54.0,,,19-24,,A. Ajinca enters the game for O. Asik
1:39.0,,,19-24,,A. Ajinca misses 2-pt shot from 16 ft
1:38.0,Defensive rebound by G. Neal,,19-24,,
1:30.0,G. Neal misses 3-pt shot from 25 ft,,19-24,,
1:26.0,,,19-24,,Defensive rebound by A. Rivers
1:20.0,,,19-24,,Turnover by A. Ajinca (lost ball; steal by G. Neal)
1:11.0,Turnover by J. Maxiell (bad pass; steal by A. Rivers),,19-24,,
1:07.0,,,19-24,,Shooting foul by P. Hairston (drawn by A. Rivers)
1:07.0,,,19-25,1,A. Rivers makes free throw 1 of 2
1:07.0,,,19-26,1,A. Rivers makes free throw 2 of 2
0:56.0,Turnover by P. Hairston (lost ball; steal by E. Gordon),,19-26,,
0:51.0,,,19-26,,R. Smith enters the game for E. Gordon
0:51.0,,,19-26,,Turnover by J. Fredette (bad pass)
0:41.0,,,19-26,,Personal foul by A. Ajinca (drawn by B. Roberts)
0:39.0,,,19-26,,Personal foul by R. Smith (drawn by B. Roberts)
0:39.0,B. Roberts makes free throw 1 of 2,1,20-26,,
0:39.0,B. Roberts makes free throw 2 of 2,1,21-26,,
0:25.0,,,21-26,,R. Smith misses 3-pt shot from 24 ft
0:23.0,Defensive rebound by C. Zeller,,21-26,,
0:01.0,G. Neal misses 2-pt shot from 1 ft,,21-26,,
0:01.0,,,21-26,,Defensive rebound by A. Rivers
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,21-26,,Turnover by R. Smith (bad pass)
11:38.0,C. Zeller makes 2-pt shot from 2 ft (assist by B. Roberts),2,23-26,,
11:17.0,,,23-28,2,R. Anderson makes 2-pt shot from 15 ft
11:04.0,Shooting foul by A. Ajinca (drawn by C. Zeller),,23-28,,
11:04.0,C. Zeller misses free throw 1 of 2,,23-28,,
11:04.0,Offensive rebound by Team,,23-28,,
11:04.0,C. Zeller makes free throw 2 of 2,1,24-28,,
10:48.0,,,24-28,,R. Anderson misses 2-pt shot from 16 ft
10:47.0,,,24-28,,Offensive rebound by A. Ajinca
10:44.0,,,24-28,,A. Ajinca misses 2-pt shot from 2 ft
10:43.0,Defensive rebound by L. Stephenson,,24-28,,
10:34.0,C. Zeller misses 2-pt shot from 2 ft,,24-28,,
10:33.0,,,24-28,,Defensive rebound by A. Ajinca
10:27.0,,,24-28,,A. Rivers misses 2-pt shot from 2 ft
10:27.0,Defensive rebound by Team,,24-28,,
10:27.0,,,24-28,,Loose ball foul by R. Anderson (drawn by G. Neal)
10:10.0,G. Neal makes 2-pt shot from 13 ft (assist by C. Zeller),2,26-28,,
9:52.0,,,26-30,2,A. Ajinca makes 2-pt shot from 12 ft
9:35.0,C. Zeller makes 2-pt shot from 19 ft (assist by L. Stephenson),2,28-30,,
9:19.0,,,28-30,,Offensive foul by A. Ajinca
9:19.0,,,28-30,,Turnover by A. Ajinca (offensive foul)
9:19.0,M. Williams enters the game for J. Maxiell,,28-30,,
9:19.0,,,28-30,,A. Davis enters the game for A. Ajinca
9:04.0,B. Roberts makes 2-pt shot from 3 ft,2,30-30,,
8:54.0,,,30-30,,Offensive charge foul by R. Smith
8:54.0,,,30-30,,Turnover by R. Smith (offensive foul)
8:54.0,Official timeout,,30-30,,
8:54.0,,,30-30,,T. Evans enters the game for R. Smith
8:43.0,C. Zeller makes 2-pt shot at rim (assist by B. Roberts),2,32-30,,
8:22.0,,,32-30,,T. Evans misses 2-pt shot from 2 ft
8:21.0,,,32-30,,Offensive rebound by R. Anderson
8:21.0,,,32-32,2,R. Anderson makes 2-pt shot from 3 ft
8:07.0,Turnover by G. Neal (traveling),,32-32,,
7:56.0,,,32-32,,R. Anderson misses 3-pt shot from 26 ft
7:54.0,Defensive rebound by G. Neal,,32-32,,
7:37.0,G. Neal misses 2-pt shot from 10 ft,,32-32,,
7:36.0,,,32-32,,Defensive rebound by A. Davis
7:26.0,,,32-34,2,A. Rivers makes 2-pt shot from 1 ft
7:07.0,L. Stephenson misses 2-pt shot from 3 ft (block by A. Davis),,32-34,,
7:06.0,,,32-34,,Defensive rebound by J. Fredette
7:00.0,,,32-34,,T. Evans misses 2-pt shot from 1 ft
6:59.0,,,32-34,,Offensive rebound by A. Rivers
6:56.0,,,32-37,3,R. Anderson makes 3-pt shot from 25 ft (assist by A. Rivers)
6:50.0,Charlotte full timeout,,32-37,,
6:50.0,A. Jefferson enters the game for C. Zeller,,32-37,,
6:50.0,G. Henderson enters the game for G. Neal,,32-37,,
6:50.0,,,32-37,,J. Holiday enters the game for J. Fredette
6:36.0,M. Williams misses 3-pt shot from 22 ft,,32-37,,
6:35.0,Offensive rebound by A. Jefferson,,32-37,,
6:31.0,A. Jefferson misses 2-pt shot from 5 ft,,32-37,,
6:30.0,Offensive rebound by M. Williams,,32-37,,
6:30.0,M. Williams makes 2-pt shot from 1 ft,2,34-37,,
6:16.0,,,34-37,,Turnover by T. Evans (bad pass; steal by M. Williams)
6:10.0,G. Henderson makes 2-pt shot from 1 ft (assist by M. Williams),2,36-37,,
5:52.0,,,36-39,2,A. Davis makes 2-pt shot from 2 ft (assist by J. Holiday)
5:36.0,A. Jefferson makes 2-pt shot from 2 ft (assist by B. Roberts),2,38-39,,
5:24.0,,,38-39,,A. Davis misses 2-pt shot from 17 ft
5:21.0,Defensive rebound by G. Henderson,,38-39,,
5:16.0,B. Roberts misses 3-pt shot from 24 ft,,38-39,,
5:15.0,,,38-39,,Defensive rebound by T. Evans
5:00.0,,,38-41,2,A. Rivers makes 2-pt shot from 3 ft (assist by T. Evans)
4:46.0,A. Jefferson makes 2-pt shot from 2 ft (assist by L. Stephenson),2,40-41,,
4:35.0,Personal foul by A. Jefferson (drawn by A. Davis),,40-41,,
4:35.0,,,40-41,,O. Asik enters the game for R. Anderson
4:35.0,,,40-41,,E. Gordon enters the game for A. Rivers
4:35.0,K. Walker enters the game for B. Roberts,,40-41,,
4:20.0,,,40-41,,Turnover by E. Gordon (lost ball; steal by G. Henderson)
4:10.0,A. Jefferson misses 2-pt shot from 15 ft,,40-41,,
4:09.0,,,40-41,,Defensive rebound by T. Evans
4:04.0,Personal foul by M. Williams (drawn by A. Davis),,40-41,,
4:04.0,C. Zeller enters the game for M. Williams,,40-41,,
4:04.0,Violation by Team (delay of game),,40-41,,
3:55.0,,,40-41,,A. Davis misses 2-pt shot from 14 ft
3:54.0,Defensive rebound by L. Stephenson,,40-41,,
3:34.0,A. Jefferson misses 2-pt shot from 1 ft,,40-41,,
3:32.0,,,40-41,,Defensive rebound by T. Evans
3:27.0,,,40-41,,T. Evans misses 2-pt shot from 2 ft
3:25.0,Defensive rebound by C. Zeller,,40-41,,
3:17.0,K. Walker misses 2-pt shot from 3 ft (block by O. Asik),,40-41,,
3:16.0,,,40-41,,Defensive rebound by O. Asik
3:13.0,,,40-43,2,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis)
2:53.0,K. Walker misses 3-pt shot from 24 ft,,40-43,,
2:52.0,Offensive rebound by L. Stephenson,,40-43,,
2:51.0,L. Stephenson misses 2-pt shot from 1 ft (block by A. Davis),,40-43,,
2:51.0,,,40-43,,Defensive rebound by A. Davis
2:47.0,,,40-43,,Shooting foul by G. Henderson (drawn by J. Holiday)
2:47.0,,,40-43,,New Orleans full timeout
2:47.0,G. Neal enters the game for L. Stephenson,,40-43,,
2:47.0,,,40-44,1,J. Holiday makes free throw 1 of 2
2:47.0,,,40-45,1,J. Holiday makes free throw 2 of 2
2:25.0,A. Jefferson makes 2-pt shot from 2 ft (assist by K. Walker),2,42-45,,
2:10.0,,,42-47,2,A. Davis makes 2-pt shot from 8 ft (assist by T. Evans)
1:54.0,A. Jefferson makes 2-pt shot from 2 ft (assist by K. Walker),2,44-47,,
1:35.0,,,44-47,,T. Evans misses 2-pt shot from 17 ft
1:34.0,,,44-47,,Offensive rebound by O. Asik
1:27.0,Personal foul by C. Zeller (drawn by A. Davis),,44-47,,
1:27.0,B. Roberts enters the game for K. Walker,,44-47,,
1:27.0,J. Maxiell enters the game for A. Jefferson,,44-47,,
1:11.0,,,44-47,,A. Davis misses 2-pt shot from 15 ft
1:11.0,Defensive rebound by Team,,44-47,,
1:11.0,,,44-47,,Loose ball foul by O. Asik (drawn by J. Maxiell)
1:11.0,,,44-47,,A. Rivers enters the game for T. Evans
1:02.0,G. Neal makes 2-pt shot from 16 ft,2,46-47,,
0:57.0,,,46-47,,E. Gordon misses 2-pt shot from 1 ft (block by C. Zeller)
0:53.0,Defensive rebound by C. Zeller,,46-47,,
0:39.0,J. Maxiell misses 2-pt shot from 7 ft,,46-47,,
0:37.0,,,46-47,,Defensive rebound by A. Davis
0:25.0,,,46-47,,Turnover by E. Gordon (lost ball; steal by G. Henderson)
0:22.0,Shooting foul by E. Gordon (drawn by G. Henderson),,46-47,,
0:22.0,G. Henderson makes free throw 1 of 2,1,47-47,,
0:22.0,,,47-47,,R. Anderson enters the game for O. Asik
0:22.0,G. Henderson makes free throw 2 of 2,1,48-47,,
0:02.0,,,48-47,,J. Holiday misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by C. Zeller,,48-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,48-47,,A. Davis misses 2-pt shot from 5 ft
11:43.0,Defensive rebound by L. Stephenson,,48-47,,
11:23.0,A. Jefferson misses 2-pt shot from 10 ft,,48-47,,
11:22.0,,,48-47,,Defensive rebound by A. Davis
11:10.0,,,48-49,2,J. Holiday makes 2-pt shot from 9 ft (assist by T. Evans)
10:51.0,M. Williams misses 3-pt shot from 25 ft,,48-49,,
10:50.0,Offensive rebound by L. Stephenson,,48-49,,
10:47.0,Turnover by L. Stephenson (bad pass),,48-49,,
10:33.0,,,48-49,,E. Gordon misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by L. Stephenson,,48-49,,
10:23.0,,,48-49,,Violation by J. Holiday (kicked ball)
10:10.0,G. Henderson misses 2-pt shot from 20 ft,,48-49,,
10:09.0,,,48-49,,Defensive rebound by T. Evans
10:01.0,Def 3 sec tech foul by A. Jefferson,,48-49,,
10:01.0,,,48-50,1,J. Holiday makes technical free throw
9:47.0,,,48-52,2,A. Davis makes 2-pt shot from 15 ft (assist by J. Holiday)
9:29.0,M. Williams misses 3-pt shot from 24 ft,,48-52,,
9:28.0,,,48-52,,Defensive rebound by A. Davis
9:19.0,,,48-54,2,A. Davis makes 2-pt shot from 17 ft (assist by J. Holiday)
8:53.0,A. Jefferson misses 2-pt shot from 2 ft,,48-54,,
8:52.0,,,48-54,,Defensive rebound by O. Asik
8:42.0,,,48-54,,T. Evans misses 2-pt shot from 2 ft
8:41.0,,,48-54,,Offensive rebound by O. Asik
8:38.0,,,48-54,,O. Asik misses 2-pt shot from 2 ft
8:37.0,Defensive rebound by A. Jefferson,,48-54,,
8:16.0,K. Walker misses 3-pt shot from 27 ft,,48-54,,
8:15.0,,,48-54,,Defensive rebound by A. Davis
8:06.0,,,48-54,,E. Gordon misses 2-pt shot from 12 ft
8:05.0,Defensive rebound by M. Williams,,48-54,,
7:51.0,Shooting foul by O. Asik (drawn by A. Jefferson),,48-54,,
7:51.0,A. Jefferson makes free throw 1 of 2,1,49-54,,
7:51.0,A. Jefferson makes free throw 2 of 2,1,50-54,,
7:30.0,,,50-56,2,A. Davis makes 2-pt shot from 17 ft (assist by E. Gordon)
7:04.0,,,50-56,,Personal foul by E. Gordon (drawn by A. Jefferson)
6:59.0,Turnover by L. Stephenson (traveling),,50-56,,
6:46.0,,,50-58,2,O. Asik makes 2-pt shot at rim (assist by T. Evans)
6:46.0,Charlotte full timeout,,50-58,,
6:46.0,G. Neal enters the game for L. Stephenson,,50-58,,
6:27.0,A. Jefferson makes 2-pt shot from 8 ft (assist by K. Walker),2,52-58,,
6:04.0,,,52-61,3,T. Evans makes 3-pt shot from 25 ft (assist by A. Davis)
5:41.0,Turnover by G. Neal (bad pass; steal by A. Davis),,52-61,,
5:37.0,,,52-61,,Turnover by A. Davis (bad pass; steal by K. Walker)
5:36.0,K. Walker misses 3-pt shot from 40 ft,,52-61,,
5:33.0,,,52-61,,Defensive rebound by T. Evans
5:20.0,,,52-61,,J. Holiday misses 3-pt shot from 22 ft
5:18.0,Defensive rebound by G. Neal,,52-61,,
5:04.0,G. Neal makes 2-pt shot from 15 ft,2,54-61,,
4:46.0,,,54-63,2,A. Davis makes 2-pt shot from 15 ft (assist by J. Holiday)
4:20.0,A. Jefferson misses 2-pt shot from 14 ft,,54-63,,
4:19.0,,,54-63,,Defensive rebound by J. Holiday
4:14.0,Personal foul by G. Henderson (drawn by T. Evans),,54-63,,
4:14.0,C. Zeller enters the game for M. Williams,,54-63,,
4:14.0,,,54-63,,A. Rivers enters the game for E. Gordon
4:05.0,,,54-63,,J. Holiday misses 2-pt shot from 9 ft
4:04.0,Defensive rebound by G. Neal,,54-63,,
3:56.0,G. Neal makes 2-pt shot from 16 ft,2,56-63,,
3:35.0,,,56-65,2,T. Evans makes 2-pt shot from 18 ft
3:19.0,K. Walker misses 2-pt shot from 14 ft,,56-65,,
3:18.0,,,56-65,,Defensive rebound by A. Davis
3:08.0,,,56-65,,T. Evans misses 2-pt shot from 1 ft
3:07.0,Defensive rebound by A. Jefferson,,56-65,,
3:02.0,Turnover by K. Walker (bad pass),,56-65,,
3:02.0,J. Maxiell enters the game for A. Jefferson,,56-65,,
3:02.0,P. Hairston enters the game for G. Henderson,,56-65,,
3:02.0,,,56-65,,New Orleans full timeout
3:02.0,,,56-65,,R. Anderson enters the game for O. Asik
2:41.0,,,56-65,,T. Evans misses 2-pt shot from 17 ft
2:40.0,Defensive rebound by P. Hairston,,56-65,,
2:31.0,K. Walker misses 3-pt shot from 25 ft,,56-65,,
2:30.0,,,56-65,,Defensive rebound by T. Evans
2:21.0,,,56-65,,Shooting foul by G. Neal (drawn by A. Davis)
2:21.0,,,56-66,1,A. Davis makes free throw 1 of 2
2:21.0,,,56-66,,J. Fredette enters the game for T. Evans
2:21.0,B. Roberts enters the game for K. Walker,,56-66,,
2:21.0,,,56-67,1,A. Davis makes free throw 2 of 2
2:04.0,B. Roberts misses 3-pt shot from 27 ft,,56-67,,
2:04.0,,,56-67,,Defensive rebound by Team
1:53.0,,,56-69,2,J. Holiday makes 2-pt shot from 2 ft
1:53.0,Charlotte full timeout,,56-69,,
1:33.0,Turnover by G. Neal (bad pass),,56-69,,
1:20.0,,,56-71,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
0:56.0,P. Hairston makes 2-pt shot from 14 ft (assist by C. Zeller),2,58-71,,
0:44.0,,,58-71,,A. Davis misses 2-pt shot from 16 ft
0:43.0,Defensive rebound by J. Maxiell,,58-71,,
0:37.0,G. Neal makes 3-pt shot from 24 ft,3,61-71,,
0:27.0,,,61-71,,Shooting foul by B. Roberts (drawn by J. Holiday)
0:27.0,,,61-72,1,J. Holiday makes free throw 1 of 2
0:27.0,,,61-72,,A. Ajinca enters the game for A. Davis
0:27.0,,,61-73,1,J. Holiday makes free throw 2 of 2
0:07.0,G. Neal makes 2-pt shot from 12 ft,2,63-73,,
0:07.0,Shooting foul by A. Ajinca (drawn by G. Neal),,63-73,,
0:07.0,G. Neal makes free throw 1 of 1,1,64-73,,
0:01.0,,,64-73,,R. Anderson misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by Team,,64-73,,
0:00.0,,,64-73,,Loose ball foul by A. Ajinca (drawn by J. Maxiell)
0:00.0,J. Maxiell misses free throw 1 of 2,,64-73,,
0:00.0,Offensive rebound by Team,,64-73,,
0:00.0,J. Maxiell makes free throw 2 of 2,1,65-73,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,G. Neal misses 2-pt shot from 10 ft,,65-73,,
11:42.0,,,65-73,,Defensive rebound by A. Davis
11:28.0,,,65-73,,R. Anderson misses 3-pt shot from 23 ft
11:26.0,,,65-73,,Offensive rebound by A. Davis
11:26.0,Shooting block foul by J. Maxiell (drawn by A. Davis),,65-73,,
11:26.0,,,65-74,1,A. Davis makes free throw 1 of 2
11:26.0,,,65-75,1,A. Davis makes free throw 2 of 2
11:12.0,P. Hairston makes 2-pt shot from 14 ft,2,67-75,,
10:54.0,,,67-77,2,R. Anderson makes 2-pt shot from 2 ft
10:41.0,Turnover by B. Roberts (bad pass),,67-77,,
10:26.0,,,67-79,2,A. Davis makes 2-pt shot from 2 ft (assist by A. Rivers)
10:24.0,Charlotte full timeout,,67-79,,
10:11.0,,,67-79,,Personal foul by J. Fredette (drawn by J. Maxiell)
10:05.0,J. Maxiell makes 2-pt shot at rim (assist by B. Roberts),2,69-79,,
9:50.0,,,69-79,,A. Davis misses 2-pt shot from 17 ft
9:48.0,Defensive rebound by G. Neal,,69-79,,
9:44.0,G. Neal makes 2-pt shot from 13 ft,2,71-79,,
9:29.0,,,71-81,2,A. Rivers makes 2-pt shot from 2 ft
9:15.0,C. Zeller makes 2-pt shot from 1 ft (assist by B. Roberts),2,73-81,,
8:56.0,,,73-83,2,A. Rivers makes 2-pt shot from 1 ft
8:45.0,,,73-83,,Personal foul by J. Fredette (drawn by B. Roberts)
8:45.0,Official timeout,,73-83,,
8:45.0,A. Jefferson enters the game for J. Maxiell,,73-83,,
8:45.0,G. Henderson enters the game for G. Neal,,73-83,,
8:45.0,,,73-83,,O. Asik enters the game for A. Davis
8:45.0,,,73-83,,T. Evans enters the game for J. Fredette
8:37.0,B. Roberts misses 2-pt shot from 15 ft,,73-83,,
8:36.0,,,73-83,,Defensive rebound by O. Asik
8:21.0,,,73-85,2,R. Anderson makes 2-pt shot from 16 ft
7:57.0,B. Roberts misses 2-pt shot from 2 ft,,73-85,,
7:56.0,Offensive rebound by A. Jefferson,,73-85,,
7:56.0,A. Jefferson makes 2-pt shot from 2 ft,2,75-85,,
7:32.0,,,75-85,,A. Rivers misses 2-pt shot from 7 ft
7:31.0,,,75-85,,Offensive rebound by T. Evans
7:26.0,,,75-85,,T. Evans misses 2-pt shot from 2 ft
7:25.0,Defensive rebound by C. Zeller,,75-85,,
7:13.0,,,75-85,,Personal foul by A. Rivers (drawn by C. Zeller)
7:13.0,M. Williams enters the game for C. Zeller,,75-85,,
7:13.0,,,75-85,,J. Holiday enters the game for E. Gordon
7:05.0,P. Hairston misses 3-pt shot from 24 ft,,75-85,,
7:04.0,,,75-85,,Defensive rebound by O. Asik
6:43.0,,,75-87,2,R. Anderson makes 2-pt shot from 3 ft (assist by T. Evans)
6:21.0,G. Henderson misses 3-pt shot from 25 ft,,75-87,,
6:20.0,,,75-87,,Defensive rebound by A. Rivers
6:02.0,,,75-90,3,T. Evans makes 3-pt shot from 24 ft (assist by J. Holiday)
5:53.0,Charlotte full timeout,,75-90,,
5:53.0,G. Neal enters the game for P. Hairston,,75-90,,
5:53.0,K. Walker enters the game for B. Roberts,,75-90,,
5:38.0,A. Jefferson misses 2-pt shot from 2 ft,,75-90,,
5:37.0,,,75-90,,Defensive rebound by O. Asik
5:15.0,,,75-90,,Turnover by T. Evans (lost ball; steal by A. Jefferson)
5:10.0,M. Williams makes 2-pt shot from 2 ft (assist by A. Jefferson),2,77-90,,
4:49.0,,,77-92,2,O. Asik makes 2-pt shot at rim (assist by J. Holiday)
4:26.0,K. Walker makes 3-pt shot from 23 ft (assist by G. Neal),3,80-92,,
4:09.0,,,80-92,,J. Holiday misses 2-pt shot from 21 ft
4:08.0,Defensive rebound by G. Neal,,80-92,,
4:01.0,G. Neal makes 2-pt shot from 16 ft,2,82-92,,
4:01.0,,,82-92,,New Orleans full timeout
4:01.0,,,82-92,,A. Davis enters the game for O. Asik
4:01.0,,,82-94,2,T. Evans makes 2-pt shot from 2 ft (assist by R. Anderson)
3:38.0,G. Neal misses 2-pt shot from 2 ft (block by A. Rivers),,82-94,,
3:37.0,,,82-94,,Defensive rebound by T. Evans
3:09.0,,,82-94,,R. Anderson misses 3-pt shot from 26 ft
3:08.0,Defensive rebound by G. Henderson,,82-94,,
2:45.0,G. Neal misses 3-pt shot from 25 ft,,82-94,,
2:44.0,,,82-94,,Defensive rebound by R. Anderson
2:27.0,,,82-94,,T. Evans misses 3-pt shot from 26 ft
2:25.0,Defensive rebound by K. Walker,,82-94,,
2:05.0,A. Jefferson makes 2-pt shot from 4 ft (assist by G. Henderson),2,84-94,,
1:51.0,,,84-96,2,T. Evans makes 2-pt shot from 2 ft (assist by R. Anderson)
1:51.0,,,84-96,,Personal foul by T. Evans (drawn by G. Henderson)
1:51.0,M. Williams makes 3-pt shot from 25 ft (assist by G. Neal),3,87-96,,
1:51.0,,,87-96,,T. Evans misses 2-pt shot from 2 ft
1:50.0,,,87-96,,Offensive rebound by A. Davis
1:50.0,,,87-98,2,A. Davis makes 2-pt shot at rim
1:50.0,G. Henderson makes 2-pt shot from 21 ft (assist by M. Williams),2,89-98,,
1:50.0,Personal take foul by G. Henderson (drawn by R. Anderson),,89-98,,
1:50.0,,,89-100,2,T. Evans makes 2-pt shot from 2 ft (assist by J. Holiday)
1:50.0,M. Williams misses 3-pt shot from 25 ft,,89-100,,
1:49.0,,,89-100,,Defensive rebound by T. Evans
1:28.0,,,89-100,,T. Evans misses 3-pt shot from 25 ft
1:25.0,,,89-100,,Offensive rebound by R. Anderson
1:20.0,,,89-100,,Turnover by Team (shot clock)
1:20.0,K. Walker makes 2-pt shot from 2 ft,2,91-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
