time,Orlando,pts.away,score,pts.home,Boston
0:00.0,Offensive rebound by Team,,23-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,23-19,,L. Datome misses 2-pt shot from 15 ft
11:44.0,Defensive rebound by L. Ridnour,,23-19,,
11:26.0,A. Gordon misses 3-pt shot from 23 ft,,23-19,,
11:25.0,,,23-19,,Defensive rebound by J. Crowder
11:08.0,,,23-21,2,K. Olynyk makes 2-pt shot at rim (assist by P. Pressey)
10:46.0,N. Vucevic misses 2-pt shot from 11 ft,,23-21,,
10:44.0,,,23-21,,Defensive rebound by L. Datome
10:38.0,,,23-24,3,J. Crowder makes 3-pt shot from 25 ft (assist by P. Pressey)
10:23.0,,,23-24,,Personal foul by K. Olynyk (drawn by N. Vucevic)
10:23.0,E. Payton enters the game for L. Ridnour,,23-24,,
10:12.0,N. Vucevic misses 2-pt shot from 12 ft,,23-24,,
10:11.0,,,23-24,,Defensive rebound by J. Crowder
10:08.0,,,23-24,,Turnover by P. Pressey (bad pass)
9:53.0,C. Frye misses 3-pt shot from 26 ft,,23-24,,
9:52.0,,,23-24,,Defensive rebound by K. Olynyk
9:44.0,,,23-24,,Turnover by L. Datome (lost ball)
9:18.0,N. Vucevic makes 2-pt shot at rim,2,25-24,,
9:06.0,,,25-24,,Turnover by K. Olynyk (lost ball; steal by E. Payton)
9:00.0,E. Payton misses 2-pt shot at rim,,25-24,,
8:58.0,Offensive rebound by A. Gordon,,25-24,,
8:58.0,A. Gordon makes 2-pt shot at rim,2,27-24,,
8:46.0,,,27-26,2,P. Pressey makes 2-pt shot from 12 ft
8:42.0,,,27-26,,Personal foul by K. Olynyk (drawn by N. Vucevic)
8:42.0,Official timeout,,27-26,,
8:42.0,,,27-26,,T. Zeller enters the game for K. Olynyk
8:35.0,C. Frye misses 2-pt shot from 20 ft,,27-26,,
8:34.0,,,27-26,,Defensive rebound by P. Pressey
8:18.0,,,27-26,,L. Datome misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by E. Payton,,27-26,,
8:11.0,E. Payton misses 2-pt shot from 5 ft (block by J. Jerebko),,27-26,,
8:09.0,Offensive rebound by E. Payton,,27-26,,
8:08.0,E. Payton makes 2-pt shot at rim,2,29-26,,
8:03.0,,,29-28,2,P. Pressey makes 2-pt shot at rim
7:47.0,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton),2,31-28,,
7:30.0,,,31-28,,J. Jerebko misses 2-pt shot from 5 ft
7:29.0,Defensive rebound by A. Gordon,,31-28,,
7:16.0,E. Payton makes 2-pt shot from 4 ft (assist by N. Vucevic),2,33-28,,
7:03.0,,,33-28,,J. Crowder misses 2-pt shot from 2 ft
7:02.0,Defensive rebound by A. Gordon,,33-28,,
6:55.0,A. Gordon misses 2-pt shot from 5 ft,,33-28,,
6:54.0,,,33-28,,Defensive rebound by J. Jerebko
6:47.0,,,33-31,3,J. Crowder makes 3-pt shot from 23 ft (assist by P. Pressey)
6:20.0,Turnover by C. Frye (traveling),,33-31,,
6:20.0,,,33-31,,E. Turner enters the game for L. Datome
6:05.0,,,33-33,2,T. Zeller makes 2-pt shot from 4 ft (assist by J. Jerebko)
5:48.0,E. Payton misses 2-pt shot at rim,,33-33,,
5:46.0,Offensive rebound by N. Vucevic,,33-33,,
5:42.0,A. Gordon makes 2-pt shot from 19 ft (assist by N. Vucevic),2,35-33,,
5:31.0,,,35-33,,Turnover by J. Jerebko (bad pass)
5:31.0,,,35-33,,Boston full timeout
5:31.0,T. Harris enters the game for A. Gordon,,35-33,,
5:17.0,N. Vucevic makes flagrant free throw 1 of 2,1,36-33,,
5:17.0,N. Vucevic makes flagrant free throw 2 of 2,1,37-33,,
5:17.0,V. Oladipo enters the game for N. Vucevic,,37-33,,
4:59.0,T. Harris misses 3-pt shot from 25 ft,,37-33,,
4:58.0,,,37-33,,Defensive rebound by J. Jerebko
4:46.0,,,37-33,,Turnover by E. Turner (bad pass; steal by M. Harkless)
4:42.0,Shooting foul by J. Crowder (drawn by M. Harkless),,37-33,,
4:42.0,M. Harkless makes free throw 1 of 2,1,38-33,,
4:42.0,,,38-33,,A. Bradley enters the game for J. Jerebko
4:42.0,M. Harkless makes free throw 2 of 2,1,39-33,,
4:35.0,,,39-33,,M. Smart enters the game for P. Pressey
4:35.0,D. Dedmon enters the game for C. Frye,,39-33,,
4:26.0,,,39-33,,Shooting foul by M. Harkless (drawn by M. Smart)
4:26.0,,,39-33,,M. Smart misses free throw 1 of 2
4:26.0,,,39-33,,Offensive rebound by Team
4:26.0,,,39-33,,M. Smart misses free throw 2 of 2
4:23.0,Defensive rebound by D. Dedmon,,39-33,,
4:13.0,V. Oladipo misses 3-pt shot from 25 ft,,39-33,,
4:12.0,,,39-33,,Defensive rebound by J. Crowder
3:59.0,,,39-33,,T. Zeller misses 2-pt shot from 13 ft
3:58.0,Defensive rebound by M. Harkless,,39-33,,
3:33.0,M. Harkless misses 3-pt shot from 36 ft,,39-33,,
3:33.0,Offensive rebound by Team,,39-33,,
3:33.0,Turnover by Team (shot clock),,39-33,,
3:33.0,,,39-33,,B. Bass enters the game for J. Crowder
3:19.0,,,39-33,,Shooting foul by D. Dedmon (drawn by T. Zeller)
3:19.0,,,39-34,1,T. Zeller makes free throw 1 of 2
3:19.0,,,39-34,,T. Zeller misses free throw 2 of 2
3:19.0,Defensive rebound by M. Harkless,,39-34,,
3:17.0,Orlando full timeout,,39-34,,
3:17.0,,,39-34,,K. Olynyk enters the game for T. Zeller
2:52.0,E. Payton makes 3-pt shot from 25 ft (assist by T. Harris),3,42-34,,
2:38.0,,,42-36,2,E. Turner makes 2-pt shot from 1 ft
2:27.0,Shooting foul by E. Turner (drawn by E. Payton),,42-36,,
2:27.0,E. Payton misses free throw 1 of 2,,42-36,,
2:27.0,Offensive rebound by Team,,42-36,,
2:27.0,E. Payton misses free throw 2 of 2,,42-36,,
2:27.0,,,42-36,,Defensive rebound by K. Olynyk
2:12.0,,,42-38,2,E. Turner makes 2-pt shot from 14 ft
1:49.0,T. Harris makes 3-pt shot from 22 ft (assist by E. Payton),3,45-38,,
1:29.0,,,45-40,2,E. Turner makes 2-pt shot at rim
1:21.0,,,45-40,,Personal foul by A. Bradley (drawn by E. Payton)
1:21.0,E. Payton misses free throw 1 of 2,,45-40,,
1:21.0,Offensive rebound by Team,,45-40,,
1:21.0,E. Payton makes free throw 2 of 2,1,46-40,,
1:07.0,,,46-40,,E. Turner misses 2-pt shot from 16 ft
1:05.0,,,46-40,,Offensive rebound by M. Smart
1:00.0,,,46-40,,E. Turner misses 2-pt shot at rim (block by E. Payton)
0:59.0,,,46-40,,Offensive rebound by Team
0:59.0,Violation by M. Harkless (kicked ball),,46-40,,
0:54.0,,,46-40,,M. Smart misses 2-pt shot at rim
0:53.0,Defensive rebound by M. Harkless,,46-40,,
0:32.0,Offensive foul by D. Dedmon,,46-40,,
0:32.0,Turnover by D. Dedmon (offensive foul),,46-40,,
0:32.0,A. Gordon enters the game for V. Oladipo,,46-40,,
0:23.0,,,46-40,,A. Bradley misses 2-pt shot from 19 ft
0:21.0,,,46-40,,Offensive rebound by M. Smart
0:21.0,,,46-40,,M. Smart misses 2-pt shot from 1 ft
0:20.0,Defensive rebound by A. Gordon,,46-40,,
0:15.0,Orlando full timeout,,46-40,,
0:15.0,,,46-40,,J. Crowder enters the game for K. Olynyk
0:15.0,V. Oladipo enters the game for A. Gordon,,46-40,,
0:15.0,C. Frye enters the game for M. Harkless,,46-40,,
0:02.0,V. Oladipo makes 2-pt shot at rim,2,48-40,,
0:02.0,,,48-40,,Boston full timeout
0:02.0,M. Harkless enters the game for V. Oladipo,,48-40,,
0:02.0,A. Gordon enters the game for C. Frye,,48-40,,
0:02.0,,,48-40,,K. Olynyk enters the game for B. Bass
0:02.0,,,48-40,,Turnover by K. Olynyk (step out of bounds)
0:02.0,,,48-40,,B. Bass enters the game for K. Olynyk
0:02.0,C. Frye enters the game for D. Dedmon,,48-40,,
0:00.0,T. Harris makes 2-pt shot from 20 ft (assist by E. Payton),2,50-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,50-40,,E. Turner misses 2-pt shot from 16 ft
11:48.0,Defensive rebound by D. Dedmon,,50-40,,
11:23.0,N. Vucevic misses 2-pt shot from 19 ft,,50-40,,
11:22.0,,,50-40,,Defensive rebound by A. Bradley
11:13.0,,,50-40,,J. Crowder misses 3-pt shot from 24 ft
11:12.0,Defensive rebound by E. Payton,,50-40,,
11:01.0,N. Vucevic misses 2-pt shot from 17 ft,,50-40,,
11:00.0,,,50-40,,Defensive rebound by E. Turner
10:51.0,,,50-43,3,M. Smart makes 3-pt shot from 26 ft (assist by E. Turner)
10:36.0,Turnover by D. Dedmon (3 sec),,50-43,,
10:18.0,,,50-43,,Shooting foul by N. Vucevic (drawn by E. Turner)
10:18.0,,,50-44,1,E. Turner makes free throw 1 of 2
10:18.0,A. Gordon enters the game for D. Dedmon,,50-44,,
10:18.0,,,50-45,1,E. Turner makes free throw 2 of 2
9:55.0,Offensive charge foul by V. Oladipo,,50-45,,
9:55.0,Turnover by V. Oladipo (offensive foul),,50-45,,
9:42.0,,,50-47,2,A. Bradley makes 2-pt shot from 4 ft (assist by E. Turner)
9:28.0,A. Gordon makes 2-pt shot from 1 ft (assist by E. Payton),2,52-47,,
9:15.0,Personal foul by T. Harris (drawn by J. Crowder),,52-47,,
9:00.0,,,52-47,,Turnover by Team (shot clock)
8:39.0,N. Vucevic misses 2-pt shot from 3 ft (block by B. Bass),,52-47,,
8:39.0,Offensive rebound by Team,,52-47,,
8:36.0,N. Vucevic misses 2-pt shot from 15 ft,,52-47,,
8:35.0,,,52-47,,Defensive rebound by J. Crowder
8:31.0,,,52-47,,Turnover by A. Bradley (bad pass; steal by N. Vucevic)
8:25.0,T. Harris makes 2-pt shot at rim (assist by E. Payton),2,54-47,,
8:04.0,,,54-47,,J. Crowder misses 2-pt shot from 6 ft
8:03.0,Defensive rebound by N. Vucevic,,54-47,,
7:58.0,Shooting foul by M. Smart (drawn by A. Gordon),,54-47,,
7:58.0,A. Gordon makes free throw 1 of 2,1,55-47,,
7:58.0,,,55-47,,T. Zeller enters the game for J. Crowder
7:58.0,A. Gordon makes free throw 2 of 2,1,56-47,,
7:42.0,,,56-49,2,E. Turner makes 2-pt shot from 1 ft
7:31.0,Turnover by A. Gordon (traveling),,56-49,,
7:14.0,,,56-51,2,E. Turner makes 2-pt shot from 1 ft
6:57.0,A. Gordon makes 3-pt shot from 25 ft (assist by E. Payton),3,59-51,,
6:40.0,,,59-51,,A. Bradley misses 3-pt shot from 23 ft
6:39.0,Defensive rebound by N. Vucevic,,59-51,,
6:33.0,V. Oladipo makes 2-pt shot at rim (assist by E. Payton),2,61-51,,
6:17.0,,,61-51,,Boston full timeout
6:13.0,,,61-51,,B. Bass misses 2-pt shot from 17 ft
6:12.0,Defensive rebound by V. Oladipo,,61-51,,
6:09.0,Turnover by V. Oladipo (lost ball; steal by E. Turner),,61-51,,
5:59.0,Personal foul by V. Oladipo (drawn by E. Turner),,61-51,,
5:53.0,,,61-51,,A. Bradley misses 3-pt shot from 26 ft
5:52.0,Defensive rebound by T. Harris,,61-51,,
5:43.0,A. Gordon misses 3-pt shot from 25 ft,,61-51,,
5:42.0,,,61-51,,Defensive rebound by M. Smart
5:31.0,,,61-53,2,T. Zeller makes 2-pt shot from 1 ft (assist by M. Smart)
5:11.0,N. Vucevic misses 2-pt shot at rim,,61-53,,
5:10.0,Offensive rebound by N. Vucevic,,61-53,,
5:10.0,N. Vucevic makes 2-pt shot at rim,2,63-53,,
4:56.0,,,63-53,,A. Bradley misses 2-pt shot from 20 ft
4:55.0,Defensive rebound by A. Gordon,,63-53,,
4:45.0,T. Harris misses 3-pt shot from 24 ft,,63-53,,
4:43.0,,,63-53,,Defensive rebound by Team
4:43.0,M. Harkless enters the game for V. Oladipo,,63-53,,
4:26.0,,,63-53,,T. Zeller misses 2-pt shot from 1 ft (block by A. Gordon)
4:25.0,Defensive rebound by A. Gordon,,63-53,,
4:21.0,,,63-53,,Personal foul by A. Bradley (drawn by E. Payton)
4:21.0,,,63-53,,P. Pressey enters the game for A. Bradley
4:21.0,,,63-53,,J. Jerebko enters the game for B. Bass
4:21.0,D. Dedmon enters the game for N. Vucevic,,63-53,,
4:21.0,,,63-53,,J. Young enters the game for M. Smart
4:14.0,Turnover by E. Payton (bad pass),,63-53,,
3:53.0,,,63-55,2,P. Pressey makes 2-pt shot at rim
3:34.0,Shooting foul by E. Turner (drawn by D. Dedmon),,63-55,,
3:34.0,D. Dedmon misses free throw 1 of 2,,63-55,,
3:34.0,Offensive rebound by Team,,63-55,,
3:34.0,D. Dedmon makes free throw 2 of 2,1,64-55,,
3:21.0,,,64-57,2,E. Turner makes 2-pt shot from 12 ft
3:02.0,,,64-57,,Personal foul by P. Pressey (drawn by E. Payton)
3:02.0,E. Payton misses free throw 1 of 2,,64-57,,
3:02.0,Offensive rebound by Team,,64-57,,
3:02.0,E. Payton misses free throw 2 of 2,,64-57,,
3:02.0,Offensive rebound by D. Dedmon,,64-57,,
2:53.0,Orlando full timeout,,64-57,,
2:53.0,L. Ridnour enters the game for A. Gordon,,64-57,,
2:45.0,E. Payton makes 2-pt shot at rim,2,66-57,,
2:45.0,Shooting foul by T. Zeller (drawn by E. Payton),,66-57,,
2:45.0,E. Payton misses free throw 1 of 1,,66-57,,
2:45.0,,,66-57,,Defensive rebound by T. Zeller
2:26.0,,,66-57,,J. Jerebko misses 2-pt shot from 6 ft (block by D. Dedmon)
2:24.0,Defensive rebound by M. Harkless,,66-57,,
2:15.0,T. Harris makes 2-pt shot from 1 ft,2,68-57,,
2:15.0,Shooting foul by J. Jerebko (drawn by T. Harris),,68-57,,
2:15.0,,,68-57,,K. Olynyk enters the game for T. Zeller
2:15.0,T. Harris misses free throw 1 of 1,,68-57,,
2:15.0,Offensive rebound by D. Dedmon,,68-57,,
2:03.0,Turnover by E. Payton (bad pass; steal by J. Young),,68-57,,
1:50.0,,,68-59,2,J. Young makes 2-pt shot from 17 ft (assist by E. Turner)
1:33.0,Turnover by D. Dedmon (offensive goaltending),,68-59,,
1:26.0,,,68-59,,K. Olynyk misses 3-pt shot from 26 ft
1:24.0,Defensive rebound by M. Harkless,,68-59,,
1:15.0,E. Payton makes 2-pt shot from 1 ft,2,70-59,,
1:15.0,Shooting foul by E. Turner (drawn by E. Payton),,70-59,,
1:15.0,,,70-59,,M. Smart enters the game for E. Turner
1:15.0,E. Payton misses free throw 1 of 1,,70-59,,
1:15.0,,,70-59,,Defensive rebound by K. Olynyk
1:06.0,,,70-59,,Shooting foul by L. Ridnour (drawn by J. Young)
1:06.0,,,70-60,1,J. Young makes free throw 1 of 2
1:06.0,,,70-60,,J. Young misses free throw 2 of 2
1:06.0,,,70-60,,Offensive rebound by K. Olynyk
1:00.0,,,70-60,,J. Young misses 3-pt shot from 25 ft
0:59.0,Defensive rebound by D. Dedmon,,70-60,,
0:54.0,Shooting foul by J. Young (drawn by E. Payton),,70-60,,
0:54.0,E. Payton misses free throw 1 of 3,,70-60,,
0:54.0,Offensive rebound by Team,,70-60,,
0:54.0,E. Payton makes free throw 2 of 3,1,71-60,,
0:54.0,E. Payton misses free throw 3 of 3,,71-60,,
0:54.0,,,71-60,,Defensive rebound by M. Smart
0:48.0,,,71-62,2,P. Pressey makes 2-pt shot at rim
0:41.0,Offensive charge foul by E. Payton,,71-62,,
0:41.0,Turnover by E. Payton (offensive foul),,71-62,,
0:36.0,,,71-62,,Shooting foul by L. Ridnour (drawn by P. Pressey)
0:36.0,,,71-62,,P. Pressey misses free throw 1 of 2
0:36.0,,,71-62,,Offensive rebound by Team
0:36.0,,,71-63,1,P. Pressey makes free throw 2 of 2
0:35.0,,,71-63,,Personal take foul by P. Pressey (drawn by E. Payton)
0:35.0,E. Payton misses free throw 1 of 2,,71-63,,
0:35.0,Offensive rebound by Team,,71-63,,
0:35.0,A. Gordon enters the game for L. Ridnour,,71-63,,
0:35.0,E. Payton makes free throw 2 of 2,1,72-63,,
0:31.0,,,72-66,3,K. Olynyk makes 3-pt shot from 24 ft (assist by P. Pressey)
0:13.0,E. Payton misses 2-pt shot from 20 ft,,72-66,,
0:12.0,,,72-66,,Defensive rebound by M. Smart
0:04.0,,,72-66,,K. Olynyk misses 2-pt shot at rim
0:01.0,,,72-66,,Offensive rebound by M. Smart
0:01.0,,,72-66,,M. Smart misses 2-pt shot at rim
0:00.0,Defensive rebound by A. Gordon,,72-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,T. Harris misses 2-pt shot from 12 ft,,72-66,,
11:44.0,,,72-66,,Defensive rebound by P. Pressey
11:41.0,,,72-66,,A. Bradley misses 2-pt shot from 1 ft (block by L. Ridnour)
11:37.0,Defensive rebound by V. Oladipo,,72-66,,
11:35.0,M. Harkless misses 2-pt shot from 1 ft,,72-66,,
11:35.0,,,72-66,,Defensive rebound by Team
11:23.0,,,72-69,3,K. Olynyk makes 3-pt shot from 25 ft (assist by P. Pressey)
10:59.0,T. Harris misses 2-pt shot from 21 ft,,72-69,,
10:58.0,,,72-69,,Defensive rebound by A. Bradley
10:51.0,,,72-69,,P. Pressey misses 2-pt shot at rim
10:48.0,Defensive rebound by M. Harkless,,72-69,,
10:37.0,M. Harkless misses 3-pt shot from 24 ft,,72-69,,
10:36.0,,,72-69,,Defensive rebound by J. Jerebko
10:27.0,Personal foul by M. Harkless (drawn by P. Pressey),,72-69,,
10:23.0,,,72-71,2,K. Olynyk makes 2-pt shot from 18 ft (assist by M. Smart)
10:05.0,L. Ridnour makes 2-pt shot from 17 ft,2,74-71,,
9:54.0,,,74-71,,K. Olynyk misses 3-pt shot from 25 ft
9:53.0,,,74-71,,Offensive rebound by Team
9:53.0,Loose ball foul by N. Vucevic (drawn by J. Jerebko),,74-71,,
9:53.0,A. Gordon enters the game for T. Harris,,74-71,,
9:41.0,,,74-71,,M. Smart misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by N. Vucevic,,74-71,,
9:31.0,N. Vucevic makes 2-pt shot from 16 ft (assist by V. Oladipo),2,76-71,,
9:31.0,,,76-71,,Boston full timeout
9:21.0,,,76-71,,Turnover by J. Jerebko (bad pass; steal by M. Harkless)
9:07.0,M. Harkless makes 2-pt shot at rim (assist by V. Oladipo),2,78-71,,
8:54.0,,,78-71,,Turnover by P. Pressey (bad pass; steal by A. Gordon)
8:51.0,Turnover by A. Gordon (lost ball; steal by P. Pressey),,78-71,,
8:43.0,,,78-71,,J. Jerebko misses 3-pt shot from 24 ft
8:43.0,,,78-71,,Offensive rebound by Team
8:43.0,Loose ball foul by L. Ridnour (drawn by K. Olynyk),,78-71,,
8:43.0,,,78-71,,B. Bass enters the game for J. Jerebko
8:32.0,,,78-71,,A. Bradley misses 2-pt shot from 19 ft
8:31.0,Defensive rebound by M. Harkless,,78-71,,
8:21.0,V. Oladipo misses 2-pt shot from 17 ft,,78-71,,
8:20.0,Offensive rebound by N. Vucevic,,78-71,,
8:16.0,Turnover by L. Ridnour (bad pass; steal by K. Olynyk),,78-71,,
8:09.0,,,78-71,,Shooting foul by N. Vucevic (drawn by K. Olynyk)
8:09.0,,,78-71,,K. Olynyk misses free throw 1 of 2
8:09.0,,,78-71,,Offensive rebound by Team
8:09.0,,,78-71,,E. Turner enters the game for M. Smart
8:09.0,,,78-71,,K. Olynyk misses free throw 2 of 2
8:09.0,Defensive rebound by N. Vucevic,,78-71,,
7:48.0,A. Gordon misses 2-pt shot from 12 ft,,78-71,,
7:47.0,Offensive rebound by A. Gordon,,78-71,,
7:44.0,L. Ridnour misses 2-pt shot from 20 ft,,78-71,,
7:43.0,,,78-71,,Defensive rebound by K. Olynyk
7:36.0,,,78-71,,Turnover by E. Turner (bad pass)
7:19.0,Turnover by M. Harkless (bad pass),,78-71,,
7:06.0,,,78-71,,Turnover by A. Bradley (bad pass; steal by N. Vucevic)
6:57.0,Shooting foul by B. Bass (drawn by V. Oladipo),,78-71,,
6:57.0,V. Oladipo misses free throw 1 of 2,,78-71,,
6:57.0,Offensive rebound by Team,,78-71,,
6:57.0,,,78-71,,J. Crowder enters the game for K. Olynyk
6:57.0,V. Oladipo makes free throw 2 of 2,1,79-71,,
6:41.0,,,79-74,3,E. Turner makes 3-pt shot from 24 ft (assist by P. Pressey)
6:39.0,Orlando full timeout,,79-74,,
6:39.0,E. Payton enters the game for L. Ridnour,,79-74,,
6:39.0,T. Harris enters the game for A. Gordon,,79-74,,
