time,Houston,pts.away,score,pts.home,Sacramento
8:00.0,,,2-9,,Turnover by R. Gay (bad pass)
7:50.0,Shooting foul by J. Thompson (drawn by J. Harden),,2-9,,
7:50.0,J. Harden makes free throw 1 of 2,1,3-9,,
7:50.0,J. Harden makes free throw 2 of 2,1,4-9,,
7:32.0,,,4-9,,D. Collison misses 2-pt shot from 5 ft
7:31.0,,,4-9,,Offensive rebound by J. Thompson
7:17.0,,,4-9,,R. Gay misses 2-pt shot from 2 ft
7:16.0,,,4-9,,Offensive rebound by R. Evans
7:15.0,,,4-11,2,R. Evans makes 2-pt shot from 3 ft
7:02.0,J. Harden makes 3-pt shot from 25 ft (assist by T. Black),3,7-11,,
6:53.0,Personal foul by T. Ariza (drawn by R. Gay),,7-11,,
6:47.0,,,7-11,,R. Gay misses 2-pt shot from 8 ft
6:45.0,,,7-11,,Offensive rebound by Team
6:26.0,,,7-11,,D. Collison misses 2-pt shot from 18 ft
6:26.0,,,7-11,,Offensive rebound by J. Thompson
6:22.0,,,7-13,2,J. Thompson makes 2-pt shot from 7 ft
6:22.0,,,7-13,,Shooting foul by J. Harden (drawn by J. Thompson)
6:22.0,J. Dorsey enters the game for T. Black,,7-13,,
6:22.0,J. Terry enters the game for P. Beverley,,7-13,,
6:22.0,,,7-14,1,J. Thompson makes free throw 1 of 1
6:01.0,Turnover by J. Harden (lost ball; steal by D. Collison),,7-14,,
5:59.0,,,7-16,2,D. Collison makes 2-pt shot at rim
5:51.0,Houston full timeout,,7-16,,
5:31.0,J. Harden misses 3-pt shot from 24 ft,,7-16,,
5:30.0,,,7-16,,Defensive rebound by Team
5:13.0,,,7-16,,R. Gay misses 2-pt shot from 8 ft
5:12.0,Defensive rebound by J. Dorsey,,7-16,,
4:58.0,J. Harden misses 2-pt shot from 6 ft,,7-16,,
4:57.0,,,7-16,,Defensive rebound by J. Thompson
4:36.0,,,7-16,,D. Collison misses 2-pt shot from 22 ft
4:36.0,,,7-16,,Offensive rebound by Team
4:36.0,Loose ball foul by D. Motiejunas (drawn by R. Evans),,7-16,,
4:30.0,,,7-16,,Turnover by R. Gay (lost ball; steal by T. Ariza)
4:23.0,J. Terry misses 3-pt shot from 23 ft,,7-16,,
4:22.0,,,7-16,,Defensive rebound by Team
4:04.0,,,7-16,,Shooting foul by J. Dorsey (drawn by D. Collison)
4:04.0,,,7-17,1,D. Collison makes free throw 1 of 2
4:04.0,P. Beverley enters the game for J. Harden,,7-17,,
4:04.0,,,7-18,1,D. Collison makes free throw 2 of 2
3:49.0,P. Beverley makes 2-pt shot from 1 ft,2,9-18,,
3:22.0,,,9-20,2,B. McLemore makes 2-pt shot from 20 ft (assist by R. Gay)
3:05.0,P. Beverley makes 3-pt shot from 24 ft (assist by D. Motiejunas),3,12-20,,
2:51.0,,,12-22,2,B. McLemore makes 2-pt shot from 21 ft (assist by D. Collison)
2:38.0,J. Terry misses 3-pt shot from 24 ft,,12-22,,
2:37.0,Offensive rebound by P. Beverley,,12-22,,
2:23.0,J. Terry makes 2-pt shot from 19 ft (assist by J. Dorsey),2,14-22,,
2:13.0,,,14-22,,Shooting foul by J. Dorsey (drawn by R. Gay)
2:13.0,,,14-22,,Sacramento full timeout
2:13.0,T. Black enters the game for D. Motiejunas,,14-22,,
2:13.0,,,14-22,,C. Landry enters the game for R. Evans
2:13.0,,,14-23,1,R. Gay makes free throw 1 of 2
2:13.0,,,14-24,1,R. Gay makes free throw 2 of 2
1:56.0,Turnover by J. Dorsey (traveling),,14-24,,
1:56.0,,,14-24,,D. Williams enters the game for R. Gay
1:36.0,,,14-26,2,C. Landry makes 2-pt shot from 15 ft (assist by B. McLemore)
1:25.0,T. Black misses 2-pt shot from 4 ft,,14-26,,
1:23.0,,,14-26,,Defensive rebound by J. Thompson
1:18.0,,,14-26,,D. Collison misses 2-pt shot from 20 ft
1:17.0,Defensive rebound by J. Dorsey,,14-26,,
1:03.0,T. Black makes 2-pt shot from 2 ft (assist by J. Dorsey),2,16-26,,
0:39.0,,,16-26,,J. Thompson misses 2-pt shot from 4 ft
0:38.0,Defensive rebound by T. Black,,16-26,,
0:29.0,J. Terry misses 3-pt shot from 24 ft,,16-26,,
0:27.0,Offensive rebound by J. Dorsey,,16-26,,
0:22.0,T. Black misses 2-pt shot from 5 ft,,16-26,,
0:21.0,,,16-26,,Defensive rebound by J. Thompson
0:01.0,,,16-26,,D. Collison misses 2-pt shot from 4 ft
0:00.0,Defensive rebound by P. Beverley,,16-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Shooting foul by C. Landry (drawn by J. Dorsey),,16-26,,
11:48.0,J. Dorsey misses free throw 1 of 2,,16-26,,
11:48.0,Offensive rebound by Team,,16-26,,
11:48.0,J. Dorsey misses free throw 2 of 2,,16-26,,
11:47.0,,,16-26,,Defensive rebound by R. Hollins
11:24.0,,,16-26,,Turnover by Team (shot clock)
11:05.0,J. Harden makes 2-pt shot from 18 ft,2,18-26,,
10:44.0,,,18-26,,D. Williams misses 2-pt shot from 23 ft
10:44.0,,,18-26,,Offensive rebound by Team
10:44.0,D. Motiejunas enters the game for J. Dorsey,,18-26,,
10:40.0,,,18-26,,C. Landry misses 2-pt shot from 6 ft (block by D. Motiejunas)
10:38.0,Defensive rebound by T. Black,,18-26,,
10:31.0,,,18-26,,Personal foul by D. Williams (drawn by T. Black)
10:24.0,J. Harden misses 3-pt shot from 24 ft,,18-26,,
10:22.0,Offensive rebound by P. Beverley,,18-26,,
10:19.0,J. Terry misses 3-pt shot from 24 ft,,18-26,,
10:17.0,Offensive rebound by P. Beverley,,18-26,,
10:17.0,P. Beverley misses 2-pt shot from 1 ft,,18-26,,
10:16.0,,,18-26,,Defensive rebound by R. Sessions
10:01.0,,,18-26,,R. Hollins misses 2-pt shot from 6 ft
10:01.0,Defensive rebound by T. Black,,18-26,,
9:50.0,P. Beverley misses 2-pt shot from 7 ft (block by R. Hollins),,18-26,,
9:49.0,Offensive rebound by P. Beverley,,18-26,,
9:45.0,P. Beverley misses 3-pt shot from 25 ft,,18-26,,
9:44.0,,,18-26,,Defensive rebound by D. Williams
9:33.0,,,18-26,,Shooting foul by T. Black (drawn by C. Landry)
9:33.0,,,18-26,,C. Landry misses free throw 1 of 2
9:33.0,,,18-26,,Offensive rebound by Team
9:33.0,N. Johnson enters the game for J. Terry,,18-26,,
9:33.0,,,18-26,,N. Stauskas enters the game for B. McLemore
9:33.0,,,18-27,1,C. Landry makes free throw 2 of 2
9:21.0,D. Motiejunas misses 2-pt shot from 3 ft (block by C. Landry),,18-27,,
9:21.0,Offensive rebound by Team,,18-27,,
9:19.0,Turnover by T. Black (bad pass),,18-27,,
9:00.0,,,18-27,,D. Williams misses 2-pt shot from 14 ft
8:59.0,Defensive rebound by T. Black,,18-27,,
8:42.0,,,18-27,,Violation by C. Landry (kicked ball)
8:42.0,Official timeout,,18-27,,
8:26.0,D. Motiejunas makes 2-pt shot from 5 ft,2,20-27,,
8:02.0,,,20-29,2,R. Sessions makes 2-pt shot from 8 ft (assist by D. Williams)
7:49.0,N. Johnson misses 2-pt shot from 2 ft,,20-29,,
7:47.0,,,20-29,,Defensive rebound by R. Hollins
7:44.0,,,20-31,2,D. Williams makes 2-pt shot at rim (assist by R. Sessions)
7:25.0,P. Beverley misses 3-pt shot from 24 ft,,20-31,,
7:24.0,,,20-31,,Defensive rebound by R. Hollins
7:12.0,,,20-31,,C. Landry misses 2-pt shot from 2 ft
7:12.0,Defensive rebound by P. Beverley,,20-31,,
6:53.0,J. Harden makes 2-pt shot from 9 ft,2,22-31,,
6:35.0,,,22-31,,Turnover by C. Landry (lost ball; steal by J. Harden)
6:28.0,J. Harden misses 2-pt shot from 2 ft (block by R. Hollins),,22-31,,
6:28.0,Offensive rebound by Team,,22-31,,
6:28.0,,,22-31,,R. Gay enters the game for D. Williams
6:28.0,J. Dorsey enters the game for T. Black,,22-31,,
6:28.0,T. Ariza enters the game for N. Johnson,,22-31,,
6:18.0,J. Harden misses 3-pt shot from 23 ft,,22-31,,
6:17.0,,,22-31,,Defensive rebound by R. Sessions
6:06.0,,,22-31,,N. Stauskas misses 3-pt shot from 24 ft
6:06.0,Defensive rebound by Team,,22-31,,
5:52.0,D. Motiejunas makes 2-pt shot from 5 ft,2,24-31,,
5:35.0,,,24-31,,R. Gay misses 2-pt shot from 11 ft
5:34.0,,,24-31,,Offensive rebound by R. Hollins
5:34.0,,,24-33,2,R. Hollins makes 2-pt shot at rim
5:15.0,P. Beverley makes 3-pt shot from 23 ft (assist by J. Harden),3,27-33,,
5:01.0,,,27-33,,Turnover by N. Stauskas (traveling)
5:01.0,,,27-33,,Sacramento full timeout
5:01.0,,,27-33,,D. Collison enters the game for R. Hollins
5:01.0,,,27-33,,J. Thompson enters the game for R. Sessions
4:52.0,Turnover by J. Dorsey (offensive goaltending),,27-33,,
4:35.0,,,27-35,2,C. Landry makes 2-pt shot at rim (assist by N. Stauskas)
4:25.0,T. Ariza misses 3-pt shot from 24 ft,,27-35,,
4:24.0,,,27-35,,Defensive rebound by J. Thompson
4:17.0,,,27-37,2,D. Collison makes 2-pt shot from 2 ft
3:59.0,J. Dorsey misses 2-pt shot from 7 ft,,27-37,,
3:59.0,,,27-37,,Defensive rebound by Team
3:59.0,J. Terry enters the game for P. Beverley,,27-37,,
3:59.0,,,27-37,,R. Evans enters the game for C. Landry
3:59.0,,,27-37,,B. McLemore enters the game for N. Stauskas
3:33.0,,,27-37,,D. Collison misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by T. Ariza,,27-37,,
3:11.0,Shooting foul by R. Evans (drawn by T. Ariza),,27-37,,
3:11.0,T. Ariza makes free throw 1 of 2,1,28-37,,
3:11.0,T. Ariza makes free throw 2 of 2,1,29-37,,
2:57.0,,,29-37,,Shooting foul by D. Motiejunas (drawn by R. Evans)
2:57.0,Houston full timeout,,29-37,,
2:57.0,,,29-37,,R. Evans misses free throw 1 of 2
2:57.0,,,29-37,,Offensive rebound by Team
2:57.0,,,29-37,,R. Evans misses free throw 2 of 2
2:56.0,Defensive rebound by T. Ariza,,29-37,,
2:43.0,J. Terry misses 2-pt shot from 1 ft,,29-37,,
2:41.0,Offensive rebound by J. Dorsey,,29-37,,
2:41.0,J. Dorsey misses 2-pt shot at rim,,29-37,,
2:40.0,,,29-37,,Defensive rebound by J. Thompson
2:33.0,,,29-37,,B. McLemore misses 3-pt shot from 23 ft
2:32.0,,,29-37,,Offensive rebound by D. Collison
2:27.0,,,29-39,2,R. Gay makes 2-pt shot from 13 ft (assist by D. Collison)
2:07.0,J. Harden misses 3-pt shot from 24 ft,,29-39,,
2:07.0,,,29-39,,Defensive rebound by J. Thompson
2:03.0,,,29-39,,Turnover by D. Collison (lost ball; steal by J. Harden)
1:56.0,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden),3,32-39,,
1:40.0,,,32-39,,Turnover by D. Collison (lost ball; steal by J. Dorsey)
1:33.0,J. Terry misses 3-pt shot from 23 ft,,32-39,,
1:30.0,,,32-39,,Defensive rebound by R. Gay
1:26.0,,,32-39,,B. McLemore misses 2-pt shot from 2 ft
1:26.0,,,32-39,,Offensive rebound by R. Evans
1:26.0,,,32-39,,Shooting foul by J. Dorsey (drawn by R. Evans)
1:26.0,,,32-39,,R. Evans misses free throw 1 of 2
1:26.0,,,32-39,,Offensive rebound by Team
1:26.0,P. Beverley enters the game for J. Dorsey,,32-39,,
1:26.0,,,32-39,,D. Williams enters the game for J. Thompson
1:26.0,,,32-39,,R. Evans misses free throw 2 of 2
1:25.0,,,32-39,,Offensive rebound by R. Gay
1:15.0,,,32-39,,R. Gay misses 2-pt shot from 15 ft
1:14.0,Defensive rebound by Team,,32-39,,
1:02.0,D. Motiejunas makes 2-pt shot from 3 ft (assist by J. Harden),2,34-39,,
0:43.0,,,34-42,3,D. Williams makes 3-pt shot from 24 ft (assist by R. Gay)
0:30.0,Turnover by D. Motiejunas (bad pass; steal by D. Collison),,34-42,,
0:27.0,,,34-44,2,D. Collison makes 2-pt shot from 2 ft (assist by R. Gay)
0:04.0,J. Harden makes 2-pt shot from 20 ft,2,36-44,,
0:00.0,,,36-46,2,R. Evans makes 2-pt shot from 2 ft (assist by D. Collison)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:57.0,Shooting foul by R. Evans (drawn by J. Harden),,36-46,,
11:57.0,J. Harden makes free throw 1 of 2,1,37-46,,
11:57.0,J. Harden makes free throw 2 of 2,1,38-46,,
11:39.0,Personal foul by T. Black (drawn by R. Evans),,38-46,,
11:30.0,,,38-46,,R. Gay misses 2-pt shot from 20 ft
11:29.0,,,38-46,,Offensive rebound by Team
11:20.0,,,38-46,,R. Gay misses 3-pt shot from 24 ft
11:19.0,,,38-46,,Offensive rebound by Team
11:18.0,,,38-46,,Offensive foul by B. McLemore
11:18.0,,,38-46,,Turnover by B. McLemore (offensive foul)
11:08.0,D. Motiejunas makes 2-pt shot from 4 ft (assist by P. Beverley),2,40-46,,
10:54.0,,,40-46,,Turnover by R. Evans (lost ball; steal by J. Harden)
10:51.0,J. Harden makes 2-pt shot at rim,2,42-46,,
10:50.0,,,42-46,,Sacramento full timeout
10:32.0,,,42-46,,Turnover by B. McLemore (bad pass; steal by T. Ariza)
10:23.0,Turnover by T. Ariza (lost ball; steal by R. Gay),,42-46,,
10:20.0,,,42-48,2,R. Gay makes 2-pt shot at rim
10:02.0,P. Beverley misses 2-pt shot from 6 ft,,42-48,,
10:00.0,Offensive rebound by D. Motiejunas,,42-48,,
10:00.0,D. Motiejunas makes 2-pt shot at rim,2,44-48,,
9:44.0,,,44-48,,Shooting foul by T. Black (drawn by R. Evans)
9:44.0,,,44-48,,R. Evans misses free throw 1 of 2
9:44.0,,,44-48,,Offensive rebound by Team
9:44.0,,,44-49,1,R. Evans makes free throw 2 of 2
9:30.0,T. Black makes 2-pt shot from 3 ft (assist by P. Beverley),2,46-49,,
9:16.0,Personal block foul by T. Black (drawn by D. Collison),,46-49,,
9:16.0,J. Dorsey enters the game for T. Black,,46-49,,
9:08.0,,,46-49,,Offensive foul by R. Evans
9:08.0,,,46-49,,Turnover by R. Evans (offensive foul)
8:47.0,T. Ariza misses 3-pt shot from 24 ft,,46-49,,
8:47.0,,,46-49,,Defensive rebound by J. Thompson
8:47.0,Personal foul by D. Motiejunas (drawn by J. Thompson),,46-49,,
8:39.0,,,46-49,,Shooting foul by J. Dorsey (drawn by J. Thompson)
8:39.0,,,46-50,1,J. Thompson makes free throw 1 of 2
8:39.0,,,46-51,1,J. Thompson makes free throw 2 of 2
8:16.0,T. Ariza misses 2-pt shot from 2 ft,,46-51,,
8:15.0,,,46-51,,Defensive rebound by R. Gay
8:06.0,,,46-51,,Turnover by R. Gay (lost ball; steal by P. Beverley)
7:59.0,J. Harden misses 3-pt shot from 25 ft,,46-51,,
7:59.0,,,46-51,,Defensive rebound by Team
7:59.0,Loose ball foul by D. Motiejunas (drawn by R. Evans),,46-51,,
7:59.0,,,46-52,1,J. Thompson makes free throw 1 of 2
7:59.0,J. Terry enters the game for D. Motiejunas,,46-52,,
7:59.0,,,46-52,,D. Williams enters the game for R. Evans
7:59.0,,,46-53,1,J. Thompson makes free throw 2 of 2
7:47.0,,,46-53,,Def 3 sec tech foul by J. Thompson
7:47.0,J. Harden makes technical free throw,1,47-53,,
7:30.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,50-53,,
7:14.0,,,50-55,2,D. Collison makes 2-pt shot from 16 ft
7:00.0,P. Beverley makes 3-pt shot from 24 ft,3,53-55,,
6:38.0,,,53-55,,R. Gay misses 2-pt shot from 2 ft
6:37.0,,,53-55,,Offensive rebound by R. Gay
6:37.0,Loose ball foul by P. Beverley (drawn by R. Gay),,53-55,,
6:37.0,,,53-55,,Technical foul by R. Gay
6:37.0,Technical foul by P. Beverley (drawn by R. Gay),,53-55,,
6:37.0,,,53-56,1,R. Gay makes free throw 1 of 2
6:37.0,,,53-57,1,R. Gay makes free throw 2 of 2
6:22.0,Turnover by T. Ariza (lost ball; steal by R. Gay),,53-57,,
6:18.0,,,53-59,2,B. McLemore makes 2-pt shot from 1 ft (assist by R. Gay)
5:59.0,P. Beverley misses 3-pt shot from 23 ft,,53-59,,
5:59.0,,,53-59,,Defensive rebound by D. Williams
5:54.0,,,53-61,2,D. Collison makes 2-pt shot from 1 ft
5:51.0,Houston full timeout,,53-61,,
5:34.0,Offensive charge foul by J. Harden,,53-61,,
5:34.0,Turnover by J. Harden (offensive foul),,53-61,,
5:22.0,,,53-61,,D. Collison misses 2-pt shot from 18 ft
5:21.0,Defensive rebound by J. Harden,,53-61,,
5:11.0,,,53-61,,Violation by B. McLemore (kicked ball)
5:01.0,J. Harden misses 2-pt shot from 10 ft,,53-61,,
5:00.0,,,53-61,,Defensive rebound by R. Gay
4:47.0,,,53-61,,R. Gay misses 3-pt shot from 25 ft
4:47.0,Defensive rebound by T. Ariza,,53-61,,
4:40.0,Shooting foul by J. Thompson (drawn by J. Dorsey),,53-61,,
4:40.0,J. Dorsey misses free throw 1 of 2,,53-61,,
4:40.0,Offensive rebound by Team,,53-61,,
4:40.0,J. Dorsey misses free throw 2 of 2,,53-61,,
4:39.0,,,53-61,,Defensive rebound by D. Collison
4:13.0,,,53-61,,J. Thompson misses 2-pt shot from 16 ft
4:13.0,Defensive rebound by P. Beverley,,53-61,,
4:03.0,J. Terry misses 3-pt shot from 23 ft,,53-61,,
4:02.0,,,53-61,,Defensive rebound by J. Thompson
3:58.0,,,53-63,2,B. McLemore makes 2-pt shot from 1 ft (assist by D. Collison)
3:40.0,T. Ariza misses 3-pt shot from 24 ft,,53-63,,
3:39.0,,,53-63,,Defensive rebound by R. Gay
3:33.0,,,53-63,,Shooting foul by T. Ariza (drawn by D. Williams)
3:33.0,,,53-64,1,D. Williams makes free throw 1 of 2
3:33.0,T. Daniels enters the game for P. Beverley,,53-64,,
3:33.0,,,53-65,1,D. Williams makes free throw 2 of 2
3:19.0,T. Daniels misses 3-pt shot from 23 ft,,53-65,,
3:18.0,,,53-65,,Defensive rebound by J. Thompson
3:08.0,,,53-65,,D. Collison misses 2-pt shot from 17 ft
3:08.0,Defensive rebound by J. Harden,,53-65,,
3:02.0,Shooting foul by B. McLemore (drawn by J. Harden),,53-65,,
3:02.0,J. Harden makes free throw 1 of 2,1,54-65,,
3:02.0,J. Harden makes free throw 2 of 2,1,55-65,,
2:51.0,,,55-65,,R. Gay misses 2-pt shot from 15 ft
2:50.0,,,55-65,,Offensive rebound by Team
2:50.0,,,55-65,,C. Landry enters the game for J. Thompson
2:36.0,,,55-65,,Turnover by D. Collison (bad pass; steal by J. Dorsey)
2:33.0,,,55-65,,Violation by R. Gay (def goaltending)
2:33.0,J. Harden makes 2-pt shot from 2 ft,2,57-65,,
2:18.0,,,57-67,2,B. McLemore makes 2-pt shot from 22 ft
1:56.0,T. Ariza misses 3-pt shot from 24 ft,,57-67,,
1:56.0,,,57-67,,Defensive rebound by D. Collison
1:51.0,,,57-67,,Shooting foul by J. Terry (drawn by D. Williams)
1:51.0,,,57-68,1,D. Williams makes free throw 1 of 2
1:51.0,,,57-68,,N. Stauskas enters the game for R. Gay
1:51.0,,,57-69,1,D. Williams makes free throw 2 of 2
1:31.0,Turnover by T. Daniels (bad pass; steal by D. Collison),,57-69,,
1:23.0,,,57-69,,Turnover by B. McLemore (bad pass; steal by J. Dorsey)
1:19.0,Shooting foul by N. Stauskas (drawn by J. Harden),,57-69,,
1:19.0,J. Harden makes free throw 1 of 2,1,58-69,,
1:19.0,N. Johnson enters the game for T. Ariza,,58-69,,
1:19.0,J. Harden makes free throw 2 of 2,1,59-69,,
1:00.0,,,59-69,,Turnover by N. Stauskas (bad pass; steal by J. Dorsey)
0:55.0,J. Harden makes 2-pt shot from 2 ft,2,61-69,,
0:41.0,,,61-69,,R. Sessions enters the game for D. Collison
0:38.0,,,61-69,,B. McLemore misses 2-pt shot from 14 ft
0:37.0,,,61-69,,Offensive rebound by D. Williams
0:37.0,,,61-69,,D. Williams misses 2-pt shot from 2 ft
0:35.0,Defensive rebound by J. Harden,,61-69,,
0:30.0,J. Harden misses 2-pt shot from 4 ft (block by C. Landry),,61-69,,
0:30.0,Offensive rebound by Team,,61-69,,
0:21.0,J. Harden misses 2-pt shot from 4 ft,,61-69,,
0:20.0,,,61-69,,Defensive rebound by C. Landry
0:00.0,,,61-69,,D. Williams misses 3-pt shot from 24 ft
0:00.0,,,61-69,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,61-69,,D. Williams misses 2-pt shot from 7 ft (block by J. Harden)
11:45.0,,,61-69,,Offensive rebound by D. Williams
11:44.0,,,61-71,2,D. Williams makes 2-pt shot from 3 ft
11:29.0,T. Daniels makes 3-pt shot from 24 ft (assist by J. Harden),3,64-71,,
11:13.0,,,64-71,,R. Sessions misses 2-pt shot from 4 ft
11:12.0,Defensive rebound by N. Johnson,,64-71,,
11:07.0,J. Terry misses 3-pt shot from 23 ft,,64-71,,
11:05.0,Offensive rebound by N. Johnson,,64-71,,
11:05.0,N. Johnson misses 2-pt shot at rim,,64-71,,
11:04.0,Offensive rebound by N. Johnson,,64-71,,
11:04.0,Turnover by N. Johnson (lost ball),,64-71,,
10:49.0,,,64-73,2,C. Landry makes 2-pt shot from 15 ft
10:26.0,J. Terry makes 3-pt shot from 23 ft (assist by J. Harden),3,67-73,,
10:12.0,,,67-73,,R. Sessions misses 2-pt shot from 18 ft
10:11.0,Defensive rebound by J. Harden,,67-73,,
10:05.0,J. Harden misses 2-pt shot from 1 ft,,67-73,,
10:04.0,Offensive rebound by N. Johnson,,67-73,,
10:04.0,N. Johnson makes 2-pt shot at rim,2,69-73,,
10:04.0,,,69-73,,Sacramento full timeout
9:45.0,,,69-73,,Turnover by C. Landry (lost ball; steal by J. Dorsey)
9:38.0,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden),3,72-73,,
9:20.0,,,72-75,2,R. Sessions makes 2-pt shot from 6 ft
8:52.0,J. Harden makes 2-pt shot from 1 ft,2,74-75,,
8:33.0,,,74-77,2,B. McLemore makes 2-pt shot from 5 ft
8:33.0,,,74-77,,Shooting foul by N. Johnson (drawn by B. McLemore)
8:33.0,,,74-77,,D. Collison enters the game for R. Sessions
8:33.0,T. Ariza enters the game for N. Johnson,,74-77,,
8:33.0,,,74-77,,B. McLemore misses free throw 1 of 1
8:31.0,Defensive rebound by J. Dorsey,,74-77,,
8:21.0,T. Daniels misses 3-pt shot from 23 ft,,74-77,,
8:21.0,Offensive rebound by Team,,74-77,,
8:21.0,,,74-77,,Loose ball foul by C. Landry (drawn by J. Dorsey)
8:21.0,,,74-77,,R. Gay enters the game for B. McLemore
8:10.0,,,74-77,,Personal foul by R. Gay (drawn by J. Harden)
7:56.0,J. Harden misses 2-pt shot from 7 ft,,74-77,,
7:56.0,Offensive rebound by Team,,74-77,,
7:56.0,,,74-77,,Loose ball foul by D. Williams (drawn by J. Dorsey)
7:41.0,Turnover by J. Dorsey (3 sec),,74-77,,
7:28.0,,,74-77,,Turnover by N. Stauskas (bad pass; steal by T. Ariza)
7:19.0,T. Ariza makes 3-pt shot from 24 ft (assist by T. Daniels),3,77-77,,
6:56.0,,,77-77,,D. Williams misses 2-pt shot from 2 ft (block by J. Dorsey)
6:56.0,,,77-77,,Offensive rebound by Team
6:56.0,,,77-77,,B. McLemore enters the game for C. Landry
6:56.0,,,77-77,,J. Thompson enters the game for N. Stauskas
6:56.0,P. Beverley enters the game for J. Harden,,77-77,,
6:56.0,D. Motiejunas enters the game for J. Dorsey,,77-77,,
6:56.0,Personal foul by T. Ariza (drawn by D. Williams),,77-77,,
6:54.0,,,77-77,,Shooting foul by P. Beverley (drawn by D. Williams)
6:54.0,,,77-78,1,D. Williams makes free throw 1 of 2
6:54.0,,,77-78,,D. Williams misses free throw 2 of 2
6:53.0,Defensive rebound by T. Ariza,,77-78,,
6:46.0,T. Daniels makes 3-pt shot from 24 ft (assist by P. Beverley),3,80-78,,
6:30.0,,,80-81,3,B. McLemore makes 3-pt shot from 25 ft (assist by R. Gay)
6:18.0,Turnover by J. Terry (bad pass; steal by R. Gay),,80-81,,
6:14.0,,,80-83,2,D. Williams makes 2-pt shot at rim (assist by D. Collison)
6:13.0,Houston full timeout,,80-83,,
6:13.0,J. Harden enters the game for J. Terry,,80-83,,
6:03.0,Shooting foul by J. Thompson (drawn by J. Harden),,80-83,,
6:03.0,J. Harden misses free throw 1 of 2,,80-83,,
6:03.0,Offensive rebound by Team,,80-83,,
6:03.0,J. Harden makes free throw 2 of 2,1,81-83,,
5:42.0,,,81-85,2,D. Collison makes 2-pt shot from 3 ft
5:31.0,D. Motiejunas misses 2-pt shot from 5 ft,,81-85,,
5:30.0,,,81-85,,Defensive rebound by J. Thompson
5:22.0,,,81-87,2,D. Collison makes 2-pt shot from 12 ft
4:56.0,T. Ariza makes 3-pt shot from 23 ft (assist by P. Beverley),3,84-87,,
4:37.0,,,84-87,,Turnover by D. Collison (bad pass)
4:15.0,T. Daniels misses 3-pt shot from 25 ft,,84-87,,
4:14.0,,,84-87,,Defensive rebound by J. Thompson
3:53.0,,,84-87,,Turnover by R. Gay (bad pass; steal by D. Motiejunas)
