time,Memphis,pts.away,score,pts.home,LA Lakers
3:28.0,,,36-39,,Offensive rebound by J. Hill
3:26.0,,,36-41,2,J. Hill makes 2-pt shot at rim
3:10.0,M. Gasol misses 2-pt shot from 3 ft (block by J. Hill),,36-41,,
3:07.0,,,36-41,,Defensive rebound by C. Boozer
3:05.0,C. Lee enters the game for V. Carter,,36-41,,
3:00.0,Personal foul by Q. Pondexter (drawn by K. Bryant),,36-41,,
3:00.0,,,36-42,1,K. Bryant makes free throw 1 of 2
3:00.0,,,36-43,1,K. Bryant makes free throw 2 of 2
2:48.0,Q. Pondexter misses 3-pt shot from 26 ft,,36-43,,
2:47.0,,,36-43,,Defensive rebound by J. Lin
2:39.0,,,36-45,2,K. Bryant makes 2-pt shot at rim (assist by J. Lin)
2:39.0,Memphis full timeout,,36-45,,
2:39.0,Official timeout,,36-45,,
2:28.0,M. Conley makes 2-pt shot from 3 ft,2,38-45,,
2:14.0,Loose ball foul by M. Gasol (drawn by K. Bryant),,38-45,,
2:14.0,,,38-46,1,K. Bryant makes free throw 1 of 2
2:14.0,,,38-47,1,K. Bryant makes free throw 2 of 2
2:00.0,C. Lee makes 2-pt shot from 16 ft (assist by M. Gasol),2,40-47,,
1:31.0,,,40-47,,K. Bryant misses 2-pt shot from 11 ft (block by Q. Pondexter)
1:31.0,,,40-47,,Offensive rebound by K. Bryant
1:31.0,,,40-47,,Turnover by Team (shot clock)
1:31.0,,,40-47,,Technical foul by K. Bryant
1:31.0,C. Lee makes technical free throw,1,41-47,,
1:14.0,Z. Randolph makes 2-pt shot at rim,2,43-47,,
1:14.0,Shooting foul by J. Hill (drawn by Z. Randolph),,43-47,,
1:14.0,Z. Randolph makes free throw 1 of 1,1,44-47,,
1:00.0,,,44-49,2,J. Lin makes 2-pt shot from 19 ft (assist by K. Bryant)
0:50.0,C. Lee misses 3-pt shot from 24 ft,,44-49,,
0:48.0,,,44-49,,Defensive rebound by J. Hill
0:34.0,,,44-49,,J. Hill misses 2-pt shot from 19 ft
0:32.0,,,44-49,,Offensive rebound by C. Boozer
0:30.0,,,44-49,,C. Boozer misses 2-pt shot from 1 ft
0:27.0,Defensive rebound by Z. Randolph,,44-49,,
0:25.0,M. Conley makes 2-pt shot from 20 ft,2,46-49,,
0:08.0,Personal foul by Q. Pondexter (drawn by K. Bryant),,46-49,,
0:08.0,,,46-50,1,K. Bryant makes free throw 1 of 2
0:08.0,,,46-51,1,K. Bryant makes free throw 2 of 2
0:02.0,M. Conley misses 3-pt shot from 24 ft,,46-51,,
0:00.0,,,46-51,,Defensive rebound by W. Johnson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:28.0,,,46-51,,Turnover by K. Bryant (bad pass; steal by T. Allen)
11:23.0,C. Lee makes 2-pt shot from 1 ft (assist by T. Allen),2,48-51,,
11:17.0,,,48-51,,J. Hill misses 2-pt shot from 14 ft
11:14.0,Defensive rebound by Z. Randolph,,48-51,,
11:03.0,T. Allen misses 2-pt shot at rim,,48-51,,
11:02.0,,,48-51,,Defensive rebound by C. Boozer
10:49.0,,,48-53,2,J. Hill makes 2-pt shot from 1 ft (assist by C. Boozer)
10:30.0,Turnover by M. Gasol (bad pass; steal by W. Johnson),,48-53,,
10:25.0,,,48-55,2,W. Johnson makes 2-pt shot at rim
10:10.0,Turnover by Z. Randolph (lost ball; steal by J. Lin),,48-55,,
10:06.0,,,48-55,,Offensive foul by J. Lin
10:06.0,,,48-55,,Turnover by J. Lin (offensive foul)
9:53.0,C. Lee misses 3-pt shot from 24 ft,,48-55,,
9:52.0,Offensive rebound by M. Gasol,,48-55,,
9:49.0,M. Conley misses 3-pt shot from 25 ft,,48-55,,
9:47.0,,,48-55,,Defensive rebound by K. Bryant
9:41.0,,,48-55,,C. Boozer misses 2-pt shot from 1 ft (block by M. Gasol)
9:38.0,Defensive rebound by M. Gasol,,48-55,,
9:37.0,Shooting foul by J. Lin (drawn by M. Gasol),,48-55,,
9:37.0,M. Gasol makes free throw 1 of 2,1,49-55,,
9:37.0,M. Gasol makes free throw 2 of 2,1,50-55,,
9:29.0,Personal foul by T. Allen (drawn by K. Bryant),,50-55,,
9:18.0,,,50-55,,J. Lin misses 2-pt shot from 21 ft
9:16.0,Defensive rebound by Z. Randolph,,50-55,,
9:09.0,,,50-55,,Personal foul by J. Hill (drawn by M. Gasol)
8:59.0,M. Gasol misses 2-pt shot from 20 ft,,50-55,,
8:58.0,Offensive rebound by Z. Randolph,,50-55,,
8:55.0,Z. Randolph makes 2-pt shot at rim,2,52-55,,
8:36.0,,,52-57,2,C. Boozer makes 2-pt shot from 15 ft
8:17.0,M. Conley makes 2-pt shot from 8 ft (assist by M. Gasol),2,54-57,,
7:53.0,,,54-57,,Shooting foul by M. Gasol (drawn by J. Hill)
7:53.0,,,54-57,,J. Hill misses free throw 1 of 2
7:53.0,,,54-57,,Offensive rebound by Team
7:53.0,,,54-58,1,J. Hill makes free throw 2 of 2
7:39.0,M. Gasol makes 2-pt shot from 1 ft (assist by C. Lee),2,56-58,,
7:24.0,,,56-58,,K. Bryant misses 2-pt shot at rim
7:22.0,Defensive rebound by C. Lee,,56-58,,
7:19.0,Turnover by M. Gasol (bad pass),,56-58,,
7:07.0,,,56-58,,Turnover by K. Bryant (bad pass; steal by C. Lee)
6:55.0,M. Gasol makes 2-pt shot from 2 ft (assist by M. Conley),2,58-58,,
6:40.0,,,58-58,,Turnover by J. Lin (lost ball; steal by M. Conley)
6:35.0,C. Lee makes 2-pt shot at rim (assist by M. Conley),2,60-58,,
6:12.0,,,60-58,,Shooting foul by T. Allen (drawn by K. Bryant)
6:12.0,,,60-59,1,K. Bryant makes free throw 1 of 2
6:12.0,,,60-59,,E. Davis enters the game for C. Boozer
6:12.0,,,60-60,1,K. Bryant makes free throw 2 of 2
5:59.0,M. Conley misses 3-pt shot from 24 ft,,60-60,,
5:58.0,Offensive rebound by Z. Randolph,,60-60,,
5:57.0,,,60-60,,LA Lakers full timeout
5:49.0,Z. Randolph makes 2-pt shot from 1 ft (assist by T. Allen),2,62-60,,
5:32.0,,,62-63,3,K. Bryant makes 3-pt shot from 24 ft (assist by J. Lin)
5:11.0,Z. Randolph makes 2-pt shot from 12 ft,2,64-63,,
4:55.0,,,64-63,,J. Hill misses 2-pt shot from 19 ft
4:53.0,Defensive rebound by C. Lee,,64-63,,
4:45.0,Turnover by Z. Randolph (lost ball),,64-63,,
4:27.0,,,64-63,,Turnover by J. Lin (bad pass; steal by C. Lee)
4:21.0,T. Allen misses 2-pt shot from 1 ft,,64-63,,
4:18.0,,,64-63,,Defensive rebound by J. Hill
4:13.0,,,64-66,3,K. Bryant makes 3-pt shot from 25 ft (assist by W. Johnson)
3:53.0,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol),2,66-66,,
3:25.0,,,66-66,,K. Bryant misses 2-pt shot from 9 ft
3:25.0,,,66-66,,Offensive rebound by J. Hill
3:25.0,Loose ball foul by T. Allen (drawn by J. Hill),,66-66,,
3:25.0,Q. Pondexter enters the game for T. Allen,,66-66,,
3:25.0,,,66-66,,N. Young enters the game for W. Johnson
3:25.0,,,66-66,,R. Price enters the game for J. Lin
3:15.0,,,66-66,,K. Bryant misses 2-pt shot from 16 ft
3:13.0,Defensive rebound by M. Gasol,,66-66,,
2:56.0,C. Lee makes 3-pt shot from 24 ft (assist by M. Conley),3,69-66,,
2:31.0,,,69-69,3,N. Young makes 3-pt shot from 23 ft (assist by R. Price)
2:02.0,Q. Pondexter makes 3-pt shot from 23 ft (assist by C. Lee),3,72-69,,
1:41.0,,,72-71,2,K. Bryant makes 2-pt shot from 1 ft
1:30.0,Shooting foul by K. Bryant (drawn by M. Conley),,72-71,,
1:30.0,Memphis full timeout,,72-71,,
1:30.0,,,72-71,,W. Ellington enters the game for K. Bryant
1:30.0,M. Conley makes free throw 1 of 2,1,73-71,,
1:30.0,M. Conley makes free throw 2 of 2,1,74-71,,
1:12.0,,,74-71,,R. Price misses 2-pt shot from 8 ft
1:10.0,Defensive rebound by Team,,74-71,,
1:10.0,,,74-71,,R. Sacre enters the game for J. Hill
1:10.0,V. Carter enters the game for C. Lee,,74-71,,
1:03.0,Turnover by M. Conley (lost ball),,74-71,,
0:52.0,,,74-71,,N. Young misses 2-pt shot from 12 ft
0:50.0,Defensive rebound by M. Gasol,,74-71,,
0:50.0,,,74-71,,Loose ball foul by R. Sacre (drawn by M. Gasol)
0:50.0,M. Gasol makes free throw 1 of 2,1,75-71,,
0:50.0,J. Leuer enters the game for Z. Randolph,,75-71,,
0:50.0,M. Gasol makes free throw 2 of 2,1,76-71,,
0:37.0,,,76-71,,N. Young misses 3-pt shot from 23 ft
0:36.0,Defensive rebound by Team,,76-71,,
0:36.0,,,76-71,,Loose ball foul by R. Sacre (drawn by M. Gasol)
0:36.0,M. Gasol makes free throw 1 of 2,1,77-71,,
0:36.0,B. Udrih enters the game for M. Conley,,77-71,,
0:36.0,M. Gasol makes free throw 2 of 2,1,78-71,,
0:21.0,,,78-74,3,W. Ellington makes 3-pt shot from 25 ft (assist by N. Young)
0:00.0,M. Gasol makes 2-pt shot from 17 ft (assist by B. Udrih),2,80-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,B. Udrih misses 2-pt shot from 9 ft (block by N. Young),,80-74,,
11:42.0,Offensive rebound by M. Gasol,,80-74,,
11:37.0,B. Udrih misses 3-pt shot from 24 ft,,80-74,,
11:35.0,,,80-74,,Defensive rebound by R. Sacre
11:20.0,,,80-74,,W. Ellington misses 3-pt shot from 24 ft
11:19.0,,,80-74,,Offensive rebound by R. Price
11:13.0,,,80-76,2,R. Price makes 2-pt shot at rim
10:54.0,Turnover by M. Gasol (lost ball),,80-76,,
10:54.0,Loose ball foul by M. Gasol (drawn by W. Ellington),,80-76,,
10:45.0,,,80-76,,N. Young misses 2-pt shot from 17 ft
10:43.0,Defensive rebound by M. Gasol,,80-76,,
10:24.0,B. Udrih misses 3-pt shot from 25 ft,,80-76,,
10:23.0,,,80-76,,Defensive rebound by R. Price
10:17.0,,,80-78,2,R. Price makes 2-pt shot from 1 ft
10:10.0,Memphis full timeout,,80-78,,
9:59.0,Shooting foul by R. Price (drawn by M. Gasol),,80-78,,
9:59.0,M. Gasol makes free throw 1 of 2,1,81-78,,
9:59.0,M. Gasol makes free throw 2 of 2,1,82-78,,
9:38.0,,,82-78,,N. Young misses 2-pt shot from 3 ft (block by M. Gasol)
9:35.0,Defensive rebound by Q. Pondexter,,82-78,,
9:29.0,V. Carter makes 3-pt shot from 25 ft (assist by B. Udrih),3,85-78,,
9:07.0,,,85-80,2,R. Price makes 2-pt shot from 1 ft (assist by E. Davis)
8:50.0,J. Leuer makes 2-pt shot from 1 ft (assist by V. Carter),2,87-80,,
8:32.0,,,87-80,,R. Price misses 3-pt shot from 26 ft
8:31.0,Defensive rebound by V. Carter,,87-80,,
8:18.0,Q. Pondexter misses 2-pt shot from 2 ft (block by E. Davis),,87-80,,
8:16.0,,,87-80,,Defensive rebound by R. Sacre
8:04.0,,,87-82,2,N. Young makes 2-pt shot from 16 ft
7:53.0,K. Koufos enters the game for M. Gasol,,87-82,,
7:53.0,,,87-82,,W. Johnson enters the game for R. Sacre
7:53.0,,,87-82,,K. Bryant enters the game for W. Ellington
7:45.0,Q. Pondexter misses 3-pt shot from 22 ft,,87-82,,
7:41.0,Offensive rebound by J. Leuer,,87-82,,
7:31.0,B. Udrih makes 2-pt shot from 9 ft,2,89-82,,
7:17.0,,,89-85,3,W. Johnson makes 3-pt shot from 25 ft (assist by K. Bryant)
7:02.0,V. Carter misses 3-pt shot from 24 ft,,89-85,,
7:00.0,,,89-85,,Defensive rebound by E. Davis
6:38.0,,,89-85,,Shooting foul by Q. Pondexter (drawn by K. Bryant)
6:38.0,,,89-86,1,K. Bryant makes free throw 1 of 2
6:38.0,C. Lee enters the game for V. Carter,,89-86,,
6:38.0,,,89-87,1,K. Bryant makes free throw 2 of 2
6:17.0,Turnover by C. Lee (bad pass; steal by E. Davis),,89-87,,
6:13.0,Personal block foul by C. Lee (drawn by N. Young),,89-87,,
6:13.0,,,89-87,,J. Lin enters the game for R. Price
5:55.0,,,89-87,,J. Lin misses 2-pt shot at rim
5:54.0,Defensive rebound by J. Leuer,,89-87,,
5:40.0,C. Lee misses 3-pt shot from 23 ft,,89-87,,
5:39.0,,,89-87,,Defensive rebound by E. Davis
5:21.0,,,89-87,,E. Davis misses 2-pt shot from 1 ft (block by K. Koufos)
5:20.0,Defensive rebound by K. Koufos,,89-87,,
5:04.0,J. Leuer misses 3-pt shot from 24 ft,,89-87,,
5:03.0,,,89-87,,Defensive rebound by E. Davis
4:45.0,,,89-87,,W. Johnson misses 3-pt shot from 25 ft
4:43.0,Defensive rebound by K. Koufos,,89-87,,
4:28.0,Shooting foul by W. Johnson (drawn by Q. Pondexter),,89-87,,
4:28.0,Official timeout,,89-87,,
4:28.0,,,89-87,,J. Hill enters the game for E. Davis
4:28.0,M. Conley enters the game for B. Udrih,,89-87,,
4:28.0,Q. Pondexter makes free throw 1 of 2,1,90-87,,
4:28.0,Q. Pondexter makes free throw 2 of 2,1,91-87,,
4:13.0,,,91-87,,K. Bryant misses 2-pt shot from 2 ft
4:12.0,Defensive rebound by K. Koufos,,91-87,,
3:58.0,Turnover by M. Conley (bad pass),,91-87,,
3:42.0,,,91-87,,N. Young misses 2-pt shot from 2 ft
3:41.0,Defensive rebound by M. Conley,,91-87,,
3:31.0,J. Leuer makes 2-pt shot from 12 ft (assist by M. Conley),2,93-87,,
3:11.0,,,93-87,,J. Hill misses 2-pt shot from 3 ft
3:10.0,,,93-87,,Offensive rebound by J. Hill
3:10.0,Loose ball foul by M. Conley (drawn by J. Hill),,93-87,,
3:10.0,M. Gasol enters the game for K. Koufos,,93-87,,
3:00.0,,,93-89,2,K. Bryant makes 2-pt shot from 1 ft
2:46.0,M. Conley makes 2-pt shot from 7 ft,2,95-89,,
2:33.0,,,95-89,,J. Lin misses 3-pt shot from 23 ft
2:32.0,,,95-89,,Offensive rebound by J. Lin
2:26.0,,,95-89,,K. Bryant misses 3-pt shot from 22 ft
2:25.0,Defensive rebound by M. Gasol,,95-89,,
2:20.0,Turnover by C. Lee (bad pass; steal by J. Lin),,95-89,,
2:15.0,,,95-89,,Shooting foul by J. Leuer (drawn by N. Young)
2:15.0,,,95-89,,LA Lakers full timeout
2:15.0,,,95-90,1,N. Young makes free throw 1 of 3
2:15.0,,,95-91,1,N. Young makes free throw 2 of 3
2:15.0,,,95-92,1,N. Young makes free throw 3 of 3
1:54.0,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley),2,97-92,,
1:41.0,,,97-92,,Shooting foul by M. Gasol (drawn by J. Lin)
1:41.0,,,97-92,,J. Lin misses free throw 1 of 2
1:41.0,,,97-92,,Offensive rebound by Team
1:41.0,,,97-93,1,J. Lin makes free throw 2 of 2
1:18.0,M. Conley misses 2-pt shot from 13 ft,,97-93,,
1:15.0,,,97-93,,Defensive rebound by W. Johnson
