time,Washington,pts.away,score,pts.home,Toronto
0:46.0,Defensive rebound by M. Gortat,,22-29,,
0:29.0,R. Sessions misses 2-pt shot from 4 ft,,22-29,,
0:28.0,Offensive rebound by Team,,22-29,,
0:28.0,,,22-29,,Loose ball foul by G. Vasquez (drawn by D. Gooden)
0:28.0,D. Gooden makes free throw 1 of 2,1,23-29,,
0:28.0,D. Gooden makes free throw 2 of 2,1,24-29,,
0:10.0,,,24-31,2,P. Patterson makes 2-pt shot from 13 ft
0:02.0,,,24-31,,Personal foul by A. Johnson (drawn by J. Wall)
0:02.0,J. Wall makes free throw 1 of 2,1,25-31,,
0:02.0,J. Wall makes free throw 2 of 2,1,26-31,,
0:00.0,,,26-31,,K. Lowry misses 3-pt shot from 57 ft
0:00.0,,,26-31,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,B. Beal misses 3-pt shot from 25 ft,,26-31,,
11:35.0,,,26-31,,Defensive rebound by Team
11:13.0,,,26-31,,L. Williams misses 2-pt shot from 20 ft
11:11.0,Defensive rebound by N. Hilario,,26-31,,
10:52.0,O. Porter misses 2-pt shot from 13 ft,,26-31,,
10:51.0,,,26-31,,Defensive rebound by A. Johnson
10:36.0,,,26-31,,Turnover by L. Williams (bad pass; steal by N. Hilario)
10:29.0,B. Beal makes 3-pt shot from 23 ft (assist by R. Sessions),3,29-31,,
10:07.0,,,29-31,,Shooting foul by N. Hilario (drawn by L. Williams)
10:07.0,,,29-32,1,L. Williams makes free throw 1 of 2
10:07.0,,,29-32,,D. DeRozan enters the game for G. Vasquez
10:07.0,,,29-33,1,L. Williams makes free throw 2 of 2
9:54.0,Turnover by B. Beal (lost ball; steal by D. DeRozan),,29-33,,
9:50.0,,,29-35,2,P. Patterson makes 2-pt shot at rim (assist by D. DeRozan)
9:34.0,,,29-35,,Personal block foul by P. Patterson (drawn by B. Beal)
9:29.0,,,29-35,,Personal foul by K. Lowry (drawn by B. Beal)
9:19.0,Shooting foul by K. Lowry (drawn by O. Porter),,29-35,,
9:19.0,O. Porter misses free throw 1 of 2,,29-35,,
9:19.0,Offensive rebound by Team,,29-35,,
9:19.0,,,29-35,,G. Vasquez enters the game for K. Lowry
9:19.0,O. Porter misses free throw 2 of 2,,29-35,,
9:18.0,Offensive rebound by D. Gooden,,29-35,,
9:16.0,D. Gooden misses 2-pt shot from 3 ft,,29-35,,
9:15.0,Offensive rebound by D. Gooden,,29-35,,
9:13.0,D. Gooden misses 2-pt shot from 2 ft,,29-35,,
9:12.0,,,29-35,,Defensive rebound by A. Johnson
9:01.0,,,29-35,,G. Vasquez misses 2-pt shot from 18 ft
9:00.0,Defensive rebound by N. Hilario,,29-35,,
8:45.0,B. Beal makes 2-pt shot from 3 ft (assist by D. Gooden),2,31-35,,
8:35.0,,,31-35,,Shooting foul by R. Sessions (drawn by L. Williams)
8:35.0,Official timeout,,31-35,,
8:35.0,P. Pierce enters the game for D. Gooden,,31-35,,
8:35.0,,,31-36,1,L. Williams makes free throw 1 of 2
8:35.0,,,31-37,1,L. Williams makes free throw 2 of 2
8:14.0,P. Pierce misses 3-pt shot from 28 ft,,31-37,,
8:13.0,Offensive rebound by O. Porter,,31-37,,
8:10.0,O. Porter makes 2-pt shot from 1 ft,2,33-37,,
7:54.0,Violation by N. Hilario (kicked ball),,33-37,,
7:54.0,J. Wall enters the game for R. Sessions,,33-37,,
7:39.0,,,33-37,,L. Williams misses 3-pt shot from 27 ft
7:38.0,Defensive rebound by Team,,33-37,,
7:18.0,Shooting foul by D. DeRozan (drawn by O. Porter),,33-37,,
7:18.0,O. Porter misses free throw 1 of 2,,33-37,,
7:18.0,Offensive rebound by Team,,33-37,,
7:18.0,O. Porter makes free throw 2 of 2,1,34-37,,
7:07.0,,,34-37,,J. Johnson enters the game for P. Patterson
7:03.0,,,34-39,2,A. Johnson makes 2-pt shot at rim (assist by G. Vasquez)
6:44.0,P. Pierce makes 3-pt shot from 23 ft (assist by J. Wall),3,37-39,,
6:28.0,,,37-39,,G. Vasquez misses 3-pt shot from 24 ft
6:27.0,Defensive rebound by B. Beal,,37-39,,
6:15.0,N. Hilario makes 2-pt shot at rim (assist by J. Wall),2,39-39,,
5:50.0,,,39-41,2,A. Johnson makes 2-pt shot from 3 ft (assist by L. Williams)
5:43.0,J. Wall misses 2-pt shot from 3 ft,,39-41,,
5:41.0,,,39-41,,Defensive rebound by G. Vasquez
5:35.0,,,39-41,,D. DeRozan misses 2-pt shot from 5 ft
5:33.0,Defensive rebound by B. Beal,,39-41,,
5:27.0,B. Beal makes 2-pt shot from 3 ft,2,41-41,,
5:22.0,,,41-41,,Toronto full timeout
5:22.0,,,41-41,,J. Valanciunas enters the game for A. Johnson
5:22.0,M. Gortat enters the game for N. Hilario,,41-41,,
5:12.0,,,41-43,2,J. Johnson makes 2-pt shot from 3 ft
4:57.0,,,41-43,,Violation by J. Valanciunas (kicked ball)
4:55.0,B. Beal makes 2-pt shot from 2 ft (assist by J. Wall),2,43-43,,
4:33.0,,,43-43,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
4:33.0,,,43-44,1,J. Valanciunas makes free throw 1 of 2
4:33.0,,,43-44,,T. Ross enters the game for L. Williams
4:33.0,,,43-45,1,J. Valanciunas makes free throw 2 of 2
4:19.0,B. Beal makes 3-pt shot from 26 ft (assist by P. Pierce),3,46-45,,
4:05.0,,,46-45,,T. Ross misses 3-pt shot from 25 ft
4:05.0,Defensive rebound by O. Porter,,46-45,,
4:00.0,J. Wall makes 2-pt shot at rim (assist by O. Porter),2,48-45,,
3:43.0,,,48-45,,Turnover by G. Vasquez (bad pass; steal by P. Pierce)
3:39.0,J. Wall makes 2-pt shot at rim (assist by P. Pierce),2,50-45,,
3:18.0,,,50-45,,Shooting foul by P. Pierce (drawn by J. Johnson)
3:18.0,,,50-45,,J. Johnson misses free throw 1 of 2
3:18.0,,,50-45,,Offensive rebound by Team
3:18.0,,,50-45,,J. Johnson misses free throw 2 of 2
3:17.0,Defensive rebound by B. Beal,,50-45,,
3:00.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,52-45,,
2:43.0,,,52-45,,Turnover by D. DeRozan (lost ball; steal by O. Porter)
2:39.0,Shooting foul by T. Ross (drawn by P. Pierce),,52-45,,
2:39.0,Washington full timeout,,52-45,,
2:39.0,N. Hilario enters the game for M. Gortat,,52-45,,
2:39.0,P. Pierce makes free throw 1 of 2,1,53-45,,
2:39.0,P. Pierce makes free throw 2 of 2,1,54-45,,
2:25.0,,,54-45,,D. DeRozan misses 2-pt shot from 17 ft
2:23.0,Defensive rebound by P. Pierce,,54-45,,
2:14.0,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall),2,56-45,,
1:56.0,,,56-47,2,J. Johnson makes 2-pt shot at rim (assist by G. Vasquez)
1:37.0,J. Wall misses 2-pt shot from 22 ft,,56-47,,
1:36.0,,,56-47,,Defensive rebound by J. Valanciunas
1:21.0,,,56-49,2,G. Vasquez makes 2-pt shot from 4 ft
1:10.0,B. Beal makes 2-pt shot from 1 ft,2,58-49,,
0:57.0,,,58-49,,Shooting foul by O. Porter (drawn by J. Johnson)
0:57.0,,,58-49,,J. Johnson misses free throw 1 of 2
0:57.0,,,58-49,,Offensive rebound by Team
0:57.0,D. Gooden enters the game for P. Pierce,,58-49,,
0:57.0,,,58-49,,J. Johnson misses free throw 2 of 2
0:57.0,Defensive rebound by D. Gooden,,58-49,,
0:42.0,B. Beal makes 2-pt shot from 19 ft,2,60-49,,
0:31.0,,,60-49,,J. Johnson misses 2-pt shot from 4 ft
0:30.0,Defensive rebound by N. Hilario,,60-49,,
0:06.0,B. Beal misses 3-pt shot from 26 ft,,60-49,,
0:05.0,,,60-49,,Defensive rebound by J. Valanciunas
0:00.0,,,60-49,,D. DeRozan misses 3-pt shot from 30 ft
0:00.0,,,60-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Shooting foul by D. DeRozan (drawn by P. Pierce),,60-49,,
11:45.0,P. Pierce makes free throw 1 of 2,1,61-49,,
11:45.0,P. Pierce misses free throw 2 of 2,,61-49,,
11:45.0,,,61-49,,Defensive rebound by J. Valanciunas
11:20.0,,,61-49,,K. Lowry misses 2-pt shot from 16 ft
11:19.0,Defensive rebound by N. Hilario,,61-49,,
11:06.0,P. Pierce misses 2-pt shot from 13 ft,,61-49,,
11:04.0,,,61-49,,Defensive rebound by K. Lowry
10:58.0,Personal foul by B. Beal (drawn by D. DeRozan),,61-49,,
10:44.0,,,61-52,3,T. Ross makes 3-pt shot from 23 ft (assist by D. DeRozan)
10:23.0,Turnover by P. Pierce (bad pass; steal by J. Valanciunas),,61-52,,
10:13.0,,,61-54,2,K. Lowry makes 2-pt shot from 20 ft
9:56.0,P. Pierce misses 2-pt shot from 11 ft,,61-54,,
9:55.0,,,61-54,,Defensive rebound by J. Valanciunas
9:45.0,,,61-56,2,D. DeRozan makes 2-pt shot from 16 ft
9:31.0,B. Beal makes 2-pt shot from 7 ft,2,63-56,,
9:12.0,,,63-58,2,J. Valanciunas makes 2-pt shot from 5 ft
8:43.0,Turnover by P. Pierce (traveling),,63-58,,
8:36.0,,,63-61,3,T. Ross makes 3-pt shot from 24 ft (assist by K. Lowry)
8:30.0,Washington full timeout,,63-61,,
8:14.0,,,63-61,,Def 3 sec tech foul by J. Valanciunas
8:14.0,J. Wall makes technical free throw,1,64-61,,
7:59.0,J. Wall makes 2-pt shot from 21 ft,2,66-61,,
7:50.0,,,66-61,,K. Lowry misses 2-pt shot from 11 ft
7:49.0,Defensive rebound by N. Hilario,,66-61,,
7:41.0,P. Pierce makes 3-pt shot from 25 ft (assist by J. Wall),3,69-61,,
7:41.0,Loose ball foul by M. Gortat (drawn by T. Hansbrough),,69-61,,
7:20.0,,,69-61,,T. Ross misses 2-pt shot from 9 ft
7:20.0,Defensive rebound by M. Gortat,,69-61,,
7:10.0,M. Gortat misses 2-pt shot from 6 ft,,69-61,,
7:09.0,Offensive rebound by N. Hilario,,69-61,,
7:07.0,N. Hilario makes 2-pt shot at rim,2,71-61,,
6:57.0,,,71-61,,Offensive foul by J. Valanciunas
6:57.0,,,71-61,,Turnover by J. Valanciunas (offensive foul)
6:48.0,,,71-61,,Personal foul by T. Hansbrough (drawn by J. Wall)
6:41.0,B. Beal makes 2-pt shot from 20 ft,2,73-61,,
6:19.0,,,73-61,,D. DeRozan misses 2-pt shot from 20 ft
6:18.0,,,73-61,,Offensive rebound by J. Valanciunas
6:09.0,,,73-61,,Shooting foul by M. Gortat (drawn by J. Valanciunas)
6:09.0,,,73-62,1,J. Valanciunas makes free throw 1 of 2
6:09.0,K. Seraphin enters the game for M. Gortat,,73-62,,
6:09.0,,,73-62,,A. Johnson enters the game for T. Hansbrough
6:09.0,,,73-62,,J. Valanciunas misses free throw 2 of 2
6:09.0,Defensive rebound by N. Hilario,,73-62,,
6:09.0,,,73-62,,Personal foul by A. Johnson (drawn by N. Hilario)
6:02.0,Offensive foul by P. Pierce,,73-62,,
6:02.0,Turnover by P. Pierce (offensive foul),,73-62,,
6:02.0,O. Porter enters the game for P. Pierce,,73-62,,
5:52.0,Personal foul by K. Seraphin (drawn by J. Valanciunas),,73-62,,
5:41.0,,,73-62,,J. Valanciunas misses 2-pt shot from 4 ft
5:40.0,,,73-62,,Offensive rebound by Team
5:38.0,,,73-62,,Turnover by Team (shot clock)
5:25.0,K. Seraphin makes 2-pt shot from 10 ft (assist by J. Wall),2,75-62,,
5:07.0,,,75-62,,D. DeRozan misses 2-pt shot from 11 ft
5:06.0,,,75-62,,Offensive rebound by A. Johnson
5:05.0,,,75-62,,Shooting foul by K. Seraphin (drawn by A. Johnson)
5:05.0,,,75-62,,A. Johnson misses free throw 1 of 2
5:05.0,,,75-62,,Offensive rebound by Team
5:05.0,,,75-63,1,A. Johnson makes free throw 2 of 2
4:48.0,O. Porter makes 2-pt shot from 4 ft (assist by J. Wall),2,77-63,,
4:30.0,,,77-65,2,J. Valanciunas makes 2-pt shot from 3 ft
4:11.0,Shooting foul by K. Lowry (drawn by K. Seraphin),,77-65,,
4:11.0,K. Seraphin misses free throw 1 of 2,,77-65,,
4:11.0,Offensive rebound by Team,,77-65,,
4:11.0,,,77-65,,L. Williams enters the game for T. Ross
4:11.0,K. Seraphin makes free throw 2 of 2,1,78-65,,
3:59.0,Personal block foul by N. Hilario (drawn by K. Lowry),,78-65,,
3:59.0,,,78-65,,K. Lowry misses free throw 1 of 2
3:59.0,,,78-65,,Offensive rebound by Team
3:59.0,,,78-65,,K. Lowry misses free throw 2 of 2
3:58.0,Defensive rebound by K. Seraphin,,78-65,,
3:43.0,K. Seraphin makes 2-pt shot from 14 ft (assist by J. Wall),2,80-65,,
3:20.0,,,80-65,,J. Valanciunas misses 2-pt shot from 13 ft
3:19.0,Defensive rebound by K. Seraphin,,80-65,,
3:10.0,Turnover by N. Hilario (bad pass),,80-65,,
2:57.0,,,80-65,,Turnover by L. Williams (bad pass; steal by J. Wall)
2:55.0,,,80-65,,Personal foul by L. Williams (drawn by K. Seraphin)
2:55.0,,,80-65,,Toronto full timeout
2:55.0,D. Gooden enters the game for N. Hilario,,80-65,,
2:55.0,R. Sessions enters the game for B. Beal,,80-65,,
2:55.0,,,80-65,,G. Vasquez enters the game for J. Valanciunas
2:55.0,,,80-65,,P. Patterson enters the game for K. Lowry
2:55.0,K. Seraphin misses free throw 1 of 2,,80-65,,
2:55.0,Offensive rebound by Team,,80-65,,
2:55.0,K. Seraphin makes free throw 2 of 2,1,81-65,,
2:44.0,,,81-67,2,A. Johnson makes 2-pt shot from 5 ft (assist by D. DeRozan)
2:44.0,,,81-67,,Shooting foul by D. Gooden (drawn by A. Johnson)
2:44.0,,,81-68,1,A. Johnson makes free throw 1 of 1
2:29.0,Turnover by K. Seraphin (lost ball; steal by P. Patterson),,81-68,,
2:25.0,,,81-68,,L. Williams misses 2-pt shot from 2 ft (block by J. Wall)
2:21.0,Defensive rebound by R. Sessions,,81-68,,
2:08.0,J. Wall makes 2-pt shot from 4 ft,2,83-68,,
2:08.0,,,83-68,,Shooting block foul by A. Johnson (drawn by J. Wall)
2:08.0,,,83-68,,Technical foul by Team
2:08.0,J. Wall makes technical free throw,1,84-68,,
2:08.0,J. Wall makes free throw 1 of 1,1,85-68,,
1:49.0,,,85-68,,D. DeRozan misses 2-pt shot from 13 ft
1:48.0,,,85-68,,Offensive rebound by D. DeRozan
1:45.0,,,85-70,2,D. DeRozan makes 2-pt shot from 6 ft
1:28.0,R. Sessions makes 3-pt shot from 24 ft (assist by J. Wall),3,88-70,,
1:17.0,,,88-70,,Shooting foul by O. Porter (drawn by D. DeRozan)
1:17.0,,,88-71,1,D. DeRozan makes free throw 1 of 2
1:17.0,,,88-71,,D. DeRozan misses free throw 2 of 2
1:17.0,Defensive rebound by O. Porter,,88-71,,
1:02.0,J. Wall makes 3-pt shot from 26 ft,3,91-71,,
0:56.0,Personal block foul by K. Seraphin (drawn by L. Williams),,91-71,,
0:56.0,,,91-72,1,L. Williams makes free throw 1 of 2
0:56.0,,,91-73,1,L. Williams makes free throw 2 of 2
0:47.0,D. Gooden makes 3-pt shot from 26 ft (assist by J. Wall),3,94-73,,
0:41.0,Shooting block foul by D. Gooden (drawn by L. Williams),,94-73,,
0:41.0,,,94-74,1,L. Williams makes free throw 1 of 2
0:41.0,,,94-75,1,L. Williams makes free throw 2 of 2
0:29.0,O. Porter makes 3-pt shot from 23 ft (assist by D. Gooden),3,97-75,,
0:24.0,,,97-75,,L. Williams misses 2-pt shot from 4 ft
0:23.0,Defensive rebound by D. Gooden,,97-75,,
0:01.0,J. Wall misses 3-pt shot from 27 ft,,97-75,,
0:00.0,,,97-75,,Defensive rebound by A. Johnson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Personal foul by D. Gooden (drawn by L. Williams),,97-75,,
11:39.0,,,97-77,2,K. Lowry makes 2-pt shot from 19 ft
11:18.0,O. Porter makes 3-pt shot from 24 ft (assist by B. Beal),3,100-77,,
11:07.0,,,100-77,,A. Johnson misses 2-pt shot from 4 ft
11:06.0,Defensive rebound by O. Porter,,100-77,,
10:53.0,R. Sessions misses 2-pt shot from 3 ft,,100-77,,
10:52.0,,,100-77,,Defensive rebound by A. Johnson
10:48.0,,,100-77,,K. Lowry misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by B. Beal,,100-77,,
10:40.0,B. Beal misses 3-pt shot from 26 ft,,100-77,,
10:40.0,,,100-77,,Defensive rebound by Team
10:30.0,,,100-77,,L. Williams misses 3-pt shot from 31 ft
10:29.0,Defensive rebound by R. Sessions,,100-77,,
10:09.0,D. Gooden misses 3-pt shot from 27 ft,,100-77,,
10:08.0,,,100-77,,Defensive rebound by K. Lowry
10:02.0,,,100-77,,G. Vasquez misses 2-pt shot from 3 ft
10:01.0,Defensive rebound by R. Sessions,,100-77,,
9:43.0,B. Beal misses 2-pt shot from 4 ft,,100-77,,
9:42.0,,,100-77,,Defensive rebound by P. Patterson
9:35.0,,,100-79,2,L. Williams makes 2-pt shot from 4 ft
9:23.0,,,100-79,,Personal foul by L. Williams (drawn by R. Sessions)
9:10.0,Turnover by B. Beal (lost ball; steal by L. Williams),,100-79,,
9:03.0,,,100-79,,L. Williams misses 3-pt shot from 29 ft
9:02.0,Defensive rebound by B. Beal,,100-79,,
8:55.0,D. Gooden misses 2-pt shot from 4 ft,,100-79,,
8:54.0,Offensive rebound by O. Porter,,100-79,,
8:51.0,O. Porter makes 2-pt shot from 1 ft,2,102-79,,
8:50.0,,,102-79,,Toronto full timeout
8:50.0,,,102-79,,J. Valanciunas enters the game for A. Johnson
8:43.0,,,102-79,,Turnover by K. Lowry (traveling)
8:28.0,Turnover by D. Gooden (traveling),,102-79,,
8:28.0,,,102-79,,D. DeRozan enters the game for G. Vasquez
8:14.0,,,102-82,3,P. Patterson makes 3-pt shot from 24 ft (assist by J. Valanciunas)
7:59.0,K. Seraphin misses 2-pt shot from 16 ft,,102-82,,
7:57.0,,,102-82,,Defensive rebound by J. Valanciunas
7:52.0,Shooting block foul by K. Seraphin (drawn by L. Williams),,102-82,,
7:52.0,,,102-83,1,L. Williams makes free throw 1 of 2
7:52.0,M. Gortat enters the game for K. Seraphin,,102-83,,
7:52.0,J. Wall enters the game for R. Sessions,,102-83,,
7:52.0,,,102-84,1,L. Williams makes free throw 2 of 2
7:35.0,Turnover by B. Beal (lost ball; steal by L. Williams),,102-84,,
7:32.0,Personal foul by B. Beal (drawn by K. Lowry),,102-84,,
7:32.0,,,102-84,,Technical foul by K. Lowry
7:32.0,Technical foul by B. Beal (drawn by K. Lowry),,102-84,,
7:14.0,,,102-84,,K. Lowry misses 2-pt shot from 12 ft (block by M. Gortat)
7:12.0,Defensive rebound by M. Gortat,,102-84,,
7:10.0,Turnover by M. Gortat (bad pass; steal by P. Patterson),,102-84,,
7:04.0,,,102-84,,J. Valanciunas misses 2-pt shot from 3 ft (block by D. Gooden)
7:01.0,,,102-84,,Offensive rebound by L. Williams
6:53.0,,,102-86,2,L. Williams makes 2-pt shot from 2 ft
6:43.0,Turnover by J. Wall (bad pass),,102-86,,
6:36.0,,,102-89,3,P. Patterson makes 3-pt shot from 26 ft (assist by D. DeRozan)
6:35.0,Washington full timeout,,102-89,,
6:35.0,P. Pierce enters the game for D. Gooden,,102-89,,
6:14.0,B. Beal makes 2-pt shot from 15 ft (assist by M. Gortat),2,104-89,,
5:56.0,,,104-89,,Toronto full timeout
5:56.0,,,104-89,,G. Vasquez enters the game for K. Lowry
5:53.0,,,104-89,,D. DeRozan misses 2-pt shot from 16 ft
5:52.0,,,104-89,,Offensive rebound by P. Patterson
5:38.0,,,104-91,2,L. Williams makes 2-pt shot from 6 ft
5:18.0,Turnover by J. Wall (lost ball; steal by L. Williams),,104-91,,
5:14.0,,,104-91,,Turnover by L. Williams (bad pass; steal by B. Beal)
5:08.0,B. Beal misses 2-pt shot from 1 ft (block by J. Valanciunas),,104-91,,
5:08.0,Offensive rebound by Team,,104-91,,
4:57.0,J. Wall misses 2-pt shot from 13 ft,,104-91,,
4:56.0,Offensive rebound by M. Gortat,,104-91,,
4:54.0,M. Gortat misses 2-pt shot from 2 ft,,104-91,,
4:53.0,Offensive rebound by O. Porter,,104-91,,
4:51.0,O. Porter makes 2-pt shot from 3 ft,2,106-91,,
