time,Portland,pts.away,score,pts.home,Memphis
5:38.0,J. Freeland enters the game for A. Afflalo,,14-18,,
5:15.0,J. Freeland makes 2-pt shot from 5 ft (assist by D. Lillard),2,16-18,,
4:50.0,,,16-18,,M. Gasol misses 2-pt shot from 10 ft
4:49.0,Defensive rebound by L. Aldridge,,16-18,,
4:37.0,Turnover by L. Aldridge (lost ball; steal by T. Allen),,16-18,,
4:25.0,,,16-18,,N. Calathes misses 2-pt shot from 2 ft (block by L. Aldridge)
4:24.0,,,16-18,,Offensive rebound by Team
4:24.0,,,16-18,,K. Koufos enters the game for Z. Randolph
4:20.0,,,16-21,3,M. Conley makes 3-pt shot from 24 ft (assist by M. Gasol)
4:03.0,D. Lillard misses 2-pt shot from 1 ft,,16-21,,
4:02.0,Offensive rebound by J. Freeland,,16-21,,
3:57.0,C. McCollum makes 3-pt shot from 24 ft (assist by J. Freeland),3,19-21,,
3:35.0,,,19-24,3,N. Calathes makes 3-pt shot from 25 ft (assist by M. Gasol)
3:12.0,N. Batum misses 3-pt shot from 24 ft,,19-24,,
3:12.0,,,19-24,,Defensive rebound by M. Conley
3:00.0,,,19-26,2,T. Allen makes 2-pt shot from 2 ft (assist by M. Gasol)
2:41.0,Turnover by D. Lillard (bad pass; steal by N. Calathes),,19-26,,
2:39.0,,,19-26,,Turnover by N. Calathes (dbl dribble)
2:39.0,,,19-26,,Memphis full timeout
2:39.0,,,19-26,,V. Carter enters the game for T. Allen
2:39.0,,,19-26,,B. Udrih enters the game for M. Conley
2:39.0,S. Blake enters the game for N. Batum,,19-26,,
2:39.0,A. Afflalo enters the game for D. Lillard,,19-26,,
2:21.0,L. Aldridge makes 2-pt shot from 8 ft,2,21-26,,
1:58.0,,,21-28,2,K. Koufos makes 2-pt shot from 2 ft (assist by B. Udrih)
1:46.0,A. Afflalo makes 2-pt shot from 18 ft (assist by S. Blake),2,23-28,,
1:33.0,,,23-30,2,B. Udrih makes 2-pt shot from 19 ft
1:20.0,,,23-30,,Personal foul by K. Koufos (drawn by S. Blake)
1:11.0,Turnover by L. Aldridge (lost ball),,23-30,,
1:04.0,,,23-30,,Shooting foul by A. Afflalo (drawn by M. Gasol)
1:04.0,,,23-31,1,M. Gasol makes free throw 1 of 2
1:04.0,,,23-32,1,M. Gasol makes free throw 2 of 2
0:46.0,C. McCollum makes 2-pt shot from 8 ft,2,25-32,,
0:36.0,,,25-32,,B. Udrih misses 2-pt shot from 16 ft
0:34.0,Defensive rebound by J. Freeland,,25-32,,
0:17.0,L. Aldridge makes 2-pt shot from 3 ft,2,27-32,,
0:03.0,,,27-32,,Shooting foul by J. Freeland (drawn by M. Gasol)
0:03.0,,,27-34,2,M. Gasol makes 2-pt shot from 4 ft (assist by V. Carter)
0:03.0,,,27-34,,T. Allen enters the game for K. Koufos
0:03.0,,,27-35,1,M. Gasol makes free throw 1 of 1
0:00.0,S. Blake misses 3-pt shot from 35 ft,,27-35,,
0:00.0,Offensive rebound by Team,,27-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,D. Wright misses 2-pt shot from 21 ft,,27-35,,
11:42.0,,,27-35,,Defensive rebound by J. Green
11:23.0,Personal foul by S. Blake (drawn by J. Green),,27-35,,
11:19.0,,,27-35,,Turnover by K. Koufos (lost ball; steal by R. Lopez)
11:02.0,A. Afflalo makes 2-pt shot from 14 ft (assist by S. Blake),2,29-35,,
10:51.0,,,29-35,,K. Koufos misses 2-pt shot from 8 ft
10:49.0,Defensive rebound by S. Blake,,29-35,,
10:41.0,S. Blake misses 3-pt shot from 24 ft,,29-35,,
10:41.0,,,29-35,,Defensive rebound by J. Green
10:32.0,,,29-35,,J. Green misses 2-pt shot at rim (block by R. Lopez)
10:29.0,,,29-35,,Offensive rebound by V. Carter
10:27.0,,,29-35,,V. Carter misses 3-pt shot from 24 ft
10:25.0,Defensive rebound by D. Wright,,29-35,,
10:22.0,D. Wright misses 2-pt shot from 2 ft,,29-35,,
10:19.0,,,29-35,,Defensive rebound by K. Koufos
10:10.0,,,29-35,,N. Calathes misses 2-pt shot from 14 ft
10:09.0,Defensive rebound by S. Blake,,29-35,,
9:53.0,R. Lopez makes 2-pt shot from 1 ft (assist by A. Afflalo),2,31-35,,
9:36.0,,,31-35,,V. Carter misses 2-pt shot from 18 ft
9:34.0,Defensive rebound by C. McCollum,,31-35,,
9:17.0,A. Afflalo makes 2-pt shot from 1 ft,2,33-35,,
8:58.0,,,33-35,,K. Koufos misses 2-pt shot from 5 ft
8:57.0,Defensive rebound by D. Wright,,33-35,,
8:46.0,C. McCollum misses 3-pt shot from 22 ft,,33-35,,
8:45.0,,,33-35,,Defensive rebound by K. Koufos
8:38.0,,,33-35,,B. Udrih misses 2-pt shot from 1 ft
8:36.0,Defensive rebound by R. Lopez,,33-35,,
8:24.0,,,33-35,,Personal foul by B. Udrih (drawn by S. Blake)
8:24.0,Portland full timeout,,33-35,,
8:14.0,S. Blake makes 2-pt shot from 15 ft,2,35-35,,
7:48.0,,,35-35,,K. Koufos misses 2-pt shot from 14 ft
7:47.0,Defensive rebound by D. Wright,,35-35,,
7:35.0,R. Lopez misses 2-pt shot from 5 ft,,35-35,,
7:33.0,,,35-35,,Defensive rebound by K. Koufos
7:21.0,,,35-35,,V. Carter misses 2-pt shot from 16 ft
7:20.0,,,35-35,,Offensive rebound by B. Udrih
7:17.0,,,35-35,,Shooting foul by C. McCollum (drawn by B. Udrih)
7:17.0,,,35-35,,B. Udrih misses free throw 1 of 2
7:17.0,,,35-35,,Offensive rebound by Team
7:17.0,,,35-35,,Z. Randolph enters the game for K. Koufos
7:17.0,,,35-35,,T. Allen enters the game for N. Calathes
7:17.0,,,35-35,,B. Udrih misses free throw 2 of 2
7:16.0,Defensive rebound by C. McCollum,,35-35,,
6:57.0,A. Afflalo misses 3-pt shot from 24 ft,,35-35,,
6:57.0,Offensive rebound by D. Wright,,35-35,,
6:54.0,C. McCollum makes 3-pt shot from 24 ft (assist by D. Wright),3,38-35,,
6:38.0,,,38-35,,J. Green misses 2-pt shot from 8 ft
6:37.0,Defensive rebound by C. McCollum,,38-35,,
6:28.0,D. Wright misses 3-pt shot from 24 ft,,38-35,,
6:25.0,,,38-35,,Defensive rebound by V. Carter
6:22.0,,,38-37,2,Z. Randolph makes 2-pt shot from 2 ft (assist by B. Udrih)
6:04.0,C. McCollum makes 2-pt shot from 8 ft,2,40-37,,
5:58.0,,,40-37,,Memphis full timeout
5:58.0,D. Lillard enters the game for A. Afflalo,,40-37,,
5:58.0,N. Batum enters the game for S. Blake,,40-37,,
5:58.0,L. Aldridge enters the game for D. Wright,,40-37,,
5:58.0,,,40-37,,M. Gasol enters the game for V. Carter
5:58.0,,,40-37,,M. Conley enters the game for B. Udrih
5:52.0,,,40-37,,J. Green misses 2-pt shot at rim
5:49.0,Defensive rebound by N. Batum,,40-37,,
5:31.0,C. McCollum misses 3-pt shot from 24 ft,,40-37,,
5:30.0,,,40-37,,Defensive rebound by J. Green
5:17.0,,,40-37,,Z. Randolph misses 2-pt shot from 2 ft
5:17.0,Defensive rebound by C. McCollum,,40-37,,
5:08.0,L. Aldridge misses 2-pt shot from 15 ft,,40-37,,
5:08.0,Offensive rebound by Team,,40-37,,
5:08.0,,,40-37,,Loose ball foul by M. Gasol (drawn by R. Lopez)
4:54.0,Turnover by C. McCollum (bad pass; steal by T. Allen),,40-37,,
4:49.0,,,40-39,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Conley)
4:33.0,L. Aldridge makes 2-pt shot from 16 ft (assist by D. Lillard),2,42-39,,
4:12.0,,,42-42,3,J. Green makes 3-pt shot from 22 ft
3:54.0,N. Batum misses 2-pt shot from 17 ft,,42-42,,
3:51.0,,,42-42,,Defensive rebound by T. Allen
3:46.0,,,42-44,2,Z. Randolph makes 2-pt shot from 2 ft (assist by T. Allen)
3:45.0,Portland full timeout,,42-44,,
3:30.0,C. McCollum misses 2-pt shot from 22 ft,,42-44,,
3:28.0,,,42-44,,Defensive rebound by M. Gasol
3:20.0,Personal foul by C. McCollum (drawn by J. Green),,42-44,,
3:13.0,,,42-46,2,Z. Randolph makes 2-pt shot at rim (assist by M. Conley)
2:55.0,R. Lopez misses 2-pt shot from 3 ft (block by M. Gasol),,42-46,,
2:54.0,,,42-46,,Defensive rebound by T. Allen
2:49.0,,,42-46,,Turnover by T. Allen (lost ball; steal by N. Batum)
2:42.0,Turnover by D. Lillard (bad pass),,42-46,,
2:42.0,A. Afflalo enters the game for C. McCollum,,42-46,,
2:25.0,,,42-46,,Shooting foul by A. Afflalo (drawn by T. Allen)
2:25.0,,,42-47,1,T. Allen makes free throw 1 of 2
2:25.0,,,42-47,,T. Allen misses free throw 2 of 2
2:24.0,Defensive rebound by L. Aldridge,,42-47,,
2:08.0,N. Batum misses 2-pt shot from 7 ft,,42-47,,
2:07.0,,,42-47,,Defensive rebound by T. Allen
2:02.0,,,42-47,,M. Gasol misses 2-pt shot from 1 ft
1:58.0,,,42-47,,Offensive rebound by Z. Randolph
1:57.0,,,42-47,,Z. Randolph misses 2-pt shot from 2 ft
1:55.0,Defensive rebound by R. Lopez,,42-47,,
1:47.0,L. Aldridge misses 2-pt shot from 3 ft,,42-47,,
1:46.0,Offensive rebound by Team,,42-47,,
1:46.0,,,42-47,,Loose ball foul by Z. Randolph (drawn by R. Lopez)
1:34.0,L. Aldridge misses 2-pt shot from 10 ft,,42-47,,
1:34.0,,,42-47,,Defensive rebound by M. Gasol
1:22.0,,,42-50,3,M. Conley makes 3-pt shot from 24 ft (assist by Z. Randolph)
0:59.0,Turnover by R. Lopez (bad pass; steal by M. Conley),,42-50,,
0:55.0,,,42-52,2,M. Conley makes 2-pt shot from 1 ft
0:55.0,,,42-52,,Shooting foul by D. Lillard (drawn by M. Conley)
0:55.0,,,42-53,1,M. Conley makes free throw 1 of 1
0:42.0,D. Lillard misses 3-pt shot from 25 ft,,42-53,,
0:41.0,,,42-53,,Defensive rebound by J. Green
0:28.0,,,42-53,,Z. Randolph misses 2-pt shot from 5 ft
0:28.0,Defensive rebound by Team,,42-53,,
0:08.0,D. Lillard makes 2-pt shot at rim,2,44-53,,
0:00.0,,,44-53,,Z. Randolph misses 2-pt shot from 13 ft
0:00.0,,,44-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,D. Wright misses 2-pt shot from 19 ft,,44-53,,
11:38.0,,,44-53,,Defensive rebound by J. Green
11:24.0,,,44-53,,Z. Randolph misses 2-pt shot from 16 ft
11:23.0,Defensive rebound by D. Wright,,44-53,,
11:15.0,D. Lillard misses 2-pt shot from 10 ft,,44-53,,
11:13.0,Offensive rebound by R. Lopez,,44-53,,
11:13.0,R. Lopez makes 2-pt shot at rim,2,46-53,,
11:00.0,,,46-53,,M. Gasol misses 2-pt shot from 19 ft
10:59.0,Defensive rebound by R. Lopez,,46-53,,
10:48.0,Turnover by M. Leonard (step out of bounds),,46-53,,
10:26.0,,,46-56,3,J. Green makes 3-pt shot from 23 ft
10:09.0,A. Afflalo misses 2-pt shot from 22 ft,,46-56,,
10:07.0,,,46-56,,Defensive rebound by M. Gasol
9:57.0,,,46-56,,T. Allen misses 2-pt shot from 2 ft
9:56.0,Defensive rebound by M. Leonard,,46-56,,
9:48.0,Shooting foul by Z. Randolph (drawn by D. Lillard),,46-56,,
9:48.0,D. Lillard makes free throw 1 of 2,1,47-56,,
9:48.0,D. Lillard makes free throw 2 of 2,1,48-56,,
9:36.0,,,48-59,3,M. Conley makes 3-pt shot from 24 ft (assist by Z. Randolph)
9:07.0,D. Lillard misses 3-pt shot from 24 ft,,48-59,,
9:07.0,,,48-59,,Defensive rebound by Team
8:55.0,,,48-59,,M. Gasol misses 2-pt shot from 16 ft
8:54.0,Defensive rebound by D. Wright,,48-59,,
8:38.0,M. Leonard misses 3-pt shot from 22 ft,,48-59,,
8:37.0,,,48-59,,Defensive rebound by M. Gasol
8:25.0,,,48-59,,Z. Randolph misses 2-pt shot from 5 ft
8:23.0,,,48-59,,Offensive rebound by Z. Randolph
8:23.0,,,48-59,,Z. Randolph misses 2-pt shot from 3 ft
8:21.0,,,48-59,,Offensive rebound by M. Gasol
8:21.0,,,48-59,,M. Gasol misses 2-pt shot from 1 ft
8:18.0,,,48-59,,Offensive rebound by M. Gasol
8:18.0,,,48-61,2,M. Gasol makes 2-pt shot from 1 ft
7:57.0,R. Lopez makes 2-pt shot from 2 ft (assist by D. Wright),2,50-61,,
7:33.0,,,50-64,3,J. Green makes 3-pt shot from 22 ft (assist by M. Conley)
7:31.0,Portland full timeout,,50-64,,
7:18.0,D. Wright misses 2-pt shot from 21 ft,,50-64,,
7:16.0,,,50-64,,Defensive rebound by T. Allen
6:52.0,,,50-64,,M. Gasol misses 2-pt shot from 5 ft
6:49.0,,,50-64,,Offensive rebound by T. Allen
6:47.0,,,50-64,,Z. Randolph misses 2-pt shot from 2 ft
6:45.0,Defensive rebound by A. Afflalo,,50-64,,
6:34.0,D. Lillard makes 3-pt shot from 26 ft (assist by R. Lopez),3,53-64,,
6:10.0,,,53-64,,Offensive foul by M. Gasol
6:10.0,,,53-64,,Turnover by M. Gasol (offensive foul)
6:10.0,A. Gee enters the game for R. Lopez,,53-64,,
6:10.0,J. Freeland enters the game for D. Wright,,53-64,,
5:55.0,Offensive foul by M. Leonard,,53-64,,
5:55.0,Turnover by M. Leonard (offensive foul),,53-64,,
5:43.0,,,53-64,,M. Conley misses 3-pt shot from 24 ft
5:43.0,,,53-64,,Offensive rebound by Team
5:27.0,,,53-64,,M. Gasol misses 2-pt shot from 1 ft
5:26.0,,,53-64,,Offensive rebound by M. Gasol
5:26.0,,,53-64,,M. Gasol misses 2-pt shot from 1 ft
5:24.0,Defensive rebound by A. Afflalo,,53-64,,
5:20.0,,,53-64,,Personal foul by M. Gasol (drawn by M. Leonard)
5:20.0,C. McCollum enters the game for A. Afflalo,,53-64,,
5:20.0,,,53-64,,K. Koufos enters the game for M. Gasol
5:12.0,Offensive foul by M. Leonard,,53-64,,
5:12.0,Turnover by M. Leonard (offensive foul),,53-64,,
5:02.0,,,53-67,3,J. Green makes 3-pt shot from 24 ft (assist by M. Conley)
4:46.0,D. Lillard misses 2-pt shot from 12 ft,,53-67,,
4:45.0,,,53-67,,Defensive rebound by K. Koufos
4:45.0,Loose ball foul by J. Freeland (drawn by K. Koufos),,53-67,,
4:45.0,Technical foul by J. Freeland (drawn by K. Koufos),,53-67,,
4:45.0,,,53-68,1,M. Conley makes technical free throw
4:30.0,,,53-71,3,J. Green makes 3-pt shot from 25 ft (assist by M. Conley)
4:11.0,Turnover by C. McCollum (bad pass; steal by T. Allen),,53-71,,
4:05.0,,,53-71,,Memphis full timeout
4:05.0,,,53-71,,J. Leuer enters the game for Z. Randolph
3:52.0,,,53-71,,J. Leuer misses 2-pt shot from 21 ft
3:51.0,Defensive rebound by J. Freeland,,53-71,,
3:43.0,Shooting foul by K. Koufos (drawn by D. Lillard),,53-71,,
3:43.0,D. Lillard makes free throw 1 of 2,1,54-71,,
3:43.0,D. Lillard makes free throw 2 of 2,1,55-71,,
3:24.0,,,55-71,,J. Green misses 2-pt shot from 15 ft
3:22.0,Defensive rebound by A. Gee,,55-71,,
3:14.0,D. Lillard makes 2-pt shot from 19 ft,2,57-71,,
2:54.0,,,57-71,,Turnover by M. Conley (lost ball; steal by J. Freeland)
2:40.0,J. Freeland misses 2-pt shot from 18 ft,,57-71,,
2:39.0,,,57-71,,Defensive rebound by J. Green
2:19.0,,,57-73,2,M. Conley makes 2-pt shot from 2 ft
1:59.0,Turnover by D. Lillard (bad pass; steal by T. Allen),,57-73,,
1:53.0,,,57-73,,T. Allen misses 2-pt shot at rim
1:52.0,,,57-73,,Offensive rebound by K. Koufos
1:51.0,,,57-75,2,K. Koufos makes 2-pt shot from 1 ft
1:32.0,C. McCollum misses 2-pt shot from 20 ft,,57-75,,
1:32.0,,,57-75,,Defensive rebound by M. Conley
1:13.0,,,57-75,,M. Conley misses 2-pt shot from 13 ft
1:11.0,Defensive rebound by M. Leonard,,57-75,,
1:00.0,D. Lillard misses 2-pt shot from 6 ft,,57-75,,
0:59.0,,,57-75,,Defensive rebound by T. Allen
0:53.0,,,57-75,,Memphis full timeout
0:53.0,D. Wright enters the game for M. Leonard,,57-75,,
0:53.0,,,57-75,,V. Carter enters the game for J. Green
0:53.0,,,57-75,,B. Udrih enters the game for T. Allen
0:53.0,,,57-75,,N. Calathes enters the game for M. Conley
0:41.0,,,57-75,,J. Leuer misses 2-pt shot from 18 ft
0:40.0,Defensive rebound by C. McCollum,,57-75,,
0:33.0,Shooting foul by B. Udrih (drawn by D. Lillard),,57-75,,
0:33.0,D. Lillard makes free throw 1 of 3,1,58-75,,
0:33.0,D. Lillard makes free throw 2 of 3,1,59-75,,
0:33.0,D. Lillard makes free throw 3 of 3,1,60-75,,
0:12.0,,,60-77,2,V. Carter makes 2-pt shot at rim
0:01.0,D. Lillard makes 2-pt shot from 13 ft,2,62-77,,
0:00.0,,,62-77,,Turnover by K. Koufos (bad pass; steal by D. Wright)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,62-77,,V. Carter misses 2-pt shot from 17 ft
11:37.0,Defensive rebound by A. Afflalo,,62-77,,
11:24.0,,,62-77,,Personal foul by V. Carter (drawn by D. Wright)
11:14.0,D. Lillard misses 2-pt shot from 2 ft,,62-77,,
11:12.0,,,62-77,,Defensive rebound by J. Leuer
11:02.0,,,62-77,,B. Udrih misses 2-pt shot from 10 ft
11:00.0,Defensive rebound by J. Freeland,,62-77,,
10:54.0,C. McCollum makes 2-pt shot at rim,2,64-77,,
10:54.0,Shooting foul by B. Udrih (drawn by C. McCollum),,64-77,,
10:54.0,C. McCollum makes free throw 1 of 1,1,65-77,,
10:32.0,,,65-77,,V. Carter misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by J. Freeland,,65-77,,
10:26.0,D. Wright makes 2-pt shot from 3 ft,2,67-77,,
10:26.0,,,67-77,,Memphis full timeout
10:26.0,,,67-77,,J. Green enters the game for J. Leuer
10:12.0,,,67-77,,J. Green misses 2-pt shot from 2 ft
10:10.0,Defensive rebound by C. McCollum,,67-77,,
10:03.0,C. McCollum misses 3-pt shot from 24 ft,,67-77,,
10:03.0,,,67-77,,Defensive rebound by N. Calathes
9:53.0,,,67-77,,V. Carter misses 3-pt shot from 24 ft
9:53.0,Defensive rebound by J. Freeland,,67-77,,
9:43.0,Turnover by D. Wright (lost ball; steal by K. Koufos),,67-77,,
9:40.0,,,67-77,,Shooting foul by C. McCollum (drawn by B. Udrih)
9:40.0,,,67-78,1,B. Udrih makes free throw 1 of 2
9:40.0,,,67-79,1,B. Udrih makes free throw 2 of 2
9:25.0,Turnover by C. McCollum (lost ball; steal by B. Udrih),,67-79,,
9:15.0,,,67-79,,Turnover by B. Udrih (bad pass; steal by C. McCollum)
9:05.0,Shooting foul by N. Calathes (drawn by D. Lillard),,67-79,,
9:05.0,D. Lillard makes free throw 1 of 2,1,68-79,,
9:05.0,D. Lillard makes free throw 2 of 2,1,69-79,,
8:55.0,,,69-79,,J. Green misses 2-pt shot from 14 ft
8:55.0,Defensive rebound by D. Lillard,,69-79,,
8:49.0,D. Wright makes 3-pt shot from 22 ft (assist by D. Lillard),3,72-79,,
8:27.0,,,72-81,2,J. Green makes 2-pt shot from 8 ft
8:06.0,D. Lillard makes 2-pt shot from 1 ft,2,74-81,,
7:52.0,Personal foul by D. Lillard (drawn by J. Green),,74-81,,
7:52.0,,,74-81,,M. Conley enters the game for K. Koufos
7:52.0,,,74-81,,Z. Randolph enters the game for V. Carter
7:52.0,,,74-81,,M. Gasol enters the game for B. Udrih
7:52.0,R. Lopez enters the game for C. McCollum,,74-81,,
7:47.0,Personal foul by A. Afflalo (drawn by M. Gasol),,74-81,,
7:36.0,,,74-83,2,Z. Randolph makes 2-pt shot from 19 ft (assist by M. Conley)
7:35.0,Portland full timeout,,74-83,,
7:35.0,,,74-83,,T. Allen enters the game for N. Calathes
7:21.0,D. Lillard misses 2-pt shot from 8 ft,,74-83,,
7:20.0,,,74-83,,Defensive rebound by J. Green
6:57.0,,,74-85,2,Z. Randolph makes 2-pt shot from 19 ft (assist by M. Gasol)
6:41.0,D. Wright misses 2-pt shot from 3 ft,,74-85,,
6:40.0,Offensive rebound by R. Lopez,,74-85,,
6:40.0,R. Lopez misses 2-pt shot from 2 ft,,74-85,,
6:38.0,,,74-85,,Defensive rebound by Z. Randolph
6:22.0,,,74-85,,M. Conley misses 3-pt shot from 25 ft
6:21.0,Defensive rebound by Team,,74-85,,
6:05.0,J. Freeland misses 2-pt shot from 20 ft,,74-85,,
6:05.0,,,74-85,,Defensive rebound by T. Allen
5:52.0,,,74-87,2,Z. Randolph makes 2-pt shot from 14 ft
5:26.0,D. Lillard makes 3-pt shot from 25 ft,3,77-87,,
5:03.0,,,77-87,,Z. Randolph misses 2-pt shot from 2 ft
5:02.0,Defensive rebound by J. Freeland,,77-87,,
4:49.0,D. Wright makes 3-pt shot from 26 ft (assist by D. Lillard),3,80-87,,
4:22.0,,,80-87,,M. Gasol misses 2-pt shot from 7 ft (block by D. Wright)
4:21.0,Defensive rebound by D. Lillard,,80-87,,
4:18.0,Turnover by D. Wright (lost ball),,80-87,,
4:18.0,M. Leonard enters the game for J. Freeland,,80-87,,
4:04.0,,,80-89,2,M. Gasol makes 2-pt shot from 1 ft (assist by Z. Randolph)
4:04.0,,,80-89,,Shooting foul by D. Wright (drawn by M. Gasol)
4:04.0,,,80-90,1,M. Gasol makes free throw 1 of 1
3:46.0,D. Lillard makes 2-pt shot from 3 ft,2,82-90,,
3:27.0,,,82-90,,J. Green misses 3-pt shot from 23 ft
3:26.0,Defensive rebound by R. Lopez,,82-90,,
3:17.0,,,82-90,,Personal foul by T. Allen (drawn by D. Lillard)
3:06.0,Turnover by D. Lillard (lost ball; steal by T. Allen),,82-90,,
2:49.0,,,82-93,3,Z. Randolph makes 3-pt shot from 25 ft (assist by M. Gasol)
2:47.0,Portland full timeout,,82-93,,
2:47.0,Portland full timeout,,82-93,,
2:25.0,D. Lillard misses 3-pt shot from 24 ft,,82-93,,
2:25.0,,,82-93,,Defensive rebound by J. Green
2:10.0,,,82-93,,Turnover by M. Gasol (lost ball; steal by D. Wright)
2:05.0,D. Wright makes 2-pt shot from 1 ft,2,84-93,,
1:41.0,,,84-95,2,J. Green makes 2-pt shot from 2 ft
1:26.0,A. Afflalo misses 2-pt shot from 22 ft,,84-95,,
1:25.0,,,84-95,,Defensive rebound by T. Allen
1:15.0,,,84-95,,Offensive foul by Z. Randolph
1:15.0,,,84-95,,Turnover by Z. Randolph (offensive foul)
1:15.0,Portland full timeout,,84-95,,
1:15.0,C. McCollum enters the game for M. Leonard,,84-95,,
1:09.0,R. Lopez makes 2-pt shot at rim (assist by C. McCollum),2,86-95,,
0:52.0,,,86-95,,J. Green misses 3-pt shot from 23 ft
0:51.0,Defensive rebound by D. Lillard,,86-95,,
0:44.0,Turnover by D. Lillard (bad pass; steal by T. Allen),,86-95,,
0:44.0,,,86-95,,Turnover by T. Allen (step out of bounds)
0:41.0,D. Wright misses 3-pt shot from 24 ft,,86-95,,
0:41.0,,,86-95,,Defensive rebound by T. Allen
0:23.0,,,86-97,2,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley)
0:16.0,C. McCollum misses 2-pt shot from 6 ft,,86-97,,
0:15.0,,,86-97,,Defensive rebound by M. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
