time,Cleveland,pts.away,score,pts.home,Golden State
3:13.0,,,83-72,,Golden State full timeout
3:04.0,,,83-75,3,A. Iguodala makes 3-pt shot from 26 ft (assist by S. Curry)
2:57.0,,,83-75,,Personal take foul by S. Curry (drawn by T. Thompson)
2:57.0,T. Thompson misses free throw 1 of 2,,83-75,,
2:57.0,Offensive rebound by Team,,83-75,,
2:57.0,T. Thompson makes free throw 2 of 2,1,84-75,,
2:45.0,,,84-78,3,S. Curry makes 3-pt shot from 27 ft
2:37.0,,,84-78,,Personal take foul by S. Curry (drawn by T. Thompson)
2:37.0,T. Thompson makes free throw 1 of 2,1,85-78,,
2:37.0,T. Thompson misses free throw 2 of 2,,85-78,,
2:36.0,,,85-78,,Defensive rebound by S. Curry
2:35.0,Personal foul by J. Smith (drawn by S. Curry),,85-78,,
2:35.0,,,85-79,1,S. Curry makes free throw 1 of 2
2:35.0,I. Shumpert enters the game for T. Thompson,,85-79,,
2:35.0,,,85-80,1,S. Curry makes free throw 2 of 2
2:35.0,Cleveland full timeout,,85-80,,
2:11.0,L. James misses 2-pt shot from 17 ft,,85-80,,
2:10.0,,,85-80,,Defensive rebound by D. Green
2:01.0,,,85-82,2,K. Thompson makes 2-pt shot from 1 ft
1:41.0,,,85-82,,Personal foul by S. Curry (drawn by L. James)
1:41.0,L. James makes free throw 1 of 2,1,86-82,,
1:41.0,T. Thompson enters the game for J. Jones,,86-82,,
1:41.0,L. James makes free throw 2 of 2,1,87-82,,
1:34.0,,,87-82,,Turnover by S. Curry (lost ball; steal by M. Dellavedova)
1:31.0,Turnover by M. Dellavedova (bad pass; steal by D. Green),,87-82,,
1:26.0,,,87-82,,S. Curry misses 3-pt shot from 24 ft
1:25.0,,,87-82,,Offensive rebound by A. Iguodala
1:23.0,,,87-84,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
1:23.0,,,87-84,,Shooting foul by J. Smith (drawn by H. Barnes)
1:23.0,,,87-85,1,H. Barnes makes free throw 1 of 1
1:00.0,L. James misses 3-pt shot from 26 ft,,87-85,,
0:59.0,,,87-85,,Defensive rebound by K. Thompson
0:42.0,,,87-85,,H. Barnes misses 2-pt shot from 16 ft
0:41.0,Defensive rebound by M. Dellavedova,,87-85,,
0:39.0,Cleveland full timeout,,87-85,,
0:17.0,I. Shumpert misses 3-pt shot from 23 ft,,87-85,,
0:15.0,,,87-85,,Defensive rebound by D. Green
0:08.0,,,87-87,2,S. Curry makes 2-pt shot from 3 ft
0:07.0,Cleveland full timeout,,87-87,,
0:02.0,L. James misses 2-pt shot from 4 ft,,87-87,,
0:01.0,Offensive rebound by T. Thompson,,87-87,,
0:01.0,T. Thompson misses 2-pt shot from 2 ft,,87-87,,
0:00.0,,,87-87,,Defensive rebound by A. Iguodala
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: D. Green vs. T. Thompson (H. Barnes gains possession),,,,Jump ball: D. Green vs. T. Thompson (H. Barnes gains possession)
4:38.0,,,87-87,,A. Iguodala misses 2-pt shot from 6 ft
4:36.0,Defensive rebound by J. Smith,,87-87,,
4:14.0,L. James misses 2-pt shot from 21 ft,,87-87,,
4:13.0,,,87-87,,Defensive rebound by S. Curry
4:07.0,,,87-87,,S. Curry misses 3-pt shot from 26 ft
4:05.0,Defensive rebound by M. Dellavedova,,87-87,,
3:47.0,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James),3,90-87,,
3:36.0,,,90-87,,K. Thompson misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by T. Thompson,,90-87,,
3:19.0,J. Smith misses 3-pt shot from 25 ft,,90-87,,
3:17.0,Offensive rebound by L. James,,90-87,,
3:17.0,,,90-87,,Personal foul by D. Green (drawn by L. James)
3:17.0,L. James makes free throw 1 of 2,1,91-87,,
3:17.0,,,91-87,,Golden State full timeout
3:17.0,L. James makes free throw 2 of 2,1,92-87,,
3:03.0,,,92-87,,S. Curry misses 3-pt shot from 26 ft
3:01.0,Defensive rebound by M. Dellavedova,,92-87,,
2:48.0,L. James misses 2-pt shot from 16 ft,,92-87,,
2:47.0,,,92-87,,Defensive rebound by S. Curry
2:40.0,,,92-87,,S. Curry misses 2-pt shot from 2 ft (block by L. James)
2:39.0,,,92-87,,Offensive rebound by D. Green
2:39.0,,,92-89,2,D. Green makes 2-pt shot from 1 ft
2:17.0,M. Dellavedova misses 2-pt shot from 5 ft,,92-89,,
2:16.0,,,92-89,,Defensive rebound by H. Barnes
2:01.0,,,92-89,,D. Green misses 2-pt shot from 7 ft
2:00.0,,,92-89,,Offensive rebound by D. Green
2:00.0,,,92-91,2,D. Green makes 2-pt shot from 7 ft
1:53.0,Cleveland full timeout,,92-91,,
1:36.0,Turnover by Team (shot clock),,92-91,,
1:25.0,,,92-91,,Turnover by S. Curry (bad pass; steal by I. Shumpert)
1:21.0,I. Shumpert misses 2-pt shot from 2 ft (block by K. Thompson),,92-91,,
1:19.0,,,92-91,,Defensive rebound by A. Iguodala
1:11.0,,,92-91,,Golden State full timeout
1:05.0,,,92-91,,Turnover by D. Green (bad pass; steal by M. Dellavedova)
0:46.0,L. James misses 2-pt shot from 5 ft (block by D. Green),,92-91,,
0:45.0,,,92-91,,Defensive rebound by Team
0:45.0,Jump ball: D. Green vs. L. James,,,,Jump ball: D. Green vs. L. James
0:30.0,Personal foul by J. Smith (drawn by S. Curry),,92-91,,
0:30.0,T. Mozgov enters the game for J. Smith,,92-91,,
0:30.0,,,92-92,1,S. Curry makes free throw 1 of 2
0:30.0,,,92-93,1,S. Curry makes free throw 2 of 2
0:30.0,Cleveland full timeout,,92-93,,
0:30.0,J. Jones enters the game for T. Mozgov,,92-93,,
0:23.0,L. James misses 2-pt shot from 5 ft (block by D. Green),,92-93,,
0:21.0,,,92-93,,Defensive rebound by A. Iguodala
0:19.0,,,92-93,,Turnover by A. Iguodala (bad pass)
0:11.0,J. Jones misses 3-pt shot from 24 ft,,92-93,,
0:10.0,Offensive rebound by M. Dellavedova,,92-93,,
0:10.0,,,92-93,,Personal foul by H. Barnes (drawn by M. Dellavedova)
0:10.0,M. Dellavedova makes free throw 1 of 2,1,93-93,,
0:10.0,M. Dellavedova makes free throw 2 of 2,1,94-93,,
0:10.0,,,94-93,,Golden State full timeout
0:07.0,,,94-93,,S. Curry misses 2-pt shot from 19 ft
0:06.0,Defensive rebound by L. James,,94-93,,
0:04.0,,,94-93,,Personal foul by H. Barnes (drawn by L. James)
0:04.0,L. James misses free throw 1 of 2,,94-93,,
0:04.0,Offensive rebound by Team,,94-93,,
0:04.0,L. James makes free throw 2 of 2,1,95-93,,
0:02.0,,,95-93,,Turnover by S. Curry (bad pass; steal by I. Shumpert)
0:00.0,End of 1st overtime,,,,End of 1st overtime
