time,Washington,pts.away,score,pts.home,Miami
3:55.0,M. Gortat makes 2-pt shot at rim (assist by P. Pierce),2,17-17,,
3:49.0,,,17-17,,Miami full timeout
3:49.0,,,17-17,,C. Bosh enters the game for S. Williams
3:49.0,K. Humphries enters the game for P. Pierce,,17-17,,
3:49.0,O. Porter enters the game for D. Gooden,,17-17,,
3:39.0,,,17-17,,C. Bosh misses 2-pt shot from 2 ft (block by M. Gortat)
3:38.0,Defensive rebound by G. Temple,,17-17,,
3:31.0,,,17-17,,J. Ennis enters the game for L. Deng
3:13.0,K. Humphries misses 2-pt shot from 20 ft,,17-17,,
3:12.0,Offensive rebound by M. Gortat,,17-17,,
3:01.0,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall),2,19-17,,
2:37.0,,,19-20,3,N. Cole makes 3-pt shot from 24 ft (assist by C. Bosh)
2:27.0,J. Wall makes 2-pt shot from 2 ft,2,21-20,,
2:12.0,,,21-22,2,M. Chalmers makes 2-pt shot from 2 ft
1:55.0,Turnover by J. Wall (bad pass; steal by M. Chalmers),,21-22,,
1:50.0,,,21-22,,N. Cole misses 2-pt shot from 2 ft
1:49.0,Defensive rebound by K. Humphries,,21-22,,
1:43.0,J. Wall makes 2-pt shot from 16 ft,2,23-22,,
1:18.0,,,23-22,,M. Chalmers misses 2-pt shot from 1 ft
1:17.0,Defensive rebound by K. Humphries,,23-22,,
1:12.0,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall),3,26-22,,
0:52.0,,,26-22,,N. Cole misses 3-pt shot from 24 ft
0:51.0,,,26-22,,Offensive rebound by C. Andersen
0:45.0,,,26-22,,Miami full timeout
0:45.0,R. Butler enters the game for G. Temple,,26-22,,
0:45.0,A. Miller enters the game for J. Wall,,26-22,,
0:45.0,,,26-22,,S. Napier enters the game for N. Cole
0:34.0,,,26-22,,Turnover by M. Chalmers (bad pass)
0:14.0,M. Gortat makes 2-pt shot from 11 ft,2,28-22,,
0:05.0,Personal foul by O. Porter (drawn by M. Chalmers),,28-22,,
0:01.0,,,28-22,,S. Napier misses 3-pt shot from 25 ft
0:00.0,,,28-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,R. Butler misses 3-pt shot from 23 ft,,28-22,,
11:36.0,,,28-22,,Defensive rebound by J. Ennis
11:23.0,,,28-24,2,C. Andersen makes 2-pt shot at rim (assist by C. Bosh)
10:56.0,K. Humphries misses 2-pt shot from 20 ft,,28-24,,
10:55.0,Offensive rebound by R. Butler,,28-24,,
10:48.0,Offensive foul by K. Humphries,,28-24,,
10:48.0,Turnover by K. Humphries (offensive foul),,28-24,,
10:35.0,,,28-24,,C. Bosh misses 2-pt shot from 1 ft
10:34.0,,,28-24,,Offensive rebound by C. Bosh
10:33.0,,,28-26,2,C. Bosh makes 2-pt shot at rim
10:10.0,A. Miller misses 3-pt shot from 24 ft,,28-26,,
10:09.0,,,28-26,,Defensive rebound by M. Chalmers
9:58.0,,,28-28,2,C. Bosh makes 2-pt shot from 18 ft (assist by M. Chalmers)
9:40.0,K. Humphries makes 2-pt shot from 10 ft (assist by K. Seraphin),2,30-28,,
9:29.0,,,30-28,,Turnover by C. Bosh (lost ball; steal by O. Porter)
9:21.0,K. Humphries misses 2-pt shot from 2 ft,,30-28,,
9:20.0,,,30-28,,Defensive rebound by C. Andersen
9:19.0,Personal foul by K. Humphries (drawn by C. Andersen),,30-28,,
9:19.0,,,30-28,,S. Williams enters the game for C. Andersen
9:00.0,,,30-28,,Shooting foul by K. Seraphin (drawn by C. Bosh)
9:00.0,,,30-29,1,C. Bosh makes free throw 1 of 2
9:00.0,,,30-30,1,C. Bosh makes free throw 2 of 2
8:41.0,O. Porter misses 3-pt shot from 24 ft,,30-30,,
8:40.0,,,30-30,,Defensive rebound by C. Bosh
8:32.0,,,30-30,,Shooting foul by K. Seraphin (drawn by C. Bosh)
8:32.0,Official timeout,,30-30,,
8:32.0,D. Gooden enters the game for K. Humphries,,30-30,,
8:32.0,P. Pierce enters the game for R. Butler,,30-30,,
8:32.0,M. Gortat enters the game for K. Seraphin,,30-30,,
8:32.0,,,30-31,1,C. Bosh makes free throw 1 of 2
8:32.0,,,30-31,,D. Wade enters the game for J. Ennis
8:32.0,,,30-32,1,C. Bosh makes free throw 2 of 2
8:14.0,M. Gortat misses 2-pt shot from 7 ft,,30-32,,
8:13.0,,,30-32,,Defensive rebound by S. Williams
8:07.0,,,30-34,2,D. Wade makes 2-pt shot from 16 ft (assist by S. Napier)
7:50.0,O. Porter misses 2-pt shot from 18 ft,,30-34,,
7:49.0,,,30-34,,Defensive rebound by S. Napier
7:36.0,,,30-34,,S. Williams misses 3-pt shot from 23 ft
7:35.0,Defensive rebound by P. Pierce,,30-34,,
7:22.0,D. Gooden makes 2-pt shot from 20 ft (assist by P. Pierce),2,32-34,,
6:59.0,,,32-36,2,C. Bosh makes 2-pt shot from 17 ft (assist by M. Chalmers)
6:34.0,M. Gortat misses 2-pt shot from 9 ft,,32-36,,
6:33.0,Offensive rebound by D. Gooden,,32-36,,
6:32.0,D. Gooden makes 2-pt shot from 1 ft,2,34-36,,
6:11.0,,,34-36,,S. Williams misses 3-pt shot from 23 ft
6:10.0,,,34-36,,Offensive rebound by S. Napier
6:05.0,,,34-39,3,C. Bosh makes 3-pt shot from 25 ft (assist by S. Napier)
5:39.0,D. Gooden makes 3-pt shot from 24 ft (assist by P. Pierce),3,37-39,,
5:30.0,,,37-39,,Miami full timeout
5:30.0,J. Wall enters the game for A. Miller,,37-39,,
5:30.0,,,37-39,,C. Andersen enters the game for C. Bosh
5:30.0,,,37-39,,L. Deng enters the game for S. Napier
5:22.0,,,37-41,2,C. Andersen makes 2-pt shot at rim (assist by M. Chalmers)
5:04.0,Turnover by D. Gooden (3 sec),,37-41,,
4:47.0,,,37-41,,D. Wade misses 2-pt shot from 8 ft
4:46.0,,,37-41,,Offensive rebound by S. Williams
4:41.0,,,37-41,,Turnover by D. Wade (lost ball; steal by P. Pierce)
4:39.0,G. Temple enters the game for O. Porter,,37-41,,
4:26.0,P. Pierce misses 2-pt shot from 1 ft,,37-41,,
4:25.0,,,37-41,,Defensive rebound by M. Chalmers
4:17.0,,,37-41,,D. Wade misses 2-pt shot from 15 ft
4:16.0,Defensive rebound by P. Pierce,,37-41,,
4:08.0,J. Wall makes 2-pt shot from 2 ft,2,39-41,,
3:58.0,,,39-41,,M. Chalmers misses 3-pt shot from 24 ft
3:57.0,Defensive rebound by G. Temple,,39-41,,
3:54.0,Shooting foul by S. Williams (drawn by J. Wall),,39-41,,
3:54.0,J. Wall makes free throw 1 of 2,1,40-41,,
3:54.0,J. Wall makes free throw 2 of 2,1,41-41,,
3:45.0,,,41-41,,M. Chalmers misses 2-pt shot at rim
3:44.0,Defensive rebound by M. Gortat,,41-41,,
3:39.0,P. Pierce makes 2-pt shot at rim (assist by J. Wall),2,43-41,,
3:14.0,,,43-41,,S. Williams misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by P. Pierce,,43-41,,
3:10.0,,,43-41,,Personal foul by M. Chalmers (drawn by J. Wall)
3:10.0,,,43-41,,C. Bosh enters the game for S. Williams
3:10.0,,,43-41,,N. Cole enters the game for M. Chalmers
3:04.0,,,43-41,,Personal foul by D. Wade (drawn by M. Gortat)
2:58.0,Shooting foul by C. Bosh (drawn by D. Gooden),,43-41,,
2:58.0,Washington full timeout,,43-41,,
2:58.0,D. Gooden misses free throw 1 of 2,,43-41,,
2:58.0,Offensive rebound by Team,,43-41,,
2:58.0,D. Gooden misses free throw 2 of 2,,43-41,,
2:57.0,,,43-41,,Defensive rebound by C. Andersen
2:40.0,,,43-41,,D. Wade misses 2-pt shot from 6 ft
2:39.0,Defensive rebound by D. Gooden,,43-41,,
2:29.0,Turnover by G. Temple (bad pass; steal by D. Wade),,43-41,,
2:26.0,,,43-41,,Shooting foul by J. Wall (drawn by N. Cole)
2:26.0,,,43-42,1,N. Cole makes free throw 1 of 2
2:26.0,,,43-43,1,N. Cole makes free throw 2 of 2
2:10.0,J. Wall misses 2-pt shot from 1 ft (block by C. Andersen),,43-43,,
2:09.0,Offensive rebound by G. Temple,,43-43,,
2:02.0,M. Gortat misses 2-pt shot from 9 ft,,43-43,,
2:01.0,,,43-43,,Defensive rebound by N. Cole
1:50.0,,,43-45,2,D. Wade makes 2-pt shot from 7 ft (assist by L. Deng)
1:50.0,,,43-45,,Shooting foul by J. Wall (drawn by D. Wade)
1:50.0,,,43-46,1,D. Wade makes free throw 1 of 1
1:35.0,D. Gooden makes 2-pt shot from 19 ft (assist by P. Pierce),2,45-46,,
1:12.0,,,45-48,2,D. Wade makes 2-pt shot from 6 ft
0:56.0,P. Pierce makes 2-pt shot from 11 ft (assist by J. Wall),2,47-48,,
0:43.0,,,47-48,,Shooting foul by P. Pierce (drawn by C. Andersen)
0:43.0,,,47-49,1,C. Andersen makes free throw 1 of 2
0:43.0,,,47-50,1,C. Andersen makes free throw 2 of 2
0:34.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,49-50,,
0:20.0,,,49-53,3,C. Bosh makes 3-pt shot from 24 ft (assist by N. Cole)
0:03.0,G. Temple makes 3-pt shot from 23 ft (assist by J. Wall),3,52-53,,
0:00.0,,,52-53,,N. Cole misses 3-pt shot from 30 ft
0:00.0,,,52-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,P. Pierce misses 2-pt shot from 13 ft,,52-53,,
11:41.0,,,52-53,,Defensive rebound by C. Bosh
11:22.0,,,52-53,,S. Williams misses 2-pt shot from 1 ft
11:21.0,Defensive rebound by P. Pierce,,52-53,,
11:02.0,G. Temple makes 3-pt shot from 23 ft,3,55-53,,
10:45.0,,,55-55,2,N. Cole makes 2-pt shot from 1 ft
10:29.0,,,55-55,,Personal foul by S. Williams (drawn by D. Gooden)
10:22.0,D. Gooden makes 2-pt shot from 17 ft (assist by P. Pierce),2,57-55,,
10:04.0,,,57-55,,L. Deng misses 2-pt shot from 19 ft
10:03.0,,,57-55,,Offensive rebound by C. Bosh
9:52.0,,,57-55,,D. Wade misses 2-pt shot from 15 ft
9:51.0,,,57-55,,Offensive rebound by L. Deng
9:41.0,,,57-57,2,S. Williams makes 2-pt shot at rim (assist by N. Cole)
9:31.0,Offensive charge foul by P. Pierce,,57-57,,
9:31.0,Turnover by P. Pierce (offensive foul),,57-57,,
9:17.0,,,57-59,2,L. Deng makes 2-pt shot from 3 ft
9:17.0,,,57-59,,Shooting foul by D. Gooden (drawn by L. Deng)
9:17.0,,,57-60,1,L. Deng makes free throw 1 of 1
9:01.0,G. Temple misses 2-pt shot from 15 ft,,57-60,,
9:00.0,,,57-60,,Defensive rebound by C. Bosh
8:46.0,,,57-60,,C. Bosh misses 2-pt shot from 20 ft
8:45.0,Defensive rebound by G. Temple,,57-60,,
8:39.0,J. Wall misses 2-pt shot from 20 ft,,57-60,,
8:38.0,,,57-60,,Defensive rebound by S. Williams
8:30.0,,,57-62,2,N. Cole makes 2-pt shot from 2 ft
8:30.0,Washington full timeout,,57-62,,
8:20.0,P. Pierce makes 2-pt shot from 1 ft,2,59-62,,
8:20.0,Shooting foul by L. Deng (drawn by P. Pierce),,59-62,,
8:20.0,P. Pierce makes free throw 1 of 1,1,60-62,,
7:59.0,,,60-64,2,N. Cole makes 2-pt shot from 19 ft (assist by S. Williams)
7:35.0,M. Gortat makes 2-pt shot from 8 ft (assist by G. Temple),2,62-64,,
7:12.0,,,62-64,,N. Cole misses 3-pt shot from 24 ft
7:11.0,Defensive rebound by J. Wall,,62-64,,
7:05.0,J. Wall makes 2-pt shot from 10 ft,2,64-64,,
6:45.0,,,64-64,,Turnover by L. Deng (lost ball; steal by J. Wall)
6:40.0,J. Wall makes 2-pt shot from 1 ft,2,66-64,,
6:40.0,,,66-64,,Miami full timeout
6:40.0,,,66-64,,C. Andersen enters the game for C. Bosh
6:22.0,,,66-64,,D. Wade misses 2-pt shot from 18 ft
6:21.0,,,66-64,,Offensive rebound by S. Williams
6:15.0,,,66-64,,Turnover by D. Wade (lost ball; steal by G. Temple)
6:13.0,Turnover by G. Temple (bad pass),,66-64,,
5:55.0,,,66-64,,L. Deng misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by M. Gortat,,66-64,,
5:31.0,J. Wall misses 3-pt shot from 24 ft,,66-64,,
5:30.0,,,66-64,,Defensive rebound by D. Wade
5:13.0,Personal foul by D. Gooden (drawn by C. Andersen),,66-64,,
5:05.0,,,66-66,2,N. Cole makes 2-pt shot from 16 ft
4:42.0,M. Gortat makes 2-pt shot at rim,2,68-66,,
4:21.0,,,68-66,,Turnover by N. Cole (step out of bounds)
4:12.0,Turnover by J. Wall (bad pass; steal by S. Williams),,68-66,,
4:04.0,,,68-66,,D. Wade misses 2-pt shot from 1 ft
4:03.0,Defensive rebound by M. Gortat,,68-66,,
3:49.0,M. Gortat misses 2-pt shot from 7 ft,,68-66,,
3:48.0,,,68-66,,Defensive rebound by C. Andersen
3:29.0,,,68-68,2,N. Cole makes 2-pt shot from 15 ft (assist by C. Andersen)
3:02.0,M. Gortat misses 2-pt shot from 1 ft (block by L. Deng),,68-68,,
3:01.0,,,68-68,,Defensive rebound by C. Andersen
2:55.0,,,68-68,,C. Bosh enters the game for S. Williams
2:55.0,,,68-68,,J. Ennis enters the game for L. Deng
2:55.0,O. Porter enters the game for D. Gooden,,68-68,,
2:55.0,K. Humphries enters the game for M. Gortat,,68-68,,
2:55.0,Jump ball: P. Pierce vs. D. Wade (J. Ennis gains possession),,,,Jump ball: P. Pierce vs. D. Wade (J. Ennis gains possession)
2:49.0,,,68-68,,Miami full timeout
2:49.0,M. Gortat enters the game for P. Pierce,,68-68,,
2:49.0,,,68-68,,M. Chalmers enters the game for D. Wade
2:41.0,,,68-68,,J. Ennis misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by J. Wall,,68-68,,
2:29.0,K. Humphries misses 2-pt shot from 17 ft,,68-68,,
2:28.0,Offensive rebound by Team,,68-68,,
2:21.0,G. Temple misses 3-pt shot from 24 ft,,68-68,,
2:20.0,,,68-68,,Defensive rebound by N. Cole
2:05.0,Personal foul by M. Gortat (drawn by C. Andersen),,68-68,,
2:05.0,,,68-68,,S. Napier enters the game for N. Cole
1:55.0,,,68-68,,C. Bosh misses 2-pt shot from 1 ft
1:54.0,Defensive rebound by M. Gortat,,68-68,,
1:47.0,Turnover by J. Wall (bad pass; steal by C. Andersen),,68-68,,
1:39.0,,,68-68,,Turnover by S. Napier (bad pass; steal by G. Temple)
1:21.0,Turnover by K. Humphries (3 sec),,68-68,,
1:03.0,,,68-68,,Turnover by C. Bosh (bad pass)
1:03.0,K. Seraphin enters the game for M. Gortat,,68-68,,
0:51.0,J. Wall misses 2-pt shot from 18 ft,,68-68,,
0:50.0,,,68-68,,Defensive rebound by S. Napier
0:36.0,,,68-68,,Shooting foul by J. Wall (drawn by C. Andersen)
0:36.0,,,68-68,,C. Andersen misses free throw 1 of 2
0:36.0,,,68-68,,Offensive rebound by Team
0:36.0,,,68-69,1,C. Andersen makes free throw 2 of 2
0:15.0,Shooting foul by J. Ennis (drawn by O. Porter),,68-69,,
0:15.0,O. Porter misses free throw 1 of 3,,68-69,,
0:15.0,Offensive rebound by Team,,68-69,,
0:15.0,O. Porter makes free throw 2 of 3,1,69-69,,
0:15.0,R. Butler enters the game for J. Wall,,69-69,,
0:15.0,O. Porter makes free throw 3 of 3,1,70-69,,
0:02.0,,,70-71,2,M. Chalmers makes 2-pt shot from 6 ft
0:02.0,,,70-71,,Shooting foul by G. Temple (drawn by M. Chalmers)
0:02.0,,,70-72,1,M. Chalmers makes free throw 1 of 1
0:00.0,G. Temple misses 3-pt shot from 53 ft,,70-72,,
0:00.0,Offensive rebound by Team,,70-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,70-72,,C. Bosh misses 2-pt shot from 2 ft
11:39.0,,,70-72,,Offensive rebound by C. Andersen
11:33.0,,,70-72,,M. Chalmers misses 3-pt shot from 23 ft
11:32.0,Defensive rebound by A. Miller,,70-72,,
11:12.0,K. Seraphin misses 2-pt shot from 7 ft,,70-72,,
11:11.0,,,70-72,,Defensive rebound by J. Ennis
10:58.0,,,70-74,2,J. Ennis makes 2-pt shot at rim (assist by C. Bosh)
10:38.0,R. Butler misses 2-pt shot from 20 ft,,70-74,,
10:36.0,,,70-74,,Defensive rebound by M. Chalmers
10:33.0,,,70-74,,Offensive charge foul by M. Chalmers
10:33.0,,,70-74,,Turnover by M. Chalmers (offensive foul)
10:09.0,K. Humphries makes 2-pt shot from 12 ft,2,72-74,,
9:52.0,,,72-76,2,C. Bosh makes 2-pt shot from 5 ft
9:36.0,R. Butler makes 3-pt shot from 24 ft (assist by A. Miller),3,75-76,,
9:17.0,,,75-78,2,C. Bosh makes 2-pt shot from 1 ft
9:17.0,,,75-78,,Shooting foul by K. Humphries (drawn by C. Bosh)
9:17.0,,,75-78,,S. Williams enters the game for C. Andersen
9:17.0,,,75-79,1,C. Bosh makes free throw 1 of 1
8:56.0,K. Seraphin misses 2-pt shot from 16 ft,,75-79,,
8:55.0,,,75-79,,Defensive rebound by C. Bosh
8:51.0,,,75-81,2,J. Ennis makes 2-pt shot from 1 ft (assist by M. Chalmers)
8:51.0,Shooting block foul by A. Miller (drawn by J. Ennis),,75-81,,
8:51.0,Official timeout,,75-81,,
8:51.0,D. Gooden enters the game for K. Humphries,,75-81,,
8:51.0,J. Wall enters the game for A. Miller,,75-81,,
8:51.0,M. Gortat enters the game for K. Seraphin,,75-81,,
8:51.0,,,75-82,1,J. Ennis makes free throw 1 of 1
8:40.0,Turnover by J. Wall (lost ball; steal by S. Napier),,75-82,,
8:35.0,,,75-84,2,S. Napier makes 2-pt shot from 1 ft
8:17.0,J. Wall misses 2-pt shot from 1 ft,,75-84,,
8:16.0,,,75-84,,Defensive rebound by C. Bosh
8:04.0,,,75-84,,C. Bosh misses 2-pt shot from 15 ft
8:03.0,Defensive rebound by O. Porter,,75-84,,
7:56.0,D. Gooden misses 3-pt shot from 25 ft,,75-84,,
7:55.0,Offensive rebound by O. Porter,,75-84,,
7:54.0,O. Porter makes 2-pt shot from 11 ft,2,77-84,,
7:28.0,,,77-84,,J. Ennis misses 3-pt shot from 23 ft
7:27.0,Defensive rebound by M. Gortat,,77-84,,
7:22.0,O. Porter makes 2-pt shot from 14 ft,2,79-84,,
7:14.0,,,79-84,,Miami full timeout
7:14.0,P. Pierce enters the game for R. Butler,,79-84,,
7:14.0,,,79-84,,L. Deng enters the game for J. Ennis
7:03.0,,,79-84,,S. Williams misses 3-pt shot from 24 ft
7:02.0,,,79-84,,Offensive rebound by C. Bosh
6:58.0,,,79-84,,Turnover by C. Bosh (lost ball; steal by P. Pierce)
6:38.0,M. Gortat misses 2-pt shot from 6 ft,,79-84,,
6:37.0,,,79-84,,Defensive rebound by C. Bosh
6:23.0,,,79-84,,C. Bosh misses 2-pt shot from 19 ft
6:22.0,Defensive rebound by O. Porter,,79-84,,
6:13.0,J. Wall makes 2-pt shot from 18 ft,2,81-84,,
5:59.0,,,81-84,,Turnover by M. Chalmers (lost ball)
5:59.0,,,81-84,,D. Wade enters the game for S. Napier
5:48.0,Shooting foul by S. Williams (drawn by D. Gooden),,81-84,,
5:48.0,D. Gooden misses free throw 1 of 2,,81-84,,
5:48.0,Offensive rebound by Team,,81-84,,
5:48.0,D. Gooden makes free throw 2 of 2,1,82-84,,
5:40.0,,,82-84,,D. Wade misses 2-pt shot from 11 ft
5:39.0,Defensive rebound by O. Porter,,82-84,,
5:22.0,Shooting foul by M. Chalmers (drawn by P. Pierce),,82-84,,
5:22.0,P. Pierce misses free throw 1 of 2,,82-84,,
5:22.0,Offensive rebound by Team,,82-84,,
5:22.0,P. Pierce makes free throw 2 of 2,1,83-84,,
5:11.0,,,83-84,,Shooting foul by M. Gortat (drawn by L. Deng)
5:11.0,,,83-84,,L. Deng misses free throw 1 of 2
5:11.0,,,83-84,,Offensive rebound by Team
5:11.0,,,83-85,1,L. Deng makes free throw 2 of 2
4:57.0,O. Porter misses 3-pt shot from 24 ft,,83-85,,
4:56.0,,,83-85,,Defensive rebound by M. Chalmers
4:45.0,,,83-88,3,M. Chalmers makes 3-pt shot from 25 ft (assist by S. Williams)
4:25.0,J. Wall misses 2-pt shot from 1 ft,,83-88,,
4:24.0,,,83-88,,Defensive rebound by C. Bosh
4:14.0,,,83-88,,Shooting foul by M. Gortat (drawn by D. Wade)
4:14.0,,,83-89,1,D. Wade makes free throw 1 of 2
4:14.0,,,83-90,1,D. Wade makes free throw 2 of 2
4:01.0,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall),2,85-90,,
4:01.0,,,85-90,,Shooting block foul by L. Deng (drawn by M. Gortat)
4:01.0,M. Gortat makes free throw 1 of 1,1,86-90,,
3:45.0,,,86-92,2,D. Wade makes 2-pt shot from 19 ft
3:36.0,,,86-92,,Personal block foul by M. Chalmers (drawn by J. Wall)
3:36.0,G. Temple enters the game for O. Porter,,86-92,,
3:27.0,Shooting foul by M. Chalmers (drawn by P. Pierce),,86-92,,
3:27.0,P. Pierce makes free throw 1 of 2,1,87-92,,
3:27.0,,,87-92,,N. Cole enters the game for M. Chalmers
3:27.0,P. Pierce makes free throw 2 of 2,1,88-92,,
3:12.0,,,88-94,2,C. Bosh makes 2-pt shot from 14 ft
3:01.0,Shooting foul by N. Cole (drawn by J. Wall),,88-94,,
3:01.0,J. Wall makes free throw 1 of 2,1,89-94,,
3:01.0,J. Wall makes free throw 2 of 2,1,90-94,,
2:40.0,,,90-97,3,N. Cole makes 3-pt shot from 28 ft (assist by C. Bosh)
2:20.0,D. Gooden makes 2-pt shot from 19 ft (assist by J. Wall),2,92-97,,
1:55.0,,,92-99,2,D. Wade makes 2-pt shot from 18 ft
1:55.0,Washington full timeout,,92-99,,
1:47.0,Shooting foul by S. Williams (drawn by M. Gortat),,92-99,,
1:47.0,M. Gortat makes free throw 1 of 2,1,93-99,,
1:47.0,M. Gortat misses free throw 2 of 2,,93-99,,
1:46.0,,,93-99,,Defensive rebound by L. Deng
1:27.0,,,93-101,2,L. Deng makes 2-pt shot from 1 ft (assist by D. Wade)
1:19.0,J. Wall misses 3-pt shot from 26 ft,,93-101,,
1:18.0,,,93-101,,Defensive rebound by C. Bosh
1:01.0,,,93-104,3,D. Wade makes 3-pt shot from 25 ft
1:01.0,Washington full timeout,,93-104,,
1:01.0,R. Butler enters the game for D. Gooden,,93-104,,
1:01.0,O. Porter enters the game for G. Temple,,93-104,,
1:01.0,,,93-104,,M. Chalmers enters the game for S. Williams
0:56.0,P. Pierce misses 3-pt shot from 25 ft,,93-104,,
0:54.0,,,93-104,,Defensive rebound by C. Bosh
0:32.0,,,93-104,,C. Bosh misses 2-pt shot from 14 ft
0:29.0,Defensive rebound by P. Pierce,,93-104,,
0:26.0,Shooting foul by D. Wade (drawn by O. Porter),,93-104,,
0:26.0,O. Porter misses free throw 1 of 3,,93-104,,
