time,Brooklyn,pts.away,score,pts.home,Washington
1:17.0,,,18-28,,Personal foul by J. Wall (drawn by A. Anderson)
1:17.0,,,18-28,,A. Miller enters the game for J. Wall
1:09.0,M. Plumlee misses 2-pt shot from 2 ft,,18-28,,
1:08.0,Offensive rebound by M. Plumlee,,18-28,,
1:06.0,Turnover by M. Plumlee (lost ball),,18-28,,
0:56.0,Violation by B. Bogdanovic (kicked ball),,18-28,,
0:45.0,,,18-28,,M. Gortat misses 2-pt shot from 10 ft
0:43.0,Defensive rebound by B. Bogdanovic,,18-28,,
0:30.0,Shooting foul by M. Gortat (drawn by B. Lopez),,18-28,,
0:30.0,B. Lopez misses free throw 1 of 2,,18-28,,
0:30.0,Offensive rebound by Team,,18-28,,
0:30.0,,,18-28,,K. Seraphin enters the game for M. Gortat
0:30.0,B. Lopez makes free throw 2 of 2,1,19-28,,
0:16.0,,,19-28,,A. Miller misses 2-pt shot from 7 ft
0:15.0,Defensive rebound by D. Williams,,19-28,,
0:02.0,B. Lopez misses 2-pt shot from 6 ft,,19-28,,
0:01.0,,,19-28,,Defensive rebound by G. Temple
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Shooting foul by G. Temple (drawn by D. Williams),,19-28,,
11:40.0,D. Williams misses free throw 1 of 2,,19-28,,
11:40.0,Offensive rebound by Team,,19-28,,
11:40.0,D. Williams makes free throw 2 of 2,1,20-28,,
11:18.0,,,20-30,2,K. Humphries makes 2-pt shot from 1 ft (assist by R. Butler)
11:18.0,,,20-30,,Shooting foul by B. Lopez (drawn by K. Humphries)
11:18.0,J. Johnson enters the game for B. Lopez,,20-30,,
11:18.0,,,20-30,,K. Humphries misses free throw 1 of 1
11:17.0,Defensive rebound by A. Anderson,,20-30,,
11:06.0,B. Bogdanovic misses 3-pt shot from 26 ft,,20-30,,
11:06.0,,,20-30,,Defensive rebound by R. Butler
10:57.0,,,20-33,3,R. Butler makes 3-pt shot from 25 ft (assist by K. Humphries)
10:45.0,J. Johnson makes 2-pt shot from 9 ft,2,22-33,,
10:20.0,,,22-33,,Turnover by G. Temple (bad pass)
10:20.0,J. Jack enters the game for B. Bogdanovic,,22-33,,
10:08.0,J. Johnson misses 2-pt shot from 5 ft,,22-33,,
10:08.0,,,22-33,,Defensive rebound by K. Seraphin
10:03.0,,,22-35,2,G. Temple makes 2-pt shot at rim (assist by A. Miller)
10:00.0,,,22-35,,Personal foul by A. Miller (drawn by D. Williams)
9:53.0,D. Williams misses 2-pt shot from 2 ft (block by K. Seraphin),,22-35,,
9:51.0,Offensive rebound by Team,,22-35,,
9:39.0,J. Jack makes 2-pt shot from 14 ft (assist by D. Williams),2,24-35,,
9:28.0,,,24-37,2,G. Temple makes 2-pt shot from 19 ft (assist by A. Miller)
9:10.0,J. Jack misses 2-pt shot from 18 ft,,24-37,,
9:09.0,,,24-37,,Defensive rebound by K. Humphries
9:04.0,,,24-37,,K. Seraphin misses 2-pt shot from 2 ft
9:03.0,,,24-37,,Offensive rebound by G. Temple
8:54.0,,,24-37,,K. Seraphin misses 2-pt shot from 8 ft
8:51.0,,,24-37,,Offensive rebound by Team
8:51.0,Official timeout,,24-37,,
8:51.0,B. Bogdanovic enters the game for D. Williams,,24-37,,
8:46.0,,,24-40,3,R. Butler makes 3-pt shot from 26 ft (assist by A. Miller)
8:29.0,A. Anderson misses 3-pt shot from 23 ft,,24-40,,
8:29.0,Offensive rebound by M. Plumlee,,24-40,,
8:22.0,J. Johnson misses 2-pt shot from 8 ft,,24-40,,
8:21.0,Offensive rebound by J. Jack,,24-40,,
8:08.0,Turnover by J. Jack (bad pass; steal by R. Butler),,24-40,,
8:03.0,,,24-42,2,A. Miller makes 2-pt shot at rim (assist by R. Butler)
7:37.0,M. Plumlee misses 2-pt shot from 4 ft,,24-42,,
7:36.0,,,24-42,,Defensive rebound by K. Seraphin
7:22.0,,,24-42,,K. Seraphin misses 2-pt shot from 11 ft
7:21.0,Defensive rebound by A. Anderson,,24-42,,
7:14.0,J. Jack misses 2-pt shot from 6 ft,,24-42,,
7:13.0,,,24-42,,Defensive rebound by K. Seraphin
7:07.0,,,24-44,2,K. Humphries makes 2-pt shot at rim (assist by R. Butler)
6:50.0,Brooklyn full timeout,,24-44,,
6:35.0,B. Lopez enters the game for M. Plumlee,,24-44,,
6:31.0,J. Johnson misses 2-pt shot from 20 ft,,24-44,,
6:31.0,Offensive rebound by B. Lopez,,24-44,,
6:27.0,J. Jack misses 2-pt shot from 14 ft,,24-44,,
6:23.0,Offensive rebound by B. Lopez,,24-44,,
6:23.0,,,24-44,,Personal foul by K. Humphries (drawn by B. Lopez)
6:21.0,Shooting foul by G. Temple (drawn by B. Lopez),,24-44,,
6:21.0,B. Lopez makes free throw 1 of 2,1,25-44,,
6:21.0,B. Lopez makes free throw 2 of 2,1,26-44,,
5:56.0,,,26-46,2,K. Seraphin makes 2-pt shot from 5 ft
5:36.0,A. Anderson misses 3-pt shot from 26 ft,,26-46,,
5:35.0,,,26-46,,Defensive rebound by K. Humphries
5:22.0,,,26-46,,G. Temple misses 2-pt shot from 6 ft
5:22.0,Defensive rebound by J. Jack,,26-46,,
5:21.0,Turnover by J. Jack (bad pass; steal by K. Humphries),,26-46,,
5:20.0,,,26-48,2,K. Humphries makes 2-pt shot from 1 ft
5:20.0,,,26-48,,Shooting foul by A. Anderson (drawn by K. Humphries)
5:20.0,,,26-49,1,K. Humphries makes free throw 1 of 1
5:00.0,,,26-49,,J. Wall enters the game for A. Miller
5:00.0,B. Bogdanovic makes free throw 2 of 2,1,27-49,,
5:00.0,,,27-49,,Turnover by J. Wall (bad pass)
5:00.0,Shooting foul by K. Humphries (drawn by B. Bogdanovic),,27-49,,
5:00.0,B. Bogdanovic makes free throw 1 of 2,1,28-49,,
5:00.0,C. Jefferson enters the game for A. Anderson,,28-49,,
4:59.0,J. Johnson misses 3-pt shot from 26 ft,,28-49,,
4:56.0,Offensive rebound by J. Jack,,28-49,,
4:42.0,,,28-49,,O. Porter enters the game for G. Temple
4:36.0,,,28-49,,J. Wall misses 2-pt shot from 19 ft
4:36.0,,,28-49,,Offensive rebound by Team
4:36.0,Loose ball foul by C. Jefferson (drawn by K. Seraphin),,28-49,,
4:27.0,,,28-51,2,K. Humphries makes 2-pt shot from 4 ft (assist by K. Seraphin)
4:07.0,B. Bogdanovic misses 2-pt shot from 13 ft,,28-51,,
4:06.0,,,28-51,,Defensive rebound by K. Humphries
3:58.0,,,28-53,2,J. Wall makes 2-pt shot at rim
3:58.0,,,28-53,,Shooting foul by C. Jefferson (drawn by J. Wall)
3:58.0,,,28-54,1,J. Wall makes free throw 1 of 1
3:43.0,J. Johnson misses 2-pt shot from 18 ft,,28-54,,
3:41.0,Offensive rebound by B. Bogdanovic,,28-54,,
3:29.0,C. Jefferson misses 2-pt shot from 8 ft,,28-54,,
3:29.0,Offensive rebound by J. Jack,,28-54,,
3:29.0,Shooting foul by O. Porter (drawn by J. Jack),,28-54,,
3:29.0,J. Jack makes free throw 1 of 2,1,29-54,,
3:29.0,,,29-54,,M. Gortat enters the game for K. Seraphin
3:29.0,J. Jack makes free throw 2 of 2,1,30-54,,
3:20.0,,,30-54,,N. Hilario enters the game for K. Humphries
3:20.0,D. Williams enters the game for J. Jack,,30-54,,
3:16.0,,,30-54,,R. Butler misses 3-pt shot from 27 ft
3:15.0,,,30-54,,Offensive rebound by O. Porter
3:06.0,,,30-54,,O. Porter misses 3-pt shot from 26 ft
3:05.0,,,30-54,,Offensive rebound by M. Gortat
2:52.0,,,30-54,,Turnover by M. Gortat (bad pass)
2:52.0,,,30-54,,Washington full timeout
2:52.0,,,30-54,,P. Pierce enters the game for R. Butler
2:52.0,M. Plumlee enters the game for C. Jefferson,,30-54,,
2:37.0,B. Lopez misses 2-pt shot from 9 ft,,30-54,,
2:36.0,,,30-54,,Defensive rebound by O. Porter
2:29.0,,,30-54,,J. Wall misses 2-pt shot from 2 ft
2:27.0,Defensive rebound by M. Plumlee,,30-54,,
2:16.0,J. Johnson makes 2-pt shot from 20 ft,2,32-54,,
2:03.0,,,32-56,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
1:45.0,B. Lopez makes 2-pt shot from 4 ft,2,34-56,,
1:45.0,Shooting foul by M. Gortat (drawn by B. Lopez),,34-56,,
1:45.0,B. Lopez misses free throw 1 of 1,,34-56,,
1:44.0,,,34-56,,Defensive rebound by M. Gortat
1:27.0,,,34-56,,Turnover by P. Pierce (bad pass; steal by D. Williams)
1:19.0,D. Williams misses 3-pt shot from 26 ft,,34-56,,
1:17.0,Offensive rebound by B. Lopez,,34-56,,
1:15.0,B. Lopez misses 2-pt shot from 9 ft,,34-56,,
1:14.0,Offensive rebound by B. Bogdanovic,,34-56,,
1:10.0,B. Bogdanovic makes 2-pt shot from 2 ft,2,36-56,,
0:53.0,,,36-56,,Shooting foul by M. Plumlee (drawn by N. Hilario)
0:53.0,,,36-56,,N. Hilario misses free throw 1 of 2
0:53.0,,,36-56,,Offensive rebound by Team
0:53.0,,,36-57,1,N. Hilario makes free throw 2 of 2
0:35.0,J. Johnson misses 3-pt shot from 26 ft,,36-57,,
0:34.0,,,36-57,,Defensive rebound by N. Hilario
0:31.0,Personal foul by D. Williams (drawn by J. Wall),,36-57,,
0:31.0,,,36-57,,J. Wall misses free throw 1 of 2
0:31.0,,,36-57,,Offensive rebound by Team
0:31.0,A. Anderson enters the game for J. Johnson,,36-57,,
0:31.0,,,36-57,,K. Seraphin enters the game for M. Gortat
0:31.0,J. Jack enters the game for B. Lopez,,36-57,,
0:31.0,,,36-57,,R. Butler enters the game for N. Hilario
0:31.0,,,36-58,1,J. Wall makes free throw 2 of 2
0:12.0,J. Jack makes 2-pt shot from 20 ft,2,38-58,,
0:02.0,,,38-58,,Turnover by J. Wall (lost ball; steal by D. Williams)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Jack misses 2-pt shot from 21 ft,,38-58,,
11:41.0,,,38-58,,Defensive rebound by O. Porter
11:24.0,,,38-58,,N. Hilario misses 2-pt shot from 13 ft
11:23.0,,,38-58,,Offensive rebound by M. Gortat
11:23.0,Personal foul by J. Jack (drawn by M. Gortat),,38-58,,
11:14.0,,,38-58,,Turnover by N. Hilario (bad pass; steal by M. Plumlee)
11:02.0,Turnover by J. Jack (back court),,38-58,,
10:53.0,,,38-60,2,N. Hilario makes 2-pt shot from 14 ft (assist by J. Wall)
10:34.0,,,38-60,,Personal foul by M. Gortat (drawn by M. Plumlee)
10:24.0,A. Anderson makes 3-pt shot from 26 ft,3,41-60,,
10:06.0,,,41-62,2,N. Hilario makes 2-pt shot from 1 ft (assist by J. Wall)
9:53.0,Shooting foul by N. Hilario (drawn by M. Plumlee),,41-62,,
9:53.0,M. Plumlee misses free throw 1 of 2,,41-62,,
9:53.0,Offensive rebound by Team,,41-62,,
9:53.0,M. Plumlee misses free throw 2 of 2,,41-62,,
9:52.0,,,41-62,,Defensive rebound by P. Pierce
9:46.0,,,41-62,,O. Porter misses 3-pt shot from 26 ft
9:44.0,Defensive rebound by J. Johnson,,41-62,,
9:30.0,J. Johnson misses 2-pt shot from 10 ft,,41-62,,
9:29.0,,,41-62,,Defensive rebound by M. Gortat
9:21.0,,,41-64,2,O. Porter makes 2-pt shot at rim (assist by N. Hilario)
9:19.0,Brooklyn full timeout,,41-64,,
9:14.0,Shooting foul by M. Gortat (drawn by J. Jack),,41-64,,
9:14.0,J. Jack makes free throw 1 of 2,1,42-64,,
9:14.0,,,42-64,,K. Seraphin enters the game for M. Gortat
9:14.0,J. Jack makes free throw 2 of 2,1,43-64,,
8:59.0,,,43-64,,P. Pierce misses 3-pt shot from 26 ft
8:58.0,Defensive rebound by A. Anderson,,43-64,,
8:38.0,J. Jack misses 2-pt shot from 21 ft,,43-64,,
8:37.0,,,43-64,,Defensive rebound by Team
8:37.0,Loose ball foul by B. Lopez (drawn by J. Wall),,43-64,,
8:37.0,D. Williams enters the game for J. Johnson,,43-64,,
8:16.0,,,43-64,,P. Pierce misses 2-pt shot from 9 ft
8:16.0,,,43-64,,Offensive rebound by K. Seraphin
8:16.0,,,43-64,,Shooting foul by M. Plumlee (drawn by K. Seraphin)
8:16.0,,,43-65,1,K. Seraphin makes free throw 1 of 2
8:16.0,,,43-66,1,K. Seraphin makes free throw 2 of 2
8:02.0,B. Lopez makes 2-pt shot from 13 ft (assist by D. Williams),2,45-66,,
7:48.0,,,45-69,3,J. Wall makes 3-pt shot from 27 ft (assist by O. Porter)
7:40.0,A. Anderson misses 2-pt shot from 18 ft,,45-69,,
7:39.0,,,45-69,,Defensive rebound by N. Hilario
7:29.0,,,45-71,2,K. Seraphin makes 2-pt shot at rim
7:29.0,,,45-71,,Shooting foul by M. Plumlee (drawn by K. Seraphin)
7:29.0,,,45-72,1,K. Seraphin makes free throw 1 of 1
7:18.0,Shooting foul by K. Seraphin (drawn by M. Plumlee),,45-72,,
7:18.0,M. Plumlee makes free throw 1 of 2,1,46-72,,
7:18.0,M. Plumlee makes free throw 2 of 2,1,47-72,,
7:08.0,,,47-74,2,N. Hilario makes 2-pt shot at rim
6:57.0,,,47-74,,Personal foul by O. Porter (drawn by D. Williams)
6:57.0,D. Williams misses free throw 1 of 2,,47-74,,
6:57.0,Offensive rebound by Team,,47-74,,
6:57.0,J. Jordan enters the game for M. Plumlee,,47-74,,
6:57.0,D. Williams makes free throw 2 of 2,1,48-74,,
6:41.0,,,48-77,3,J. Wall makes 3-pt shot from 25 ft
6:26.0,J. Jack misses 3-pt shot from 23 ft,,48-77,,
6:26.0,Offensive rebound by Team,,48-77,,
6:26.0,,,48-77,,Loose ball foul by K. Seraphin (drawn by J. Jordan)
6:26.0,J. Jordan makes free throw 1 of 2,1,49-77,,
6:26.0,J. Jordan makes free throw 2 of 2,1,50-77,,
6:09.0,,,50-80,3,O. Porter makes 3-pt shot from 23 ft (assist by N. Hilario)
5:50.0,J. Jordan makes 2-pt shot from 1 ft (assist by J. Jack),2,52-80,,
5:37.0,,,52-82,2,K. Seraphin makes 2-pt shot at rim (assist by J. Wall)
5:20.0,J. Jordan makes 2-pt shot at rim (assist by D. Williams),2,54-82,,
5:20.0,Shooting foul by N. Hilario (drawn by J. Jordan),,54-82,,
5:20.0,,,54-82,,G. Temple enters the game for O. Porter
5:20.0,J. Jordan makes free throw 1 of 1,1,55-82,,
5:03.0,,,55-82,,P. Pierce misses 2-pt shot from 18 ft
5:02.0,,,55-82,,Offensive rebound by K. Seraphin
4:57.0,,,55-82,,J. Wall misses 3-pt shot from 27 ft
4:56.0,Defensive rebound by B. Lopez,,55-82,,
4:39.0,A. Anderson misses 3-pt shot from 26 ft,,55-82,,
4:38.0,,,55-82,,Defensive rebound by N. Hilario
4:32.0,,,55-82,,Turnover by J. Wall (bad pass; steal by A. Anderson)
4:17.0,,,55-82,,Personal foul by P. Pierce (drawn by J. Jack)
4:17.0,J. Jack makes free throw 1 of 2,1,56-82,,
4:17.0,,,56-82,,K. Humphries enters the game for N. Hilario
4:17.0,B. Bogdanovic enters the game for A. Anderson,,56-82,,
4:17.0,J. Jack misses free throw 2 of 2,,56-82,,
4:16.0,,,56-82,,Defensive rebound by K. Seraphin
3:58.0,,,56-82,,G. Temple misses 2-pt shot from 16 ft
3:57.0,Defensive rebound by B. Bogdanovic,,56-82,,
3:42.0,J. Jack misses 2-pt shot from 12 ft,,56-82,,
3:42.0,Offensive rebound by Team,,56-82,,
3:29.0,B. Lopez makes 2-pt shot from 7 ft (assist by D. Williams),2,58-82,,
3:11.0,,,58-82,,P. Pierce misses 2-pt shot from 16 ft
3:10.0,Defensive rebound by D. Williams,,58-82,,
3:02.0,D. Williams misses 2-pt shot from 15 ft,,58-82,,
3:01.0,,,58-82,,Defensive rebound by K. Humphries
2:49.0,,,58-82,,K. Humphries misses 2-pt shot from 3 ft (block by B. Lopez)
2:47.0,Defensive rebound by B. Lopez,,58-82,,
2:37.0,B. Lopez misses 2-pt shot from 16 ft,,58-82,,
2:36.0,,,58-82,,Defensive rebound by K. Humphries
2:31.0,,,58-82,,Washington full timeout
2:31.0,,,58-82,,R. Butler enters the game for P. Pierce
2:31.0,D. Morris enters the game for J. Jack,,58-82,,
2:22.0,,,58-84,2,R. Butler makes 2-pt shot from 14 ft (assist by K. Humphries)
2:09.0,Offensive foul by B. Lopez,,58-84,,
2:09.0,Turnover by B. Lopez (offensive foul),,58-84,,
1:56.0,,,58-84,,J. Wall misses 2-pt shot from 21 ft
1:55.0,,,58-84,,Offensive rebound by K. Humphries
1:42.0,,,58-84,,R. Butler misses 2-pt shot from 14 ft
1:41.0,,,58-84,,Offensive rebound by K. Humphries
1:29.0,,,58-84,,Turnover by K. Seraphin (traveling)
1:29.0,,,58-84,,A. Miller enters the game for J. Wall
1:18.0,D. Williams misses 2-pt shot from 18 ft,,58-84,,
1:17.0,,,58-84,,Defensive rebound by K. Humphries
1:06.0,,,58-84,,Shooting foul by D. Morris (drawn by A. Miller)
1:06.0,,,58-85,1,A. Miller makes free throw 1 of 2
1:06.0,,,58-86,1,A. Miller makes free throw 2 of 2
0:49.0,D. Morris makes 3-pt shot from 26 ft,3,61-86,,
0:28.0,,,61-89,3,G. Temple makes 3-pt shot from 26 ft (assist by A. Miller)
0:12.0,J. Jordan misses 2-pt shot from 14 ft,,61-89,,
0:10.0,,,61-89,,Defensive rebound by G. Temple
0:01.0,,,61-89,,K. Humphries misses 2-pt shot from 19 ft
0:00.0,,,61-89,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,61-91,2,K. Seraphin makes 2-pt shot from 5 ft (assist by R. Butler)
11:27.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Jordan),3,64-91,,
11:00.0,,,64-94,3,R. Butler makes 3-pt shot from 27 ft (assist by A. Miller)
10:42.0,B. Bogdanovic misses 3-pt shot from 27 ft,,64-94,,
10:41.0,,,64-94,,Defensive rebound by K. Humphries
10:28.0,,,64-94,,K. Humphries misses 2-pt shot from 18 ft
10:27.0,Defensive rebound by D. Morris,,64-94,,
10:14.0,Turnover by D. Morris (bad pass; steal by G. Temple),,64-94,,
9:55.0,,,64-96,2,K. Seraphin makes 2-pt shot at rim
9:31.0,D. Williams misses 2-pt shot from 21 ft,,64-96,,
9:30.0,,,64-96,,Defensive rebound by R. Butler
9:15.0,,,64-96,,R. Butler misses 3-pt shot from 25 ft
9:14.0,Defensive rebound by D. Morris,,64-96,,
9:06.0,Shooting foul by G. Temple (drawn by D. Williams),,64-96,,
9:06.0,D. Williams makes free throw 1 of 2,1,65-96,,
9:06.0,D. Williams misses free throw 2 of 2,,65-96,,
9:05.0,,,65-96,,Defensive rebound by K. Seraphin
8:53.0,,,65-96,,K. Seraphin misses 2-pt shot from 1 ft
8:51.0,,,65-96,,Offensive rebound by K. Humphries
8:50.0,,,65-96,,K. Humphries misses 2-pt shot from 1 ft
8:49.0,Defensive rebound by C. Jefferson,,65-96,,
8:34.0,Turnover by B. Bogdanovic (bad pass),,65-96,,
8:34.0,Official timeout,,65-96,,
8:34.0,M. Brown enters the game for B. Bogdanovic,,65-96,,
8:34.0,S. Karasev enters the game for D. Morris,,65-96,,
8:19.0,,,65-96,,Turnover by A. Miller (lost ball; steal by D. Williams)
8:02.0,D. Williams misses 2-pt shot from 19 ft,,65-96,,
8:01.0,,,65-96,,Defensive rebound by K. Seraphin
7:49.0,,,65-98,2,R. Butler makes 2-pt shot from 2 ft (assist by G. Temple)
7:25.0,M. Brown makes 3-pt shot from 23 ft (assist by D. Williams),3,68-98,,
7:04.0,,,68-100,2,R. Butler makes 2-pt shot from 13 ft (assist by G. Temple)
6:46.0,Turnover by M. Brown (bad pass; steal by R. Butler),,68-100,,
6:29.0,,,68-100,,M. Webster enters the game for G. Temple
6:26.0,,,68-100,,R. Butler misses 3-pt shot from 26 ft
6:24.0,,,68-100,,Offensive rebound by K. Humphries
6:06.0,,,68-100,,M. Webster misses 2-pt shot from 21 ft
6:05.0,Defensive rebound by D. Williams,,68-100,,
5:55.0,,,68-100,,Personal foul by K. Seraphin (drawn by J. Jordan)
5:55.0,,,68-100,,Washington full timeout
5:55.0,,,68-100,,D. Gooden enters the game for K. Humphries
5:55.0,,,68-100,,D. Blair enters the game for K. Seraphin
5:55.0,D. Morris enters the game for D. Williams,,68-100,,
5:48.0,Shooting foul by M. Webster (drawn by M. Brown),,68-100,,
5:48.0,M. Brown makes 2-pt shot from 10 ft (assist by S. Karasev),2,70-100,,
5:48.0,M. Brown makes free throw 1 of 1,1,71-100,,
5:30.0,,,71-103,3,M. Webster makes 3-pt shot from 26 ft (assist by A. Miller)
5:09.0,J. Jordan makes 2-pt shot at rim (assist by S. Karasev),2,73-103,,
4:51.0,,,73-103,,Shooting foul by J. Jordan (drawn by D. Blair)
4:51.0,,,73-104,1,D. Blair makes free throw 1 of 2
4:51.0,,,73-105,1,D. Blair makes free throw 2 of 2
4:30.0,Turnover by C. Jefferson (lost ball; steal by D. Gooden),,73-105,,
