time,Denver,pts.away,score,pts.home,Memphis
3:54.0,Defensive rebound by J. Nurkic,,12-13,,
3:37.0,J. Nurkic misses 2-pt shot from 9 ft (block by M. Gasol),,12-13,,
3:37.0,Offensive rebound by Team,,12-13,,
3:37.0,,,12-13,,K. Koufos enters the game for M. Gasol
3:37.0,,,12-13,,V. Carter enters the game for C. Lee
3:37.0,E. Green enters the game for R. Foye,,12-13,,
3:33.0,Turnover by J. Hickson (bad pass; steal by N. Calathes),,12-13,,
3:30.0,,,12-13,,Shooting foul by E. Green (drawn by N. Calathes)
3:30.0,,,12-14,1,N. Calathes makes free throw 1 of 2
3:30.0,,,12-15,1,N. Calathes makes free throw 2 of 2
3:30.0,Violation by J. Nurkic (def goaltending),,12-15,,
3:13.0,J. Nurkic misses 2-pt shot from 2 ft,,12-15,,
3:12.0,,,12-15,,Defensive rebound by Z. Randolph
3:07.0,Personal foul by J. Nurkic (drawn by K. Koufos),,12-15,,
3:07.0,W. Barton enters the game for J. Nelson,,12-15,,
2:51.0,,,12-17,2,Z. Randolph makes 2-pt shot from 10 ft
2:36.0,W. Chandler makes 3-pt shot from 23 ft (assist by W. Barton),3,15-17,,
2:36.0,Shooting foul by V. Carter (drawn by W. Chandler),,15-17,,
2:36.0,J. Lauvergne enters the game for J. Nurkic,,15-17,,
2:36.0,W. Chandler misses free throw 1 of 1,,15-17,,
2:36.0,,,15-17,,Defensive rebound by Z. Randolph
2:24.0,,,15-19,2,N. Calathes makes 2-pt shot from 3 ft (assist by V. Carter)
1:59.0,E. Green misses 2-pt shot from 3 ft,,15-19,,
1:57.0,,,15-19,,Defensive rebound by K. Koufos
1:49.0,Personal foul by J. Hickson (drawn by Z. Randolph),,15-19,,
1:44.0,,,15-19,,Shooting foul by W. Barton (drawn by Z. Randolph)
1:44.0,,,15-20,1,Z. Randolph makes free throw 1 of 2
1:44.0,G. Harris enters the game for W. Chandler,,15-20,,
1:44.0,,,15-20,,Z. Randolph misses free throw 2 of 2
1:43.0,Defensive rebound by J. Hickson,,15-20,,
1:26.0,J. Hickson misses 2-pt shot from 9 ft,,15-20,,
1:26.0,,,15-20,,Defensive rebound by Team
1:26.0,Loose ball foul by J. Lauvergne (drawn by K. Koufos),,15-20,,
1:26.0,,,15-21,1,K. Koufos makes free throw 1 of 2
1:26.0,,,15-22,1,K. Koufos makes free throw 2 of 2
1:06.0,W. Barton makes 3-pt shot from 24 ft,3,18-22,,
0:52.0,,,18-22,,V. Carter misses 2-pt shot from 3 ft (block by W. Barton)
0:51.0,,,18-22,,Offensive rebound by V. Carter
0:51.0,,,18-22,,Shooting foul by J. Lauvergne (drawn by V. Carter)
0:51.0,,,18-23,1,V. Carter makes free throw 1 of 2
0:51.0,,,18-24,1,V. Carter makes free throw 2 of 2
0:29.0,Turnover by G. Harris (lost ball; steal by N. Calathes),,18-24,,
0:15.0,,,18-24,,Turnover by K. Koufos (bad pass; steal by J. Lauvergne)
0:08.0,Turnover by W. Barton (lost ball),,18-24,,
0:08.0,,,18-24,,C. Lee enters the game for K. Koufos
0:08.0,,,18-24,,R. Smith enters the game for T. Allen
0:08.0,R. Foye enters the game for J. Lauvergne,,18-24,,
0:02.0,,,18-24,,N. Calathes misses 2-pt shot from 6 ft
0:00.0,,,18-24,,Offensive rebound by N. Calathes
0:00.0,,,18-24,,N. Calathes misses 2-pt shot from 2 ft
0:00.0,,,18-24,,Offensive rebound by N. Calathes
0:00.0,,,18-24,,N. Calathes misses 2-pt shot from 2 ft
0:00.0,Defensive rebound by J. Hickson,,18-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,E. Green misses 2-pt shot from 22 ft,,18-24,,
11:39.0,,,18-24,,Defensive rebound by C. Lee
11:22.0,,,18-24,,K. Koufos misses 2-pt shot from 1 ft (block by J. Lauvergne)
11:21.0,Defensive rebound by G. Harris,,18-24,,
11:09.0,E. Green misses 2-pt shot from 5 ft,,18-24,,
11:08.0,Offensive rebound by J. Lauvergne,,18-24,,
11:04.0,W. Barton misses 3-pt shot from 24 ft,,18-24,,
11:04.0,,,18-24,,Defensive rebound by Team
10:50.0,,,18-24,,V. Carter misses 3-pt shot from 24 ft
10:50.0,,,18-24,,Offensive rebound by N. Calathes
10:36.0,,,18-26,2,J. Green makes 2-pt shot from 8 ft
10:09.0,J. Hickson misses 2-pt shot from 13 ft,,18-26,,
10:08.0,,,18-26,,Defensive rebound by K. Koufos
10:00.0,,,18-26,,K. Koufos misses 2-pt shot from 1 ft (block by J. Hickson)
9:57.0,Defensive rebound by G. Harris,,18-26,,
9:53.0,E. Green makes 2-pt shot from 16 ft (assist by G. Harris),2,20-26,,
9:38.0,,,20-26,,N. Calathes misses 2-pt shot from 4 ft
9:33.0,Defensive rebound by W. Barton,,20-26,,
9:32.0,G. Harris makes 2-pt shot at rim (assist by W. Barton),2,22-26,,
9:16.0,,,22-28,2,J. Green makes 2-pt shot from 14 ft
8:56.0,W. Barton misses 2-pt shot from 7 ft,,22-28,,
8:53.0,,,22-28,,Defensive rebound by C. Lee
8:47.0,,,22-28,,Turnover by C. Lee (bad pass; steal by W. Barton)
8:42.0,Shooting foul by V. Carter (drawn by W. Barton),,22-28,,
8:42.0,Denver full timeout,,22-28,,
8:42.0,,,22-28,,M. Gasol enters the game for N. Calathes
8:42.0,,,22-28,,B. Udrih enters the game for K. Koufos
8:42.0,J. Nurkic enters the game for J. Hickson,,22-28,,
8:42.0,D. Arthur enters the game for J. Lauvergne,,22-28,,
8:42.0,W. Barton makes free throw 1 of 2,1,23-28,,
8:42.0,W. Barton makes free throw 2 of 2,1,24-28,,
8:21.0,,,24-28,,Shooting foul by J. Nurkic (drawn by J. Green)
8:21.0,,,24-29,1,J. Green makes free throw 1 of 2
8:21.0,J. Hickson enters the game for J. Nurkic,,24-29,,
8:21.0,,,24-30,1,J. Green makes free throw 2 of 2
8:10.0,J. Hickson makes 2-pt shot from 2 ft (assist by D. Arthur),2,26-30,,
8:10.0,Shooting foul by M. Gasol (drawn by J. Hickson),,26-30,,
8:10.0,J. Hickson misses free throw 1 of 1,,26-30,,
8:09.0,,,26-30,,Defensive rebound by M. Gasol
7:57.0,J. Nelson enters the game for E. Green,,26-30,,
7:57.0,R. Foye enters the game for G. Harris,,26-30,,
7:45.0,,,26-33,3,B. Udrih makes 3-pt shot from 24 ft
7:29.0,J. Nelson makes 2-pt shot from 11 ft,2,28-33,,
7:13.0,,,28-33,,Turnover by B. Udrih (bad pass; steal by J. Hickson)
7:07.0,J. Hickson makes 2-pt shot at rim (assist by W. Barton),2,30-33,,
7:07.0,,,30-33,,Memphis full timeout
7:07.0,,,30-33,,T. Allen enters the game for V. Carter
6:51.0,,,30-35,2,M. Gasol makes 2-pt shot from 1 ft
6:32.0,D. Arthur makes 2-pt shot from 19 ft (assist by R. Foye),2,32-35,,
6:14.0,,,32-35,,Offensive charge foul by T. Allen
6:14.0,,,32-35,,Turnover by T. Allen (offensive foul)
6:00.0,Turnover by J. Nelson (bad pass),,32-35,,
5:42.0,,,32-35,,Turnover by M. Gasol (traveling)
5:42.0,W. Chandler enters the game for W. Barton,,32-35,,
5:33.0,Turnover by J. Hickson (lost ball; steal by B. Udrih),,32-35,,
5:25.0,,,32-37,2,B. Udrih makes 2-pt shot from 15 ft
5:13.0,J. Nelson misses 2-pt shot from 17 ft,,32-37,,
5:12.0,Offensive rebound by J. Hickson,,32-37,,
5:09.0,J. Hickson misses 2-pt shot from 1 ft,,32-37,,
5:08.0,Offensive rebound by Team,,32-37,,
5:08.0,,,32-37,,Z. Randolph enters the game for J. Green
5:01.0,R. Foye misses 3-pt shot from 25 ft,,32-37,,
5:00.0,Offensive rebound by D. Arthur,,32-37,,
4:58.0,D. Arthur misses 2-pt shot from 1 ft,,32-37,,
4:57.0,Offensive rebound by J. Hickson,,32-37,,
4:44.0,J. Hickson misses 2-pt shot from 3 ft,,32-37,,
4:43.0,,,32-37,,Defensive rebound by Z. Randolph
4:38.0,,,32-39,2,B. Udrih makes 2-pt shot from 11 ft
4:29.0,Denver full timeout,,32-39,,
4:21.0,Turnover by J. Nelson (bad pass; steal by M. Gasol),,32-39,,
4:17.0,,,32-39,,Shooting foul by D. Arthur (drawn by T. Allen)
4:17.0,,,32-40,1,T. Allen makes free throw 1 of 2
4:17.0,,,32-41,1,T. Allen makes free throw 2 of 2
4:17.0,,,32-41,,Violation by Team (delay of game)
4:03.0,R. Foye misses 2-pt shot from 3 ft,,32-41,,
4:01.0,,,32-41,,Defensive rebound by M. Gasol
3:55.0,,,32-43,2,Z. Randolph makes 2-pt shot from 2 ft (assist by T. Allen)
3:40.0,Shooting foul by Z. Randolph (drawn by J. Hickson),,32-43,,
3:40.0,J. Hickson misses free throw 1 of 2,,32-43,,
3:40.0,Offensive rebound by Team,,32-43,,
3:40.0,J. Hickson makes free throw 2 of 2,1,33-43,,
3:17.0,,,33-43,,Z. Randolph misses 3-pt shot from 24 ft
3:17.0,,,33-43,,Offensive rebound by M. Gasol
3:03.0,,,33-43,,T. Allen misses 2-pt shot from 1 ft
3:02.0,,,33-43,,Offensive rebound by Z. Randolph
2:57.0,,,33-43,,Turnover by Z. Randolph (bad pass; steal by R. Foye)
2:54.0,,,33-43,,V. Carter enters the game for C. Lee
2:48.0,J. Nelson misses 2-pt shot from 3 ft,,33-43,,
2:47.0,,,33-43,,Defensive rebound by M. Gasol
2:39.0,Personal foul by D. Arthur (drawn by Z. Randolph),,33-43,,
2:24.0,,,33-43,,B. Udrih misses 3-pt shot from 22 ft
2:23.0,,,33-43,,Offensive rebound by T. Allen
2:15.0,,,33-43,,Turnover by V. Carter (bad pass; steal by R. Foye)
2:10.0,J. Nelson makes 2-pt shot from 1 ft (assist by R. Foye),2,35-43,,
1:48.0,,,35-43,,B. Udrih misses 2-pt shot from 17 ft
1:46.0,,,35-43,,Offensive rebound by Z. Randolph
1:46.0,,,35-45,2,Z. Randolph makes 2-pt shot from 2 ft
1:25.0,R. Foye makes 2-pt shot from 21 ft,2,37-45,,
0:58.0,,,37-47,2,M. Gasol makes 2-pt shot from 6 ft
0:47.0,Turnover by R. Foye (bad pass; steal by Z. Randolph),,37-47,,
0:33.0,,,37-47,,Shooting foul by J. Hickson (drawn by M. Gasol)
0:33.0,,,37-47,,M. Gasol misses free throw 1 of 2
0:33.0,,,37-47,,Offensive rebound by Team
0:33.0,J. Nurkic enters the game for D. Arthur,,37-47,,
0:33.0,,,37-47,,M. Gasol misses free throw 2 of 2
0:31.0,Defensive rebound by J. Nelson,,37-47,,
0:10.0,J. Nelson misses 3-pt shot from 24 ft,,37-47,,
0:09.0,,,37-47,,Defensive rebound by Z. Randolph
0:02.0,,,37-47,,B. Udrih misses 2-pt shot from 18 ft
0:01.0,Defensive rebound by R. Foye,,37-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Shooting foul by J. Green (drawn by W. Chandler),,37-47,,
11:47.0,W. Chandler makes free throw 1 of 3,1,38-47,,
11:47.0,W. Chandler misses free throw 2 of 3,,38-47,,
11:47.0,Offensive rebound by Team,,38-47,,
11:47.0,W. Chandler makes free throw 3 of 3,1,39-47,,
11:26.0,,,39-47,,M. Gasol misses 2-pt shot from 6 ft
11:23.0,Defensive rebound by D. Arthur,,39-47,,
11:14.0,Shooting foul by Z. Randolph (drawn by D. Arthur),,39-47,,
11:14.0,D. Arthur misses free throw 1 of 2,,39-47,,
11:14.0,Offensive rebound by Team,,39-47,,
11:14.0,D. Arthur makes free throw 2 of 2,1,40-47,,
10:51.0,,,40-47,,J. Green misses 2-pt shot from 2 ft
10:50.0,,,40-47,,Offensive rebound by B. Udrih
10:50.0,,,40-47,,Turnover by Team (shot clock)
10:31.0,R. Foye misses 3-pt shot from 25 ft,,40-47,,
10:30.0,,,40-47,,Defensive rebound by M. Gasol
10:19.0,,,40-47,,C. Lee misses 2-pt shot from 15 ft
10:17.0,Defensive rebound by D. Arthur,,40-47,,
10:07.0,J. Nelson makes 2-pt shot from 10 ft,2,42-47,,
9:54.0,Personal foul by J. Nelson (drawn by J. Green),,42-47,,
9:44.0,Personal foul by J. Nurkic (drawn by J. Green),,42-47,,
9:33.0,,,42-47,,B. Udrih misses 3-pt shot from 23 ft
9:32.0,Defensive rebound by W. Chandler,,42-47,,
9:08.0,D. Arthur misses 2-pt shot from 15 ft,,42-47,,
9:08.0,Offensive rebound by Team,,42-47,,
9:08.0,Turnover by Team (shot clock),,42-47,,
8:50.0,,,42-47,,Z. Randolph misses 2-pt shot from 14 ft
8:48.0,Defensive rebound by J. Nurkic,,42-47,,
8:42.0,Shooting foul by C. Lee (drawn by R. Foye),,42-47,,
8:42.0,R. Foye makes free throw 1 of 2,1,43-47,,
8:42.0,R. Foye makes free throw 2 of 2,1,44-47,,
8:24.0,,,44-47,,Turnover by M. Gasol (bad pass; steal by D. Arthur)
8:19.0,R. Foye makes 2-pt shot from 2 ft,2,46-47,,
8:19.0,,,46-47,,Memphis full timeout
8:00.0,,,46-47,,M. Gasol misses 2-pt shot from 10 ft
7:58.0,Defensive rebound by Team,,46-47,,
7:42.0,J. Nelson makes 2-pt shot from 2 ft,2,48-47,,
7:31.0,,,48-49,2,Z. Randolph makes 2-pt shot from 7 ft (assist by B. Udrih)
7:31.0,,,48-49,,Shooting foul by J. Nelson (drawn by Z. Randolph)
7:31.0,,,48-49,,N. Calathes enters the game for B. Udrih
7:31.0,,,48-49,,T. Allen enters the game for J. Green
7:31.0,,,48-50,1,Z. Randolph makes free throw 1 of 1
7:11.0,Turnover by J. Nelson (bad pass),,48-50,,
6:57.0,,,48-50,,Z. Randolph misses 2-pt shot from 3 ft (block by J. Nurkic)
6:55.0,Defensive rebound by R. Foye,,48-50,,
6:44.0,R. Foye makes 3-pt shot from 26 ft (assist by D. Arthur),3,51-50,,
6:28.0,,,51-50,,T. Allen misses 2-pt shot from 1 ft
6:27.0,,,51-50,,Offensive rebound by T. Allen
6:27.0,,,51-50,,Shooting foul by D. Arthur (drawn by T. Allen)
6:27.0,,,51-51,1,T. Allen makes free throw 1 of 2
6:27.0,,,51-52,1,T. Allen makes free throw 2 of 2
6:22.0,Denver full timeout,,51-52,,
6:12.0,D. Arthur misses 2-pt shot from 20 ft,,51-52,,
6:11.0,,,51-52,,Defensive rebound by N. Calathes
5:55.0,,,51-52,,T. Allen misses 2-pt shot from 1 ft
5:54.0,,,51-52,,Offensive rebound by T. Allen
5:54.0,,,51-54,2,T. Allen makes 2-pt shot from 1 ft
5:33.0,J. Nelson misses 2-pt shot from 20 ft,,51-54,,
5:31.0,,,51-54,,Defensive rebound by C. Lee
5:20.0,,,51-54,,Turnover by N. Calathes (lost ball)
5:06.0,W. Chandler makes 3-pt shot from 22 ft (assist by D. Arthur),3,54-54,,
4:39.0,,,54-56,2,Z. Randolph makes 2-pt shot from 6 ft (assist by N. Calathes)
4:22.0,D. Arthur misses 2-pt shot from 13 ft,,54-56,,
4:21.0,,,54-56,,Defensive rebound by C. Lee
4:13.0,,,54-56,,T. Allen misses 2-pt shot from 2 ft
4:10.0,Defensive rebound by J. Nelson,,54-56,,
4:01.0,Shooting foul by M. Gasol (drawn by J. Nurkic),,54-56,,
4:01.0,J. Nurkic misses free throw 1 of 2,,54-56,,
4:01.0,Offensive rebound by Team,,54-56,,
4:01.0,W. Barton enters the game for D. Arthur,,54-56,,
4:01.0,J. Nurkic makes free throw 2 of 2,1,55-56,,
3:41.0,,,55-58,2,N. Calathes makes 2-pt shot from 8 ft
3:24.0,J. Nelson makes 2-pt shot from 5 ft,2,57-58,,
3:03.0,,,57-60,2,M. Gasol makes 2-pt shot from 6 ft (assist by Z. Randolph)
2:39.0,W. Chandler misses 2-pt shot from 6 ft,,57-60,,
2:39.0,Offensive rebound by Team,,57-60,,
2:31.0,,,57-60,,Personal foul by M. Gasol (drawn by J. Nurkic)
2:31.0,J. Nurkic makes free throw 1 of 2,1,58-60,,
2:31.0,,,58-60,,K. Koufos enters the game for M. Gasol
2:31.0,J. Nurkic misses free throw 2 of 2,,58-60,,
2:30.0,,,58-60,,Defensive rebound by T. Allen
2:09.0,,,58-60,,Z. Randolph misses 2-pt shot from 6 ft
2:08.0,Defensive rebound by W. Chandler,,58-60,,
2:04.0,Turnover by W. Chandler (bad pass; steal by C. Lee),,58-60,,
2:03.0,Personal take foul by J. Nurkic (drawn by C. Lee),,58-60,,
2:03.0,G. Harris enters the game for J. Nelson,,58-60,,
2:03.0,J. Hickson enters the game for J. Nurkic,,58-60,,
2:03.0,,,58-61,1,C. Lee makes free throw 1 of 2
2:03.0,,,58-62,1,C. Lee makes free throw 2 of 2
1:44.0,R. Foye makes 2-pt shot from 6 ft,2,60-62,,
1:29.0,,,60-62,,C. Lee misses 3-pt shot from 24 ft
1:29.0,,,60-62,,Offensive rebound by K. Koufos
1:13.0,,,60-62,,Turnover by N. Calathes (bad pass)
1:13.0,,,60-62,,V. Carter enters the game for C. Lee
1:01.0,W. Chandler makes 2-pt shot from 4 ft,2,62-62,,
0:48.0,,,62-62,,V. Carter misses 2-pt shot from 5 ft
0:46.0,,,62-62,,Offensive rebound by Z. Randolph
0:46.0,,,62-64,2,Z. Randolph makes 2-pt shot from 1 ft
0:30.0,R. Foye misses 2-pt shot from 19 ft,,62-64,,
0:28.0,,,62-64,,Defensive rebound by V. Carter
0:14.0,Personal foul by G. Harris (drawn by V. Carter),,62-64,,
0:14.0,,,62-64,,V. Carter misses free throw 1 of 2
0:14.0,,,62-64,,Offensive rebound by Team
0:14.0,,,62-65,1,V. Carter makes free throw 2 of 2
0:02.0,J. Hickson misses 2-pt shot from 1 ft (block by V. Carter),,62-65,,
0:01.0,Offensive rebound by W. Chandler,,62-65,,
0:01.0,Shooting foul by K. Koufos (drawn by W. Chandler),,62-65,,
0:01.0,W. Chandler makes free throw 1 of 2,1,63-65,,
0:01.0,W. Chandler misses free throw 2 of 2,,63-65,,
0:00.0,Offensive rebound by Team,,63-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,63-67,2,T. Allen makes 2-pt shot from 2 ft (assist by N. Calathes)
11:23.0,Turnover by W. Chandler (lost ball; steal by Z. Randolph),,63-67,,
11:19.0,,,63-67,,Turnover by N. Calathes (lost ball; steal by G. Harris)
11:14.0,W. Chandler makes 2-pt shot from 1 ft (assist by R. Foye),2,65-67,,
10:56.0,,,65-67,,Z. Randolph misses 2-pt shot from 4 ft
10:53.0,Defensive rebound by W. Chandler,,65-67,,
10:53.0,,,65-67,,Personal foul by Z. Randolph (drawn by W. Chandler)
10:36.0,J. Hickson misses 2-pt shot from 6 ft,,65-67,,
10:34.0,,,65-67,,Defensive rebound by K. Koufos
10:26.0,,,65-69,2,T. Allen makes 2-pt shot at rim (assist by K. Koufos)
10:05.0,R. Foye misses 2-pt shot from 21 ft,,65-69,,
10:04.0,Offensive rebound by J. Hickson,,65-69,,
10:03.0,J. Hickson misses 2-pt shot from 11 ft,,65-69,,
9:59.0,,,65-69,,Defensive rebound by T. Allen
9:56.0,,,65-69,,Turnover by T. Allen (bad pass; steal by W. Chandler)
9:55.0,,,65-69,,Personal take foul by N. Calathes (drawn by R. Foye)
9:55.0,E. Green enters the game for R. Foye,,65-69,,
9:38.0,G. Harris misses 3-pt shot from 23 ft,,65-69,,
9:38.0,,,65-69,,Defensive rebound by T. Allen
9:30.0,Personal foul by W. Chandler (drawn by Z. Randolph),,65-69,,
9:30.0,,,65-69,,Memphis full timeout
9:15.0,,,65-71,2,Z. Randolph makes 2-pt shot from 21 ft (assist by N. Calathes)
8:49.0,W. Chandler misses 2-pt shot from 1 ft (block by K. Koufos),,65-71,,
8:48.0,,,65-71,,Defensive rebound by K. Koufos
8:36.0,,,65-73,2,N. Calathes makes 2-pt shot from 2 ft
8:25.0,G. Harris makes 2-pt shot at rim (assist by J. Hickson),2,67-73,,
7:58.0,,,67-75,2,K. Koufos makes 2-pt shot from 2 ft (assist by Z. Randolph)
7:43.0,E. Green misses 2-pt shot from 21 ft,,67-75,,
7:42.0,,,67-75,,Defensive rebound by T. Allen
7:40.0,,,67-75,,Turnover by T. Allen (lost ball; steal by G. Harris)
7:28.0,Turnover by W. Barton (lost ball),,67-75,,
7:28.0,,,67-75,,J. Green enters the game for K. Koufos
7:28.0,J. Nelson enters the game for E. Green,,67-75,,
7:14.0,Personal foul by G. Harris (drawn by V. Carter),,67-75,,
7:14.0,D. Arthur enters the game for W. Chandler,,67-75,,
7:10.0,Personal foul by J. Hickson (drawn by Z. Randolph),,67-75,,
7:04.0,Violation by J. Hickson (def goaltending),,67-75,,
7:04.0,,,67-77,2,N. Calathes makes 2-pt shot from 2 ft
6:49.0,Shooting foul by T. Allen (drawn by J. Hickson),,67-77,,
6:49.0,J. Hickson makes free throw 1 of 2,1,68-77,,
6:49.0,,,68-77,,M. Gasol enters the game for Z. Randolph
6:49.0,J. Hickson makes free throw 2 of 2,1,69-77,,
6:33.0,,,69-77,,Shooting foul by J. Hickson (drawn by M. Gasol)
6:33.0,,,69-78,1,M. Gasol makes free throw 1 of 2
6:33.0,,,69-79,1,M. Gasol makes free throw 2 of 2
6:23.0,J. Nelson makes 3-pt shot from 24 ft,3,72-79,,
5:59.0,,,72-79,,J. Green misses 3-pt shot from 23 ft
5:58.0,Defensive rebound by J. Hickson,,72-79,,
5:50.0,G. Harris makes 3-pt shot from 23 ft (assist by W. Barton),3,75-79,,
5:33.0,,,75-79,,V. Carter misses 2-pt shot from 17 ft
5:33.0,Defensive rebound by J. Nelson,,75-79,,
5:24.0,J. Hickson makes 2-pt shot at rim (assist by J. Nelson),2,77-79,,
5:13.0,,,77-79,,N. Calathes misses 2-pt shot from 6 ft
5:10.0,,,77-79,,Offensive rebound by M. Gasol
5:10.0,,,77-79,,M. Gasol misses 2-pt shot from 2 ft
5:07.0,Defensive rebound by W. Barton,,77-79,,
4:55.0,J. Nelson makes 2-pt shot from 23 ft,2,79-79,,
4:54.0,,,79-79,,Memphis full timeout
4:54.0,,,79-79,,Memphis full timeout
4:54.0,,,79-79,,C. Lee enters the game for J. Green
4:54.0,,,79-79,,B. Udrih enters the game for N. Calathes
4:54.0,,,79-79,,Z. Randolph enters the game for V. Carter
4:31.0,,,79-79,,Z. Randolph misses 2-pt shot from 12 ft
