time,Denver,pts.away,score,pts.home,Portland
1:00.0,,,25-30,,Shooting foul by J. Hickson (drawn by C. Kaman)
1:00.0,,,25-30,,W. Barton enters the game for N. Batum
1:00.0,T. Mozgov enters the game for J. Hickson,,25-30,,
1:00.0,,,25-31,1,C. Kaman makes free throw 1 of 1
0:51.0,T. Lawson misses 2-pt shot from 3 ft (block by C. Kaman),,25-31,,
0:50.0,,,25-31,,Defensive rebound by C. Kaman
0:50.0,Personal foul by T. Lawson (drawn by C. Kaman),,25-31,,
0:50.0,,,25-32,1,C. Kaman makes free throw 1 of 2
0:50.0,,,25-33,1,C. Kaman makes free throw 2 of 2
0:36.0,Shooting foul by W. Barton (drawn by D. Gallinari),,25-33,,
0:36.0,D. Gallinari makes free throw 1 of 2,1,26-33,,
0:36.0,D. Gallinari makes free throw 2 of 2,1,27-33,,
0:16.0,,,27-36,3,S. Blake makes 3-pt shot from 23 ft (assist by C. McCollum)
0:00.0,T. Lawson misses 2-pt shot from 12 ft,,27-36,,
0:00.0,Offensive rebound by Team,,27-36,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,27-36,,C. Kaman misses 2-pt shot from 2 ft
11:43.0,Defensive rebound by T. Mozgov,,27-36,,
11:25.0,Shooting foul by W. Barton (drawn by D. Gallinari),,27-36,,
11:25.0,D. Gallinari makes free throw 1 of 2,1,28-36,,
11:25.0,D. Gallinari makes free throw 2 of 2,1,29-36,,
11:12.0,,,29-36,,W. Barton misses 2-pt shot from 5 ft
11:12.0,Defensive rebound by T. Mozgov,,29-36,,
10:58.0,N. Robinson misses 2-pt shot from 7 ft,,29-36,,
10:57.0,,,29-36,,Defensive rebound by C. Kaman
10:49.0,,,29-36,,D. Lillard misses 2-pt shot from 18 ft
10:48.0,Defensive rebound by D. Gallinari,,29-36,,
10:39.0,J. McGee misses 2-pt shot from 10 ft,,29-36,,
10:39.0,,,29-36,,Defensive rebound by T. Robinson
10:27.0,,,29-36,,T. Robinson misses 2-pt shot from 6 ft
10:25.0,Defensive rebound by T. Mozgov,,29-36,,
10:25.0,,,29-36,,Personal foul by T. Robinson (drawn by T. Mozgov)
10:18.0,,,29-36,,Personal foul by T. Robinson (drawn by T. Mozgov)
10:12.0,R. Foye makes 3-pt shot from 24 ft,3,32-36,,
10:00.0,,,32-36,,C. Kaman misses 2-pt shot from 19 ft
10:00.0,Defensive rebound by T. Mozgov,,32-36,,
9:52.0,Shooting foul by D. Lillard (drawn by R. Foye),,32-36,,
9:52.0,R. Foye makes free throw 1 of 2,1,33-36,,
9:52.0,R. Foye makes free throw 2 of 2,1,34-36,,
9:27.0,,,34-36,,W. Barton misses 2-pt shot from 21 ft (block by D. Gallinari)
9:27.0,,,34-36,,Offensive rebound by T. Robinson
9:27.0,,,34-36,,Turnover by Team (shot clock)
9:14.0,D. Gallinari misses 2-pt shot from 1 ft,,34-36,,
9:13.0,,,34-36,,Defensive rebound by T. Robinson
9:10.0,Personal foul by R. Foye (drawn by D. Lillard),,34-36,,
9:10.0,K. Faried enters the game for J. McGee,,34-36,,
9:10.0,,,34-36,,W. Matthews enters the game for W. Barton
9:10.0,,,34-36,,R. Lopez enters the game for C. Kaman
9:03.0,,,34-39,3,W. Matthews makes 3-pt shot from 24 ft (assist by R. Lopez)
8:45.0,R. Foye misses 2-pt shot from 10 ft,,34-39,,
8:45.0,,,34-39,,Defensive rebound by Team
8:45.0,Official timeout,,34-39,,
8:28.0,,,34-39,,Turnover by S. Blake (traveling)
8:23.0,K. Faried misses 2-pt shot from 1 ft,,34-39,,
8:21.0,,,34-39,,Defensive rebound by T. Robinson
8:07.0,,,34-41,2,R. Lopez makes 2-pt shot from 6 ft
7:44.0,K. Faried misses 2-pt shot from 1 ft,,34-41,,
7:42.0,Offensive rebound by T. Mozgov,,34-41,,
7:42.0,T. Mozgov makes 2-pt shot at rim,2,36-41,,
7:26.0,,,36-41,,W. Matthews misses 3-pt shot from 24 ft
7:25.0,Defensive rebound by T. Mozgov,,36-41,,
7:19.0,N. Robinson makes 2-pt shot from 1 ft,2,38-41,,
7:19.0,Shooting foul by T. Robinson (drawn by N. Robinson),,38-41,,
7:19.0,N. Robinson makes free throw 1 of 1,1,39-41,,
6:56.0,,,39-44,3,W. Matthews makes 3-pt shot from 24 ft (assist by D. Lillard)
6:49.0,,,39-44,,L. Aldridge enters the game for T. Robinson
6:49.0,,,39-44,,N. Batum enters the game for D. Lillard
6:42.0,D. Gallinari misses 2-pt shot from 20 ft,,39-44,,
6:42.0,,,39-44,,Defensive rebound by W. Matthews
6:35.0,A. Afflalo enters the game for D. Gallinari,,39-44,,
6:35.0,W. Chandler enters the game for R. Foye,,39-44,,
6:23.0,,,39-46,2,R. Lopez makes 2-pt shot from 7 ft
6:11.0,N. Robinson misses 2-pt shot from 22 ft,,39-46,,
6:11.0,Offensive rebound by K. Faried,,39-46,,
6:10.0,K. Faried makes 2-pt shot from 1 ft,2,41-46,,
5:49.0,,,41-48,2,L. Aldridge makes 2-pt shot from 17 ft
5:37.0,N. Robinson misses 2-pt shot from 9 ft,,41-48,,
5:35.0,Offensive rebound by K. Faried,,41-48,,
5:35.0,Shooting foul by L. Aldridge (drawn by K. Faried),,41-48,,
5:35.0,,,41-48,,Portland full timeout
5:35.0,T. Lawson enters the game for N. Robinson,,41-48,,
5:35.0,K. Faried makes free throw 1 of 2,1,42-48,,
5:35.0,K. Faried makes free throw 2 of 2,1,43-48,,
5:15.0,,,43-48,,W. Matthews misses 3-pt shot from 25 ft
5:15.0,,,43-48,,Offensive rebound by L. Aldridge
5:12.0,,,43-48,,L. Aldridge misses 2-pt shot from 7 ft
5:09.0,,,43-48,,Offensive rebound by W. Matthews
4:58.0,,,43-50,2,L. Aldridge makes 2-pt shot from 21 ft (assist by W. Matthews)
4:42.0,K. Faried misses 2-pt shot from 14 ft,,43-50,,
4:42.0,,,43-50,,Defensive rebound by S. Blake
4:32.0,,,43-53,3,W. Matthews makes 3-pt shot from 23 ft (assist by N. Batum)
4:31.0,Denver full timeout,,43-53,,
4:31.0,,,43-53,,D. Lillard enters the game for S. Blake
4:17.0,A. Afflalo misses 2-pt shot from 13 ft,,43-53,,
4:17.0,,,43-53,,Defensive rebound by W. Matthews
4:03.0,,,43-55,2,L. Aldridge makes 2-pt shot from 21 ft (assist by D. Lillard)
3:46.0,Turnover by T. Lawson (bad pass; steal by D. Lillard),,43-55,,
3:34.0,,,43-55,,L. Aldridge misses 2-pt shot from 16 ft
3:34.0,Defensive rebound by A. Afflalo,,43-55,,
3:28.0,T. Lawson makes 2-pt shot from 1 ft,2,45-55,,
3:17.0,,,45-55,,Shooting foul by T. Lawson (drawn by R. Lopez)
3:17.0,,,45-56,1,R. Lopez makes free throw 1 of 2
3:17.0,,,45-57,1,R. Lopez makes free throw 2 of 2
3:04.0,A. Afflalo makes 3-pt shot from 24 ft (assist by K. Faried),3,48-57,,
2:45.0,,,48-57,,W. Matthews misses 3-pt shot from 24 ft
2:44.0,Defensive rebound by Team,,48-57,,
2:31.0,K. Faried misses 2-pt shot from 6 ft,,48-57,,
2:31.0,,,48-57,,Defensive rebound by N. Batum
2:24.0,,,48-57,,N. Batum misses 2-pt shot from 2 ft
2:22.0,Defensive rebound by T. Mozgov,,48-57,,
2:14.0,A. Afflalo makes 2-pt shot from 23 ft (assist by W. Chandler),2,50-57,,
1:57.0,,,50-57,,N. Batum misses 2-pt shot from 10 ft
1:56.0,Defensive rebound by T. Mozgov,,50-57,,
1:48.0,A. Afflalo makes 2-pt shot from 13 ft,2,52-57,,
1:29.0,,,52-59,2,L. Aldridge makes 2-pt shot from 7 ft
1:10.0,Turnover by K. Faried (offensive goaltending),,52-59,,
1:10.0,J. McGee enters the game for K. Faried,,52-59,,
0:51.0,,,52-59,,L. Aldridge misses 2-pt shot from 17 ft
0:51.0,,,52-59,,Offensive rebound by R. Lopez
0:51.0,,,52-59,,R. Lopez misses 2-pt shot at rim
0:49.0,Defensive rebound by J. McGee,,52-59,,
0:43.0,T. Mozgov makes 2-pt shot at rim,2,54-59,,
0:34.0,,,54-61,2,L. Aldridge makes 2-pt shot from 21 ft (assist by D. Lillard)
0:28.0,J. McGee makes 2-pt shot at rim (assist by T. Lawson),2,56-61,,
0:11.0,,,56-61,,Turnover by R. Lopez (3 sec)
0:10.0,Denver full timeout,,56-61,,
0:10.0,,,56-61,,C. Kaman enters the game for L. Aldridge
0:06.0,Shooting foul by D. Lillard (drawn by T. Lawson),,56-61,,
0:06.0,T. Lawson misses free throw 1 of 2,,56-61,,
0:06.0,Offensive rebound by Team,,56-61,,
0:06.0,,,56-61,,L. Aldridge enters the game for C. Kaman
0:06.0,T. Lawson misses free throw 2 of 2,,56-61,,
0:05.0,,,56-61,,Defensive rebound by L. Aldridge
0:00.0,,,56-64,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Lillard)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-64,,L. Aldridge misses 2-pt shot from 19 ft
11:43.0,,,56-64,,Offensive rebound by R. Lopez
11:43.0,,,56-64,,R. Lopez misses 2-pt shot from 1 ft
11:40.0,Defensive rebound by T. Mozgov,,56-64,,
11:32.0,A. Afflalo makes 2-pt shot from 1 ft,2,58-64,,
11:32.0,Shooting foul by W. Matthews (drawn by A. Afflalo),,58-64,,
11:32.0,A. Afflalo makes free throw 1 of 1,1,59-64,,
11:18.0,Personal foul by W. Chandler (drawn by N. Batum),,59-64,,
11:14.0,,,59-64,,D. Lillard misses 2-pt shot from 20 ft
11:13.0,Defensive rebound by W. Chandler,,59-64,,
11:06.0,W. Chandler makes 2-pt shot from 15 ft,2,61-64,,
10:46.0,,,61-64,,R. Lopez misses 2-pt shot from 9 ft
10:45.0,Defensive rebound by W. Chandler,,61-64,,
10:31.0,T. Mozgov misses 2-pt shot from 6 ft,,61-64,,
10:30.0,Offensive rebound by T. Lawson,,61-64,,
10:28.0,Turnover by K. Faried (offensive foul),,61-64,,
10:28.0,Offensive foul by K. Faried,,61-64,,
10:12.0,,,61-64,,L. Aldridge misses 2-pt shot from 12 ft
10:12.0,,,61-64,,Offensive rebound by N. Batum
10:08.0,,,61-67,3,L. Aldridge makes 3-pt shot from 22 ft (assist by N. Batum)
9:51.0,K. Faried misses 2-pt shot from 3 ft (block by L. Aldridge),,61-67,,
9:50.0,,,61-67,,Defensive rebound by N. Batum
9:40.0,,,61-67,,L. Aldridge misses 2-pt shot from 16 ft
9:39.0,Defensive rebound by A. Afflalo,,61-67,,
9:33.0,A. Afflalo misses 2-pt shot from 6 ft,,61-67,,
9:32.0,,,61-67,,Defensive rebound by R. Lopez
9:21.0,,,61-67,,W. Matthews misses 2-pt shot from 2 ft (block by T. Mozgov)
9:18.0,,,61-67,,Offensive rebound by L. Aldridge
9:17.0,,,61-69,2,L. Aldridge makes 2-pt shot from 15 ft
9:07.0,Denver full timeout,,61-69,,
8:55.0,,,61-69,,Personal foul by W. Matthews (drawn by A. Afflalo)
8:50.0,T. Mozgov misses 2-pt shot at rim,,61-69,,
8:49.0,Offensive rebound by K. Faried,,61-69,,
8:49.0,K. Faried misses 2-pt shot at rim,,61-69,,
8:47.0,,,61-69,,Defensive rebound by L. Aldridge
8:39.0,,,61-69,,W. Matthews misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by T. Lawson,,61-69,,
8:31.0,Turnover by T. Lawson (lost ball; steal by N. Batum),,61-69,,
8:29.0,Personal foul by A. Afflalo (drawn by W. Matthews),,61-69,,
8:18.0,,,61-69,,L. Aldridge misses 2-pt shot from 20 ft
8:18.0,Defensive rebound by T. Mozgov,,61-69,,
8:14.0,K. Faried makes 2-pt shot at rim (assist by T. Lawson),2,63-69,,
7:48.0,,,63-69,,N. Batum misses 3-pt shot from 24 ft
7:44.0,Defensive rebound by T. Lawson,,63-69,,
7:38.0,A. Afflalo misses 2-pt shot from 11 ft,,63-69,,
7:37.0,,,63-69,,Defensive rebound by W. Matthews
7:32.0,,,63-69,,Shooting foul by W. Chandler (drawn by L. Aldridge)
7:32.0,,,63-70,1,L. Aldridge makes free throw 1 of 2
7:32.0,,,63-70,,L. Aldridge misses free throw 2 of 2
7:31.0,Defensive rebound by T. Mozgov,,63-70,,
7:11.0,Shooting foul by R. Lopez (drawn by T. Mozgov),,63-70,,
7:11.0,T. Mozgov misses free throw 1 of 2,,63-70,,
7:11.0,Offensive rebound by Team,,63-70,,
7:11.0,T. Mozgov makes free throw 2 of 2,1,64-70,,
6:53.0,Personal foul by A. Afflalo (drawn by W. Matthews),,64-70,,
6:44.0,,,64-70,,R. Lopez misses 2-pt shot from 4 ft
6:43.0,Defensive rebound by T. Mozgov,,64-70,,
6:33.0,T. Mozgov misses 2-pt shot at rim,,64-70,,
6:31.0,Offensive rebound by A. Afflalo,,64-70,,
6:29.0,A. Afflalo misses 3-pt shot from 23 ft,,64-70,,
6:28.0,Offensive rebound by T. Mozgov,,64-70,,
6:26.0,T. Mozgov misses 2-pt shot from 2 ft (block by R. Lopez),,64-70,,
6:24.0,,,64-70,,Defensive rebound by D. Lillard
6:18.0,,,64-70,,Turnover by N. Batum (bad pass; steal by T. Lawson)
6:11.0,T. Lawson misses 2-pt shot from 2 ft (block by N. Batum),,64-70,,
6:09.0,,,64-70,,Defensive rebound by R. Lopez
6:04.0,,,64-73,3,N. Batum makes 3-pt shot from 24 ft (assist by W. Matthews)
5:39.0,K. Faried misses 2-pt shot from 3 ft,,64-73,,
5:39.0,,,64-73,,Defensive rebound by N. Batum
5:26.0,,,64-75,2,L. Aldridge makes 2-pt shot from 14 ft
5:24.0,Denver full timeout,,64-75,,
5:24.0,,,64-75,,C. McCollum enters the game for W. Matthews
5:24.0,,,64-75,,C. Kaman enters the game for R. Lopez
5:24.0,R. Foye enters the game for A. Afflalo,,64-75,,
5:24.0,J. McGee enters the game for K. Faried,,64-75,,
5:15.0,Offensive foul by J. McGee,,64-75,,
5:15.0,Turnover by J. McGee (offensive foul),,64-75,,
5:01.0,,,64-75,,Turnover by C. Kaman (3 sec)
4:47.0,R. Foye makes 3-pt shot from 23 ft (assist by T. Lawson),3,67-75,,
4:26.0,,,67-75,,N. Batum misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by Team,,67-75,,
4:25.0,,,67-75,,Violation by C. Kaman (kicked ball)
4:08.0,Turnover by J. McGee (lost ball; steal by L. Aldridge),,67-75,,
4:07.0,,,67-75,,S. Blake enters the game for D. Lillard
3:53.0,,,67-75,,N. Batum misses 2-pt shot from 21 ft
3:53.0,Defensive rebound by Team,,67-75,,
3:43.0,J. McGee misses 2-pt shot from 2 ft (block by C. Kaman),,67-75,,
3:41.0,Offensive rebound by T. Mozgov,,67-75,,
3:38.0,Turnover by T. Mozgov (lost ball; steal by S. Blake),,67-75,,
3:32.0,,,67-77,2,C. Kaman makes 2-pt shot from 16 ft (assist by L. Aldridge)
3:21.0,Turnover by J. McGee (lost ball),,67-77,,
3:21.0,D. Gallinari enters the game for W. Chandler,,67-77,,
3:11.0,,,67-77,,Offensive foul by N. Batum
3:11.0,,,67-77,,Turnover by N. Batum (offensive foul)
2:55.0,D. Gallinari misses 3-pt shot from 24 ft,,67-77,,
2:54.0,,,67-77,,Defensive rebound by L. Aldridge
2:44.0,,,67-80,3,C. McCollum makes 3-pt shot from 24 ft (assist by S. Blake)
2:26.0,,,67-80,,Personal foul by S. Blake (drawn by T. Lawson)
2:26.0,T. Lawson makes free throw 1 of 2,1,68-80,,
2:26.0,,,68-80,,W. Matthews enters the game for N. Batum
2:26.0,T. Lawson makes free throw 2 of 2,1,69-80,,
2:08.0,,,69-80,,W. Matthews misses 2-pt shot from 7 ft
2:07.0,Defensive rebound by T. Mozgov,,69-80,,
1:56.0,R. Foye misses 3-pt shot from 25 ft,,69-80,,
1:55.0,,,69-80,,Defensive rebound by W. Matthews
1:36.0,,,69-83,3,S. Blake makes 3-pt shot from 22 ft (assist by C. McCollum)
1:20.0,T. Lawson makes 2-pt shot from 3 ft,2,71-83,,
1:08.0,,,71-85,2,C. Kaman makes 2-pt shot from 18 ft (assist by S. Blake)
0:52.0,T. Lawson makes 2-pt shot from 7 ft,2,73-85,,
0:44.0,,,73-85,,L. Aldridge misses 2-pt shot from 19 ft
0:43.0,Defensive rebound by D. Gallinari,,73-85,,
0:34.0,Turnover by D. Gallinari (lost ball; steal by W. Matthews),,73-85,,
0:25.0,,,73-85,,W. Matthews misses 3-pt shot from 24 ft
0:24.0,Defensive rebound by R. Foye,,73-85,,
0:01.0,R. Foye misses 2-pt shot from 18 ft,,73-85,,
0:01.0,,,73-85,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,73-85,,Def 3 sec tech foul by C. Kaman
11:47.0,R. Foye makes technical free throw,1,74-85,,
11:41.0,Shooting foul by J. Freeland (drawn by J. McGee),,74-85,,
11:41.0,J. McGee misses free throw 1 of 2,,74-85,,
11:41.0,Offensive rebound by Team,,74-85,,
11:41.0,J. McGee makes free throw 2 of 2,1,75-85,,
11:28.0,,,75-87,2,W. Matthews makes 2-pt shot from 2 ft
11:16.0,Turnover by J. McGee (lost ball; steal by J. Freeland),,75-87,,
11:11.0,,,75-89,2,J. Freeland makes 2-pt shot at rim (assist by C. McCollum)
10:53.0,N. Robinson makes 3-pt shot from 24 ft (assist by R. Foye),3,78-89,,
10:28.0,,,78-89,,C. Kaman misses 2-pt shot from 1 ft
10:26.0,,,78-89,,Offensive rebound by C. Kaman
10:26.0,,,78-89,,Shooting foul by J. McGee (drawn by C. Kaman)
10:26.0,,,78-90,1,C. Kaman makes free throw 1 of 2
10:26.0,K. Faried enters the game for J. McGee,,78-90,,
10:26.0,,,78-90,,C. Kaman misses free throw 2 of 2
10:23.0,Defensive rebound by K. Faried,,78-90,,
10:14.0,R. Foye misses 2-pt shot from 22 ft,,78-90,,
10:13.0,,,78-90,,Defensive rebound by C. Kaman
10:02.0,,,78-93,3,C. McCollum makes 3-pt shot from 24 ft (assist by S. Blake)
9:46.0,Shooting foul by W. Matthews (drawn by J. Hickson),,78-93,,
9:46.0,J. Hickson misses free throw 1 of 2,,78-93,,
9:46.0,Offensive rebound by Team,,78-93,,
9:46.0,J. Hickson makes free throw 2 of 2,1,79-93,,
9:31.0,,,79-93,,Turnover by C. McCollum (bad pass; steal by D. Gallinari)
9:24.0,J. Hickson misses 2-pt shot from 3 ft (block by C. Kaman),,79-93,,
9:22.0,Offensive rebound by R. Foye,,79-93,,
9:15.0,N. Robinson misses 3-pt shot from 24 ft,,79-93,,
9:14.0,,,79-93,,Defensive rebound by C. Kaman
9:12.0,,,79-93,,J. Freeland misses 2-pt shot from 1 ft
9:10.0,Defensive rebound by R. Foye,,79-93,,
8:50.0,K. Faried misses 2-pt shot from 4 ft,,79-93,,
8:50.0,,,79-93,,Defensive rebound by C. Kaman
8:45.0,Personal foul by N. Robinson (drawn by J. Freeland),,79-93,,
8:45.0,Official timeout,,79-93,,
8:45.0,,,79-93,,D. Lillard enters the game for C. McCollum
8:45.0,,,79-93,,N. Batum enters the game for W. Matthews
8:45.0,T. Lawson enters the game for R. Foye,,79-93,,
8:38.0,Personal foul by N. Robinson (drawn by S. Blake),,79-93,,
8:27.0,,,79-96,3,S. Blake makes 3-pt shot from 24 ft (assist by D. Lillard)
8:10.0,J. Hickson makes 2-pt shot from 7 ft (assist by N. Robinson),2,81-96,,
7:59.0,,,81-96,,Turnover by S. Blake (bad pass; steal by D. Gallinari)
7:54.0,N. Robinson misses 2-pt shot from 2 ft,,81-96,,
7:53.0,Offensive rebound by K. Faried,,81-96,,
7:53.0,K. Faried makes 2-pt shot at rim,2,83-96,,
7:30.0,,,83-96,,N. Batum misses 2-pt shot from 1 ft (block by K. Faried)
7:28.0,Defensive rebound by J. Hickson,,83-96,,
7:17.0,N. Robinson misses 3-pt shot from 24 ft,,83-96,,
7:16.0,Offensive rebound by T. Lawson,,83-96,,
7:13.0,,,83-96,,Technical foul by S. Blake (drawn by K. Faried)
7:13.0,Technical foul by K. Faried,,83-96,,
7:13.0,K. Faried makes flagrant free throw 1 of 2,1,84-96,,
