time,Oklahoma City,pts.away,score,pts.home,Golden State
9:46.0,,,69-87,3,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala)
9:34.0,Shooting foul by D. Lee (drawn by K. Durant),,69-87,,
9:34.0,K. Durant misses free throw 1 of 2,,69-87,,
9:34.0,Offensive rebound by Team,,69-87,,
9:34.0,K. Durant misses free throw 2 of 2,,69-87,,
9:33.0,,,69-87,,Defensive rebound by H. Barnes
9:22.0,Personal foul by R. Jackson (drawn by A. Iguodala),,69-87,,
9:22.0,,,69-87,,K. Thompson enters the game for J. Holiday
9:11.0,,,69-89,2,D. Lee makes 2-pt shot from 1 ft (assist by S. Curry)
8:59.0,Turnover by A. Roberson (traveling),,69-89,,
8:59.0,Official timeout,,69-89,,
8:42.0,,,69-91,2,D. Lee makes 2-pt shot from 10 ft
8:22.0,R. Jackson makes 3-pt shot from 23 ft (assist by A. Roberson),3,72-91,,
8:05.0,Personal foul by R. Jackson (drawn by K. Thompson),,72-91,,
7:53.0,,,72-94,3,S. Curry makes 3-pt shot from 31 ft
7:36.0,R. Jackson makes 3-pt shot from 28 ft,3,75-94,,
7:21.0,,,75-96,2,H. Barnes makes 2-pt shot from 1 ft (assist by A. Iguodala)
7:02.0,R. Jackson misses 2-pt shot from 1 ft,,75-96,,
7:01.0,Offensive rebound by A. Morrow,,75-96,,
6:59.0,A. Morrow makes 2-pt shot from 1 ft,2,77-96,,
6:49.0,Personal foul by A. Morrow (drawn by H. Barnes),,77-96,,
6:49.0,,,77-96,,H. Barnes misses free throw 1 of 2
6:49.0,,,77-96,,Offensive rebound by Team
6:49.0,G. Jerrett enters the game for K. Durant,,77-96,,
6:49.0,P. Jones enters the game for S. Ibaka,,77-96,,
6:49.0,,,77-96,,D. Green enters the game for D. Lee
6:49.0,,,77-96,,H. Barnes misses free throw 2 of 2
6:48.0,Defensive rebound by A. Roberson,,77-96,,
6:33.0,A. Roberson misses 3-pt shot from 25 ft,,77-96,,
6:32.0,,,77-96,,Defensive rebound by K. Thompson
6:21.0,,,77-99,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry)
6:20.0,Oklahoma City full timeout,,77-99,,
6:20.0,I. Smith enters the game for A. Roberson,,77-99,,
6:20.0,J. Lamb enters the game for R. Jackson,,77-99,,
6:04.0,G. Jerrett misses 2-pt shot from 17 ft,,77-99,,
6:03.0,,,77-99,,Defensive rebound by S. Curry
6:02.0,Personal foul by A. Morrow (drawn by S. Curry),,77-99,,
6:02.0,,,77-100,1,S. Curry makes free throw 1 of 2
6:02.0,,,77-101,1,S. Curry makes free throw 2 of 2
5:39.0,G. Jerrett makes 2-pt shot from 6 ft,2,79-101,,
5:28.0,,,79-101,,Turnover by S. Curry (bad pass)
5:17.0,A. Morrow makes 2-pt shot from 21 ft (assist by I. Smith),2,81-101,,
5:05.0,,,81-101,,D. Green misses 2-pt shot from 2 ft
5:04.0,Defensive rebound by A. Morrow,,81-101,,
4:58.0,J. Lamb misses 3-pt shot from 26 ft,,81-101,,
4:57.0,Offensive rebound by A. Morrow,,81-101,,
4:53.0,A. Morrow misses 2-pt shot from 11 ft,,81-101,,
4:52.0,Offensive rebound by J. Lamb,,81-101,,
4:52.0,J. Lamb misses 2-pt shot at rim,,81-101,,
4:50.0,,,81-101,,Defensive rebound by S. Curry
4:41.0,,,81-103,2,S. Curry makes 2-pt shot from 2 ft
4:34.0,J. Lamb misses 3-pt shot from 25 ft,,81-103,,
4:32.0,,,81-103,,Defensive rebound by D. Green
4:30.0,,,81-103,,Shooting foul by P. Jones (drawn by D. Green)
4:30.0,,,81-103,,D. Green misses free throw 1 of 2
4:30.0,,,81-103,,Offensive rebound by Team
4:30.0,,,81-103,,S. Livingston enters the game for S. Curry
4:30.0,,,81-103,,L. Barbosa enters the game for K. Thompson
4:30.0,,,81-103,,D. Green misses free throw 2 of 2
4:29.0,Defensive rebound by G. Jerrett,,81-103,,
4:03.0,I. Smith misses 2-pt shot from 20 ft,,81-103,,
4:02.0,,,81-103,,Defensive rebound by D. Green
3:48.0,,,81-106,3,H. Barnes makes 3-pt shot from 23 ft (assist by L. Barbosa)
3:39.0,G. Jerrett misses 3-pt shot from 26 ft,,81-106,,
3:39.0,Offensive rebound by Team,,81-106,,
3:39.0,,,81-106,,D. Lee enters the game for H. Barnes
3:39.0,,,81-106,,J. Holiday enters the game for A. Iguodala
3:39.0,,,81-106,,O. Kuzmic enters the game for D. Green
3:38.0,Shooting foul by J. Holiday (drawn by A. Morrow),,81-106,,
3:38.0,A. Morrow makes free throw 1 of 2,1,82-106,,
3:38.0,A. Morrow makes free throw 2 of 2,1,83-106,,
3:25.0,,,83-106,,Shooting foul by G. Jerrett (drawn by J. Holiday)
3:25.0,,,83-106,,J. Holiday misses free throw 1 of 2
3:25.0,,,83-106,,Offensive rebound by Team
3:25.0,,,83-107,1,J. Holiday makes free throw 2 of 2
3:02.0,G. Jerrett misses 2-pt shot from 21 ft,,83-107,,
3:01.0,,,83-107,,Defensive rebound by D. Lee
2:51.0,,,83-109,2,L. Barbosa makes 2-pt shot at rim (assist by O. Kuzmic)
2:38.0,A. Morrow misses 2-pt shot at rim,,83-109,,
2:37.0,Offensive rebound by A. Morrow,,83-109,,
2:37.0,A. Morrow makes 2-pt shot at rim,2,85-109,,
2:26.0,,,85-109,,L. Barbosa misses 2-pt shot from 2 ft (block by G. Jerrett)
2:25.0,,,85-109,,Offensive rebound by O. Kuzmic
2:25.0,Personal foul by G. Jerrett (drawn by O. Kuzmic),,85-109,,
2:25.0,,,85-109,,Golden State full timeout
2:25.0,,,85-110,1,O. Kuzmic makes free throw 1 of 2
2:25.0,,,85-111,1,O. Kuzmic makes free throw 2 of 2
2:11.0,Turnover by G. Jerrett (bad pass; steal by J. Holiday),,85-111,,
1:54.0,,,85-113,2,O. Kuzmic makes 2-pt shot from 19 ft (assist by D. Lee)
1:43.0,G. Jerrett misses 3-pt shot from 25 ft,,85-113,,
1:40.0,,,85-113,,Defensive rebound by D. Lee
1:25.0,,,85-115,2,D. Lee makes 2-pt shot from 5 ft
1:16.0,J. Lamb makes 2-pt shot from 16 ft,2,87-115,,
1:06.0,,,87-117,2,L. Barbosa makes 2-pt shot from 15 ft
0:57.0,J. Lamb misses 3-pt shot from 27 ft,,87-117,,
0:56.0,Offensive rebound by A. Morrow,,87-117,,
0:42.0,A. Morrow makes 2-pt shot from 1 ft (assist by J. Lamb),2,89-117,,
0:26.0,,,89-117,,D. Lee misses 2-pt shot from 7 ft
0:25.0,Defensive rebound by J. Lamb,,89-117,,
0:19.0,G. Jerrett makes 2-pt shot at rim (assist by J. Lamb),2,91-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
