time,New York,pts.away,score,pts.home,Miami
7:47.0,,,9-10,,C. Bosh misses 2-pt shot from 1 ft
7:46.0,Defensive rebound by L. Galloway,,9-10,,
7:40.0,C. Anthony makes 3-pt shot from 24 ft (assist by L. Galloway),3,12-10,,
7:27.0,,,12-10,,S. Napier misses 2-pt shot from 19 ft
7:26.0,Defensive rebound by L. Galloway,,12-10,,
7:12.0,J. Smith makes 2-pt shot from 12 ft (assist by J. Calderon),2,14-10,,
6:49.0,,,14-10,,Turnover by C. Bosh (offensive foul)
6:49.0,,,14-10,,Offensive charge foul by C. Bosh
6:40.0,L. Galloway makes 2-pt shot from 1 ft (assist by J. Smith),2,16-10,,
6:40.0,,,16-10,,Miami full timeout
6:17.0,,,16-10,,C. Bosh misses 2-pt shot from 11 ft
6:16.0,Defensive rebound by L. Amundson,,16-10,,
6:10.0,C. Anthony makes 3-pt shot from 24 ft (assist by J. Calderon),3,19-10,,
5:56.0,Personal foul by J. Calderon (drawn by H. Whiteside),,19-10,,
5:46.0,,,19-10,,M. Chalmers misses 2-pt shot from 7 ft
5:45.0,,,19-10,,Offensive rebound by L. Deng
5:44.0,,,19-10,,Shooting foul by L. Amundson (drawn by L. Deng)
5:44.0,,,19-11,1,L. Deng makes free throw 1 of 2
5:44.0,,,19-12,1,L. Deng makes free throw 2 of 2
5:29.0,Shooting foul by S. Napier (drawn by J. Calderon),,19-12,,
5:29.0,J. Calderon makes free throw 1 of 2,1,20-12,,
5:29.0,J. Calderon makes free throw 2 of 2,1,21-12,,
5:10.0,,,21-12,,Turnover by L. Deng (bad pass; steal by L. Amundson)
5:06.0,Turnover by L. Amundson (lost ball),,21-12,,
5:02.0,Personal foul by L. Galloway (drawn by S. Napier),,21-12,,
5:02.0,,,21-12,,C. Andersen enters the game for H. Whiteside
5:02.0,A. Stoudemire enters the game for L. Amundson,,21-12,,
4:45.0,,,21-14,2,M. Chalmers makes 2-pt shot from 16 ft
4:30.0,C. Anthony makes 2-pt shot from 17 ft (assist by J. Smith),2,23-14,,
4:07.0,,,23-14,,C. Bosh misses 2-pt shot from 8 ft
4:06.0,Defensive rebound by J. Smith,,23-14,,
3:53.0,L. Galloway misses 2-pt shot from 19 ft,,23-14,,
3:52.0,Offensive rebound by Team,,23-14,,
3:41.0,J. Calderon misses 3-pt shot from 25 ft,,23-14,,
3:40.0,,,23-14,,Defensive rebound by L. Deng
3:33.0,,,23-14,,C. Bosh misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by A. Stoudemire,,23-14,,
3:26.0,C. Anthony makes 3-pt shot from 25 ft (assist by J. Calderon),3,26-14,,
3:24.0,,,26-14,,Miami full timeout
3:24.0,,,26-14,,N. Cole enters the game for C. Bosh
3:24.0,,,26-14,,D. Granger enters the game for S. Napier
3:24.0,A. Bargnani enters the game for J. Smith,,26-14,,
3:12.0,,,26-14,,C. Andersen misses 2-pt shot from 1 ft
3:11.0,Defensive rebound by J. Calderon,,26-14,,
3:02.0,C. Anthony misses 2-pt shot from 18 ft,,26-14,,
3:01.0,Offensive rebound by A. Bargnani,,26-14,,
2:50.0,A. Stoudemire misses 2-pt shot from 2 ft,,26-14,,
2:49.0,,,26-14,,Defensive rebound by Team
2:49.0,Loose ball foul by A. Bargnani (drawn by D. Granger),,26-14,,
2:49.0,New York full timeout,,26-14,,
2:49.0,S. Larkin enters the game for J. Calderon,,26-14,,
2:38.0,,,26-14,,Turnover by M. Chalmers (bad pass; steal by C. Anthony)
2:22.0,Shooting foul by M. Chalmers (drawn by A. Stoudemire),,26-14,,
2:22.0,A. Stoudemire makes free throw 1 of 2,1,27-14,,
2:22.0,T. Hardaway enters the game for L. Galloway,,27-14,,
2:22.0,A. Stoudemire makes free throw 2 of 2,1,28-14,,
2:09.0,,,28-14,,Shooting foul by A. Bargnani (drawn by C. Andersen)
2:09.0,,,28-14,,C. Andersen misses free throw 1 of 2
2:09.0,,,28-14,,Offensive rebound by Team
2:09.0,,,28-15,1,C. Andersen makes free throw 2 of 2
1:43.0,C. Anthony misses 2-pt shot from 12 ft,,28-15,,
1:43.0,,,28-15,,Defensive rebound by L. Deng
1:43.0,Personal foul by A. Stoudemire (drawn by L. Deng),,28-15,,
1:43.0,,,28-16,1,L. Deng makes free throw 1 of 2
1:43.0,L. Thomas enters the game for C. Anthony,,28-16,,
1:43.0,,,28-17,1,L. Deng makes free throw 2 of 2
1:26.0,T. Hardaway makes 2-pt shot from 20 ft (assist by S. Larkin),2,30-17,,
1:02.0,,,30-20,3,C. Andersen makes 3-pt shot from 22 ft (assist by M. Chalmers)
0:38.0,T. Hardaway misses 3-pt shot from 24 ft,,30-20,,
0:37.0,Offensive rebound by Team,,30-20,,
0:27.0,A. Stoudemire makes 2-pt shot from 1 ft,2,32-20,,
0:05.0,,,32-23,3,N. Cole makes 3-pt shot from 24 ft (assist by M. Chalmers)
0:03.0,,,32-23,,Personal foul by M. Chalmers (drawn by T. Hardaway)
0:03.0,,,32-23,,S. Napier enters the game for M. Chalmers
0:01.0,T. Hardaway misses 3-pt shot from 34 ft,,32-23,,
0:00.0,Offensive rebound by Team,,32-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,32-23,,Shooting foul by A. Bargnani (drawn by C. Bosh)
11:46.0,,,32-24,1,C. Bosh makes free throw 1 of 2
11:46.0,J. Smith enters the game for A. Bargnani,,32-24,,
11:46.0,,,32-25,1,C. Bosh makes free throw 2 of 2
11:28.0,Turnover by T. Hardaway (lost ball; steal by N. Cole),,32-25,,
11:17.0,,,32-27,2,C. Bosh makes 2-pt shot from 19 ft (assist by N. Cole)
10:51.0,Shooting foul by C. Andersen (drawn by A. Stoudemire),,32-27,,
10:51.0,A. Stoudemire makes free throw 1 of 2,1,33-27,,
10:51.0,A. Stoudemire makes free throw 2 of 2,1,34-27,,
10:41.0,,,34-27,,C. Bosh misses 2-pt shot from 2 ft
10:40.0,Defensive rebound by A. Stoudemire,,34-27,,
10:28.0,L. Thomas makes 2-pt shot from 16 ft,2,36-27,,
10:12.0,,,36-29,2,N. Cole makes 2-pt shot from 1 ft
9:59.0,J. Smith makes 2-pt shot from 19 ft (assist by T. Hardaway),2,38-29,,
9:46.0,,,38-29,,Shooting foul by J. Smith (drawn by D. Granger)
9:46.0,,,38-30,1,D. Granger makes free throw 1 of 2
9:46.0,L. Amundson enters the game for A. Stoudemire,,38-30,,
9:46.0,,,38-31,1,D. Granger makes free throw 2 of 2
9:33.0,T. Hardaway makes 3-pt shot from 24 ft (assist by L. Amundson),3,41-31,,
9:13.0,,,41-31,,T. Johnson misses 3-pt shot from 23 ft
9:12.0,Defensive rebound by Team,,41-31,,
8:53.0,L. Amundson misses 2-pt shot from 16 ft,,41-31,,
8:52.0,,,41-31,,Defensive rebound by N. Cole
8:45.0,,,41-34,3,C. Bosh makes 3-pt shot from 25 ft (assist by N. Cole)
8:45.0,New York full timeout,,41-34,,
8:45.0,,,41-34,,H. Whiteside enters the game for C. Andersen
8:35.0,S. Larkin misses 2-pt shot from 2 ft (block by H. Whiteside),,41-34,,
8:34.0,Offensive rebound by Team,,41-34,,
8:31.0,T. Hardaway misses 2-pt shot from 13 ft,,41-34,,
8:29.0,Offensive rebound by L. Amundson,,41-34,,
8:29.0,L. Amundson misses 2-pt shot at rim,,41-34,,
8:28.0,,,41-34,,Defensive rebound by N. Cole
8:17.0,,,41-36,2,C. Bosh makes 2-pt shot from 17 ft (assist by N. Cole)
8:02.0,J. Smith makes 2-pt shot from 19 ft (assist by S. Larkin),2,43-36,,
7:47.0,,,43-38,2,C. Bosh makes 2-pt shot from 2 ft
7:26.0,,,43-38,,Shooting block foul by H. Whiteside (drawn by S. Larkin)
7:26.0,S. Larkin misses free throw 1 of 2,,43-38,,
7:26.0,Offensive rebound by Team,,43-38,,
7:26.0,C. Anthony enters the game for L. Thomas,,43-38,,
7:26.0,,,43-38,,L. Deng enters the game for D. Granger
7:26.0,S. Larkin makes free throw 2 of 2,1,44-38,,
7:08.0,,,44-38,,Turnover by N. Cole (bad pass; steal by J. Smith)
6:56.0,J. Smith misses 2-pt shot from 16 ft,,44-38,,
6:55.0,,,44-38,,Defensive rebound by H. Whiteside
6:49.0,,,44-38,,C. Bosh misses 2-pt shot from 18 ft
6:48.0,Defensive rebound by Team,,44-38,,
6:48.0,,,44-38,,Personal foul by H. Whiteside (drawn by L. Amundson)
6:48.0,L. Galloway enters the game for T. Hardaway,,44-38,,
6:48.0,J. Calderon enters the game for S. Larkin,,44-38,,
6:34.0,Offensive foul by L. Amundson,,44-38,,
6:34.0,Turnover by L. Amundson (offensive foul),,44-38,,
6:20.0,,,44-38,,Turnover by N. Cole (bad pass)
6:20.0,,,44-38,,M. Chalmers enters the game for T. Johnson
6:20.0,,,44-38,,D. Granger enters the game for C. Bosh
6:08.0,C. Anthony misses 3-pt shot from 24 ft,,44-38,,
6:07.0,,,44-38,,Defensive rebound by M. Chalmers
6:01.0,,,44-38,,D. Granger misses 3-pt shot from 24 ft
5:58.0,Defensive rebound by C. Anthony,,44-38,,
5:55.0,Official timeout,,44-38,,
5:55.0,L. Thomas enters the game for J. Smith,,44-38,,
5:40.0,Turnover by L. Thomas (traveling),,44-38,,
5:20.0,,,44-41,3,N. Cole makes 3-pt shot from 25 ft (assist by M. Chalmers)
5:10.0,L. Amundson makes 2-pt shot from 1 ft (assist by J. Calderon),2,46-41,,
5:10.0,Shooting foul by H. Whiteside (drawn by L. Amundson),,46-41,,
5:10.0,,,46-41,,C. Andersen enters the game for H. Whiteside
5:10.0,L. Amundson misses free throw 1 of 1,,46-41,,
5:09.0,,,46-41,,Defensive rebound by L. Deng
4:58.0,Personal foul by L. Thomas (drawn by L. Deng),,46-41,,
4:43.0,,,46-41,,M. Chalmers misses 3-pt shot from 24 ft
4:42.0,Defensive rebound by L. Galloway,,46-41,,
4:32.0,L. Thomas misses 2-pt shot from 19 ft,,46-41,,
4:31.0,,,46-41,,Defensive rebound by C. Andersen
4:28.0,Shooting block foul by L. Galloway (drawn by N. Cole),,46-41,,
4:28.0,,,46-42,1,N. Cole makes free throw 1 of 2
4:28.0,,,46-43,1,N. Cole makes free throw 2 of 2
4:02.0,C. Anthony makes 2-pt shot from 9 ft,2,48-43,,
3:48.0,,,48-43,,Turnover by N. Cole (bad pass; steal by C. Anthony)
3:45.0,L. Galloway makes 2-pt shot from 1 ft (assist by C. Anthony),2,50-43,,
3:45.0,Shooting foul by L. Deng (drawn by L. Galloway),,50-43,,
3:45.0,L. Galloway makes free throw 1 of 1,1,51-43,,
3:41.0,,,51-43,,Miami full timeout
3:41.0,,,51-43,,T. Johnson enters the game for N. Cole
3:41.0,,,51-43,,C. Bosh enters the game for D. Granger
3:36.0,,,51-43,,L. Deng misses 3-pt shot from 25 ft (block by C. Anthony)
3:35.0,Defensive rebound by L. Galloway,,51-43,,
3:28.0,Shooting foul by L. Deng (drawn by C. Anthony),,51-43,,
3:28.0,C. Anthony makes free throw 1 of 2,1,52-43,,
3:28.0,A. Stoudemire enters the game for L. Amundson,,52-43,,
3:28.0,C. Anthony makes free throw 2 of 2,1,53-43,,
3:18.0,,,53-43,,Shooting foul by L. Thomas (drawn by L. Deng)
3:18.0,,,53-44,1,L. Deng makes free throw 1 of 2
3:18.0,,,53-45,1,L. Deng makes free throw 2 of 2
2:58.0,L. Thomas misses 2-pt shot from 17 ft,,53-45,,
2:57.0,,,53-45,,Defensive rebound by M. Chalmers
2:44.0,,,53-45,,Turnover by C. Andersen (bad pass; steal by J. Calderon)
2:24.0,C. Anthony misses 2-pt shot from 11 ft,,53-45,,
2:23.0,,,53-45,,Defensive rebound by C. Andersen
2:06.0,Personal foul by L. Galloway (drawn by M. Chalmers),,53-45,,
2:06.0,,,53-45,,M. Chalmers misses free throw 1 of 2
2:06.0,,,53-45,,Offensive rebound by Team
2:06.0,S. Larkin enters the game for L. Galloway,,53-45,,
2:06.0,J. Smith enters the game for L. Thomas,,53-45,,
2:06.0,,,53-46,1,M. Chalmers makes free throw 2 of 2
1:49.0,A. Stoudemire misses 2-pt shot from 1 ft,,53-46,,
1:48.0,,,53-46,,Defensive rebound by C. Bosh
1:40.0,,,53-48,2,M. Chalmers makes 2-pt shot at rim
1:14.0,J. Smith misses 3-pt shot from 28 ft,,53-48,,
1:12.0,,,53-48,,Defensive rebound by C. Andersen
1:10.0,,,53-48,,M. Chalmers misses 2-pt shot from 2 ft (block by J. Smith)
1:09.0,,,53-48,,Offensive rebound by L. Deng
1:06.0,,,53-48,,L. Deng misses 2-pt shot from 1 ft
0:57.0,,,53-48,,Offensive rebound by L. Deng
0:56.0,,,53-50,2,L. Deng makes 2-pt shot at rim
0:55.0,New York full timeout,,53-50,,
0:55.0,,,53-50,,D. Granger enters the game for L. Deng
0:55.0,,,53-50,,N. Cole enters the game for M. Chalmers
0:55.0,,,53-50,,U. Haslem enters the game for C. Andersen
0:46.0,J. Smith makes 3-pt shot from 24 ft (assist by C. Anthony),3,56-50,,
0:31.0,,,56-52,2,C. Bosh makes 2-pt shot from 14 ft
0:07.0,C. Anthony misses 2-pt shot from 20 ft,,56-52,,
0:06.0,,,56-52,,Defensive rebound by T. Johnson
0:00.0,,,56-52,,T. Johnson misses 2-pt shot from 12 ft
0:00.0,,,56-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,56-52,,C. Bosh misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by C. Anthony,,56-52,,
11:19.0,C. Anthony makes 2-pt shot from 18 ft,2,58-52,,
11:04.0,,,58-54,2,H. Whiteside makes 2-pt shot at rim (assist by C. Bosh)
10:53.0,L. Amundson misses 2-pt shot from 12 ft,,58-54,,
10:52.0,,,58-54,,Defensive rebound by H. Whiteside
10:37.0,,,58-57,3,S. Napier makes 3-pt shot from 23 ft (assist by M. Chalmers)
10:21.0,J. Calderon makes 2-pt shot from 17 ft (assist by L. Amundson),2,60-57,,
10:08.0,,,60-57,,Shooting foul by J. Smith (drawn by C. Bosh)
10:08.0,,,60-58,1,C. Bosh makes free throw 1 of 2
10:08.0,,,60-59,1,C. Bosh makes free throw 2 of 2
9:54.0,J. Calderon misses 2-pt shot from 19 ft,,60-59,,
9:53.0,,,60-59,,Defensive rebound by Team
9:53.0,Loose ball foul by L. Amundson (drawn by H. Whiteside),,60-59,,
9:35.0,,,60-59,,L. Deng misses 3-pt shot from 23 ft
9:34.0,Defensive rebound by C. Anthony,,60-59,,
9:29.0,Shooting foul by S. Napier (drawn by C. Anthony),,60-59,,
9:29.0,C. Anthony makes free throw 1 of 2,1,61-59,,
9:29.0,C. Anthony misses free throw 2 of 2,,61-59,,
9:28.0,Offensive rebound by L. Galloway,,61-59,,
9:14.0,L. Galloway misses 3-pt shot from 25 ft,,61-59,,
9:13.0,,,61-59,,Defensive rebound by H. Whiteside
9:03.0,,,61-59,,C. Bosh misses 2-pt shot from 9 ft
9:02.0,Defensive rebound by L. Galloway,,61-59,,
8:57.0,L. Amundson misses 2-pt shot from 2 ft,,61-59,,
8:56.0,,,61-59,,Defensive rebound by H. Whiteside
8:52.0,,,61-59,,Shooting foul by J. Smith (drawn by S. Napier)
8:52.0,,,61-60,1,S. Napier makes free throw 1 of 2
8:52.0,,,61-61,1,S. Napier makes free throw 2 of 2
8:34.0,J. Smith misses 2-pt shot from 20 ft,,61-61,,
8:33.0,,,61-61,,Defensive rebound by H. Whiteside
8:22.0,,,61-63,2,C. Bosh makes 2-pt shot from 19 ft (assist by S. Napier)
8:22.0,New York full timeout,,61-63,,
8:22.0,S. Larkin enters the game for L. Galloway,,61-63,,
8:07.0,Turnover by J. Smith (lost ball; steal by S. Napier),,61-63,,
7:45.0,,,61-63,,M. Chalmers misses 3-pt shot from 24 ft
7:44.0,,,61-63,,Offensive rebound by Team
7:44.0,Loose ball foul by J. Smith (drawn by H. Whiteside),,61-63,,
7:44.0,A. Bargnani enters the game for J. Smith,,61-63,,
7:37.0,,,61-63,,Turnover by L. Deng (bad pass; steal by S. Larkin)
7:28.0,C. Anthony misses 2-pt shot from 19 ft,,61-63,,
7:27.0,,,61-63,,Defensive rebound by H. Whiteside
7:19.0,,,61-65,2,M. Chalmers makes 2-pt shot from 1 ft (assist by C. Bosh)
6:59.0,A. Bargnani makes 2-pt shot from 1 ft (assist by C. Anthony),2,63-65,,
6:48.0,,,63-65,,Turnover by H. Whiteside (3 sec)
6:37.0,Turnover by J. Calderon (bad pass; steal by M. Chalmers),,63-65,,
6:33.0,,,63-65,,M. Chalmers misses 2-pt shot from 1 ft
6:32.0,,,63-65,,Offensive rebound by H. Whiteside
6:31.0,,,63-67,2,H. Whiteside makes 2-pt shot at rim
6:07.0,J. Calderon makes 2-pt shot from 17 ft,2,65-67,,
5:44.0,,,65-69,2,H. Whiteside makes 2-pt shot from 8 ft
5:21.0,S. Larkin misses 2-pt shot from 9 ft (block by H. Whiteside),,65-69,,
5:20.0,Offensive rebound by Team,,65-69,,
5:19.0,Turnover by Team (shot clock),,65-69,,
5:08.0,,,65-69,,M. Chalmers misses 2-pt shot from 17 ft
5:07.0,Defensive rebound by L. Amundson,,65-69,,
4:56.0,S. Larkin misses 2-pt shot from 16 ft,,65-69,,
4:55.0,,,65-69,,Defensive rebound by M. Chalmers
4:50.0,,,65-69,,Turnover by M. Chalmers (lost ball; steal by L. Amundson)
4:42.0,C. Anthony misses 3-pt shot from 25 ft,,65-69,,
4:41.0,,,65-69,,Defensive rebound by S. Napier
4:36.0,Personal foul by S. Larkin (drawn by H. Whiteside),,65-69,,
4:36.0,Technical foul by Team,,65-69,,
4:36.0,,,65-69,,Miami full timeout
4:36.0,,,65-69,,N. Cole enters the game for M. Chalmers
4:36.0,T. Hardaway enters the game for L. Amundson,,65-69,,
4:36.0,A. Stoudemire enters the game for J. Calderon,,65-69,,
4:36.0,,,65-69,,C. Bosh misses technical free throw
4:36.0,,,65-69,,Offensive rebound by Team
4:36.0,,,65-69,,H. Whiteside misses free throw 1 of 2
4:36.0,,,65-69,,Offensive rebound by Team
4:36.0,,,65-70,1,H. Whiteside makes free throw 2 of 2
4:22.0,C. Anthony misses 2-pt shot from 19 ft,,65-70,,
4:21.0,,,65-70,,Defensive rebound by Team
4:06.0,,,65-70,,N. Cole misses 2-pt shot from 1 ft
4:05.0,Defensive rebound by Team,,65-70,,
4:05.0,,,65-70,,D. Granger enters the game for C. Bosh
3:52.0,,,65-70,,Personal foul by H. Whiteside (drawn by A. Stoudemire)
3:52.0,,,65-70,,Technical foul by H. Whiteside (drawn by A. Stoudemire)
3:52.0,C. Anthony makes technical free throw,1,66-70,,
3:52.0,,,66-70,,C. Andersen enters the game for H. Whiteside
3:45.0,T. Hardaway misses 3-pt shot from 24 ft,,66-70,,
3:44.0,,,66-70,,Defensive rebound by D. Granger
3:29.0,,,66-70,,D. Granger misses 2-pt shot from 17 ft (block by A. Bargnani)
3:28.0,Defensive rebound by Team,,66-70,,
3:28.0,,,66-70,,Loose ball foul by D. Granger (drawn by A. Bargnani)
3:16.0,A. Stoudemire makes 2-pt shot at rim (assist by C. Anthony),2,68-70,,
2:57.0,,,68-70,,C. Andersen misses 2-pt shot from 1 ft (block by A. Stoudemire)
2:56.0,Defensive rebound by A. Stoudemire,,68-70,,
2:51.0,Turnover by T. Hardaway (lost ball; steal by S. Napier),,68-70,,
2:41.0,,,68-70,,S. Napier misses 3-pt shot from 24 ft
2:40.0,Defensive rebound by T. Hardaway,,68-70,,
2:30.0,S. Larkin misses 2-pt shot from 19 ft,,68-70,,
2:29.0,,,68-70,,Defensive rebound by L. Deng
2:17.0,,,68-70,,L. Deng misses 2-pt shot from 20 ft
2:16.0,Defensive rebound by A. Bargnani,,68-70,,
2:01.0,,,68-70,,Personal foul by D. Granger (drawn by A. Bargnani)
1:56.0,Shooting foul by C. Andersen (drawn by A. Bargnani),,68-70,,
1:56.0,A. Bargnani makes free throw 1 of 2,1,69-70,,
1:56.0,A. Bargnani makes free throw 2 of 2,1,70-70,,
1:40.0,,,70-70,,L. Deng misses 2-pt shot from 3 ft (block by A. Stoudemire)
1:39.0,Defensive rebound by C. Anthony,,70-70,,
1:23.0,C. Anthony makes 2-pt shot from 18 ft (assist by S. Larkin),2,72-70,,
1:07.0,,,72-72,2,D. Granger makes 2-pt shot from 15 ft (assist by S. Napier)
0:51.0,C. Anthony misses 2-pt shot from 16 ft,,72-72,,
0:50.0,Offensive rebound by A. Stoudemire,,72-72,,
0:48.0,A. Stoudemire makes 2-pt shot from 3 ft,2,74-72,,
0:40.0,Personal foul by A. Bargnani (drawn by D. Granger),,74-72,,
0:40.0,,,74-73,1,D. Granger makes free throw 1 of 2
0:40.0,,,74-73,,C. Bosh enters the game for L. Deng
0:40.0,,,74-73,,M. Chalmers enters the game for S. Napier
0:40.0,,,74-74,1,D. Granger makes free throw 2 of 2
0:26.0,Turnover by A. Bargnani (lost ball; steal by C. Bosh),,74-74,,
0:04.0,,,74-77,3,M. Chalmers makes 3-pt shot from 24 ft (assist by C. Bosh)
0:02.0,C. Anthony misses 3-pt shot from 45 ft,,74-77,,
0:00.0,Offensive rebound by Team,,74-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,Turnover by A. Bargnani (lost ball; steal by M. Chalmers),,74-77,,
11:37.0,,,74-79,2,C. Bosh makes 2-pt shot from 2 ft (assist by C. Andersen)
11:13.0,L. Thomas makes 2-pt shot from 8 ft,2,76-79,,
10:47.0,,,76-79,,M. Chalmers misses 2-pt shot from 16 ft
10:46.0,Defensive rebound by S. Larkin,,76-79,,
10:35.0,T. Hardaway misses 3-pt shot from 25 ft,,76-79,,
10:34.0,,,76-79,,Defensive rebound by Team
10:19.0,,,76-81,2,C. Bosh makes 2-pt shot from 19 ft (assist by N. Cole)
9:58.0,A. Bargnani misses 2-pt shot from 1 ft (block by C. Andersen),,76-81,,
9:57.0,,,76-81,,Defensive rebound by C. Bosh
9:45.0,,,76-84,3,C. Bosh makes 3-pt shot from 24 ft (assist by N. Cole)
9:45.0,New York full timeout,,76-84,,
9:45.0,L. Galloway enters the game for A. Bargnani,,76-84,,
9:45.0,A. Stoudemire enters the game for T. Hardaway,,76-84,,
9:45.0,C. Anthony enters the game for L. Thomas,,76-84,,
9:28.0,L. Galloway misses 2-pt shot from 7 ft,,76-84,,
9:27.0,Offensive rebound by L. Galloway,,76-84,,
9:19.0,S. Larkin makes 2-pt shot from 10 ft,2,78-84,,
8:58.0,,,78-84,,C. Bosh misses 2-pt shot from 17 ft
8:57.0,Defensive rebound by A. Stoudemire,,78-84,,
8:40.0,C. Anthony misses 2-pt shot from 6 ft (block by C. Andersen),,78-84,,
8:39.0,Offensive rebound by A. Stoudemire,,78-84,,
8:39.0,Shooting foul by C. Andersen (drawn by A. Stoudemire),,78-84,,
8:39.0,A. Stoudemire makes free throw 1 of 2,1,79-84,,
8:39.0,A. Stoudemire makes free throw 2 of 2,1,80-84,,
8:28.0,,,80-86,2,C. Andersen makes 2-pt shot at rim (assist by M. Chalmers)
8:03.0,A. Stoudemire misses 2-pt shot from 2 ft (block by C. Andersen),,80-86,,
8:02.0,Offensive rebound by A. Stoudemire,,80-86,,
8:02.0,,,80-86,,Personal foul by M. Chalmers (drawn by A. Stoudemire)
7:47.0,C. Anthony makes 2-pt shot from 8 ft,2,82-86,,
7:30.0,,,82-89,3,D. Granger makes 3-pt shot from 25 ft (assist by N. Cole)
7:30.0,New York full timeout,,82-89,,
7:30.0,L. Thomas enters the game for C. Anthony,,82-89,,
7:12.0,L. Galloway misses 3-pt shot from 25 ft,,82-89,,
7:11.0,Offensive rebound by J. Smith,,82-89,,
7:09.0,,,82-89,,Personal foul by M. Chalmers (drawn by S. Larkin)
7:01.0,L. Galloway misses 2-pt shot from 20 ft,,82-89,,
7:00.0,,,82-89,,Defensive rebound by D. Granger
6:50.0,,,82-91,2,C. Andersen makes 2-pt shot at rim (assist by N. Cole)
6:29.0,,,82-91,,Personal foul by C. Andersen (drawn by A. Stoudemire)
6:15.0,A. Stoudemire makes 2-pt shot from 6 ft,2,84-91,,
5:54.0,,,84-91,,N. Cole misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by L. Galloway,,84-91,,
5:36.0,L. Thomas misses 2-pt shot from 19 ft,,84-91,,
5:35.0,,,84-91,,Defensive rebound by M. Chalmers
5:17.0,,,84-91,,C. Bosh misses 2-pt shot from 16 ft
5:16.0,,,84-91,,Offensive rebound by C. Andersen
5:15.0,,,84-91,,Miami full timeout
5:15.0,,,84-91,,L. Deng enters the game for D. Granger
5:15.0,L. Amundson enters the game for L. Galloway,,84-91,,
5:15.0,J. Calderon enters the game for A. Stoudemire,,84-91,,
5:15.0,T. Hardaway enters the game for S. Larkin,,84-91,,
5:10.0,,,84-93,2,C. Andersen makes 2-pt shot from 1 ft (assist by C. Bosh)
4:45.0,L. Amundson misses 2-pt shot from 8 ft,,84-93,,
4:44.0,Offensive rebound by Team,,84-93,,
4:44.0,Turnover by Team (shot clock),,84-93,,
4:18.0,,,84-96,3,C. Bosh makes 3-pt shot from 25 ft (assist by N. Cole)
3:54.0,Turnover by J. Smith (bad pass),,84-96,,
3:41.0,,,84-98,2,C. Bosh makes 2-pt shot from 19 ft (assist by M. Chalmers)
3:24.0,L. Thomas makes 2-pt shot from 19 ft,2,86-98,,
3:01.0,,,86-101,3,M. Chalmers makes 3-pt shot from 23 ft (assist by C. Andersen)
3:01.0,New York full timeout,,86-101,,
