time,Golden State,pts.away,score,pts.home,Houston
7:43.0,Turnover by S. Livingston (step out of bounds),,82-80,,
7:23.0,,,82-80,,J. Harden misses 2-pt shot from 22 ft
7:21.0,Defensive rebound by D. Green,,82-80,,
7:03.0,Turnover by D. Green (lost ball),,82-80,,
6:47.0,,,82-82,2,T. Ariza makes 2-pt shot from 18 ft
6:38.0,Turnover by S. Curry (bad pass),,82-82,,
6:38.0,A. Iguodala enters the game for S. Livingston,,82-82,,
6:38.0,,,82-82,,K. Papanikolaou enters the game for D. Motiejunas
6:23.0,,,82-82,,Turnover by J. Harden (bad pass; steal by S. Curry)
6:17.0,S. Curry makes 2-pt shot from 10 ft,2,84-82,,
6:02.0,,,84-82,,Houston full timeout
5:59.0,,,84-82,,Turnover by K. Papanikolaou (traveling)
5:44.0,K. Thompson misses 3-pt shot from 24 ft,,84-82,,
5:42.0,,,84-82,,Defensive rebound by T. Ariza
5:36.0,,,84-82,,T. Ariza misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by A. Bogut,,84-82,,
5:22.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,86-82,,
5:22.0,Shooting foul by J. Terry (drawn by A. Bogut),,86-82,,
5:22.0,A. Bogut misses free throw 1 of 1,,86-82,,
5:22.0,,,86-82,,Defensive rebound by K. Papanikolaou
5:11.0,,,86-82,,T. Ariza misses 2-pt shot at rim (block by A. Bogut)
5:10.0,,,86-82,,Offensive rebound by K. Papanikolaou
5:01.0,,,86-82,,Turnover by J. Harden (bad pass; steal by S. Curry)
4:56.0,S. Curry makes 2-pt shot at rim,2,88-82,,
4:47.0,,,88-82,,K. Papanikolaou misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by S. Curry,,88-82,,
4:30.0,Shooting foul by T. Ariza (drawn by K. Thompson),,88-82,,
4:30.0,Golden State full timeout,,88-82,,
4:30.0,,,88-82,,D. Motiejunas enters the game for K. Papanikolaou
4:30.0,K. Thompson misses free throw 1 of 2,,88-82,,
4:30.0,Offensive rebound by Team,,88-82,,
4:30.0,K. Thompson misses free throw 2 of 2,,88-82,,
4:30.0,,,88-82,,Defensive rebound by T. Ariza
4:29.0,Loose ball foul by D. Green (drawn by T. Ariza),,88-82,,
4:04.0,,,88-82,,J. Harden misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by S. Curry,,88-82,,
3:46.0,K. Thompson misses 2-pt shot from 17 ft,,88-82,,
3:44.0,,,88-82,,Defensive rebound by D. Motiejunas
3:39.0,,,88-82,,Turnover by J. Harden (bad pass)
3:21.0,D. Green misses 3-pt shot from 24 ft,,88-82,,
3:20.0,Offensive rebound by A. Iguodala,,88-82,,
3:15.0,K. Thompson misses 3-pt shot from 24 ft,,88-82,,
3:14.0,,,88-82,,Defensive rebound by J. Harden
3:01.0,,,88-82,,I. Canaan misses 3-pt shot from 24 ft
3:00.0,Defensive rebound by D. Green,,88-82,,
2:48.0,Turnover by S. Curry (bad pass; steal by I. Canaan),,88-82,,
2:31.0,,,88-82,,J. Terry misses 3-pt shot from 24 ft
2:29.0,Defensive rebound by A. Bogut,,88-82,,
2:25.0,Golden State full timeout,,88-82,,
2:18.0,S. Curry makes 3-pt shot from 25 ft (assist by A. Iguodala),3,91-82,,
2:06.0,,,91-84,2,J. Harden makes 2-pt shot from 1 ft
1:48.0,K. Thompson misses 2-pt shot from 5 ft,,91-84,,
1:46.0,Offensive rebound by D. Green,,91-84,,
1:29.0,S. Curry makes 2-pt shot from 3 ft,2,93-84,,
1:29.0,,,93-84,,Houston full timeout
1:29.0,H. Barnes enters the game for A. Bogut,,93-84,,
1:21.0,,,93-84,,Turnover by I. Canaan (bad pass; steal by D. Green)
1:02.0,S. Curry makes 3-pt shot from 25 ft,3,96-84,,
0:56.0,,,96-84,,J. Harden misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by S. Curry,,96-84,,
0:37.0,Turnover by D. Green (lost ball; steal by J. Harden),,96-84,,
0:32.0,,,96-87,3,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden)
0:11.0,A. Iguodala makes 2-pt shot from 4 ft,2,98-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
