time,Atlanta,pts.away,score,pts.home,Chicago
5:13.0,K. Bazemore enters the game for K. Korver,,16-6,,
4:45.0,D. Carroll misses 2-pt shot from 20 ft,,16-6,,
4:44.0,,,16-6,,Defensive rebound by T. Gibson
4:34.0,,,16-9,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Butler)
4:25.0,,,16-9,,Personal foul by M. Dunleavy (drawn by A. Horford)
4:25.0,P. Antic enters the game for A. Horford,,16-9,,
4:25.0,,,16-9,,T. Snell enters the game for J. Butler
4:25.0,,,16-9,,N. Mirotic enters the game for P. Gasol
4:15.0,J. Teague misses 2-pt shot from 15 ft,,16-9,,
4:14.0,,,16-9,,Defensive rebound by M. Dunleavy
4:02.0,Personal foul by P. Antic (drawn by N. Mirotic),,16-9,,
3:49.0,,,16-9,,T. Snell misses 3-pt shot from 23 ft
3:48.0,Defensive rebound by P. Antic,,16-9,,
3:35.0,D. Carroll misses 3-pt shot from 24 ft,,16-9,,
3:34.0,,,16-9,,Defensive rebound by A. Brooks
3:19.0,,,16-9,,T. Snell misses 3-pt shot from 24 ft
3:18.0,Defensive rebound by D. Carroll,,16-9,,
3:06.0,,,16-9,,Personal foul by N. Mirotic (drawn by P. Millsap)
3:06.0,D. Schroder enters the game for J. Teague,,16-9,,
3:06.0,S. Mack enters the game for D. Carroll,,16-9,,
3:06.0,Atlanta full timeout,,16-9,,
3:06.0,M. Muscala enters the game for P. Millsap,,16-9,,
2:56.0,S. Mack misses 2-pt shot from 23 ft,,16-9,,
2:55.0,,,16-9,,Defensive rebound by N. Mirotic
2:40.0,,,16-11,2,A. Brooks makes 2-pt shot at rim
2:30.0,D. Schroder makes 3-pt shot from 25 ft,3,19-11,,
2:16.0,,,19-11,,N. Mirotic misses 3-pt shot from 25 ft
2:15.0,Defensive rebound by S. Mack,,19-11,,
2:02.0,D. Schroder misses 2-pt shot from 1 ft,,19-11,,
2:01.0,,,19-11,,Defensive rebound by A. Brooks
1:40.0,,,19-11,,T. Gibson misses 2-pt shot from 13 ft
1:39.0,Defensive rebound by K. Bazemore,,19-11,,
1:34.0,,,19-11,,Personal foul by M. Dunleavy (drawn by D. Schroder)
1:25.0,P. Antic misses 3-pt shot from 25 ft,,19-11,,
1:21.0,,,19-11,,Defensive rebound by M. Dunleavy
1:17.0,,,19-13,2,A. Brooks makes 2-pt shot from 2 ft
1:17.0,,,19-13,,Shooting foul by M. Muscala (drawn by A. Brooks)
1:17.0,,,19-14,1,A. Brooks makes free throw 1 of 1
1:12.0,Turnover by K. Bazemore (lost ball; steal by M. Dunleavy),,19-14,,
1:08.0,,,19-14,,M. Dunleavy misses 2-pt shot from 1 ft (block by K. Bazemore)
1:08.0,Defensive rebound by Team,,19-14,,
1:08.0,,,19-14,,Technical foul by Team
1:08.0,D. Schroder makes technical free throw,1,20-14,,
0:50.0,M. Muscala misses 3-pt shot from 23 ft,,20-14,,
0:49.0,,,20-14,,Defensive rebound by M. Dunleavy
0:32.0,,,20-14,,A. Brooks misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by S. Mack,,20-14,,
0:22.0,Turnover by P. Antic (bad pass; steal by T. Gibson),,20-14,,
0:19.0,,,20-14,,Turnover by T. Gibson (bad pass)
0:19.0,,,20-14,,N. Mohammed enters the game for T. Gibson
0:04.0,D. Schroder makes 2-pt shot from 18 ft,2,22-14,,
0:00.0,,,22-14,,Shooting foul by D. Schroder (drawn by A. Brooks)
0:00.0,,,22-15,1,A. Brooks makes free throw 1 of 3
0:00.0,,,22-16,1,A. Brooks makes free throw 2 of 3
0:00.0,,,22-17,1,A. Brooks makes free throw 3 of 3
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Turnover by A. Horford (lost ball),,22-17,,
11:28.0,Def 3 sec tech foul by P. Millsap,,22-17,,
11:28.0,,,22-17,,J. Butler misses technical free throw
11:28.0,,,22-17,,Offensive rebound by Team
11:12.0,,,22-20,3,N. Mirotic makes 3-pt shot from 22 ft (assist by J. Butler)
10:59.0,Turnover by D. Schroder (lost ball; steal by A. Brooks),,22-20,,
10:50.0,,,22-20,,P. Gasol misses 2-pt shot from 18 ft
10:49.0,Defensive rebound by D. Schroder,,22-20,,
10:43.0,P. Millsap misses 2-pt shot from 1 ft (block by N. Mirotic),,22-20,,
10:41.0,Offensive rebound by A. Horford,,22-20,,
10:38.0,D. Carroll makes 3-pt shot from 25 ft (assist by A. Horford),3,25-20,,
10:23.0,,,25-23,3,N. Mirotic makes 3-pt shot from 25 ft (assist by A. Brooks)
10:09.0,K. Korver misses 3-pt shot from 25 ft,,25-23,,
10:08.0,,,25-23,,Defensive rebound by P. Gasol
9:52.0,,,25-23,,J. Butler misses 2-pt shot from 22 ft
9:51.0,,,25-23,,Offensive rebound by N. Mirotic
9:49.0,,,25-25,2,N. Mirotic makes 2-pt shot at rim
9:31.0,K. Korver makes 3-pt shot from 24 ft (assist by A. Horford),3,28-25,,
9:16.0,Personal foul by P. Millsap (drawn by N. Mirotic),,28-25,,
9:02.0,,,28-25,,A. Brooks misses 2-pt shot from 11 ft
9:02.0,,,28-25,,Offensive rebound by Team
9:02.0,,,28-25,,Turnover by Team (shot clock)
8:46.0,D. Schroder misses 3-pt shot from 25 ft,,28-25,,
8:45.0,,,28-25,,Defensive rebound by T. Snell
8:36.0,,,28-27,2,P. Gasol makes 2-pt shot from 1 ft (assist by T. Snell)
8:23.0,K. Korver misses 3-pt shot from 26 ft,,28-27,,
8:22.0,,,28-27,,Defensive rebound by P. Gasol
8:09.0,,,28-29,2,J. Butler makes 2-pt shot from 5 ft (assist by N. Mirotic)
7:57.0,D. Schroder makes 2-pt shot from 20 ft,2,30-29,,
7:40.0,,,30-31,2,P. Gasol makes 2-pt shot at rim (assist by A. Brooks)
7:31.0,Atlanta full timeout,,30-31,,
7:31.0,J. Teague enters the game for D. Schroder,,30-31,,
7:21.0,P. Millsap misses 2-pt shot from 3 ft (block by P. Gasol),,30-31,,
7:20.0,Offensive rebound by A. Horford,,30-31,,
7:17.0,K. Korver makes 3-pt shot from 23 ft (assist by A. Horford),3,33-31,,
6:55.0,,,33-31,,P. Gasol misses 2-pt shot from 7 ft (block by P. Millsap)
6:53.0,,,33-31,,Offensive rebound by P. Gasol
6:53.0,,,33-31,,Turnover by P. Gasol (bad pass)
6:43.0,Turnover by D. Carroll (bad pass; steal by N. Mirotic),,33-31,,
6:40.0,,,33-31,,Turnover by N. Mirotic (bad pass; steal by D. Carroll)
6:32.0,J. Teague misses 3-pt shot from 22 ft,,33-31,,
6:31.0,Offensive rebound by A. Horford,,33-31,,
6:28.0,K. Korver misses 3-pt shot from 24 ft,,33-31,,
6:27.0,,,33-31,,Defensive rebound by T. Snell
6:18.0,,,33-31,,Shooting foul by K. Korver (drawn by P. Gasol)
6:18.0,,,33-31,,P. Gasol misses free throw 1 of 2
6:18.0,,,33-31,,Offensive rebound by Team
6:18.0,,,33-31,,D. Rose enters the game for A. Brooks
6:18.0,,,33-32,1,P. Gasol makes free throw 2 of 2
6:06.0,Turnover by K. Korver (bad pass; steal by J. Butler),,33-32,,
6:03.0,,,33-32,,Turnover by D. Rose (bad pass; steal by A. Horford)
5:57.0,P. Millsap misses 3-pt shot from 25 ft,,33-32,,
5:56.0,,,33-32,,Defensive rebound by J. Butler
5:41.0,,,33-32,,N. Mirotic misses 3-pt shot from 23 ft
5:40.0,Defensive rebound by J. Teague,,33-32,,
5:36.0,J. Teague misses 2-pt shot from 2 ft (block by N. Mirotic),,33-32,,
5:33.0,,,33-32,,Defensive rebound by P. Gasol
5:27.0,,,33-32,,T. Snell misses 3-pt shot from 22 ft
5:26.0,Defensive rebound by D. Carroll,,33-32,,
5:16.0,D. Carroll misses 3-pt shot from 25 ft,,33-32,,
5:15.0,,,33-32,,Defensive rebound by T. Snell
5:03.0,,,33-32,,J. Butler misses 2-pt shot from 8 ft
5:02.0,Defensive rebound by A. Horford,,33-32,,
4:57.0,D. Carroll makes 2-pt shot from 2 ft (assist by A. Horford),2,35-32,,
4:48.0,,,35-32,,Chicago full timeout
4:48.0,K. Bazemore enters the game for A. Horford,,35-32,,
4:48.0,P. Antic enters the game for K. Korver,,35-32,,
4:48.0,,,35-32,,M. Dunleavy enters the game for T. Snell
4:40.0,,,35-32,,Shooting foul by D. Carroll (drawn by P. Gasol)
4:40.0,,,35-33,1,P. Gasol makes free throw 1 of 2
4:40.0,,,35-33,,P. Gasol misses free throw 2 of 2
4:39.0,Defensive rebound by P. Millsap,,35-33,,
4:20.0,D. Carroll misses 2-pt shot from 2 ft,,35-33,,
4:19.0,Offensive rebound by P. Antic,,35-33,,
4:19.0,P. Antic misses 2-pt shot from 1 ft,,35-33,,
4:18.0,,,35-33,,Defensive rebound by P. Gasol
3:57.0,,,35-36,3,J. Butler makes 3-pt shot from 25 ft (assist by N. Mirotic)
3:39.0,P. Millsap misses 2-pt shot from 15 ft,,35-36,,
3:38.0,,,35-36,,Defensive rebound by N. Mirotic
3:30.0,,,35-38,2,P. Gasol makes 2-pt shot from 2 ft (assist by D. Rose)
3:16.0,J. Teague makes 2-pt shot from 7 ft,2,37-38,,
2:58.0,,,37-38,,M. Dunleavy misses 3-pt shot from 24 ft
2:57.0,Defensive rebound by P. Antic,,37-38,,
2:46.0,P. Antic makes 3-pt shot from 24 ft (assist by P. Millsap),3,40-38,,
2:25.0,,,40-38,,Turnover by D. Rose (traveling)
2:25.0,Atlanta full timeout,,40-38,,
2:25.0,,,40-38,,T. Gibson enters the game for N. Mirotic
2:25.0,,,40-38,,A. Brooks enters the game for D. Rose
2:25.0,S. Mack enters the game for D. Carroll,,40-38,,
2:25.0,M. Muscala enters the game for P. Millsap,,40-38,,
2:25.0,D. Schroder enters the game for J. Teague,,40-38,,
2:10.0,D. Schroder makes 2-pt shot from 15 ft,2,42-38,,
1:51.0,,,42-38,,Shooting foul by P. Antic (drawn by P. Gasol)
1:51.0,,,42-39,1,P. Gasol makes free throw 1 of 2
1:51.0,,,42-40,1,P. Gasol makes free throw 2 of 2
1:42.0,Turnover by M. Muscala (back court),,42-40,,
1:23.0,,,42-40,,P. Gasol misses 2-pt shot from 15 ft
1:22.0,Defensive rebound by K. Bazemore,,42-40,,
1:07.0,P. Antic misses 3-pt shot from 25 ft,,42-40,,
1:06.0,,,42-40,,Defensive rebound by T. Gibson
0:55.0,,,42-40,,Turnover by P. Gasol (traveling)
0:46.0,K. Bazemore makes 2-pt shot from 2 ft,2,44-40,,
0:46.0,Shooting foul by M. Dunleavy (drawn by K. Bazemore),,44-40,,
0:46.0,K. Bazemore makes free throw 1 of 1,1,45-40,,
0:35.0,,,45-40,,A. Brooks misses 2-pt shot from 2 ft
0:35.0,,,45-40,,Offensive rebound by J. Butler
0:35.0,,,45-42,2,J. Butler makes 2-pt shot at rim
0:30.0,D. Schroder makes 2-pt shot from 16 ft,2,47-42,,
0:07.0,,,47-42,,Offensive charge foul by M. Dunleavy
0:07.0,,,47-42,,Turnover by M. Dunleavy (offensive foul)
0:07.0,,,47-42,,T. Snell enters the game for M. Dunleavy
0:07.0,Atlanta full timeout,,47-42,,
0:02.0,D. Schroder makes 2-pt shot from 2 ft,2,49-42,,
0:00.0,,,49-42,,A. Brooks misses 3-pt shot from 45 ft
0:00.0,,,49-42,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Violation by Team (delay of game),,49-42,,
11:51.0,A. Horford makes 2-pt shot from 3 ft (assist by P. Millsap),2,51-42,,
11:36.0,,,51-42,,J. Butler misses 2-pt shot from 2 ft
11:35.0,Defensive rebound by K. Korver,,51-42,,
11:24.0,K. Korver makes 2-pt shot from 1 ft (assist by J. Teague),2,53-42,,
10:54.0,,,53-42,,A. Brooks misses 2-pt shot from 22 ft
10:53.0,Defensive rebound by P. Millsap,,53-42,,
10:38.0,,,53-42,,Personal foul by M. Dunleavy (drawn by D. Carroll)
10:38.0,,,53-42,,T. Snell enters the game for M. Dunleavy
10:32.0,Shooting foul by T. Gibson (drawn by P. Millsap),,53-42,,
10:32.0,P. Millsap misses free throw 1 of 2,,53-42,,
10:32.0,Offensive rebound by Team,,53-42,,
10:32.0,P. Millsap makes free throw 2 of 2,1,54-42,,
10:15.0,,,54-42,,T. Gibson misses 2-pt shot from 2 ft (block by A. Horford)
10:14.0,Defensive rebound by Team,,54-42,,
10:08.0,J. Teague makes 2-pt shot from 17 ft,2,56-42,,
10:01.0,,,56-42,,Chicago full timeout
10:01.0,,,56-42,,Technical foul by T. Gibson
10:01.0,K. Korver makes technical free throw,1,57-42,,
9:47.0,,,57-42,,J. Butler misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by K. Korver,,57-42,,
9:37.0,D. Carroll makes 3-pt shot from 22 ft (assist by P. Millsap),3,60-42,,
9:24.0,,,60-44,2,A. Brooks makes 2-pt shot from 2 ft
9:24.0,,,60-44,,Shooting foul by A. Horford (drawn by A. Brooks)
9:24.0,,,60-45,1,A. Brooks makes free throw 1 of 1
9:17.0,J. Teague makes 2-pt shot from 2 ft,2,62-45,,
9:07.0,,,62-47,2,A. Brooks makes 2-pt shot from 1 ft
8:53.0,Turnover by J. Teague (traveling),,62-47,,
8:38.0,,,62-47,,P. Gasol misses 2-pt shot from 2 ft
8:37.0,Defensive rebound by A. Horford,,62-47,,
8:28.0,A. Horford misses 2-pt shot from 7 ft (block by P. Gasol),,62-47,,
8:27.0,,,62-47,,Defensive rebound by J. Butler
8:15.0,,,62-47,,Turnover by P. Gasol (bad pass; steal by P. Millsap)
8:08.0,D. Carroll misses 3-pt shot from 23 ft,,62-47,,
8:07.0,,,62-47,,Defensive rebound by J. Butler
8:02.0,Personal foul by K. Korver (drawn by J. Butler),,62-47,,
7:55.0,,,62-47,,A. Brooks misses 2-pt shot from 1 ft
7:54.0,Defensive rebound by K. Korver,,62-47,,
7:50.0,D. Carroll misses 2-pt shot from 1 ft (block by J. Butler),,62-47,,
7:49.0,,,62-47,,Defensive rebound by T. Snell
7:42.0,,,62-47,,Turnover by A. Brooks (lost ball)
7:31.0,Turnover by J. Teague (lost ball; steal by A. Brooks),,62-47,,
7:15.0,,,62-49,2,P. Gasol makes 2-pt shot from 4 ft
7:00.0,P. Millsap makes 2-pt shot from 1 ft (assist by K. Korver),2,64-49,,
6:44.0,,,64-49,,Turnover by A. Brooks (bad pass; steal by P. Millsap)
6:40.0,D. Carroll makes 2-pt shot from 1 ft (assist by P. Millsap),2,66-49,,
6:18.0,,,66-52,3,J. Butler makes 3-pt shot from 23 ft (assist by A. Brooks)
6:00.0,A. Horford misses 2-pt shot from 7 ft,,66-52,,
5:59.0,,,66-52,,Defensive rebound by P. Gasol
5:56.0,,,66-54,2,T. Snell makes 2-pt shot from 2 ft (assist by T. Gibson)
5:56.0,,,66-54,,Shooting foul by J. Teague (drawn by T. Snell)
5:56.0,,,66-54,,N. Mirotic enters the game for T. Gibson
5:56.0,,,66-55,1,T. Snell makes free throw 1 of 1
5:46.0,J. Teague misses 2-pt shot from 3 ft,,66-55,,
5:45.0,,,66-55,,Defensive rebound by P. Gasol
5:39.0,,,66-55,,A. Brooks misses 2-pt shot from 1 ft (block by P. Millsap)
5:39.0,,,66-55,,Offensive rebound by Team
5:28.0,,,66-57,2,P. Gasol makes 2-pt shot at rim (assist by N. Mirotic)
5:09.0,A. Horford makes 2-pt shot from 5 ft,2,68-57,,
4:54.0,,,68-59,2,A. Brooks makes 2-pt shot from 11 ft
4:47.0,Atlanta full timeout,,68-59,,
4:47.0,K. Bazemore enters the game for K. Korver,,68-59,,
4:47.0,P. Antic enters the game for A. Horford,,68-59,,
4:31.0,D. Carroll misses 2-pt shot from 2 ft,,68-59,,
4:30.0,,,68-59,,Defensive rebound by T. Snell
4:15.0,,,68-59,,Shooting foul by P. Millsap (drawn by N. Mirotic)
4:15.0,,,68-60,1,N. Mirotic makes free throw 1 of 3
4:15.0,,,68-61,1,N. Mirotic makes free throw 2 of 3
4:15.0,,,68-62,1,N. Mirotic makes free throw 3 of 3
3:57.0,P. Millsap misses 2-pt shot from 13 ft,,68-62,,
3:54.0,,,68-62,,Defensive rebound by A. Brooks
3:46.0,,,68-64,2,T. Snell makes 2-pt shot from 1 ft
3:26.0,J. Teague misses 2-pt shot from 4 ft,,68-64,,
3:25.0,,,68-64,,Defensive rebound by P. Gasol
3:19.0,,,68-64,,Shooting foul by P. Millsap (drawn by J. Butler)
3:19.0,,,68-65,1,J. Butler makes free throw 1 of 2
3:19.0,D. Schroder enters the game for D. Carroll,,68-65,,
3:19.0,S. Mack enters the game for P. Millsap,,68-65,,
3:19.0,M. Muscala enters the game for J. Teague,,68-65,,
3:19.0,,,68-66,1,J. Butler makes free throw 2 of 2
3:06.0,K. Bazemore misses 2-pt shot from 12 ft (block by T. Snell),,68-66,,
3:06.0,Offensive rebound by Team,,68-66,,
3:06.0,,,68-66,,E. Moore enters the game for J. Butler
3:01.0,D. Schroder makes 2-pt shot from 5 ft,2,70-66,,
2:34.0,,,70-66,,N. Mirotic misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by S. Mack,,70-66,,
2:22.0,D. Schroder makes 2-pt shot from 7 ft,2,72-66,,
2:06.0,,,72-66,,P. Gasol misses 2-pt shot from 16 ft
2:06.0,,,72-66,,Offensive rebound by N. Mirotic
1:47.0,,,72-66,,P. Gasol misses 2-pt shot from 2 ft (block by P. Antic)
1:45.0,,,72-66,,Offensive rebound by P. Gasol
1:45.0,,,72-66,,P. Gasol misses 2-pt shot from 1 ft (block by M. Muscala)
1:42.0,Defensive rebound by P. Antic,,72-66,,
1:40.0,Offensive charge foul by M. Muscala,,72-66,,
1:40.0,Turnover by M. Muscala (offensive foul),,72-66,,
1:27.0,,,72-66,,P. Gasol misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by S. Mack,,72-66,,
1:18.0,K. Bazemore misses 3-pt shot from 23 ft,,72-66,,
1:17.0,,,72-66,,Defensive rebound by A. Brooks
0:59.0,,,72-66,,A. Brooks misses 2-pt shot from 16 ft
0:58.0,Defensive rebound by P. Antic,,72-66,,
0:51.0,Turnover by D. Schroder (bad pass; steal by A. Brooks),,72-66,,
0:50.0,Personal foul by K. Bazemore (drawn by P. Gasol),,72-66,,
0:50.0,,,72-67,1,P. Gasol makes free throw 1 of 2
0:50.0,,,72-68,1,P. Gasol makes free throw 2 of 2
0:26.0,D. Schroder misses 2-pt shot from 2 ft,,72-68,,
0:25.0,,,72-68,,Defensive rebound by A. Brooks
0:05.0,,,72-70,2,A. Brooks makes 2-pt shot from 1 ft
0:00.0,K. Bazemore misses 3-pt shot from 26 ft,,72-70,,
0:00.0,Offensive rebound by Team,,72-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Personal foul by P. Antic (drawn by J. Butler),,72-70,,
11:33.0,,,72-70,,T. Snell misses 3-pt shot from 23 ft
11:32.0,Defensive rebound by E. Brand,,72-70,,
11:21.0,D. Schroder makes 3-pt shot from 25 ft,3,75-70,,
11:03.0,Violation by D. Schroder (kicked ball),,75-70,,
10:50.0,,,75-70,,N. Mirotic misses 2-pt shot from 2 ft (block by A. Daye)
10:50.0,Defensive rebound by Team,,75-70,,
10:35.0,P. Antic misses 3-pt shot from 23 ft,,75-70,,
10:34.0,,,75-70,,Defensive rebound by N. Mohammed
10:25.0,,,75-70,,A. Brooks misses 3-pt shot from 25 ft
10:25.0,,,75-70,,Offensive rebound by Team
10:25.0,,,75-70,,E. Moore enters the game for A. Brooks
10:25.0,,,75-70,,M. Dunleavy enters the game for T. Snell
10:16.0,,,75-72,2,E. Moore makes 2-pt shot from 2 ft
9:53.0,J. Jenkins misses 2-pt shot from 13 ft,,75-72,,
9:52.0,,,75-72,,Defensive rebound by N. Mohammed
9:40.0,,,75-72,,Shooting foul by E. Brand (drawn by J. Butler)
9:40.0,,,75-72,,J. Butler misses free throw 1 of 2
9:40.0,,,75-72,,Offensive rebound by Team
9:40.0,M. Muscala enters the game for P. Antic,,75-72,,
9:40.0,,,75-73,1,J. Butler makes free throw 2 of 2
9:26.0,M. Muscala makes 2-pt shot from 10 ft (assist by E. Brand),2,77-73,,
9:12.0,,,77-73,,N. Mirotic misses 3-pt shot from 24 ft
9:11.0,Defensive rebound by D. Schroder,,77-73,,
9:01.0,D. Schroder misses 2-pt shot from 2 ft (block by N. Mohammed),,77-73,,
9:01.0,,,77-73,,Defensive rebound by Team
8:50.0,,,77-75,2,E. Moore makes 2-pt shot from 2 ft
8:38.0,,,77-75,,Personal foul by E. Moore (drawn by J. Jenkins)
8:38.0,Atlanta full timeout,,77-75,,
8:38.0,S. Mack enters the game for D. Schroder,,77-75,,
8:24.0,M. Muscala misses 2-pt shot from 2 ft,,77-75,,
8:22.0,Offensive rebound by J. Jenkins,,77-75,,
8:22.0,A. Daye misses 2-pt shot from 1 ft,,77-75,,
8:21.0,,,77-75,,Defensive rebound by N. Mirotic
8:07.0,,,77-75,,J. Butler misses 2-pt shot from 1 ft
8:06.0,,,77-75,,Offensive rebound by N. Mohammed
8:06.0,,,77-77,2,N. Mohammed makes 2-pt shot from 2 ft
7:42.0,E. Brand misses 2-pt shot from 16 ft,,77-77,,
7:41.0,,,77-77,,Defensive rebound by J. Butler
7:34.0,,,77-77,,Shooting foul by A. Daye (drawn by J. Butler)
7:34.0,,,77-78,1,J. Butler makes free throw 1 of 2
7:34.0,,,77-79,1,J. Butler makes free throw 2 of 2
7:21.0,E. Brand misses 2-pt shot from 18 ft,,77-79,,
7:20.0,,,77-79,,Defensive rebound by M. Dunleavy
7:09.0,,,77-79,,Turnover by N. Mirotic (bad pass; steal by S. Mack)
6:53.0,S. Mack misses 2-pt shot from 16 ft,,77-79,,
6:52.0,,,77-79,,Defensive rebound by M. Dunleavy
6:32.0,,,77-81,2,M. Dunleavy makes 2-pt shot from 18 ft (assist by E. Moore)
6:12.0,,,77-81,,Personal foul by N. Mirotic (drawn by S. Mack)
5:59.0,S. Mack misses 3-pt shot from 25 ft,,77-81,,
5:58.0,Offensive rebound by A. Daye,,77-81,,
5:55.0,A. Daye misses 3-pt shot from 26 ft,,77-81,,
5:54.0,,,77-81,,Defensive rebound by J. Butler
5:39.0,,,77-81,,Turnover by E. Moore (bad pass; steal by M. Muscala)
5:33.0,Shooting foul by N. Mohammed (drawn by A. Daye),,77-81,,
5:33.0,,,77-81,,Chicago full timeout
5:33.0,,,77-81,,P. Gasol enters the game for N. Mohammed
5:33.0,,,77-81,,A. Brooks enters the game for E. Moore
5:33.0,A. Daye misses free throw 1 of 2,,77-81,,
5:33.0,Offensive rebound by Team,,77-81,,
5:33.0,A. Daye makes free throw 2 of 2,1,78-81,,
5:19.0,,,78-81,,J. Butler misses 2-pt shot from 21 ft
5:18.0,Defensive rebound by A. Daye,,78-81,,
5:02.0,S. Mack makes 2-pt shot from 19 ft,2,80-81,,
4:47.0,,,80-84,3,A. Brooks makes 3-pt shot from 25 ft
4:24.0,M. Muscala makes 2-pt shot from 7 ft,2,82-84,,
3:58.0,,,82-87,3,A. Brooks makes 3-pt shot from 29 ft
3:41.0,M. Muscala makes 3-pt shot from 25 ft (assist by S. Mack),3,85-87,,
3:18.0,,,85-87,,A. Brooks misses 2-pt shot from 10 ft (block by A. Daye)
3:18.0,,,85-87,,Offensive rebound by Team
3:15.0,,,85-87,,J. Butler misses 2-pt shot from 1 ft
3:14.0,Defensive rebound by A. Daye,,85-87,,
2:57.0,Atlanta full timeout,,85-87,,
2:50.0,S. Mack misses 3-pt shot from 25 ft,,85-87,,
2:49.0,,,85-87,,Defensive rebound by M. Dunleavy
2:31.0,,,85-87,,Turnover by A. Brooks (bad pass)
2:19.0,J. Jenkins misses 3-pt shot from 26 ft,,85-87,,
2:18.0,,,85-87,,Defensive rebound by P. Gasol
