time,Houston,pts.away,score,pts.home,New Orleans
2:08.0,D. Motiejunas makes 2-pt shot from 2 ft (assist by J. Harden),2,42-48,,
1:45.0,,,42-48,,E. Gordon misses 2-pt shot from 15 ft
1:44.0,Defensive rebound by D. Motiejunas,,42-48,,
1:37.0,J. Harden makes 3-pt shot from 26 ft (assist by J. Terry),3,45-48,,
1:12.0,,,45-50,2,N. Cole makes 2-pt shot from 18 ft (assist by D. Cunningham)
0:54.0,T. Ariza makes 2-pt shot from 18 ft,2,47-50,,
0:31.0,,,47-50,,N. Cole misses 3-pt shot from 23 ft
0:30.0,Defensive rebound by J. Harden,,47-50,,
0:25.0,J. Harden makes 2-pt shot at rim,2,49-50,,
0:00.0,,,49-52,2,D. Cunningham makes 2-pt shot from 13 ft (assist by T. Evans)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,49-52,,T. Evans misses 3-pt shot from 25 ft
11:37.0,Defensive rebound by D. Howard,,49-52,,
11:25.0,D. Motiejunas makes 2-pt shot from 2 ft (assist by J. Harden),2,51-52,,
11:05.0,,,51-52,,Turnover by T. Evans (bad pass; steal by D. Motiejunas)
10:53.0,T. Ariza misses 2-pt shot from 22 ft,,51-52,,
10:49.0,Offensive rebound by T. Ariza,,51-52,,
10:42.0,J. Terry misses 3-pt shot from 26 ft,,51-52,,
10:40.0,Offensive rebound by J. Terry,,51-52,,
10:35.0,T. Ariza makes 3-pt shot from 26 ft (assist by J. Terry),3,54-52,,
10:34.0,,,54-52,,New Orleans full timeout
10:18.0,,,54-52,,O. Asik misses 2-pt shot from 1 ft
10:17.0,Defensive rebound by D. Howard,,54-52,,
10:08.0,J. Harden misses 2-pt shot from 20 ft,,54-52,,
10:07.0,,,54-52,,Defensive rebound by A. Davis
9:59.0,,,54-52,,E. Gordon misses 3-pt shot from 26 ft (block by J. Harden)
9:58.0,Defensive rebound by D. Howard,,54-52,,
9:52.0,Shooting foul by Q. Pondexter (drawn by J. Harden),,54-52,,
9:52.0,J. Harden makes free throw 1 of 2,1,55-52,,
9:52.0,J. Harden makes free throw 2 of 2,1,56-52,,
9:35.0,Personal foul by J. Harden (drawn by E. Gordon),,56-52,,
9:25.0,,,56-52,,Turnover by O. Asik (lost ball)
9:09.0,D. Motiejunas makes 2-pt shot from 6 ft (assist by J. Harden),2,58-52,,
8:48.0,,,58-52,,Q. Pondexter misses 2-pt shot from 11 ft
8:47.0,Defensive rebound by D. Howard,,58-52,,
8:37.0,J. Terry misses 2-pt shot from 8 ft (block by A. Davis),,58-52,,
8:35.0,,,58-52,,Defensive rebound by A. Davis
8:20.0,,,58-52,,Turnover by O. Asik (back court)
8:20.0,Turnover by J. Terry (back court),,58-52,,
8:03.0,Personal foul by D. Howard (drawn by T. Evans),,58-52,,
8:03.0,,,58-53,1,T. Evans makes free throw 1 of 2
8:03.0,J. Smith enters the game for D. Howard,,58-53,,
8:03.0,,,58-54,1,T. Evans makes free throw 2 of 2
7:51.0,J. Harden makes 2-pt shot at rim,2,60-54,,
7:31.0,,,60-54,,T. Evans misses 2-pt shot from 18 ft
7:30.0,,,60-54,,Offensive rebound by Q. Pondexter
7:29.0,,,60-56,2,Q. Pondexter makes 2-pt shot from 1 ft
7:07.0,J. Harden makes 2-pt shot at rim,2,62-56,,
6:44.0,,,62-58,2,Q. Pondexter makes 2-pt shot from 8 ft
6:32.0,,,62-58,,Personal foul by T. Evans (drawn by J. Harden)
6:30.0,Houston full timeout,,62-58,,
6:15.0,J. Harden misses 3-pt shot from 24 ft,,62-58,,
6:14.0,Offensive rebound by T. Ariza,,62-58,,
6:00.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,65-58,,
5:42.0,,,65-60,2,A. Davis makes 2-pt shot from 17 ft (assist by T. Evans)
5:21.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,68-60,,
5:04.0,,,68-60,,A. Davis misses 2-pt shot from 17 ft
5:01.0,,,68-60,,Offensive rebound by Q. Pondexter
5:01.0,Jump ball: Q. Pondexter vs. J. Terry (A. Davis gains possession),,,,Jump ball: Q. Pondexter vs. J. Terry (A. Davis gains possession)
4:46.0,,,68-63,3,T. Evans makes 3-pt shot from 24 ft (assist by A. Davis)
4:34.0,T. Ariza makes 2-pt shot at rim,2,70-63,,
4:18.0,,,70-63,,D. Cunningham enters the game for Q. Pondexter
4:18.0,,,70-63,,Turnover by T. Evans (bad pass; steal by T. Ariza)
4:02.0,J. Terry misses 3-pt shot from 23 ft,,70-63,,
4:01.0,,,70-63,,Defensive rebound by A. Davis
3:55.0,,,70-63,,T. Evans misses 2-pt shot from 2 ft (block by J. Smith)
3:52.0,Defensive rebound by J. Terry,,70-63,,
3:49.0,Turnover by J. Harden (bad pass),,70-63,,
3:49.0,P. Prigioni enters the game for J. Terry,,70-63,,
3:35.0,,,70-63,,A. Davis misses 2-pt shot from 15 ft
3:34.0,Defensive rebound by J. Harden,,70-63,,
3:25.0,D. Motiejunas misses 2-pt shot from 6 ft (block by A. Davis),,70-63,,
3:23.0,Offensive rebound by J. Smith,,70-63,,
3:22.0,Turnover by J. Smith (bad pass),,70-63,,
3:22.0,J. Dorsey enters the game for D. Motiejunas,,70-63,,
3:06.0,,,70-63,,D. Cunningham misses 2-pt shot from 20 ft
3:03.0,Defensive rebound by T. Ariza,,70-63,,
2:51.0,T. Ariza misses 3-pt shot from 23 ft,,70-63,,
2:50.0,,,70-63,,Defensive rebound by A. Davis
2:43.0,,,70-63,,Shooting foul by T. Ariza (drawn by A. Davis)
2:43.0,,,70-63,,New Orleans full timeout
2:43.0,,,70-63,,N. Cole enters the game for O. Asik
2:43.0,,,70-63,,A. Ajinca enters the game for E. Gordon
2:43.0,C. Brewer enters the game for T. Ariza,,70-63,,
2:43.0,,,70-63,,A. Davis misses free throw 1 of 2
2:43.0,,,70-63,,Offensive rebound by Team
2:43.0,,,70-64,1,A. Davis makes free throw 2 of 2
2:22.0,J. Dorsey makes 2-pt shot from 1 ft (assist by J. Harden),2,72-64,,
2:08.0,,,72-66,2,A. Davis makes 2-pt shot from 8 ft (assist by T. Evans)
2:08.0,Shooting block foul by J. Smith (drawn by A. Davis),,72-66,,
2:08.0,,,72-67,1,A. Davis makes free throw 1 of 1
1:59.0,C. Brewer makes 2-pt shot from 2 ft (assist by J. Harden),2,74-67,,
1:36.0,,,74-67,,A. Davis misses 2-pt shot from 18 ft
1:35.0,Defensive rebound by J. Dorsey,,74-67,,
1:26.0,J. Harden misses 2-pt shot from 1 ft,,74-67,,
1:25.0,,,74-67,,Defensive rebound by A. Ajinca
1:20.0,,,74-67,,Offensive charge foul by T. Evans
1:20.0,,,74-67,,Turnover by T. Evans (offensive foul)
1:01.0,Shooting foul by T. Evans (drawn by J. Harden),,74-67,,
1:01.0,J. Harden makes free throw 1 of 3,1,75-67,,
1:01.0,J. Harden makes free throw 2 of 3,1,76-67,,
1:01.0,,,76-67,,E. Gordon enters the game for D. Cunningham
1:01.0,J. Harden misses free throw 3 of 3,,76-67,,
0:58.0,,,76-67,,Defensive rebound by A. Ajinca
0:42.0,,,76-67,,A. Davis misses 2-pt shot from 2 ft
0:40.0,,,76-67,,Offensive rebound by A. Ajinca
0:40.0,,,76-67,,A. Ajinca misses 2-pt shot from 1 ft
0:37.0,Defensive rebound by J. Dorsey,,76-67,,
0:36.0,,,76-67,,D. Cunningham enters the game for T. Evans
0:34.0,J. Harden makes 2-pt shot from 1 ft (assist by J. Dorsey),2,78-67,,
0:20.0,Shooting block foul by J. Dorsey (drawn by D. Cunningham),,78-67,,
0:20.0,,,78-68,1,D. Cunningham makes free throw 1 of 2
0:20.0,T. Ariza enters the game for J. Smith,,78-68,,
0:20.0,,,78-68,,D. Cunningham misses free throw 2 of 2
0:19.0,,,78-68,,Offensive rebound by D. Cunningham
0:05.0,,,78-68,,Shooting foul by J. Dorsey (drawn by E. Gordon)
0:05.0,,,78-69,1,E. Gordon makes free throw 1 of 2
0:05.0,,,78-70,1,E. Gordon makes free throw 2 of 2
0:00.0,J. Harden misses 2-pt shot from 6 ft,,78-70,,
0:00.0,,,78-70,,Defensive rebound by A. Davis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:34.0,C. Brewer misses 3-pt shot from 28 ft,,78-70,,
11:33.0,,,78-70,,Defensive rebound by A. Davis
11:12.0,,,78-70,,A. Ajinca misses 2-pt shot from 1 ft
11:11.0,,,78-70,,Offensive rebound by A. Ajinca
11:11.0,,,78-72,2,A. Ajinca makes 2-pt shot from 1 ft
10:56.0,P. Prigioni misses 2-pt shot from 2 ft,,78-72,,
10:55.0,,,78-72,,Defensive rebound by N. Cole
10:53.0,,,78-74,2,A. Davis makes 2-pt shot at rim (assist by N. Cole)
10:24.0,D. Motiejunas makes 2-pt shot from 7 ft,2,80-74,,
10:08.0,,,80-76,2,A. Ajinca makes 2-pt shot from 17 ft (assist by E. Gordon)
9:53.0,D. Motiejunas makes 3-pt shot from 25 ft (assist by P. Prigioni),3,83-76,,
9:25.0,Personal foul by T. Ariza (drawn by A. Davis),,83-76,,
9:25.0,,,83-76,,Offensive foul by N. Cole
9:25.0,,,83-76,,Turnover by N. Cole (offensive foul)
9:01.0,Turnover by T. Ariza (bad pass; steal by D. Cunningham),,83-76,,
9:00.0,Personal foul by P. Prigioni (drawn by D. Cunningham),,83-76,,
9:00.0,,,83-76,,T. Evans enters the game for D. Cunningham
8:51.0,,,83-76,,N. Cole misses 2-pt shot from 21 ft
8:50.0,Defensive rebound by C. Brewer,,83-76,,
8:29.0,Turnover by D. Howard (3 sec),,83-76,,
8:29.0,Official timeout,,83-76,,
8:11.0,,,83-76,,Turnover by N. Cole (bad pass; steal by T. Ariza)
8:06.0,P. Prigioni makes 2-pt shot at rim (assist by T. Ariza),2,85-76,,
7:54.0,,,85-76,,Shooting foul by D. Howard (drawn by A. Davis)
7:54.0,,,85-76,,A. Davis misses free throw 1 of 2
7:54.0,,,85-76,,Offensive rebound by Team
7:54.0,J. Smith enters the game for D. Howard,,85-76,,
7:54.0,,,85-76,,O. Asik enters the game for A. Ajinca
7:54.0,,,85-76,,Q. Pondexter enters the game for N. Cole
7:54.0,,,85-76,,A. Davis misses free throw 2 of 2
7:52.0,Defensive rebound by T. Ariza,,85-76,,
7:43.0,,,85-76,,Personal foul by E. Gordon (drawn by C. Brewer)
7:34.0,D. Motiejunas makes 2-pt shot from 7 ft (assist by C. Brewer),2,87-76,,
7:14.0,,,87-78,2,A. Davis makes 2-pt shot from 16 ft
6:59.0,C. Brewer misses 3-pt shot from 24 ft,,87-78,,
6:56.0,,,87-78,,Defensive rebound by O. Asik
6:47.0,,,87-78,,Turnover by E. Gordon (lost ball; steal by D. Motiejunas)
6:43.0,Turnover by D. Motiejunas (bad pass; steal by A. Davis),,87-78,,
6:36.0,,,87-78,,Q. Pondexter misses 2-pt shot from 2 ft
6:33.0,,,87-78,,Offensive rebound by Q. Pondexter
6:33.0,,,87-78,,Q. Pondexter misses 2-pt shot from 2 ft
6:30.0,Defensive rebound by J. Smith,,87-78,,
6:26.0,T. Ariza makes 2-pt shot at rim (assist by J. Smith),2,89-78,,
6:26.0,,,89-78,,New Orleans full timeout
6:26.0,,,89-78,,D. Cunningham enters the game for A. Davis
6:26.0,J. Harden enters the game for T. Ariza,,89-78,,
6:08.0,,,89-78,,Shooting foul by J. Harden (drawn by T. Evans)
6:08.0,,,89-79,1,T. Evans makes free throw 1 of 2
6:08.0,,,89-80,1,T. Evans makes free throw 2 of 2
5:46.0,J. Harden makes 2-pt shot from 16 ft,2,91-80,,
5:41.0,,,91-80,,Turnover by O. Asik (bad pass)
5:28.0,Turnover by D. Motiejunas (lost ball),,91-80,,
5:14.0,,,91-83,3,Q. Pondexter makes 3-pt shot from 25 ft (assist by O. Asik)
4:49.0,P. Prigioni misses 3-pt shot from 26 ft,,91-83,,
4:48.0,,,91-83,,Defensive rebound by D. Cunningham
4:41.0,Violation by J. Smith (kicked ball),,91-83,,
4:41.0,,,91-83,,A. Davis enters the game for D. Cunningham
4:41.0,T. Ariza enters the game for C. Brewer,,91-83,,
4:28.0,,,91-85,2,T. Evans makes 2-pt shot from 2 ft
4:07.0,J. Harden misses 2-pt shot from 3 ft (block by Q. Pondexter),,91-85,,
4:07.0,Offensive rebound by Team,,91-85,,
4:07.0,J. Terry enters the game for P. Prigioni,,91-85,,
4:00.0,J. Smith misses 3-pt shot from 25 ft,,91-85,,
3:58.0,,,91-85,,Defensive rebound by O. Asik
3:46.0,,,91-85,,T. Evans misses 2-pt shot from 3 ft (block by D. Motiejunas)
3:46.0,,,91-85,,Offensive rebound by Team
3:36.0,,,91-85,,T. Evans misses 3-pt shot from 26 ft
3:35.0,Defensive rebound by D. Motiejunas,,91-85,,
3:13.0,J. Smith makes 3-pt shot from 22 ft (assist by T. Ariza),3,94-85,,
3:11.0,,,94-85,,New Orleans full timeout
2:53.0,,,94-85,,Shooting foul by D. Motiejunas (drawn by E. Gordon)
2:53.0,,,94-86,1,E. Gordon makes free throw 1 of 2
2:53.0,,,94-87,1,E. Gordon makes free throw 2 of 2
2:28.0,J. Harden misses 2-pt shot from 20 ft,,94-87,,
2:26.0,Offensive rebound by D. Motiejunas,,94-87,,
2:07.0,J. Smith misses 2-pt shot from 17 ft,,94-87,,
2:05.0,,,94-87,,Defensive rebound by Q. Pondexter
1:53.0,,,94-87,,A. Davis misses 2-pt shot from 16 ft
1:51.0,,,94-87,,Offensive rebound by Q. Pondexter
1:51.0,,,94-87,,Q. Pondexter misses 2-pt shot from 2 ft
1:50.0,Defensive rebound by J. Harden,,94-87,,
1:32.0,J. Harden misses 3-pt shot from 25 ft,,94-87,,
1:31.0,,,94-87,,Defensive rebound by O. Asik
1:19.0,,,94-87,,O. Asik misses 2-pt shot at rim
1:16.0,,,94-87,,Offensive rebound by O. Asik
1:16.0,,,94-89,2,O. Asik makes 2-pt shot from 1 ft
1:08.0,Houston full timeout,,94-89,,
0:56.0,D. Motiejunas misses 2-pt shot from 6 ft,,94-89,,
0:54.0,,,94-89,,Defensive rebound by A. Davis
0:38.0,,,94-91,2,T. Evans makes 2-pt shot from 2 ft (assist by O. Asik)
0:12.0,J. Harden misses 2-pt shot from 20 ft,,94-91,,
0:09.0,,,94-91,,Defensive rebound by A. Davis
