time,Detroit,pts.away,score,pts.home,Miami
5:51.0,,,32-36,2,D. Wade makes 2-pt shot from 10 ft (assist by M. Beasley)
5:32.0,S. Williams misses 2-pt shot from 1 ft,,32-36,,
5:31.0,,,32-36,,Defensive rebound by M. Beasley
5:23.0,,,32-36,,D. Wade misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by K. Caldwell-Pope,,32-36,,
5:17.0,Shooting foul by M. Beasley (drawn by S. Dinwiddie),,32-36,,
5:17.0,Detroit full timeout,,32-36,,
5:17.0,A. Drummond enters the game for J. Anthony,,32-36,,
5:17.0,,,32-36,,U. Haslem enters the game for M. Beasley
5:17.0,,,32-36,,G. Dragic enters the game for T. Johnson
5:17.0,S. Dinwiddie makes free throw 1 of 2,1,33-36,,
5:17.0,S. Dinwiddie makes free throw 2 of 2,1,34-36,,
5:04.0,R. Jackson enters the game for S. Dinwiddie,,34-36,,
5:00.0,,,34-38,2,U. Haslem makes 2-pt shot from 1 ft (assist by D. Wade)
4:44.0,Shooting foul by U. Haslem (drawn by R. Jackson),,34-38,,
4:44.0,R. Jackson misses free throw 1 of 2,,34-38,,
4:44.0,Offensive rebound by Team,,34-38,,
4:44.0,A. Tolliver enters the game for S. Williams,,34-38,,
4:44.0,R. Jackson misses free throw 2 of 2,,34-38,,
4:43.0,Offensive rebound by A. Drummond,,34-38,,
4:38.0,A. Drummond misses 2-pt shot at rim,,34-38,,
4:37.0,,,34-38,,Defensive rebound by U. Haslem
4:21.0,,,34-41,3,G. Dragic makes 3-pt shot from 23 ft (assist by M. Chalmers)
4:03.0,,,34-41,,Personal foul by G. Dragic (drawn by R. Jackson)
4:03.0,R. Jackson makes free throw 1 of 2,1,35-41,,
4:03.0,J. Meeks enters the game for T. Prince,,35-41,,
4:03.0,R. Jackson makes free throw 2 of 2,1,36-41,,
3:50.0,,,36-43,2,U. Haslem makes 2-pt shot from 1 ft (assist by G. Dragic)
3:48.0,,,36-43,,Violation by Team (delay of game)
3:32.0,Turnover by K. Caldwell-Pope (lost ball; steal by D. Wade),,36-43,,
3:25.0,,,36-45,2,D. Wade makes 2-pt shot from 4 ft (assist by M. Chalmers)
3:13.0,A. Drummond makes 2-pt shot from 8 ft (assist by J. Meeks),2,38-45,,
2:59.0,,,38-45,,Turnover by G. Dragic (bad pass; steal by A. Tolliver)
2:54.0,A. Tolliver makes 2-pt shot at rim (assist by A. Drummond),2,40-45,,
2:53.0,,,40-45,,Miami full timeout
2:53.0,,,40-45,,T. Johnson enters the game for M. Chalmers
2:33.0,,,40-45,,D. Wade misses 2-pt shot from 7 ft
2:32.0,Defensive rebound by K. Caldwell-Pope,,40-45,,
2:22.0,Turnover by A. Tolliver (bad pass; steal by U. Haslem),,40-45,,
2:17.0,,,40-45,,Turnover by L. Deng (lost ball; steal by J. Meeks)
2:13.0,A. Drummond makes 2-pt shot at rim (assist by J. Meeks),2,42-45,,
1:29.0,,,42-47,2,U. Haslem makes 2-pt shot from 7 ft
1:19.0,Shooting foul by G. Dragic (drawn by R. Jackson),,42-47,,
1:19.0,R. Jackson misses free throw 1 of 2,,42-47,,
1:19.0,Offensive rebound by Team,,42-47,,
1:19.0,,,42-47,,M. Chalmers enters the game for G. Dragic
1:19.0,R. Jackson misses free throw 2 of 2,,42-47,,
1:18.0,,,42-47,,Defensive rebound by U. Haslem
1:02.0,,,42-47,,D. Wade misses 2-pt shot from 9 ft
1:01.0,,,42-47,,Offensive rebound by U. Haslem
0:55.0,,,42-47,,D. Wade misses 2-pt shot from 11 ft
0:54.0,Defensive rebound by A. Tolliver,,42-47,,
0:49.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,42-47,,
0:48.0,,,42-47,,Defensive rebound by U. Haslem
0:27.0,,,42-49,2,D. Wade makes 2-pt shot from 20 ft (assist by M. Chalmers)
0:07.0,R. Jackson makes 2-pt shot from 1 ft,2,44-49,,
0:00.0,,,44-49,,U. Haslem misses 3-pt shot from 23 ft
0:00.0,,,44-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,44-49,,D. Wade misses 2-pt shot from 14 ft
11:38.0,,,44-49,,Offensive rebound by Team
11:26.0,,,44-52,3,J. Ennis makes 3-pt shot from 23 ft (assist by G. Dragic)
11:08.0,Turnover by R. Jackson (bad pass),,44-52,,
10:46.0,,,44-54,2,G. Dragic makes 2-pt shot from 13 ft (assist by U. Haslem)
10:35.0,A. Tolliver misses 3-pt shot from 24 ft,,44-54,,
10:34.0,Offensive rebound by R. Jackson,,44-54,,
10:33.0,R. Jackson makes 2-pt shot from 1 ft,2,46-54,,
10:14.0,,,46-57,3,J. Ennis makes 3-pt shot from 24 ft (assist by H. Walker)
9:57.0,A. Tolliver makes 2-pt shot at rim (assist by R. Jackson),2,48-57,,
9:40.0,,,48-59,2,U. Haslem makes 2-pt shot from 1 ft (assist by D. Wade)
9:38.0,Detroit full timeout,,48-59,,
9:15.0,A. Drummond misses 2-pt shot from 19 ft,,48-59,,
9:14.0,,,48-59,,Defensive rebound by U. Haslem
9:03.0,,,48-61,2,D. Wade makes 2-pt shot from 15 ft (assist by J. Ennis)
8:49.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,50-61,,
8:25.0,,,50-61,,Turnover by U. Haslem (lost ball; steal by K. Caldwell-Pope)
8:06.0,A. Tolliver misses 3-pt shot from 22 ft,,50-61,,
8:05.0,,,50-61,,Defensive rebound by H. Walker
7:53.0,,,50-63,2,D. Wade makes 2-pt shot from 19 ft
7:35.0,C. Butler misses 3-pt shot from 24 ft,,50-63,,
7:34.0,Offensive rebound by Team,,50-63,,
7:15.0,K. Caldwell-Pope makes 2-pt shot from 15 ft (assist by C. Butler),2,52-63,,
6:53.0,,,52-63,,Turnover by U. Haslem (bad pass; steal by A. Drummond)
6:42.0,Turnover by K. Caldwell-Pope (lost ball),,52-63,,
6:28.0,,,52-63,,G. Dragic misses 2-pt shot from 18 ft
6:28.0,Defensive rebound by Team,,52-63,,
6:28.0,,,52-63,,Personal foul by J. Ennis (drawn by C. Butler)
6:03.0,K. Caldwell-Pope misses 2-pt shot from 20 ft,,52-63,,
6:02.0,,,52-63,,Defensive rebound by Team
5:41.0,,,52-63,,Shooting foul by C. Butler (drawn by J. Ennis)
5:41.0,,,52-64,1,J. Ennis makes free throw 1 of 2
5:41.0,,,52-65,1,J. Ennis makes free throw 2 of 2
5:25.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,52-65,,
5:24.0,,,52-65,,Defensive rebound by G. Dragic
5:05.0,,,52-67,2,U. Haslem makes 2-pt shot from 17 ft (assist by G. Dragic)
4:49.0,R. Jackson misses 2-pt shot from 2 ft,,52-67,,
4:47.0,,,52-67,,Defensive rebound by D. Wade
4:45.0,,,52-67,,Shooting foul by C. Butler (drawn by J. Ennis)
4:45.0,,,52-68,1,J. Ennis makes free throw 1 of 2
4:45.0,,,52-68,,M. Chalmers enters the game for H. Walker
4:45.0,,,52-69,1,J. Ennis makes free throw 2 of 2
4:21.0,A. Drummond makes 2-pt shot from 1 ft (assist by R. Jackson),2,54-69,,
4:13.0,,,54-69,,Miami full timeout
4:13.0,,,54-69,,T. Johnson enters the game for D. Wade
4:13.0,J. Meeks enters the game for C. Butler,,54-69,,
4:03.0,,,54-69,,Shooting foul by A. Tolliver (drawn by M. Chalmers)
4:03.0,,,54-70,1,M. Chalmers makes free throw 1 of 2
4:03.0,,,54-71,1,M. Chalmers makes free throw 2 of 2
3:42.0,A. Drummond makes 2-pt shot from 8 ft (assist by R. Jackson),2,56-71,,
3:26.0,,,56-71,,Turnover by J. Ennis (bad pass)
3:04.0,J. Meeks makes 3-pt shot from 23 ft (assist by A. Tolliver),3,59-71,,
2:34.0,,,59-71,,M. Chalmers misses 3-pt shot from 23 ft
2:33.0,,,59-71,,Offensive rebound by Team
2:33.0,,,59-71,,Turnover by Team (shot clock)
2:18.0,J. Meeks makes 3-pt shot from 24 ft (assist by R. Jackson),3,62-71,,
2:01.0,,,62-71,,G. Dragic misses 3-pt shot from 23 ft
2:00.0,Defensive rebound by A. Tolliver,,62-71,,
1:54.0,,,62-71,,Personal foul by J. Ennis (drawn by R. Jackson)
1:43.0,R. Jackson misses 2-pt shot from 16 ft,,62-71,,
1:42.0,,,62-71,,Defensive rebound by T. Johnson
1:24.0,,,62-71,,U. Haslem misses 2-pt shot from 12 ft
1:23.0,Defensive rebound by R. Jackson,,62-71,,
1:09.0,K. Caldwell-Pope misses 2-pt shot from 11 ft,,62-71,,
1:08.0,Offensive rebound by A. Drummond,,62-71,,
1:08.0,,,62-71,,Personal foul by M. Chalmers (drawn by A. Drummond)
1:08.0,A. Drummond makes free throw 1 of 2,1,63-71,,
1:08.0,,,63-71,,D. Wade enters the game for J. Ennis
1:08.0,A. Drummond misses free throw 2 of 2,,63-71,,
1:07.0,,,63-71,,Defensive rebound by U. Haslem
0:55.0,,,63-71,,D. Wade misses 2-pt shot from 20 ft
0:54.0,Defensive rebound by A. Drummond,,63-71,,
0:49.0,Turnover by K. Caldwell-Pope (lost ball),,63-71,,
0:49.0,T. Prince enters the game for A. Tolliver,,63-71,,
0:30.0,,,63-71,,T. Johnson misses 2-pt shot from 17 ft
0:28.0,Defensive rebound by A. Drummond,,63-71,,
0:20.0,R. Jackson makes 2-pt shot from 1 ft,2,65-71,,
0:01.0,,,65-71,,U. Haslem misses 2-pt shot from 16 ft
0:00.0,,,65-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,K. Caldwell-Pope makes 2-pt shot from 2 ft (assist by T. Prince),2,67-71,,
11:21.0,,,67-73,2,D. Wade makes 2-pt shot from 14 ft
10:59.0,K. Caldwell-Pope misses 2-pt shot from 17 ft,,67-73,,
10:58.0,,,67-73,,Defensive rebound by J. Ennis
10:41.0,,,67-75,2,D. Wade makes 2-pt shot from 1 ft
10:26.0,Shooting foul by H. Walker (drawn by A. Drummond),,67-75,,
10:26.0,A. Drummond makes free throw 1 of 2,1,68-75,,
10:26.0,A. Drummond misses free throw 2 of 2,,68-75,,
10:25.0,,,68-75,,Defensive rebound by H. Walker
10:11.0,,,68-77,2,D. Wade makes 2-pt shot from 15 ft
9:55.0,J. Meeks makes 3-pt shot from 24 ft (assist by S. Dinwiddie),3,71-77,,
9:30.0,,,71-80,3,M. Chalmers makes 3-pt shot from 23 ft (assist by D. Wade)
9:19.0,K. Caldwell-Pope misses 3-pt shot from 25 ft,,71-80,,
9:18.0,,,71-80,,Defensive rebound by J. Ennis
9:02.0,,,71-83,3,H. Walker makes 3-pt shot from 22 ft (assist by T. Johnson)
9:02.0,Detroit full timeout,,71-83,,
8:45.0,A. Drummond makes 2-pt shot from 9 ft (assist by J. Meeks),2,73-83,,
8:25.0,,,73-83,,H. Walker misses 2-pt shot from 1 ft
8:24.0,Defensive rebound by A. Drummond,,73-83,,
8:14.0,S. Dinwiddie misses 2-pt shot from 2 ft,,73-83,,
8:13.0,,,73-83,,Defensive rebound by M. Chalmers
8:01.0,,,73-83,,J. Ennis misses 2-pt shot from 1 ft
8:00.0,,,73-83,,Offensive rebound by J. Ennis
7:55.0,,,73-85,2,J. Ennis makes 2-pt shot from 2 ft
7:45.0,T. Prince misses 2-pt shot from 19 ft,,73-85,,
7:44.0,Offensive rebound by Team,,73-85,,
7:44.0,,,73-85,,Loose ball foul by J. Ennis (drawn by A. Drummond)
7:44.0,R. Jackson enters the game for S. Dinwiddie,,73-85,,
7:44.0,,,73-85,,G. Dragic enters the game for D. Wade
7:36.0,R. Jackson makes 2-pt shot from 1 ft,2,75-85,,
7:15.0,,,75-85,,H. Walker misses 3-pt shot from 23 ft
7:14.0,Defensive rebound by T. Prince,,75-85,,
6:54.0,Jump ball: M. Chalmers vs. R. Jackson (T. Prince gains possession),,,,Jump ball: M. Chalmers vs. R. Jackson (T. Prince gains possession)
6:49.0,J. Meeks misses 3-pt shot from 24 ft,,75-85,,
6:48.0,Offensive rebound by R. Jackson,,75-85,,
6:43.0,R. Jackson makes 2-pt shot from 1 ft,2,77-85,,
6:35.0,,,77-85,,Miami full timeout
6:35.0,,,77-85,,D. Wade enters the game for J. Ennis
6:35.0,,,77-85,,U. Haslem enters the game for T. Johnson
6:24.0,,,77-87,2,D. Wade makes 2-pt shot from 2 ft
6:24.0,,,77-87,,Shooting foul by T. Prince (drawn by D. Wade)
6:24.0,,,77-88,1,D. Wade makes free throw 1 of 1
6:10.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,77-88,,
6:09.0,,,77-88,,Defensive rebound by H. Walker
5:54.0,,,77-88,,D. Wade misses 2-pt shot from 18 ft
5:53.0,Defensive rebound by A. Drummond,,77-88,,
5:44.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,79-88,,
5:24.0,,,79-88,,U. Haslem misses 2-pt shot from 14 ft
5:23.0,Defensive rebound by R. Jackson,,79-88,,
5:12.0,Shooting foul by U. Haslem (drawn by A. Drummond),,79-88,,
5:12.0,A. Drummond makes free throw 1 of 2,1,80-88,,
5:12.0,A. Drummond misses free throw 2 of 2,,80-88,,
5:11.0,,,80-88,,Defensive rebound by D. Wade
4:51.0,,,80-91,3,M. Chalmers makes 3-pt shot from 23 ft (assist by G. Dragic)
4:40.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,82-91,,
4:25.0,Personal foul by R. Jackson (drawn by G. Dragic),,82-91,,
4:16.0,,,82-93,2,G. Dragic makes 2-pt shot from 12 ft
4:05.0,,,82-93,,Shooting block foul by U. Haslem (drawn by K. Caldwell-Pope)
4:05.0,K. Caldwell-Pope makes free throw 1 of 2,1,83-93,,
4:05.0,K. Caldwell-Pope misses free throw 2 of 2,,83-93,,
4:04.0,,,83-93,,Defensive rebound by H. Walker
3:50.0,,,83-93,,Turnover by G. Dragic (bad pass)
3:36.0,T. Prince makes 3-pt shot from 24 ft (assist by A. Drummond),3,86-93,,
3:17.0,,,86-93,,Shooting foul by K. Caldwell-Pope (drawn by D. Wade)
3:17.0,,,86-94,1,D. Wade makes free throw 1 of 2
3:17.0,,,86-95,1,D. Wade makes free throw 2 of 2
3:06.0,T. Prince misses 3-pt shot from 23 ft,,86-95,,
3:05.0,,,86-95,,Defensive rebound by H. Walker
2:50.0,,,86-95,,D. Wade misses 2-pt shot from 15 ft (block by A. Drummond)
2:49.0,,,86-95,,Offensive rebound by M. Chalmers
2:45.0,,,86-95,,M. Chalmers misses 3-pt shot from 22 ft
2:44.0,Defensive rebound by K. Caldwell-Pope,,86-95,,
2:40.0,K. Caldwell-Pope misses 2-pt shot at rim,,86-95,,
2:39.0,,,86-95,,Defensive rebound by D. Wade
2:18.0,,,86-95,,G. Dragic misses 3-pt shot from 23 ft
2:17.0,Defensive rebound by A. Drummond,,86-95,,
2:14.0,Turnover by R. Jackson (bad pass),,86-95,,
2:14.0,Official timeout,,86-95,,
1:56.0,,,86-95,,D. Wade misses 2-pt shot from 16 ft
1:55.0,,,86-95,,Offensive rebound by U. Haslem
1:38.0,,,86-97,2,U. Haslem makes 2-pt shot at rim (assist by D. Wade)
1:25.0,,,86-97,,Personal foul by G. Dragic (drawn by R. Jackson)
1:25.0,R. Jackson makes free throw 1 of 2,1,87-97,,
1:25.0,R. Jackson makes free throw 2 of 2,1,88-97,,
1:12.0,Personal foul by T. Prince (drawn by D. Wade),,88-97,,
1:07.0,Personal foul by K. Caldwell-Pope (drawn by G. Dragic),,88-97,,
1:07.0,,,88-98,1,G. Dragic makes free throw 1 of 2
1:07.0,,,88-98,,G. Dragic misses free throw 2 of 2
1:07.0,Defensive rebound by R. Jackson,,88-98,,
1:07.0,Detroit full timeout,,88-98,,
1:00.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,88-98,,
0:59.0,Offensive rebound by R. Jackson,,88-98,,
0:59.0,R. Jackson makes 2-pt shot from 2 ft,2,90-98,,
0:59.0,,,90-98,,Miami full timeout
0:58.0,Personal foul by A. Drummond (drawn by M. Chalmers),,90-98,,
0:58.0,,,90-99,1,U. Haslem makes free throw 1 of 2
0:58.0,,,90-100,1,U. Haslem makes free throw 2 of 2
0:58.0,Detroit full timeout,,90-100,,
0:53.0,R. Jackson makes 2-pt shot at rim,2,92-100,,
0:51.0,Personal foul by R. Jackson (drawn by D. Wade),,92-100,,
0:51.0,,,92-101,1,D. Wade makes free throw 1 of 2
0:51.0,,,92-102,1,D. Wade makes free throw 2 of 2
0:51.0,Detroit full timeout,,92-102,,
0:45.0,J. Meeks makes 2-pt shot from 4 ft (assist by T. Prince),2,94-102,,
0:44.0,Personal foul by R. Jackson (drawn by D. Wade),,94-102,,
0:44.0,,,94-103,1,D. Wade makes free throw 1 of 2
0:44.0,,,94-104,1,D. Wade makes free throw 2 of 2
0:38.0,A. Drummond makes 2-pt shot from 2 ft (assist by R. Jackson),2,96-104,,
0:35.0,Personal foul by J. Meeks (drawn by M. Chalmers),,96-104,,
