time,Atlanta,pts.away,score,pts.home,LA Lakers
8:48.0,A. Horford misses 2-pt shot from 1 ft,,2-5,,
8:48.0,Offensive rebound by P. Antic,,2-5,,
8:47.0,Shooting foul by J. Hill (drawn by P. Antic),,2-5,,
8:47.0,P. Antic misses free throw 1 of 2,,2-5,,
8:47.0,Offensive rebound by Team,,2-5,,
8:47.0,P. Antic makes free throw 2 of 2,1,3-5,,
8:31.0,,,3-5,,J. Hill misses 2-pt shot from 19 ft
8:31.0,,,3-5,,Offensive rebound by Team
8:31.0,Loose ball foul by P. Antic (drawn by T. Black),,3-5,,
8:28.0,Shooting block foul by P. Antic (drawn by W. Johnson),,3-5,,
8:28.0,,,3-6,1,W. Johnson makes free throw 1 of 2
8:28.0,E. Brand enters the game for P. Antic,,3-6,,
8:28.0,,,3-6,,W. Johnson misses free throw 2 of 2
8:27.0,Defensive rebound by K. Bazemore,,3-6,,
8:17.0,A. Horford makes 2-pt shot from 18 ft (assist by D. Schroder),2,5-6,,
7:55.0,,,5-6,,J. Clarkson misses 3-pt shot from 23 ft
7:54.0,,,5-6,,Offensive rebound by T. Black
7:54.0,,,5-6,,T. Black misses 2-pt shot from 5 ft
7:46.0,,,5-6,,Offensive rebound by J. Hill
7:44.0,,,5-6,,J. Hill misses 2-pt shot from 2 ft
7:42.0,Defensive rebound by A. Horford,,5-6,,
7:28.0,A. Horford makes 2-pt shot from 2 ft (assist by D. Schroder),2,7-6,,
7:07.0,,,7-6,,J. Clarkson misses 2-pt shot from 12 ft
7:06.0,Defensive rebound by A. Horford,,7-6,,
6:57.0,A. Horford makes 2-pt shot from 1 ft (assist by K. Korver),2,9-6,,
6:57.0,Shooting foul by T. Black (drawn by A. Horford),,9-6,,
6:57.0,S. Mack enters the game for K. Bazemore,,9-6,,
6:57.0,A. Horford misses free throw 1 of 1,,9-6,,
6:56.0,,,9-6,,Defensive rebound by J. Hill
6:43.0,,,9-6,,W. Ellington misses 2-pt shot from 2 ft (block by E. Brand)
6:41.0,,,9-6,,Offensive rebound by W. Ellington
6:36.0,,,9-6,,W. Johnson misses 3-pt shot from 25 ft
6:35.0,Defensive rebound by E. Brand,,9-6,,
6:26.0,D. Schroder makes 2-pt shot from 1 ft,2,11-6,,
6:26.0,Shooting foul by J. Clarkson (drawn by D. Schroder),,11-6,,
6:26.0,D. Schroder misses free throw 1 of 1,,11-6,,
6:25.0,,,11-6,,Defensive rebound by J. Hill
6:11.0,,,11-6,,W. Ellington misses 2-pt shot from 18 ft
6:10.0,Defensive rebound by E. Brand,,11-6,,
6:00.0,,,11-6,,Violation by J. Hill (kicked ball)
5:52.0,A. Horford misses 2-pt shot from 13 ft,,11-6,,
5:48.0,,,11-6,,Defensive rebound by W. Johnson
5:38.0,,,11-8,2,J. Hill makes 2-pt shot from 4 ft
5:17.0,K. Korver misses 3-pt shot from 23 ft,,11-8,,
5:16.0,,,11-8,,Defensive rebound by J. Clarkson
5:10.0,,,11-8,,Turnover by J. Clarkson (discontinued dribble)
5:10.0,,,11-8,,LA Lakers full timeout
5:10.0,K. Bazemore enters the game for K. Korver,,11-8,,
5:10.0,,,11-8,,C. Boozer enters the game for T. Black
5:10.0,,,11-8,,J. Lin enters the game for W. Ellington
4:54.0,S. Mack makes 3-pt shot from 24 ft (assist by D. Schroder),3,14-8,,
4:34.0,,,14-8,,Turnover by J. Lin (bad pass; steal by A. Horford)
4:28.0,S. Mack makes 3-pt shot from 25 ft (assist by E. Brand),3,17-8,,
4:01.0,,,17-8,,J. Hill misses 2-pt shot from 15 ft
3:59.0,Defensive rebound by K. Bazemore,,17-8,,
3:41.0,Shooting foul by J. Hill (drawn by D. Schroder),,17-8,,
3:41.0,D. Schroder misses free throw 1 of 2,,17-8,,
3:41.0,Offensive rebound by Team,,17-8,,
3:41.0,J. Jenkins enters the game for K. Bazemore,,17-8,,
3:41.0,,,17-8,,E. Davis enters the game for J. Hill
3:41.0,D. Schroder makes free throw 2 of 2,1,18-8,,
3:29.0,,,18-8,,Turnover by C. Boozer (bad pass)
3:29.0,,,18-8,,J. Brown enters the game for J. Clarkson
3:29.0,K. Bazemore enters the game for D. Schroder,,18-8,,
3:13.0,S. Mack makes 2-pt shot from 1 ft,2,20-8,,
2:49.0,,,20-8,,C. Boozer misses 2-pt shot from 16 ft
2:48.0,Defensive rebound by K. Bazemore,,20-8,,
2:28.0,S. Mack misses 3-pt shot from 25 ft,,20-8,,
2:27.0,,,20-8,,Defensive rebound by E. Davis
2:21.0,,,20-8,,Offensive charge foul by E. Davis
2:21.0,,,20-8,,Turnover by E. Davis (offensive foul)
2:21.0,Atlanta full timeout,,20-8,,
2:21.0,,,20-8,,R. Kelly enters the game for W. Johnson
2:01.0,K. Bazemore makes 3-pt shot from 25 ft,3,23-8,,
1:43.0,Personal foul by E. Brand (drawn by J. Lin),,23-8,,
1:43.0,M. Muscala enters the game for A. Horford,,23-8,,
1:35.0,,,23-8,,C. Boozer misses 2-pt shot from 1 ft (block by K. Bazemore)
1:33.0,Defensive rebound by K. Bazemore,,23-8,,
1:30.0,Turnover by K. Bazemore (bad pass; steal by J. Brown),,23-8,,
1:25.0,,,23-10,2,J. Brown makes 2-pt shot from 1 ft
1:10.0,E. Brand misses 2-pt shot from 16 ft,,23-10,,
1:09.0,,,23-10,,Defensive rebound by E. Davis
1:00.0,,,23-10,,J. Lin misses 2-pt shot from 3 ft (block by E. Brand)
1:00.0,,,23-10,,Offensive rebound by E. Davis
1:00.0,,,23-12,2,E. Davis makes 2-pt shot from 2 ft
0:49.0,K. Bazemore misses 3-pt shot from 25 ft,,23-12,,
0:48.0,,,23-12,,Defensive rebound by C. Boozer
0:40.0,,,23-14,2,J. Lin makes 2-pt shot from 9 ft
0:28.0,M. Muscala misses 3-pt shot from 25 ft,,23-14,,
0:27.0,,,23-14,,Defensive rebound by E. Davis
0:10.0,,,23-14,,Shooting foul by K. Bazemore (drawn by E. Davis)
0:10.0,,,23-14,,E. Davis misses free throw 1 of 2
0:10.0,,,23-14,,Offensive rebound by Team
0:10.0,K. Korver enters the game for K. Bazemore,,23-14,,
0:10.0,,,23-14,,E. Davis misses free throw 2 of 2
0:09.0,Defensive rebound by J. Jenkins,,23-14,,
0:02.0,Jump ball: J. Lin vs. S. Mack (J. Brown gains possession),,,,Jump ball: J. Lin vs. S. Mack (J. Brown gains possession)
0:02.0,Turnover by S. Mack (lost ball; steal by J. Lin),,23-14,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
12:00.0,Def 3 sec tech foul by M. Muscala,,23-14,,
12:00.0,,,23-15,1,J. Lin makes technical free throw
11:37.0,,,23-15,,Turnover by R. Kelly (lost ball; steal by P. Antic)
11:32.0,S. Mack makes 2-pt shot from 1 ft,2,25-15,,
11:08.0,,,25-15,,R. Kelly misses 2-pt shot from 14 ft
11:06.0,,,25-15,,Offensive rebound by Team
11:03.0,,,25-15,,C. Boozer misses 2-pt shot from 15 ft
11:02.0,,,25-15,,Offensive rebound by R. Kelly
11:00.0,,,25-17,2,R. Kelly makes 2-pt shot from 1 ft
10:44.0,Turnover by J. Jenkins (lost ball; steal by J. Brown),,25-17,,
10:40.0,,,25-19,2,J. Brown makes 2-pt shot at rim (assist by C. Boozer)
10:21.0,K. Korver misses 3-pt shot from 24 ft,,25-19,,
10:20.0,,,25-19,,Defensive rebound by C. Boozer
10:05.0,,,25-19,,R. Kelly misses 3-pt shot from 23 ft
10:03.0,Defensive rebound by K. Korver,,25-19,,
9:50.0,J. Jenkins misses 3-pt shot from 26 ft,,25-19,,
9:49.0,,,25-19,,Defensive rebound by C. Boozer
9:35.0,,,25-19,,Turnover by C. Boozer (lost ball)
9:18.0,P. Antic misses 3-pt shot from 25 ft,,25-19,,
9:16.0,,,25-19,,Defensive rebound by E. Davis
8:59.0,,,25-19,,Offensive foul by E. Davis
8:59.0,,,25-19,,Turnover by E. Davis (offensive foul)
8:59.0,Official timeout,,25-19,,
8:59.0,D. Schroder enters the game for K. Korver,,25-19,,
8:59.0,K. Bazemore enters the game for S. Mack,,25-19,,
8:45.0,J. Jenkins misses 3-pt shot from 25 ft,,25-19,,
8:45.0,,,25-19,,Defensive rebound by Team
8:27.0,,,25-19,,J. Lin misses 3-pt shot from 23 ft
8:26.0,Defensive rebound by M. Muscala,,25-19,,
8:17.0,D. Schroder misses 2-pt shot from 11 ft,,25-19,,
8:16.0,,,25-19,,Defensive rebound by E. Davis
8:00.0,,,25-19,,Shooting foul by M. Muscala (drawn by C. Boozer)
8:00.0,,,25-20,1,C. Boozer makes free throw 1 of 2
8:00.0,A. Horford enters the game for M. Muscala,,25-20,,
8:00.0,,,25-20,,C. Boozer misses free throw 2 of 2
7:59.0,Defensive rebound by P. Antic,,25-20,,
7:38.0,J. Jenkins misses 2-pt shot from 11 ft (block by E. Davis),,25-20,,
7:36.0,,,25-20,,Defensive rebound by R. Kelly
7:26.0,,,25-20,,C. Boozer misses 2-pt shot from 6 ft
7:26.0,,,25-20,,Offensive rebound by Team
7:26.0,Loose ball foul by A. Horford (drawn by E. Davis),,25-20,,
7:26.0,,,25-20,,J. Clarkson enters the game for J. Lin
7:21.0,,,25-23,3,R. Kelly makes 3-pt shot from 23 ft (assist by C. Boozer)
7:21.0,Atlanta full timeout,,25-23,,
7:21.0,S. Mack enters the game for J. Jenkins,,25-23,,
7:07.0,S. Mack misses 3-pt shot from 24 ft,,25-23,,
7:07.0,Offensive rebound by P. Antic,,25-23,,
7:07.0,Shooting foul by C. Boozer (drawn by P. Antic),,25-23,,
7:07.0,P. Antic misses free throw 1 of 2,,25-23,,
7:07.0,Offensive rebound by Team,,25-23,,
7:07.0,P. Antic misses free throw 2 of 2,,25-23,,
7:06.0,,,25-23,,Defensive rebound by E. Davis
6:51.0,,,25-23,,R. Kelly misses 3-pt shot from 26 ft
6:47.0,,,25-23,,Offensive rebound by E. Davis
6:30.0,,,25-25,2,J. Brown makes 2-pt shot from 10 ft (assist by E. Davis)
6:10.0,A. Horford misses 2-pt shot from 13 ft,,25-25,,
6:09.0,,,25-25,,Defensive rebound by J. Clarkson
5:55.0,,,25-25,,E. Davis misses 2-pt shot from 2 ft (block by A. Horford)
5:53.0,Defensive rebound by K. Bazemore,,25-25,,
5:50.0,K. Bazemore makes 2-pt shot from 11 ft,2,27-25,,
5:50.0,Shooting foul by J. Brown (drawn by K. Bazemore),,27-25,,
5:50.0,,,27-25,,J. Hill enters the game for C. Boozer
5:50.0,,,27-25,,T. Black enters the game for E. Davis
5:50.0,E. Brand enters the game for P. Antic,,27-25,,
5:50.0,K. Bazemore makes free throw 1 of 1,1,28-25,,
5:29.0,,,28-25,,R. Kelly misses 2-pt shot from 13 ft
5:28.0,,,28-25,,Offensive rebound by J. Hill
5:25.0,,,28-25,,J. Hill misses 2-pt shot from 2 ft
5:24.0,Defensive rebound by A. Horford,,28-25,,
5:20.0,A. Horford makes 2-pt shot at rim (assist by D. Schroder),2,30-25,,
5:01.0,,,30-25,,J. Clarkson misses 2-pt shot from 16 ft
4:59.0,Defensive rebound by Team,,30-25,,
4:59.0,,,30-25,,W. Ellington enters the game for J. Brown
4:50.0,Turnover by K. Bazemore (traveling),,30-25,,
4:32.0,,,30-27,2,R. Kelly makes 2-pt shot from 1 ft (assist by W. Ellington)
4:13.0,D. Schroder makes 3-pt shot from 25 ft (assist by K. Bazemore),3,33-27,,
3:53.0,,,33-29,2,T. Black makes 2-pt shot from 1 ft (assist by W. Ellington)
3:53.0,,,33-29,,Shooting foul by D. Schroder (drawn by T. Black)
3:53.0,,,33-30,1,T. Black makes free throw 1 of 1
3:35.0,K. Bazemore makes 2-pt shot from 2 ft (assist by D. Schroder),2,35-30,,
3:12.0,,,35-30,,Turnover by J. Clarkson (lost ball; steal by D. Schroder)
3:02.0,K. Bazemore misses 3-pt shot from 24 ft,,35-30,,
3:00.0,,,35-30,,Defensive rebound by J. Hill
2:43.0,,,35-30,,Turnover by W. Ellington (bad pass; steal by A. Horford)
2:37.0,S. Mack misses 3-pt shot from 23 ft,,35-30,,
2:34.0,,,35-30,,Defensive rebound by J. Hill
2:26.0,,,35-30,,W. Ellington misses 2-pt shot from 20 ft
2:25.0,Defensive rebound by E. Brand,,35-30,,
2:10.0,A. Horford makes 2-pt shot from 19 ft (assist by D. Schroder),2,37-30,,
1:52.0,,,37-30,,Shooting foul by S. Mack (drawn by T. Black)
1:52.0,,,37-30,,LA Lakers full timeout
1:52.0,,,37-30,,W. Johnson enters the game for R. Kelly
1:52.0,J. Jenkins enters the game for K. Bazemore,,37-30,,
1:52.0,,,37-31,1,T. Black makes free throw 1 of 2
1:52.0,,,37-32,1,T. Black makes free throw 2 of 2
1:46.0,Shooting foul by J. Clarkson (drawn by D. Schroder),,37-32,,
1:46.0,D. Schroder makes free throw 1 of 2,1,38-32,,
1:46.0,D. Schroder makes free throw 2 of 2,1,39-32,,
1:29.0,,,39-34,2,J. Clarkson makes 2-pt shot from 20 ft (assist by T. Black)
1:19.0,Turnover by A. Horford (traveling),,39-34,,
1:09.0,,,39-34,,W. Ellington misses 2-pt shot from 2 ft
1:07.0,Defensive rebound by D. Schroder,,39-34,,
0:53.0,D. Schroder misses 2-pt shot from 19 ft,,39-34,,
0:52.0,,,39-34,,Defensive rebound by J. Clarkson
0:39.0,,,39-34,,J. Hill misses 2-pt shot from 20 ft
0:38.0,,,39-34,,Offensive rebound by J. Clarkson
0:35.0,,,39-34,,J. Clarkson misses 2-pt shot from 15 ft
0:32.0,,,39-34,,Offensive rebound by T. Black
0:32.0,,,39-34,,T. Black misses 2-pt shot from 2 ft
0:29.0,,,39-34,,Offensive rebound by T. Black
0:14.0,,,39-34,,Shooting foul by D. Schroder (drawn by J. Clarkson)
0:14.0,,,39-35,1,J. Clarkson makes free throw 1 of 2
0:14.0,Atlanta full timeout,,39-35,,
0:14.0,P. Antic enters the game for E. Brand,,39-35,,
0:14.0,,,39-36,1,J. Clarkson makes free throw 2 of 2
0:08.0,,,39-36,,Personal foul by W. Ellington (drawn by D. Schroder)
0:08.0,D. Schroder makes free throw 1 of 2,1,40-36,,
0:08.0,E. Brand enters the game for P. Antic,,40-36,,
0:08.0,D. Schroder makes free throw 2 of 2,1,41-36,,
0:01.0,,,41-38,2,J. Clarkson makes 2-pt shot from 2 ft
0:00.0,A. Horford misses 3-pt shot from 37 ft,,41-38,,
0:00.0,Offensive rebound by Team,,41-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,41-38,,Turnover by W. Johnson (bad pass)
11:28.0,A. Horford makes 2-pt shot from 16 ft (assist by S. Mack),2,43-38,,
11:00.0,,,43-38,,W. Johnson misses 2-pt shot from 1 ft
10:56.0,,,43-38,,Offensive rebound by J. Clarkson
10:56.0,,,43-38,,Turnover by Team (shot clock)
10:39.0,A. Horford makes 2-pt shot from 19 ft (assist by D. Schroder),2,45-38,,
10:17.0,,,45-40,2,W. Johnson makes 2-pt shot from 11 ft (assist by W. Ellington)
10:03.0,D. Schroder makes 2-pt shot from 1 ft (assist by A. Horford),2,47-40,,
9:45.0,,,47-40,,Turnover by J. Hill (bad pass; steal by A. Horford)
9:35.0,P. Antic makes 2-pt shot from 1 ft (assist by A. Horford),2,49-40,,
9:18.0,,,49-42,2,T. Black makes 2-pt shot at rim (assist by W. Ellington)
8:59.0,K. Bazemore makes 2-pt shot from 4 ft (assist by D. Schroder),2,51-42,,
8:48.0,,,51-44,2,J. Hill makes 2-pt shot from 20 ft (assist by J. Clarkson)
8:30.0,A. Horford misses 2-pt shot from 7 ft,,51-44,,
8:29.0,,,51-44,,Defensive rebound by T. Black
8:20.0,,,51-44,,Turnover by T. Black (offensive foul)
8:20.0,,,51-44,,Offensive foul by T. Black
7:58.0,S. Mack makes 2-pt shot from 16 ft (assist by P. Antic),2,53-44,,
7:38.0,,,53-47,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Hill)
7:20.0,K. Bazemore misses 2-pt shot from 3 ft (block by T. Black),,53-47,,
7:19.0,,,53-47,,Defensive rebound by J. Clarkson
7:14.0,,,53-47,,W. Ellington misses 3-pt shot from 25 ft
7:12.0,,,53-47,,Offensive rebound by J. Hill
7:06.0,,,53-49,2,W. Johnson makes 2-pt shot from 2 ft (assist by J. Hill)
6:41.0,Turnover by Team (shot clock),,53-49,,
6:41.0,J. Jenkins enters the game for S. Mack,,53-49,,
6:30.0,,,53-49,,W. Ellington misses 2-pt shot from 16 ft
6:29.0,Defensive rebound by K. Bazemore,,53-49,,
6:20.0,D. Schroder makes 2-pt shot from 9 ft (assist by K. Bazemore),2,55-49,,
6:06.0,,,55-49,,J. Clarkson misses 2-pt shot from 18 ft
6:05.0,Defensive rebound by K. Bazemore,,55-49,,
6:01.0,Atlanta full timeout,,55-49,,
6:01.0,,,55-49,,J. Lin enters the game for J. Clarkson
5:54.0,A. Horford makes 2-pt shot from 18 ft (assist by D. Schroder),2,57-49,,
5:38.0,,,57-49,,J. Hill misses 2-pt shot from 19 ft
5:37.0,Defensive rebound by K. Bazemore,,57-49,,
5:26.0,A. Horford misses 2-pt shot from 3 ft,,57-49,,
5:25.0,,,57-49,,Defensive rebound by J. Lin
5:21.0,,,57-49,,Turnover by J. Hill (bad pass; steal by A. Horford)
5:16.0,Turnover by P. Antic (bad pass; steal by J. Lin),,57-49,,
5:09.0,,,57-49,,W. Johnson misses 3-pt shot from 24 ft
5:07.0,Defensive rebound by D. Schroder,,57-49,,
4:45.0,A. Horford misses 2-pt shot from 19 ft,,57-49,,
4:42.0,,,57-49,,Defensive rebound by J. Lin
4:37.0,,,57-49,,W. Johnson misses 2-pt shot from 3 ft
4:34.0,Defensive rebound by P. Antic,,57-49,,
4:29.0,J. Jenkins misses 3-pt shot from 22 ft,,57-49,,
4:27.0,,,57-49,,Defensive rebound by J. Lin
4:23.0,,,57-49,,W. Ellington misses 2-pt shot from 15 ft
4:20.0,,,57-49,,Offensive rebound by J. Hill
4:17.0,,,57-51,2,J. Hill makes 2-pt shot from 3 ft
4:01.0,D. Schroder makes 2-pt shot from 2 ft,2,59-51,,
3:48.0,,,59-51,,Turnover by J. Lin (lost ball)
3:48.0,,,59-51,,E. Davis enters the game for J. Hill
3:48.0,,,59-51,,C. Boozer enters the game for T. Black
3:48.0,E. Brand enters the game for K. Bazemore,,59-51,,
3:48.0,S. Mack enters the game for P. Antic,,59-51,,
3:36.0,Turnover by D. Schroder (traveling),,59-51,,
3:36.0,,,59-51,,J. Brown enters the game for W. Ellington
3:18.0,,,59-53,2,J. Lin makes 2-pt shot from 15 ft
2:50.0,J. Jenkins makes 2-pt shot from 11 ft (assist by A. Horford),2,61-53,,
2:28.0,,,61-56,3,J. Brown makes 3-pt shot from 25 ft (assist by C. Boozer)
2:19.0,A. Horford makes 2-pt shot at rim (assist by J. Jenkins),2,63-56,,
2:11.0,Personal foul by J. Jenkins (drawn by W. Johnson),,63-56,,
2:11.0,,,63-56,,LA Lakers full timeout
2:11.0,K. Bazemore enters the game for D. Schroder,,63-56,,
1:57.0,,,63-58,2,C. Boozer makes 2-pt shot from 10 ft
1:40.0,A. Horford makes 2-pt shot from 15 ft (assist by S. Mack),2,65-58,,
1:24.0,,,65-58,,Turnover by W. Johnson (lost ball; steal by A. Horford)
1:18.0,S. Mack makes 2-pt shot from 14 ft (assist by J. Jenkins),2,67-58,,
1:04.0,,,67-58,,Turnover by J. Lin (bad pass)
1:03.0,,,67-58,,Loose ball foul by E. Davis (drawn by J. Jenkins)
0:40.0,S. Mack misses 2-pt shot from 21 ft,,67-58,,
0:39.0,,,67-58,,Defensive rebound by E. Davis
0:16.0,,,67-58,,J. Brown misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by J. Jenkins,,67-58,,
0:03.0,,,67-58,,Personal foul by J. Lin (drawn by S. Mack)
0:03.0,S. Mack makes free throw 1 of 2,1,68-58,,
0:03.0,P. Antic enters the game for A. Horford,,68-58,,
0:03.0,S. Mack misses free throw 2 of 2,,68-58,,
0:03.0,,,68-58,,Defensive rebound by E. Davis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,E. Brand makes 2-pt shot from 1 ft (assist by S. Mack),2,70-58,,
11:24.0,,,70-58,,Turnover by J. Lin (bad pass; steal by E. Brand)
11:21.0,Shooting foul by J. Brown (drawn by J. Jenkins),,70-58,,
11:21.0,J. Jenkins makes free throw 1 of 2,1,71-58,,
11:21.0,J. Jenkins makes free throw 2 of 2,1,72-58,,
11:04.0,,,72-58,,J. Lin misses 2-pt shot from 1 ft (block by E. Brand)
11:04.0,Defensive rebound by E. Brand,,72-58,,
11:04.0,,,72-58,,Personal foul by E. Davis (drawn by E. Brand)
10:40.0,M. Muscala misses 2-pt shot from 16 ft,,72-58,,
10:40.0,Offensive rebound by Team,,72-58,,
10:25.0,Turnover by K. Bazemore (lost ball; steal by J. Lin),,72-58,,
10:14.0,,,72-58,,Offensive foul by C. Boozer
10:14.0,,,72-58,,Turnover by C. Boozer (offensive foul)
10:14.0,D. Schroder enters the game for S. Mack,,72-58,,
9:59.0,Turnover by D. Schroder (bad pass; steal by E. Davis),,72-58,,
9:54.0,,,72-60,2,J. Lin makes 2-pt shot from 1 ft
9:31.0,J. Jenkins makes 2-pt shot from 2 ft,2,74-60,,
9:08.0,,,74-60,,Turnover by C. Boozer (3 sec)
9:08.0,,,74-60,,J. Clarkson enters the game for J. Lin
9:08.0,P. Antic enters the game for E. Brand,,74-60,,
8:58.0,J. Jenkins makes 2-pt shot from 17 ft (assist by D. Schroder),2,76-60,,
8:39.0,,,76-62,2,E. Davis makes 2-pt shot from 2 ft (assist by J. Clarkson)
8:39.0,,,76-62,,Shooting foul by J. Jenkins (drawn by E. Davis)
8:39.0,Official timeout,,76-62,,
8:39.0,,,76-63,1,E. Davis makes free throw 1 of 1
8:19.0,M. Muscala makes 2-pt shot from 1 ft (assist by P. Antic),2,78-63,,
8:04.0,,,78-65,2,C. Boozer makes 2-pt shot from 17 ft (assist by E. Davis)
7:41.0,D. Schroder misses 3-pt shot from 24 ft,,78-65,,
7:39.0,Offensive rebound by M. Muscala,,78-65,,
7:28.0,Turnover by D. Schroder (bad pass),,78-65,,
7:11.0,,,78-65,,E. Davis misses 2-pt shot from 3 ft
7:10.0,Defensive rebound by M. Muscala,,78-65,,
7:05.0,Shooting foul by J. Clarkson (drawn by D. Schroder),,78-65,,
7:05.0,D. Schroder makes free throw 1 of 2,1,79-65,,
7:05.0,S. Mack enters the game for J. Jenkins,,79-65,,
7:05.0,D. Schroder makes free throw 2 of 2,1,80-65,,
6:41.0,,,80-65,,J. Clarkson misses 2-pt shot from 19 ft
6:41.0,Defensive rebound by Team,,80-65,,
6:41.0,,,80-65,,Loose ball foul by C. Boozer (drawn by P. Antic)
6:27.0,D. Schroder misses 2-pt shot from 11 ft,,80-65,,
6:26.0,,,80-65,,Defensive rebound by C. Boozer
6:15.0,,,80-65,,Shooting foul by M. Muscala (drawn by C. Boozer)
6:15.0,,,80-66,1,C. Boozer makes free throw 1 of 2
6:15.0,,,80-67,1,C. Boozer makes free throw 2 of 2
5:59.0,S. Mack makes 3-pt shot from 25 ft,3,83-67,,
5:38.0,,,83-70,3,R. Kelly makes 3-pt shot from 25 ft (assist by E. Davis)
5:23.0,J. Jenkins misses 2-pt shot from 20 ft,,83-70,,
5:22.0,,,83-70,,Defensive rebound by J. Brown
5:09.0,,,83-70,,C. Boozer misses 2-pt shot from 3 ft
5:09.0,,,83-70,,Offensive rebound by J. Clarkson
5:09.0,,,83-70,,J. Clarkson misses 2-pt shot from 1 ft
5:09.0,,,83-70,,Offensive rebound by E. Davis
5:09.0,Loose ball foul by S. Mack (drawn by E. Davis),,83-70,,
5:09.0,,,83-70,,LA Lakers full timeout
5:09.0,A. Horford enters the game for J. Jenkins,,83-70,,
5:09.0,K. Bazemore enters the game for M. Muscala,,83-70,,
4:50.0,,,83-72,2,C. Boozer makes 2-pt shot from 2 ft (assist by E. Davis)
4:33.0,S. Mack misses 2-pt shot from 17 ft,,83-72,,
4:32.0,,,83-72,,Defensive rebound by R. Kelly
4:22.0,,,83-74,2,J. Clarkson makes 2-pt shot from 10 ft
4:01.0,A. Horford misses 2-pt shot from 18 ft,,83-74,,
4:00.0,,,83-74,,Defensive rebound by E. Davis
3:46.0,,,83-76,2,E. Davis makes 2-pt shot at rim (assist by J. Clarkson)
3:46.0,Atlanta full timeout,,83-76,,
3:46.0,,,83-76,,W. Ellington enters the game for J. Brown
3:46.0,E. Brand enters the game for P. Antic,,83-76,,
3:31.0,D. Schroder misses 3-pt shot from 25 ft,,83-76,,
3:30.0,,,83-76,,Defensive rebound by R. Kelly
3:08.0,,,83-76,,R. Kelly misses 2-pt shot from 3 ft
3:05.0,Defensive rebound by E. Brand,,83-76,,
2:44.0,S. Mack misses 3-pt shot from 25 ft,,83-76,,
2:42.0,Offensive rebound by D. Schroder,,83-76,,
2:22.0,D. Schroder misses 2-pt shot from 2 ft (block by E. Davis),,83-76,,
2:20.0,Offensive rebound by A. Horford,,83-76,,
2:16.0,A. Horford misses 2-pt shot from 13 ft,,83-76,,
2:15.0,,,83-76,,Defensive rebound by E. Davis
2:05.0,,,83-76,,R. Kelly misses 2-pt shot from 17 ft
2:03.0,,,83-76,,Offensive rebound by C. Boozer
2:00.0,,,83-76,,Turnover by E. Davis (lost ball; steal by E. Brand)
1:59.0,,,83-76,,Shooting block foul by J. Clarkson (drawn by K. Bazemore)
1:59.0,K. Bazemore misses free throw 1 of 2,,83-76,,
1:59.0,Offensive rebound by Team,,83-76,,
1:59.0,,,83-76,,W. Johnson enters the game for E. Davis
