time,Cleveland,pts.away,score,pts.home,Chicago
7:02.0,Defensive rebound by L. James,,11-10,,
6:59.0,Shooting foul by M. Dunleavy (drawn by K. Irving),,11-10,,
6:59.0,K. Irving makes free throw 1 of 2,1,12-10,,
6:59.0,K. Irving makes free throw 2 of 2,1,13-10,,
6:35.0,,,13-10,,M. Dunleavy misses 3-pt shot from 23 ft
6:35.0,,,13-10,,Offensive rebound by Team
6:35.0,,,13-10,,Turnover by Team (shot clock)
6:18.0,I. Shumpert misses 3-pt shot from 23 ft,,13-10,,
6:17.0,,,13-10,,Defensive rebound by J. Butler
6:03.0,,,13-10,,Turnover by D. Rose (lost ball)
5:51.0,K. Irving misses 2-pt shot from 19 ft,,13-10,,
5:51.0,Offensive rebound by Team,,13-10,,
5:51.0,,,13-10,,Chicago full timeout
5:51.0,J. Smith enters the game for I. Shumpert,,13-10,,
5:40.0,Turnover by L. James (lost ball; steal by J. Noah),,13-10,,
5:35.0,,,13-12,2,D. Rose makes 2-pt shot from 1 ft
5:22.0,Turnover by K. Irving (bad pass; steal by J. Butler),,13-12,,
5:16.0,,,13-12,,J. Butler misses 2-pt shot from 13 ft
5:16.0,Defensive rebound by Team,,13-12,,
5:16.0,,,13-12,,Loose ball foul by T. Gibson (drawn by J. Smith)
5:04.0,Turnover by L. James (bad pass; steal by M. Dunleavy),,13-12,,
4:57.0,,,13-14,2,T. Gibson makes 2-pt shot at rim
4:45.0,Turnover by J. Smith (lost ball),,13-14,,
4:26.0,,,13-16,2,D. Rose makes 2-pt shot from 2 ft
4:05.0,L. James makes 3-pt shot from 25 ft (assist by T. Mozgov),3,16-16,,
3:49.0,,,16-16,,J. Noah misses 2-pt shot from 2 ft
3:48.0,Defensive rebound by J. Smith,,16-16,,
3:38.0,Turnover by L. James (bad pass; steal by J. Noah),,16-16,,
3:30.0,,,16-18,2,D. Rose makes 2-pt shot from 16 ft
3:23.0,Cleveland full timeout,,16-18,,
3:23.0,,,16-18,,A. Brooks enters the game for D. Rose
3:23.0,,,16-18,,N. Mirotic enters the game for M. Dunleavy
3:23.0,,,16-18,,K. Hinrich enters the game for J. Noah
3:23.0,M. Dellavedova enters the game for K. Irving,,16-18,,
3:23.0,J. Jones enters the game for T. Mozgov,,16-18,,
3:15.0,L. James misses 3-pt shot from 26 ft,,16-18,,
3:13.0,,,16-18,,Defensive rebound by A. Brooks
2:54.0,,,16-20,2,J. Butler makes 2-pt shot from 4 ft
2:32.0,J. Smith makes 2-pt shot from 14 ft (assist by M. Dellavedova),2,18-20,,
2:14.0,,,18-22,2,J. Butler makes 2-pt shot from 18 ft
1:59.0,L. James makes 2-pt shot from 2 ft,2,20-22,,
1:30.0,,,20-22,,T. Gibson misses 2-pt shot from 16 ft
1:29.0,Defensive rebound by L. James,,20-22,,
1:22.0,L. James misses 2-pt shot from 2 ft,,20-22,,
1:20.0,Offensive rebound by L. James,,20-22,,
1:17.0,J. Smith misses 3-pt shot from 24 ft,,20-22,,
1:17.0,Offensive rebound by Team,,20-22,,
1:17.0,,,20-22,,Loose ball foul by T. Gibson (drawn by T. Thompson)
1:17.0,,,20-22,,J. Noah enters the game for T. Gibson
1:12.0,T. Thompson makes 2-pt shot from 2 ft,2,22-22,,
0:53.0,,,22-22,,Shooting foul by T. Thompson (drawn by K. Hinrich)
0:53.0,,,22-23,1,K. Hinrich makes free throw 1 of 2
0:53.0,I. Shumpert enters the game for T. Thompson,,22-23,,
0:53.0,,,22-23,,K. Hinrich misses free throw 2 of 2
0:50.0,,,22-23,,Offensive rebound by J. Noah
0:42.0,,,22-25,2,A. Brooks makes 2-pt shot from 2 ft
0:28.0,M. Dellavedova makes 2-pt shot from 11 ft,2,24-25,,
0:10.0,,,24-28,3,K. Hinrich makes 3-pt shot from 24 ft (assist by A. Brooks)
0:04.0,L. James makes 2-pt shot from 2 ft,2,26-28,,
0:00.0,,,26-28,,J. Butler misses 3-pt shot from 25 ft
0:00.0,,,26-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,26-28,,N. Mirotic misses 2-pt shot from 2 ft
11:45.0,Defensive rebound by M. Dellavedova,,26-28,,
11:37.0,K. Irving misses 3-pt shot from 24 ft,,26-28,,
11:36.0,,,26-28,,Defensive rebound by N. Mirotic
11:18.0,,,26-28,,A. Brooks misses 2-pt shot from 2 ft
11:17.0,Defensive rebound by T. Mozgov,,26-28,,
11:05.0,Shooting foul by K. Hinrich (drawn by K. Irving),,26-28,,
11:05.0,K. Irving makes free throw 1 of 2,1,27-28,,
11:05.0,,,27-28,,D. Rose enters the game for A. Brooks
11:05.0,K. Irving makes free throw 2 of 2,1,28-28,,
10:52.0,,,28-30,2,D. Rose makes 2-pt shot from 2 ft (assist by K. Hinrich)
10:42.0,Shooting foul by M. Dunleavy (drawn by T. Mozgov),,28-30,,
10:42.0,T. Mozgov makes free throw 1 of 2,1,29-30,,
10:42.0,T. Mozgov misses free throw 2 of 2,,29-30,,
10:40.0,,,29-30,,Defensive rebound by N. Mirotic
10:27.0,,,29-33,3,N. Mirotic makes 3-pt shot from 25 ft (assist by D. Rose)
10:12.0,J. Jones misses 3-pt shot from 25 ft,,29-33,,
10:11.0,,,29-33,,Defensive rebound by J. Noah
9:58.0,,,29-33,,N. Mirotic misses 2-pt shot from 2 ft
9:57.0,,,29-33,,Offensive rebound by J. Noah
9:57.0,,,29-35,2,J. Noah makes 2-pt shot from 2 ft
9:39.0,K. Irving misses 2-pt shot from 2 ft,,29-35,,
9:39.0,,,29-35,,Defensive rebound by Team
9:25.0,,,29-35,,N. Mirotic misses 2-pt shot from 18 ft
9:25.0,,,29-35,,Offensive rebound by J. Noah
9:25.0,Personal foul by T. Mozgov (drawn by J. Noah),,29-35,,
9:25.0,T. Thompson enters the game for T. Mozgov,,29-35,,
9:25.0,,,29-35,,J. Butler enters the game for K. Hinrich
9:25.0,L. James enters the game for J. Jones,,29-35,,
9:23.0,Personal foul by T. Thompson (drawn by M. Dunleavy),,29-35,,
9:17.0,,,29-37,2,J. Noah makes 2-pt shot at rim (assist by D. Rose)
9:09.0,Cleveland full timeout,,29-37,,
9:09.0,T. Mozgov enters the game for M. Dellavedova,,29-37,,
9:00.0,Shooting foul by J. Butler (drawn by L. James),,29-37,,
9:00.0,L. James makes free throw 1 of 2,1,30-37,,
9:00.0,L. James makes free throw 2 of 2,1,31-37,,
8:48.0,,,31-37,,J. Butler misses 2-pt shot from 17 ft
8:47.0,Defensive rebound by T. Thompson,,31-37,,
8:38.0,L. James misses 2-pt shot from 2 ft,,31-37,,
8:37.0,,,31-37,,Defensive rebound by J. Noah
8:28.0,,,31-37,,N. Mirotic misses 3-pt shot from 24 ft
8:28.0,Defensive rebound by Team,,31-37,,
8:28.0,I. Shumpert enters the game for J. Smith,,31-37,,
8:04.0,I. Shumpert misses 2-pt shot from 11 ft (block by N. Mirotic),,31-37,,
8:04.0,Offensive rebound by Team,,31-37,,
8:04.0,Shooting foul by J. Noah (drawn by T. Mozgov),,31-37,,
8:04.0,T. Mozgov makes free throw 1 of 2,1,32-37,,
8:04.0,T. Mozgov makes free throw 2 of 2,1,33-37,,
7:52.0,,,33-37,,N. Mirotic misses 2-pt shot from 3 ft (block by I. Shumpert)
7:50.0,Jump ball: N. Mirotic vs. I. Shumpert,,,,Jump ball: N. Mirotic vs. I. Shumpert
7:50.0,,,33-37,,Offensive rebound by Team
7:43.0,,,33-37,,N. Mirotic misses 2-pt shot from 17 ft
7:41.0,,,33-37,,Offensive rebound by M. Dunleavy
7:34.0,,,33-37,,Turnover by J. Butler (offensive goaltending)
7:15.0,L. James misses 2-pt shot from 22 ft,,33-37,,
7:15.0,Offensive rebound by Team,,33-37,,
7:15.0,,,33-37,,T. Gibson enters the game for N. Mirotic
7:08.0,Turnover by T. Mozgov (3 sec),,33-37,,
6:54.0,,,33-37,,M. Dunleavy misses 3-pt shot from 24 ft
6:53.0,Defensive rebound by I. Shumpert,,33-37,,
6:41.0,K. Irving makes 2-pt shot from 16 ft (assist by L. James),2,35-37,,
6:24.0,,,35-37,,M. Dunleavy misses 2-pt shot from 20 ft
6:22.0,Defensive rebound by T. Thompson,,35-37,,
6:15.0,L. James makes 2-pt shot from 4 ft,2,37-37,,
6:09.0,,,37-37,,Chicago full timeout
5:51.0,,,37-37,,M. Dunleavy misses 2-pt shot from 7 ft
5:50.0,,,37-37,,Offensive rebound by T. Gibson
5:48.0,,,37-37,,T. Gibson misses 2-pt shot from 2 ft
5:47.0,Defensive rebound by T. Thompson,,37-37,,
5:32.0,T. Thompson makes 2-pt shot from 13 ft (assist by T. Mozgov),2,39-37,,
5:06.0,,,39-37,,J. Butler misses 2-pt shot from 19 ft
5:06.0,,,39-37,,Offensive rebound by Team
5:06.0,,,39-37,,Turnover by Team (shot clock)
4:48.0,K. Irving misses 2-pt shot from 3 ft,,39-37,,
4:47.0,,,39-37,,Defensive rebound by T. Gibson
4:29.0,,,39-37,,J. Noah misses 2-pt shot from 4 ft
4:28.0,Defensive rebound by T. Thompson,,39-37,,
4:16.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,41-37,,
3:58.0,,,41-37,,D. Rose misses 3-pt shot from 25 ft
3:56.0,Defensive rebound by L. James,,41-37,,
3:36.0,T. Thompson misses 2-pt shot from 9 ft,,41-37,,
3:35.0,,,41-37,,Defensive rebound by T. Gibson
3:26.0,,,41-37,,J. Butler misses 2-pt shot from 13 ft
3:26.0,,,41-37,,Offensive rebound by Team
3:26.0,Loose ball foul by T. Mozgov (drawn by J. Noah),,41-37,,
3:26.0,J. Jones enters the game for T. Mozgov,,41-37,,
3:15.0,,,41-37,,Turnover by M. Dunleavy (bad pass; steal by K. Irving)
3:09.0,,,41-37,,Personal foul by M. Dunleavy (drawn by K. Irving)
3:09.0,K. Irving makes free throw 1 of 2,1,42-37,,
3:09.0,,,42-37,,T. Snell enters the game for M. Dunleavy
3:09.0,,,42-37,,N. Mirotic enters the game for J. Noah
3:09.0,K. Irving makes free throw 2 of 2,1,43-37,,
2:46.0,,,43-37,,J. Butler misses 2-pt shot from 2 ft
2:45.0,Defensive rebound by L. James,,43-37,,
2:35.0,Shooting foul by N. Mirotic (drawn by T. Thompson),,43-37,,
2:35.0,Cleveland full timeout,,43-37,,
2:35.0,T. Thompson makes free throw 1 of 2,1,44-37,,
2:35.0,T. Thompson makes free throw 2 of 2,1,45-37,,
2:21.0,,,45-39,2,T. Snell makes 2-pt shot from 1 ft (assist by D. Rose)
2:04.0,Shooting foul by N. Mirotic (drawn by K. Irving),,45-39,,
2:04.0,K. Irving makes free throw 1 of 2,1,46-39,,
2:04.0,K. Perkins enters the game for T. Thompson,,46-39,,
2:04.0,K. Irving makes free throw 2 of 2,1,47-39,,
1:50.0,,,47-39,,Shooting foul by I. Shumpert (drawn by D. Rose)
1:50.0,,,47-40,1,D. Rose makes free throw 1 of 2
1:50.0,,,47-41,1,D. Rose makes free throw 2 of 2
1:30.0,L. James misses 2-pt shot from 3 ft,,47-41,,
1:29.0,Offensive rebound by K. Perkins,,47-41,,
1:29.0,K. Perkins makes 2-pt shot from 4 ft,2,49-41,,
1:17.0,,,49-43,2,D. Rose makes 2-pt shot from 17 ft
0:59.0,J. Jones misses 3-pt shot from 24 ft,,49-43,,
0:58.0,,,49-43,,Defensive rebound by T. Snell
0:50.0,,,49-43,,T. Snell misses 3-pt shot from 26 ft
0:49.0,Defensive rebound by I. Shumpert,,49-43,,
0:32.0,K. Irving misses 2-pt shot from 3 ft (block by T. Gibson),,49-43,,
0:31.0,Offensive rebound by L. James,,49-43,,
0:27.0,Turnover by K. Perkins (lost ball; steal by J. Butler),,49-43,,
0:25.0,,,49-45,2,J. Butler makes 2-pt shot at rim
0:21.0,Cleveland full timeout,,49-45,,
0:21.0,,,49-45,,J. Noah enters the game for T. Gibson
0:21.0,,,49-45,,K. Hinrich enters the game for N. Mirotic
0:21.0,J. Smith enters the game for K. Perkins,,49-45,,
0:03.0,L. James misses 3-pt shot from 24 ft,,49-45,,
0:01.0,,,49-45,,Defensive rebound by T. Snell
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,49-45,,J. Butler misses 2-pt shot from 19 ft
11:46.0,Defensive rebound by T. Mozgov,,49-45,,
11:32.0,L. James makes 2-pt shot from 15 ft (assist by K. Irving),2,51-45,,
11:13.0,,,51-47,2,D. Rose makes 2-pt shot from 16 ft
10:51.0,L. James misses 2-pt shot from 17 ft,,51-47,,
10:50.0,Jump ball: T. Mozgov vs. J. Noah (D. Rose gains possession),,,,Jump ball: T. Mozgov vs. J. Noah (D. Rose gains possession)
10:50.0,,,51-47,,Defensive rebound by Team
10:42.0,,,51-47,,J. Butler misses 2-pt shot from 2 ft
10:41.0,,,51-47,,Offensive rebound by J. Noah
10:41.0,,,51-47,,J. Noah misses 2-pt shot from 1 ft
10:41.0,,,51-47,,Offensive rebound by Team
10:29.0,,,51-49,2,D. Rose makes 2-pt shot from 17 ft
10:08.0,T. Thompson makes 2-pt shot from 6 ft (assist by L. James),2,53-49,,
9:56.0,,,53-52,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by J. Butler)
9:37.0,Turnover by T. Mozgov (3 sec),,53-52,,
9:24.0,,,53-55,3,D. Rose makes 3-pt shot from 24 ft
9:07.0,Turnover by T. Mozgov (step out of bounds),,53-55,,
8:52.0,,,53-55,,T. Gibson misses 2-pt shot from 3 ft (block by L. James)
8:50.0,Defensive rebound by K. Irving,,53-55,,
8:43.0,K. Irving makes 2-pt shot from 18 ft,2,55-55,,
8:24.0,,,55-55,,M. Dunleavy misses 2-pt shot from 2 ft
8:24.0,Defensive rebound by T. Mozgov,,55-55,,
8:09.0,K. Irving misses 3-pt shot from 26 ft,,55-55,,
8:08.0,,,55-55,,Defensive rebound by J. Noah
7:52.0,,,55-55,,Turnover by T. Gibson (bad pass; steal by I. Shumpert)
7:48.0,Shooting foul by J. Butler (drawn by I. Shumpert),,55-55,,
7:48.0,I. Shumpert makes free throw 1 of 2,1,56-55,,
7:48.0,I. Shumpert makes free throw 2 of 2,1,57-55,,
7:33.0,,,57-55,,J. Noah misses 2-pt shot from 2 ft
7:32.0,Defensive rebound by T. Mozgov,,57-55,,
7:21.0,I. Shumpert misses 3-pt shot from 25 ft,,57-55,,
7:20.0,,,57-55,,Defensive rebound by J. Butler
7:09.0,,,57-55,,J. Butler misses 2-pt shot from 18 ft
7:08.0,Defensive rebound by L. James,,57-55,,
6:52.0,L. James misses 3-pt shot from 25 ft,,57-55,,
6:50.0,,,57-55,,Defensive rebound by J. Noah
6:44.0,Personal foul by L. James (drawn by M. Dunleavy),,57-55,,
6:41.0,,,57-55,,Offensive foul by M. Dunleavy
6:41.0,,,57-55,,Turnover by M. Dunleavy (offensive foul)
6:24.0,L. James misses 3-pt shot from 26 ft,,57-55,,
6:21.0,Offensive rebound by T. Thompson,,57-55,,
6:15.0,I. Shumpert misses 3-pt shot from 28 ft,,57-55,,
6:13.0,,,57-55,,Defensive rebound by J. Noah
5:59.0,,,57-55,,J. Noah misses 2-pt shot from 2 ft
5:58.0,,,57-55,,Offensive rebound by T. Gibson
5:58.0,,,57-57,2,T. Gibson makes 2-pt shot at rim
5:58.0,Cleveland full timeout,,57-57,,
5:58.0,,,57-57,,T. Snell enters the game for M. Dunleavy
5:38.0,L. James misses 2-pt shot from 8 ft,,57-57,,
5:37.0,,,57-57,,Defensive rebound by J. Noah
5:21.0,,,57-59,2,J. Noah makes 2-pt shot at rim (assist by T. Snell)
5:01.0,L. James misses 2-pt shot from 22 ft,,57-59,,
5:00.0,,,57-59,,Defensive rebound by T. Snell
4:53.0,,,57-59,,Shooting foul by T. Thompson (drawn by D. Rose)
4:53.0,,,57-60,1,D. Rose makes free throw 1 of 2
4:53.0,M. Dellavedova enters the game for K. Irving,,57-60,,
4:53.0,J. Smith enters the game for I. Shumpert,,57-60,,
4:53.0,,,57-61,1,D. Rose makes free throw 2 of 2
4:33.0,J. Smith misses 2-pt shot from 19 ft,,57-61,,
4:33.0,,,57-61,,Defensive rebound by Team
4:09.0,,,57-63,2,J. Butler makes 2-pt shot from 12 ft
3:50.0,J. Smith misses 2-pt shot from 21 ft,,57-63,,
3:49.0,,,57-63,,Defensive rebound by J. Noah
3:38.0,,,57-63,,D. Rose misses 2-pt shot from 21 ft
3:37.0,Defensive rebound by L. James,,57-63,,
3:36.0,Offensive charge foul by L. James,,57-63,,
3:36.0,Turnover by L. James (offensive foul),,57-63,,
3:36.0,Cleveland full timeout,,57-63,,
3:16.0,,,57-63,,J. Noah misses 2-pt shot from 2 ft
3:15.0,Defensive rebound by J. Smith,,57-63,,
3:08.0,L. James misses 2-pt shot from 2 ft,,57-63,,
3:07.0,,,57-63,,Defensive rebound by J. Butler
2:51.0,,,57-63,,D. Rose misses 3-pt shot from 24 ft
2:50.0,Defensive rebound by J. Smith,,57-63,,
2:30.0,L. James misses 3-pt shot from 26 ft,,57-63,,
2:28.0,,,57-63,,Defensive rebound by T. Snell
2:12.0,,,57-63,,T. Snell misses 2-pt shot from 16 ft
2:11.0,Defensive rebound by L. James,,57-63,,
2:03.0,M. Dellavedova misses 3-pt shot from 27 ft,,57-63,,
2:03.0,,,57-63,,Defensive rebound by Team
2:03.0,K. Irving enters the game for T. Mozgov,,57-63,,
1:39.0,,,57-63,,D. Rose misses 2-pt shot from 14 ft
1:38.0,Defensive rebound by M. Dellavedova,,57-63,,
1:33.0,J. Smith misses 3-pt shot from 25 ft,,57-63,,
1:33.0,,,57-63,,Defensive rebound by Team
1:33.0,,,57-63,,N. Mirotic enters the game for J. Noah
1:33.0,,,57-63,,A. Brooks enters the game for D. Rose
1:16.0,,,57-63,,Shooting foul by T. Thompson (drawn by T. Gibson)
1:16.0,T. Mozgov enters the game for T. Thompson,,57-63,,
1:16.0,,,57-64,1,T. Gibson makes free throw 1 of 2
1:16.0,,,57-65,1,T. Gibson makes free throw 2 of 2
1:03.0,J. Smith misses 3-pt shot from 26 ft,,57-65,,
1:02.0,,,57-65,,Defensive rebound by T. Gibson
0:43.0,,,57-68,3,T. Snell makes 3-pt shot from 25 ft (assist by T. Gibson)
0:36.0,L. James makes 2-pt shot from 2 ft,2,59-68,,
0:14.0,,,59-68,,N. Mirotic misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by L. James,,59-68,,
0:06.0,,,59-68,,Personal foul by J. Butler (drawn by L. James)
0:06.0,,,59-68,,K. Hinrich enters the game for T. Gibson
0:02.0,T. Mozgov makes 2-pt shot from 2 ft (assist by L. James),2,61-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,L. James misses 2-pt shot from 13 ft,,61-68,,
11:34.0,,,61-68,,Defensive rebound by J. Butler
11:10.0,,,61-68,,Turnover by Team (shot clock)
11:10.0,,,61-68,,D. Rose enters the game for A. Brooks
10:56.0,Turnover by L. James (traveling),,61-68,,
10:43.0,,,61-68,,J. Noah misses 2-pt shot from 3 ft
10:41.0,Defensive rebound by L. James,,61-68,,
10:21.0,J. Smith makes 2-pt shot from 19 ft,2,63-68,,
9:58.0,,,63-68,,Turnover by N. Mirotic (lost ball; steal by L. James)
9:46.0,Shooting foul by N. Mirotic (drawn by T. Mozgov),,63-68,,
9:46.0,T. Mozgov makes free throw 1 of 2,1,64-68,,
9:46.0,,,64-68,,M. Dunleavy enters the game for N. Mirotic
9:46.0,I. Shumpert enters the game for L. James,,64-68,,
9:46.0,T. Mozgov makes free throw 2 of 2,1,65-68,,
9:39.0,Personal foul by M. Dellavedova (drawn by D. Rose),,65-68,,
9:25.0,,,65-68,,T. Snell misses 2-pt shot from 22 ft (block by T. Mozgov)
9:23.0,,,65-68,,Offensive rebound by J. Noah
9:21.0,,,65-68,,Turnover by Team (shot clock)
9:09.0,J. Smith makes 3-pt shot from 26 ft (assist by M. Dellavedova),3,68-68,,
8:54.0,,,68-68,,D. Rose misses 2-pt shot from 1 ft
8:54.0,,,68-68,,Offensive rebound by Team
8:54.0,Loose ball foul by M. Dellavedova (drawn by J. Noah),,68-68,,
8:54.0,,,68-68,,Chicago full timeout
8:39.0,,,68-68,,J. Butler misses 2-pt shot from 2 ft
8:37.0,,,68-68,,Offensive rebound by J. Butler
8:28.0,,,68-68,,D. Rose misses 2-pt shot from 15 ft
8:27.0,Defensive rebound by K. Irving,,68-68,,
8:16.0,Turnover by M. Dellavedova (bad pass; steal by M. Dunleavy),,68-68,,
8:11.0,,,68-70,2,T. Snell makes 2-pt shot at rim (assist by J. Butler)
7:51.0,M. Dellavedova misses 3-pt shot from 25 ft,,68-70,,
7:49.0,,,68-70,,Defensive rebound by M. Dunleavy
7:36.0,,,68-70,,D. Rose misses 2-pt shot from 8 ft (block by T. Mozgov)
7:34.0,Defensive rebound by T. Mozgov,,68-70,,
7:30.0,,,68-70,,Personal foul by M. Dunleavy (drawn by I. Shumpert)
7:30.0,L. James enters the game for M. Dellavedova,,68-70,,
7:30.0,,,68-70,,T. Gibson enters the game for J. Noah
7:22.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,71-70,,
6:57.0,,,71-70,,J. Butler misses 3-pt shot from 26 ft
6:56.0,Defensive rebound by L. James,,71-70,,
6:40.0,L. James makes 2-pt shot from 3 ft,2,73-70,,
6:39.0,,,73-70,,Chicago full timeout
6:21.0,,,73-73,3,J. Butler makes 3-pt shot from 24 ft (assist by D. Rose)
6:05.0,J. Smith makes 3-pt shot from 27 ft (assist by L. James),3,76-73,,
5:39.0,,,76-73,,T. Snell misses 3-pt shot from 26 ft
5:38.0,Defensive rebound by L. James,,76-73,,
5:16.0,I. Shumpert misses 3-pt shot from 25 ft,,76-73,,
5:15.0,,,76-73,,Defensive rebound by T. Gibson
5:01.0,,,76-73,,J. Butler misses 2-pt shot from 3 ft (block by L. James)
4:59.0,Defensive rebound by T. Mozgov,,76-73,,
4:43.0,Shooting foul by T. Gibson (drawn by T. Mozgov),,76-73,,
4:43.0,T. Mozgov makes free throw 1 of 2,1,77-73,,
4:43.0,T. Mozgov makes free throw 2 of 2,1,78-73,,
4:26.0,,,78-73,,D. Rose misses 2-pt shot from 21 ft
4:25.0,Defensive rebound by T. Mozgov,,78-73,,
4:08.0,I. Shumpert misses 2-pt shot from 11 ft,,78-73,,
4:06.0,Offensive rebound by T. Mozgov,,78-73,,
4:04.0,T. Mozgov makes 2-pt shot from 1 ft,2,80-73,,
4:03.0,,,80-73,,Chicago full timeout
4:03.0,,,80-73,,N. Mirotic enters the game for T. Snell
3:57.0,,,80-73,,Offensive foul by N. Mirotic
3:57.0,,,80-73,,Turnover by N. Mirotic (offensive foul)
3:57.0,Technical foul by J. Smith,,80-73,,
3:57.0,,,80-74,1,M. Dunleavy makes technical free throw
3:39.0,L. James misses 2-pt shot from 11 ft (block by J. Butler),,80-74,,
3:39.0,Offensive rebound by Team,,80-74,,
3:33.0,L. James misses 2-pt shot from 14 ft,,80-74,,
3:32.0,,,80-74,,Defensive rebound by N. Mirotic
3:22.0,,,80-74,,N. Mirotic misses 2-pt shot from 15 ft
3:21.0,,,80-74,,Offensive rebound by T. Gibson
3:21.0,Personal foul by T. Mozgov (drawn by T. Gibson),,80-74,,
3:21.0,,,80-74,,J. Noah enters the game for T. Gibson
3:16.0,,,80-74,,Turnover by D. Rose (bad pass; steal by K. Irving)
2:57.0,T. Mozgov misses 2-pt shot from 2 ft (block by N. Mirotic),,80-74,,
2:56.0,,,80-74,,Defensive rebound by D. Rose
2:51.0,,,80-74,,J. Butler misses 2-pt shot from 2 ft
2:49.0,,,80-74,,Offensive rebound by J. Noah
2:49.0,,,80-74,,J. Noah misses 2-pt shot from 2 ft
2:48.0,Defensive rebound by T. Mozgov,,80-74,,
2:31.0,,,80-74,,Personal foul by J. Noah (drawn by L. James)
2:16.0,L. James misses 3-pt shot from 30 ft,,80-74,,
2:16.0,,,80-74,,Defensive rebound by Team
2:01.0,,,80-77,3,D. Rose makes 3-pt shot from 25 ft (assist by M. Dunleavy)
1:42.0,L. James makes 2-pt shot from 4 ft,2,82-77,,
1:32.0,,,82-77,,Shooting foul by T. Mozgov (drawn by D. Rose)
1:32.0,,,82-78,1,D. Rose makes free throw 1 of 2
1:32.0,,,82-78,,K. Hinrich enters the game for N. Mirotic
1:32.0,,,82-79,1,D. Rose makes free throw 2 of 2
1:13.0,Offensive foul by L. James,,82-79,,
1:13.0,Turnover by L. James (offensive foul),,82-79,,
1:13.0,,,82-79,,Chicago full timeout
1:13.0,,,82-79,,N. Mirotic enters the game for K. Hinrich
1:13.0,T. Thompson enters the game for T. Mozgov,,82-79,,
1:13.0,M. Dellavedova enters the game for K. Irving,,82-79,,
1:02.0,,,82-79,,D. Rose misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by T. Thompson,,82-79,,
0:41.0,Shooting foul by J. Butler (drawn by L. James),,82-79,,
0:41.0,L. James makes free throw 1 of 2,1,83-79,,
0:41.0,L. James makes free throw 2 of 2,1,84-79,,
0:41.0,,,84-79,,Chicago full timeout
0:27.0,,,84-82,3,J. Butler makes 3-pt shot from 24 ft
