time,Miami,pts.away,score,pts.home,Washington
7:22.0,S. Napier makes free throw 1 of 2,1,27-49,,
7:22.0,S. Napier makes free throw 2 of 2,1,28-49,,
7:08.0,,,28-51,2,B. Beal makes 2-pt shot from 6 ft (assist by R. Sessions)
6:58.0,Shooting foul by K. Seraphin (drawn by G. Dragic),,28-51,,
6:58.0,G. Dragic misses free throw 1 of 2,,28-51,,
6:58.0,Offensive rebound by Team,,28-51,,
6:58.0,G. Dragic makes free throw 2 of 2,1,29-51,,
6:45.0,,,29-51,,N. Hilario misses 2-pt shot from 7 ft (block by H. Whiteside)
6:44.0,Defensive rebound by Team,,29-51,,
6:27.0,H. Whiteside misses 2-pt shot from 11 ft,,29-51,,
6:26.0,,,29-51,,Defensive rebound by B. Beal
6:12.0,,,29-53,2,R. Sessions makes 2-pt shot from 4 ft
5:58.0,H. Walker makes 3-pt shot from 24 ft (assist by S. Napier),3,32-53,,
5:39.0,,,32-55,2,B. Beal makes 2-pt shot from 10 ft
5:27.0,H. Walker misses 2-pt shot from 5 ft,,32-55,,
5:26.0,,,32-55,,Defensive rebound by O. Porter
5:20.0,,,32-57,2,N. Hilario makes 2-pt shot at rim (assist by R. Sessions)
5:20.0,Miami full timeout,,32-57,,
5:20.0,,,32-57,,M. Gortat enters the game for K. Seraphin
5:03.0,Turnover by J. Ennis (lost ball; steal by R. Sessions),,32-57,,
4:53.0,,,32-59,2,O. Porter makes 2-pt shot at rim (assist by N. Hilario)
4:46.0,Shooting foul by N. Hilario (drawn by J. Ennis),,32-59,,
4:46.0,J. Ennis misses free throw 1 of 2,,32-59,,
4:46.0,Offensive rebound by Team,,32-59,,
4:46.0,J. Ennis makes free throw 2 of 2,1,33-59,,
4:24.0,,,33-59,,N. Hilario misses 2-pt shot from 10 ft
4:23.0,,,33-59,,Offensive rebound by M. Gortat
4:19.0,,,33-59,,M. Gortat misses 2-pt shot from 4 ft
4:17.0,Defensive rebound by H. Walker,,33-59,,
4:15.0,,,33-59,,Violation by N. Hilario (kicked ball)
4:15.0,,,33-59,,J. Wall enters the game for R. Sessions
4:07.0,H. Whiteside makes 2-pt shot from 3 ft (assist by G. Dragic),2,35-59,,
3:57.0,,,35-59,,Shooting foul by S. Napier (drawn by B. Beal)
3:57.0,,,35-60,1,B. Beal makes free throw 1 of 2
3:57.0,,,35-61,1,B. Beal makes free throw 2 of 2
3:50.0,Offensive foul by H. Walker,,35-61,,
3:50.0,Turnover by H. Walker (offensive foul),,35-61,,
3:50.0,,,35-61,,D. Gooden enters the game for N. Hilario
3:34.0,,,35-61,,O. Porter misses 2-pt shot from 19 ft
3:33.0,Defensive rebound by H. Whiteside,,35-61,,
3:13.0,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic),2,37-61,,
2:48.0,,,37-61,,D. Gooden misses 2-pt shot from 1 ft
2:47.0,,,37-61,,Offensive rebound by D. Gooden
2:46.0,,,37-63,2,D. Gooden makes 2-pt shot at rim
2:38.0,H. Walker misses 3-pt shot from 30 ft,,37-63,,
2:36.0,,,37-63,,Defensive rebound by O. Porter
2:31.0,,,37-65,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
2:16.0,H. Whiteside makes 2-pt shot from 13 ft,2,39-65,,
2:07.0,,,39-65,,M. Gortat misses 2-pt shot at rim
2:06.0,Defensive rebound by H. Walker,,39-65,,
1:53.0,H. Walker misses 3-pt shot from 27 ft,,39-65,,
1:52.0,,,39-65,,Defensive rebound by M. Gortat
1:39.0,,,39-65,,J. Wall misses 2-pt shot from 6 ft
1:38.0,,,39-65,,Offensive rebound by Team
1:38.0,,,39-65,,Washington full timeout
1:38.0,M. Beasley enters the game for J. Ennis,,39-65,,
1:31.0,,,39-67,2,B. Beal makes 2-pt shot from 20 ft (assist by J. Wall)
1:20.0,Offensive foul by G. Dragic,,39-67,,
1:20.0,Turnover by G. Dragic (offensive foul),,39-67,,
0:56.0,,,39-67,,O. Porter misses 3-pt shot from 22 ft
0:56.0,,,39-67,,Offensive rebound by Team
0:56.0,,,39-67,,Turnover by Team (shot clock)
0:45.0,Shooting foul by B. Beal (drawn by G. Dragic),,39-67,,
0:45.0,G. Dragic misses free throw 1 of 2,,39-67,,
0:45.0,Offensive rebound by Team,,39-67,,
0:45.0,G. Dragic misses free throw 2 of 2,,39-67,,
0:44.0,,,39-67,,Defensive rebound by M. Gortat
0:34.0,,,39-67,,B. Beal misses 2-pt shot from 17 ft
0:32.0,Defensive rebound by M. Beasley,,39-67,,
0:16.0,H. Whiteside misses 2-pt shot from 1 ft (block by J. Wall),,39-67,,
0:15.0,,,39-67,,Defensive rebound by Team
0:15.0,,,39-67,,G. Temple enters the game for B. Beal
0:15.0,,,39-67,,Technical foul by M. Gortat
0:15.0,Technical foul by H. Whiteside,,39-67,,
0:01.0,,,39-67,,J. Wall misses 3-pt shot from 25 ft
0:00.0,,,39-67,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,G. Dragic misses 3-pt shot from 24 ft,,39-67,,
11:35.0,,,39-67,,Defensive rebound by P. Pierce
11:21.0,,,39-67,,B. Beal misses 2-pt shot from 19 ft
11:19.0,Defensive rebound by G. Dragic,,39-67,,
11:16.0,Shooting foul by B. Beal (drawn by T. Johnson),,39-67,,
11:16.0,T. Johnson makes free throw 1 of 2,1,40-67,,
11:16.0,T. Johnson misses free throw 2 of 2,,40-67,,
11:15.0,,,40-67,,Defensive rebound by N. Hilario
11:07.0,,,40-67,,Shooting foul by H. Walker (drawn by N. Hilario)
11:07.0,,,40-68,1,N. Hilario makes free throw 1 of 2
11:07.0,,,40-69,1,N. Hilario makes free throw 2 of 2
10:56.0,U. Haslem misses 2-pt shot from 5 ft,,40-69,,
10:54.0,Offensive rebound by U. Haslem,,40-69,,
10:52.0,U. Haslem makes 2-pt shot from 1 ft,2,42-69,,
10:39.0,,,42-69,,N. Hilario misses 2-pt shot from 4 ft
10:38.0,,,42-69,,Offensive rebound by M. Gortat
10:37.0,,,42-69,,M. Gortat misses 2-pt shot from 2 ft
10:36.0,Defensive rebound by H. Whiteside,,42-69,,
10:26.0,H. Walker misses 3-pt shot from 26 ft,,42-69,,
10:25.0,,,42-69,,Defensive rebound by J. Wall
10:08.0,,,42-71,2,N. Hilario makes 2-pt shot from 15 ft (assist by J. Wall)
9:51.0,U. Haslem makes 2-pt shot from 17 ft,2,44-71,,
9:28.0,,,44-74,3,B. Beal makes 3-pt shot from 26 ft (assist by J. Wall)
9:06.0,T. Johnson misses 3-pt shot from 27 ft,,44-74,,
9:06.0,,,44-74,,Defensive rebound by P. Pierce
8:52.0,,,44-76,2,M. Gortat makes 2-pt shot from 8 ft
8:37.0,H. Whiteside makes 2-pt shot from 22 ft (assist by T. Johnson),2,46-76,,
8:24.0,,,46-76,,Turnover by P. Pierce (bad pass; steal by G. Dragic)
8:19.0,G. Dragic makes 2-pt shot at rim,2,48-76,,
8:01.0,,,48-79,3,P. Pierce makes 3-pt shot from 23 ft (assist by B. Beal)
7:42.0,U. Haslem misses 2-pt shot from 6 ft,,48-79,,
7:41.0,,,48-79,,Defensive rebound by J. Wall
7:36.0,,,48-81,2,N. Hilario makes 2-pt shot at rim (assist by J. Wall)
7:35.0,Miami full timeout,,48-81,,
7:35.0,,,48-81,,G. Temple enters the game for B. Beal
7:35.0,C. Andersen enters the game for H. Whiteside,,48-81,,
7:18.0,H. Walker misses 3-pt shot from 25 ft,,48-81,,
7:17.0,,,48-81,,Defensive rebound by M. Gortat
7:10.0,,,48-83,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
6:51.0,G. Dragic makes 2-pt shot from 20 ft (assist by T. Johnson),2,50-83,,
6:32.0,,,50-83,,Turnover by P. Pierce (bad pass; steal by U. Haslem)
6:23.0,G. Dragic misses 2-pt shot at rim,,50-83,,
6:23.0,Offensive rebound by T. Johnson,,50-83,,
6:23.0,T. Johnson makes 2-pt shot at rim,2,52-83,,
6:05.0,,,52-83,,P. Pierce misses 3-pt shot from 27 ft
6:04.0,Defensive rebound by C. Andersen,,52-83,,
5:58.0,G. Dragic makes 2-pt shot from 1 ft,2,54-83,,
5:46.0,,,54-83,,Turnover by N. Hilario (bad pass)
5:45.0,,,54-83,,O. Porter enters the game for P. Pierce
5:33.0,C. Andersen misses 2-pt shot from 4 ft,,54-83,,
5:32.0,Offensive rebound by G. Dragic,,54-83,,
5:32.0,Shooting foul by G. Temple (drawn by G. Dragic),,54-83,,
5:32.0,G. Dragic makes free throw 1 of 2,1,55-83,,
5:32.0,G. Dragic makes free throw 2 of 2,1,56-83,,
5:23.0,,,56-83,,M. Gortat misses 2-pt shot from 15 ft
5:22.0,Defensive rebound by C. Andersen,,56-83,,
5:05.0,G. Dragic misses 2-pt shot from 11 ft,,56-83,,
5:03.0,,,56-83,,Defensive rebound by M. Gortat
4:57.0,,,56-83,,O. Porter misses 3-pt shot from 23 ft
4:56.0,Defensive rebound by U. Haslem,,56-83,,
4:48.0,C. Andersen misses 3-pt shot from 22 ft,,56-83,,
4:47.0,,,56-83,,Defensive rebound by J. Wall
4:28.0,,,56-86,3,G. Temple makes 3-pt shot from 23 ft (assist by J. Wall)
4:07.0,G. Dragic makes 2-pt shot from 1 ft,2,58-86,,
3:52.0,,,58-86,,O. Porter misses 2-pt shot from 19 ft
3:51.0,Defensive rebound by C. Andersen,,58-86,,
3:42.0,U. Haslem misses 2-pt shot from 1 ft (block by M. Gortat),,58-86,,
3:40.0,Offensive rebound by G. Dragic,,58-86,,
3:38.0,Turnover by G. Dragic (bad pass; steal by J. Wall),,58-86,,
3:35.0,,,58-86,,Offensive foul by G. Temple
3:35.0,,,58-86,,Turnover by G. Temple (offensive foul)
3:35.0,S. Napier enters the game for T. Johnson,,58-86,,
3:20.0,C. Andersen makes 2-pt shot from 19 ft (assist by G. Dragic),2,60-86,,
3:19.0,,,60-86,,Washington full timeout
3:19.0,J. Ennis enters the game for H. Walker,,60-86,,
3:07.0,,,60-86,,Shooting foul by G. Dragic (drawn by N. Hilario)
3:07.0,,,60-87,1,N. Hilario makes free throw 1 of 2
3:07.0,,,60-88,1,N. Hilario makes free throw 2 of 2
2:54.0,S. Napier makes 3-pt shot from 26 ft (assist by G. Dragic),3,63-88,,
2:31.0,,,63-88,,O. Porter misses 2-pt shot from 19 ft
2:30.0,Defensive rebound by C. Andersen,,63-88,,
2:13.0,S. Napier makes 3-pt shot from 26 ft (assist by U. Haslem),3,66-88,,
1:53.0,,,66-88,,J. Wall misses 3-pt shot from 26 ft
1:52.0,Defensive rebound by G. Dragic,,66-88,,
1:47.0,S. Napier makes 3-pt shot from 25 ft (assist by G. Dragic),3,69-88,,
1:35.0,Personal foul by G. Dragic (drawn by O. Porter),,69-88,,
1:35.0,,,69-88,,R. Sessions enters the game for J. Wall
1:35.0,,,69-88,,D. Gooden enters the game for N. Hilario
1:33.0,,,69-88,,Turnover by O. Porter (bad pass; steal by S. Napier)
1:29.0,S. Napier misses 2-pt shot at rim,,69-88,,
1:28.0,Offensive rebound by J. Ennis,,69-88,,
1:28.0,Offensive foul by J. Ennis,,69-88,,
1:28.0,Turnover by J. Ennis (offensive foul),,69-88,,
1:04.0,,,69-88,,M. Gortat misses 2-pt shot from 21 ft
1:04.0,,,69-88,,Offensive rebound by Team
1:04.0,,,69-88,,Turnover by Team (shot clock)
0:53.0,G. Dragic makes 2-pt shot at rim (assist by C. Andersen),2,71-88,,
0:53.0,Shooting foul by D. Gooden (drawn by G. Dragic),,71-88,,
0:53.0,G. Dragic misses free throw 1 of 1,,71-88,,
0:52.0,,,71-88,,Defensive rebound by M. Gortat
0:41.0,,,71-88,,Turnover by R. Sessions (bad pass)
0:35.0,Miami full timeout,,71-88,,
0:35.0,T. Johnson enters the game for G. Dragic,,71-88,,
0:24.0,T. Johnson makes 2-pt shot from 15 ft,2,73-88,,
0:06.0,,,73-88,,R. Sessions misses 2-pt shot from 3 ft
0:05.0,Defensive rebound by J. Ennis,,73-88,,
0:02.0,T. Johnson misses 3-pt shot from 30 ft,,73-88,,
0:00.0,Offensive rebound by Team,,73-88,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,73-88,,Shooting foul by U. Haslem (drawn by D. Gooden)
11:41.0,,,73-89,1,D. Gooden makes free throw 1 of 2
11:41.0,,,73-90,1,D. Gooden makes free throw 2 of 2
11:33.0,,,73-90,,Personal foul by O. Porter (drawn by J. Ennis)
11:21.0,M. Beasley makes 2-pt shot from 6 ft,2,75-90,,
10:59.0,,,75-90,,Turnover by K. Seraphin (lost ball; steal by J. Ennis)
10:56.0,Turnover by J. Ennis (traveling),,75-90,,
10:41.0,,,75-90,,K. Seraphin misses 2-pt shot from 16 ft
10:40.0,Defensive rebound by J. Ennis,,75-90,,
10:24.0,M. Beasley misses 3-pt shot from 24 ft,,75-90,,
10:23.0,,,75-90,,Defensive rebound by R. Sessions
10:17.0,,,75-90,,Turnover by K. Seraphin (traveling)
10:07.0,,,75-90,,Personal foul by R. Sessions (drawn by S. Napier)
10:07.0,,,75-90,,N. Hilario enters the game for K. Seraphin
9:59.0,M. Beasley makes 2-pt shot from 17 ft,2,77-90,,
9:41.0,,,77-90,,Offensive foul by B. Beal
9:41.0,,,77-90,,Turnover by B. Beal (offensive foul)
9:41.0,,,77-90,,J. Wall enters the game for R. Sessions
9:37.0,,,77-90,,Personal foul by D. Gooden (drawn by M. Beasley)
9:22.0,M. Beasley makes 2-pt shot from 13 ft,2,79-90,,
9:06.0,,,79-90,,P. Pierce enters the game for O. Porter
8:49.0,,,79-90,,P. Pierce misses 3-pt shot from 26 ft
8:48.0,Defensive rebound by S. Napier,,79-90,,
8:32.0,S. Napier makes 2-pt shot from 5 ft,2,81-90,,
8:27.0,,,81-90,,Washington full timeout
8:27.0,,,81-90,,M. Gortat enters the game for D. Gooden
8:08.0,,,81-92,2,B. Beal makes 2-pt shot from 10 ft (assist by N. Hilario)
7:51.0,Turnover by M. Beasley (lost ball),,81-92,,
7:33.0,Personal foul by J. Ennis (drawn by N. Hilario),,81-92,,
7:22.0,,,81-92,,B. Beal misses 2-pt shot from 3 ft
7:21.0,Defensive rebound by M. Beasley,,81-92,,
7:05.0,U. Haslem misses 2-pt shot at rim (block by J. Wall),,81-92,,
7:03.0,,,81-92,,Defensive rebound by Team
6:52.0,,,81-92,,Offensive foul by M. Gortat
6:52.0,,,81-92,,Turnover by M. Gortat (offensive foul)
6:49.0,,,81-92,,Personal foul by N. Hilario (drawn by J. Ennis)
6:48.0,,,81-92,,B. Beal misses technical free throw
6:48.0,,,81-92,,Offensive rebound by Team
6:48.0,H. Walker enters the game for U. Haslem,,81-92,,
6:32.0,H. Walker makes 3-pt shot from 25 ft (assist by S. Napier),3,84-92,,
6:12.0,,,84-94,2,N. Hilario makes 2-pt shot at rim
5:49.0,M. Beasley makes 3-pt shot from 27 ft (assist by S. Napier),3,87-94,,
5:27.0,,,87-94,,Turnover by N. Hilario (bad pass; steal by T. Johnson)
5:23.0,Shooting foul by J. Wall (drawn by J. Ennis),,87-94,,
5:23.0,Official timeout,,87-94,,
5:23.0,,,87-94,,O. Porter enters the game for M. Gortat
5:23.0,J. Ennis makes free throw 1 of 2,1,88-94,,
5:23.0,J. Ennis makes free throw 2 of 2,1,89-94,,
5:15.0,,,89-94,,Shooting foul by H. Walker (drawn by N. Hilario)
5:15.0,,,89-95,1,N. Hilario makes free throw 1 of 2
5:15.0,,,89-96,1,N. Hilario makes free throw 2 of 2
5:00.0,T. Johnson makes 2-pt shot at rim (assist by M. Beasley),2,91-96,,
4:40.0,,,91-96,,O. Porter misses 2-pt shot at rim
4:39.0,Defensive rebound by J. Ennis,,91-96,,
4:26.0,M. Beasley misses 3-pt shot from 25 ft,,91-96,,
4:25.0,,,91-96,,Defensive rebound by J. Wall
4:17.0,,,91-96,,B. Beal misses 3-pt shot from 25 ft
4:16.0,Defensive rebound by H. Walker,,91-96,,
3:55.0,S. Napier misses 3-pt shot from 25 ft,,91-96,,
3:53.0,Offensive rebound by T. Johnson,,91-96,,
3:51.0,Miami full timeout,,91-96,,
3:35.0,M. Beasley makes 2-pt shot from 2 ft,2,93-96,,
3:13.0,,,93-96,,Turnover by P. Pierce (traveling)
3:13.0,,,93-96,,G. Temple enters the game for O. Porter
2:54.0,M. Beasley misses 2-pt shot from 21 ft,,93-96,,
2:53.0,,,93-96,,Defensive rebound by B. Beal
2:40.0,,,93-98,2,J. Wall makes 2-pt shot from 1 ft
2:26.0,Turnover by T. Johnson (offensive foul),,93-98,,
2:26.0,Offensive foul by T. Johnson,,93-98,,
2:01.0,,,93-98,,P. Pierce misses 2-pt shot from 20 ft
1:59.0,Defensive rebound by S. Napier,,93-98,,
1:47.0,M. Beasley makes 2-pt shot from 1 ft,2,95-98,,
1:26.0,,,95-98,,J. Wall misses 2-pt shot from 20 ft
1:25.0,Defensive rebound by M. Beasley,,95-98,,
1:11.0,M. Beasley misses 2-pt shot from 2 ft,,95-98,,
1:08.0,Offensive rebound by T. Johnson,,95-98,,
1:08.0,T. Johnson makes 2-pt shot from 1 ft,2,97-98,,
0:45.0,,,97-98,,N. Hilario misses 2-pt shot from 14 ft
0:44.0,,,97-98,,Offensive rebound by G. Temple
0:21.0,,,97-98,,Turnover by N. Hilario (lost ball)
0:21.0,Miami full timeout,,97-98,,
0:06.0,H. Walker misses 3-pt shot from 23 ft,,97-98,,
0:04.0,,,97-98,,Defensive rebound by N. Hilario
0:02.0,Personal take foul by T. Johnson (drawn by B. Beal),,97-98,,
0:02.0,,,97-98,,Washington full timeout
0:02.0,,,97-98,,R. Sessions enters the game for G. Temple
0:02.0,,,97-98,,Washington full timeout
