time,Golden State,pts.away,score,pts.home,Portland
0:01.0,,,26-29,1,D. Lillard makes free throw 1 of 2
0:01.0,,,26-30,1,D. Lillard makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,26-30,,J. Freeland misses 2-pt shot from 18 ft
11:38.0,Defensive rebound by H. Barnes,,26-30,,
11:23.0,Turnover by H. Barnes (lost ball; steal by A. Crabbe),,26-30,,
11:12.0,,,26-32,2,A. Crabbe makes 2-pt shot at rim (assist by S. Blake)
10:57.0,M. Speights makes 2-pt shot from 18 ft (assist by L. Barbosa),2,28-32,,
10:48.0,,,28-34,2,J. Freeland makes 2-pt shot from 1 ft (assist by S. Blake)
10:48.0,,,28-34,,Shooting foul by M. Speights (drawn by J. Freeland)
10:48.0,,,28-35,1,J. Freeland makes free throw 1 of 1
10:36.0,,,28-35,,Personal foul by A. Crabbe (drawn by H. Barnes)
10:28.0,A. Iguodala makes 3-pt shot from 25 ft (assist by M. Speights),3,31-35,,
10:16.0,Personal foul by L. Barbosa (drawn by A. Afflalo),,31-35,,
10:07.0,,,31-35,,S. Blake misses 3-pt shot from 23 ft
10:07.0,Defensive rebound by Team,,31-35,,
10:07.0,,,31-35,,Loose ball foul by J. Freeland (drawn by M. Speights)
9:56.0,J. Holiday makes 2-pt shot from 20 ft (assist by L. Barbosa),2,33-35,,
9:35.0,,,33-35,,Turnover by M. Leonard (3 sec)
9:22.0,A. Iguodala makes 2-pt shot from 17 ft (assist by L. Barbosa),2,35-35,,
8:59.0,,,35-35,,A. Afflalo misses 3-pt shot from 26 ft
8:57.0,,,35-35,,Offensive rebound by Team
8:57.0,Official timeout,,35-35,,
8:57.0,,,35-35,,A. Gee enters the game for A. Crabbe
8:57.0,,,35-35,,C. McCollum enters the game for M. Leonard
8:57.0,K. Thompson enters the game for J. Holiday,,35-35,,
8:52.0,,,35-35,,A. Afflalo misses 2-pt shot from 16 ft
8:51.0,Defensive rebound by L. Barbosa,,35-35,,
8:37.0,M. Speights misses 2-pt shot from 2 ft,,35-35,,
8:34.0,,,35-35,,Defensive rebound by S. Blake
8:28.0,,,35-38,3,C. McCollum makes 3-pt shot from 25 ft (assist by S. Blake)
8:15.0,K. Thompson makes 2-pt shot from 12 ft (assist by L. Barbosa),2,37-38,,
8:02.0,,,37-40,2,C. McCollum makes 2-pt shot from 2 ft
7:48.0,Turnover by A. Iguodala (bad pass; steal by S. Blake),,37-40,,
7:33.0,,,37-42,2,C. McCollum makes 2-pt shot from 17 ft
7:14.0,K. Thompson misses 2-pt shot from 19 ft,,37-42,,
7:13.0,,,37-42,,Defensive rebound by J. Freeland
7:06.0,,,37-42,,Shooting foul by L. Barbosa (drawn by S. Blake)
7:06.0,,,37-43,1,S. Blake makes free throw 1 of 2
7:06.0,A. Bogut enters the game for M. Speights,,37-43,,
7:06.0,,,37-43,,R. Lopez enters the game for J. Freeland
7:06.0,,,37-44,1,S. Blake makes free throw 2 of 2
6:52.0,Shooting foul by S. Blake (drawn by K. Thompson),,37-44,,
6:52.0,K. Thompson makes free throw 1 of 2,1,38-44,,
6:52.0,S. Curry enters the game for L. Barbosa,,38-44,,
6:52.0,D. Green enters the game for H. Barnes,,38-44,,
6:52.0,K. Thompson makes free throw 2 of 2,1,39-44,,
6:38.0,,,39-47,3,C. McCollum makes 3-pt shot from 25 ft (assist by R. Lopez)
6:29.0,D. Green makes 2-pt shot from 17 ft (assist by S. Curry),2,41-47,,
6:28.0,,,41-47,,Portland full timeout
6:28.0,,,41-47,,D. Wright enters the game for A. Afflalo
6:28.0,,,41-47,,D. Lillard enters the game for S. Blake
6:12.0,,,41-47,,R. Lopez misses 2-pt shot from 6 ft
6:10.0,,,41-47,,Offensive rebound by A. Gee
6:01.0,,,41-47,,A. Gee misses 3-pt shot from 23 ft
5:59.0,,,41-47,,Offensive rebound by A. Gee
5:46.0,,,41-50,3,D. Wright makes 3-pt shot from 25 ft (assist by D. Lillard)
5:27.0,A. Bogut misses 2-pt shot from 5 ft,,41-50,,
5:25.0,,,41-50,,Defensive rebound by R. Lopez
5:16.0,,,41-53,3,D. Lillard makes 3-pt shot from 26 ft
4:55.0,S. Curry makes 3-pt shot from 23 ft (assist by A. Iguodala),3,44-53,,
4:41.0,,,44-53,,Turnover by D. Lillard (step out of bounds)
4:34.0,S. Curry makes 3-pt shot from 26 ft,3,47-53,,
4:08.0,,,47-55,2,D. Lillard makes 2-pt shot from 14 ft (assist by R. Lopez)
4:08.0,,,47-55,,Shooting foul by K. Thompson (drawn by D. Lillard)
4:08.0,,,47-56,1,D. Lillard makes free throw 1 of 1
3:47.0,S. Curry misses 2-pt shot at rim,,47-56,,
3:46.0,Offensive rebound by A. Bogut,,47-56,,
3:46.0,A. Bogut makes 2-pt shot from 1 ft,2,49-56,,
3:29.0,,,49-58,2,A. Gee makes 2-pt shot from 1 ft
3:19.0,K. Thompson misses 2-pt shot from 12 ft,,49-58,,
3:18.0,,,49-58,,Defensive rebound by R. Lopez
3:10.0,,,49-58,,C. McCollum misses 2-pt shot from 17 ft
3:07.0,Defensive rebound by A. Bogut,,49-58,,
3:04.0,K. Thompson makes 2-pt shot at rim (assist by A. Bogut),2,51-58,,
3:04.0,Shooting foul by C. McCollum (drawn by K. Thompson),,51-58,,
3:04.0,H. Barnes enters the game for A. Iguodala,,51-58,,
3:04.0,,,51-58,,A. Afflalo enters the game for C. McCollum
3:04.0,K. Thompson makes free throw 1 of 1,1,52-58,,
2:42.0,,,52-60,2,A. Afflalo makes 2-pt shot from 12 ft
2:31.0,Golden State full timeout,,52-60,,
2:31.0,L. Barbosa enters the game for K. Thompson,,52-60,,
2:12.0,Turnover by Team (shot clock),,52-60,,
1:58.0,,,52-60,,D. Lillard misses 3-pt shot from 25 ft
1:57.0,Defensive rebound by D. Green,,52-60,,
1:38.0,L. Barbosa makes 3-pt shot from 23 ft (assist by D. Green),3,55-60,,
1:16.0,,,55-60,,A. Gee misses 2-pt shot from 14 ft
1:15.0,Defensive rebound by A. Bogut,,55-60,,
1:03.0,S. Curry misses 2-pt shot from 17 ft,,55-60,,
1:03.0,,,55-60,,Defensive rebound by Team
1:03.0,Loose ball foul by A. Bogut (drawn by D. Wright),,55-60,,
1:03.0,,,55-61,1,D. Wright makes free throw 1 of 2
1:03.0,,,55-62,1,D. Wright makes free throw 2 of 2
0:54.0,L. Barbosa misses 2-pt shot from 18 ft,,55-62,,
0:53.0,,,55-62,,Defensive rebound by A. Afflalo
0:30.0,,,55-62,,D. Lillard misses 2-pt shot from 4 ft
0:29.0,Defensive rebound by D. Green,,55-62,,
0:28.0,S. Curry makes 2-pt shot at rim (assist by D. Green),2,57-62,,
0:02.0,,,57-62,,D. Wright misses 3-pt shot from 24 ft
0:01.0,,,57-62,,Offensive rebound by R. Lopez
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,57-64,2,A. Gee makes 2-pt shot at rim (assist by D. Lillard)
11:29.0,A. Bogut makes 2-pt shot from 4 ft (assist by S. Curry),2,59-64,,
11:10.0,,,59-66,2,D. Lillard makes 2-pt shot from 11 ft (assist by D. Wright)
11:07.0,Turnover by S. Curry (lost ball),,59-66,,
11:01.0,,,59-66,,D. Lillard misses 3-pt shot from 25 ft
11:00.0,,,59-66,,Offensive rebound by D. Lillard
10:56.0,,,59-66,,A. Afflalo misses 3-pt shot from 26 ft
10:55.0,Defensive rebound by D. Green,,59-66,,
10:48.0,D. Green misses 2-pt shot from 1 ft,,59-66,,
10:46.0,Offensive rebound by A. Bogut,,59-66,,
10:46.0,A. Bogut misses 2-pt shot at rim,,59-66,,
10:45.0,Offensive rebound by A. Bogut,,59-66,,
10:45.0,A. Bogut makes 2-pt shot at rim,2,61-66,,
10:20.0,,,61-66,,D. Wright misses 2-pt shot from 9 ft
10:19.0,Defensive rebound by A. Bogut,,61-66,,
10:11.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,64-66,,
9:54.0,,,64-66,,D. Wright misses 2-pt shot from 19 ft
9:53.0,Defensive rebound by K. Thompson,,64-66,,
9:33.0,S. Curry makes 2-pt shot at rim (assist by A. Bogut),2,66-66,,
9:06.0,,,66-66,,D. Lillard misses 3-pt shot from 24 ft
9:05.0,,,66-66,,Offensive rebound by Team
8:56.0,,,66-66,,D. Wright misses 3-pt shot from 25 ft
8:55.0,Defensive rebound by D. Green,,66-66,,
8:47.0,S. Curry misses 3-pt shot from 26 ft,,66-66,,
8:46.0,,,66-66,,Defensive rebound by D. Wright
8:36.0,,,66-66,,R. Lopez misses 2-pt shot from 6 ft
8:34.0,,,66-66,,Offensive rebound by D. Wright
8:34.0,,,66-66,,D. Wright misses 2-pt shot at rim
8:31.0,Defensive rebound by A. Bogut,,66-66,,
8:27.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,69-66,,
8:27.0,,,69-66,,Portland full timeout
8:03.0,,,69-66,,A. Afflalo misses 2-pt shot from 18 ft
8:02.0,,,69-66,,Offensive rebound by A. Gee
7:59.0,,,69-69,3,D. Lillard makes 3-pt shot from 25 ft (assist by A. Gee)
7:35.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green),2,71-69,,
7:19.0,,,71-69,,D. Lillard misses 3-pt shot from 28 ft
7:18.0,Defensive rebound by A. Bogut,,71-69,,
7:04.0,K. Thompson misses 2-pt shot from 13 ft,,71-69,,
7:02.0,Offensive rebound by A. Bogut,,71-69,,
6:57.0,S. Curry makes 2-pt shot from 11 ft (assist by A. Bogut),2,73-69,,
6:45.0,,,73-69,,Turnover by D. Lillard (bad pass)
6:41.0,S. Curry misses 3-pt shot from 25 ft,,73-69,,
6:39.0,,,73-69,,Defensive rebound by R. Lopez
6:22.0,Personal foul by A. Bogut (drawn by R. Lopez),,73-69,,
6:22.0,,,73-69,,C. McCollum enters the game for D. Wright
6:18.0,,,73-69,,Turnover by C. McCollum (lost ball; steal by A. Bogut)
6:06.0,A. Bogut makes 2-pt shot at rim (assist by S. Curry),2,75-69,,
5:48.0,,,75-69,,A. Gee misses 2-pt shot from 10 ft (block by D. Green)
5:47.0,Defensive rebound by A. Bogut,,75-69,,
5:41.0,D. Green makes 2-pt shot at rim (assist by S. Curry),2,77-69,,
5:41.0,,,77-69,,Portland full timeout
5:41.0,,,77-69,,J. Freeland enters the game for R. Lopez
5:41.0,J. Holiday enters the game for H. Barnes,,77-69,,
5:41.0,A. Iguodala enters the game for K. Thompson,,77-69,,
5:25.0,,,77-69,,C. McCollum misses 2-pt shot from 10 ft
5:23.0,Defensive rebound by A. Bogut,,77-69,,
5:05.0,S. Curry makes 3-pt shot from 24 ft (assist by D. Green),3,80-69,,
4:50.0,,,80-69,,Turnover by D. Lillard (lost ball)
4:50.0,,,80-69,,A. Crabbe enters the game for A. Afflalo
4:50.0,,,80-69,,M. Leonard enters the game for A. Gee
4:34.0,D. Green misses 3-pt shot from 25 ft,,80-69,,
4:32.0,,,80-69,,Defensive rebound by D. Lillard
4:24.0,,,80-69,,A. Crabbe misses 2-pt shot from 3 ft
4:23.0,Defensive rebound by A. Bogut,,80-69,,
4:18.0,Turnover by J. Holiday (step out of bounds),,80-69,,
4:04.0,,,80-71,2,C. McCollum makes 2-pt shot from 1 ft (assist by D. Lillard)
4:04.0,,,80-71,,Shooting foul by D. Green (drawn by C. McCollum)
4:04.0,F. Ezeli enters the game for A. Bogut,,80-71,,
4:04.0,,,80-72,1,C. McCollum makes free throw 1 of 1
3:42.0,F. Ezeli makes 2-pt shot from 2 ft (assist by D. Green),2,82-72,,
3:20.0,,,82-74,2,C. McCollum makes 2-pt shot from 8 ft
3:10.0,S. Curry misses 2-pt shot from 18 ft,,82-74,,
3:09.0,,,82-74,,Defensive rebound by M. Leonard
3:00.0,,,82-77,3,D. Lillard makes 3-pt shot from 27 ft
3:00.0,Golden State full timeout,,82-77,,
2:38.0,D. Green misses 3-pt shot from 28 ft,,82-77,,
2:37.0,,,82-77,,Defensive rebound by J. Freeland
2:29.0,,,82-77,,D. Lillard misses 2-pt shot from 20 ft
2:27.0,Defensive rebound by F. Ezeli,,82-77,,
2:22.0,,,82-77,,Personal foul by C. McCollum (drawn by J. Holiday)
2:13.0,S. Curry makes 3-pt shot from 24 ft,3,85-77,,
1:45.0,,,85-77,,D. Lillard misses 2-pt shot from 6 ft
1:44.0,Defensive rebound by D. Green,,85-77,,
1:39.0,J. Holiday makes 2-pt shot from 1 ft (assist by D. Green),2,87-77,,
1:24.0,,,87-79,2,J. Freeland makes 2-pt shot from 1 ft (assist by C. McCollum)
1:24.0,,,87-79,,Shooting foul by F. Ezeli (drawn by J. Freeland)
1:24.0,L. Barbosa enters the game for S. Curry,,87-79,,
1:24.0,,,87-79,,S. Blake enters the game for D. Lillard
1:24.0,,,87-79,,J. Freeland misses free throw 1 of 1
1:23.0,Defensive rebound by D. Green,,87-79,,
1:14.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,89-79,,
0:57.0,,,89-79,,C. McCollum misses 2-pt shot from 17 ft
0:56.0,Defensive rebound by L. Barbosa,,89-79,,
0:51.0,A. Iguodala makes 2-pt shot from 16 ft (assist by L. Barbosa),2,91-79,,
0:35.0,,,91-79,,A. Crabbe misses 2-pt shot from 12 ft
0:34.0,Defensive rebound by F. Ezeli,,91-79,,
0:14.0,A. Iguodala makes 2-pt shot from 18 ft,2,93-79,,
0:02.0,,,93-79,,Shooting foul by J. Holiday (drawn by C. McCollum)
0:02.0,,,93-79,,C. McCollum misses free throw 1 of 2
0:02.0,,,93-79,,Offensive rebound by Team
0:02.0,,,93-80,1,C. McCollum makes free throw 2 of 2
0:00.0,A. Iguodala misses 3-pt shot from 57 ft,,93-80,,
0:00.0,Offensive rebound by Team,,93-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,A. Iguodala makes 3-pt shot from 25 ft,3,96-80,,
11:20.0,,,96-83,3,C. McCollum makes 3-pt shot from 26 ft (assist by A. Crabbe)
11:00.0,H. Barnes makes 2-pt shot from 15 ft,2,98-83,,
10:33.0,,,98-83,,C. McCollum misses 3-pt shot from 26 ft
10:32.0,Defensive rebound by A. Iguodala,,98-83,,
10:27.0,Turnover by A. Iguodala (lost ball; steal by A. Crabbe),,98-83,,
10:18.0,,,98-86,3,S. Blake makes 3-pt shot from 26 ft (assist by A. Crabbe)
9:54.0,F. Ezeli misses 2-pt shot from 3 ft,,98-86,,
9:52.0,,,98-86,,Defensive rebound by J. Freeland
9:34.0,,,98-86,,S. Blake misses 3-pt shot from 25 ft
9:33.0,,,98-86,,Offensive rebound by M. Leonard
9:29.0,,,98-86,,A. Crabbe misses 3-pt shot from 23 ft
9:28.0,Defensive rebound by A. Iguodala,,98-86,,
9:21.0,J. Holiday misses 3-pt shot from 25 ft,,98-86,,
9:20.0,,,98-86,,Defensive rebound by M. Leonard
9:10.0,,,98-86,,A. Crabbe misses 3-pt shot from 26 ft
9:09.0,Defensive rebound by A. Iguodala,,98-86,,
8:51.0,F. Ezeli makes 2-pt shot at rim (assist by A. Iguodala),2,100-86,,
8:30.0,,,100-88,2,C. McCollum makes 2-pt shot from 5 ft
8:15.0,Turnover by A. Iguodala (bad pass; steal by J. Freeland),,100-88,,
8:08.0,,,100-88,,C. McCollum misses 2-pt shot from 1 ft
8:07.0,,,100-88,,Offensive rebound by M. Leonard
8:02.0,,,100-91,3,A. Crabbe makes 3-pt shot from 25 ft (assist by C. McCollum)
8:01.0,Golden State full timeout,,100-91,,
8:01.0,,,100-91,,A. Afflalo enters the game for M. Leonard
8:01.0,S. Curry enters the game for J. Holiday,,100-91,,
8:01.0,D. Green enters the game for F. Ezeli,,100-91,,
7:42.0,,,100-91,,Personal foul by J. Freeland (drawn by S. Curry)
7:36.0,S. Curry makes 2-pt shot from 6 ft (assist by A. Iguodala),2,102-91,,
7:17.0,,,102-91,,J. Freeland misses 2-pt shot from 11 ft
7:14.0,Defensive rebound by L. Barbosa,,102-91,,
7:06.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,104-91,,
6:47.0,,,104-91,,Shooting foul by H. Barnes (drawn by S. Blake)
6:47.0,,,104-92,1,S. Blake makes free throw 1 of 2
6:47.0,,,104-92,,D. Lillard enters the game for J. Freeland
6:47.0,,,104-93,1,S. Blake makes free throw 2 of 2
6:32.0,L. Barbosa misses 3-pt shot from 26 ft,,104-93,,
6:32.0,Offensive rebound by Team,,104-93,,
6:32.0,,,104-93,,Loose ball foul by S. Blake (drawn by D. Green)
6:32.0,,,104-93,,A. Gee enters the game for S. Blake
6:22.0,,,104-93,,Personal foul by A. Gee (drawn by A. Iguodala)
6:12.0,S. Curry makes 2-pt shot from 1 ft,2,106-93,,
6:02.0,,,106-93,,D. Lillard misses 2-pt shot from 3 ft (block by D. Green)
5:59.0,,,106-93,,Offensive rebound by D. Lillard
5:59.0,Personal foul by S. Curry (drawn by D. Lillard),,106-93,,
5:59.0,Official timeout,,106-93,,
5:59.0,K. Thompson enters the game for L. Barbosa,,106-93,,
5:52.0,,,106-93,,Offensive foul by A. Afflalo
5:52.0,,,106-93,,Turnover by A. Afflalo (offensive foul)
5:39.0,H. Barnes misses 2-pt shot from 6 ft,,106-93,,
5:38.0,,,106-93,,Defensive rebound by D. Lillard
5:30.0,,,106-95,2,A. Afflalo makes 2-pt shot from 2 ft (assist by D. Lillard)
5:21.0,Golden State full timeout,,106-95,,
5:15.0,,,106-95,,Personal foul by A. Gee (drawn by S. Curry)
5:03.0,K. Thompson makes 2-pt shot from 18 ft,2,108-95,,
4:44.0,,,108-95,,Turnover by A. Afflalo (bad pass)
4:34.0,,,108-95,,Personal foul by A. Gee (drawn by S. Curry)
4:34.0,S. Curry makes free throw 1 of 2,1,109-95,,
4:34.0,S. Curry makes free throw 2 of 2,1,110-95,,
4:20.0,,,110-95,,A. Gee misses 2-pt shot from 1 ft (block by D. Green)
4:19.0,Defensive rebound by D. Green,,110-95,,
4:08.0,Turnover by S. Curry (lost ball; steal by C. McCollum),,110-95,,
4:04.0,,,110-95,,Turnover by C. McCollum (bad pass; steal by S. Curry)
4:03.0,Shooting foul by A. Crabbe (drawn by H. Barnes),,110-95,,
4:03.0,H. Barnes makes free throw 1 of 2,1,111-95,,
4:03.0,H. Barnes makes free throw 2 of 2,1,112-95,,
3:56.0,,,112-98,3,D. Lillard makes 3-pt shot from 25 ft
3:45.0,Turnover by A. Iguodala (bad pass; steal by A. Gee),,112-98,,
3:42.0,,,112-98,,Shooting foul by A. Iguodala (drawn by A. Crabbe)
3:42.0,,,112-98,,A. Crabbe misses free throw 1 of 2
3:42.0,,,112-98,,Offensive rebound by Team
3:42.0,,,112-99,1,A. Crabbe makes free throw 2 of 2
3:28.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,114-99,,
3:12.0,,,114-99,,Turnover by D. Lillard (lost ball; steal by K. Thompson)
3:01.0,,,114-99,,Personal foul by D. Lillard (drawn by D. Green)
3:01.0,,,114-99,,Portland full timeout
3:01.0,,,114-99,,J. Freeland enters the game for A. Afflalo
3:01.0,,,114-99,,S. Blake enters the game for D. Lillard
3:01.0,D. Green misses free throw 1 of 2,,114-99,,
3:01.0,Offensive rebound by Team,,114-99,,
3:01.0,D. Green makes free throw 2 of 2,1,115-99,,
2:45.0,,,115-102,3,S. Blake makes 3-pt shot from 25 ft
2:30.0,Turnover by D. Green (bad pass; steal by C. McCollum),,115-102,,
2:25.0,,,115-104,2,A. Gee makes 2-pt shot at rim (assist by S. Blake)
2:01.0,A. Iguodala makes 3-pt shot from 25 ft (assist by D. Green),3,118-104,,
1:52.0,,,118-104,,C. McCollum misses 2-pt shot from 12 ft
1:51.0,Defensive rebound by D. Green,,118-104,,
1:42.0,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry),2,120-104,,
1:28.0,,,120-106,2,J. Freeland makes 2-pt shot from 1 ft (assist by S. Blake)
1:17.0,S. Curry misses 3-pt shot from 25 ft,,120-106,,
1:16.0,,,120-106,,Defensive rebound by A. Crabbe
1:09.0,,,120-108,2,C. McCollum makes 2-pt shot at rim
1:09.0,,,120-108,,Shooting foul by D. Green (drawn by C. McCollum)
1:09.0,,,120-108,,C. McCollum misses free throw 1 of 1
1:08.0,Defensive rebound by A. Iguodala,,120-108,,
0:55.0,K. Thompson misses 3-pt shot from 25 ft,,120-108,,
0:54.0,,,120-108,,Defensive rebound by J. Freeland
0:44.0,,,120-108,,Turnover by S. Blake (bad pass; steal by A. Iguodala)
0:39.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,122-108,,
