time,Minnesota,pts.away,score,pts.home,Orlando
7:11.0,,,10-6,,Personal foul by E. Fournier (drawn by R. Rubio)
7:00.0,T. Young misses 2-pt shot from 19 ft,,10-6,,
6:59.0,,,10-6,,Defensive rebound by E. Payton
6:49.0,,,10-6,,E. Payton misses 2-pt shot from 2 ft
6:47.0,,,10-6,,Offensive rebound by T. Harris
6:47.0,,,10-8,2,T. Harris makes 2-pt shot from 1 ft
6:33.0,K. Martin makes 2-pt shot from 17 ft (assist by R. Rubio),2,12-8,,
6:28.0,,,12-8,,Orlando full timeout
6:19.0,,,12-8,,T. Harris misses 2-pt shot from 18 ft
6:17.0,Defensive rebound by K. Martin,,12-8,,
6:05.0,K. Martin misses 3-pt shot from 25 ft,,12-8,,
6:03.0,,,12-8,,Defensive rebound by E. Payton
5:52.0,,,12-10,2,E. Fournier makes 2-pt shot from 2 ft
5:52.0,,,12-10,,Shooting foul by N. Pekovic (drawn by E. Fournier)
5:52.0,,,12-10,,M. Harkless enters the game for C. Frye
5:52.0,,,12-10,,E. Fournier misses free throw 1 of 1
5:51.0,,,12-10,,Offensive rebound by M. Harkless
5:40.0,,,12-12,2,M. Harkless makes 2-pt shot at rim
5:22.0,N. Pekovic misses 2-pt shot from 6 ft,,12-12,,
5:21.0,,,12-12,,Defensive rebound by N. Vucevic
5:18.0,,,12-12,,Shooting foul by A. Wiggins (drawn by M. Harkless)
5:18.0,,,12-13,1,M. Harkless makes free throw 1 of 2
5:18.0,C. Brewer enters the game for A. Wiggins,,12-13,,
5:18.0,,,12-14,1,M. Harkless makes free throw 2 of 2
5:08.0,Offensive foul by N. Pekovic,,12-14,,
5:08.0,Turnover by N. Pekovic (offensive foul),,12-14,,
5:08.0,G. Dieng enters the game for N. Pekovic,,12-14,,
4:58.0,Personal foul by T. Young (drawn by E. Payton),,12-14,,
4:54.0,,,12-14,,Turnover by N. Vucevic (bad pass; steal by T. Young)
4:50.0,K. Martin makes 2-pt shot from 1 ft (assist by R. Rubio),2,14-14,,
4:31.0,Personal foul by C. Brewer (drawn by T. Harris),,14-14,,
4:27.0,,,14-17,3,E. Fournier makes 3-pt shot from 26 ft
4:06.0,R. Rubio misses 3-pt shot from 23 ft,,14-17,,
4:04.0,,,14-17,,Defensive rebound by T. Harris
3:57.0,,,14-19,2,N. Vucevic makes 2-pt shot from 21 ft (assist by T. Harris)
3:57.0,Minnesota full timeout,,14-19,,
3:32.0,K. Martin makes 3-pt shot from 25 ft (assist by C. Brewer),3,17-19,,
3:10.0,,,17-19,,Turnover by T. Harris (traveling)
3:10.0,,,17-19,,L. Ridnour enters the game for E. Payton
2:50.0,C. Brewer makes 2-pt shot from 15 ft (assist by K. Martin),2,19-19,,
2:32.0,,,19-19,,E. Fournier misses 2-pt shot from 16 ft
2:31.0,Defensive rebound by R. Rubio,,19-19,,
2:26.0,C. Brewer makes 2-pt shot from 2 ft (assist by R. Rubio),2,21-19,,
2:12.0,,,21-22,3,T. Harris makes 3-pt shot from 25 ft (assist by N. Vucevic)
1:52.0,C. Brewer misses 2-pt shot from 5 ft,,21-22,,
1:50.0,Offensive rebound by G. Dieng,,21-22,,
1:50.0,G. Dieng misses 2-pt shot from 1 ft,,21-22,,
1:48.0,,,21-22,,Defensive rebound by M. Harkless
1:45.0,,,21-22,,Turnover by T. Harris (lost ball; steal by C. Brewer)
1:31.0,K. Martin misses 3-pt shot from 25 ft,,21-22,,
1:30.0,,,21-22,,Defensive rebound by L. Ridnour
1:29.0,,,21-22,,Turnover by L. Ridnour (dbl dribble)
1:29.0,,,21-22,,C. Frye enters the game for N. Vucevic
1:19.0,K. Martin misses 2-pt shot from 16 ft,,21-22,,
1:17.0,,,21-22,,Defensive rebound by T. Harris
1:09.0,,,21-24,2,L. Ridnour makes 2-pt shot from 18 ft
0:53.0,T. Young makes 3-pt shot from 26 ft (assist by R. Rubio),3,24-24,,
0:42.0,,,24-26,2,E. Fournier makes 2-pt shot from 2 ft
0:36.0,,,24-26,,Personal foul by L. Ridnour (drawn by R. Rubio)
0:36.0,R. Hummel enters the game for T. Young,,24-26,,
0:33.0,R. Rubio misses 2-pt shot from 2 ft (block by T. Harris),,24-26,,
0:30.0,,,24-26,,Defensive rebound by T. Harris
0:29.0,,,24-26,,Offensive charge foul by M. Harkless
0:29.0,,,24-26,,Turnover by M. Harkless (offensive foul)
0:06.0,K. Martin makes 3-pt shot from 25 ft (assist by R. Rubio),3,27-26,,
0:02.0,,,27-26,,L. Ridnour misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by G. Dieng,,27-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by M. Williams (bad pass; steal by M. Harkless),,27-26,,
11:37.0,,,27-26,,L. Ridnour misses 2-pt shot from 2 ft
11:36.0,Defensive rebound by G. Dieng,,27-26,,
11:36.0,,,27-26,,Loose ball foul by M. Harkless (drawn by G. Dieng)
11:17.0,G. Dieng makes 2-pt shot from 8 ft,2,29-26,,
11:02.0,,,29-28,2,L. Ridnour makes 2-pt shot from 18 ft
10:44.0,S. Muhammad makes 2-pt shot from 19 ft (assist by M. Williams),2,31-28,,
10:31.0,,,31-30,2,M. Harkless makes 2-pt shot at rim (assist by A. Gordon)
10:07.0,G. Dieng makes 2-pt shot from 14 ft,2,33-30,,
9:59.0,Personal foul by M. Williams (drawn by C. Frye),,33-30,,
9:48.0,,,33-32,2,L. Ridnour makes 2-pt shot from 19 ft
9:29.0,Offensive charge foul by S. Muhammad,,33-32,,
9:29.0,Turnover by S. Muhammad (offensive foul),,33-32,,
9:16.0,,,33-32,,L. Ridnour misses 2-pt shot from 21 ft
9:14.0,Defensive rebound by G. Dieng,,33-32,,
8:53.0,G. Dieng makes 2-pt shot from 14 ft (assist by M. Williams),2,35-32,,
8:34.0,,,35-35,3,A. Gordon makes 3-pt shot from 26 ft (assist by L. Ridnour)
8:14.0,C. Brewer misses 3-pt shot from 25 ft,,35-35,,
8:11.0,Offensive rebound by S. Muhammad,,35-35,,
8:11.0,S. Muhammad makes 2-pt shot from 1 ft,2,37-35,,
8:03.0,Personal foul by G. Dieng (drawn by A. Gordon),,37-35,,
8:03.0,Official timeout,,37-35,,
8:03.0,,,37-35,,E. Fournier enters the game for M. Harkless
8:03.0,,,37-35,,E. Payton enters the game for L. Ridnour
7:52.0,,,37-35,,E. Payton misses 2-pt shot from 19 ft
7:50.0,Defensive rebound by C. Brewer,,37-35,,
7:43.0,M. Williams makes 2-pt shot from 15 ft,2,39-35,,
7:30.0,,,39-37,2,A. Gordon makes 2-pt shot at rim (assist by B. Gordon)
7:18.0,M. Williams misses 3-pt shot from 25 ft,,39-37,,
7:17.0,,,39-37,,Defensive rebound by A. Gordon
7:11.0,,,39-37,,A. Gordon misses 2-pt shot from 9 ft
7:09.0,Defensive rebound by S. Muhammad,,39-37,,
6:53.0,G. Dieng makes 2-pt shot from 1 ft,2,41-37,,
6:30.0,,,41-37,,Turnover by C. Frye (offensive foul)
6:30.0,,,41-37,,Offensive foul by C. Frye
6:30.0,,,41-37,,N. Vucevic enters the game for C. Frye
6:30.0,,,41-37,,T. Harris enters the game for A. Gordon
6:16.0,C. Brewer makes 2-pt shot at rim (assist by G. Dieng),2,43-37,,
5:57.0,,,43-37,,Turnover by N. Vucevic (bad pass)
5:57.0,,,43-37,,Orlando full timeout
5:46.0,G. Dieng misses 2-pt shot from 14 ft,,43-37,,
5:44.0,Offensive rebound by C. Brewer,,43-37,,
5:44.0,C. Brewer makes 2-pt shot from 2 ft,2,45-37,,
5:38.0,,,45-37,,Orlando full timeout
5:38.0,,,45-37,,W. Green enters the game for B. Gordon
5:27.0,,,45-37,,Turnover by T. Harris (bad pass; steal by G. Dieng)
5:27.0,Turnover by C. Brewer (discontinued dribble),,45-37,,
5:16.0,,,45-37,,Turnover by N. Vucevic (3 sec)
5:06.0,R. Hummel misses 3-pt shot from 26 ft,,45-37,,
5:05.0,,,45-37,,Defensive rebound by E. Payton
4:56.0,,,45-39,2,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton)
4:43.0,M. Williams misses 2-pt shot from 18 ft,,45-39,,
4:42.0,,,45-39,,Defensive rebound by E. Fournier
4:39.0,,,45-39,,Turnover by T. Harris (offensive foul)
4:39.0,,,45-39,,Offensive charge foul by T. Harris
4:39.0,K. Martin enters the game for S. Muhammad,,45-39,,
4:39.0,A. Wiggins enters the game for C. Brewer,,45-39,,
4:24.0,Turnover by K. Martin (bad pass; steal by E. Payton),,45-39,,
4:20.0,,,45-41,2,E. Payton makes 2-pt shot from 2 ft
3:56.0,A. Wiggins makes 2-pt shot from 1 ft (assist by M. Williams),2,47-41,,
3:43.0,,,47-41,,E. Payton misses 2-pt shot from 2 ft (block by M. Williams)
3:43.0,,,47-41,,Offensive rebound by Team
3:43.0,R. Rubio enters the game for R. Hummel,,47-41,,
3:43.0,T. Young enters the game for M. Williams,,47-41,,
3:31.0,,,47-43,2,W. Green makes 2-pt shot from 19 ft
3:18.0,,,47-43,,Personal foul by W. Green (drawn by K. Martin)
3:08.0,Shooting foul by E. Payton (drawn by G. Dieng),,47-43,,
3:08.0,G. Dieng misses free throw 1 of 2,,47-43,,
3:08.0,Offensive rebound by Team,,47-43,,
3:08.0,G. Dieng makes free throw 2 of 2,1,48-43,,
2:59.0,Personal foul by K. Martin (drawn by N. Vucevic),,48-43,,
2:59.0,Minnesota full timeout,,48-43,,
2:44.0,,,48-45,2,N. Vucevic makes 2-pt shot from 18 ft (assist by E. Fournier)
2:28.0,Shooting foul by W. Green (drawn by R. Rubio),,48-45,,
2:28.0,Minnesota full timeout,,48-45,,
2:28.0,A. Bennett enters the game for R. Rubio,,48-45,,
2:28.0,A. Bennett makes free throw 1 of 2,1,49-45,,
2:28.0,A. Bennett makes free throw 2 of 2,1,50-45,,
2:27.0,Personal take foul by A. Bennett (drawn by E. Fournier),,50-45,,
2:27.0,M. Williams enters the game for A. Bennett,,50-45,,
2:13.0,,,50-45,,T. Harris misses 2-pt shot from 15 ft
2:12.0,,,50-45,,Offensive rebound by N. Vucevic
2:05.0,,,50-47,2,W. Green makes 2-pt shot from 23 ft
1:46.0,A. Wiggins misses 2-pt shot from 14 ft,,50-47,,
1:44.0,Offensive rebound by G. Dieng,,50-47,,
1:43.0,G. Dieng misses 2-pt shot from 2 ft,,50-47,,
1:41.0,,,50-47,,Defensive rebound by T. Harris
1:30.0,Violation by A. Wiggins (kicked ball),,50-47,,
1:22.0,,,50-47,,Offensive charge foul by E. Fournier
1:22.0,,,50-47,,Turnover by E. Fournier (offensive foul)
1:13.0,Shooting foul by T. Harris (drawn by T. Young),,50-47,,
1:13.0,T. Young misses free throw 1 of 2,,50-47,,
1:13.0,Offensive rebound by Team,,50-47,,
1:13.0,T. Young misses free throw 2 of 2,,50-47,,
1:13.0,,,50-47,,Defensive rebound by Team
1:03.0,,,50-47,,T. Harris misses 2-pt shot from 15 ft (block by G. Dieng)
1:02.0,Defensive rebound by K. Martin,,50-47,,
0:54.0,Turnover by G. Dieng (traveling),,50-47,,
0:40.0,,,50-47,,E. Fournier misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by G. Dieng,,50-47,,
0:31.0,G. Dieng makes 2-pt shot at rim (assist by M. Williams),2,52-47,,
0:06.0,,,52-47,,W. Green misses 3-pt shot from 24 ft
0:03.0,,,52-47,,Offensive rebound by N. Vucevic
0:03.0,,,52-47,,N. Vucevic misses 2-pt shot at rim
0:01.0,Defensive rebound by G. Dieng,,52-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,N. Pekovic misses 2-pt shot from 2 ft (block by N. Vucevic),,52-47,,
11:43.0,,,52-47,,Defensive rebound by E. Payton
11:29.0,,,52-49,2,E. Payton makes 2-pt shot at rim (assist by N. Vucevic)
11:10.0,K. Martin misses 3-pt shot from 25 ft,,52-49,,
11:09.0,,,52-49,,Defensive rebound by T. Harris
10:51.0,,,52-51,2,C. Frye makes 2-pt shot from 12 ft
10:30.0,T. Young makes 2-pt shot from 1 ft,2,54-51,,
10:21.0,,,54-53,2,E. Payton makes 2-pt shot from 19 ft
9:56.0,K. Martin misses 2-pt shot from 16 ft (block by E. Payton),,54-53,,
9:56.0,Offensive rebound by Team,,54-53,,
9:54.0,Turnover by Team (shot clock),,54-53,,
9:40.0,,,54-53,,Turnover by E. Fournier (bad pass)
9:22.0,Turnover by N. Pekovic (bad pass; steal by T. Harris),,54-53,,
9:18.0,,,54-55,2,T. Harris makes 2-pt shot at rim
9:18.0,Minnesota full timeout,,54-55,,
9:05.0,A. Wiggins makes 2-pt shot from 13 ft,2,56-55,,
8:39.0,,,56-57,2,C. Frye makes 2-pt shot from 10 ft
8:23.0,N. Pekovic makes 2-pt shot from 7 ft (assist by K. Martin),2,58-57,,
8:11.0,,,58-57,,N. Vucevic misses 2-pt shot from 20 ft
8:10.0,Defensive rebound by M. Williams,,58-57,,
8:05.0,M. Williams misses 2-pt shot from 20 ft,,58-57,,
8:03.0,,,58-57,,Defensive rebound by T. Harris
7:44.0,,,58-57,,Turnover by C. Frye (bad pass)
7:35.0,K. Martin makes 2-pt shot from 2 ft (assist by M. Williams),2,60-57,,
7:23.0,,,60-59,2,C. Frye makes 2-pt shot from 18 ft
6:56.0,A. Wiggins makes 2-pt shot from 17 ft,2,62-59,,
6:48.0,Personal foul by K. Martin (drawn by E. Fournier),,62-59,,
6:44.0,,,62-59,,Shooting foul by A. Wiggins (drawn by T. Harris)
6:44.0,,,62-59,,T. Harris misses free throw 1 of 2
6:44.0,,,62-59,,Offensive rebound by Team
6:44.0,,,62-60,1,T. Harris makes free throw 2 of 2
6:30.0,M. Williams misses 3-pt shot from 25 ft,,62-60,,
6:29.0,,,62-60,,Defensive rebound by N. Vucevic
6:18.0,,,62-62,2,E. Payton makes 2-pt shot from 9 ft
5:57.0,N. Pekovic misses 2-pt shot from 5 ft,,62-62,,
5:55.0,,,62-62,,Defensive rebound by T. Harris
5:37.0,,,62-62,,E. Payton misses 2-pt shot from 2 ft
5:36.0,Defensive rebound by N. Pekovic,,62-62,,
5:27.0,M. Williams misses 2-pt shot from 21 ft,,62-62,,
5:26.0,,,62-62,,Defensive rebound by C. Frye
5:18.0,,,62-62,,Orlando full timeout
5:13.0,,,62-64,2,T. Harris makes 2-pt shot from 19 ft (assist by C. Frye)
4:59.0,T. Young makes 2-pt shot from 2 ft (assist by M. Williams),2,64-64,,
4:33.0,,,64-64,,N. Vucevic misses 2-pt shot from 9 ft
4:32.0,Defensive rebound by T. Young,,64-64,,
4:29.0,Shooting foul by T. Harris (drawn by K. Martin),,64-64,,
4:29.0,K. Martin makes free throw 1 of 2,1,65-64,,
4:29.0,,,65-64,,M. Harkless enters the game for C. Frye
4:29.0,,,65-64,,B. Gordon enters the game for E. Fournier
4:29.0,K. Martin makes free throw 2 of 2,1,66-64,,
4:16.0,,,66-66,2,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton)
3:58.0,Shooting foul by N. Vucevic (drawn by N. Pekovic),,66-66,,
3:58.0,N. Pekovic makes free throw 1 of 2,1,67-66,,
3:58.0,N. Pekovic makes free throw 2 of 2,1,68-66,,
3:44.0,,,68-66,,Turnover by T. Harris (bad pass; steal by N. Pekovic)
3:38.0,Turnover by M. Williams (bad pass),,68-66,,
3:30.0,,,68-66,,Shooting foul by M. Williams (drawn by E. Payton)
3:30.0,,,68-66,,E. Payton misses free throw 1 of 2
3:30.0,,,68-66,,Offensive rebound by Team
3:30.0,Z. LaVine enters the game for M. Williams,,68-66,,
3:30.0,,,68-67,1,E. Payton makes free throw 2 of 2
3:15.0,K. Martin misses 2-pt shot from 5 ft,,68-67,,
3:13.0,,,68-67,,Defensive rebound by N. Vucevic
3:06.0,,,68-67,,Turnover by B. Gordon (lost ball; steal by Z. LaVine)
3:00.0,T. Young makes 2-pt shot from 1 ft,2,70-67,,
2:56.0,,,70-67,,Shooting foul by Z. LaVine (drawn by E. Payton)
2:56.0,,,70-68,1,E. Payton makes free throw 1 of 2
2:56.0,,,70-69,1,E. Payton makes free throw 2 of 2
2:36.0,N. Pekovic makes 2-pt shot from 15 ft (assist by Z. LaVine),2,72-69,,
2:18.0,,,72-69,,Shooting foul by T. Young (drawn by T. Harris)
2:18.0,,,72-70,1,T. Harris makes free throw 1 of 2
2:18.0,C. Brewer enters the game for A. Wiggins,,72-70,,
2:18.0,,,72-70,,T. Harris misses free throw 2 of 2
2:17.0,,,72-70,,Offensive rebound by T. Harris
2:07.0,,,72-70,,N. Vucevic misses 2-pt shot from 19 ft
2:05.0,Defensive rebound by C. Brewer,,72-70,,
1:56.0,T. Young misses 2-pt shot from 20 ft,,72-70,,
1:54.0,,,72-70,,Defensive rebound by T. Harris
1:46.0,,,72-70,,E. Payton misses 2-pt shot from 1 ft
1:43.0,,,72-70,,Offensive rebound by N. Vucevic
1:43.0,,,72-72,2,N. Vucevic makes 2-pt shot from 2 ft
1:31.0,,,72-72,,Personal foul by M. Harkless (drawn by Z. LaVine)
1:31.0,,,72-72,,L. Ridnour enters the game for E. Payton
1:31.0,G. Dieng enters the game for N. Pekovic,,72-72,,
1:23.0,K. Martin makes 3-pt shot from 25 ft,3,75-72,,
1:08.0,,,75-72,,B. Gordon misses 2-pt shot from 21 ft
1:06.0,,,75-72,,Offensive rebound by T. Harris
1:06.0,,,75-74,2,T. Harris makes 2-pt shot from 2 ft
0:47.0,K. Martin misses 3-pt shot from 25 ft,,75-74,,
0:46.0,,,75-74,,Defensive rebound by N. Vucevic
0:35.0,,,75-74,,T. Harris misses 2-pt shot from 2 ft (block by G. Dieng)
0:35.0,Defensive rebound by Team,,75-74,,
0:35.0,,,75-74,,Loose ball foul by M. Harkless (drawn by C. Brewer)
0:35.0,C. Brewer makes free throw 1 of 2,1,76-74,,
0:35.0,R. Hummel enters the game for T. Young,,76-74,,
0:35.0,C. Brewer makes free throw 2 of 2,1,77-74,,
0:21.0,,,77-74,,Turnover by L. Ridnour (bad pass; steal by G. Dieng)
0:03.0,K. Martin misses 3-pt shot from 23 ft,,77-74,,
0:01.0,,,77-74,,Defensive rebound by T. Harris
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,77-76,2,L. Ridnour makes 2-pt shot from 19 ft
11:31.0,Z. LaVine makes 2-pt shot from 2 ft (assist by K. Martin),2,79-76,,
11:19.0,,,79-76,,B. Gordon misses 2-pt shot from 2 ft
11:17.0,Defensive rebound by G. Dieng,,79-76,,
11:07.0,K. Martin misses 2-pt shot from 8 ft,,79-76,,
11:06.0,,,79-76,,Defensive rebound by C. Frye
10:54.0,,,79-78,2,M. Harkless makes 2-pt shot from 7 ft
10:54.0,,,79-78,,Shooting foul by G. Dieng (drawn by M. Harkless)
10:54.0,S. Muhammad enters the game for K. Martin,,79-78,,
10:54.0,,,79-79,1,M. Harkless makes free throw 1 of 1
10:42.0,R. Hummel makes 2-pt shot from 19 ft (assist by Z. LaVine),2,81-79,,
10:17.0,,,81-79,,Shooting foul by G. Dieng (drawn by A. Gordon)
10:17.0,,,81-80,1,A. Gordon makes free throw 1 of 2
10:17.0,,,81-80,,E. Payton enters the game for L. Ridnour
10:17.0,,,81-81,1,A. Gordon makes free throw 2 of 2
9:58.0,,,81-81,,Personal foul by B. Gordon (drawn by C. Brewer)
9:56.0,,,81-81,,Personal foul by M. Harkless (drawn by S. Muhammad)
9:49.0,Z. LaVine misses 2-pt shot from 22 ft,,81-81,,
9:48.0,,,81-81,,Defensive rebound by M. Harkless
9:42.0,,,81-81,,Turnover by M. Harkless (lost ball; steal by C. Brewer)
9:26.0,C. Brewer misses 2-pt shot from 17 ft,,81-81,,
9:24.0,,,81-81,,Defensive rebound by C. Frye
9:08.0,,,81-81,,E. Payton misses 2-pt shot from 3 ft (block by Z. LaVine)
9:08.0,,,81-81,,Offensive rebound by Team
9:04.0,,,81-81,,C. Frye misses 3-pt shot from 25 ft
9:02.0,,,81-81,,Offensive rebound by E. Payton
8:58.0,Official timeout,,81-81,,
8:50.0,,,81-81,,B. Gordon misses 2-pt shot from 10 ft
8:48.0,,,81-81,,Offensive rebound by B. Gordon
8:45.0,,,81-81,,C. Frye misses 2-pt shot from 21 ft
8:44.0,Defensive rebound by Team,,81-81,,
8:26.0,S. Muhammad misses 2-pt shot from 6 ft,,81-81,,
8:26.0,Offensive rebound by Team,,81-81,,
8:26.0,Turnover by S. Muhammad (traveling),,81-81,,
8:10.0,,,81-83,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
7:53.0,S. Muhammad misses 2-pt shot from 2 ft (block by C. Frye),,81-83,,
7:51.0,,,81-83,,Defensive rebound by M. Harkless
7:46.0,,,81-85,2,M. Harkless makes 2-pt shot from 1 ft (assist by B. Gordon)
7:44.0,Minnesota full timeout,,81-85,,
7:44.0,T. Young enters the game for R. Hummel,,81-85,,
7:44.0,M. Williams enters the game for S. Muhammad,,81-85,,
7:44.0,K. Martin enters the game for Z. LaVine,,81-85,,
7:31.0,C. Brewer makes 2-pt shot at rim (assist by K. Martin),2,83-85,,
7:14.0,Personal foul by C. Brewer (drawn by B. Gordon),,83-85,,
7:14.0,,,83-85,,L. Ridnour enters the game for E. Payton
6:59.0,,,83-85,,M. Harkless misses 2-pt shot from 18 ft
6:58.0,Defensive rebound by G. Dieng,,83-85,,
6:45.0,K. Martin misses 3-pt shot from 26 ft,,83-85,,
6:44.0,,,83-85,,Defensive rebound by C. Frye
6:31.0,,,83-85,,L. Ridnour misses 2-pt shot from 5 ft
6:29.0,,,83-85,,Offensive rebound by A. Gordon
6:28.0,,,83-85,,A. Gordon misses 2-pt shot from 2 ft
6:25.0,Defensive rebound by G. Dieng,,83-85,,
6:10.0,G. Dieng misses 2-pt shot from 10 ft,,83-85,,
6:08.0,Offensive rebound by C. Brewer,,83-85,,
6:08.0,C. Brewer makes 2-pt shot from 1 ft,2,85-85,,
5:56.0,,,85-85,,Turnover by B. Gordon (bad pass; steal by C. Brewer)
5:52.0,K. Martin makes 2-pt shot from 1 ft (assist by T. Young),2,87-85,,
5:45.0,,,87-85,,Orlando full timeout
5:45.0,,,87-85,,E. Fournier enters the game for C. Frye
5:45.0,,,87-85,,T. Harris enters the game for M. Harkless
5:45.0,,,87-85,,N. Vucevic enters the game for B. Gordon
5:45.0,N. Pekovic enters the game for G. Dieng,,87-85,,
5:35.0,,,87-85,,Turnover by N. Vucevic (traveling)
5:19.0,N. Pekovic misses 2-pt shot from 6 ft,,87-85,,
5:18.0,,,87-85,,Defensive rebound by T. Harris
5:05.0,,,87-87,2,E. Fournier makes 2-pt shot from 2 ft (assist by L. Ridnour)
4:44.0,T. Young misses 2-pt shot from 7 ft,,87-87,,
4:43.0,Offensive rebound by N. Pekovic,,87-87,,
4:43.0,N. Pekovic misses 2-pt shot from 2 ft,,87-87,,
4:41.0,,,87-87,,Defensive rebound by A. Gordon
4:21.0,,,87-89,2,A. Gordon makes 2-pt shot from 6 ft
4:01.0,C. Brewer misses 2-pt shot at rim (block by A. Gordon),,87-89,,
3:59.0,,,87-89,,Defensive rebound by E. Fournier
3:53.0,,,87-89,,A. Gordon misses 2-pt shot from 2 ft
3:52.0,,,87-89,,Offensive rebound by E. Fournier
3:52.0,,,87-89,,E. Fournier misses 2-pt shot from 2 ft
3:50.0,Defensive rebound by N. Pekovic,,87-89,,
3:48.0,,,87-89,,Personal foul by L. Ridnour (drawn by K. Martin)
3:48.0,,,87-89,,E. Payton enters the game for L. Ridnour
3:48.0,A. Wiggins enters the game for C. Brewer,,87-89,,
3:37.0,K. Martin misses 3-pt shot from 25 ft,,87-89,,
3:36.0,,,87-89,,Defensive rebound by T. Harris
3:14.0,,,87-89,,T. Harris misses 3-pt shot from 26 ft
3:13.0,Defensive rebound by T. Young,,87-89,,
3:05.0,N. Pekovic makes 2-pt shot from 1 ft (assist by M. Williams),2,89-89,,
3:05.0,Shooting foul by N. Vucevic (drawn by N. Pekovic),,89-89,,
3:05.0,N. Pekovic makes free throw 1 of 1,1,90-89,,
2:49.0,,,90-92,3,E. Fournier makes 3-pt shot from 24 ft
2:23.0,T. Young makes 2-pt shot from 2 ft,2,92-92,,
2:05.0,,,92-92,,E. Fournier misses 2-pt shot from 4 ft
2:02.0,Defensive rebound by A. Wiggins,,92-92,,
2:02.0,,,92-92,,Personal foul by E. Payton (drawn by M. Williams)
2:02.0,M. Williams makes free throw 1 of 2,1,93-92,,
2:02.0,M. Williams makes free throw 2 of 2,1,94-92,,
1:48.0,,,94-92,,E. Payton misses 2-pt shot from 9 ft
1:46.0,Defensive rebound by T. Young,,94-92,,
1:34.0,T. Young misses 2-pt shot from 2 ft,,94-92,,
1:32.0,,,94-92,,Defensive rebound by A. Gordon
1:29.0,,,94-92,,Orlando full timeout
1:21.0,,,94-92,,T. Harris misses 2-pt shot from 4 ft
1:19.0,Defensive rebound by N. Pekovic,,94-92,,
1:02.0,N. Pekovic misses 2-pt shot from 9 ft,,94-92,,
1:00.0,,,94-92,,Defensive rebound by N. Vucevic
0:53.0,,,94-92,,E. Payton misses 2-pt shot from 2 ft
0:51.0,Defensive rebound by N. Pekovic,,94-92,,
0:35.0,M. Williams misses 2-pt shot from 21 ft,,94-92,,
0:34.0,,,94-92,,Defensive rebound by E. Fournier
