time,Charlotte,pts.away,score,pts.home,Philadelphia
4:01.0,,,19-13,,Turnover by L. Mbah a Moute (step out of bounds)
3:50.0,,,19-13,,Violation by T. Frazier (kicked ball)
3:50.0,J. Maxiell enters the game for A. Jefferson,,19-13,,
3:50.0,,,19-13,,H. Sims enters the game for N. Noel
3:50.0,,,19-13,,K. McDaniels enters the game for L. Mbah a Moute
3:44.0,L. Stephenson misses 3-pt shot from 26 ft,,19-13,,
3:43.0,Offensive rebound by J. Maxiell,,19-13,,
3:41.0,J. Maxiell misses 2-pt shot from 2 ft (block by J. Grant),,19-13,,
3:41.0,Offensive rebound by Team,,19-13,,
3:39.0,G. Henderson misses 2-pt shot from 17 ft,,19-13,,
3:37.0,,,19-13,,Defensive rebound by H. Sims
3:25.0,,,19-15,2,H. Sims makes 2-pt shot from 19 ft (assist by K. McDaniels)
3:07.0,B. Roberts misses 2-pt shot from 16 ft,,19-15,,
3:06.0,,,19-15,,Defensive rebound by J. Grant
2:57.0,,,19-15,,H. Thompson misses 3-pt shot from 25 ft
2:55.0,Defensive rebound by B. Roberts,,19-15,,
2:48.0,J. Maxiell makes 2-pt shot from 1 ft (assist by L. Stephenson),2,21-15,,
2:48.0,Shooting foul by K. McDaniels (drawn by J. Maxiell),,21-15,,
2:48.0,Charlotte full timeout,,21-15,,
2:48.0,G. Neal enters the game for G. Henderson,,21-15,,
2:48.0,,,21-15,,J. Sampson enters the game for T. Frazier
2:48.0,J. Maxiell makes free throw 1 of 1,1,22-15,,
2:39.0,,,22-15,,Turnover by J. Grant (dbl dribble)
2:28.0,L. Stephenson misses 2-pt shot from 5 ft,,22-15,,
2:28.0,,,22-15,,Defensive rebound by Team
2:28.0,Loose ball foul by J. Maxiell (drawn by K. McDaniels),,22-15,,
2:28.0,,,22-16,1,K. McDaniels makes free throw 1 of 2
2:28.0,,,22-17,1,K. McDaniels makes free throw 2 of 2
2:16.0,G. Neal misses 3-pt shot from 23 ft,,22-17,,
2:14.0,,,22-17,,Defensive rebound by K. McDaniels
2:07.0,,,22-17,,Turnover by K. McDaniels (bad pass; steal by G. Neal)
1:55.0,Turnover by B. Roberts (lost ball),,22-17,,
1:38.0,,,22-17,,K. McDaniels misses 2-pt shot from 1 ft (block by M. Williams)
1:35.0,,,22-17,,Offensive rebound by Team
1:28.0,,,22-19,2,J. Sampson makes 2-pt shot at rim
1:11.0,B. Roberts misses 3-pt shot from 25 ft,,22-19,,
1:09.0,,,22-19,,Defensive rebound by K. McDaniels
1:04.0,Shooting block foul by G. Neal (drawn by K. McDaniels),,22-19,,
1:04.0,,,22-20,1,K. McDaniels makes free throw 1 of 2
1:04.0,,,22-21,1,K. McDaniels makes free throw 2 of 2
0:49.0,G. Neal misses 2-pt shot from 18 ft,,22-21,,
0:47.0,,,22-21,,Defensive rebound by J. Grant
0:30.0,,,22-23,2,H. Thompson makes 2-pt shot at rim (assist by H. Sims)
0:15.0,,,22-23,,Personal foul by H. Thompson (drawn by J. Maxiell)
0:15.0,J. Maxiell makes free throw 1 of 2,1,23-23,,
0:15.0,,,23-23,,T. Frazier enters the game for J. Sampson
0:15.0,J. Maxiell makes free throw 2 of 2,1,24-23,,
0:02.0,,,24-23,,T. Frazier misses 2-pt shot from 3 ft
0:01.0,Defensive rebound by L. Stephenson,,24-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,24-23,,J. Sampson misses 2-pt shot from 4 ft
11:40.0,Defensive rebound by J. Maxiell,,24-23,,
11:37.0,Turnover by G. Neal (bad pass; steal by J. Sampson),,24-23,,
11:31.0,,,24-25,2,K. McDaniels makes 2-pt shot from 2 ft
11:14.0,L. Stephenson makes 2-pt shot at rim (assist by M. Williams),2,26-25,,
10:54.0,,,26-25,,H. Sims misses 2-pt shot from 17 ft
10:53.0,Defensive rebound by G. Neal,,26-25,,
10:44.0,M. Williams makes 3-pt shot from 27 ft (assist by L. Stephenson),3,29-25,,
10:24.0,,,29-25,,H. Sims misses 2-pt shot from 1 ft
10:21.0,,,29-25,,Offensive rebound by J. Grant
10:21.0,,,29-25,,J. Grant misses 2-pt shot at rim
10:19.0,Defensive rebound by L. Stephenson,,29-25,,
10:14.0,L. Stephenson makes 2-pt shot from 1 ft,2,31-25,,
10:14.0,,,31-25,,Violation by K. McDaniels (def goaltending)
10:01.0,,,31-25,,H. Thompson misses 3-pt shot from 24 ft
10:00.0,Defensive rebound by J. Maxiell,,31-25,,
9:49.0,L. Stephenson misses 3-pt shot from 24 ft,,31-25,,
9:48.0,,,31-25,,Defensive rebound by K. McDaniels
9:44.0,,,31-25,,Turnover by H. Sims (bad pass)
9:44.0,,,31-25,,R. Covington enters the game for H. Thompson
9:34.0,M. Kidd-Gilchrist makes 2-pt shot at rim (assist by L. Stephenson),2,33-25,,
9:34.0,Shooting foul by H. Sims (drawn by M. Kidd-Gilchrist),,33-25,,
9:34.0,,,33-25,,N. Noel enters the game for H. Sims
9:34.0,M. Kidd-Gilchrist makes free throw 1 of 1,1,34-25,,
9:34.0,,,34-25,,Philadelphia full timeout
9:34.0,,,34-25,,T. Frazier enters the game for J. Sampson
9:18.0,,,34-25,,K. McDaniels misses 2-pt shot from 5 ft (block by L. Stephenson)
9:16.0,Defensive rebound by L. Stephenson,,34-25,,
9:06.0,M. Williams misses 3-pt shot from 25 ft,,34-25,,
9:04.0,,,34-25,,Defensive rebound by T. Frazier
8:57.0,,,34-25,,Turnover by K. McDaniels (lost ball)
8:38.0,M. Kidd-Gilchrist misses 2-pt shot from 6 ft,,34-25,,
8:37.0,,,34-25,,Defensive rebound by K. McDaniels
8:34.0,,,34-25,,T. Frazier misses 2-pt shot from 3 ft
8:34.0,Defensive rebound by Team,,34-25,,
8:33.0,,,34-25,,Loose ball foul by J. Grant (drawn by M. Williams)
8:12.0,G. Neal misses 2-pt shot from 14 ft,,34-25,,
8:10.0,Offensive rebound by J. Maxiell,,34-25,,
8:05.0,L. Stephenson makes 2-pt shot from 16 ft,2,36-25,,
7:52.0,,,36-25,,J. Grant misses 3-pt shot from 23 ft
7:51.0,Defensive rebound by M. Kidd-Gilchrist,,36-25,,
7:41.0,Turnover by L. Stephenson (bad pass; steal by N. Noel),,36-25,,
7:34.0,,,36-25,,Shooting foul by J. Maxiell (drawn by J. Grant)
7:34.0,,,36-26,1,J. Grant makes free throw 1 of 2
7:34.0,,,36-26,,H. Thompson enters the game for K. McDaniels
7:34.0,A. Jefferson enters the game for J. Maxiell,,36-26,,
7:34.0,,,36-27,1,J. Grant makes free throw 2 of 2
7:23.0,Turnover by A. Jefferson (lost ball),,36-27,,
7:23.0,,,36-27,,L. Mbah a Moute enters the game for J. Grant
7:03.0,,,36-27,,N. Noel misses 2-pt shot from 4 ft (block by A. Jefferson)
7:03.0,,,36-27,,Offensive rebound by Team
7:00.0,,,36-27,,R. Covington misses 3-pt shot from 28 ft
6:58.0,Defensive rebound by Team,,36-27,,
6:41.0,M. Williams makes 2-pt shot from 22 ft (assist by G. Neal),2,38-27,,
6:25.0,,,38-27,,Turnover by R. Covington (lost ball; steal by L. Stephenson)
6:19.0,Turnover by G. Neal (bad pass; steal by T. Frazier),,38-27,,
6:04.0,,,38-29,2,H. Thompson makes 2-pt shot from 1 ft
5:48.0,G. Neal misses 2-pt shot from 16 ft,,38-29,,
5:47.0,,,38-29,,Defensive rebound by L. Mbah a Moute
5:36.0,,,38-29,,N. Noel misses 2-pt shot from 5 ft
5:32.0,Defensive rebound by A. Jefferson,,38-29,,
5:24.0,,,38-29,,Personal foul by R. Covington (drawn by M. Kidd-Gilchrist)
5:24.0,Official timeout,,38-29,,
5:24.0,B. Roberts enters the game for M. Kidd-Gilchrist,,38-29,,
5:24.0,G. Henderson enters the game for G. Neal,,38-29,,
5:12.0,A. Jefferson misses 2-pt shot from 7 ft,,38-29,,
5:10.0,,,38-29,,Defensive rebound by H. Thompson
4:58.0,,,38-29,,R. Covington misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by M. Williams,,38-29,,
4:40.0,G. Henderson makes 3-pt shot from 24 ft (assist by M. Williams),3,41-29,,
4:24.0,,,41-29,,Turnover by T. Frazier (lost ball; steal by B. Roberts)
4:15.0,Turnover by M. Williams (bad pass; steal by N. Noel),,41-29,,
4:12.0,,,41-29,,Shooting foul by M. Williams (drawn by H. Thompson)
4:12.0,,,41-30,1,H. Thompson makes free throw 1 of 2
4:12.0,,,41-30,,H. Thompson misses free throw 2 of 2
4:11.0,Defensive rebound by A. Jefferson,,41-30,,
3:48.0,A. Jefferson makes 2-pt shot at rim (assist by G. Henderson),2,43-30,,
3:35.0,,,43-30,,L. Mbah a Moute misses 3-pt shot from 25 ft
3:33.0,Defensive rebound by G. Henderson,,43-30,,
3:23.0,G. Henderson makes 3-pt shot from 23 ft (assist by L. Stephenson),3,46-30,,
3:22.0,,,46-30,,Philadelphia full timeout
3:22.0,C. Zeller enters the game for M. Williams,,46-30,,
3:22.0,,,46-30,,J. Sampson enters the game for R. Covington
2:58.0,,,46-30,,Shooting foul by L. Stephenson (drawn by L. Mbah a Moute)
2:58.0,Charlotte full timeout,,46-30,,
2:58.0,,,46-30,,L. Mbah a Moute misses free throw 1 of 3
2:58.0,,,46-30,,Offensive rebound by Team
2:58.0,,,46-31,1,L. Mbah a Moute makes free throw 2 of 3
2:58.0,,,46-32,1,L. Mbah a Moute makes free throw 3 of 3
2:36.0,G. Henderson misses 2-pt shot from 3 ft (block by N. Noel),,46-32,,
2:35.0,Offensive rebound by Team,,46-32,,
2:33.0,Turnover by L. Stephenson (bad pass; steal by N. Noel),,46-32,,
2:27.0,,,46-35,3,H. Thompson makes 3-pt shot from 25 ft (assist by T. Frazier)
2:16.0,G. Henderson misses 2-pt shot from 16 ft,,46-35,,
2:14.0,,,46-35,,Defensive rebound by L. Mbah a Moute
2:07.0,,,46-35,,Turnover by L. Mbah a Moute (bad pass; steal by B. Roberts)
1:59.0,L. Stephenson misses 2-pt shot from 16 ft,,46-35,,
1:57.0,,,46-35,,Defensive rebound by T. Frazier
1:54.0,,,46-35,,Turnover by T. Frazier (bad pass; steal by C. Zeller)
1:50.0,Shooting foul by L. Mbah a Moute (drawn by C. Zeller),,46-35,,
1:50.0,C. Zeller misses free throw 1 of 2,,46-35,,
1:50.0,Offensive rebound by Team,,46-35,,
1:50.0,C. Zeller makes free throw 2 of 2,1,47-35,,
1:38.0,,,47-35,,Turnover by T. Frazier (bad pass; steal by G. Henderson)
1:34.0,Shooting foul by H. Thompson (drawn by G. Henderson),,47-35,,
1:34.0,G. Henderson misses free throw 1 of 2,,47-35,,
1:34.0,Offensive rebound by Team,,47-35,,
1:34.0,G. Henderson makes free throw 2 of 2,1,48-35,,
1:22.0,,,48-38,3,H. Thompson makes 3-pt shot from 25 ft (assist by L. Mbah a Moute)
1:00.0,G. Henderson misses 2-pt shot from 17 ft,,48-38,,
0:56.0,,,48-38,,Defensive rebound by J. Sampson
0:56.0,Personal foul by A. Jefferson (drawn by J. Sampson),,48-38,,
0:56.0,,,48-38,,K. McDaniels enters the game for J. Sampson
0:56.0,M. Williams enters the game for C. Zeller,,48-38,,
0:56.0,J. Maxiell enters the game for A. Jefferson,,48-38,,
0:49.0,Personal foul by J. Maxiell (drawn by N. Noel),,48-38,,
0:49.0,,,48-39,1,N. Noel makes free throw 1 of 2
0:49.0,,,48-39,,R. Covington enters the game for H. Thompson
0:49.0,,,48-40,1,N. Noel makes free throw 2 of 2
0:30.0,J. Maxiell misses 2-pt shot from 15 ft,,48-40,,
0:27.0,,,48-40,,Defensive rebound by L. Mbah a Moute
0:05.0,,,48-40,,L. Mbah a Moute misses 2-pt shot from 19 ft
0:04.0,,,48-40,,Offensive rebound by R. Covington
0:03.0,,,48-42,2,R. Covington makes 2-pt shot from 7 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,48-42,,L. Mbah a Moute misses 2-pt shot from 1 ft
11:47.0,,,48-42,,Offensive rebound by Team
11:35.0,,,48-42,,J. Sampson misses 2-pt shot from 8 ft
11:33.0,Defensive rebound by B. Roberts,,48-42,,
11:22.0,C. Zeller makes 2-pt shot at rim (assist by G. Henderson),2,50-42,,
11:01.0,,,50-42,,T. Frazier misses 3-pt shot from 26 ft
11:00.0,Defensive rebound by C. Zeller,,50-42,,
10:52.0,,,50-42,,Personal foul by T. Frazier (drawn by G. Henderson)
10:36.0,Turnover by C. Zeller (bad pass; steal by R. Covington),,50-42,,
10:32.0,,,50-45,3,R. Covington makes 3-pt shot from 24 ft
10:19.0,A. Jefferson misses 2-pt shot from 22 ft,,50-45,,
10:16.0,,,50-45,,Defensive rebound by R. Covington
10:10.0,,,50-45,,R. Covington misses 3-pt shot from 26 ft
10:08.0,Defensive rebound by C. Zeller,,50-45,,
9:56.0,G. Neal misses 2-pt shot from 4 ft,,50-45,,
9:54.0,,,50-45,,Defensive rebound by N. Noel
9:41.0,,,50-45,,Shooting foul by G. Neal (drawn by R. Covington)
9:41.0,,,50-46,1,R. Covington makes free throw 1 of 3
9:41.0,,,50-46,,R. Covington misses free throw 2 of 3
9:41.0,,,50-46,,Offensive rebound by Team
9:41.0,,,50-47,1,R. Covington makes free throw 3 of 3
9:20.0,G. Neal misses 2-pt shot from 4 ft,,50-47,,
9:18.0,,,50-47,,Defensive rebound by R. Covington
9:07.0,,,50-47,,J. Sampson misses 2-pt shot from 3 ft
9:06.0,Defensive rebound by C. Zeller,,50-47,,
8:48.0,A. Jefferson misses 2-pt shot from 4 ft,,50-47,,
8:46.0,,,50-47,,Defensive rebound by R. Covington
8:40.0,,,50-49,2,N. Noel makes 2-pt shot at rim (assist by R. Covington)
8:38.0,Charlotte full timeout,,50-49,,
8:30.0,,,50-49,,Personal foul by J. Sampson (drawn by G. Neal)
8:21.0,A. Jefferson misses 2-pt shot from 11 ft,,50-49,,
8:19.0,,,50-49,,Defensive rebound by J. Sampson
8:06.0,,,50-49,,L. Mbah a Moute misses 2-pt shot from 20 ft
8:04.0,Defensive rebound by G. Henderson,,50-49,,
7:58.0,Shooting foul by L. Mbah a Moute (drawn by G. Henderson),,50-49,,
7:58.0,G. Henderson makes free throw 1 of 2,1,51-49,,
7:58.0,,,51-49,,H. Thompson enters the game for J. Sampson
7:58.0,G. Henderson makes free throw 2 of 2,1,52-49,,
7:46.0,,,52-49,,R. Covington misses 2-pt shot from 18 ft
7:46.0,Defensive rebound by Team,,52-49,,
7:30.0,Turnover by A. Jefferson (bad pass),,52-49,,
7:10.0,,,52-51,2,N. Noel makes 2-pt shot from 8 ft (assist by T. Frazier)
6:50.0,B. Roberts misses 2-pt shot from 13 ft,,52-51,,
6:49.0,,,52-51,,Defensive rebound by L. Mbah a Moute
6:36.0,,,52-53,2,L. Mbah a Moute makes 2-pt shot from 1 ft
6:24.0,B. Roberts misses 3-pt shot from 28 ft,,52-53,,
6:22.0,,,52-53,,Defensive rebound by R. Covington
6:17.0,,,52-56,3,R. Covington makes 3-pt shot from 26 ft (assist by T. Frazier)
6:16.0,Charlotte full timeout,,52-56,,
6:04.0,,,52-56,,Violation by N. Noel (def goaltending)
6:04.0,A. Jefferson makes 2-pt shot from 1 ft (assist by G. Neal),2,54-56,,
5:53.0,,,54-56,,R. Covington misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by B. Roberts,,54-56,,
5:36.0,B. Roberts misses 3-pt shot from 23 ft,,54-56,,
5:34.0,,,54-56,,Defensive rebound by T. Frazier
5:28.0,,,54-59,3,H. Thompson makes 3-pt shot from 23 ft (assist by T. Frazier)
5:09.0,,,54-59,,Personal foul by R. Covington (drawn by G. Henderson)
5:09.0,,,54-59,,H. Sims enters the game for N. Noel
5:09.0,M. Williams enters the game for C. Zeller,,54-59,,
4:58.0,M. Williams misses 3-pt shot from 25 ft,,54-59,,
4:56.0,,,54-59,,Defensive rebound by R. Covington
4:38.0,Personal foul by G. Henderson (drawn by L. Mbah a Moute),,54-59,,
4:38.0,Charlotte full timeout,,54-59,,
4:38.0,L. Stephenson enters the game for G. Henderson,,54-59,,
4:23.0,,,54-62,3,R. Covington makes 3-pt shot from 24 ft (assist by H. Thompson)
3:54.0,L. Stephenson misses 3-pt shot from 24 ft,,54-62,,
3:52.0,,,54-62,,Defensive rebound by H. Sims
3:44.0,,,54-62,,Shooting foul by A. Jefferson (drawn by H. Thompson)
3:44.0,,,54-63,1,H. Thompson makes free throw 1 of 2
3:44.0,,,54-64,1,H. Thompson makes free throw 2 of 2
3:32.0,,,54-64,,Personal foul by L. Mbah a Moute (drawn by M. Williams)
3:32.0,,,54-64,,K. McDaniels enters the game for L. Mbah a Moute
3:32.0,,,54-64,,J. Grant enters the game for R. Covington
3:32.0,J. Maxiell enters the game for A. Jefferson,,54-64,,
3:32.0,G. Henderson enters the game for G. Neal,,54-64,,
3:32.0,M. Williams makes free throw 1 of 2,1,55-64,,
3:32.0,M. Williams makes free throw 2 of 2,1,56-64,,
3:32.0,,,56-64,,Philadelphia full timeout
3:19.0,,,56-66,2,H. Sims makes 2-pt shot from 17 ft (assist by J. Grant)
2:49.0,B. Roberts misses 3-pt shot from 25 ft,,56-66,,
2:49.0,,,56-66,,Defensive rebound by Team
2:30.0,,,56-68,2,J. Grant makes 2-pt shot from 1 ft
2:22.0,,,56-68,,Personal foul by J. Grant (drawn by M. Williams)
2:22.0,M. Williams makes free throw 1 of 2,1,57-68,,
2:22.0,,,57-68,,J. Sampson enters the game for T. Frazier
2:22.0,M. Williams misses free throw 2 of 2,,57-68,,
2:21.0,Offensive rebound by J. Maxiell,,57-68,,
2:14.0,G. Henderson misses 2-pt shot from 10 ft,,57-68,,
2:13.0,,,57-68,,Defensive rebound by J. Grant
2:01.0,,,57-68,,Shooting foul by J. Maxiell (drawn by H. Sims)
2:01.0,,,57-69,1,H. Sims makes free throw 1 of 2
2:01.0,J. Taylor enters the game for B. Roberts,,57-69,,
2:01.0,,,57-70,1,H. Sims makes free throw 2 of 2
1:44.0,G. Henderson misses 3-pt shot from 25 ft,,57-70,,
1:42.0,,,57-70,,Defensive rebound by H. Thompson
1:29.0,,,57-70,,Shooting foul by J. Maxiell (drawn by K. McDaniels)
1:29.0,,,57-70,,K. McDaniels misses free throw 1 of 2
1:29.0,,,57-70,,Offensive rebound by Team
1:29.0,C. Zeller enters the game for J. Maxiell,,57-70,,
1:29.0,,,57-70,,K. McDaniels misses free throw 2 of 2
1:27.0,Defensive rebound by G. Henderson,,57-70,,
1:16.0,Turnover by C. Zeller (bad pass),,57-70,,
1:06.0,,,57-70,,H. Sims misses 2-pt shot from 16 ft
1:04.0,Defensive rebound by G. Henderson,,57-70,,
1:00.0,G. Henderson makes 2-pt shot from 1 ft,2,59-70,,
0:47.0,,,59-70,,J. Sampson misses 3-pt shot from 24 ft
0:45.0,,,59-70,,Offensive rebound by J. Grant
0:43.0,,,59-70,,J. Grant misses 2-pt shot from 3 ft
0:42.0,Defensive rebound by C. Zeller,,59-70,,
0:29.0,Shooting foul by K. McDaniels (drawn by C. Zeller),,59-70,,
0:29.0,C. Zeller makes free throw 1 of 2,1,60-70,,
0:29.0,,,60-70,,T. Frazier enters the game for K. McDaniels
0:29.0,,,60-70,,R. Covington enters the game for J. Sampson
0:29.0,C. Zeller makes free throw 2 of 2,1,61-70,,
0:08.0,,,61-70,,T. Frazier misses 2-pt shot from 18 ft
0:06.0,Defensive rebound by J. Taylor,,61-70,,
0:01.0,J. Taylor misses 3-pt shot from 27 ft,,61-70,,
0:00.0,Offensive rebound by Team,,61-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Offensive foul by M. Williams,,61-70,,
11:50.0,Turnover by M. Williams (offensive foul),,61-70,,
11:37.0,,,61-72,2,K. McDaniels makes 2-pt shot from 3 ft (assist by H. Sims)
11:21.0,J. Taylor makes 3-pt shot from 23 ft (assist by G. Henderson),3,64-72,,
11:04.0,,,64-72,,J. Grant misses 2-pt shot from 17 ft
11:02.0,,,64-72,,Offensive rebound by K. McDaniels
11:00.0,,,64-72,,Offensive charge foul by K. McDaniels
11:00.0,,,64-72,,Turnover by K. McDaniels (offensive foul)
10:47.0,Turnover by J. Taylor (bad pass),,64-72,,
10:24.0,,,64-74,2,H. Sims makes 2-pt shot from 1 ft
10:01.0,G. Henderson misses 2-pt shot from 18 ft,,64-74,,
9:59.0,,,64-74,,Defensive rebound by K. McDaniels
9:52.0,,,64-74,,H. Sims misses 2-pt shot from 17 ft
9:50.0,Defensive rebound by L. Stephenson,,64-74,,
9:45.0,C. Zeller misses 2-pt shot from 3 ft (block by K. McDaniels),,64-74,,
9:45.0,Offensive rebound by Team,,64-74,,
9:43.0,J. Taylor makes 2-pt shot from 1 ft (assist by L. Stephenson),2,66-74,,
9:43.0,Shooting foul by J. Sampson (drawn by J. Taylor),,66-74,,
9:43.0,,,66-74,,N. Noel enters the game for H. Sims
9:43.0,J. Taylor makes free throw 1 of 1,1,67-74,,
9:37.0,Personal foul by C. Zeller (drawn by N. Noel),,67-74,,
9:37.0,,,67-74,,L. Mbah a Moute enters the game for J. Grant
9:37.0,,,67-74,,R. Covington enters the game for H. Thompson
9:21.0,,,67-74,,Turnover by R. Covington (bad pass; steal by M. Williams)
9:09.0,G. Henderson makes 2-pt shot from 2 ft (assist by J. Taylor),2,69-74,,
8:46.0,,,69-74,,R. Covington misses 3-pt shot from 23 ft
8:44.0,Defensive rebound by M. Williams,,69-74,,
8:36.0,L. Stephenson misses 3-pt shot from 25 ft,,69-74,,
8:34.0,,,69-74,,Defensive rebound by K. McDaniels
8:29.0,,,69-74,,Philadelphia full timeout
8:29.0,,,69-74,,T. Frazier enters the game for J. Sampson
8:21.0,,,69-74,,Turnover by N. Noel (bad pass; steal by M. Williams)
8:12.0,G. Henderson misses 2-pt shot from 11 ft,,69-74,,
8:10.0,,,69-74,,Defensive rebound by Team
7:49.0,,,69-76,2,L. Mbah a Moute makes 2-pt shot from 5 ft (assist by K. McDaniels)
7:31.0,C. Zeller misses 2-pt shot from 2 ft (block by N. Noel),,69-76,,
7:28.0,,,69-76,,Defensive rebound by K. McDaniels
7:14.0,,,69-78,2,R. Covington makes 2-pt shot at rim (assist by T. Frazier)
6:56.0,G. Henderson misses 2-pt shot from 2 ft,,69-78,,
6:53.0,,,69-78,,Defensive rebound by L. Mbah a Moute
6:49.0,,,69-81,3,R. Covington makes 3-pt shot from 25 ft (assist by T. Frazier)
6:48.0,Charlotte full timeout,,69-81,,
6:48.0,B. Roberts enters the game for C. Zeller,,69-81,,
6:48.0,A. Jefferson enters the game for J. Taylor,,69-81,,
6:48.0,,,69-81,,H. Thompson enters the game for K. McDaniels
