time,LA Clippers,pts.away,score,pts.home,Houston
8:01.0,,,8-8,,Shooting foul by A. Rivers (drawn by J. Terry)
8:01.0,,,8-8,,J. Terry misses free throw 1 of 3
8:01.0,,,8-8,,Offensive rebound by Team
8:01.0,,,8-9,1,J. Terry makes free throw 2 of 3
8:01.0,,,8-10,1,J. Terry makes free throw 3 of 3
7:51.0,A. Rivers misses 2-pt shot from 2 ft (block by D. Howard),,8-10,,
7:50.0,,,8-10,,Defensive rebound by T. Ariza
7:42.0,,,8-10,,J. Harden misses 3-pt shot from 25 ft
7:42.0,Defensive rebound by Team,,8-10,,
7:42.0,,,8-10,,Loose ball foul by T. Jones (drawn by B. Griffin)
7:42.0,,,8-10,,J. Smith enters the game for T. Jones
7:32.0,A. Rivers misses 3-pt shot from 26 ft,,8-10,,
7:31.0,,,8-10,,Defensive rebound by D. Howard
7:21.0,,,8-12,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
7:21.0,,,8-12,,Shooting foul by A. Rivers (drawn by D. Howard)
7:21.0,J. Crawford enters the game for A. Rivers,,8-12,,
7:21.0,,,8-12,,D. Howard misses free throw 1 of 1
7:21.0,Defensive rebound by M. Barnes,,8-12,,
7:08.0,,,8-12,,Personal foul by J. Smith (drawn by B. Griffin)
6:59.0,B. Griffin misses 2-pt shot from 10 ft,,8-12,,
6:58.0,,,8-12,,Defensive rebound by D. Howard
6:50.0,,,8-12,,J. Smith misses 3-pt shot from 24 ft
6:49.0,,,8-12,,Offensive rebound by D. Howard
6:40.0,,,8-12,,J. Smith misses 2-pt shot from 7 ft
6:39.0,Defensive rebound by B. Griffin,,8-12,,
6:32.0,B. Griffin makes 2-pt shot from 2 ft,2,10-12,,
6:23.0,,,10-14,2,D. Howard makes 2-pt shot at rim (assist by J. Terry)
6:08.0,J. Redick misses 3-pt shot from 25 ft,,10-14,,
6:07.0,,,10-14,,Defensive rebound by J. Terry
5:59.0,,,10-14,,J. Harden misses 3-pt shot from 23 ft
5:57.0,,,10-14,,Offensive rebound by J. Smith
5:57.0,,,10-16,2,J. Smith makes 2-pt shot from 1 ft
5:57.0,LA Clippers full timeout,,10-16,,
5:57.0,,,10-16,,P. Prigioni enters the game for J. Terry
5:50.0,G. Davis makes 2-pt shot from 20 ft (assist by B. Griffin),2,12-16,,
5:39.0,,,12-16,,Turnover by J. Harden (lost ball; steal by G. Davis)
5:35.0,M. Barnes makes 2-pt shot at rim (assist by J. Crawford),2,14-16,,
5:28.0,,,14-18,2,J. Smith makes 2-pt shot from 6 ft (assist by P. Prigioni)
5:12.0,G. Davis misses 2-pt shot from 19 ft,,14-18,,
5:11.0,,,14-18,,Defensive rebound by D. Howard
5:04.0,,,14-20,2,J. Harden makes 2-pt shot from 1 ft
4:59.0,Shooting foul by D. Howard (drawn by B. Griffin),,14-20,,
4:59.0,B. Griffin makes free throw 1 of 2,1,15-20,,
4:59.0,B. Griffin makes free throw 2 of 2,1,16-20,,
4:49.0,,,16-20,,Turnover by D. Howard (bad pass)
4:34.0,B. Griffin misses 2-pt shot from 4 ft,,16-20,,
4:33.0,,,16-20,,Defensive rebound by J. Smith
4:16.0,,,16-20,,J. Smith misses 2-pt shot from 5 ft
4:15.0,Defensive rebound by M. Barnes,,16-20,,
4:08.0,B. Griffin makes 2-pt shot at rim (assist by J. Crawford),2,18-20,,
3:56.0,,,18-22,2,D. Howard makes 2-pt shot from 1 ft (assist by P. Prigioni)
3:45.0,J. Crawford misses 3-pt shot from 26 ft,,18-22,,
3:44.0,,,18-22,,Defensive rebound by D. Howard
3:34.0,,,18-24,2,J. Harden makes 2-pt shot from 2 ft
3:21.0,B. Griffin misses 2-pt shot from 4 ft (block by J. Smith),,18-24,,
3:19.0,Offensive rebound by J. Crawford,,18-24,,
3:13.0,B. Griffin makes 2-pt shot from 1 ft (assist by M. Barnes),2,20-24,,
3:02.0,,,20-27,3,P. Prigioni makes 3-pt shot from 26 ft (assist by D. Howard)
2:49.0,,,20-27,,Personal foul by P. Prigioni (drawn by J. Redick)
2:49.0,,,20-27,,Houston full timeout
2:49.0,,,20-27,,C. Capela enters the game for D. Howard
2:49.0,,,20-27,,C. Brewer enters the game for T. Ariza
2:49.0,H. Turkoglu enters the game for B. Griffin,,20-27,,
2:49.0,J. Redick makes free throw 1 of 2,1,21-27,,
2:49.0,J. Redick makes free throw 2 of 2,1,22-27,,
2:30.0,,,22-29,2,C. Brewer makes 2-pt shot from 6 ft (assist by J. Harden)
2:12.0,J. Crawford misses 2-pt shot from 20 ft,,22-29,,
2:11.0,,,22-29,,Defensive rebound by C. Capela
1:53.0,,,22-29,,C. Brewer misses 3-pt shot from 23 ft
1:52.0,,,22-29,,Offensive rebound by C. Capela
1:48.0,,,22-29,,J. Harden misses 3-pt shot from 25 ft
1:47.0,,,22-29,,Offensive rebound by Team
1:37.0,,,22-29,,J. Harden misses 3-pt shot from 25 ft
1:36.0,Defensive rebound by G. Davis,,22-29,,
1:17.0,G. Davis misses 2-pt shot from 2 ft (block by J. Harden),,22-29,,
1:16.0,,,22-29,,Defensive rebound by C. Capela
1:11.0,,,22-29,,Shooting foul by H. Turkoglu (drawn by J. Smith)
1:11.0,,,22-29,,J. Smith misses free throw 1 of 2
1:11.0,,,22-29,,Offensive rebound by Team
1:11.0,L. Hudson enters the game for J. Redick,,22-29,,
1:11.0,,,22-30,1,J. Smith makes free throw 2 of 2
1:09.0,,,22-30,,Personal foul by C. Brewer (drawn by J. Crawford)
1:09.0,J. Crawford makes free throw 1 of 2,1,23-30,,
1:09.0,D. Jones enters the game for M. Barnes,,23-30,,
1:09.0,J. Crawford makes free throw 2 of 2,1,24-30,,
1:07.0,,,24-32,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
1:03.0,Offensive foul by L. Hudson,,24-32,,
1:03.0,Turnover by L. Hudson (offensive foul),,24-32,,
1:03.0,M. Barnes enters the game for D. Jones,,24-32,,
1:03.0,,,24-32,,T. Jones enters the game for C. Capela
0:57.0,,,24-32,,J. Smith misses 2-pt shot from 6 ft (block by L. Hudson)
0:55.0,,,24-32,,Offensive rebound by J. Smith
0:49.0,,,24-32,,T. Jones misses 2-pt shot from 10 ft
0:45.0,,,24-32,,Offensive rebound by C. Brewer
0:45.0,,,24-32,,C. Brewer misses 2-pt shot from 2 ft
0:44.0,Defensive rebound by G. Davis,,24-32,,
0:40.0,J. Crawford misses 2-pt shot from 2 ft,,24-32,,
0:38.0,,,24-32,,Defensive rebound by J. Smith
0:34.0,,,24-32,,Shooting foul by M. Barnes (drawn by J. Harden)
0:34.0,Technical foul by M. Barnes (drawn by J. Harden),,24-32,,
0:34.0,,,24-33,1,J. Harden makes technical free throw
0:34.0,,,24-34,1,J. Harden makes free throw 1 of 2
0:34.0,J. Redick enters the game for M. Barnes,,24-34,,
0:34.0,,,24-34,,J. Terry enters the game for P. Prigioni
0:34.0,,,24-35,1,J. Harden makes free throw 2 of 2
0:11.0,J. Crawford misses 2-pt shot from 6 ft (block by J. Smith),,24-35,,
0:09.0,,,24-35,,Defensive rebound by J. Smith
0:04.0,,,24-35,,Turnover by J. Harden (bad pass)
0:00.0,J. Crawford misses 3-pt shot from 39 ft,,24-35,,
0:00.0,Offensive rebound by Team,,24-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,Shooting foul by T. Ariza (drawn by J. Crawford),,24-35,,
11:40.0,J. Crawford makes free throw 1 of 3,1,25-35,,
11:40.0,J. Crawford makes free throw 2 of 3,1,26-35,,
11:40.0,J. Crawford misses free throw 3 of 3,,26-35,,
11:40.0,,,26-35,,Defensive rebound by D. Howard
11:18.0,,,26-35,,Turnover by C. Brewer (lost ball; steal by L. Hudson)
11:13.0,D. Jordan makes 2-pt shot at rim (assist by L. Hudson),2,28-35,,
11:03.0,,,28-35,,T. Jones misses 2-pt shot from 7 ft
11:02.0,Defensive rebound by D. Jordan,,28-35,,
10:55.0,,,28-35,,Personal foul by T. Ariza (drawn by J. Crawford)
10:54.0,Turnover by L. Hudson (bad pass; steal by C. Brewer),,28-35,,
10:51.0,,,28-37,2,T. Ariza makes 2-pt shot from 1 ft (assist by C. Brewer)
10:40.0,L. Hudson makes 2-pt shot from 21 ft,2,30-37,,
10:28.0,,,30-39,2,C. Brewer makes 2-pt shot from 20 ft
10:09.0,H. Turkoglu makes 3-pt shot from 23 ft (assist by J. Redick),3,33-39,,
9:53.0,,,33-39,,P. Prigioni misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by D. Jordan,,33-39,,
9:42.0,D. Jordan makes 2-pt shot at rim (assist by J. Crawford),2,35-39,,
9:36.0,,,35-39,,Houston full timeout
9:22.0,Personal foul by H. Turkoglu (drawn by D. Howard),,35-39,,
9:13.0,,,35-39,,P. Prigioni misses 3-pt shot from 26 ft
9:12.0,Defensive rebound by D. Jordan,,35-39,,
8:57.0,,,35-39,,Personal foul by C. Brewer (drawn by H. Turkoglu)
8:57.0,,,35-39,,J. Smith enters the game for T. Jones
8:57.0,B. Griffin enters the game for H. Turkoglu,,35-39,,
8:47.0,L. Hudson makes 3-pt shot from 23 ft (assist by J. Crawford),3,38-39,,
8:30.0,,,38-39,,D. Howard misses 2-pt shot from 8 ft
8:29.0,,,38-39,,Offensive rebound by T. Ariza
8:29.0,,,38-39,,T. Ariza misses 2-pt shot from 1 ft
8:28.0,Defensive rebound by B. Griffin,,38-39,,
8:19.0,B. Griffin makes 2-pt shot from 21 ft,2,40-39,,
8:08.0,,,40-39,,C. Brewer misses 2-pt shot from 1 ft
8:07.0,Defensive rebound by D. Jordan,,40-39,,
7:58.0,J. Redick misses 3-pt shot from 24 ft,,40-39,,
7:57.0,,,40-39,,Defensive rebound by T. Ariza
7:53.0,,,40-39,,C. Brewer misses 2-pt shot from 2 ft
7:52.0,Defensive rebound by D. Jordan,,40-39,,
7:46.0,B. Griffin makes 2-pt shot from 2 ft (assist by L. Hudson),2,42-39,,
7:28.0,,,42-39,,Shooting foul by L. Hudson (drawn by P. Prigioni)
7:28.0,,,42-40,1,P. Prigioni makes free throw 1 of 2
7:28.0,A. Rivers enters the game for L. Hudson,,42-40,,
7:28.0,,,42-40,,J. Harden enters the game for C. Brewer
7:28.0,,,42-41,1,P. Prigioni makes free throw 2 of 2
7:16.0,Shooting foul by D. Howard (drawn by A. Rivers),,42-41,,
7:16.0,A. Rivers makes free throw 1 of 2,1,43-41,,
7:16.0,,,43-41,,J. Terry enters the game for P. Prigioni
7:16.0,A. Rivers misses free throw 2 of 2,,43-41,,
7:16.0,,,43-41,,Defensive rebound by J. Smith
7:06.0,,,43-41,,Turnover by J. Harden (bad pass)
6:49.0,B. Griffin makes 2-pt shot from 9 ft,2,45-41,,
6:32.0,,,45-43,2,J. Smith makes 2-pt shot from 17 ft (assist by T. Ariza)
6:14.0,B. Griffin makes 2-pt shot from 20 ft (assist by J. Crawford),2,47-43,,
5:51.0,,,47-43,,Turnover by J. Terry (lost ball; steal by D. Jordan)
5:48.0,Turnover by D. Jordan (bad pass; steal by T. Ariza),,47-43,,
5:40.0,,,47-45,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
5:21.0,A. Rivers misses 2-pt shot from 10 ft,,47-45,,
5:20.0,Offensive rebound by D. Jordan,,47-45,,
5:20.0,D. Jordan makes 2-pt shot at rim,2,49-45,,
5:05.0,,,49-47,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
4:48.0,J. Redick makes 3-pt shot from 23 ft,3,52-47,,
4:36.0,,,52-49,2,J. Terry makes 2-pt shot from 7 ft
4:21.0,J. Crawford misses 2-pt shot from 16 ft,,52-49,,
4:20.0,,,52-49,,Defensive rebound by Team
4:20.0,Official timeout,,52-49,,
4:20.0,M. Barnes enters the game for J. Crawford,,52-49,,
4:20.0,,,52-49,,C. Capela enters the game for D. Howard
3:58.0,,,52-49,,J. Smith misses 2-pt shot from 16 ft
3:58.0,Defensive rebound by Team,,52-49,,
3:40.0,A. Rivers misses 3-pt shot from 26 ft,,52-49,,
3:39.0,Offensive rebound by D. Jordan,,52-49,,
3:39.0,,,52-49,,Personal foul by C. Capela (drawn by D. Jordan)
3:39.0,D. Jordan makes free throw 1 of 2,1,53-49,,
3:39.0,D. Jordan makes free throw 2 of 2,1,54-49,,
3:21.0,,,54-49,,J. Harden misses 3-pt shot from 27 ft
3:20.0,Defensive rebound by B. Griffin,,54-49,,
3:02.0,B. Griffin makes 2-pt shot from 1 ft,2,56-49,,
2:51.0,,,56-49,,Turnover by J. Harden (bad pass; steal by M. Barnes)
2:49.0,Turnover by M. Barnes (bad pass),,56-49,,
2:49.0,LA Clippers full timeout,,56-49,,
2:49.0,,,56-49,,D. Howard enters the game for J. Smith
2:49.0,,,56-49,,T. Jones enters the game for C. Capela
2:34.0,,,56-51,2,T. Jones makes 2-pt shot from 6 ft (assist by J. Harden)
2:19.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,58-51,,
2:05.0,,,58-51,,J. Terry misses 3-pt shot from 23 ft
2:03.0,,,58-51,,Offensive rebound by D. Howard
2:03.0,,,58-51,,Shooting foul by J. Redick (drawn by D. Howard)
2:03.0,,,58-52,1,D. Howard makes free throw 1 of 2
2:03.0,J. Crawford enters the game for A. Rivers,,58-52,,
2:03.0,G. Davis enters the game for D. Jordan,,58-52,,
2:03.0,,,58-52,,D. Howard misses free throw 2 of 2
2:03.0,Defensive rebound by B. Griffin,,58-52,,
1:39.0,B. Griffin makes 2-pt shot from 8 ft,2,60-52,,
1:30.0,Personal foul by G. Davis (drawn by J. Harden),,60-52,,
1:20.0,,,60-52,,T. Jones misses 2-pt shot from 20 ft
1:20.0,Defensive rebound by M. Barnes,,60-52,,
1:06.0,J. Crawford misses 3-pt shot from 26 ft,,60-52,,
1:05.0,,,60-52,,Defensive rebound by J. Terry
0:57.0,,,60-52,,Offensive charge foul by J. Harden
0:57.0,,,60-52,,Turnover by J. Harden (offensive foul)
0:40.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin),3,63-52,,
0:30.0,,,63-55,3,J. Harden makes 3-pt shot from 28 ft
0:08.0,J. Crawford makes 2-pt shot from 10 ft,2,65-55,,
0:01.0,,,65-55,,T. Jones misses 2-pt shot from 4 ft (block by B. Griffin)
0:00.0,,,65-55,,Offensive rebound by D. Howard
0:00.0,Personal foul by G. Davis (drawn by D. Howard),,65-55,,
0:00.0,,,65-56,1,D. Howard makes free throw 1 of 2
0:00.0,,,65-56,,D. Howard misses free throw 2 of 2
0:00.0,,,65-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:35.0,J. Redick misses 2-pt shot from 21 ft,,65-56,,
11:35.0,Offensive rebound by Team,,65-56,,
11:35.0,Turnover by Team (shot clock),,65-56,,
11:16.0,Personal foul by B. Griffin (drawn by D. Howard),,65-56,,
11:07.0,,,65-56,,Shooting foul by B. Griffin (drawn by D. Howard)
11:07.0,,,65-56,,D. Howard misses free throw 1 of 2
11:07.0,,,65-56,,Offensive rebound by Team
11:07.0,,,65-56,,D. Howard misses free throw 2 of 2
11:07.0,,,65-56,,Offensive rebound by Team
10:57.0,,,65-56,,J. Harden misses 2-pt shot from 18 ft
10:56.0,Defensive rebound by B. Griffin,,65-56,,
10:49.0,Shooting foul by J. Harden (drawn by J. Redick),,65-56,,
10:49.0,J. Redick makes free throw 1 of 2,1,66-56,,
10:49.0,J. Redick makes free throw 2 of 2,1,67-56,,
10:32.0,,,67-56,,D. Howard misses 2-pt shot from 4 ft (block by D. Jordan)
10:32.0,,,67-56,,Offensive rebound by Team
10:32.0,,,67-56,,Offensive foul by J. Harden
10:32.0,,,67-56,,Turnover by J. Harden (offensive foul)
10:32.0,,,67-56,,C. Brewer enters the game for J. Harden
10:30.0,Shooting foul by D. Howard (drawn by B. Griffin),,67-56,,
10:30.0,B. Griffin makes 2-pt shot from 2 ft (assist by M. Barnes),2,69-56,,
10:30.0,B. Griffin misses free throw 1 of 1,,69-56,,
10:30.0,,,69-56,,Defensive rebound by T. Jones
10:14.0,,,69-56,,Shooting foul by M. Barnes (drawn by C. Brewer)
10:14.0,,,69-56,,C. Brewer misses free throw 1 of 2
10:14.0,,,69-56,,Offensive rebound by Team
10:14.0,,,69-56,,C. Brewer misses free throw 2 of 2
10:14.0,Defensive rebound by D. Jordan,,69-56,,
9:53.0,J. Redick misses 3-pt shot from 24 ft,,69-56,,
9:51.0,Offensive rebound by D. Jordan,,69-56,,
9:46.0,M. Barnes misses 3-pt shot from 23 ft,,69-56,,
9:45.0,,,69-56,,Defensive rebound by T. Jones
9:39.0,Personal foul by D. Jordan (drawn by D. Howard),,69-56,,
9:30.0,,,69-56,,Shooting foul by J. Redick (drawn by T. Ariza)
9:30.0,,,69-57,1,T. Ariza makes free throw 1 of 3
9:30.0,,,69-58,1,T. Ariza makes free throw 2 of 3
9:30.0,,,69-59,1,T. Ariza makes free throw 3 of 3
9:23.0,M. Barnes misses 3-pt shot from 25 ft,,69-59,,
9:20.0,,,69-59,,Defensive rebound by T. Ariza
9:18.0,,,69-61,2,T. Jones makes 2-pt shot at rim (assist by T. Ariza)
9:03.0,A. Rivers makes 2-pt shot from 2 ft,2,71-61,,
8:42.0,,,71-61,,T. Jones misses 2-pt shot from 8 ft
8:42.0,Defensive rebound by Team,,71-61,,
8:42.0,,,71-61,,Loose ball foul by T. Ariza (drawn by A. Rivers)
8:24.0,B. Griffin misses 2-pt shot from 20 ft,,71-61,,
8:23.0,,,71-61,,Defensive rebound by T. Ariza
8:16.0,,,71-61,,T. Jones misses 2-pt shot from 15 ft
8:15.0,,,71-61,,Offensive rebound by D. Howard
8:12.0,,,71-63,2,D. Howard makes 2-pt shot at rim
7:55.0,A. Rivers misses 2-pt shot from 2 ft (block by T. Jones),,71-63,,
7:54.0,,,71-63,,Defensive rebound by T. Ariza
7:35.0,,,71-65,2,J. Terry makes 2-pt shot from 17 ft (assist by D. Howard)
7:34.0,LA Clippers full timeout,,71-65,,
7:22.0,,,71-65,,Personal foul by D. Howard (drawn by B. Griffin)
7:12.0,Turnover by B. Griffin (bad pass; steal by T. Jones),,71-65,,
7:10.0,,,71-65,,Shooting foul by B. Griffin (drawn by T. Jones)
7:10.0,,,71-66,1,T. Jones makes free throw 1 of 2
7:10.0,,,71-67,1,T. Jones makes free throw 2 of 2
6:53.0,J. Crawford enters the game for A. Rivers,,71-67,,
6:52.0,,,71-67,,Violation by D. Howard (def goaltending)
6:52.0,J. Redick makes 2-pt shot from 1 ft (assist by M. Barnes),2,73-67,,
6:41.0,,,73-69,2,T. Jones makes 2-pt shot from 8 ft (assist by D. Howard)
6:18.0,J. Crawford misses 3-pt shot from 26 ft,,73-69,,
6:17.0,,,73-69,,Defensive rebound by D. Howard
6:13.0,,,73-69,,Shooting foul by M. Barnes (drawn by C. Brewer)
6:13.0,,,73-69,,C. Brewer misses free throw 1 of 2
6:13.0,,,73-69,,Offensive rebound by Team
6:13.0,L. Hudson enters the game for M. Barnes,,73-69,,
6:13.0,,,73-70,1,C. Brewer makes free throw 2 of 2
5:52.0,J. Crawford misses 2-pt shot from 10 ft (block by D. Howard),,73-70,,
5:52.0,Offensive rebound by Team,,73-70,,
5:50.0,Shooting foul by T. Jones (drawn by D. Jordan),,73-70,,
5:50.0,D. Jordan makes free throw 1 of 2,1,74-70,,
5:50.0,D. Jordan makes free throw 2 of 2,1,75-70,,
5:34.0,,,75-70,,T. Ariza misses 2-pt shot from 18 ft
5:33.0,Defensive rebound by D. Jordan,,75-70,,
5:17.0,Turnover by B. Griffin (bad pass; steal by D. Howard),,75-70,,
5:08.0,,,75-70,,Shooting foul by L. Hudson (drawn by J. Terry)
5:08.0,,,75-71,1,J. Terry makes free throw 1 of 2
5:08.0,,,75-72,1,J. Terry makes free throw 2 of 2
4:52.0,J. Crawford misses 3-pt shot from 26 ft,,75-72,,
4:50.0,Offensive rebound by D. Jordan,,75-72,,
4:49.0,D. Jordan makes 2-pt shot at rim,2,77-72,,
4:37.0,Personal foul by D. Jordan (drawn by D. Howard),,77-72,,
4:37.0,,,77-72,,D. Howard misses free throw 1 of 2
4:37.0,,,77-72,,Offensive rebound by Team
4:37.0,,,77-72,,J. Smith enters the game for T. Jones
4:37.0,G. Davis enters the game for D. Jordan,,77-72,,
4:37.0,,,77-73,1,D. Howard makes free throw 2 of 2
4:26.0,,,77-73,,Personal foul by J. Smith (drawn by B. Griffin)
4:26.0,B. Griffin makes free throw 1 of 2,1,78-73,,
4:26.0,E. Udoh enters the game for G. Davis,,78-73,,
4:26.0,,,78-73,,T. Jones enters the game for D. Howard
4:26.0,B. Griffin makes free throw 2 of 2,1,79-73,,
4:24.0,Personal take foul by E. Udoh (drawn by J. Smith),,79-73,,
4:24.0,,,79-74,1,J. Smith makes free throw 1 of 2
4:24.0,G. Davis enters the game for E. Udoh,,79-74,,
4:24.0,,,79-74,,J. Smith misses free throw 2 of 2
4:24.0,Defensive rebound by B. Griffin,,79-74,,
4:08.0,J. Crawford makes 2-pt shot from 4 ft,2,81-74,,
3:52.0,,,81-74,,J. Smith misses 2-pt shot from 6 ft
3:51.0,Defensive rebound by B. Griffin,,81-74,,
3:30.0,B. Griffin misses 2-pt shot from 22 ft,,81-74,,
3:29.0,,,81-74,,Defensive rebound by T. Ariza
3:21.0,,,81-76,2,C. Brewer makes 2-pt shot from 3 ft
3:14.0,J. Crawford makes 2-pt shot from 2 ft,2,83-76,,
2:59.0,,,83-78,2,J. Terry makes 2-pt shot from 8 ft
2:32.0,B. Griffin misses 2-pt shot from 19 ft (block by T. Jones),,83-78,,
2:30.0,,,83-78,,Defensive rebound by J. Terry
2:23.0,,,83-78,,J. Terry misses 3-pt shot from 26 ft
2:22.0,Defensive rebound by J. Crawford,,83-78,,
2:08.0,J. Crawford makes 2-pt shot from 12 ft,2,85-78,,
2:07.0,,,85-78,,Houston full timeout
2:07.0,,,85-78,,J. Harden enters the game for T. Ariza
2:07.0,E. Udoh enters the game for G. Davis,,85-78,,
2:07.0,Personal take foul by E. Udoh (drawn by J. Smith),,85-78,,
2:07.0,,,85-78,,J. Smith misses free throw 1 of 2
2:07.0,,,85-78,,Offensive rebound by Team
2:07.0,G. Davis enters the game for E. Udoh,,85-78,,
2:07.0,,,85-78,,J. Smith misses free throw 2 of 2
2:07.0,Defensive rebound by B. Griffin,,85-78,,
1:53.0,J. Redick misses 2-pt shot from 10 ft,,85-78,,
1:52.0,,,85-78,,Defensive rebound by J. Harden
1:48.0,Personal foul by L. Hudson (drawn by J. Harden),,85-78,,
1:48.0,,,85-79,1,J. Harden makes free throw 1 of 2
1:48.0,H. Turkoglu enters the game for G. Davis,,85-79,,
1:48.0,,,85-79,,T. Ariza enters the game for J. Smith
1:48.0,,,85-80,1,J. Harden makes free throw 2 of 2
1:32.0,L. Hudson misses 2-pt shot from 7 ft (block by T. Jones),,85-80,,
1:31.0,,,85-80,,Defensive rebound by T. Ariza
1:25.0,,,85-80,,Shooting foul by H. Turkoglu (drawn by J. Harden)
1:25.0,,,85-81,1,J. Harden makes free throw 1 of 2
1:25.0,A. Rivers enters the game for L. Hudson,,85-81,,
1:25.0,,,85-82,1,J. Harden makes free throw 2 of 2
1:15.0,J. Crawford misses 3-pt shot from 26 ft,,85-82,,
1:13.0,,,85-82,,Defensive rebound by T. Jones
1:04.0,,,85-82,,T. Ariza misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by J. Crawford,,85-82,,
0:54.0,H. Turkoglu misses 2-pt shot from 20 ft,,85-82,,
0:52.0,,,85-82,,Defensive rebound by T. Jones
0:49.0,,,85-82,,Turnover by J. Harden (lost ball; steal by H. Turkoglu)
0:47.0,Jump ball: J. Terry vs. H. Turkoglu (J. Harden gains possession),,,,Jump ball: J. Terry vs. H. Turkoglu (J. Harden gains possession)
0:47.0,Turnover by H. Turkoglu (lost ball; steal by J. Terry),,85-82,,
0:35.0,,,85-82,,Shooting foul by H. Turkoglu (drawn by T. Ariza)
0:35.0,,,85-83,1,T. Ariza makes free throw 1 of 2
0:35.0,M. Barnes enters the game for H. Turkoglu,,85-83,,
0:35.0,,,85-83,,T. Ariza misses free throw 2 of 2
0:35.0,Defensive rebound by B. Griffin,,85-83,,
0:28.0,J. Crawford misses 2-pt shot from 2 ft,,85-83,,
0:27.0,Offensive rebound by J. Crawford,,85-83,,
0:04.0,J. Crawford misses 3-pt shot from 26 ft,,85-83,,
0:02.0,,,85-83,,Defensive rebound by C. Brewer
0:00.0,,,85-83,,C. Brewer misses 3-pt shot from 39 ft
0:00.0,,,85-83,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:54.0,Personal foul by A. Rivers (drawn by C. Brewer),,85-83,,
