time,Chicago,pts.away,score,pts.home,Brooklyn
10:33.0,,,27-24,2,J. Jack makes 2-pt shot from 15 ft
10:06.0,T. Snell misses 3-pt shot from 23 ft,,27-24,,
10:05.0,,,27-24,,Defensive rebound by C. Jefferson
9:54.0,,,27-24,,Turnover by J. Jack (bad pass; steal by J. Butler)
9:51.0,J. Butler makes 2-pt shot at rim,2,29-24,,
9:32.0,,,29-24,,B. Bogdanovic misses 2-pt shot from 12 ft
9:31.0,Defensive rebound by Team,,29-24,,
9:31.0,M. Dunleavy enters the game for J. Butler,,29-24,,
9:17.0,N. Mirotic misses 2-pt shot from 7 ft,,29-24,,
9:16.0,Offensive rebound by T. Gibson,,29-24,,
9:14.0,T. Gibson makes 2-pt shot from 2 ft,2,31-24,,
9:04.0,,,31-26,2,J. Jack makes 2-pt shot from 17 ft
8:56.0,,,31-26,,Personal foul by B. Bogdanovic (drawn by T. Gibson)
8:56.0,Official timeout,,31-26,,
8:50.0,A. Brooks makes 2-pt shot from 6 ft,2,33-26,,
8:38.0,,,33-26,,Shooting foul by T. Gibson (drawn by B. Bogdanovic)
8:38.0,,,33-27,1,B. Bogdanovic makes free throw 1 of 2
8:38.0,,,33-27,,B. Lopez enters the game for C. Jefferson
8:38.0,P. Gasol enters the game for T. Gibson,,33-27,,
8:38.0,,,33-28,1,B. Bogdanovic makes free throw 2 of 2
8:25.0,N. Mirotic makes 3-pt shot from 26 ft (assist by A. Brooks),3,36-28,,
8:09.0,,,36-30,2,J. Jack makes 2-pt shot from 6 ft
7:53.0,A. Brooks misses 3-pt shot from 25 ft,,36-30,,
7:52.0,,,36-30,,Defensive rebound by M. Plumlee
7:42.0,,,36-30,,J. Jack misses 2-pt shot from 15 ft
7:41.0,Defensive rebound by N. Mirotic,,36-30,,
7:32.0,N. Mirotic misses 3-pt shot from 26 ft,,36-30,,
7:31.0,,,36-30,,Defensive rebound by M. Brown
7:23.0,,,36-30,,M. Brown misses 2-pt shot from 10 ft
7:22.0,,,36-30,,Offensive rebound by M. Plumlee
7:11.0,,,36-30,,B. Lopez misses 2-pt shot from 11 ft
7:10.0,Defensive rebound by P. Gasol,,36-30,,
7:02.0,M. Dunleavy makes 3-pt shot from 23 ft (assist by A. Brooks),3,39-30,,
7:01.0,,,39-30,,Brooklyn full timeout
7:01.0,,,39-30,,D. Williams enters the game for M. Brown
6:43.0,,,39-33,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by D. Williams)
6:26.0,N. Mirotic misses 2-pt shot from 15 ft,,39-33,,
6:25.0,,,39-33,,Defensive rebound by M. Plumlee
6:24.0,Personal foul by N. Mirotic (drawn by M. Plumlee),,39-33,,
6:24.0,D. Rose enters the game for A. Brooks,,39-33,,
6:07.0,,,39-33,,Turnover by M. Plumlee (traveling)
6:07.0,T. Gibson enters the game for N. Mirotic,,39-33,,
5:58.0,Turnover by D. Rose (bad pass),,39-33,,
5:49.0,Personal foul by D. Rose (drawn by J. Jack),,39-33,,
5:49.0,,,39-33,,T. Young enters the game for M. Plumlee
5:49.0,,,39-33,,J. Johnson enters the game for B. Bogdanovic
5:49.0,J. Butler enters the game for M. Dunleavy,,39-33,,
5:42.0,,,39-33,,B. Lopez misses 2-pt shot from 18 ft
5:41.0,Defensive rebound by D. Rose,,39-33,,
5:38.0,P. Gasol makes 2-pt shot at rim (assist by D. Rose),2,41-33,,
5:29.0,,,41-33,,T. Young misses 3-pt shot from 24 ft
5:28.0,Defensive rebound by D. Rose,,41-33,,
5:16.0,D. Rose makes 2-pt shot from 19 ft,2,43-33,,
5:01.0,,,43-35,2,D. Williams makes 2-pt shot from 14 ft
4:46.0,D. Rose makes 3-pt shot from 25 ft (assist by T. Gibson),3,46-35,,
4:34.0,,,46-37,2,J. Jack makes 2-pt shot from 12 ft
4:21.0,T. Snell misses 3-pt shot from 23 ft,,46-37,,
4:20.0,,,46-37,,Defensive rebound by B. Lopez
4:09.0,,,46-37,,B. Lopez misses 2-pt shot from 9 ft
4:08.0,Defensive rebound by T. Gibson,,46-37,,
4:02.0,D. Rose makes 3-pt shot from 24 ft,3,49-37,,
3:45.0,,,49-37,,D. Williams misses 2-pt shot from 6 ft
3:44.0,Defensive rebound by P. Gasol,,49-37,,
3:30.0,Shooting foul by B. Lopez (drawn by T. Gibson),,49-37,,
3:30.0,T. Gibson makes free throw 1 of 2,1,50-37,,
3:30.0,,,50-37,,B. Bogdanovic enters the game for J. Jack
3:30.0,T. Gibson makes free throw 2 of 2,1,51-37,,
3:19.0,,,51-39,2,B. Lopez makes 2-pt shot at rim (assist by B. Bogdanovic)
3:03.0,J. Butler misses 2-pt shot from 16 ft,,51-39,,
3:01.0,Offensive rebound by P. Gasol,,51-39,,
2:59.0,D. Rose misses 3-pt shot from 25 ft,,51-39,,
2:58.0,,,51-39,,Defensive rebound by T. Young
2:51.0,,,51-41,2,D. Williams makes 2-pt shot from 1 ft
2:51.0,,,51-41,,Shooting foul by T. Gibson (drawn by D. Williams)
2:51.0,Chicago full timeout,,51-41,,
2:51.0,,,51-42,1,D. Williams makes free throw 1 of 1
2:26.0,Turnover by Team (shot clock),,51-42,,
2:09.0,,,51-42,,B. Lopez misses 2-pt shot from 7 ft
2:08.0,Defensive rebound by J. Butler,,51-42,,
1:55.0,D. Rose makes 2-pt shot from 2 ft,2,53-42,,
1:41.0,,,53-44,2,J. Johnson makes 2-pt shot from 9 ft
1:32.0,Turnover by P. Gasol (bad pass),,53-44,,
1:21.0,,,53-46,2,T. Young makes 2-pt shot from 1 ft (assist by J. Johnson)
1:07.0,D. Rose misses 2-pt shot from 15 ft,,53-46,,
1:06.0,Offensive rebound by Team,,53-46,,
1:06.0,,,53-46,,Loose ball foul by D. Williams (drawn by P. Gasol)
1:00.0,Shooting foul by B. Lopez (drawn by P. Gasol),,53-46,,
1:00.0,P. Gasol makes free throw 1 of 2,1,54-46,,
1:00.0,P. Gasol makes free throw 2 of 2,1,55-46,,
0:53.0,,,55-46,,D. Williams misses 2-pt shot from 4 ft
0:52.0,,,55-46,,Offensive rebound by B. Lopez
0:51.0,,,55-48,2,B. Lopez makes 2-pt shot from 1 ft
0:38.0,P. Gasol makes 2-pt shot from 17 ft (assist by D. Rose),2,57-48,,
0:29.0,,,57-48,,B. Bogdanovic misses 3-pt shot from 25 ft
0:28.0,,,57-48,,Offensive rebound by T. Young
0:26.0,,,57-48,,T. Young misses 2-pt shot from 2 ft (block by T. Gibson)
0:23.0,,,57-48,,Offensive rebound by T. Young
0:22.0,Personal foul by T. Snell (drawn by B. Bogdanovic),,57-48,,
0:22.0,,,57-49,1,B. Bogdanovic makes free throw 1 of 2
0:22.0,,,57-49,,M. Plumlee enters the game for B. Lopez
0:22.0,,,57-50,1,B. Bogdanovic makes free throw 2 of 2
0:04.0,D. Rose misses 2-pt shot from 5 ft (block by D. Williams),,57-50,,
0:03.0,Offensive rebound by Team,,57-50,,
0:01.0,P. Gasol misses 2-pt shot from 16 ft,,57-50,,
0:00.0,Offensive rebound by Team,,57-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,57-52,2,J. Johnson makes 2-pt shot from 7 ft
11:18.0,M. Dunleavy makes 2-pt shot from 17 ft (assist by D. Rose),2,59-52,,
10:55.0,,,59-52,,J. Johnson misses 2-pt shot from 1 ft
10:53.0,Defensive rebound by T. Gibson,,59-52,,
10:40.0,T. Gibson makes 2-pt shot at rim (assist by D. Rose),2,61-52,,
10:26.0,,,61-54,2,T. Young makes 2-pt shot from 1 ft (assist by D. Williams)
10:03.0,J. Butler makes 2-pt shot from 19 ft (assist by P. Gasol),2,63-54,,
9:48.0,,,63-54,,Turnover by J. Johnson (lost ball)
9:24.0,J. Butler makes 3-pt shot from 22 ft (assist by P. Gasol),3,66-54,,
9:02.0,,,66-54,,Shooting foul by J. Butler (drawn by T. Young)
9:02.0,,,66-55,1,T. Young makes free throw 1 of 2
9:02.0,,,66-56,1,T. Young makes free throw 2 of 2
8:42.0,D. Rose misses 3-pt shot from 24 ft,,66-56,,
8:41.0,,,66-56,,Defensive rebound by T. Young
8:28.0,,,66-56,,D. Williams misses 3-pt shot from 23 ft
8:27.0,Defensive rebound by Team,,66-56,,
8:18.0,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol),2,68-56,,
8:05.0,,,68-56,,T. Young misses 2-pt shot from 5 ft
8:04.0,Defensive rebound by P. Gasol,,68-56,,
7:57.0,Shooting foul by B. Lopez (drawn by T. Gibson),,68-56,,
7:57.0,T. Gibson misses free throw 1 of 2,,68-56,,
7:57.0,Offensive rebound by Team,,68-56,,
7:57.0,T. Gibson makes free throw 2 of 2,1,69-56,,
7:49.0,,,69-56,,D. Williams misses 2-pt shot from 2 ft (block by T. Gibson)
7:48.0,,,69-56,,Offensive rebound by Team
7:40.0,,,69-56,,B. Bogdanovic misses 2-pt shot from 3 ft (block by T. Gibson)
7:39.0,,,69-56,,Offensive rebound by B. Lopez
7:38.0,,,69-56,,Shooting foul by T. Gibson (drawn by B. Lopez)
7:38.0,,,69-56,,B. Lopez misses free throw 1 of 2
7:38.0,,,69-56,,Offensive rebound by Team
7:38.0,,,69-57,1,B. Lopez makes free throw 2 of 2
7:24.0,J. Butler makes 2-pt shot from 1 ft (assist by P. Gasol),2,71-57,,
7:04.0,,,71-59,2,D. Williams makes 2-pt shot from 2 ft
6:43.0,P. Gasol makes 2-pt shot from 15 ft,2,73-59,,
6:28.0,,,73-59,,T. Young misses 2-pt shot from 2 ft (block by T. Gibson)
6:27.0,,,73-59,,Offensive rebound by T. Young
6:26.0,,,73-59,,T. Young misses 2-pt shot from 6 ft
6:25.0,Defensive rebound by P. Gasol,,73-59,,
6:17.0,Turnover by J. Butler (bad pass),,73-59,,
6:05.0,,,73-59,,T. Young misses 2-pt shot from 2 ft
6:04.0,Defensive rebound by P. Gasol,,73-59,,
6:01.0,J. Butler misses 2-pt shot from 1 ft (block by D. Williams),,73-59,,
6:00.0,,,73-59,,Defensive rebound by Team
6:00.0,,,73-59,,Brooklyn full timeout
5:49.0,,,73-61,2,J. Johnson makes 2-pt shot from 5 ft (assist by D. Williams)
5:25.0,D. Rose misses 2-pt shot from 18 ft,,73-61,,
5:24.0,Offensive rebound by Team,,73-61,,
5:24.0,,,73-61,,Loose ball foul by J. Johnson (drawn by T. Gibson)
5:21.0,Shooting foul by B. Lopez (drawn by D. Rose),,73-61,,
5:21.0,D. Rose makes free throw 1 of 2,1,74-61,,
5:21.0,,,74-61,,M. Plumlee enters the game for B. Lopez
5:21.0,,,74-61,,J. Jack enters the game for B. Bogdanovic
5:21.0,D. Rose misses free throw 2 of 2,,74-61,,
5:20.0,,,74-61,,Defensive rebound by T. Young
5:05.0,,,74-63,2,J. Jack makes 2-pt shot from 20 ft (assist by M. Plumlee)
4:37.0,M. Dunleavy misses 3-pt shot from 24 ft,,74-63,,
4:36.0,,,74-63,,Defensive rebound by J. Jack
4:25.0,,,74-63,,Turnover by J. Jack (bad pass)
4:25.0,N. Mirotic enters the game for P. Gasol,,74-63,,
4:13.0,T. Gibson makes 2-pt shot at rim (assist by D. Rose),2,76-63,,
3:56.0,,,76-63,,Turnover by T. Young (bad pass; steal by D. Rose)
3:45.0,M. Dunleavy misses 3-pt shot from 24 ft,,76-63,,
3:44.0,,,76-63,,Defensive rebound by T. Young
3:35.0,,,76-63,,J. Johnson misses 2-pt shot from 8 ft (block by J. Butler)
3:34.0,Defensive rebound by T. Gibson,,76-63,,
3:30.0,,,76-63,,Personal foul by D. Williams (drawn by D. Rose)
3:30.0,,,76-63,,E. Clark enters the game for T. Young
3:30.0,T. Snell enters the game for M. Dunleavy,,76-63,,
3:30.0,A. Brooks enters the game for D. Rose,,76-63,,
3:21.0,T. Snell misses 3-pt shot from 25 ft,,76-63,,
3:20.0,Offensive rebound by T. Gibson,,76-63,,
3:13.0,N. Mirotic misses 3-pt shot from 26 ft,,76-63,,
3:12.0,,,76-63,,Defensive rebound by M. Plumlee
2:50.0,,,76-63,,D. Williams misses 2-pt shot from 2 ft
2:49.0,Defensive rebound by T. Gibson,,76-63,,
2:28.0,Shooting foul by M. Plumlee (drawn by T. Gibson),,76-63,,
2:28.0,Chicago full timeout,,76-63,,
2:28.0,,,76-63,,B. Bogdanovic enters the game for D. Williams
2:28.0,T. Gibson makes free throw 1 of 2,1,77-63,,
2:28.0,T. Gibson makes free throw 2 of 2,1,78-63,,
2:21.0,,,78-63,,M. Plumlee misses 2-pt shot from 2 ft
2:20.0,,,78-63,,Offensive rebound by M. Plumlee
2:19.0,,,78-63,,M. Plumlee misses 2-pt shot from 1 ft
2:18.0,,,78-63,,Offensive rebound by M. Plumlee
2:17.0,,,78-63,,Shooting foul by T. Snell (drawn by M. Plumlee)
2:17.0,,,78-63,,M. Plumlee misses free throw 1 of 2
2:17.0,,,78-63,,Offensive rebound by Team
2:17.0,,,78-63,,M. Plumlee misses free throw 2 of 2
2:16.0,Defensive rebound by T. Gibson,,78-63,,
1:53.0,A. Brooks misses 2-pt shot from 1 ft,,78-63,,
1:52.0,,,78-63,,Defensive rebound by E. Clark
1:51.0,Personal foul by A. Brooks (drawn by E. Clark),,78-63,,
1:32.0,,,78-63,,J. Jack misses 2-pt shot from 10 ft
1:31.0,Defensive rebound by J. Butler,,78-63,,
1:21.0,N. Mirotic makes 3-pt shot from 22 ft (assist by A. Brooks),3,81-63,,
1:07.0,Personal block foul by J. Butler (drawn by J. Johnson),,81-63,,
1:07.0,,,81-64,1,J. Johnson makes free throw 1 of 2
1:07.0,,,81-65,1,J. Johnson makes free throw 2 of 2
0:53.0,N. Mirotic makes 3-pt shot from 25 ft (assist by T. Snell),3,84-65,,
0:43.0,,,84-65,,Turnover by J. Jack (lost ball; steal by A. Brooks)
0:37.0,T. Snell misses 2-pt shot from 2 ft,,84-65,,
0:37.0,Offensive rebound by T. Snell,,84-65,,
0:34.0,N. Mirotic makes 3-pt shot from 24 ft (assist by T. Snell),3,87-65,,
0:18.0,,,87-65,,J. Johnson misses 2-pt shot from 19 ft
0:17.0,Defensive rebound by N. Mirotic,,87-65,,
0:01.0,N. Mirotic misses 3-pt shot from 22 ft,,87-65,,
0:00.0,Offensive rebound by Team,,87-65,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,T. Snell misses 2-pt shot at rim,,87-65,,
11:44.0,,,87-65,,Defensive rebound by D. Williams
11:33.0,,,87-65,,D. Williams misses 2-pt shot from 14 ft
11:32.0,Defensive rebound by T. Snell,,87-65,,
11:21.0,J. Butler makes 2-pt shot from 1 ft,2,89-65,,
11:09.0,Personal foul by T. Snell (drawn by D. Williams),,89-65,,
11:09.0,M. Dunleavy enters the game for J. Butler,,89-65,,
11:03.0,,,89-65,,J. Jack misses 2-pt shot from 5 ft
11:02.0,Defensive rebound by A. Brooks,,89-65,,
10:50.0,T. Snell misses 3-pt shot from 23 ft,,89-65,,
10:49.0,,,89-65,,Defensive rebound by D. Williams
10:41.0,,,89-65,,E. Clark misses 2-pt shot from 17 ft
10:40.0,,,89-65,,Offensive rebound by Team
10:32.0,,,89-65,,B. Bogdanovic misses 2-pt shot from 18 ft (block by P. Gasol)
10:31.0,Defensive rebound by T. Snell,,89-65,,
10:28.0,P. Gasol makes 2-pt shot at rim (assist by T. Snell),2,91-65,,
10:27.0,,,91-65,,Brooklyn full timeout
10:27.0,,,91-65,,J. Johnson enters the game for E. Clark
10:14.0,,,91-67,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Williams)
9:46.0,P. Gasol misses 2-pt shot from 16 ft,,91-67,,
9:45.0,Offensive rebound by A. Brooks,,91-67,,
9:35.0,P. Gasol makes 2-pt shot at rim (assist by A. Brooks),2,93-67,,
9:07.0,,,93-70,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by J. Jack)
8:49.0,N. Mirotic misses 3-pt shot from 25 ft,,93-70,,
8:48.0,,,93-70,,Defensive rebound by D. Williams
8:41.0,,,93-72,2,B. Lopez makes 2-pt shot from 2 ft (assist by D. Williams)
8:25.0,P. Gasol makes 2-pt shot at rim (assist by A. Brooks),2,95-72,,
8:10.0,,,95-72,,J. Jack misses 2-pt shot from 9 ft
8:09.0,Defensive rebound by M. Dunleavy,,95-72,,
7:58.0,N. Mirotic makes 2-pt shot from 1 ft,2,97-72,,
7:32.0,,,97-72,,B. Bogdanovic misses 3-pt shot from 22 ft
7:31.0,Defensive rebound by T. Snell,,97-72,,
7:17.0,T. Snell makes 2-pt shot from 20 ft,2,99-72,,
6:57.0,,,99-74,2,B. Bogdanovic makes 2-pt shot from 8 ft
6:40.0,Shooting foul by J. Johnson (drawn by N. Mirotic),,99-74,,
6:40.0,N. Mirotic makes free throw 1 of 3,1,100-74,,
6:40.0,N. Mirotic makes free throw 2 of 3,1,101-74,,
6:40.0,N. Mirotic makes free throw 3 of 3,1,102-74,,
6:24.0,,,102-74,,D. Williams misses 2-pt shot from 2 ft (block by T. Snell)
6:23.0,,,102-74,,Offensive rebound by Team
6:21.0,,,102-74,,Shooting foul by T. Snell (drawn by D. Williams)
6:21.0,,,102-75,1,D. Williams makes free throw 1 of 2
6:21.0,,,102-76,1,D. Williams makes free throw 2 of 2
6:06.0,M. Dunleavy misses 2-pt shot from 12 ft,,102-76,,
6:05.0,Offensive rebound by A. Brooks,,102-76,,
5:49.0,P. Gasol makes 2-pt shot from 18 ft (assist by A. Brooks),2,104-76,,
5:39.0,,,104-76,,Turnover by J. Jack (bad pass; steal by N. Mirotic)
5:33.0,N. Mirotic misses 3-pt shot from 23 ft,,104-76,,
5:32.0,,,104-76,,Defensive rebound by D. Williams
5:16.0,,,104-76,,J. Jack misses 3-pt shot from 24 ft
5:15.0,,,104-76,,Offensive rebound by D. Williams
5:10.0,Personal foul by M. Dunleavy (drawn by J. Jack),,104-76,,
5:10.0,Official timeout,,104-76,,
5:10.0,T. Gibson enters the game for P. Gasol,,104-76,,
5:10.0,,,104-76,,J. Jordan enters the game for B. Lopez
5:10.0,,,104-76,,M. Brown enters the game for D. Williams
5:10.0,,,104-76,,C. Jefferson enters the game for J. Johnson
4:57.0,,,104-78,2,J. Jordan makes 2-pt shot from 18 ft (assist by B. Bogdanovic)
4:35.0,A. Brooks misses 3-pt shot from 24 ft,,104-78,,
4:34.0,,,104-78,,Defensive rebound by B. Bogdanovic
4:23.0,,,104-80,2,J. Jack makes 2-pt shot from 17 ft
4:00.0,M. Dunleavy misses 2-pt shot from 2 ft,,104-80,,
3:58.0,,,104-80,,Defensive rebound by J. Jordan
3:49.0,,,104-80,,J. Jordan misses 2-pt shot from 2 ft
3:48.0,Defensive rebound by T. Gibson,,104-80,,
3:45.0,Turnover by A. Brooks (bad pass),,104-80,,
3:45.0,N. Mohammed enters the game for T. Gibson,,104-80,,
3:31.0,,,104-80,,B. Bogdanovic misses 3-pt shot from 24 ft
3:30.0,Defensive rebound by N. Mohammed,,104-80,,
3:12.0,N. Mirotic makes 3-pt shot from 25 ft (assist by N. Mohammed),3,107-80,,
3:00.0,,,107-82,2,J. Jack makes 2-pt shot from 5 ft
2:40.0,Chicago full timeout,,107-82,,
2:40.0,D. McDermott enters the game for M. Dunleavy,,107-82,,
2:40.0,,,107-82,,D. Morris enters the game for J. Jack
2:36.0,Turnover by N. Mirotic (lost ball; steal by C. Jefferson),,107-82,,
2:19.0,,,107-82,,Turnover by B. Bogdanovic (bad pass; steal by N. Mirotic)
2:11.0,T. Snell makes 2-pt shot at rim,2,109-82,,
1:59.0,,,109-84,2,M. Brown makes 2-pt shot from 22 ft
1:46.0,T. Snell makes 2-pt shot from 5 ft,2,111-84,,
1:43.0,Personal foul by A. Brooks (drawn by D. Morris),,111-84,,
1:43.0,,,111-84,,E. Clark enters the game for B. Bogdanovic
1:43.0,C. Bairstow enters the game for N. Mirotic,,111-84,,
1:43.0,E. Moore enters the game for A. Brooks,,111-84,,
1:31.0,,,111-84,,C. Jefferson misses 2-pt shot from 18 ft
1:30.0,Defensive rebound by E. Moore,,111-84,,
1:22.0,E. Moore makes 2-pt shot from 2 ft,2,113-84,,
