time,LA Lakers,pts.away,score,pts.home,San Antonio
4:38.0,N. Young enters the game for W. Johnson,,13-19,,
4:14.0,,,13-19,,M. Ginobili misses 2-pt shot from 4 ft
4:13.0,Defensive rebound by J. Hill,,13-19,,
4:02.0,C. Boozer makes 2-pt shot from 17 ft (assist by K. Bryant),2,15-19,,
3:55.0,,,15-19,,B. Diaw misses 2-pt shot at rim (block by C. Boozer)
3:52.0,Defensive rebound by J. Hill,,15-19,,
3:41.0,C. Boozer misses 2-pt shot from 17 ft,,15-19,,
3:39.0,,,15-19,,Defensive rebound by C. Joseph
3:31.0,,,15-19,,M. Ginobili misses 2-pt shot from 8 ft
3:30.0,Defensive rebound by J. Hill,,15-19,,
3:07.0,J. Hill misses 2-pt shot from 7 ft,,15-19,,
3:05.0,,,15-19,,Defensive rebound by M. Belinelli
2:52.0,,,15-19,,Turnover by M. Belinelli (bad pass)
2:52.0,R. Sacre enters the game for J. Hill,,15-19,,
2:39.0,Turnover by K. Bryant (bad pass; steal by C. Joseph),,15-19,,
2:34.0,,,15-21,2,C. Joseph makes 2-pt shot from 1 ft
2:25.0,K. Bryant makes 2-pt shot from 2 ft (assist by J. Lin),2,17-21,,
2:11.0,Personal foul by C. Boozer (drawn by B. Diaw),,17-21,,
2:06.0,,,17-21,,C. Joseph misses 2-pt shot from 2 ft (block by J. Lin)
2:06.0,,,17-21,,Offensive rebound by Team
1:59.0,,,17-21,,B. Diaw misses 3-pt shot from 24 ft
1:58.0,Defensive rebound by R. Sacre,,17-21,,
1:48.0,C. Boozer misses 2-pt shot from 4 ft,,17-21,,
1:47.0,,,17-21,,Defensive rebound by C. Joseph
1:39.0,,,17-21,,M. Ginobili misses 2-pt shot at rim
1:38.0,Defensive rebound by C. Boozer,,17-21,,
1:32.0,N. Young makes 3-pt shot from 24 ft (assist by J. Lin),3,20-21,,
1:22.0,,,20-21,,Turnover by B. Diaw (step out of bounds)
1:00.0,N. Young makes 3-pt shot from 25 ft (assist by C. Boozer),3,23-21,,
0:50.0,,,23-23,2,M. Ginobili makes 2-pt shot from 6 ft
0:38.0,K. Bryant misses 3-pt shot from 25 ft,,23-23,,
0:37.0,,,23-23,,Defensive rebound by A. Baynes
0:29.0,,,23-23,,B. Diaw misses 3-pt shot from 24 ft
0:28.0,Defensive rebound by K. Bryant,,23-23,,
0:10.0,Shooting foul by M. Ginobili (drawn by K. Bryant),,23-23,,
0:10.0,K. Bryant makes free throw 1 of 2,1,24-23,,
0:10.0,K. Bryant makes free throw 2 of 2,1,25-23,,
0:02.0,,,25-23,,C. Joseph misses 2-pt shot from 1 ft
0:02.0,,,25-23,,Offensive rebound by A. Baynes
0:02.0,,,25-25,2,A. Baynes makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:53.0,Personal foul by R. Sacre (drawn by M. Belinelli),,25-25,,
11:41.0,,,25-25,,C. Joseph misses 2-pt shot from 16 ft
11:40.0,Defensive rebound by C. Boozer,,25-25,,
11:22.0,R. Sacre makes 2-pt shot from 8 ft (assist by J. Lin),2,27-25,,
11:06.0,,,27-27,2,M. Belinelli makes 2-pt shot from 18 ft (assist by K. Anderson)
10:49.0,C. Boozer makes 2-pt shot from 16 ft (assist by N. Young),2,29-27,,
10:24.0,,,29-30,3,B. Diaw makes 3-pt shot from 24 ft (assist by C. Joseph)
10:10.0,J. Lin makes 2-pt shot from 14 ft,2,31-30,,
9:52.0,,,31-32,2,C. Joseph makes 2-pt shot from 1 ft (assist by B. Diaw)
9:47.0,,,31-32,,Violation by A. Baynes (kicked ball)
9:47.0,,,31-32,,T. Parker enters the game for C. Joseph
9:41.0,N. Young misses 2-pt shot from 3 ft,,31-32,,
9:40.0,,,31-32,,Defensive rebound by A. Baynes
9:40.0,Technical foul by N. Young,,31-32,,
9:40.0,,,31-33,1,M. Belinelli makes technical free throw
9:24.0,,,31-35,2,K. Anderson makes 2-pt shot from 2 ft (assist by B. Diaw)
9:15.0,J. Lin makes 3-pt shot from 25 ft,3,34-35,,
9:00.0,,,34-35,,M. Belinelli misses 3-pt shot from 25 ft
8:58.0,Defensive rebound by C. Boozer,,34-35,,
8:52.0,W. Ellington misses 3-pt shot from 25 ft,,34-35,,
8:51.0,Offensive rebound by R. Sacre,,34-35,,
8:32.0,N. Young makes 3-pt shot from 24 ft (assist by J. Lin),3,37-35,,
8:18.0,,,37-35,,K. Anderson misses 2-pt shot from 17 ft
8:16.0,,,37-35,,Offensive rebound by A. Baynes
8:05.0,,,37-35,,B. Diaw misses 3-pt shot from 25 ft
8:04.0,Defensive rebound by J. Lin,,37-35,,
7:55.0,Offensive charge foul by J. Lin,,37-35,,
7:55.0,Turnover by J. Lin (offensive foul),,37-35,,
7:55.0,Official timeout,,37-35,,
7:55.0,,,37-35,,M. Bonner enters the game for B. Diaw
7:55.0,,,37-35,,T. Duncan enters the game for A. Baynes
7:44.0,,,37-35,,Turnover by M. Belinelli (bad pass; steal by W. Ellington)
7:39.0,C. Boozer misses 2-pt shot at rim,,37-35,,
7:37.0,,,37-35,,Defensive rebound by K. Anderson
7:26.0,,,37-38,3,M. Belinelli makes 3-pt shot from 24 ft (assist by T. Parker)
7:09.0,N. Young makes 3-pt shot from 25 ft (assist by J. Lin),3,40-38,,
6:54.0,,,40-38,,T. Parker misses 2-pt shot from 13 ft
6:53.0,Defensive rebound by R. Sacre,,40-38,,
6:44.0,N. Young makes 3-pt shot from 24 ft,3,43-38,,
6:30.0,,,43-38,,M. Bonner misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by N. Young,,43-38,,
6:15.0,N. Young misses 3-pt shot from 25 ft,,43-38,,
6:14.0,,,43-38,,Defensive rebound by M. Belinelli
6:04.0,,,43-40,2,M. Bonner makes 2-pt shot from 6 ft
5:46.0,Turnover by W. Ellington (lost ball; steal by T. Parker),,43-40,,
5:40.0,,,43-40,,K. Anderson misses 2-pt shot from 2 ft
5:38.0,,,43-40,,Offensive rebound by T. Duncan
5:38.0,,,43-42,2,T. Duncan makes 2-pt shot at rim
5:31.0,LA Lakers full timeout,,43-42,,
5:31.0,,,43-42,,C. Joseph enters the game for T. Parker
5:31.0,E. Davis enters the game for C. Boozer,,43-42,,
5:31.0,J. Hill enters the game for N. Young,,43-42,,
5:31.0,W. Johnson enters the game for R. Sacre,,43-42,,
5:31.0,K. Bryant enters the game for W. Ellington,,43-42,,
5:31.0,,,43-42,,D. Green enters the game for M. Belinelli
5:21.0,J. Hill misses 2-pt shot from 4 ft,,43-42,,
5:19.0,Offensive rebound by J. Lin,,43-42,,
5:15.0,J. Lin misses 2-pt shot from 8 ft,,43-42,,
5:14.0,,,43-42,,Defensive rebound by K. Anderson
5:00.0,,,43-44,2,T. Duncan makes 2-pt shot from 7 ft (assist by C. Joseph)
4:45.0,Turnover by J. Lin (bad pass; steal by D. Green),,43-44,,
4:41.0,,,43-46,2,D. Green makes 2-pt shot at rim
4:22.0,J. Lin makes 3-pt shot from 25 ft,3,46-46,,
4:04.0,,,46-46,,Turnover by T. Duncan (offensive foul)
4:04.0,,,46-46,,Offensive foul by T. Duncan
4:04.0,R. Price enters the game for J. Lin,,46-46,,
4:04.0,,,46-46,,M. Ginobili enters the game for K. Anderson
3:53.0,K. Bryant misses 2-pt shot from 19 ft,,46-46,,
3:51.0,Offensive rebound by E. Davis,,46-46,,
3:49.0,Offensive foul by E. Davis,,46-46,,
3:49.0,Turnover by E. Davis (offensive foul),,46-46,,
3:30.0,,,46-46,,T. Duncan misses 2-pt shot from 11 ft
3:27.0,Defensive rebound by W. Johnson,,46-46,,
3:16.0,W. Johnson makes 3-pt shot from 25 ft (assist by K. Bryant),3,49-46,,
3:01.0,Personal foul by W. Johnson (drawn by M. Ginobili),,49-46,,
2:56.0,,,49-48,2,M. Ginobili makes 2-pt shot at rim (assist by D. Green)
2:34.0,K. Bryant misses 2-pt shot from 19 ft,,49-48,,
2:32.0,,,49-48,,Defensive rebound by M. Ginobili
2:20.0,,,49-48,,D. Green misses 3-pt shot from 24 ft
2:19.0,Defensive rebound by E. Davis,,49-48,,
2:05.0,K. Bryant makes 2-pt shot at rim (assist by J. Hill),2,51-48,,
1:50.0,,,51-48,,M. Bonner misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by W. Johnson,,51-48,,
1:35.0,W. Johnson makes 3-pt shot from 23 ft (assist by K. Bryant),3,54-48,,
1:16.0,,,54-48,,T. Duncan misses 2-pt shot from 1 ft
1:15.0,Defensive rebound by K. Bryant,,54-48,,
0:57.0,W. Johnson misses 2-pt shot at rim,,54-48,,
0:56.0,,,54-48,,Defensive rebound by T. Duncan
0:39.0,Personal foul by W. Johnson (drawn by M. Ginobili),,54-48,,
0:39.0,,,54-48,,San Antonio full timeout
0:39.0,,,54-48,,B. Diaw enters the game for M. Bonner
0:32.0,,,54-48,,B. Diaw misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by K. Bryant,,54-48,,
0:15.0,E. Davis misses 2-pt shot from 2 ft (block by T. Duncan),,54-48,,
0:12.0,,,54-48,,Defensive rebound by T. Duncan
0:03.0,,,54-48,,C. Joseph misses 2-pt shot from 3 ft
0:03.0,,,54-48,,Offensive rebound by T. Duncan
0:03.0,,,54-50,2,T. Duncan makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,54-50,,T. Duncan misses 2-pt shot from 12 ft
11:37.0,Defensive rebound by E. Davis,,54-50,,
11:28.0,W. Johnson makes 2-pt shot from 20 ft,2,56-50,,
11:15.0,,,56-50,,T. Parker misses 2-pt shot from 15 ft
11:14.0,Defensive rebound by J. Hill,,56-50,,
11:01.0,J. Hill misses 2-pt shot from 16 ft,,56-50,,
11:01.0,,,56-50,,Defensive rebound by Team
11:01.0,Loose ball foul by E. Davis (drawn by T. Splitter),,56-50,,
10:48.0,,,56-52,2,T. Parker makes 2-pt shot from 15 ft (assist by D. Green)
10:29.0,K. Bryant makes 2-pt shot from 16 ft (assist by E. Davis),2,58-52,,
10:11.0,,,58-54,2,T. Parker makes 2-pt shot from 20 ft (assist by K. Anderson)
9:55.0,Turnover by K. Bryant (bad pass),,58-54,,
9:30.0,,,58-56,2,T. Duncan makes 2-pt shot from 9 ft (assist by T. Splitter)
9:09.0,K. Bryant makes 2-pt shot from 16 ft (assist by R. Price),2,60-56,,
8:56.0,,,60-56,,Turnover by T. Parker (bad pass; steal by K. Bryant)
8:48.0,J. Hill makes 2-pt shot from 16 ft (assist by E. Davis),2,62-56,,
8:26.0,,,62-56,,K. Anderson misses 2-pt shot from 1 ft
8:24.0,,,62-56,,Offensive rebound by D. Green
8:20.0,,,62-59,3,D. Green makes 3-pt shot from 24 ft
7:54.0,W. Johnson makes 3-pt shot from 23 ft (assist by E. Davis),3,65-59,,
7:46.0,,,65-59,,Shooting foul by W. Johnson (drawn by T. Splitter)
7:46.0,,,65-60,1,T. Splitter makes free throw 1 of 2
7:46.0,,,65-61,1,T. Splitter makes free throw 2 of 2
7:27.0,K. Bryant misses 3-pt shot from 25 ft,,65-61,,
7:25.0,Offensive rebound by E. Davis,,65-61,,
7:25.0,E. Davis makes 2-pt shot from 1 ft,2,67-61,,
7:12.0,,,67-61,,Turnover by T. Splitter (bad pass; steal by W. Johnson)
7:02.0,J. Hill makes 2-pt shot from 19 ft (assist by R. Price),2,69-61,,
7:02.0,,,69-61,,San Antonio full timeout
7:02.0,,,69-61,,B. Diaw enters the game for T. Splitter
7:02.0,,,69-61,,C. Joseph enters the game for T. Parker
6:49.0,,,69-64,3,D. Green makes 3-pt shot from 22 ft (assist by C. Joseph)
6:26.0,K. Bryant misses 2-pt shot from 17 ft,,69-64,,
6:25.0,,,69-64,,Defensive rebound by K. Anderson
6:18.0,Personal foul by E. Davis (drawn by T. Duncan),,69-64,,
6:18.0,,,69-64,,M. Belinelli enters the game for K. Anderson
6:05.0,,,69-67,3,M. Belinelli makes 3-pt shot from 24 ft (assist by T. Duncan)
5:35.0,R. Price misses 3-pt shot from 28 ft,,69-67,,
5:34.0,,,69-67,,Defensive rebound by T. Duncan
5:22.0,,,69-67,,D. Green misses 3-pt shot from 24 ft
5:21.0,,,69-67,,Offensive rebound by Team
5:08.0,,,69-67,,T. Duncan misses 2-pt shot from 8 ft
5:07.0,Defensive rebound by J. Hill,,69-67,,
4:50.0,R. Price misses 3-pt shot from 24 ft,,69-67,,
4:49.0,Offensive rebound by E. Davis,,69-67,,
4:32.0,K. Bryant misses 2-pt shot from 16 ft,,69-67,,
4:31.0,,,69-67,,Defensive rebound by T. Duncan
4:24.0,,,69-67,,Turnover by T. Duncan (bad pass; steal by E. Davis)
4:19.0,Shooting foul by C. Joseph (drawn by K. Bryant),,69-67,,
4:19.0,K. Bryant makes free throw 1 of 2,1,70-67,,
4:19.0,J. Lin enters the game for R. Price,,70-67,,
4:19.0,C. Boozer enters the game for E. Davis,,70-67,,
4:19.0,N. Young enters the game for W. Johnson,,70-67,,
4:19.0,,,70-67,,M. Ginobili enters the game for D. Green
4:19.0,,,70-67,,T. Splitter enters the game for T. Duncan
4:19.0,K. Bryant makes free throw 2 of 2,1,71-67,,
3:58.0,,,71-69,2,B. Diaw makes 2-pt shot from 12 ft
3:33.0,J. Hill misses 2-pt shot from 1 ft,,71-69,,
3:31.0,Offensive rebound by J. Hill,,71-69,,
3:31.0,R. Sacre enters the game for J. Hill,,71-69,,
3:19.0,R. Sacre makes 2-pt shot from 2 ft (assist by J. Lin),2,73-69,,
3:11.0,,,73-69,,Shooting foul by C. Boozer (drawn by C. Joseph)
3:11.0,,,73-71,2,C. Joseph makes 2-pt shot from 1 ft
3:11.0,,,73-72,1,C. Joseph makes free throw 1 of 1
3:06.0,,,73-72,,Personal block foul by M. Ginobili (drawn by K. Bryant)
2:56.0,J. Lin makes 2-pt shot from 5 ft,2,75-72,,
2:48.0,Violation by R. Sacre (kicked ball),,75-72,,
2:48.0,LA Lakers full timeout,,75-72,,
2:40.0,,,75-72,,C. Joseph misses 2-pt shot from 6 ft
2:39.0,Defensive rebound by C. Boozer,,75-72,,
2:17.0,J. Lin misses 3-pt shot from 25 ft,,75-72,,
2:15.0,Offensive rebound by C. Boozer,,75-72,,
2:12.0,LA Lakers full timeout,,75-72,,
2:12.0,,,75-72,,T. Parker enters the game for C. Joseph
2:04.0,K. Bryant makes 2-pt shot from 16 ft,2,77-72,,
1:52.0,,,77-74,2,T. Splitter makes 2-pt shot from 1 ft (assist by M. Ginobili)
1:37.0,J. Lin misses 2-pt shot from 11 ft,,77-74,,
1:36.0,,,77-74,,Defensive rebound by T. Splitter
1:29.0,,,77-74,,Turnover by M. Ginobili (bad pass; steal by R. Sacre)
1:21.0,Shooting foul by T. Parker (drawn by N. Young),,77-74,,
1:21.0,N. Young makes free throw 1 of 2,1,78-74,,
1:21.0,W. Ellington enters the game for K. Bryant,,78-74,,
1:21.0,N. Young makes free throw 2 of 2,1,79-74,,
1:04.0,,,79-74,,M. Belinelli misses 3-pt shot from 25 ft
1:03.0,Defensive rebound by R. Sacre,,79-74,,
0:52.0,C. Boozer makes 2-pt shot from 6 ft (assist by J. Lin),2,81-74,,
0:38.0,,,81-74,,Shooting foul by J. Lin (drawn by T. Parker)
0:38.0,,,81-74,,T. Parker misses free throw 1 of 2
0:38.0,,,81-74,,Offensive rebound by Team
0:38.0,,,81-74,,M. Bonner enters the game for B. Diaw
0:38.0,,,81-75,1,T. Parker makes free throw 2 of 2
0:29.0,N. Young makes 2-pt shot from 15 ft,2,83-75,,
0:10.0,,,83-75,,Turnover by T. Parker (traveling)
0:04.0,Shooting foul by M. Belinelli (drawn by N. Young),,83-75,,
0:04.0,N. Young makes free throw 1 of 3,1,84-75,,
0:04.0,N. Young makes free throw 2 of 3,1,85-75,,
0:04.0,N. Young makes free throw 3 of 3,1,86-75,,
0:01.0,,,86-75,,M. Ginobili misses 3-pt shot from 23 ft
0:00.0,Defensive rebound by C. Boozer,,86-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,J. Lin misses 2-pt shot from 15 ft,,86-75,,
11:42.0,,,86-75,,Defensive rebound by T. Duncan
11:37.0,,,86-78,3,M. Ginobili makes 3-pt shot from 25 ft
11:23.0,,,86-78,,Personal foul by B. Diaw (drawn by N. Young)
11:08.0,C. Boozer misses 2-pt shot from 2 ft (block by T. Duncan),,86-78,,
11:07.0,Offensive rebound by C. Boozer,,86-78,,
11:07.0,C. Boozer makes 2-pt shot from 2 ft,2,88-78,,
10:46.0,,,88-78,,M. Ginobili misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by C. Boozer,,88-78,,
10:37.0,,,88-78,,Violation by M. Ginobili (kicked ball)
10:34.0,Shooting foul by C. Joseph (drawn by J. Lin),,88-78,,
10:34.0,J. Lin misses free throw 1 of 2,,88-78,,
10:34.0,Offensive rebound by Team,,88-78,,
10:34.0,J. Lin misses free throw 2 of 2,,88-78,,
10:33.0,,,88-78,,Defensive rebound by B. Diaw
10:18.0,,,88-80,2,M. Ginobili makes 2-pt shot from 9 ft
10:00.0,N. Young makes 2-pt shot from 14 ft,2,90-80,,
9:40.0,,,90-82,2,C. Joseph makes 2-pt shot from 16 ft
9:15.0,J. Lin misses 2-pt shot from 22 ft,,90-82,,
9:14.0,,,90-82,,Defensive rebound by M. Ginobili
9:02.0,,,90-82,,D. Green misses 2-pt shot from 14 ft
9:01.0,,,90-82,,Offensive rebound by B. Diaw
8:59.0,,,90-82,,T. Duncan misses 2-pt shot from 8 ft
8:58.0,Defensive rebound by C. Boozer,,90-82,,
8:47.0,N. Young misses 2-pt shot from 12 ft,,90-82,,
8:46.0,,,90-82,,Defensive rebound by B. Diaw
8:41.0,,,90-82,,M. Ginobili misses 2-pt shot from 1 ft
8:40.0,,,90-82,,Offensive rebound by T. Duncan
8:40.0,,,90-82,,Shooting foul by J. Lin (drawn by T. Duncan)
8:40.0,Official timeout,,90-82,,
8:40.0,,,90-82,,M. Belinelli enters the game for M. Ginobili
8:40.0,,,90-83,1,T. Duncan makes free throw 1 of 2
8:40.0,,,90-83,,T. Splitter enters the game for B. Diaw
8:40.0,,,90-83,,T. Duncan misses free throw 2 of 2
8:39.0,Defensive rebound by R. Sacre,,90-83,,
8:20.0,Turnover by N. Young (bad pass; steal by T. Splitter),,90-83,,
8:12.0,,,90-83,,M. Belinelli misses 3-pt shot from 24 ft
8:11.0,Defensive rebound by C. Boozer,,90-83,,
8:06.0,J. Lin misses 2-pt shot from 9 ft (block by D. Green),,90-83,,
8:03.0,,,90-83,,Defensive rebound by C. Joseph
7:57.0,,,90-83,,Offensive foul by T. Splitter
7:57.0,,,90-83,,Turnover by T. Splitter (offensive foul)
7:48.0,C. Boozer misses 2-pt shot from 6 ft (block by T. Splitter),,90-83,,
7:46.0,,,90-83,,Defensive rebound by T. Splitter
7:38.0,,,90-83,,D. Green misses 2-pt shot at rim
7:37.0,Defensive rebound by R. Sacre,,90-83,,
7:25.0,Turnover by J. Lin (lost ball; steal by D. Green),,90-83,,
7:19.0,,,90-83,,C. Joseph misses 2-pt shot from 2 ft
7:17.0,Defensive rebound by W. Ellington,,90-83,,
6:58.0,R. Sacre misses 2-pt shot from 12 ft,,90-83,,
6:57.0,,,90-83,,Defensive rebound by T. Splitter
6:53.0,,,90-83,,San Antonio full timeout
6:53.0,,,90-83,,M. Ginobili enters the game for M. Belinelli
6:53.0,J. Hill enters the game for R. Sacre,,90-83,,
6:53.0,K. Bryant enters the game for W. Ellington,,90-83,,
6:43.0,,,90-83,,D. Green misses 3-pt shot from 23 ft
6:42.0,,,90-83,,Offensive rebound by T. Duncan
6:30.0,,,90-83,,Shooting foul by C. Boozer (drawn by T. Splitter)
6:30.0,,,90-84,1,T. Splitter makes free throw 1 of 2
6:30.0,,,90-85,1,T. Splitter makes free throw 2 of 2
6:14.0,C. Boozer makes 2-pt shot from 9 ft (assist by K. Bryant),2,92-85,,
5:50.0,,,92-85,,C. Joseph misses 2-pt shot from 2 ft (block by C. Boozer)
5:48.0,Defensive rebound by C. Boozer,,92-85,,
5:39.0,J. Hill misses 2-pt shot from 15 ft,,92-85,,
5:37.0,,,92-85,,Defensive rebound by T. Duncan
5:29.0,,,92-88,3,M. Ginobili makes 3-pt shot from 24 ft
5:07.0,J. Hill misses 2-pt shot from 4 ft,,92-88,,
5:06.0,,,92-88,,Defensive rebound by T. Splitter
4:57.0,,,92-88,,M. Ginobili misses 3-pt shot from 25 ft
4:56.0,Defensive rebound by C. Boozer,,92-88,,
4:50.0,J. Hill makes 2-pt shot at rim,2,94-88,,
4:23.0,,,94-90,2,C. Joseph makes 2-pt shot from 9 ft
4:04.0,C. Boozer makes 2-pt shot from 1 ft (assist by K. Bryant),2,96-90,,
3:39.0,,,96-92,2,T. Duncan makes 2-pt shot from 8 ft
3:20.0,K. Bryant misses 2-pt shot from 16 ft,,96-92,,
3:18.0,Offensive rebound by J. Hill,,96-92,,
3:15.0,N. Young misses 3-pt shot from 24 ft,,96-92,,
3:14.0,,,96-92,,Defensive rebound by T. Duncan
2:52.0,,,96-92,,T. Duncan misses 2-pt shot from 3 ft (block by J. Hill)
2:50.0,,,96-92,,Offensive rebound by T. Duncan
2:46.0,,,96-92,,Turnover by T. Duncan (bad pass; steal by K. Bryant)
2:46.0,J. Lin misses 2-pt shot from 1 ft (block by C. Joseph),,96-92,,
2:46.0,Offensive rebound by Team,,96-92,,
2:46.0,LA Lakers full timeout,,96-92,,
2:46.0,,,96-92,,M. Bonner enters the game for T. Splitter
2:46.0,W. Johnson enters the game for J. Lin,,96-92,,
2:39.0,J. Hill makes 2-pt shot from 2 ft (assist by K. Bryant),2,98-92,,
2:25.0,,,98-92,,D. Green misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by W. Johnson,,98-92,,
2:14.0,,,98-92,,Personal foul by D. Green (drawn by K. Bryant)
1:59.0,K. Bryant makes 3-pt shot from 27 ft (assist by W. Johnson),3,101-92,,
1:47.0,,,101-92,,Shooting foul by W. Johnson (drawn by C. Joseph)
1:47.0,,,101-92,,C. Joseph misses free throw 1 of 2
1:47.0,,,101-92,,Offensive rebound by Team
1:47.0,,,101-92,,C. Joseph misses free throw 2 of 2
1:46.0,,,101-92,,Offensive rebound by Team
1:43.0,,,101-92,,Shooting foul by K. Bryant (drawn by M. Ginobili)
1:43.0,,,101-93,1,M. Ginobili makes free throw 1 of 2
1:43.0,,,101-94,1,M. Ginobili makes free throw 2 of 2
1:32.0,Turnover by K. Bryant (lost ball; steal by C. Joseph),,101-94,,
1:31.0,Jump ball: K. Bryant vs. C. Joseph (W. Johnson gains possession),,,,Jump ball: K. Bryant vs. C. Joseph (W. Johnson gains possession)
1:31.0,,,101-94,,Turnover by C. Joseph (lost ball; steal by K. Bryant)
1:28.0,Turnover by W. Johnson (lost ball; steal by D. Green),,101-94,,
1:24.0,,,101-94,,M. Ginobili misses 3-pt shot from 25 ft
1:22.0,,,101-94,,Offensive rebound by T. Duncan
