time,Indiana,pts.away,score,pts.home,Cleveland
1:26.0,G. Hill makes 3-pt shot from 25 ft (assist by D. Rudez),3,14-22,,
1:14.0,,,14-22,,I. Shumpert misses 2-pt shot from 14 ft
1:13.0,Defensive rebound by L. Scola,,14-22,,
1:01.0,Shooting foul by I. Shumpert (drawn by L. Scola),,14-22,,
1:01.0,L. Scola makes free throw 1 of 2,1,15-22,,
1:01.0,,,15-22,,M. Dellavedova enters the game for K. Irving
1:01.0,C. Watson enters the game for G. Hill,,15-22,,
1:01.0,L. Scola makes free throw 2 of 2,1,16-22,,
0:48.0,Personal foul by L. Scola (drawn by K. Love),,16-22,,
0:48.0,,,16-22,,K. Love misses free throw 1 of 2
0:48.0,,,16-22,,Offensive rebound by Team
0:48.0,,,16-23,1,K. Love makes free throw 2 of 2
0:33.0,L. Scola makes 2-pt shot from 1 ft (assist by C. Watson),2,18-23,,
0:20.0,Personal foul by I. Mahinmi (drawn by T. Thompson),,18-23,,
0:20.0,,,18-24,1,T. Thompson makes free throw 1 of 2
0:20.0,C. Miles enters the game for I. Mahinmi,,18-24,,
0:20.0,,,18-24,,J. Jones enters the game for K. Love
0:20.0,,,18-25,1,T. Thompson makes free throw 2 of 2
0:02.0,R. Stuckey misses 2-pt shot from 18 ft,,18-25,,
0:00.0,Offensive rebound by L. Scola,,18-25,,
0:00.0,L. Scola makes 2-pt shot from 1 ft,2,20-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,20-25,,L. James misses 2-pt shot from 16 ft
11:42.0,,,20-25,,Offensive rebound by T. Thompson
11:34.0,,,20-28,3,J. Jones makes 3-pt shot from 25 ft (assist by M. Dellavedova)
11:15.0,Offensive foul by I. Mahinmi,,20-28,,
11:15.0,Turnover by I. Mahinmi (offensive foul),,20-28,,
11:15.0,R. Hibbert enters the game for I. Mahinmi,,20-28,,
11:03.0,,,20-28,,L. James misses 2-pt shot from 8 ft
11:00.0,Defensive rebound by R. Stuckey,,20-28,,
10:53.0,Turnover by C. Watson (bad pass),,20-28,,
10:37.0,,,20-30,2,L. James makes 2-pt shot from 10 ft (assist by M. Dellavedova)
10:14.0,R. Hibbert misses 2-pt shot from 12 ft,,20-30,,
10:11.0,,,20-30,,Defensive rebound by L. James
9:56.0,,,20-30,,J. Jones misses 3-pt shot from 24 ft
9:54.0,Defensive rebound by C. Watson,,20-30,,
9:48.0,C. Watson makes 2-pt shot at rim,2,22-30,,
9:36.0,,,22-30,,Offensive foul by T. Thompson
9:36.0,,,22-30,,Turnover by T. Thompson (offensive foul)
9:36.0,,,22-30,,T. Mozgov enters the game for T. Thompson
9:21.0,D. Rudez makes 3-pt shot from 25 ft (assist by R. Hibbert),3,25-30,,
8:56.0,,,25-30,,T. Mozgov misses 2-pt shot from 6 ft
8:55.0,Defensive rebound by R. Hibbert,,25-30,,
8:48.0,C. Watson misses 2-pt shot from 7 ft,,25-30,,
8:46.0,,,25-30,,Defensive rebound by I. Shumpert
8:39.0,,,25-30,,J. Jones misses 3-pt shot from 25 ft
8:37.0,,,25-30,,Offensive rebound by T. Mozgov
8:33.0,,,25-30,,Turnover by L. James (bad pass; steal by D. Rudez)
8:22.0,R. Stuckey misses 2-pt shot from 1 ft,,25-30,,
8:20.0,,,25-30,,Defensive rebound by L. James
8:15.0,,,25-32,2,L. James makes 2-pt shot from 1 ft
7:55.0,R. Hibbert makes 2-pt shot from 18 ft (assist by R. Stuckey),2,27-32,,
7:44.0,Personal foul by D. Rudez (drawn by L. James),,27-32,,
7:44.0,Official timeout,,27-32,,
7:44.0,,,27-32,,K. Irving enters the game for M. Dellavedova
7:44.0,,,27-32,,K. Love enters the game for J. Jones
7:32.0,,,27-32,,Turnover by T. Mozgov (lost ball; steal by C. Watson)
7:26.0,R. Stuckey makes 2-pt shot from 1 ft (assist by C. Watson),2,29-32,,
7:05.0,,,29-32,,Turnover by L. James (bad pass; steal by R. Stuckey)
7:01.0,C. Watson makes 2-pt shot at rim (assist by R. Stuckey),2,31-32,,
6:43.0,,,31-32,,K. Irving misses 2-pt shot from 7 ft
6:41.0,Defensive rebound by R. Hibbert,,31-32,,
6:36.0,Turnover by C. Watson (bad pass),,31-32,,
6:24.0,,,31-32,,K. Irving misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by R. Stuckey,,31-32,,
6:18.0,C. Watson misses 2-pt shot from 15 ft,,31-32,,
6:17.0,,,31-32,,Defensive rebound by K. Love
6:09.0,,,31-32,,Shooting foul by R. Stuckey (drawn by I. Shumpert)
6:09.0,,,31-32,,I. Shumpert misses free throw 1 of 2
6:09.0,,,31-32,,Offensive rebound by Team
6:09.0,,,31-33,1,I. Shumpert makes free throw 2 of 2
5:51.0,R. Stuckey misses 2-pt shot from 7 ft (block by I. Shumpert),,31-33,,
5:48.0,,,31-33,,Defensive rebound by I. Shumpert
5:40.0,,,31-35,2,L. James makes 2-pt shot from 10 ft (assist by K. Irving)
5:17.0,R. Hibbert makes 2-pt shot from 9 ft,2,33-35,,
4:57.0,,,33-35,,K. Irving misses 2-pt shot from 2 ft (block by R. Hibbert)
4:56.0,,,33-35,,Offensive rebound by K. Irving
4:56.0,,,33-35,,K. Irving misses 2-pt shot from 2 ft (block by L. Scola)
4:56.0,,,33-35,,Offensive rebound by K. Irving
4:56.0,Personal foul by L. Scola (drawn by K. Irving),,33-35,,
4:56.0,,,33-35,,Cleveland full timeout
4:56.0,,,33-35,,J. Smith enters the game for I. Shumpert
4:56.0,D. West enters the game for L. Scola,,33-35,,
4:56.0,G. Hill enters the game for C. Watson,,33-35,,
4:41.0,,,33-35,,K. Irving misses 2-pt shot from 7 ft
4:39.0,,,33-35,,Offensive rebound by Team
4:31.0,,,33-35,,L. James misses 2-pt shot from 18 ft
4:30.0,Defensive rebound by Team,,33-35,,
4:14.0,R. Hibbert misses 2-pt shot from 15 ft,,33-35,,
4:13.0,,,33-35,,Defensive rebound by K. Love
4:00.0,,,33-35,,Shooting foul by D. West (drawn by K. Love)
4:00.0,,,33-36,1,K. Love makes free throw 1 of 3
4:00.0,,,33-37,1,K. Love makes free throw 2 of 3
4:00.0,L. Scola enters the game for D. West,,33-37,,
4:00.0,,,33-37,,I. Shumpert enters the game for L. James
4:00.0,,,33-38,1,K. Love makes free throw 3 of 3
3:39.0,G. Hill misses 2-pt shot from 15 ft,,33-38,,
3:39.0,Offensive rebound by Team,,33-38,,
3:39.0,,,33-38,,Loose ball foul by K. Irving (drawn by L. Scola)
3:39.0,C. Miles enters the game for R. Stuckey,,33-38,,
3:34.0,G. Hill misses 3-pt shot from 25 ft,,33-38,,
3:32.0,Offensive rebound by R. Hibbert,,33-38,,
3:32.0,R. Hibbert makes 2-pt shot at rim,2,35-38,,
3:12.0,,,35-40,2,K. Irving makes 2-pt shot from 3 ft
2:55.0,D. Rudez misses 3-pt shot from 23 ft,,35-40,,
2:54.0,,,35-40,,Defensive rebound by K. Love
2:51.0,Personal foul by G. Hill (drawn by K. Irving),,35-40,,
2:51.0,Indiana full timeout,,35-40,,
2:51.0,S. Hill enters the game for D. Rudez,,35-40,,
2:51.0,,,35-41,1,K. Irving makes free throw 1 of 2
2:51.0,,,35-42,1,K. Irving makes free throw 2 of 2
2:38.0,Turnover by G. Hill (bad pass),,35-42,,
2:38.0,,,35-42,,L. James enters the game for I. Shumpert
2:20.0,,,35-42,,Shooting foul by R. Hibbert (drawn by L. James)
2:20.0,,,35-42,,L. James misses free throw 1 of 2
2:20.0,,,35-42,,Offensive rebound by Team
2:20.0,,,35-43,1,L. James makes free throw 2 of 2
2:05.0,L. Scola makes 2-pt shot from 1 ft (assist by R. Hibbert),2,37-43,,
1:45.0,,,37-43,,T. Mozgov misses 2-pt shot from 5 ft
1:44.0,Defensive rebound by L. Scola,,37-43,,
1:21.0,L. Scola misses 2-pt shot from 10 ft,,37-43,,
1:20.0,,,37-43,,Defensive rebound by L. James
1:16.0,Violation by S. Hill (kicked ball),,37-43,,
1:00.0,,,37-45,2,J. Smith makes 2-pt shot from 16 ft
0:39.0,G. Hill makes 2-pt shot from 20 ft,2,39-45,,
0:32.0,,,39-45,,K. Irving misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by L. Scola,,39-45,,
0:26.0,Indiana full timeout,,39-45,,
0:26.0,,,39-45,,I. Shumpert enters the game for K. Irving
0:26.0,C. Watson enters the game for G. Hill,,39-45,,
0:15.0,C. Watson makes 2-pt shot from 20 ft (assist by R. Hibbert),2,41-45,,
0:15.0,,,41-45,,Cleveland full timeout
0:15.0,L. Allen enters the game for R. Hibbert,,41-45,,
0:15.0,,,41-45,,K. Irving enters the game for I. Shumpert
0:02.0,,,41-45,,L. James misses 2-pt shot from 9 ft
0:01.0,Defensive rebound by C. Miles,,41-45,,
0:00.0,C. Miles misses 3-pt shot from 52 ft,,41-45,,
0:00.0,Offensive rebound by Team,,41-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,,,41-47,2,K. Love makes 2-pt shot from 16 ft
11:19.0,D. West misses 2-pt shot from 3 ft,,41-47,,
11:18.0,,,41-47,,Defensive rebound by T. Mozgov
11:11.0,,,41-49,2,K. Irving makes 2-pt shot from 9 ft
10:55.0,R. Hibbert makes 2-pt shot from 7 ft (assist by G. Hill),2,43-49,,
10:43.0,,,43-51,2,J. Smith makes 2-pt shot from 20 ft
10:28.0,Turnover by G. Hill (bad pass; steal by T. Mozgov),,43-51,,
10:13.0,,,43-54,3,K. Love makes 3-pt shot from 25 ft (assist by J. Smith)
10:03.0,Indiana full timeout,,43-54,,
10:03.0,,,43-54,,L. James enters the game for I. Shumpert
10:03.0,L. Scola enters the game for D. West,,43-54,,
9:43.0,L. Scola misses 2-pt shot from 4 ft,,43-54,,
9:42.0,,,43-54,,Defensive rebound by K. Love
9:38.0,,,43-54,,Turnover by L. James (lost ball; steal by C. Miles)
9:36.0,,,43-54,,Personal foul by J. Smith (drawn by C. Miles)
9:32.0,C. Miles makes 2-pt shot from 15 ft (assist by S. Hill),2,45-54,,
9:10.0,,,45-54,,K. Love misses 3-pt shot from 24 ft
9:09.0,Defensive rebound by S. Hill,,45-54,,
9:01.0,L. Scola makes 2-pt shot from 1 ft (assist by S. Hill),2,47-54,,
8:48.0,,,47-54,,L. James misses 3-pt shot from 25 ft
8:47.0,Defensive rebound by R. Hibbert,,47-54,,
8:28.0,,,47-54,,Personal foul by K. Irving (drawn by G. Hill)
8:24.0,G. Hill makes 3-pt shot from 23 ft (assist by S. Hill),3,50-54,,
8:14.0,,,50-54,,K. Irving misses 2-pt shot at rim
8:14.0,Defensive rebound by L. Scola,,50-54,,
8:14.0,,,50-54,,Personal foul by K. Irving (drawn by L. Scola)
7:53.0,R. Hibbert makes 2-pt shot from 10 ft (assist by G. Hill),2,52-54,,
7:40.0,,,52-56,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
7:13.0,Shooting foul by T. Mozgov (drawn by R. Hibbert),,52-56,,
7:13.0,R. Hibbert makes free throw 1 of 2,1,53-56,,
7:13.0,R. Hibbert makes free throw 2 of 2,1,54-56,,
6:54.0,,,54-56,,K. Irving misses 2-pt shot from 14 ft
6:53.0,Defensive rebound by R. Hibbert,,54-56,,
6:46.0,G. Hill makes 3-pt shot from 24 ft (assist by S. Hill),3,57-56,,
6:22.0,,,57-56,,J. Smith misses 3-pt shot from 24 ft
6:21.0,Defensive rebound by L. Scola,,57-56,,
6:01.0,G. Hill makes 2-pt shot from 1 ft,2,59-56,,
6:01.0,,,59-56,,Cleveland full timeout
5:46.0,,,59-58,2,T. Mozgov makes 2-pt shot at rim (assist by K. Love)
5:38.0,,,59-58,,Technical foul by T. Mozgov
5:38.0,C. Miles makes technical free throw,1,60-58,,
5:23.0,C. Miles misses 2-pt shot from 6 ft,,60-58,,
5:22.0,,,60-58,,Defensive rebound by K. Love
5:12.0,,,60-60,2,L. James makes 2-pt shot at rim
4:50.0,C. Miles makes 2-pt shot at rim,2,62-60,,
4:35.0,,,62-60,,J. Smith misses 3-pt shot from 23 ft
4:34.0,Defensive rebound by R. Hibbert,,62-60,,
4:23.0,C. Miles misses 2-pt shot from 16 ft (block by K. Love),,62-60,,
4:22.0,,,62-60,,Defensive rebound by J. Smith
4:17.0,Personal foul by C. Miles (drawn by L. James),,62-60,,
4:14.0,Personal foul by S. Hill (drawn by L. James),,62-60,,
4:14.0,I. Mahinmi enters the game for R. Hibbert,,62-60,,
4:14.0,R. Stuckey enters the game for C. Miles,,62-60,,
4:14.0,,,62-60,,M. Dellavedova enters the game for K. Irving
4:07.0,,,62-60,,K. Love misses 2-pt shot from 7 ft
4:05.0,Defensive rebound by L. Scola,,62-60,,
3:47.0,G. Hill makes 2-pt shot at rim,2,64-60,,
3:35.0,,,64-62,2,T. Mozgov makes 2-pt shot at rim (assist by M. Dellavedova)
3:09.0,R. Stuckey misses 3-pt shot from 25 ft,,64-62,,
3:08.0,Offensive rebound by G. Hill,,64-62,,
3:08.0,Shooting foul by M. Dellavedova (drawn by G. Hill),,64-62,,
3:08.0,G. Hill makes free throw 1 of 2,1,65-62,,
3:08.0,,,65-62,,I. Shumpert enters the game for J. Smith
3:08.0,G. Hill makes free throw 2 of 2,1,66-62,,
2:56.0,,,66-64,2,L. James makes 2-pt shot at rim (assist by M. Dellavedova)
2:31.0,G. Hill makes 2-pt shot from 11 ft,2,68-64,,
2:14.0,,,68-64,,L. James misses 2-pt shot from 14 ft
2:13.0,Defensive rebound by L. Scola,,68-64,,
2:01.0,G. Hill misses 2-pt shot from 2 ft,,68-64,,
2:00.0,,,68-64,,Defensive rebound by T. Mozgov
1:49.0,,,68-66,2,M. Dellavedova makes 2-pt shot at rim (assist by L. James)
1:24.0,Turnover by R. Stuckey (bad pass; steal by I. Shumpert),,68-66,,
1:21.0,Personal foul by L. Scola (drawn by L. James),,68-66,,
1:21.0,,,68-66,,T. Thompson enters the game for T. Mozgov
1:10.0,,,68-69,3,M. Dellavedova makes 3-pt shot from 23 ft (assist by L. James)
0:55.0,L. Scola makes 2-pt shot from 18 ft (assist by R. Stuckey),2,70-69,,
0:40.0,,,70-72,3,L. James makes 3-pt shot from 24 ft (assist by M. Dellavedova)
0:29.0,Shooting foul by T. Thompson (drawn by R. Stuckey),,70-72,,
0:29.0,R. Stuckey makes free throw 1 of 2,1,71-72,,
0:29.0,C. Watson enters the game for G. Hill,,71-72,,
0:29.0,R. Stuckey makes free throw 2 of 2,1,72-72,,
0:18.0,,,72-72,,L. James misses 2-pt shot from 7 ft (block by I. Mahinmi)
0:18.0,,,72-72,,Offensive rebound by Team
0:09.0,,,72-72,,L. James misses 2-pt shot from 6 ft
0:07.0,,,72-72,,Offensive rebound by T. Thompson
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,L. Allen enters the game for L. Scola,,72-72,,
11:37.0,C. Watson misses 2-pt shot from 7 ft (block by T. Mozgov),,72-72,,
11:35.0,,,72-72,,Defensive rebound by M. Dellavedova
11:27.0,,,72-72,,K. Irving misses 2-pt shot from 6 ft (block by L. Allen)
11:27.0,,,72-72,,Offensive rebound by Team
11:20.0,,,72-72,,T. Mozgov misses 2-pt shot at rim
11:19.0,,,72-72,,Offensive rebound by I. Shumpert
11:13.0,,,72-72,,T. Thompson misses 2-pt shot from 14 ft
11:12.0,Defensive rebound by R. Stuckey,,72-72,,
11:07.0,R. Stuckey misses 2-pt shot from 4 ft (block by T. Thompson),,72-72,,
11:07.0,Offensive rebound by L. Allen,,72-72,,
11:07.0,Shooting foul by M. Dellavedova (drawn by L. Allen),,72-72,,
11:07.0,L. Allen misses free throw 1 of 2,,72-72,,
11:07.0,Offensive rebound by Team,,72-72,,
11:07.0,L. Allen makes free throw 2 of 2,1,73-72,,
10:55.0,,,73-75,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by I. Shumpert)
10:30.0,Turnover by D. Rudez (bad pass; steal by T. Thompson),,73-75,,
10:23.0,,,73-78,3,M. Dellavedova makes 3-pt shot from 23 ft (assist by I. Shumpert)
9:58.0,R. Stuckey misses 2-pt shot from 14 ft (block by I. Shumpert),,73-78,,
9:57.0,,,73-78,,Defensive rebound by I. Shumpert
9:52.0,,,73-78,,M. Dellavedova misses 3-pt shot from 27 ft
9:50.0,Defensive rebound by C. Watson,,73-78,,
9:37.0,,,73-78,,Personal block foul by M. Dellavedova (drawn by C. Watson)
9:37.0,,,73-78,,L. James enters the game for M. Dellavedova
9:22.0,Turnover by Team (shot clock),,73-78,,
9:08.0,,,73-78,,I. Shumpert misses 3-pt shot from 26 ft
9:06.0,Defensive rebound by C. Watson,,73-78,,
9:00.0,C. Watson makes 3-pt shot from 25 ft,3,76-78,,
8:32.0,,,76-80,2,L. James makes 2-pt shot from 20 ft
8:23.0,D. Rudez makes 3-pt shot from 22 ft (assist by C. Watson),3,79-80,,
7:57.0,,,79-80,,L. James misses 2-pt shot from 9 ft
7:53.0,Defensive rebound by R. Stuckey,,79-80,,
7:46.0,L. Allen misses 2-pt shot from 20 ft,,79-80,,
7:45.0,,,79-80,,Defensive rebound by T. Thompson
7:33.0,,,79-80,,Offensive foul by K. Irving
7:33.0,,,79-80,,Turnover by K. Irving (offensive foul)
7:33.0,Official timeout,,79-80,,
7:33.0,,,79-80,,M. Dellavedova enters the game for T. Mozgov
7:33.0,,,79-80,,K. Love enters the game for K. Irving
7:33.0,R. Hibbert enters the game for I. Mahinmi,,79-80,,
7:33.0,L. Scola enters the game for L. Allen,,79-80,,
7:14.0,R. Stuckey misses 2-pt shot from 3 ft,,79-80,,
7:13.0,,,79-80,,Defensive rebound by K. Love
7:00.0,,,79-82,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
6:42.0,L. Scola makes 2-pt shot from 17 ft (assist by C. Watson),2,81-82,,
6:23.0,,,81-82,,I. Shumpert misses 3-pt shot from 24 ft
6:22.0,Defensive rebound by C. Watson,,81-82,,
6:13.0,C. Watson misses 2-pt shot from 18 ft,,81-82,,
6:12.0,,,81-82,,Defensive rebound by T. Thompson
6:00.0,,,81-82,,M. Dellavedova misses 2-pt shot from 8 ft
5:58.0,Defensive rebound by C. Watson,,81-82,,
5:52.0,R. Stuckey makes 2-pt shot from 13 ft (assist by C. Watson),2,83-82,,
5:42.0,Personal foul by C. Watson (drawn by M. Dellavedova),,83-82,,
5:42.0,,,83-82,,Cleveland full timeout
5:42.0,G. Hill enters the game for R. Stuckey,,83-82,,
5:42.0,S. Hill enters the game for D. Rudez,,83-82,,
5:42.0,C. Miles enters the game for C. Watson,,83-82,,
5:42.0,,,83-82,,J. Smith enters the game for I. Shumpert
5:31.0,,,83-84,2,L. James makes 2-pt shot from 8 ft
5:14.0,Shooting foul by T. Thompson (drawn by R. Hibbert),,83-84,,
5:14.0,R. Hibbert makes free throw 1 of 2,1,84-84,,
5:14.0,R. Hibbert makes free throw 2 of 2,1,85-84,,
5:00.0,,,85-84,,K. Love misses 3-pt shot from 23 ft
4:59.0,Defensive rebound by S. Hill,,85-84,,
4:52.0,G. Hill misses 3-pt shot from 24 ft,,85-84,,
4:51.0,,,85-84,,Defensive rebound by L. James
4:42.0,,,85-87,3,L. James makes 3-pt shot from 23 ft
4:24.0,L. Scola misses 2-pt shot from 18 ft,,85-87,,
4:23.0,,,85-87,,Defensive rebound by L. James
4:15.0,,,85-87,,L. James misses 3-pt shot from 26 ft
4:14.0,Defensive rebound by L. Scola,,85-87,,
4:01.0,R. Hibbert makes 2-pt shot from 20 ft (assist by G. Hill),2,87-87,,
3:38.0,,,87-89,2,L. James makes 2-pt shot from 11 ft
3:14.0,G. Hill makes 2-pt shot at rim,2,89-89,,
2:48.0,,,89-91,2,L. James makes 2-pt shot at rim
2:40.0,Indiana full timeout,,89-91,,
2:40.0,,,89-91,,K. Irving enters the game for M. Dellavedova
2:22.0,C. Miles makes 3-pt shot from 25 ft (assist by S. Hill),3,92-91,,
2:03.0,,,92-93,2,L. James makes 2-pt shot from 9 ft
1:40.0,G. Hill misses 3-pt shot from 26 ft,,92-93,,
1:39.0,,,92-93,,Defensive rebound by K. Love
1:19.0,,,92-93,,L. James misses 2-pt shot from 10 ft (block by C. Miles)
1:19.0,Defensive rebound by C. Miles,,92-93,,
1:15.0,C. Miles misses 2-pt shot from 2 ft,,92-93,,
1:13.0,Offensive rebound by S. Hill,,92-93,,
1:12.0,S. Hill misses 2-pt shot from 1 ft,,92-93,,
1:11.0,,,92-93,,Defensive rebound by Team
1:11.0,Loose ball foul by L. Scola (drawn by K. Love),,92-93,,
0:46.0,,,92-93,,L. James misses 3-pt shot from 25 ft
0:44.0,Defensive rebound by L. Scola,,92-93,,
0:41.0,Indiana full timeout,,92-93,,
0:41.0,,,92-93,,I. Shumpert enters the game for K. Irving
0:37.0,C. Miles misses 3-pt shot from 22 ft,,92-93,,
0:37.0,Offensive rebound by R. Hibbert,,92-93,,
0:37.0,,,92-93,,Personal foul by T. Thompson (drawn by R. Hibbert)
0:37.0,Indiana full timeout,,92-93,,
0:31.0,G. Hill misses 3-pt shot from 24 ft,,92-93,,
0:29.0,Offensive rebound by L. Scola,,92-93,,
0:29.0,L. Scola misses 2-pt shot at rim,,92-93,,
0:25.0,,,92-93,,Defensive rebound by K. Love
0:03.0,,,92-93,,L. James misses 3-pt shot from 26 ft
0:02.0,,,92-93,,Offensive rebound by I. Shumpert
0:01.0,Personal foul by C. Miles (drawn by J. Smith),,92-93,,
0:01.0,,,92-94,1,J. Smith makes free throw 1 of 2
0:01.0,,,92-95,1,J. Smith makes free throw 2 of 2
0:01.0,Indiana full timeout,,92-95,,
0:01.0,C. Watson enters the game for S. Hill,,92-95,,
0:01.0,D. Rudez enters the game for R. Hibbert,,92-95,,
