time,Golden State,pts.away,score,pts.home,Memphis
3:00.0,,,98-77,,J. Leuer enters the game for V. Carter
3:00.0,S. Livingston enters the game for K. Thompson,,98-77,,
3:00.0,S. Curry misses free throw 2 of 2,,98-77,,
2:59.0,,,98-77,,Defensive rebound by J. Green
2:49.0,,,98-79,2,J. Leuer makes 2-pt shot from 2 ft (assist by N. Calathes)
2:25.0,H. Barnes misses 3-pt shot from 23 ft,,98-79,,
2:24.0,,,98-79,,Defensive rebound by N. Calathes
2:14.0,,,98-79,,B. Udrih misses 2-pt shot from 10 ft (block by S. Livingston)
2:13.0,Defensive rebound by S. Livingston,,98-79,,
1:56.0,Turnover by D. Green (bad pass),,98-79,,
1:56.0,,,98-79,,Memphis full timeout
1:56.0,L. Barbosa enters the game for D. Green,,98-79,,
1:56.0,J. Holiday enters the game for S. Curry,,98-79,,
1:56.0,J. McAdoo enters the game for A. Iguodala,,98-79,,
1:56.0,,,98-79,,J. Adams enters the game for B. Udrih
1:42.0,,,98-79,,Shooting foul by J. Holiday (drawn by J. Green)
1:42.0,,,98-80,1,J. Green makes free throw 1 of 2
1:42.0,B. Rush enters the game for H. Barnes,,98-80,,
1:42.0,,,98-81,1,J. Green makes free throw 2 of 2
1:26.0,B. Rush misses 2-pt shot from 3 ft (block by J. Green),,98-81,,
1:21.0,,,98-81,,Defensive rebound by J. Leuer
1:16.0,,,98-81,,J. Adams misses 2-pt shot from 21 ft
1:15.0,,,98-81,,Offensive rebound by J. Leuer
1:12.0,,,98-81,,J. Leuer misses 2-pt shot from 4 ft (block by J. McAdoo)
1:10.0,Defensive rebound by L. Barbosa,,98-81,,
1:04.0,J. Holiday makes 3-pt shot from 23 ft (assist by S. Livingston),3,101-81,,
0:50.0,,,101-81,,Shooting foul by B. Rush (drawn by J. Adams)
0:50.0,,,101-81,,J. Adams misses free throw 1 of 2
0:50.0,,,101-81,,Offensive rebound by Team
0:50.0,,,101-82,1,J. Adams makes free throw 2 of 2
0:36.0,Turnover by J. McAdoo (lost ball; steal by J. Green),,101-82,,
0:28.0,,,101-84,2,J. Green makes 2-pt shot from 2 ft (assist by N. Calathes)
0:08.0,Turnover by S. Livingston (traveling),,101-84,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
