time,Charlotte,pts.away,score,pts.home,Philadelphia
5:24.0,Shooting foul by R. Covington (drawn by C. Zeller),,15-15,,
5:24.0,C. Zeller makes free throw 1 of 2,1,16-15,,
5:24.0,C. Zeller makes free throw 2 of 2,1,17-15,,
5:14.0,,,17-15,,Turnover by M. Carter-Williams (bad pass; steal by G. Henderson)
5:11.0,Shooting foul by R. Covington (drawn by M. Kidd-Gilchrist),,17-15,,
5:11.0,M. Kidd-Gilchrist misses free throw 1 of 2,,17-15,,
5:11.0,Offensive rebound by Team,,17-15,,
5:11.0,,,17-15,,H. Sims enters the game for N. Noel
5:11.0,,,17-15,,K. McDaniels enters the game for R. Covington
5:11.0,M. Williams enters the game for C. Zeller,,17-15,,
5:11.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,18-15,,
5:02.0,,,18-15,,M. Carter-Williams misses 2-pt shot from 20 ft
5:00.0,Defensive rebound by M. Kidd-Gilchrist,,18-15,,
4:49.0,K. Walker misses 2-pt shot from 17 ft,,18-15,,
4:47.0,,,18-15,,Defensive rebound by J. Sampson
4:37.0,,,18-15,,L. Mbah a Moute misses 2-pt shot from 3 ft
4:35.0,Defensive rebound by M. Kidd-Gilchrist,,18-15,,
4:26.0,K. Walker makes 2-pt shot from 1 ft,2,20-15,,
4:07.0,,,20-17,2,H. Sims makes 2-pt shot from 17 ft (assist by M. Carter-Williams)
3:46.0,A. Jefferson misses 2-pt shot from 8 ft,,20-17,,
3:44.0,,,20-17,,Defensive rebound by K. McDaniels
3:38.0,,,20-17,,M. Carter-Williams misses 2-pt shot from 20 ft
3:37.0,Defensive rebound by M. Williams,,20-17,,
3:31.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by M. Williams),2,22-17,,
3:10.0,,,22-19,2,M. Carter-Williams makes 2-pt shot from 10 ft
3:10.0,,,22-19,,Technical foul by M. Carter-Williams
3:10.0,K. Walker makes technical free throw,1,23-19,,
3:10.0,B. Biyombo enters the game for M. Kidd-Gilchrist,,23-19,,
3:10.0,P. Hairston enters the game for A. Jefferson,,23-19,,
3:10.0,G. Neal enters the game for G. Henderson,,23-19,,
3:10.0,,,23-19,,T. Wroten enters the game for M. Carter-Williams
3:10.0,,,23-19,,H. Thompson enters the game for L. Mbah a Moute
2:52.0,M. Williams makes 3-pt shot from 22 ft (assist by K. Walker),3,26-19,,
2:35.0,,,26-21,2,K. McDaniels makes 2-pt shot from 17 ft (assist by T. Wroten)
2:19.0,K. Walker misses 2-pt shot from 16 ft,,26-21,,
2:18.0,,,26-21,,Defensive rebound by J. Sampson
2:07.0,,,26-24,3,T. Wroten makes 3-pt shot from 23 ft (assist by H. Thompson)
1:59.0,Charlotte full timeout,,26-24,,
1:43.0,M. Williams makes 3-pt shot from 26 ft (assist by P. Hairston),3,29-24,,
1:27.0,,,29-24,,H. Thompson misses 3-pt shot from 26 ft
1:25.0,Defensive rebound by G. Neal,,29-24,,
1:18.0,P. Hairston misses 3-pt shot from 24 ft,,29-24,,
1:16.0,Offensive rebound by P. Hairston,,29-24,,
1:10.0,M. Williams makes 3-pt shot from 23 ft (assist by G. Neal),3,32-24,,
0:57.0,,,32-26,2,T. Wroten makes 2-pt shot from 2 ft
0:44.0,G. Neal makes 3-pt shot from 26 ft (assist by K. Walker),3,35-26,,
0:34.0,,,35-26,,Turnover by T. Wroten (lost ball)
0:25.0,,,35-26,,Personal foul by J. Sampson (drawn by K. Walker)
0:17.0,K. Walker makes 2-pt shot from 16 ft,2,37-26,,
0:01.0,,,37-26,,H. Thompson misses 2-pt shot from 13 ft (block by M. Williams)
0:00.0,,,37-26,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,P. Hairston misses 3-pt shot from 25 ft,,37-26,,
11:39.0,,,37-26,,Defensive rebound by J. Sampson
11:31.0,,,37-28,2,H. Sims makes 2-pt shot from 2 ft (assist by T. Wroten)
11:25.0,P. Hairston makes 2-pt shot from 2 ft (assist by B. Roberts),2,39-28,,
11:25.0,Shooting foul by H. Sims (drawn by P. Hairston),,39-28,,
11:25.0,P. Hairston makes free throw 1 of 1,1,40-28,,
11:18.0,Personal foul by B. Roberts (drawn by T. Wroten),,40-28,,
11:03.0,,,40-28,,Turnover by R. Covington (lost ball; steal by G. Neal)
10:56.0,G. Neal makes 2-pt shot from 7 ft,2,42-28,,
10:45.0,,,42-28,,Shooting foul by B. Roberts (drawn by T. Wroten)
10:45.0,,,42-28,,N. Noel enters the game for H. Sims
10:45.0,,,42-28,,T. Wroten misses free throw 1 of 2
10:45.0,,,42-28,,Offensive rebound by Team
10:45.0,,,42-29,1,T. Wroten makes free throw 2 of 2
10:24.0,Offensive foul by B. Biyombo,,42-29,,
10:24.0,Turnover by B. Biyombo (offensive foul),,42-29,,
10:18.0,,,42-29,,Turnover by J. Sampson (bad pass; steal by P. Hairston)
10:15.0,,,42-29,,Clear path foul by T. Wroten
10:15.0,P. Hairston makes clear path free throw 1 of 2,1,43-29,,
10:15.0,P. Hairston makes clear path free throw 2 of 2,1,44-29,,
10:15.0,,,44-29,,M. Carter-Williams enters the game for J. Sampson
9:56.0,G. Neal makes 2-pt shot from 2 ft,2,46-29,,
9:38.0,,,46-31,2,N. Noel makes 2-pt shot from 5 ft (assist by T. Wroten)
9:26.0,B. Roberts misses 2-pt shot from 18 ft,,46-31,,
9:24.0,Offensive rebound by B. Biyombo,,46-31,,
9:20.0,Jump ball: B. Biyombo vs. H. Thompson (R. Covington gains possession),,,,Jump ball: B. Biyombo vs. H. Thompson (R. Covington gains possession)
9:15.0,,,46-31,,Turnover by R. Covington (lost ball; steal by P. Hairston)
9:08.0,Shooting foul by N. Noel (drawn by P. Hairston),,46-31,,
9:08.0,P. Hairston makes free throw 1 of 2,1,47-31,,
9:08.0,,,47-31,,L. Mbah a Moute enters the game for H. Thompson
9:08.0,C. Zeller enters the game for M. Williams,,47-31,,
9:08.0,P. Hairston makes free throw 2 of 2,1,48-31,,
9:08.0,,,48-31,,Philadelphia full timeout
8:53.0,,,48-34,3,T. Wroten makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
8:31.0,G. Neal misses 2-pt shot from 3 ft,,48-34,,
8:30.0,Offensive rebound by B. Biyombo,,48-34,,
8:30.0,B. Biyombo makes 2-pt shot at rim,2,50-34,,
8:14.0,,,50-37,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by M. Carter-Williams)
7:49.0,P. Hairston misses 3-pt shot from 26 ft,,50-37,,
7:46.0,,,50-37,,Defensive rebound by Team
7:46.0,A. Jefferson enters the game for B. Biyombo,,50-37,,
7:35.0,,,50-40,3,R. Covington makes 3-pt shot from 23 ft (assist by L. Mbah a Moute)
7:20.0,B. Roberts makes 3-pt shot from 25 ft (assist by G. Neal),3,53-40,,
7:02.0,,,53-40,,L. Mbah a Moute misses 2-pt shot from 4 ft
7:00.0,,,53-40,,Offensive rebound by N. Noel
7:00.0,,,53-40,,N. Noel misses 2-pt shot from 2 ft
6:59.0,Defensive rebound by A. Jefferson,,53-40,,
6:51.0,C. Zeller makes 2-pt shot from 17 ft (assist by B. Roberts),2,55-40,,
6:42.0,Personal foul by G. Neal (drawn by M. Carter-Williams),,55-40,,
6:42.0,G. Henderson enters the game for P. Hairston,,55-40,,
6:42.0,K. Walker enters the game for B. Roberts,,55-40,,
6:42.0,M. Kidd-Gilchrist enters the game for G. Neal,,55-40,,
6:36.0,,,55-40,,M. Carter-Williams misses 2-pt shot from 8 ft (block by G. Henderson)
6:34.0,Defensive rebound by Team,,55-40,,
6:13.0,G. Henderson makes 2-pt shot from 16 ft,2,57-40,,
5:55.0,,,57-42,2,L. Mbah a Moute makes 2-pt shot at rim (assist by M. Carter-Williams)
5:38.0,A. Jefferson misses 2-pt shot from 3 ft (block by N. Noel),,57-42,,
5:36.0,,,57-42,,Defensive rebound by M. Carter-Williams
5:27.0,,,57-45,3,T. Wroten makes 3-pt shot from 27 ft (assist by M. Carter-Williams)
5:13.0,K. Walker misses 2-pt shot from 4 ft,,57-45,,
5:11.0,Offensive rebound by C. Zeller,,57-45,,
5:06.0,G. Henderson makes 3-pt shot from 25 ft (assist by A. Jefferson),3,60-45,,
4:51.0,,,60-45,,Turnover by M. Carter-Williams (traveling)
4:51.0,Official timeout,,60-45,,
4:32.0,K. Walker misses 2-pt shot from 18 ft,,60-45,,
4:31.0,Offensive rebound by C. Zeller,,60-45,,
4:21.0,A. Jefferson misses 2-pt shot from 8 ft,,60-45,,
4:19.0,,,60-45,,Defensive rebound by L. Mbah a Moute
4:19.0,Personal foul by C. Zeller (drawn by L. Mbah a Moute),,60-45,,
4:04.0,,,60-45,,M. Carter-Williams misses 3-pt shot from 25 ft
4:03.0,Defensive rebound by Team,,60-45,,
4:03.0,,,60-45,,H. Thompson enters the game for T. Wroten
3:38.0,A. Jefferson misses 2-pt shot from 17 ft,,60-45,,
3:37.0,Offensive rebound by Team,,60-45,,
3:37.0,Turnover by Team (shot clock),,60-45,,
3:25.0,,,60-45,,H. Thompson misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by Team,,60-45,,
3:23.0,M. Williams enters the game for C. Zeller,,60-45,,
3:09.0,M. Williams misses 3-pt shot from 24 ft,,60-45,,
3:07.0,Offensive rebound by M. Kidd-Gilchrist,,60-45,,
3:07.0,,,60-45,,Personal foul by M. Carter-Williams (drawn by M. Kidd-Gilchrist)
2:51.0,Turnover by K. Walker (lost ball; steal by M. Carter-Williams),,60-45,,
2:47.0,,,60-45,,Turnover by M. Carter-Williams (bad pass)
2:47.0,Charlotte full timeout,,60-45,,
2:47.0,,,60-45,,H. Sims enters the game for N. Noel
2:47.0,,,60-45,,K. McDaniels enters the game for R. Covington
2:33.0,G. Henderson misses 2-pt shot from 17 ft,,60-45,,
2:32.0,,,60-45,,Defensive rebound by H. Sims
2:18.0,,,60-45,,M. Carter-Williams misses 2-pt shot from 19 ft
2:16.0,Defensive rebound by M. Kidd-Gilchrist,,60-45,,
2:07.0,M. Kidd-Gilchrist misses 2-pt shot from 15 ft,,60-45,,
2:05.0,,,60-45,,Defensive rebound by M. Carter-Williams
2:00.0,,,60-45,,Offensive foul by K. McDaniels
2:00.0,,,60-45,,Turnover by K. McDaniels (offensive foul)
1:37.0,A. Jefferson makes 2-pt shot from 10 ft,2,62-45,,
1:24.0,Def 3 sec tech foul by A. Jefferson,,62-45,,
1:24.0,,,62-46,1,H. Sims makes technical free throw
1:12.0,Jump ball: M. Carter-Williams vs. M. Kidd-Gilchrist (H. Thompson gains possession),,,,Jump ball: M. Carter-Williams vs. M. Kidd-Gilchrist (H. Thompson gains possession)
1:07.0,,,62-46,,H. Thompson misses 3-pt shot from 26 ft
1:07.0,,,62-46,,Offensive rebound by Team
1:07.0,,,62-46,,Turnover by Team (shot clock)
0:53.0,A. Jefferson makes 2-pt shot from 13 ft,2,64-46,,
0:38.0,,,64-46,,H. Sims misses 2-pt shot from 17 ft
0:37.0,Defensive rebound by K. Walker,,64-46,,
0:26.0,G. Henderson misses 3-pt shot from 23 ft,,64-46,,
0:24.0,,,64-46,,Defensive rebound by L. Mbah a Moute
0:18.0,,,64-46,,Turnover by K. McDaniels (step out of bounds)
0:14.0,Charlotte full timeout,,64-46,,
0:14.0,,,64-46,,J. Sampson enters the game for H. Sims
0:14.0,,,64-46,,N. Noel enters the game for H. Thompson
0:14.0,G. Neal enters the game for M. Kidd-Gilchrist,,64-46,,
0:03.0,K. Walker makes 2-pt shot from 1 ft,2,66-46,,
0:01.0,,,66-46,,M. Carter-Williams misses 3-pt shot from 49 ft
0:00.0,,,66-46,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,G. Henderson misses 2-pt shot from 18 ft,,66-46,,
11:36.0,,,66-46,,Defensive rebound by N. Noel
11:15.0,,,66-46,,L. Mbah a Moute misses 2-pt shot from 16 ft (block by G. Henderson)
11:13.0,Defensive rebound by G. Henderson,,66-46,,
10:58.0,C. Zeller misses 2-pt shot from 4 ft (block by M. Carter-Williams),,66-46,,
10:56.0,,,66-46,,Defensive rebound by M. Carter-Williams
10:53.0,,,66-46,,Turnover by M. Carter-Williams (bad pass)
10:46.0,A. Jefferson makes 2-pt shot from 1 ft (assist by K. Walker),2,68-46,,
10:45.0,,,68-46,,Philadelphia full timeout
10:31.0,,,68-49,3,R. Covington makes 3-pt shot from 25 ft (assist by L. Mbah a Moute)
10:16.0,Turnover by M. Kidd-Gilchrist (traveling),,68-49,,
10:04.0,,,68-49,,Turnover by H. Sims (lost ball; steal by M. Kidd-Gilchrist)
9:43.0,K. Walker misses 2-pt shot from 4 ft,,68-49,,
9:40.0,,,68-49,,Defensive rebound by L. Mbah a Moute
9:22.0,,,68-49,,R. Covington misses 3-pt shot from 23 ft
9:20.0,,,68-49,,Offensive rebound by Team
9:17.0,,,68-49,,R. Covington misses 2-pt shot from 17 ft
9:16.0,Defensive rebound by K. Walker,,68-49,,
9:08.0,G. Henderson misses 2-pt shot from 6 ft,,68-49,,
9:06.0,,,68-49,,Defensive rebound by L. Mbah a Moute
8:59.0,Personal foul by G. Henderson (drawn by M. Carter-Williams),,68-49,,
8:51.0,,,68-51,2,H. Sims makes 2-pt shot from 8 ft (assist by N. Noel)
8:39.0,A. Jefferson makes 2-pt shot from 5 ft (assist by K. Walker),2,70-51,,
8:39.0,,,70-51,,Violation by N. Noel (def goaltending)
8:24.0,,,70-53,2,M. Carter-Williams makes 2-pt shot from 2 ft
8:09.0,K. Walker makes 2-pt shot from 2 ft,2,72-53,,
8:00.0,,,72-53,,Turnover by H. Sims (bad pass)
7:52.0,Offensive foul by G. Henderson,,72-53,,
7:52.0,Turnover by G. Henderson (offensive foul),,72-53,,
7:38.0,,,72-53,,Turnover by H. Sims (bad pass; steal by A. Jefferson)
7:32.0,K. Walker misses 2-pt shot from 1 ft,,72-53,,
7:30.0,Offensive rebound by M. Kidd-Gilchrist,,72-53,,
7:30.0,M. Kidd-Gilchrist makes 2-pt shot from 1 ft,2,74-53,,
7:29.0,,,74-53,,Philadelphia full timeout
7:29.0,,,74-53,,T. Wroten enters the game for R. Covington
7:29.0,,,74-53,,K. McDaniels enters the game for M. Carter-Williams
7:29.0,,,74-53,,H. Thompson enters the game for H. Sims
7:18.0,,,74-53,,Turnover by N. Noel (lost ball)
6:59.0,M. Kidd-Gilchrist makes 2-pt shot from 17 ft (assist by C. Zeller),2,76-53,,
6:44.0,,,76-56,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by N. Noel)
6:24.0,A. Jefferson misses 2-pt shot from 11 ft,,76-56,,
6:23.0,,,76-56,,Defensive rebound by N. Noel
6:13.0,,,76-56,,N. Noel misses 2-pt shot from 13 ft
6:11.0,Defensive rebound by M. Kidd-Gilchrist,,76-56,,
6:06.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by H. Thompson),,76-56,,
6:04.0,,,76-56,,Defensive rebound by N. Noel
5:59.0,,,76-56,,Turnover by K. McDaniels (step out of bounds)
5:45.0,K. Walker makes 2-pt shot at rim (assist by A. Jefferson),2,78-56,,
5:33.0,,,78-56,,T. Wroten misses 2-pt shot from 3 ft
5:31.0,Defensive rebound by C. Zeller,,78-56,,
5:23.0,A. Jefferson misses 2-pt shot from 2 ft (block by K. McDaniels),,78-56,,
5:21.0,Offensive rebound by A. Jefferson,,78-56,,
5:21.0,Shooting foul by K. McDaniels (drawn by A. Jefferson),,78-56,,
5:21.0,A. Jefferson makes free throw 1 of 2,1,79-56,,
5:21.0,M. Williams enters the game for C. Zeller,,79-56,,
5:21.0,,,79-56,,J. Grant enters the game for L. Mbah a Moute
5:21.0,,,79-56,,J. Sampson enters the game for H. Thompson
5:21.0,A. Jefferson makes free throw 2 of 2,1,80-56,,
5:08.0,,,80-58,2,N. Noel makes 2-pt shot at rim (assist by J. Grant)
4:52.0,A. Jefferson misses 2-pt shot from 3 ft,,80-58,,
4:50.0,,,80-58,,Defensive rebound by K. McDaniels
4:44.0,,,80-60,2,K. McDaniels makes 2-pt shot from 2 ft
4:42.0,Charlotte full timeout,,80-60,,
4:42.0,G. Neal enters the game for G. Henderson,,80-60,,
4:25.0,M. Williams misses 3-pt shot from 26 ft,,80-60,,
4:23.0,,,80-60,,Defensive rebound by N. Noel
4:13.0,,,80-60,,Shooting foul by M. Williams (drawn by K. McDaniels)
4:13.0,,,80-61,1,K. McDaniels makes free throw 1 of 2
4:13.0,,,80-62,1,K. McDaniels makes free throw 2 of 2
3:53.0,K. Walker makes 3-pt shot from 25 ft (assist by G. Neal),3,83-62,,
3:41.0,,,83-62,,Turnover by T. Wroten (traveling)
3:41.0,P. Hairston enters the game for M. Kidd-Gilchrist,,83-62,,
3:41.0,B. Biyombo enters the game for A. Jefferson,,83-62,,
3:29.0,K. Walker misses 2-pt shot from 14 ft,,83-62,,
3:27.0,Offensive rebound by B. Biyombo,,83-62,,
3:27.0,B. Biyombo makes 2-pt shot at rim,2,85-62,,
3:18.0,Personal foul by P. Hairston (drawn by N. Noel),,85-62,,
3:18.0,,,85-62,,L. Mbah a Moute enters the game for N. Noel
3:18.0,C. Zeller enters the game for B. Biyombo,,85-62,,
3:11.0,,,85-62,,Shooting foul by G. Neal (drawn by J. Sampson)
3:11.0,,,85-63,1,J. Sampson makes free throw 1 of 2
3:11.0,,,85-64,1,J. Sampson makes free throw 2 of 2
3:10.0,Turnover by P. Hairston (bad pass),,85-64,,
2:50.0,,,85-66,2,L. Mbah a Moute makes 2-pt shot from 1 ft
2:32.0,G. Neal misses 3-pt shot from 24 ft,,85-66,,
2:30.0,Offensive rebound by M. Williams,,85-66,,
2:27.0,P. Hairston misses 3-pt shot from 24 ft,,85-66,,
2:25.0,,,85-66,,Defensive rebound by J. Grant
2:16.0,,,85-66,,T. Wroten misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by Team,,85-66,,
1:59.0,G. Neal misses 3-pt shot from 25 ft,,85-66,,
1:57.0,,,85-66,,Defensive rebound by J. Sampson
1:51.0,,,85-66,,Turnover by T. Wroten (lost ball; steal by G. Neal)
1:34.0,,,85-66,,Personal foul by L. Mbah a Moute (drawn by K. Walker)
1:26.0,G. Neal misses 2-pt shot from 7 ft,,85-66,,
1:24.0,,,85-66,,Defensive rebound by L. Mbah a Moute
1:12.0,,,85-68,2,J. Sampson makes 2-pt shot from 9 ft
0:55.0,P. Hairston misses 3-pt shot from 23 ft,,85-68,,
0:54.0,Offensive rebound by Team,,85-68,,
0:54.0,,,85-68,,Loose ball foul by T. Wroten (drawn by M. Williams)
0:54.0,M. Williams misses free throw 1 of 2,,85-68,,
0:54.0,Offensive rebound by Team,,85-68,,
0:54.0,M. Williams misses free throw 2 of 2,,85-68,,
0:52.0,,,85-68,,Defensive rebound by L. Mbah a Moute
0:41.0,,,85-68,,Shooting foul by G. Neal (drawn by J. Sampson)
0:41.0,,,85-69,1,J. Sampson makes free throw 1 of 2
0:41.0,,,85-70,1,J. Sampson makes free throw 2 of 2
0:34.0,P. Hairston misses 2-pt shot from 3 ft (block by J. Sampson),,85-70,,
0:32.0,,,85-70,,Defensive rebound by Team
0:15.0,,,85-70,,Shooting foul by C. Zeller (drawn by T. Wroten)
0:15.0,,,85-71,1,T. Wroten makes free throw 1 of 2
0:15.0,,,85-72,1,T. Wroten makes free throw 2 of 2
0:02.0,K. Walker misses 3-pt shot from 25 ft (block by T. Wroten),,85-72,,
0:00.0,Offensive rebound by K. Walker,,85-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,85-72,,K. McDaniels misses 2-pt shot from 3 ft
11:48.0,Defensive rebound by P. Hairston,,85-72,,
11:47.0,,,85-72,,Personal foul by T. Wroten (drawn by M. Williams)
11:29.0,Shooting foul by T. Wroten (drawn by B. Roberts),,85-72,,
11:29.0,B. Roberts makes free throw 1 of 2,1,86-72,,
11:29.0,B. Roberts makes free throw 2 of 2,1,87-72,,
11:20.0,,,87-72,,T. Wroten misses 2-pt shot from 1 ft
11:19.0,Defensive rebound by A. Jefferson,,87-72,,
11:12.0,G. Neal misses 3-pt shot from 27 ft,,87-72,,
11:10.0,Offensive rebound by Team,,87-72,,
10:58.0,A. Jefferson makes 2-pt shot from 8 ft (assist by G. Neal),2,89-72,,
10:39.0,,,89-72,,Shooting foul by A. Jefferson (drawn by T. Wroten)
10:39.0,,,89-73,1,T. Wroten makes free throw 1 of 2
10:39.0,,,89-74,1,T. Wroten makes free throw 2 of 2
10:28.0,Turnover by B. Roberts (bad pass; steal by L. Mbah a Moute),,89-74,,
10:23.0,,,89-74,,Turnover by K. McDaniels (offensive goaltending)
10:10.0,G. Neal makes 3-pt shot from 25 ft,3,92-74,,
9:51.0,,,92-74,,L. Mbah a Moute misses 3-pt shot from 25 ft
9:50.0,,,92-74,,Offensive rebound by J. Sampson
9:47.0,,,92-76,2,J. Sampson makes 2-pt shot from 4 ft
9:31.0,Turnover by G. Neal (bad pass; steal by L. Mbah a Moute),,92-76,,
9:24.0,,,92-76,,T. Wroten misses 2-pt shot from 1 ft
9:22.0,Defensive rebound by A. Jefferson,,92-76,,
9:15.0,G. Neal misses 2-pt shot from 16 ft,,92-76,,
9:13.0,,,92-76,,Defensive rebound by J. Grant
9:09.0,,,92-76,,Philadelphia full timeout
9:02.0,G. Henderson enters the game for P. Hairston,,92-76,,
8:59.0,,,92-76,,J. Grant misses 3-pt shot from 26 ft
8:57.0,Defensive rebound by M. Williams,,92-76,,
8:42.0,A. Jefferson makes 2-pt shot from 1 ft (assist by G. Neal),2,94-76,,
8:24.0,,,94-76,,L. Mbah a Moute misses 2-pt shot from 16 ft
8:23.0,Defensive rebound by M. Williams,,94-76,,
8:01.0,A. Jefferson makes 2-pt shot from 15 ft (assist by G. Neal),2,96-76,,
7:38.0,,,96-79,3,T. Wroten makes 3-pt shot from 26 ft (assist by K. McDaniels)
7:23.0,A. Jefferson misses 2-pt shot from 16 ft,,96-79,,
7:21.0,,,96-79,,Defensive rebound by T. Wroten
7:11.0,,,96-79,,Turnover by J. Sampson (lost ball; steal by B. Roberts)
7:08.0,B. Roberts misses 2-pt shot from 2 ft (block by K. McDaniels),,96-79,,
7:07.0,Offensive rebound by Team,,96-79,,
7:07.0,K. Walker enters the game for B. Roberts,,96-79,,
7:07.0,,,96-79,,N. Noel enters the game for L. Mbah a Moute
7:07.0,M. Kidd-Gilchrist enters the game for G. Neal,,96-79,,
6:59.0,Turnover by A. Jefferson (3 sec),,96-79,,
6:40.0,,,96-79,,T. Wroten misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by A. Jefferson,,96-79,,
6:26.0,K. Walker makes 2-pt shot from 1 ft (assist by M. Williams),2,98-79,,
6:13.0,,,98-79,,Offensive charge foul by J. Sampson
6:13.0,,,98-79,,Turnover by J. Sampson (offensive foul)
6:13.0,,,98-79,,M. Carter-Williams enters the game for T. Wroten
6:13.0,,,98-79,,R. Covington enters the game for J. Grant
5:58.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft (block by R. Covington),,98-79,,
5:56.0,Offensive rebound by M. Williams,,98-79,,
5:52.0,Turnover by K. Walker (bad pass; steal by N. Noel),,98-79,,
5:50.0,,,98-79,,Philadelphia full timeout
5:50.0,,,98-79,,H. Thompson enters the game for J. Sampson
5:37.0,,,98-79,,Offensive charge foul by R. Covington
5:37.0,,,98-79,,Turnover by R. Covington (offensive foul)
5:17.0,K. Walker makes 2-pt shot from 4 ft (assist by G. Henderson),2,100-79,,
5:17.0,Shooting foul by K. McDaniels (drawn by K. Walker),,100-79,,
5:17.0,K. Walker misses free throw 1 of 1,,100-79,,
5:16.0,,,100-79,,Defensive rebound by N. Noel
5:05.0,,,100-79,,H. Thompson misses 3-pt shot from 24 ft
