time,Atlanta,pts.away,score,pts.home,Orlando
3:17.0,Defensive rebound by P. Millsap,,19-16,,
2:54.0,P. Millsap misses 2-pt shot from 16 ft,,19-16,,
2:53.0,,,19-16,,Defensive rebound by Team
2:53.0,,,19-16,,K. O'Quinn enters the game for C. Frye
2:53.0,,,19-16,,B. Gordon enters the game for E. Fournier
2:53.0,M. Scott enters the game for P. Millsap,,19-16,,
2:31.0,,,19-16,,K. O'Quinn misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by D. Carroll,,19-16,,
2:18.0,Turnover by T. Sefolosha (bad pass; steal by K. O'Quinn),,19-16,,
2:13.0,,,19-16,,T. Harris misses 2-pt shot at rim
2:11.0,,,19-16,,Offensive rebound by T. Harris
2:11.0,,,19-18,2,T. Harris makes 2-pt shot at rim
1:57.0,Shooting foul by V. Oladipo (drawn by J. Teague),,19-18,,
1:57.0,J. Teague misses free throw 1 of 2,,19-18,,
1:57.0,Offensive rebound by Team,,19-18,,
1:57.0,D. Schroder enters the game for D. Carroll,,19-18,,
1:57.0,,,19-18,,E. Payton enters the game for V. Oladipo
1:57.0,J. Teague makes free throw 2 of 2,1,20-18,,
1:43.0,,,20-18,,D. Dedmon misses 2-pt shot from 1 ft (block by J. Teague)
1:41.0,Defensive rebound by E. Brand,,20-18,,
1:20.0,M. Scott makes 3-pt shot from 23 ft (assist by D. Schroder),3,23-18,,
1:05.0,,,23-18,,Turnover by E. Payton (lost ball)
1:05.0,D. Carroll enters the game for J. Teague,,23-18,,
1:05.0,,,23-18,,E. Fournier enters the game for K. O'Quinn
0:51.0,Turnover by D. Schroder (bad pass; steal by E. Payton),,23-18,,
0:51.0,,,23-18,,Turnover by E. Fournier (bad pass)
0:38.0,D. Schroder misses 2-pt shot from 1 ft (block by D. Dedmon),,23-18,,
0:38.0,Offensive rebound by Team,,23-18,,
0:30.0,D. Schroder misses 2-pt shot from 5 ft,,23-18,,
0:28.0,Offensive rebound by E. Brand,,23-18,,
0:11.0,Turnover by D. Schroder (bad pass; steal by B. Gordon),,23-18,,
0:07.0,,,23-18,,Turnover by B. Gordon (bad pass)
0:07.0,K. Korver enters the game for T. Sefolosha,,23-18,,
0:07.0,A. Horford enters the game for E. Brand,,23-18,,
0:01.0,D. Schroder misses 2-pt shot from 2 ft,,23-18,,
0:00.0,,,23-18,,Defensive rebound by T. Harris
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,D. Schroder misses 3-pt shot from 28 ft,,23-18,,
11:36.0,Offensive rebound by Team,,23-18,,
11:36.0,Turnover by Team (shot clock),,23-18,,
11:23.0,,,23-21,3,C. Frye makes 3-pt shot from 25 ft (assist by E. Payton)
11:03.0,M. Scott misses 3-pt shot from 30 ft,,23-21,,
11:03.0,,,23-21,,Defensive rebound by Team
11:03.0,Loose ball foul by A. Horford (drawn by D. Dedmon),,23-21,,
10:50.0,Personal foul by K. Bazemore (drawn by E. Fournier),,23-21,,
10:39.0,,,23-24,3,B. Gordon makes 3-pt shot from 26 ft (assist by E. Payton)
10:23.0,M. Scott misses 3-pt shot from 26 ft,,23-24,,
10:22.0,,,23-24,,Defensive rebound by E. Fournier
10:09.0,,,23-26,2,D. Dedmon makes 2-pt shot from 6 ft (assist by E. Fournier)
9:55.0,Shooting foul by B. Gordon (drawn by M. Scott),,23-26,,
9:55.0,M. Scott makes free throw 1 of 2,1,24-26,,
9:55.0,M. Scott makes free throw 2 of 2,1,25-26,,
9:43.0,,,25-26,,Turnover by B. Gordon (lost ball)
9:30.0,D. Schroder makes 2-pt shot from 17 ft,2,27-26,,
9:17.0,,,27-26,,E. Fournier misses 2-pt shot from 2 ft
9:16.0,Defensive rebound by A. Horford,,27-26,,
9:12.0,K. Bazemore makes 2-pt shot from 1 ft (assist by D. Schroder),2,29-26,,
9:11.0,,,29-26,,Orlando full timeout
9:11.0,,,29-26,,N. Vucevic enters the game for D. Dedmon
9:11.0,,,29-26,,V. Oladipo enters the game for B. Gordon
9:00.0,,,29-26,,Turnover by V. Oladipo (bad pass)
9:00.0,,,29-26,,Violation by Team (delay of game)
8:46.0,K. Korver misses 3-pt shot from 25 ft,,29-26,,
8:45.0,,,29-26,,Defensive rebound by C. Frye
8:31.0,,,29-28,2,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton)
8:12.0,A. Horford makes 2-pt shot from 16 ft (assist by M. Scott),2,31-28,,
7:59.0,,,31-28,,C. Frye misses 3-pt shot from 25 ft
7:57.0,Defensive rebound by K. Bazemore,,31-28,,
7:51.0,D. Schroder misses 2-pt shot from 1 ft,,31-28,,
7:49.0,,,31-28,,Defensive rebound by Team
7:38.0,,,31-30,2,N. Vucevic makes 2-pt shot at rim (assist by E. Payton)
7:22.0,Turnover by D. Schroder (bad pass),,31-30,,
7:11.0,,,31-30,,E. Payton misses 2-pt shot from 2 ft (block by A. Horford)
7:09.0,,,31-30,,Offensive rebound by N. Vucevic
7:00.0,,,31-30,,E. Fournier misses 2-pt shot from 1 ft (block by A. Horford)
6:57.0,Defensive rebound by D. Schroder,,31-30,,
6:46.0,K. Bazemore makes 3-pt shot from 22 ft (assist by M. Scott),3,34-30,,
6:30.0,,,34-33,3,V. Oladipo makes 3-pt shot from 27 ft (assist by E. Fournier)
6:11.0,M. Scott makes 3-pt shot from 23 ft (assist by D. Schroder),3,37-33,,
5:47.0,,,37-35,2,E. Fournier makes 2-pt shot from 1 ft (assist by V. Oladipo)
5:36.0,M. Scott misses 3-pt shot from 27 ft,,37-35,,
5:35.0,,,37-35,,Defensive rebound by E. Payton
5:28.0,,,37-37,2,E. Fournier makes 2-pt shot from 1 ft (assist by E. Payton)
5:27.0,Atlanta full timeout,,37-37,,
5:27.0,P. Millsap enters the game for M. Scott,,37-37,,
5:27.0,J. Teague enters the game for D. Schroder,,37-37,,
5:27.0,,,37-37,,T. Harris enters the game for E. Payton
5:04.0,A. Horford misses 2-pt shot from 6 ft,,37-37,,
5:04.0,Offensive rebound by Team,,37-37,,
4:59.0,A. Horford misses 2-pt shot at rim (block by T. Harris),,37-37,,
4:57.0,Offensive rebound by P. Millsap,,37-37,,
4:55.0,K. Bazemore makes 3-pt shot from 23 ft,3,40-37,,
4:40.0,Personal foul by K. Korver (drawn by N. Vucevic),,40-37,,
4:40.0,D. Carroll enters the game for K. Korver,,40-37,,
4:28.0,,,40-37,,E. Fournier misses 3-pt shot from 26 ft
4:27.0,Defensive rebound by D. Carroll,,40-37,,
4:04.0,J. Teague misses 2-pt shot from 8 ft,,40-37,,
4:02.0,,,40-37,,Defensive rebound by V. Oladipo
3:52.0,,,40-39,2,T. Harris makes 2-pt shot at rim (assist by C. Frye)
3:38.0,A. Horford makes 2-pt shot from 5 ft (assist by J. Teague),2,42-39,,
3:13.0,,,42-41,2,T. Harris makes 2-pt shot from 12 ft
3:00.0,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague),2,44-41,,
2:31.0,,,44-43,2,N. Vucevic makes 2-pt shot from 2 ft
2:18.0,A. Horford misses 2-pt shot from 20 ft,,44-43,,
2:17.0,,,44-43,,Defensive rebound by C. Frye
2:08.0,,,44-43,,E. Fournier misses 2-pt shot from 18 ft
2:07.0,,,44-43,,Offensive rebound by N. Vucevic
2:02.0,,,44-43,,Orlando full timeout
2:02.0,Official timeout,,44-43,,
2:02.0,E. Brand enters the game for A. Horford,,44-43,,
2:02.0,D. Schroder enters the game for K. Bazemore,,44-43,,
2:02.0,,,44-43,,K. O'Quinn enters the game for C. Frye
2:02.0,,,44-43,,B. Gordon enters the game for E. Fournier
1:47.0,,,44-45,2,N. Vucevic makes 2-pt shot from 5 ft (assist by B. Gordon)
1:20.0,Turnover by J. Teague (lost ball; steal by B. Gordon),,44-45,,
1:13.0,,,44-45,,Turnover by T. Harris (bad pass; steal by J. Teague)
1:08.0,J. Teague makes 2-pt shot from 8 ft,2,46-45,,
0:47.0,,,46-45,,T. Harris misses 3-pt shot from 25 ft
0:46.0,Defensive rebound by D. Schroder,,46-45,,
0:42.0,Turnover by P. Millsap (offensive foul),,46-45,,
0:42.0,Offensive foul by P. Millsap,,46-45,,
0:42.0,,,46-45,,E. Payton enters the game for V. Oladipo
0:32.0,,,46-45,,N. Vucevic misses 2-pt shot from 17 ft
0:31.0,Defensive rebound by J. Teague,,46-45,,
0:11.0,J. Teague misses 2-pt shot from 16 ft,,46-45,,
0:11.0,Offensive rebound by P. Millsap,,46-45,,
0:11.0,P. Millsap makes 2-pt shot at rim,2,48-45,,
0:01.0,,,48-47,2,N. Vucevic makes 2-pt shot from 2 ft (assist by E. Payton)
0:00.0,D. Schroder misses 3-pt shot from 43 ft,,48-47,,
0:00.0,Offensive rebound by Team,,48-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,A. Horford makes 2-pt shot from 17 ft (assist by P. Millsap),2,50-47,,
11:32.0,Personal foul by D. Carroll (drawn by T. Harris),,50-47,,
11:21.0,,,50-47,,C. Frye misses 2-pt shot from 22 ft
11:20.0,Defensive rebound by D. Carroll,,50-47,,
11:17.0,,,50-47,,Personal foul by C. Frye (drawn by P. Millsap)
11:12.0,Shooting foul by V. Oladipo (drawn by P. Millsap),,50-47,,
11:12.0,P. Millsap makes free throw 1 of 2,1,51-47,,
11:12.0,P. Millsap makes free throw 2 of 2,1,52-47,,
10:51.0,Personal foul by P. Millsap (drawn by E. Fournier),,52-47,,
10:44.0,,,52-49,2,V. Oladipo makes 2-pt shot from 17 ft
10:24.0,D. Carroll misses 3-pt shot from 23 ft,,52-49,,
10:23.0,,,52-49,,Defensive rebound by E. Fournier
10:06.0,,,52-49,,E. Fournier misses 3-pt shot from 24 ft
10:06.0,,,52-49,,Offensive rebound by T. Harris
10:06.0,,,52-49,,Shooting foul by J. Teague (drawn by T. Harris)
10:06.0,,,52-49,,T. Harris misses free throw 1 of 2
10:06.0,,,52-49,,Offensive rebound by Team
10:06.0,,,52-49,,T. Harris misses free throw 2 of 2
10:04.0,Defensive rebound by P. Millsap,,52-49,,
9:53.0,P. Millsap misses 2-pt shot at rim,,52-49,,
9:51.0,,,52-49,,Defensive rebound by N. Vucevic
9:44.0,,,52-52,3,E. Fournier makes 3-pt shot from 26 ft (assist by V. Oladipo)
9:23.0,K. Korver misses 3-pt shot from 24 ft,,52-52,,
9:22.0,,,52-52,,Defensive rebound by N. Vucevic
9:10.0,,,52-52,,Turnover by T. Harris (bad pass)
8:48.0,Turnover by D. Carroll (bad pass; steal by V. Oladipo),,52-52,,
8:45.0,,,52-52,,Shooting foul by J. Teague (drawn by E. Fournier)
8:45.0,,,52-53,1,E. Fournier makes free throw 1 of 2
8:45.0,,,52-54,1,E. Fournier makes free throw 2 of 2
8:29.0,,,52-54,,Personal foul by V. Oladipo (drawn by A. Horford)
8:29.0,,,52-54,,E. Payton enters the game for V. Oladipo
8:22.0,Shooting foul by C. Frye (drawn by P. Millsap),,52-54,,
8:22.0,P. Millsap makes free throw 1 of 2,1,53-54,,
8:22.0,P. Millsap misses free throw 2 of 2,,53-54,,
8:21.0,,,53-54,,Defensive rebound by N. Vucevic
7:56.0,,,53-54,,E. Fournier misses 3-pt shot from 26 ft
7:55.0,Defensive rebound by A. Horford,,53-54,,
7:48.0,Turnover by P. Millsap (3 sec),,53-54,,
7:39.0,,,53-56,2,N. Vucevic makes 2-pt shot from 14 ft (assist by E. Payton)
7:19.0,P. Millsap misses 2-pt shot from 7 ft,,53-56,,
7:17.0,Offensive rebound by P. Millsap,,53-56,,
7:16.0,P. Millsap misses 2-pt shot from 2 ft,,53-56,,
7:13.0,,,53-56,,Defensive rebound by E. Fournier
7:01.0,Personal foul by D. Carroll (drawn by E. Fournier),,53-56,,
7:01.0,,,53-57,1,E. Fournier makes free throw 1 of 2
7:01.0,,,53-58,1,E. Fournier makes free throw 2 of 2
6:48.0,A. Horford makes 2-pt shot from 12 ft (assist by K. Korver),2,55-58,,
6:37.0,,,55-58,,Turnover by E. Payton (step out of bounds)
6:22.0,D. Carroll misses 3-pt shot from 23 ft,,55-58,,
6:21.0,,,55-58,,Defensive rebound by C. Frye
6:08.0,,,55-58,,N. Vucevic misses 2-pt shot from 6 ft
6:06.0,Defensive rebound by J. Teague,,55-58,,
6:06.0,,,55-58,,Personal foul by E. Fournier (drawn by J. Teague)
6:06.0,J. Teague makes free throw 1 of 2,1,56-58,,
6:06.0,J. Teague makes free throw 2 of 2,1,57-58,,
5:52.0,,,57-58,,E. Payton misses 2-pt shot from 15 ft
5:52.0,,,57-58,,Offensive rebound by Team
5:52.0,Loose ball foul by D. Carroll (drawn by T. Harris),,57-58,,
5:52.0,,,57-58,,Orlando full timeout
5:52.0,E. Brand enters the game for A. Horford,,57-58,,
5:52.0,,,57-58,,K. O'Quinn enters the game for N. Vucevic
5:52.0,,,57-59,1,T. Harris makes free throw 1 of 2
5:52.0,,,57-59,,T. Harris misses free throw 2 of 2
5:50.0,Defensive rebound by E. Brand,,57-59,,
5:41.0,K. Korver misses 3-pt shot from 26 ft,,57-59,,
5:40.0,,,57-59,,Defensive rebound by K. O'Quinn
5:21.0,,,57-59,,E. Payton misses 2-pt shot from 15 ft
5:20.0,Defensive rebound by P. Millsap,,57-59,,
4:59.0,J. Teague misses 2-pt shot from 4 ft,,57-59,,
4:57.0,Offensive rebound by E. Brand,,57-59,,
4:48.0,J. Teague makes 2-pt shot from 1 ft,2,59-59,,
4:37.0,T. Sefolosha enters the game for K. Korver,,59-59,,
4:33.0,,,59-59,,T. Harris misses 2-pt shot from 16 ft
4:30.0,Defensive rebound by P. Millsap,,59-59,,
4:25.0,J. Teague makes 2-pt shot at rim,2,61-59,,
4:06.0,,,61-61,2,E. Payton makes 2-pt shot from 1 ft (assist by T. Harris)
3:41.0,J. Teague misses 2-pt shot at rim,,61-61,,
3:39.0,Offensive rebound by J. Teague,,61-61,,
3:38.0,J. Teague misses 2-pt shot at rim (block by K. O'Quinn),,61-61,,
3:36.0,Offensive rebound by P. Millsap,,61-61,,
3:31.0,J. Teague makes 3-pt shot from 24 ft (assist by T. Sefolosha),3,64-61,,
3:14.0,,,64-61,,Shooting foul by E. Brand (drawn by T. Harris)
3:14.0,,,64-62,1,T. Harris makes free throw 1 of 2
3:14.0,,,64-62,,N. Vucevic enters the game for E. Fournier
3:14.0,,,64-62,,B. Gordon enters the game for C. Frye
3:14.0,,,64-63,1,T. Harris makes free throw 2 of 2
3:02.0,D. Carroll misses 2-pt shot from 2 ft (block by T. Harris),,64-63,,
3:02.0,Offensive rebound by Team,,64-63,,
3:02.0,Atlanta full timeout,,64-63,,
2:55.0,J. Teague misses 2-pt shot from 5 ft,,64-63,,
2:53.0,,,64-63,,Defensive rebound by T. Harris
2:41.0,D. Schroder enters the game for J. Teague,,64-63,,
2:35.0,,,64-63,,Shooting foul by D. Schroder (drawn by E. Payton)
2:35.0,,,64-64,1,E. Payton makes free throw 1 of 2
2:35.0,,,64-64,,E. Payton misses free throw 2 of 2
2:33.0,Defensive rebound by D. Carroll,,64-64,,
2:18.0,P. Millsap misses 3-pt shot from 26 ft,,64-64,,
2:15.0,Offensive rebound by Team,,64-64,,
2:15.0,M. Scott enters the game for P. Millsap,,64-64,,
2:05.0,D. Schroder misses 2-pt shot from 18 ft,,64-64,,
2:03.0,Offensive rebound by D. Schroder,,64-64,,
1:53.0,,,64-64,,Personal foul by N. Vucevic (drawn by D. Carroll)
1:53.0,D. Carroll makes free throw 1 of 2,1,65-64,,
1:53.0,,,65-64,,V. Oladipo enters the game for K. O'Quinn
1:53.0,D. Carroll makes free throw 2 of 2,1,66-64,,
1:42.0,,,66-66,2,E. Payton makes 2-pt shot from 4 ft
1:17.0,,,66-66,,Personal foul by T. Harris (drawn by D. Schroder)
1:17.0,D. Schroder makes free throw 1 of 2,1,67-66,,
1:17.0,D. Schroder makes free throw 2 of 2,1,68-66,,
1:01.0,,,68-69,3,B. Gordon makes 3-pt shot from 26 ft (assist by T. Harris)
0:44.0,M. Scott makes 2-pt shot at rim (assist by D. Carroll),2,70-69,,
0:25.0,,,70-72,3,B. Gordon makes 3-pt shot from 26 ft
0:07.0,D. Schroder makes 2-pt shot from 6 ft,2,72-72,,
0:01.0,,,72-72,,E. Payton misses 2-pt shot from 15 ft (block by T. Sefolosha)
0:00.0,Defensive rebound by T. Sefolosha,,72-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,72-72,,Shooting foul by T. Sefolosha (drawn by B. Gordon)
11:41.0,,,72-73,1,B. Gordon makes free throw 1 of 3
11:41.0,,,72-74,1,B. Gordon makes free throw 2 of 3
11:41.0,K. Bazemore enters the game for D. Carroll,,72-74,,
11:41.0,K. Korver enters the game for T. Sefolosha,,72-74,,
11:41.0,,,72-75,1,B. Gordon makes free throw 3 of 3
11:27.0,D. Schroder misses 3-pt shot from 24 ft,,72-75,,
11:24.0,,,72-75,,Defensive rebound by V. Oladipo
11:19.0,Personal foul by D. Schroder (drawn by V. Oladipo),,72-75,,
11:11.0,,,72-75,,V. Oladipo misses 2-pt shot from 5 ft
11:09.0,Defensive rebound by A. Horford,,72-75,,
10:56.0,K. Bazemore makes 2-pt shot from 6 ft (assist by K. Korver),2,74-75,,
10:44.0,,,74-75,,B. Gordon misses 2-pt shot from 12 ft
10:43.0,Defensive rebound by M. Scott,,74-75,,
10:29.0,D. Schroder makes 2-pt shot from 5 ft,2,76-75,,
10:10.0,,,76-75,,E. Payton misses 2-pt shot from 4 ft
10:07.0,Defensive rebound by A. Horford,,76-75,,
9:53.0,A. Horford makes 2-pt shot at rim (assist by K. Bazemore),2,78-75,,
9:45.0,,,78-75,,Orlando full timeout
9:45.0,,,78-75,,E. Fournier enters the game for B. Gordon
9:45.0,,,78-75,,T. Harris enters the game for E. Payton
9:33.0,,,78-75,,K. O'Quinn misses 2-pt shot from 11 ft
9:30.0,Defensive rebound by D. Schroder,,78-75,,
9:30.0,Atlanta full timeout,,78-75,,
9:22.0,D. Schroder makes 2-pt shot at rim,2,80-75,,
8:54.0,,,80-75,,C. Frye misses 3-pt shot from 26 ft
8:53.0,,,80-75,,Offensive rebound by V. Oladipo
8:49.0,,,80-78,3,C. Frye makes 3-pt shot from 26 ft (assist by V. Oladipo)
8:33.0,D. Schroder misses 2-pt shot from 21 ft,,80-78,,
8:31.0,,,80-78,,Defensive rebound by E. Fournier
8:16.0,,,80-80,2,E. Fournier makes 2-pt shot at rim
8:05.0,Shooting foul by K. O'Quinn (drawn by K. Korver),,80-80,,
8:05.0,K. Korver makes free throw 1 of 3,1,81-80,,
8:05.0,K. Korver makes free throw 2 of 3,1,82-80,,
8:05.0,,,82-80,,N. Vucevic enters the game for K. O'Quinn
8:05.0,K. Korver makes free throw 3 of 3,1,83-80,,
7:45.0,Personal foul by K. Bazemore (drawn by E. Fournier),,83-80,,
7:45.0,,,83-80,,Technical foul by E. Fournier
7:45.0,Technical foul by D. Schroder,,83-80,,
7:32.0,,,83-80,,T. Harris misses 2-pt shot from 15 ft
7:31.0,Defensive rebound by K. Bazemore,,83-80,,
7:13.0,M. Scott misses 2-pt shot from 4 ft,,83-80,,
7:12.0,,,83-80,,Defensive rebound by C. Frye
7:03.0,Personal foul by M. Scott (drawn by N. Vucevic),,83-80,,
7:03.0,P. Millsap enters the game for M. Scott,,83-80,,
7:03.0,J. Teague enters the game for D. Schroder,,83-80,,
6:55.0,,,83-80,,Shooting foul by K. Bazemore (drawn by T. Harris)
6:55.0,,,83-81,1,T. Harris makes free throw 1 of 2
6:55.0,,,83-82,1,T. Harris makes free throw 2 of 2
6:47.0,,,83-82,,Personal foul by C. Frye (drawn by K. Korver)
6:39.0,K. Korver makes 2-pt shot from 20 ft (assist by J. Teague),2,85-82,,
6:23.0,,,85-82,,V. Oladipo misses 2-pt shot from 11 ft
6:20.0,Defensive rebound by A. Horford,,85-82,,
6:13.0,K. Bazemore misses 3-pt shot from 25 ft,,85-82,,
6:12.0,,,85-82,,Defensive rebound by C. Frye
5:58.0,,,85-82,,T. Harris misses 2-pt shot from 4 ft
5:57.0,Defensive rebound by P. Millsap,,85-82,,
5:50.0,Turnover by J. Teague (bad pass),,85-82,,
5:50.0,D. Carroll enters the game for K. Korver,,85-82,,
5:41.0,,,85-82,,V. Oladipo misses 2-pt shot from 14 ft
5:39.0,Defensive rebound by P. Millsap,,85-82,,
5:27.0,K. Korver enters the game for K. Bazemore,,85-82,,
5:21.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,87-82,,
5:13.0,,,87-82,,Orlando full timeout
5:13.0,K. Bazemore enters the game for K. Korver,,87-82,,
5:01.0,,,87-84,2,T. Harris makes 2-pt shot from 5 ft
4:35.0,J. Teague misses 2-pt shot from 19 ft,,87-84,,
4:33.0,,,87-84,,Defensive rebound by N. Vucevic
4:13.0,,,87-84,,T. Harris misses 3-pt shot from 23 ft
4:12.0,Defensive rebound by Team,,87-84,,
4:12.0,K. Korver enters the game for K. Bazemore,,87-84,,
3:49.0,J. Teague makes 2-pt shot at rim (assist by A. Horford),2,89-84,,
3:32.0,,,89-86,2,N. Vucevic makes 2-pt shot from 5 ft (assist by V. Oladipo)
3:21.0,P. Millsap misses 2-pt shot from 15 ft,,89-86,,
3:20.0,,,89-86,,Defensive rebound by Team
3:04.0,,,89-86,,E. Fournier misses 3-pt shot from 27 ft
3:03.0,Defensive rebound by A. Horford,,89-86,,
2:57.0,Shooting foul by T. Harris (drawn by K. Korver),,89-86,,
2:57.0,K. Korver makes free throw 1 of 3,1,90-86,,
2:57.0,K. Korver makes free throw 2 of 3,1,91-86,,
2:57.0,K. Korver makes free throw 3 of 3,1,92-86,,
2:45.0,,,92-89,3,V. Oladipo makes 3-pt shot from 24 ft (assist by E. Fournier)
2:24.0,D. Carroll misses 3-pt shot from 22 ft,,92-89,,
2:23.0,,,92-89,,Defensive rebound by C. Frye
2:14.0,,,92-91,2,V. Oladipo makes 2-pt shot at rim
1:57.0,A. Horford makes 2-pt shot from 12 ft (assist by J. Teague),2,94-91,,
1:43.0,,,94-93,2,N. Vucevic makes 2-pt shot at rim (assist by V. Oladipo)
1:23.0,J. Teague misses 3-pt shot from 26 ft,,94-93,,
1:22.0,,,94-93,,Defensive rebound by V. Oladipo
1:15.0,,,94-93,,N. Vucevic misses 2-pt shot from 19 ft
1:11.0,,,94-93,,Offensive rebound by T. Harris
1:11.0,,,94-93,,Orlando full timeout
1:02.0,,,94-95,2,E. Fournier makes 2-pt shot from 1 ft (assist by V. Oladipo)
0:43.0,J. Teague misses 2-pt shot from 5 ft (block by N. Vucevic),,94-95,,
0:41.0,,,94-95,,Defensive rebound by N. Vucevic
0:24.0,,,94-95,,Shooting foul by P. Millsap (drawn by V. Oladipo)
0:24.0,,,94-96,1,V. Oladipo makes free throw 1 of 2
0:24.0,,,94-97,1,V. Oladipo makes free throw 2 of 2
0:24.0,Atlanta full timeout,,94-97,,
0:24.0,,,94-97,,E. Payton enters the game for C. Frye
