time,Golden State,pts.away,score,pts.home,Houston
6:04.0,,,15-10,,Inbound foul by T. Ariza
6:04.0,A. Bogut makes free throw 1 of 2,1,16-10,,
6:04.0,A. Bogut makes free throw 2 of 2,1,17-10,,
5:48.0,,,17-10,,J. Harden misses 2-pt shot from 21 ft
5:46.0,,,17-10,,Offensive rebound by D. Howard
5:45.0,,,17-12,2,D. Howard makes 2-pt shot at rim
5:29.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,20-12,,
5:18.0,,,20-14,2,J. Terry makes 2-pt shot from 10 ft
4:59.0,D. Green misses 2-pt shot from 2 ft,,20-14,,
4:58.0,,,20-14,,Defensive rebound by D. Howard
4:53.0,,,20-14,,T. Ariza misses 3-pt shot from 24 ft
4:52.0,Defensive rebound by H. Barnes,,20-14,,
4:36.0,K. Thompson misses 3-pt shot from 29 ft,,20-14,,
4:35.0,,,20-14,,Defensive rebound by D. Howard
4:30.0,Personal block foul by K. Thompson (drawn by J. Harden),,20-14,,
4:30.0,A. Iguodala enters the game for H. Barnes,,20-14,,
4:30.0,,,20-14,,P. Prigioni enters the game for J. Terry
4:30.0,,,20-14,,T. Jones enters the game for J. Smith
4:30.0,F. Ezeli enters the game for A. Bogut,,20-14,,
4:22.0,,,20-14,,T. Jones misses 2-pt shot from 12 ft
4:21.0,,,20-14,,Offensive rebound by D. Howard
3:59.0,,,20-14,,T. Jones misses 2-pt shot from 6 ft
3:58.0,Defensive rebound by F. Ezeli,,20-14,,
3:48.0,D. Green misses 2-pt shot from 2 ft,,20-14,,
3:47.0,Offensive rebound by D. Green,,20-14,,
3:46.0,D. Green makes 2-pt shot from 2 ft,2,22-14,,
3:30.0,,,22-14,,P. Prigioni misses 2-pt shot from 2 ft
3:30.0,Defensive rebound by D. Green,,22-14,,
3:30.0,,,22-14,,Personal foul by P. Prigioni (drawn by D. Green)
3:30.0,,,22-14,,C. Brewer enters the game for T. Ariza
3:30.0,S. Livingston enters the game for S. Curry,,22-14,,
3:18.0,K. Thompson misses 3-pt shot from 26 ft,,22-14,,
3:17.0,,,22-14,,Defensive rebound by J. Harden
3:08.0,,,22-16,2,J. Harden makes 2-pt shot from 3 ft (assist by P. Prigioni)
2:50.0,K. Thompson misses 2-pt shot from 3 ft,,22-16,,
2:50.0,Offensive rebound by Team,,22-16,,
2:50.0,Golden State full timeout,,22-16,,
2:50.0,,,22-16,,C. Capela enters the game for D. Howard
2:47.0,,,22-16,,Personal foul by P. Prigioni (drawn by S. Livingston)
2:40.0,S. Livingston makes 2-pt shot from 10 ft,2,24-16,,
2:23.0,,,24-16,,P. Prigioni misses 3-pt shot from 27 ft
2:22.0,Defensive rebound by F. Ezeli,,24-16,,
2:08.0,K. Thompson misses 3-pt shot from 26 ft,,24-16,,
2:07.0,Offensive rebound by A. Iguodala,,24-16,,
2:02.0,K. Thompson makes 2-pt shot from 1 ft (assist by A. Iguodala),2,26-16,,
1:40.0,,,26-16,,C. Brewer misses 2-pt shot from 21 ft
1:38.0,Defensive rebound by Team,,26-16,,
1:21.0,K. Thompson misses 2-pt shot at rim (block by C. Capela),,26-16,,
1:20.0,,,26-16,,Defensive rebound by T. Jones
1:10.0,,,26-16,,C. Brewer misses 2-pt shot from 14 ft
1:09.0,,,26-16,,Offensive rebound by T. Jones
1:09.0,,,26-16,,Shooting foul by F. Ezeli (drawn by T. Jones)
1:09.0,,,26-17,1,T. Jones makes free throw 1 of 2
1:09.0,,,26-18,1,T. Jones makes free throw 2 of 2
0:57.0,F. Ezeli makes 2-pt shot at rim (assist by K. Thompson),2,28-18,,
0:36.0,,,28-18,,Turnover by T. Jones (bad pass; steal by A. Iguodala)
0:32.0,Shooting foul by P. Prigioni (drawn by S. Livingston),,28-18,,
0:32.0,S. Livingston makes free throw 1 of 2,1,29-18,,
0:32.0,H. Barnes enters the game for K. Thompson,,29-18,,
0:32.0,L. Barbosa enters the game for D. Green,,29-18,,
0:32.0,S. Livingston makes free throw 2 of 2,1,30-18,,
0:10.0,,,30-18,,J. Harden misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by H. Barnes,,30-18,,
0:01.0,H. Barnes misses 2-pt shot from 6 ft,,30-18,,
0:01.0,Offensive rebound by A. Iguodala,,30-18,,
0:01.0,A. Iguodala misses 2-pt shot from 2 ft,,30-18,,
0:00.0,Offensive rebound by Team,,30-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,30-18,,D. Howard misses 2-pt shot from 7 ft
11:37.0,,,30-18,,Offensive rebound by T. Ariza
11:37.0,,,30-20,2,T. Ariza makes 2-pt shot from 1 ft
11:15.0,F. Ezeli makes 2-pt shot at rim (assist by S. Livingston),2,32-20,,
11:06.0,,,32-20,,C. Brewer misses 2-pt shot from 3 ft
11:05.0,Defensive rebound by S. Livingston,,32-20,,
10:59.0,L. Barbosa misses 2-pt shot from 2 ft,,32-20,,
10:57.0,,,32-20,,Defensive rebound by T. Jones
10:51.0,,,32-22,2,D. Howard makes 2-pt shot from 6 ft
10:28.0,S. Livingston misses 2-pt shot from 9 ft,,32-22,,
10:25.0,Offensive rebound by F. Ezeli,,32-22,,
10:24.0,F. Ezeli misses 2-pt shot from 2 ft (block by T. Jones),,32-22,,
10:23.0,,,32-22,,Defensive rebound by D. Howard
10:18.0,,,32-22,,C. Brewer misses 2-pt shot from 2 ft
10:16.0,,,32-22,,Offensive rebound by Team
10:12.0,Personal foul by A. Iguodala (drawn by T. Ariza),,32-22,,
10:04.0,,,32-22,,Shooting foul by F. Ezeli (drawn by D. Howard)
10:04.0,,,32-22,,D. Howard misses free throw 1 of 2
10:04.0,,,32-22,,Offensive rebound by Team
10:04.0,A. Bogut enters the game for F. Ezeli,,32-22,,
10:04.0,S. Curry enters the game for L. Barbosa,,32-22,,
10:04.0,,,32-22,,D. Howard misses free throw 2 of 2
10:04.0,Defensive rebound by A. Bogut,,32-22,,
9:49.0,Offensive foul by H. Barnes,,32-22,,
9:49.0,Turnover by H. Barnes (offensive foul),,32-22,,
9:28.0,,,32-24,2,D. Howard makes 2-pt shot from 4 ft
9:21.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,34-24,,
9:00.0,,,34-24,,D. Howard misses 2-pt shot from 6 ft
8:59.0,Defensive rebound by A. Bogut,,34-24,,
8:43.0,A. Iguodala makes 2-pt shot from 3 ft,2,36-24,,
8:32.0,,,36-24,,T. Ariza misses 3-pt shot from 25 ft
8:31.0,Defensive rebound by H. Barnes,,36-24,,
8:12.0,S. Curry misses 3-pt shot from 26 ft,,36-24,,
8:11.0,Offensive rebound by Team,,36-24,,
8:11.0,Official timeout,,36-24,,
8:11.0,,,36-24,,J. Smith enters the game for P. Prigioni
8:11.0,,,36-24,,J. Harden enters the game for T. Jones
8:11.0,,,36-24,,J. Terry enters the game for C. Brewer
8:05.0,A. Iguodala misses 2-pt shot from 17 ft,,36-24,,
8:04.0,Offensive rebound by A. Bogut,,36-24,,
7:58.0,H. Barnes misses 2-pt shot from 8 ft,,36-24,,
7:58.0,,,36-24,,Defensive rebound by J. Smith
7:52.0,Personal foul by A. Bogut (drawn by D. Howard),,36-24,,
7:52.0,D. Green enters the game for H. Barnes,,36-24,,
7:48.0,,,36-24,,J. Harden misses 3-pt shot from 26 ft
7:47.0,Defensive rebound by S. Curry,,36-24,,
7:36.0,D. Green misses 2-pt shot from 20 ft,,36-24,,
7:35.0,,,36-24,,Defensive rebound by T. Ariza
7:28.0,,,36-24,,J. Terry misses 3-pt shot from 25 ft
7:27.0,Defensive rebound by A. Bogut,,36-24,,
7:14.0,S. Livingston misses 2-pt shot from 4 ft,,36-24,,
7:13.0,,,36-24,,Defensive rebound by D. Howard
6:58.0,,,36-27,3,J. Smith makes 3-pt shot from 23 ft (assist by J. Harden)
6:37.0,S. Curry misses 2-pt shot from 4 ft,,36-27,,
6:36.0,Offensive rebound by A. Bogut,,36-27,,
6:36.0,A. Bogut makes 2-pt shot from 1 ft,2,38-27,,
6:22.0,,,38-27,,J. Smith misses 2-pt shot from 6 ft
6:22.0,,,38-27,,Offensive rebound by Team
6:22.0,Loose ball foul by A. Bogut (drawn by D. Howard),,38-27,,
6:22.0,K. Thompson enters the game for S. Livingston,,38-27,,
6:15.0,,,38-27,,Shooting foul by A. Iguodala (drawn by J. Harden)
6:15.0,,,38-28,1,J. Harden makes free throw 1 of 2
6:15.0,Golden State full timeout,,38-28,,
6:15.0,H. Barnes enters the game for A. Iguodala,,38-28,,
6:15.0,,,38-29,1,J. Harden makes free throw 2 of 2
5:57.0,S. Curry makes 2-pt shot from 2 ft,2,40-29,,
5:46.0,,,40-29,,Turnover by J. Terry (bad pass; steal by S. Curry)
5:30.0,K. Thompson misses 2-pt shot from 17 ft,,40-29,,
5:29.0,Offensive rebound by S. Curry,,40-29,,
5:28.0,Shooting foul by D. Howard (drawn by S. Curry),,40-29,,
5:28.0,S. Curry makes free throw 1 of 2,1,41-29,,
5:28.0,S. Curry makes free throw 2 of 2,1,42-29,,
5:21.0,,,42-29,,D. Howard misses 2-pt shot from 3 ft
5:20.0,Defensive rebound by A. Bogut,,42-29,,
5:15.0,Shooting foul by D. Howard (drawn by S. Curry),,42-29,,
5:15.0,S. Curry makes free throw 1 of 2,1,43-29,,
5:15.0,S. Curry makes free throw 2 of 2,1,44-29,,
5:05.0,Personal foul by A. Bogut (drawn by D. Howard),,44-29,,
5:05.0,,,44-29,,D. Howard misses free throw 1 of 2
5:05.0,,,44-29,,Offensive rebound by Team
5:05.0,F. Ezeli enters the game for A. Bogut,,44-29,,
5:05.0,,,44-30,1,D. Howard makes free throw 2 of 2
4:50.0,F. Ezeli makes 2-pt shot from 2 ft (assist by K. Thompson),2,46-30,,
4:40.0,,,46-30,,Shooting foul by S. Curry (drawn by J. Harden)
4:40.0,,,46-31,1,J. Harden makes free throw 1 of 2
4:40.0,,,46-32,1,J. Harden makes free throw 2 of 2
4:32.0,S. Curry makes 3-pt shot from 29 ft,3,49-32,,
4:19.0,,,49-32,,J. Harden misses 2-pt shot from 11 ft
4:19.0,Defensive rebound by S. Curry,,49-32,,
4:12.0,H. Barnes misses 2-pt shot from 20 ft,,49-32,,
4:12.0,Offensive rebound by Team,,49-32,,
4:12.0,,,49-32,,Loose ball foul by T. Ariza (drawn by F. Ezeli)
4:06.0,Shooting foul by J. Terry (drawn by S. Curry),,49-32,,
4:06.0,,,49-32,,Houston full timeout
4:06.0,S. Curry makes free throw 1 of 3,1,50-32,,
4:06.0,S. Curry makes free throw 2 of 3,1,51-32,,
4:06.0,S. Curry makes free throw 3 of 3,1,52-32,,
3:44.0,Violation by S. Curry (kicked ball),,52-32,,
3:31.0,,,52-34,2,J. Smith makes 2-pt shot from 6 ft
3:13.0,S. Curry makes 2-pt shot from 8 ft (assist by D. Green),2,54-34,,
3:06.0,Personal foul by F. Ezeli (drawn by D. Howard),,54-34,,
3:06.0,,,54-34,,D. Howard misses free throw 1 of 2
3:06.0,,,54-34,,Offensive rebound by Team
3:06.0,,,54-35,1,D. Howard makes free throw 2 of 2
2:45.0,K. Thompson misses 3-pt shot from 25 ft,,54-35,,
2:44.0,Offensive rebound by S. Curry,,54-35,,
2:41.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,57-35,,
2:29.0,A. Iguodala enters the game for F. Ezeli,,57-35,,
2:22.0,,,57-35,,J. Harden misses 2-pt shot from 18 ft
2:21.0,,,57-35,,Offensive rebound by D. Howard
2:21.0,,,57-35,,Shooting foul by H. Barnes (drawn by D. Howard)
2:21.0,,,57-35,,D. Howard misses free throw 1 of 2
2:21.0,,,57-35,,Offensive rebound by Team
2:21.0,,,57-35,,D. Howard misses free throw 2 of 2
2:21.0,Defensive rebound by D. Green,,57-35,,
2:05.0,D. Green makes 2-pt shot from 1 ft,2,59-35,,
2:00.0,,,59-35,,Houston full timeout
2:00.0,,,59-35,,T. Jones enters the game for J. Smith
2:00.0,,,59-35,,C. Brewer enters the game for D. Howard
1:55.0,,,59-35,,Shooting foul by D. Green (drawn by J. Harden)
1:55.0,,,59-36,1,J. Harden makes free throw 1 of 2
1:55.0,,,59-37,1,J. Harden makes free throw 2 of 2
1:32.0,H. Barnes misses 3-pt shot from 26 ft,,59-37,,
1:31.0,,,59-37,,Defensive rebound by T. Ariza
1:25.0,,,59-37,,Turnover by T. Jones (bad pass; steal by K. Thompson)
1:07.0,,,59-37,,Personal foul by T. Jones (drawn by S. Curry)
1:07.0,S. Curry misses free throw 1 of 2,,59-37,,
1:07.0,Offensive rebound by Team,,59-37,,
1:07.0,D. Lee enters the game for D. Green,,59-37,,
1:07.0,S. Curry makes free throw 2 of 2,1,60-37,,
0:58.0,,,60-37,,C. Brewer misses 3-pt shot from 23 ft
0:56.0,Defensive rebound by D. Lee,,60-37,,
0:38.0,K. Thompson misses 3-pt shot from 25 ft,,60-37,,
0:37.0,,,60-37,,Defensive rebound by T. Jones
0:32.0,,,60-37,,J. Terry misses 3-pt shot from 25 ft
0:31.0,Defensive rebound by K. Thompson,,60-37,,
0:11.0,D. Lee makes 2-pt shot from 3 ft (assist by S. Curry),2,62-37,,
0:00.0,,,62-37,,J. Harden misses 3-pt shot from 25 ft
0:00.0,,,62-37,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,62-37,,Shooting foul by K. Thompson (drawn by J. Harden)
11:47.0,,,62-37,,Technical foul by D. Howard
11:47.0,S. Curry makes technical free throw,1,63-37,,
11:47.0,,,63-38,1,J. Harden makes free throw 1 of 2
11:47.0,,,63-39,1,J. Harden makes free throw 2 of 2
11:25.0,S. Curry misses 2-pt shot from 21 ft,,63-39,,
11:24.0,,,63-39,,Defensive rebound by D. Howard
11:17.0,,,63-42,3,J. Smith makes 3-pt shot from 25 ft (assist by J. Harden)
10:49.0,Turnover by Team (shot clock),,63-42,,
10:37.0,,,63-44,2,D. Howard makes 2-pt shot from 7 ft (assist by J. Harden)
10:24.0,S. Curry misses 2-pt shot from 9 ft,,63-44,,
10:23.0,Offensive rebound by A. Bogut,,63-44,,
10:23.0,A. Bogut misses 2-pt shot from 1 ft,,63-44,,
10:22.0,Offensive rebound by A. Bogut,,63-44,,
10:22.0,A. Bogut misses 2-pt shot from 1 ft,,63-44,,
10:20.0,,,63-44,,Defensive rebound by D. Howard
10:20.0,Loose ball foul by A. Bogut (drawn by D. Howard),,63-44,,
10:20.0,F. Ezeli enters the game for A. Bogut,,63-44,,
10:12.0,,,63-44,,J. Harden misses 2-pt shot from 3 ft
10:12.0,,,63-44,,Offensive rebound by Team
10:06.0,,,63-44,,J. Smith misses 3-pt shot from 25 ft
10:05.0,Defensive rebound by H. Barnes,,63-44,,
9:54.0,D. Green misses 2-pt shot from 2 ft,,63-44,,
9:53.0,,,63-44,,Defensive rebound by J. Smith
9:48.0,,,63-44,,T. Ariza misses 3-pt shot from 25 ft
9:47.0,Jump ball: D. Green vs. J. Harden (S. Curry gains possession),,,,Jump ball: D. Green vs. J. Harden (S. Curry gains possession)
9:47.0,Defensive rebound by Team,,63-44,,
9:33.0,H. Barnes misses 3-pt shot from 24 ft,,63-44,,
9:32.0,,,63-44,,Defensive rebound by J. Harden
9:27.0,,,63-44,,J. Smith misses 2-pt shot from 1 ft (block by K. Thompson)
9:26.0,Defensive rebound by F. Ezeli,,63-44,,
9:16.0,S. Curry makes 3-pt shot from 23 ft (assist by K. Thompson),3,66-44,,
9:06.0,,,66-47,3,J. Smith makes 3-pt shot from 26 ft (assist by J. Terry)
9:05.0,Golden State full timeout,,66-47,,
9:01.0,,,66-47,,Personal foul by J. Smith (drawn by D. Green)
9:01.0,,,66-47,,Personal foul by J. Smith (drawn by D. Green)
8:52.0,Turnover by S. Curry (bad pass; steal by J. Terry),,66-47,,
8:43.0,,,66-47,,J. Smith misses 2-pt shot from 19 ft
8:42.0,Defensive rebound by F. Ezeli,,66-47,,
8:25.0,H. Barnes misses 2-pt shot from 18 ft,,66-47,,
8:24.0,,,66-47,,Defensive rebound by J. Smith
8:04.0,,,66-47,,Turnover by J. Smith (bad pass; steal by S. Curry)
7:55.0,S. Curry makes 2-pt shot from 4 ft,2,68-47,,
7:43.0,,,68-50,3,J. Harden makes 3-pt shot from 25 ft
7:33.0,Turnover by D. Green (offensive foul),,68-50,,
7:33.0,Offensive foul by D. Green,,68-50,,
7:33.0,A. Iguodala enters the game for H. Barnes,,68-50,,
7:33.0,,,68-50,,T. Jones enters the game for J. Smith
7:25.0,,,68-50,,J. Harden misses 2-pt shot from 4 ft (block by S. Curry)
7:25.0,,,68-50,,Offensive rebound by Team
7:19.0,,,68-50,,J. Harden misses 2-pt shot from 11 ft
7:18.0,Defensive rebound by D. Green,,68-50,,
7:06.0,Shooting foul by J. Terry (drawn by K. Thompson),,68-50,,
7:06.0,K. Thompson misses free throw 1 of 2,,68-50,,
7:06.0,Offensive rebound by Team,,68-50,,
7:06.0,K. Thompson makes free throw 2 of 2,1,69-50,,
6:51.0,Violation by S. Curry (kicked ball),,69-50,,
6:42.0,,,69-50,,D. Howard misses 2-pt shot from 6 ft
6:41.0,Defensive rebound by D. Green,,69-50,,
6:32.0,S. Curry makes 2-pt shot from 7 ft,2,71-50,,
6:18.0,,,71-50,,J. Harden misses 2-pt shot from 3 ft
6:17.0,Defensive rebound by D. Green,,71-50,,
6:08.0,K. Thompson misses 2-pt shot from 4 ft (block by D. Howard),,71-50,,
6:07.0,Offensive rebound by S. Curry,,71-50,,
6:05.0,S. Curry makes 3-pt shot from 23 ft,3,74-50,,
6:05.0,,,74-50,,Houston full timeout
6:00.0,,,74-50,,Offensive foul by D. Howard
6:00.0,,,74-50,,Turnover by D. Howard (offensive foul)
5:45.0,F. Ezeli makes 2-pt shot at rim (assist by A. Iguodala),2,76-50,,
5:30.0,,,76-50,,Shooting foul by F. Ezeli (drawn by J. Harden)
5:30.0,Technical foul by D. Green,,76-50,,
5:30.0,,,76-51,1,J. Harden makes technical free throw
5:30.0,,,76-52,1,J. Harden makes free throw 1 of 2
5:30.0,,,76-52,,C. Brewer enters the game for D. Howard
5:30.0,,,76-52,,J. Harden misses free throw 2 of 2
5:30.0,Defensive rebound by A. Iguodala,,76-52,,
5:15.0,F. Ezeli makes 2-pt shot from 7 ft,2,78-52,,
4:58.0,,,78-54,2,C. Brewer makes 2-pt shot from 6 ft (assist by T. Ariza)
4:47.0,Turnover by S. Curry (bad pass; steal by C. Brewer),,78-54,,
4:45.0,,,78-56,2,C. Brewer makes 2-pt shot at rim
4:27.0,D. Green makes 2-pt shot from 2 ft (assist by A. Iguodala),2,80-56,,
4:15.0,,,80-56,,C. Brewer misses 2-pt shot from 1 ft (block by F. Ezeli)
4:14.0,Defensive rebound by D. Green,,80-56,,
4:08.0,S. Curry makes 3-pt shot from 25 ft (assist by K. Thompson),3,83-56,,
3:57.0,,,83-58,2,J. Harden makes 2-pt shot from 14 ft
3:45.0,Shooting foul by J. Terry (drawn by K. Thompson),,83-58,,
3:45.0,K. Thompson makes free throw 1 of 2,1,84-58,,
3:45.0,,,84-58,,N. Johnson enters the game for J. Terry
3:45.0,H. Barnes enters the game for F. Ezeli,,84-58,,
3:45.0,K. Thompson makes free throw 2 of 2,1,85-58,,
3:28.0,,,85-58,,Shooting foul by A. Iguodala (drawn by C. Brewer)
3:28.0,,,85-59,1,C. Brewer makes free throw 1 of 2
3:28.0,S. Livingston enters the game for K. Thompson,,85-59,,
3:28.0,,,85-59,,C. Brewer misses free throw 2 of 2
3:28.0,Defensive rebound by H. Barnes,,85-59,,
3:10.0,Turnover by S. Curry (traveling),,85-59,,
3:00.0,,,85-59,,J. Harden misses 2-pt shot from 4 ft (block by D. Green)
2:58.0,Defensive rebound by A. Iguodala,,85-59,,
2:54.0,Turnover by A. Iguodala (bad pass; steal by T. Ariza),,85-59,,
2:46.0,,,85-59,,Turnover by T. Ariza (lost ball; steal by A. Iguodala)
2:44.0,,,85-59,,Personal foul by N. Johnson (drawn by A. Iguodala)
2:44.0,A. Iguodala misses free throw 1 of 2,,85-59,,
2:44.0,Offensive rebound by Team,,85-59,,
2:44.0,,,85-59,,J. Smith enters the game for T. Jones
2:44.0,A. Iguodala misses free throw 2 of 2,,85-59,,
2:44.0,,,85-59,,Defensive rebound by T. Ariza
2:27.0,,,85-59,,J. Smith misses 2-pt shot from 2 ft
2:26.0,Defensive rebound by H. Barnes,,85-59,,
2:15.0,S. Curry misses 2-pt shot from 3 ft (block by N. Johnson),,85-59,,
2:15.0,Offensive rebound by Team,,85-59,,
2:07.0,D. Green makes 2-pt shot from 8 ft (assist by S. Curry),2,87-59,,
1:56.0,,,87-59,,C. Brewer misses 3-pt shot from 25 ft
1:55.0,Defensive rebound by A. Iguodala,,87-59,,
1:36.0,Offensive foul by S. Livingston,,87-59,,
1:36.0,Turnover by S. Livingston (offensive foul),,87-59,,
1:25.0,,,87-59,,Turnover by J. Smith (bad pass)
1:09.0,S. Curry makes 2-pt shot from 4 ft (assist by D. Green),2,89-59,,
0:56.0,,,89-61,2,J. Smith makes 2-pt shot from 6 ft (assist by J. Harden)
0:39.0,S. Curry makes 3-pt shot from 23 ft (assist by S. Livingston),3,92-61,,
0:29.0,,,92-61,,J. Harden misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by D. Green,,92-61,,
0:10.0,Turnover by S. Curry (lost ball; steal by C. Brewer),,92-61,,
0:05.0,,,92-61,,N. Johnson misses 2-pt shot from 1 ft
0:04.0,Defensive rebound by A. Iguodala,,92-61,,
0:00.0,A. Iguodala misses 3-pt shot from 32 ft,,92-61,,
0:00.0,Offensive rebound by Team,,92-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,L. Barbosa misses 2-pt shot from 2 ft,,92-61,,
11:37.0,,,92-61,,Defensive rebound by D. Howard
11:32.0,,,92-63,2,C. Brewer makes 2-pt shot at rim (assist by J. Smith)
11:11.0,H. Barnes misses 2-pt shot from 18 ft,,92-63,,
11:10.0,,,92-63,,Defensive rebound by J. Smith
11:05.0,,,92-65,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Smith)
10:38.0,A. Bogut misses 2-pt shot from 20 ft,,92-65,,
10:37.0,,,92-65,,Defensive rebound by T. Ariza
10:29.0,,,92-65,,C. Brewer misses 3-pt shot from 23 ft
10:28.0,,,92-65,,Offensive rebound by Team
10:27.0,,,92-65,,Turnover by C. Brewer (step out of bounds)
10:05.0,S. Livingston makes 2-pt shot from 6 ft (assist by H. Barnes),2,94-65,,
9:56.0,,,94-65,,J. Smith misses 3-pt shot from 25 ft
9:55.0,Defensive rebound by A. Bogut,,94-65,,
9:30.0,A. Iguodala misses 2-pt shot from 21 ft,,94-65,,
9:29.0,,,94-65,,Defensive rebound by D. Howard
9:19.0,,,94-65,,Shooting foul by A. Bogut (drawn by C. Brewer)
9:19.0,,,94-65,,C. Brewer misses free throw 1 of 2
9:19.0,,,94-65,,Offensive rebound by Team
9:19.0,K. Thompson enters the game for A. Iguodala,,94-65,,
9:19.0,,,94-66,1,C. Brewer makes free throw 2 of 2
9:11.0,Turnover by K. Thompson (bad pass; steal by T. Ariza),,94-66,,
9:08.0,,,94-68,2,T. Ariza makes 2-pt shot at rim
9:08.0,Golden State full timeout,,94-68,,
9:08.0,D. Green enters the game for H. Barnes,,94-68,,
9:08.0,S. Curry enters the game for L. Barbosa,,94-68,,
8:57.0,,,94-68,,Personal foul by N. Johnson (drawn by S. Curry)
8:54.0,D. Green misses 3-pt shot from 26 ft,,94-68,,
8:53.0,,,94-68,,Defensive rebound by J. Smith
8:46.0,,,94-68,,Turnover by J. Smith (bad pass; steal by D. Green)
8:27.0,S. Livingston misses 2-pt shot from 12 ft,,94-68,,
8:26.0,,,94-68,,Defensive rebound by T. Ariza
8:20.0,,,94-70,2,J. Smith makes 2-pt shot from 2 ft (assist by C. Brewer)
8:04.0,Turnover by D. Green (bad pass; steal by C. Brewer),,94-70,,
7:57.0,,,94-70,,J. Smith misses 2-pt shot from 1 ft
7:56.0,Defensive rebound by A. Bogut,,94-70,,
7:40.0,K. Thompson makes 2-pt shot from 19 ft,2,96-70,,
7:20.0,,,96-70,,N. Johnson misses 3-pt shot from 23 ft
7:19.0,,,96-70,,Offensive rebound by Team
7:19.0,Loose ball foul by D. Green (drawn by D. Howard),,96-70,,
7:15.0,,,96-70,,Shooting foul by S. Livingston (drawn by C. Brewer)
