time,Utah,pts.away,score,pts.home,Sacramento
0:38.0,,,27-23,1,C. Landry makes free throw 2 of 2
0:17.0,R. Hood misses 3-pt shot from 25 ft,,27-23,,
0:17.0,Offensive rebound by Team,,27-23,,
0:17.0,Shooting foul by R. Hollins (drawn by T. Booker),,27-23,,
0:17.0,T. Booker makes free throw 1 of 2,1,28-23,,
0:17.0,T. Booker misses free throw 2 of 2,,28-23,,
0:16.0,Offensive rebound by R. Gobert,,28-23,,
0:01.0,G. Hayward makes 3-pt shot from 25 ft (assist by T. Booker),3,31-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,31-26,3,N. Stauskas makes 3-pt shot from 24 ft (assist by R. Sessions)
11:21.0,D. Exum misses 3-pt shot from 23 ft,,31-26,,
11:20.0,,,31-26,,Defensive rebound by N. Stauskas
11:07.0,,,31-28,2,C. Landry makes 2-pt shot from 16 ft
10:50.0,E. Kanter misses 2-pt shot from 7 ft,,31-28,,
10:50.0,Offensive rebound by Team,,31-28,,
10:50.0,,,31-28,,Loose ball foul by C. Landry (drawn by R. Gobert)
10:43.0,E. Kanter misses 2-pt shot from 5 ft,,31-28,,
10:42.0,,,31-28,,Defensive rebound by Team
10:42.0,Loose ball foul by E. Kanter (drawn by R. Hollins),,31-28,,
10:24.0,,,31-28,,Turnover by R. Hollins (3 sec)
10:05.0,J. Ingles makes 2-pt shot from 14 ft (assist by R. Gobert),2,33-28,,
9:49.0,,,33-30,2,N. Stauskas makes 2-pt shot from 18 ft (assist by C. Landry)
9:24.0,J. Ingles misses 2-pt shot from 19 ft,,33-30,,
9:22.0,Offensive rebound by R. Gobert,,33-30,,
9:10.0,Turnover by D. Exum (bad pass; steal by R. Sessions),,33-30,,
8:52.0,,,33-30,,Turnover by D. Williams (lost ball)
8:52.0,Official timeout,,33-30,,
8:41.0,E. Kanter makes 2-pt shot from 17 ft (assist by A. Burks),2,35-30,,
8:23.0,,,35-30,,Turnover by C. Landry (traveling)
8:10.0,Turnover by E. Kanter (lost ball; steal by R. Hollins),,35-30,,
8:04.0,Personal foul by D. Exum (drawn by R. Sessions),,35-30,,
7:58.0,,,35-30,,Shooting foul by E. Kanter (drawn by C. Landry)
7:58.0,,,35-31,1,C. Landry makes free throw 1 of 2
7:58.0,,,35-32,1,C. Landry makes free throw 2 of 2
7:43.0,A. Burks misses 2-pt shot from 12 ft,,35-32,,
7:42.0,,,35-32,,Defensive rebound by N. Stauskas
7:28.0,,,35-34,2,D. Williams makes 2-pt shot from 2 ft
7:20.0,A. Burks makes 2-pt shot from 2 ft,2,37-34,,
7:05.0,Shooting block foul by D. Exum (drawn by R. Sessions),,37-34,,
7:05.0,,,37-35,1,R. Sessions makes free throw 1 of 2
7:05.0,,,37-35,,J. Thompson enters the game for C. Landry
7:05.0,,,37-36,1,R. Sessions makes free throw 2 of 2
6:51.0,R. Gobert makes 2-pt shot from 3 ft (assist by J. Ingles),2,39-36,,
6:35.0,,,39-36,,J. Thompson misses 2-pt shot from 17 ft
6:33.0,Defensive rebound by J. Ingles,,39-36,,
6:21.0,Shooting foul by R. Hollins (drawn by E. Kanter),,39-36,,
6:21.0,E. Kanter makes free throw 1 of 2,1,40-36,,
6:21.0,,,40-36,,R. Gay enters the game for D. Williams
6:21.0,,,40-36,,R. Evans enters the game for R. Hollins
6:21.0,D. Favors enters the game for D. Exum,,40-36,,
6:21.0,T. Burke enters the game for R. Gobert,,40-36,,
6:21.0,E. Kanter makes free throw 2 of 2,1,41-36,,
6:04.0,,,41-38,2,R. Sessions makes 2-pt shot from 8 ft
5:44.0,Turnover by J. Ingles (bad pass; steal by N. Stauskas),,41-38,,
5:26.0,,,41-40,2,R. Evans makes 2-pt shot from 2 ft (assist by R. Sessions)
5:13.0,T. Burke misses 2-pt shot from 16 ft,,41-40,,
5:13.0,,,41-40,,Defensive rebound by R. Evans
4:54.0,,,41-40,,R. Gay misses 2-pt shot from 7 ft (block by J. Ingles)
4:54.0,,,41-40,,Offensive rebound by R. Gay
4:54.0,,,41-40,,Shooting foul by D. Favors (drawn by R. Gay)
4:54.0,,,41-40,,Sacramento full timeout
4:54.0,,,41-40,,D. Collison enters the game for R. Sessions
4:54.0,R. Hood enters the game for E. Kanter,,41-40,,
4:54.0,G. Hayward enters the game for A. Burks,,41-40,,
4:54.0,T. Booker enters the game for J. Ingles,,41-40,,
4:54.0,,,41-41,1,R. Gay makes free throw 1 of 2
4:54.0,,,41-42,1,R. Gay makes free throw 2 of 2
4:36.0,G. Hayward misses 3-pt shot from 25 ft,,41-42,,
4:35.0,,,41-42,,Defensive rebound by J. Thompson
4:13.0,,,41-44,2,N. Stauskas makes 2-pt shot from 20 ft (assist by D. Collison)
3:44.0,T. Booker makes 2-pt shot from 1 ft (assist by G. Hayward),2,43-44,,
3:19.0,,,43-44,,R. Gay misses 2-pt shot from 12 ft
3:18.0,Defensive rebound by D. Favors,,43-44,,
3:07.0,D. Favors makes 2-pt shot from 17 ft (assist by T. Burke),2,45-44,,
2:50.0,,,45-44,,Turnover by J. Thompson (bad pass; steal by G. Hayward)
2:45.0,T. Burke makes 2-pt shot from 18 ft (assist by G. Hayward),2,47-44,,
2:45.0,,,47-44,,Sacramento full timeout
2:45.0,Utah full timeout,,47-44,,
2:45.0,,,47-44,,B. McLemore enters the game for N. Stauskas
2:24.0,,,47-44,,Shooting foul by D. Favors (drawn by R. Evans)
2:24.0,,,47-44,,R. Evans misses free throw 1 of 2
2:24.0,,,47-44,,Offensive rebound by Team
2:24.0,R. Gobert enters the game for D. Favors,,47-44,,
2:24.0,,,47-45,1,R. Evans makes free throw 2 of 2
2:06.0,T. Booker misses 2-pt shot from 18 ft,,47-45,,
2:06.0,,,47-45,,Defensive rebound by R. Evans
1:54.0,,,47-47,2,R. Gay makes 2-pt shot from 13 ft
1:36.0,Turnover by G. Hayward (bad pass; steal by R. Evans),,47-47,,
1:31.0,,,47-47,,Shooting foul by T. Booker (drawn by D. Collison)
1:31.0,,,47-48,1,D. Collison makes free throw 1 of 2
1:31.0,A. Burks enters the game for R. Hood,,47-48,,
1:31.0,,,47-49,1,D. Collison makes free throw 2 of 2
1:21.0,Shooting foul by D. Collison (drawn by T. Burke),,47-49,,
1:21.0,T. Burke makes free throw 1 of 2,1,48-49,,
1:21.0,T. Burke makes free throw 2 of 2,1,49-49,,
1:02.0,,,49-49,,Shooting foul by R. Gobert (drawn by R. Gay)
1:02.0,,,49-50,1,R. Gay makes free throw 1 of 2
1:02.0,,,49-51,1,R. Gay makes free throw 2 of 2
0:53.0,Turnover by T. Booker (bad pass; steal by R. Gay),,49-51,,
0:50.0,,,49-53,2,R. Gay makes 2-pt shot at rim
0:32.0,Turnover by A. Burks (bad pass; steal by D. Collison),,49-53,,
0:29.0,,,49-55,2,B. McLemore makes 2-pt shot at rim (assist by D. Collison)
0:06.0,G. Hayward misses 3-pt shot from 25 ft,,49-55,,
0:04.0,Offensive rebound by A. Burks,,49-55,,
0:02.0,Utah full timeout,,49-55,,
0:00.0,G. Hayward misses 3-pt shot from 25 ft,,49-55,,
0:00.0,Offensive rebound by Team,,49-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,49-55,,Shooting foul by D. Favors (drawn by R. Evans)
11:43.0,,,49-56,1,R. Evans makes free throw 1 of 2
11:43.0,R. Gobert enters the game for D. Favors,,49-56,,
11:43.0,,,49-56,,R. Evans misses free throw 2 of 2
11:42.0,Defensive rebound by E. Kanter,,49-56,,
11:24.0,Shooting foul by D. Collison (drawn by T. Burke),,49-56,,
11:24.0,T. Burke makes free throw 1 of 2,1,50-56,,
11:24.0,T. Burke makes free throw 2 of 2,1,51-56,,
11:08.0,,,51-58,2,R. Gay makes 2-pt shot from 19 ft
10:53.0,E. Kanter misses 2-pt shot from 16 ft,,51-58,,
10:52.0,Offensive rebound by R. Gobert,,51-58,,
10:52.0,R. Gobert makes 2-pt shot from 1 ft,2,53-58,,
10:40.0,,,53-60,2,J. Thompson makes 2-pt shot from 18 ft (assist by D. Collison)
10:25.0,R. Gobert makes 2-pt shot at rim (assist by T. Burke),2,55-60,,
10:06.0,,,55-60,,R. Evans misses 2-pt shot from 3 ft
10:04.0,Defensive rebound by R. Gobert,,55-60,,
10:02.0,Shooting foul by D. Collison (drawn by G. Hayward),,55-60,,
10:02.0,G. Hayward makes free throw 1 of 2,1,56-60,,
10:02.0,J. Evans enters the game for R. Gobert,,56-60,,
10:02.0,G. Hayward makes free throw 2 of 2,1,57-60,,
9:53.0,,,57-60,,Turnover by D. Collison (lost ball; steal by G. Hayward)
9:50.0,Turnover by T. Burke (bad pass; steal by R. Gay),,57-60,,
9:40.0,,,57-60,,Turnover by J. Thompson (bad pass)
9:30.0,T. Burke misses 2-pt shot from 18 ft,,57-60,,
9:29.0,,,57-60,,Defensive rebound by D. Collison
9:19.0,,,57-60,,D. Collison misses 3-pt shot from 25 ft
9:18.0,Defensive rebound by E. Kanter,,57-60,,
9:14.0,Shooting foul by B. McLemore (drawn by A. Burks),,57-60,,
9:14.0,A. Burks makes free throw 1 of 2,1,58-60,,
9:14.0,A. Burks makes free throw 2 of 2,1,59-60,,
8:49.0,,,59-60,,D. Collison misses 3-pt shot from 23 ft
8:48.0,Defensive rebound by Team,,59-60,,
8:33.0,,,59-60,,Personal foul by R. Gay (drawn by E. Kanter)
8:22.0,T. Burke misses 3-pt shot from 27 ft,,59-60,,
8:21.0,,,59-60,,Defensive rebound by R. Evans
8:13.0,,,59-62,2,R. Gay makes 2-pt shot from 2 ft
8:06.0,A. Burks misses 2-pt shot from 3 ft,,59-62,,
8:05.0,,,59-62,,Defensive rebound by R. Gay
7:56.0,,,59-62,,R. Gay misses 2-pt shot from 16 ft
7:56.0,Defensive rebound by A. Burks,,59-62,,
7:53.0,Shooting foul by B. McLemore (drawn by G. Hayward),,59-62,,
7:53.0,G. Hayward makes free throw 1 of 2,1,60-62,,
7:53.0,R. Gobert enters the game for J. Evans,,60-62,,
7:53.0,G. Hayward misses free throw 2 of 2,,60-62,,
7:51.0,,,60-62,,Defensive rebound by R. Gay
7:33.0,,,60-62,,J. Thompson misses 2-pt shot from 5 ft
7:32.0,,,60-62,,Offensive rebound by J. Thompson
7:31.0,,,60-62,,J. Thompson misses 2-pt shot from 3 ft (block by E. Kanter)
7:29.0,Defensive rebound by T. Burke,,60-62,,
7:26.0,Turnover by E. Kanter (lost ball),,60-62,,
7:17.0,,,60-64,2,D. Collison makes 2-pt shot from 18 ft
6:57.0,T. Burke misses 2-pt shot from 7 ft (block by B. McLemore),,60-64,,
6:57.0,Offensive rebound by Team,,60-64,,
6:57.0,,,60-64,,C. Landry enters the game for J. Thompson
6:50.0,A. Burks misses 3-pt shot from 25 ft,,60-64,,
6:50.0,,,60-64,,Defensive rebound by R. Evans
6:35.0,,,60-64,,C. Landry misses 2-pt shot from 20 ft
6:34.0,Defensive rebound by Team,,60-64,,
6:34.0,D. Exum enters the game for T. Burke,,60-64,,
6:18.0,G. Hayward misses 3-pt shot from 25 ft,,60-64,,
6:17.0,,,60-64,,Defensive rebound by R. Evans
6:06.0,,,60-64,,D. Collison misses 2-pt shot from 16 ft
6:06.0,Defensive rebound by R. Gobert,,60-64,,
6:01.0,E. Kanter makes 2-pt shot at rim (assist by G. Hayward),2,62-64,,
6:00.0,,,62-64,,Sacramento full timeout
6:00.0,R. Hood enters the game for A. Burks,,62-64,,
5:57.0,,,62-64,,Turnover by C. Landry (lost ball)
5:57.0,Jump ball: G. Hayward vs. C. Landry (R. Gobert gains possession),,,,Jump ball: G. Hayward vs. C. Landry (R. Gobert gains possession)
5:34.0,R. Hood misses 2-pt shot from 18 ft,,62-64,,
5:34.0,,,62-64,,Defensive rebound by R. Evans
5:17.0,,,62-64,,R. Gay misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by G. Hayward,,62-64,,
5:09.0,G. Hayward misses 2-pt shot from 5 ft (block by R. Gay),,62-64,,
5:09.0,Offensive rebound by Team,,62-64,,
5:09.0,,,62-64,,N. Stauskas enters the game for R. Evans
5:09.0,,,62-64,,R. Hollins enters the game for B. McLemore
4:58.0,Turnover by R. Gobert (lost ball),,62-64,,
4:49.0,,,62-64,,D. Collison misses 2-pt shot from 3 ft (block by R. Gobert)
4:47.0,Defensive rebound by E. Kanter,,62-64,,
4:34.0,Turnover by E. Kanter (traveling),,62-64,,
4:34.0,Technical foul by E. Kanter,,62-64,,
4:34.0,T. Booker enters the game for E. Kanter,,62-64,,
4:34.0,,,62-64,,R. Gay misses technical free throw
4:34.0,,,62-64,,Offensive rebound by Team
4:08.0,,,62-66,2,R. Gay makes 2-pt shot from 13 ft
3:53.0,R. Gobert makes 2-pt shot at rim (assist by G. Hayward),2,64-66,,
3:35.0,,,64-66,,Turnover by R. Gay (lost ball)
3:35.0,,,64-66,,R. Sessions enters the game for D. Collison
3:20.0,D. Exum misses 2-pt shot from 20 ft,,64-66,,
3:20.0,,,64-66,,Defensive rebound by R. Gay
3:13.0,,,64-66,,Turnover by R. Gay (traveling)
3:13.0,Utah full timeout,,64-66,,
2:55.0,T. Booker misses 2-pt shot from 4 ft,,64-66,,
2:54.0,Offensive rebound by R. Gobert,,64-66,,
2:54.0,R. Gobert misses 2-pt shot from 2 ft,,64-66,,
2:53.0,,,64-66,,Defensive rebound by R. Hollins
2:48.0,,,64-66,,R. Sessions misses 2-pt shot from 2 ft (block by T. Booker)
2:47.0,,,64-66,,Offensive rebound by N. Stauskas
2:44.0,,,64-66,,N. Stauskas misses 2-pt shot from 2 ft
2:44.0,Defensive rebound by Team,,64-66,,
2:44.0,,,64-66,,Loose ball foul by C. Landry (drawn by R. Gobert)
2:44.0,R. Gobert makes free throw 1 of 2,1,65-66,,
2:44.0,T. Burke enters the game for D. Exum,,65-66,,
2:44.0,R. Gobert misses free throw 2 of 2,,65-66,,
2:43.0,,,65-66,,Defensive rebound by Team
2:28.0,,,65-66,,Turnover by R. Sessions (bad pass; steal by T. Booker)
2:22.0,G. Hayward misses 3-pt shot from 23 ft,,65-66,,
2:21.0,Offensive rebound by R. Gobert,,65-66,,
2:19.0,R. Gobert misses 2-pt shot from 4 ft,,65-66,,
2:18.0,Offensive rebound by T. Booker,,65-66,,
2:17.0,R. Gobert misses 2-pt shot from 3 ft,,65-66,,
2:15.0,Offensive rebound by R. Gobert,,65-66,,
2:15.0,R. Gobert makes 2-pt shot at rim,2,67-66,,
1:57.0,,,67-66,,R. Gay misses 2-pt shot from 10 ft
1:56.0,Defensive rebound by R. Gobert,,67-66,,
1:43.0,G. Hayward misses 3-pt shot from 23 ft,,67-66,,
1:42.0,,,67-66,,Defensive rebound by R. Hollins
1:29.0,,,67-66,,R. Sessions misses 2-pt shot from 18 ft
1:28.0,,,67-66,,Offensive rebound by C. Landry
1:21.0,,,67-66,,N. Stauskas misses 2-pt shot from 15 ft
1:20.0,Defensive rebound by T. Booker,,67-66,,
1:02.0,T. Booker misses 2-pt shot from 17 ft,,67-66,,
1:01.0,,,67-66,,Defensive rebound by N. Stauskas
0:45.0,Personal foul by G. Hayward (drawn by N. Stauskas),,67-66,,
0:45.0,,,67-66,,J. Thompson enters the game for R. Hollins
0:45.0,,,67-66,,D. Williams enters the game for R. Gay
0:39.0,,,67-68,2,R. Sessions makes 2-pt shot from 5 ft (assist by J. Thompson)
0:39.0,,,67-68,,Shooting foul by T. Burke (drawn by R. Sessions)
0:39.0,,,67-68,,R. Sessions misses free throw 1 of 1
0:39.0,Defensive rebound by Team,,67-68,,
0:39.0,,,67-68,,Loose ball foul by C. Landry (drawn by T. Booker)
0:39.0,T. Booker makes free throw 1 of 2,1,68-68,,
0:39.0,,,68-68,,R. Evans enters the game for C. Landry
0:39.0,E. Kanter enters the game for R. Gobert,,68-68,,
0:39.0,T. Booker misses free throw 2 of 2,,68-68,,
0:37.0,,,68-68,,Defensive rebound by N. Stauskas
0:25.0,,,68-68,,N. Stauskas misses 3-pt shot from 24 ft
0:23.0,,,68-68,,Offensive rebound by Team
0:23.0,R. Gobert enters the game for E. Kanter,,68-68,,
0:02.0,,,68-68,,Shooting foul by R. Gobert (drawn by R. Sessions)
0:02.0,,,68-68,,R. Sessions misses free throw 1 of 2
0:02.0,,,68-68,,Offensive rebound by Team
0:02.0,,,68-68,,R. Sessions misses free throw 2 of 2
0:02.0,,,68-68,,Offensive rebound by R. Sessions
0:00.0,,,68-68,,R. Sessions misses 2-pt shot from 14 ft
0:00.0,,,68-68,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,D. Favors misses 2-pt shot from 19 ft,,68-68,,
11:42.0,,,68-68,,Defensive rebound by J. Thompson
11:27.0,,,68-68,,N. Stauskas misses 2-pt shot from 11 ft
11:26.0,Defensive rebound by D. Favors,,68-68,,
11:15.0,Shooting foul by R. Evans (drawn by A. Burks),,68-68,,
11:15.0,A. Burks makes free throw 1 of 2,1,69-68,,
11:15.0,A. Burks makes free throw 2 of 2,1,70-68,,
10:57.0,,,70-68,,D. Williams misses 2-pt shot from 5 ft
10:55.0,,,70-68,,Offensive rebound by D. Williams
10:55.0,,,70-70,2,D. Williams makes 2-pt shot from 1 ft
10:42.0,T. Burke misses 2-pt shot from 18 ft,,70-70,,
10:41.0,,,70-70,,Defensive rebound by R. Sessions
10:31.0,,,70-70,,J. Thompson misses 2-pt shot from 17 ft
10:31.0,,,70-70,,Offensive rebound by N. Stauskas
10:12.0,,,70-72,2,N. Stauskas makes 2-pt shot from 15 ft (assist by R. Sessions)
9:57.0,,,70-72,,Personal foul by R. Sessions (drawn by T. Burke)
9:57.0,T. Booker enters the game for E. Kanter,,70-72,,
9:47.0,R. Hood misses 3-pt shot from 25 ft,,70-72,,
9:46.0,,,70-72,,Defensive rebound by R. Sessions
9:42.0,Personal foul by R. Hood (drawn by D. Williams),,70-72,,
9:42.0,E. Kanter enters the game for T. Booker,,70-72,,
9:36.0,,,70-72,,D. Williams misses 2-pt shot from 2 ft (block by E. Kanter)
9:36.0,,,70-72,,Offensive rebound by Team
9:23.0,,,70-75,3,D. Williams makes 3-pt shot from 25 ft (assist by R. Sessions)
9:06.0,E. Kanter misses 2-pt shot from 18 ft,,70-75,,
9:05.0,,,70-75,,Defensive rebound by R. Evans
8:55.0,,,70-77,2,J. Thompson makes 2-pt shot from 5 ft (assist by R. Evans)
8:55.0,Utah full timeout,,70-77,,
8:36.0,T. Burke misses 3-pt shot from 24 ft,,70-77,,
8:35.0,,,70-77,,Defensive rebound by R. Evans
8:19.0,,,70-80,3,N. Stauskas makes 3-pt shot from 24 ft (assist by J. Thompson)
7:57.0,Shooting foul by R. Evans (drawn by D. Favors),,70-80,,
7:57.0,D. Favors makes free throw 1 of 2,1,71-80,,
7:57.0,G. Hayward enters the game for R. Hood,,71-80,,
7:57.0,D. Favors misses free throw 2 of 2,,71-80,,
7:56.0,,,71-80,,Defensive rebound by R. Evans
7:40.0,Personal foul by E. Kanter (drawn by N. Stauskas),,71-80,,
7:40.0,D. Exum enters the game for T. Burke,,71-80,,
7:29.0,,,71-80,,D. Williams misses 2-pt shot from 4 ft
7:28.0,Defensive rebound by E. Kanter,,71-80,,
7:12.0,D. Favors makes 2-pt shot from 12 ft (assist by A. Burks),2,73-80,,
6:54.0,,,73-80,,Turnover by N. Stauskas (lost ball; steal by A. Burks)
6:46.0,D. Exum makes 2-pt shot from 3 ft (assist by G. Hayward),2,75-80,,
6:40.0,,,75-80,,Sacramento full timeout
6:32.0,,,75-80,,Turnover by R. Sessions (bad pass)
6:18.0,D. Favors misses 2-pt shot from 19 ft,,75-80,,
6:18.0,Offensive rebound by Team,,75-80,,
6:18.0,,,75-80,,Personal foul by J. Thompson (drawn by E. Kanter)
6:18.0,,,75-80,,D. Collison enters the game for D. Williams
6:18.0,,,75-80,,R. Gay enters the game for R. Sessions
6:12.0,Shooting foul by J. Thompson (drawn by D. Favors),,75-80,,
6:12.0,D. Favors makes free throw 1 of 2,1,76-80,,
6:12.0,D. Favors makes free throw 2 of 2,1,77-80,,
6:00.0,,,77-80,,R. Gay misses 2-pt shot from 4 ft (block by D. Favors)
6:00.0,,,77-80,,Offensive rebound by Team
5:45.0,,,77-82,2,R. Gay makes 2-pt shot from 10 ft (assist by D. Collison)
5:28.0,A. Burks misses 2-pt shot from 2 ft,,77-82,,
5:27.0,Offensive rebound by A. Burks,,77-82,,
5:27.0,A. Burks makes 2-pt shot from 2 ft,2,79-82,,
5:12.0,Personal foul by A. Burks (drawn by J. Thompson),,79-82,,
4:59.0,,,79-84,2,D. Collison makes 2-pt shot from 20 ft (assist by N. Stauskas)
4:41.0,G. Hayward misses 2-pt shot from 18 ft,,79-84,,
4:40.0,,,79-84,,Defensive rebound by J. Thompson
4:18.0,,,79-86,2,R. Gay makes 2-pt shot from 16 ft
3:58.0,A. Burks misses 2-pt shot from 3 ft,,79-86,,
3:57.0,,,79-86,,Defensive rebound by R. Evans
3:51.0,,,79-86,,Offensive foul by R. Gay
