time,Detroit,pts.away,score,pts.home,Atlanta
3:33.0,J. Smith misses 2-pt shot from 1 ft,,13-21,,
3:32.0,,,13-21,,Defensive rebound by P. Millsap
3:19.0,,,13-21,,D. Schroder misses 3-pt shot from 25 ft
3:18.0,Defensive rebound by J. Smith,,13-21,,
3:11.0,J. Smith makes 2-pt shot from 1 ft,2,15-21,,
2:53.0,,,15-23,2,P. Millsap makes 2-pt shot from 20 ft (assist by K. Korver)
2:31.0,C. Butler makes 3-pt shot from 23 ft (assist by J. Smith),3,18-23,,
2:18.0,,,18-25,2,P. Millsap makes 2-pt shot from 18 ft (assist by D. Schroder)
1:58.0,J. Smith makes 2-pt shot at rim (assist by B. Jennings),2,20-25,,
1:45.0,,,20-25,,D. Schroder misses 2-pt shot from 1 ft
1:43.0,Defensive rebound by A. Drummond,,20-25,,
1:37.0,,,20-25,,Personal foul by T. Sefolosha (drawn by K. Caldwell-Pope)
1:37.0,,,20-25,,D. Carroll enters the game for P. Millsap
1:37.0,,,20-25,,M. Scott enters the game for K. Korver
1:37.0,K. Singler enters the game for K. Caldwell-Pope,,20-25,,
1:28.0,B. Jennings misses 3-pt shot from 24 ft,,20-25,,
1:26.0,,,20-25,,Defensive rebound by D. Carroll
1:12.0,,,20-25,,D. Carroll misses 3-pt shot from 24 ft
1:11.0,Defensive rebound by B. Jennings,,20-25,,
1:09.0,Shooting foul by T. Sefolosha (drawn by B. Jennings),,20-25,,
1:09.0,B. Jennings makes free throw 1 of 2,1,21-25,,
1:09.0,,,21-25,,A. Horford enters the game for P. Antic
1:09.0,,,21-25,,S. Mack enters the game for T. Sefolosha
1:09.0,B. Jennings makes free throw 2 of 2,1,22-25,,
0:51.0,,,22-27,2,A. Horford makes 2-pt shot from 18 ft
0:33.0,C. Butler misses 3-pt shot from 24 ft,,22-27,,
0:31.0,Offensive rebound by A. Drummond,,22-27,,
0:11.0,C. Butler makes 3-pt shot from 23 ft (assist by J. Smith),3,25-27,,
0:02.0,,,25-29,2,D. Schroder makes 2-pt shot at rim
0:01.0,Turnover by B. Jennings (lost ball; steal by S. Mack),,25-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,25-29,,Turnover by D. Schroder (bad pass)
11:26.0,D. Augustin misses 2-pt shot from 2 ft,,25-29,,
11:25.0,,,25-29,,Defensive rebound by M. Scott
11:11.0,,,25-29,,S. Mack misses 2-pt shot from 3 ft
11:10.0,Defensive rebound by K. Singler,,25-29,,
11:00.0,Shooting foul by A. Horford (drawn by G. Monroe),,25-29,,
11:00.0,G. Monroe makes free throw 1 of 2,1,26-29,,
11:00.0,J. Jerebko enters the game for J. Smith,,26-29,,
11:00.0,G. Monroe makes free throw 2 of 2,1,27-29,,
10:48.0,,,27-29,,M. Scott misses 2-pt shot from 6 ft
10:47.0,Defensive rebound by G. Monroe,,27-29,,
10:35.0,D. Augustin misses 3-pt shot from 26 ft,,27-29,,
10:32.0,,,27-29,,Defensive rebound by A. Horford
10:25.0,,,27-31,2,M. Scott makes 2-pt shot from 16 ft (assist by D. Schroder)
10:04.0,Turnover by J. Jerebko (lost ball; steal by M. Scott),,27-31,,
9:54.0,,,27-31,,D. Schroder misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by G. Monroe,,27-31,,
9:43.0,C. Butler misses 2-pt shot from 18 ft,,27-31,,
9:41.0,,,27-31,,Defensive rebound by S. Mack
9:41.0,Loose ball foul by G. Monroe (drawn by S. Mack),,27-31,,
9:41.0,A. Drummond enters the game for G. Monroe,,27-31,,
9:27.0,,,27-31,,D. Schroder misses 2-pt shot from 19 ft
9:25.0,Defensive rebound by A. Drummond,,27-31,,
9:13.0,Offensive charge foul by C. Butler,,27-31,,
9:13.0,Turnover by C. Butler (offensive foul),,27-31,,
9:01.0,,,27-33,2,M. Scott makes 2-pt shot from 3 ft (assist by D. Carroll)
8:45.0,K. Singler makes 2-pt shot from 10 ft,2,29-33,,
8:36.0,,,29-33,,S. Mack misses 3-pt shot from 24 ft
8:35.0,Defensive rebound by D. Augustin,,29-33,,
8:22.0,K. Singler misses 3-pt shot from 24 ft,,29-33,,
8:20.0,,,29-33,,Defensive rebound by M. Scott
8:10.0,,,29-33,,D. Schroder misses 2-pt shot from 1 ft (block by J. Jerebko)
8:04.0,Defensive rebound by A. Drummond,,29-33,,
7:54.0,A. Drummond misses 2-pt shot from 1 ft (block by A. Horford),,29-33,,
7:51.0,,,29-33,,Defensive rebound by D. Carroll
7:48.0,,,29-35,2,D. Carroll makes 2-pt shot at rim
7:32.0,D. Augustin misses 3-pt shot from 25 ft,,29-35,,
7:30.0,Offensive rebound by C. Butler,,29-35,,
7:28.0,C. Butler makes 2-pt shot at rim,2,31-35,,
7:23.0,,,31-35,,Atlanta full timeout
7:23.0,,,31-35,,J. Teague enters the game for D. Carroll
7:23.0,,,31-35,,T. Sefolosha enters the game for A. Horford
7:23.0,,,31-35,,P. Antic enters the game for D. Schroder
7:23.0,K. Caldwell-Pope enters the game for C. Butler,,31-35,,
7:09.0,,,31-37,2,T. Sefolosha makes 2-pt shot from 8 ft
6:46.0,A. Drummond misses 2-pt shot from 8 ft,,31-37,,
6:43.0,,,31-37,,Defensive rebound by T. Sefolosha
6:37.0,Personal foul by D. Augustin (drawn by J. Teague),,31-37,,
6:37.0,,,31-37,,P. Millsap enters the game for M. Scott
6:30.0,,,31-40,3,J. Teague makes 3-pt shot from 25 ft
6:15.0,K. Caldwell-Pope misses 2-pt shot from 18 ft,,31-40,,
6:13.0,,,31-40,,Defensive rebound by T. Sefolosha
6:05.0,,,31-40,,P. Antic misses 3-pt shot from 25 ft
6:04.0,Defensive rebound by A. Drummond,,31-40,,
5:52.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,31-40,,
5:52.0,Offensive rebound by A. Drummond,,31-40,,
5:52.0,A. Drummond misses 2-pt shot at rim,,31-40,,
5:51.0,,,31-40,,Defensive rebound by P. Millsap
5:34.0,,,31-40,,J. Teague misses 2-pt shot from 11 ft
5:34.0,,,31-40,,Offensive rebound by Team
5:34.0,Loose ball foul by K. Singler (drawn by P. Millsap),,31-40,,
5:34.0,Official timeout,,31-40,,
5:34.0,,,31-40,,K. Korver enters the game for S. Mack
5:34.0,J. Smith enters the game for J. Jerebko,,31-40,,
5:28.0,,,31-42,2,K. Korver makes 2-pt shot from 21 ft (assist by P. Antic)
5:05.0,K. Singler makes 3-pt shot from 24 ft (assist by J. Smith),3,34-42,,
4:40.0,,,34-42,,P. Millsap misses 2-pt shot from 18 ft
4:38.0,,,34-42,,Offensive rebound by P. Antic
4:35.0,,,34-42,,K. Korver misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by K. Singler,,34-42,,
4:21.0,K. Caldwell-Pope misses 2-pt shot from 15 ft,,34-42,,
4:18.0,,,34-42,,Defensive rebound by P. Millsap
3:57.0,,,34-42,,Shooting foul by K. Singler (drawn by T. Sefolosha)
3:57.0,,,34-43,1,T. Sefolosha makes free throw 1 of 2
3:57.0,,,34-43,,A. Horford enters the game for P. Antic
3:57.0,B. Jennings enters the game for D. Augustin,,34-43,,
3:57.0,C. Butler enters the game for K. Singler,,34-43,,
3:57.0,,,34-44,1,T. Sefolosha makes free throw 2 of 2
3:38.0,J. Smith misses 2-pt shot from 5 ft,,34-44,,
3:36.0,,,34-44,,Defensive rebound by P. Millsap
3:30.0,,,34-44,,Turnover by J. Teague (lost ball; steal by B. Jennings)
3:25.0,B. Jennings misses 3-pt shot from 25 ft,,34-44,,
3:24.0,,,34-44,,Defensive rebound by K. Korver
3:05.0,,,34-44,,J. Teague misses 2-pt shot from 2 ft
3:03.0,Defensive rebound by A. Drummond,,34-44,,
2:54.0,Detroit full timeout,,34-44,,
2:54.0,,,34-44,,D. Carroll enters the game for T. Sefolosha
2:45.0,,,34-44,,Personal foul by P. Millsap (drawn by J. Smith)
2:32.0,B. Jennings makes 2-pt shot from 20 ft (assist by J. Smith),2,36-44,,
2:09.0,,,36-44,,P. Millsap misses 2-pt shot from 1 ft (block by J. Smith)
2:05.0,Defensive rebound by B. Jennings,,36-44,,
2:01.0,A. Drummond misses 2-pt shot from 1 ft,,36-44,,
1:59.0,Offensive rebound by A. Drummond,,36-44,,
1:59.0,A. Drummond makes 2-pt shot at rim,2,38-44,,
1:46.0,,,38-44,,J. Teague misses 2-pt shot from 3 ft
1:43.0,,,38-44,,Offensive rebound by Team
1:28.0,,,38-46,2,A. Horford makes 2-pt shot from 7 ft
1:10.0,,,38-46,,Personal foul by P. Millsap (drawn by J. Smith)
1:00.0,J. Smith makes 2-pt shot from 21 ft (assist by B. Jennings),2,40-46,,
0:48.0,,,40-46,,A. Horford misses 2-pt shot from 17 ft
0:46.0,Defensive rebound by J. Smith,,40-46,,
0:39.0,B. Jennings misses 3-pt shot from 25 ft,,40-46,,
0:38.0,,,40-46,,Defensive rebound by A. Horford
0:27.0,,,40-46,,Shooting foul by B. Jennings (drawn by J. Teague)
0:27.0,,,40-47,1,J. Teague makes free throw 1 of 2
0:27.0,,,40-48,1,J. Teague makes free throw 2 of 2
0:03.0,J. Smith misses 3-pt shot from 25 ft,,40-48,,
0:02.0,,,40-48,,Defensive rebound by Team
0:02.0,,,40-48,,Atlanta full timeout
0:00.0,,,40-50,2,A. Horford makes 2-pt shot from 23 ft (assist by P. Millsap)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,40-52,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
11:26.0,B. Jennings misses 3-pt shot from 26 ft,,40-52,,
11:24.0,,,40-52,,Defensive rebound by P. Millsap
11:17.0,,,40-52,,Turnover by J. Teague (bad pass; steal by A. Drummond)
11:10.0,Turnover by A. Drummond (offensive goaltending),,40-52,,
10:51.0,,,40-52,,D. Carroll misses 2-pt shot from 3 ft
10:49.0,Defensive rebound by A. Drummond,,40-52,,
10:42.0,J. Smith misses 2-pt shot from 5 ft,,40-52,,
10:41.0,Offensive rebound by G. Monroe,,40-52,,
10:40.0,G. Monroe makes 2-pt shot at rim,2,42-52,,
10:30.0,,,42-52,,Shooting foul by K. Caldwell-Pope (drawn by P. Millsap)
10:30.0,,,42-52,,P. Millsap misses free throw 1 of 2
10:30.0,,,42-52,,Offensive rebound by Team
10:30.0,,,42-53,1,P. Millsap makes free throw 2 of 2
10:13.0,Turnover by G. Monroe (lost ball; steal by J. Teague),,42-53,,
10:03.0,,,42-53,,D. Carroll misses 3-pt shot from 24 ft
10:01.0,Defensive rebound by A. Drummond,,42-53,,
9:47.0,J. Smith misses 2-pt shot from 19 ft,,42-53,,
9:45.0,,,42-53,,Defensive rebound by K. Korver
9:27.0,,,42-55,2,J. Teague makes 2-pt shot from 2 ft
9:12.0,K. Caldwell-Pope misses 3-pt shot from 23 ft,,42-55,,
9:11.0,,,42-55,,Defensive rebound by D. Carroll
9:03.0,,,42-58,3,K. Korver makes 3-pt shot from 22 ft (assist by D. Carroll)
9:02.0,Detroit full timeout,,42-58,,
8:38.0,J. Smith makes 2-pt shot from 19 ft (assist by G. Monroe),2,44-58,,
8:20.0,,,44-60,2,D. Carroll makes 2-pt shot from 2 ft (assist by J. Teague)
8:06.0,,,44-60,,Personal foul by J. Teague (drawn by B. Jennings)
7:57.0,Shooting foul by J. Teague (drawn by B. Jennings),,44-60,,
7:57.0,B. Jennings makes free throw 1 of 3,1,45-60,,
7:57.0,B. Jennings makes free throw 2 of 3,1,46-60,,
7:57.0,B. Jennings makes free throw 3 of 3,1,47-60,,
7:46.0,,,47-60,,D. Carroll misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by G. Monroe,,47-60,,
7:33.0,J. Smith misses 2-pt shot from 7 ft (block by A. Horford),,47-60,,
7:31.0,,,47-60,,Defensive rebound by J. Teague
7:29.0,,,47-60,,Shooting foul by K. Caldwell-Pope (drawn by J. Teague)
7:29.0,,,47-61,1,J. Teague makes free throw 1 of 2
7:29.0,,,47-62,1,J. Teague makes free throw 2 of 2
7:11.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,47-62,,
7:09.0,Offensive rebound by A. Drummond,,47-62,,
7:08.0,A. Drummond makes 2-pt shot from 1 ft,2,49-62,,
6:49.0,,,49-64,2,D. Carroll makes 2-pt shot at rim (assist by J. Teague)
6:23.0,Turnover by A. Drummond (offensive goaltending),,49-64,,
6:23.0,,,49-64,,P. Antic enters the game for A. Horford
6:08.0,,,49-64,,Shooting foul by J. Smith (drawn by D. Carroll)
6:08.0,,,49-64,,D. Carroll misses free throw 1 of 2
6:08.0,,,49-64,,Offensive rebound by Team
6:08.0,C. Butler enters the game for A. Drummond,,49-64,,
6:08.0,,,49-64,,D. Carroll misses free throw 2 of 2
6:07.0,Defensive rebound by J. Smith,,49-64,,
5:52.0,B. Jennings makes 2-pt shot from 1 ft,2,51-64,,
5:40.0,,,51-66,2,J. Teague makes 2-pt shot from 5 ft
5:21.0,G. Monroe misses 2-pt shot from 2 ft (block by P. Antic),,51-66,,
5:19.0,,,51-66,,Defensive rebound by P. Antic
5:04.0,,,51-68,2,J. Teague makes 2-pt shot at rim
4:44.0,Offensive charge foul by B. Jennings,,51-68,,
4:44.0,Turnover by B. Jennings (offensive foul),,51-68,,
4:44.0,,,51-68,,T. Sefolosha enters the game for D. Carroll
4:44.0,D. Augustin enters the game for B. Jennings,,51-68,,
4:25.0,,,51-70,2,P. Antic makes 2-pt shot from 16 ft (assist by P. Millsap)
4:05.0,Turnover by G. Monroe (lost ball; steal by J. Teague),,51-70,,
3:59.0,,,51-70,,J. Teague misses 2-pt shot from 4 ft
3:58.0,Defensive rebound by G. Monroe,,51-70,,
3:50.0,D. Augustin makes 3-pt shot from 22 ft (assist by C. Butler),3,54-70,,
3:49.0,,,54-70,,Atlanta full timeout
3:49.0,,,54-70,,D. Schroder enters the game for J. Teague
3:31.0,,,54-70,,P. Millsap misses 2-pt shot from 5 ft
3:30.0,Defensive rebound by J. Smith,,54-70,,
3:09.0,C. Butler misses 2-pt shot from 18 ft,,54-70,,
3:08.0,,,54-70,,Defensive rebound by P. Millsap
3:00.0,,,54-70,,P. Millsap misses 3-pt shot from 23 ft
2:52.0,,,54-70,,Offensive rebound by T. Sefolosha
2:45.0,,,54-72,2,D. Schroder makes 2-pt shot at rim
2:25.0,J. Smith makes 2-pt shot from 21 ft (assist by D. Augustin),2,56-72,,
2:16.0,,,56-72,,D. Schroder misses 2-pt shot from 1 ft
2:15.0,Defensive rebound by C. Butler,,56-72,,
1:59.0,D. Augustin misses 3-pt shot from 23 ft,,56-72,,
1:58.0,,,56-72,,Defensive rebound by P. Antic
1:47.0,,,56-72,,P. Millsap misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by G. Monroe,,56-72,,
1:30.0,G. Monroe makes 2-pt shot from 7 ft (assist by C. Butler),2,58-72,,
1:11.0,,,58-72,,P. Antic misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by J. Smith,,58-72,,
1:03.0,G. Monroe makes 2-pt shot from 1 ft (assist by J. Smith),2,60-72,,
1:03.0,,,60-72,,Atlanta full timeout
1:03.0,,,60-72,,S. Mack enters the game for P. Millsap
1:03.0,,,60-72,,M. Scott enters the game for K. Korver
1:03.0,,,60-72,,A. Horford enters the game for P. Antic
1:03.0,,,60-72,,D. Carroll enters the game for T. Sefolosha
1:03.0,J. Jerebko enters the game for J. Smith,,60-72,,
1:03.0,K. Singler enters the game for K. Caldwell-Pope,,60-72,,
0:48.0,,,60-74,2,D. Schroder makes 2-pt shot from 1 ft
0:31.0,Shooting foul by M. Scott (drawn by J. Jerebko),,60-74,,
0:31.0,J. Jerebko makes free throw 1 of 2,1,61-74,,
0:31.0,J. Jerebko makes free throw 2 of 2,1,62-74,,
0:06.0,,,62-74,,Turnover by Team (shot clock)
0:06.0,,,62-74,,T. Sefolosha enters the game for S. Mack
0:02.0,D. Augustin misses 2-pt shot from 2 ft,,62-74,,
0:01.0,Offensive rebound by G. Monroe,,62-74,,
0:01.0,G. Monroe makes 2-pt shot from 1 ft,2,64-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,A. Drummond misses 2-pt shot from 5 ft,,64-74,,
11:40.0,,,64-74,,Defensive rebound by D. Schroder
11:26.0,,,64-74,,Turnover by D. Schroder (bad pass; steal by K. Singler)
11:25.0,,,64-74,,Personal foul by D. Carroll (drawn by K. Singler)
11:09.0,K. Singler makes 2-pt shot from 12 ft,2,66-74,,
10:48.0,,,66-74,,M. Scott misses 3-pt shot from 26 ft
10:46.0,Defensive rebound by C. Butler,,66-74,,
10:27.0,K. Singler makes 2-pt shot from 1 ft,2,68-74,,
10:10.0,,,68-74,,A. Horford misses 2-pt shot from 19 ft
10:09.0,Defensive rebound by D. Augustin,,68-74,,
10:05.0,Shooting foul by A. Horford (drawn by J. Jerebko),,68-74,,
10:05.0,J. Jerebko makes free throw 1 of 2,1,69-74,,
10:05.0,,,69-74,,J. Teague enters the game for D. Schroder
10:05.0,J. Jerebko makes free throw 2 of 2,1,70-74,,
9:44.0,,,70-74,,S. Mack misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by D. Augustin,,70-74,,
9:26.0,D. Augustin misses 3-pt shot from 25 ft,,70-74,,
9:24.0,,,70-74,,Defensive rebound by J. Teague
9:24.0,Personal foul by C. Butler (drawn by J. Teague),,70-74,,
9:12.0,,,70-74,,D. Carroll misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by C. Butler,,70-74,,
9:00.0,D. Augustin makes 2-pt shot from 9 ft,2,72-74,,
8:58.0,,,72-74,,Atlanta full timeout
8:58.0,,,72-74,,K. Korver enters the game for M. Scott
8:58.0,,,72-74,,P. Millsap enters the game for S. Mack
8:45.0,,,72-74,,Turnover by J. Teague (bad pass)
8:31.0,D. Augustin makes 2-pt shot from 12 ft,2,74-74,,
8:18.0,,,74-76,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
8:13.0,,,74-76,,Inbound foul by D. Carroll
8:13.0,D. Augustin makes free throw 1 of 2,1,75-76,,
8:13.0,D. Augustin makes free throw 2 of 2,1,76-76,,
8:01.0,,,76-79,3,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap)
7:49.0,,,76-79,,Personal foul by P. Millsap (drawn by D. Augustin)
7:41.0,D. Augustin misses 2-pt shot from 3 ft,,76-79,,
7:40.0,,,76-79,,Defensive rebound by K. Korver
7:31.0,,,76-79,,Shooting foul by K. Singler (drawn by P. Millsap)
7:31.0,,,76-79,,P. Millsap misses free throw 1 of 2
7:31.0,,,76-79,,Offensive rebound by Team
7:31.0,,,76-79,,T. Sefolosha enters the game for D. Carroll
7:31.0,,,76-80,1,P. Millsap makes free throw 2 of 2
7:14.0,J. Jerebko misses 2-pt shot from 2 ft,,76-80,,
7:12.0,Offensive rebound by A. Drummond,,76-80,,
7:12.0,A. Drummond makes 2-pt shot at rim,2,78-80,,
6:51.0,,,78-80,,Turnover by P. Millsap (lost ball)
6:32.0,K. Singler misses 3-pt shot from 25 ft,,78-80,,
6:30.0,Offensive rebound by A. Drummond,,78-80,,
6:29.0,A. Drummond misses 2-pt shot from 1 ft,,78-80,,
6:28.0,,,78-80,,Defensive rebound by T. Sefolosha
6:21.0,,,78-82,2,J. Teague makes 2-pt shot from 10 ft
6:09.0,D. Augustin misses 2-pt shot from 16 ft (block by J. Teague),,78-82,,
6:07.0,Offensive rebound by D. Augustin,,78-82,,
6:05.0,D. Augustin misses 2-pt shot from 18 ft,,78-82,,
6:04.0,,,78-82,,Defensive rebound by T. Sefolosha
5:57.0,,,78-82,,J. Teague misses 2-pt shot from 18 ft
5:56.0,,,78-82,,Offensive rebound by P. Millsap
5:54.0,,,78-84,2,P. Millsap makes 2-pt shot at rim
5:37.0,Shooting foul by T. Sefolosha (drawn by A. Drummond),,78-84,,
5:37.0,Official timeout,,78-84,,
5:37.0,,,78-84,,P. Antic enters the game for A. Horford
5:37.0,J. Smith enters the game for J. Jerebko,,78-84,,
5:37.0,A. Drummond makes free throw 1 of 2,1,79-84,,
5:37.0,A. Drummond makes free throw 2 of 2,1,80-84,,
5:25.0,,,80-86,2,K. Korver makes 2-pt shot from 5 ft
5:05.0,J. Smith misses 2-pt shot from 5 ft,,80-86,,
5:03.0,,,80-86,,Defensive rebound by T. Sefolosha
4:51.0,,,80-89,3,J. Teague makes 3-pt shot from 25 ft (assist by K. Korver)
4:29.0,J. Smith misses 2-pt shot from 21 ft,,80-89,,
4:28.0,,,80-89,,Defensive rebound by J. Teague
4:09.0,,,80-89,,P. Antic misses 3-pt shot from 22 ft
4:07.0,Defensive rebound by D. Augustin,,80-89,,
3:59.0,D. Augustin misses 2-pt shot from 6 ft,,80-89,,
3:58.0,,,80-89,,Defensive rebound by P. Antic
3:44.0,,,80-89,,T. Sefolosha misses 3-pt shot from 23 ft
3:42.0,,,80-89,,Offensive rebound by T. Sefolosha
3:32.0,,,80-89,,J. Teague misses 3-pt shot from 25 ft
3:30.0,,,80-89,,Offensive rebound by P. Millsap
3:12.0,,,80-89,,T. Sefolosha misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by Team,,80-89,,
3:12.0,,,80-89,,Loose ball foul by P. Antic (drawn by C. Butler)
3:12.0,,,80-89,,A. Horford enters the game for P. Antic
3:12.0,C. Butler makes free throw 1 of 2,1,81-89,,
3:12.0,,,81-89,,D. Carroll enters the game for T. Sefolosha
3:12.0,C. Butler makes free throw 2 of 2,1,82-89,,
2:54.0,K. Caldwell-Pope enters the game for C. Butler,,82-89,,
2:54.0,Detroit full timeout,,82-89,,
2:48.0,,,82-89,,A. Horford misses 2-pt shot from 20 ft
2:46.0,,,82-89,,Offensive rebound by D. Carroll
2:43.0,,,82-91,2,J. Teague makes 2-pt shot from 7 ft (assist by A. Horford)
2:19.0,J. Smith makes 2-pt shot from 6 ft,2,84-91,,
1:59.0,,,84-91,,P. Millsap misses 2-pt shot from 19 ft
1:57.0,Defensive rebound by A. Drummond,,84-91,,
1:45.0,Turnover by D. Augustin (bad pass; steal by P. Millsap),,84-91,,
1:44.0,Clear path foul by J. Smith,,84-91,,
1:44.0,,,84-92,1,P. Millsap makes clear path free throw 1 of 2
1:44.0,,,84-92,,P. Millsap misses clear path free throw 2 of 2
1:44.0,,,84-92,,Offensive rebound by Team
1:31.0,,,84-94,2,A. Horford makes 2-pt shot from 6 ft (assist by K. Korver)
1:14.0,D. Augustin misses 2-pt shot from 16 ft (block by J. Teague),,84-94,,
1:14.0,Offensive rebound by Team,,84-94,,
1:14.0,,,84-94,,Loose ball foul by K. Korver (drawn by D. Augustin)
1:14.0,D. Augustin makes free throw 1 of 2,1,85-94,,
1:14.0,C. Butler enters the game for A. Drummond,,85-94,,
1:14.0,D. Augustin makes free throw 2 of 2,1,86-94,,
0:57.0,,,86-94,,Shooting foul by C. Butler (drawn by P. Millsap)
0:57.0,,,86-94,,P. Millsap misses free throw 1 of 2
