time,Golden State,pts.away,score,pts.home,New Orleans
7:15.0,,,11-10,2,T. Evans makes 2-pt shot from 1 ft
7:01.0,K. Thompson makes 2-pt shot from 15 ft (assist by D. Green),2,13-10,,
6:47.0,,,13-10,,J. Holiday misses 2-pt shot from 9 ft
6:46.0,Defensive rebound by S. Curry,,13-10,,
6:40.0,S. Curry makes 3-pt shot from 24 ft,3,16-10,,
6:20.0,,,16-10,,J. Holiday misses 2-pt shot from 2 ft (block by F. Ezeli)
6:19.0,,,16-10,,Offensive rebound by J. Holiday
6:18.0,,,16-12,2,J. Holiday makes 2-pt shot from 1 ft
6:01.0,K. Thompson makes 2-pt shot from 3 ft,2,18-12,,
5:48.0,,,18-14,2,J. Holiday makes 2-pt shot from 13 ft
5:37.0,S. Curry makes 3-pt shot from 25 ft,3,21-14,,
5:18.0,,,21-16,2,T. Evans makes 2-pt shot from 17 ft
5:11.0,Turnover by S. Curry (lost ball),,21-16,,
5:11.0,M. Speights enters the game for F. Ezeli,,21-16,,
5:11.0,A. Iguodala enters the game for H. Barnes,,21-16,,
4:59.0,,,21-16,,D. Cunningham enters the game for O. Asik
4:59.0,Jump ball: T. Evans vs. K. Thompson (R. Anderson gains possession),,,,Jump ball: T. Evans vs. K. Thompson (R. Anderson gains possession)
4:48.0,,,21-16,,Shooting foul by K. Thompson (drawn by T. Evans)
4:48.0,,,21-16,,T. Evans misses free throw 1 of 2
4:48.0,,,21-16,,Offensive rebound by Team
4:48.0,S. Livingston enters the game for K. Thompson,,21-16,,
4:48.0,,,21-16,,A. Rivers enters the game for L. Babbitt
4:48.0,,,21-17,1,T. Evans makes free throw 2 of 2
4:37.0,D. Green misses 3-pt shot from 25 ft,,21-17,,
4:36.0,,,21-17,,Defensive rebound by Team
4:24.0,,,21-19,2,T. Evans makes 2-pt shot from 1 ft
4:06.0,Turnover by M. Speights (bad pass; steal by A. Rivers),,21-19,,
4:03.0,,,21-21,2,A. Rivers makes 2-pt shot at rim
3:51.0,Golden State full timeout,,21-21,,
3:43.0,Turnover by M. Speights (bad pass),,21-21,,
3:26.0,,,21-21,,Turnover by T. Evans (bad pass; steal by S. Curry)
3:21.0,Turnover by S. Curry (bad pass; steal by J. Holiday),,21-21,,
3:15.0,,,21-21,,Shooting foul by M. Speights (drawn by D. Cunningham)
3:15.0,,,21-21,,D. Cunningham misses free throw 1 of 2
3:15.0,,,21-21,,Offensive rebound by Team
3:15.0,,,21-22,1,D. Cunningham makes free throw 2 of 2
2:57.0,Turnover by S. Livingston (lost ball; steal by R. Anderson),,21-22,,
2:55.0,,,21-22,,Turnover by J. Holiday (bad pass; steal by S. Livingston)
2:51.0,S. Livingston misses 2-pt shot from 11 ft,,21-22,,
2:49.0,,,21-22,,Defensive rebound by R. Anderson
2:40.0,,,21-22,,Turnover by J. Holiday (lost ball; steal by M. Speights)
2:26.0,A. Iguodala makes 2-pt shot from 1 ft,2,23-22,,
2:05.0,,,23-24,2,J. Holiday makes 2-pt shot from 16 ft (assist by A. Rivers)
1:50.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Livingston),3,26-24,,
1:42.0,,,26-26,2,T. Evans makes 2-pt shot from 2 ft
1:20.0,D. Green misses 2-pt shot from 7 ft (block by D. Cunningham),,26-26,,
1:17.0,,,26-26,,Defensive rebound by R. Anderson
1:09.0,,,26-29,3,R. Anderson makes 3-pt shot from 22 ft (assist by A. Rivers)
1:04.0,Golden State full timeout,,26-29,,
1:04.0,L. Barbosa enters the game for S. Curry,,26-29,,
1:04.0,,,26-29,,J. Fredette enters the game for R. Anderson
1:04.0,,,26-29,,J. Withey enters the game for T. Evans
0:54.0,M. Speights misses 2-pt shot from 19 ft,,26-29,,
0:53.0,,,26-29,,Defensive rebound by A. Rivers
0:41.0,,,26-29,,J. Holiday misses 2-pt shot from 10 ft
0:39.0,Defensive rebound by A. Iguodala,,26-29,,
0:31.0,S. Livingston misses 2-pt shot from 14 ft,,26-29,,
0:30.0,,,26-29,,Defensive rebound by A. Rivers
0:16.0,,,26-31,2,D. Cunningham makes 2-pt shot from 17 ft (assist by J. Withey)
0:07.0,,,26-31,,Personal foul by A. Rivers (drawn by S. Livingston)
0:07.0,,,26-31,,J. Salmons enters the game for J. Holiday
0:07.0,H. Barnes enters the game for D. Green,,26-31,,
0:01.0,Shooting foul by J. Withey (drawn by S. Livingston),,26-31,,
0:01.0,S. Livingston makes free throw 1 of 2,1,27-31,,
0:01.0,S. Livingston makes free throw 2 of 2,1,28-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-31,,J. Fredette misses 2-pt shot from 22 ft
11:44.0,Defensive rebound by H. Barnes,,28-31,,
11:30.0,Shooting foul by J. Withey (drawn by M. Speights),,28-31,,
11:30.0,M. Speights makes free throw 1 of 2,1,29-31,,
11:30.0,M. Speights makes free throw 2 of 2,1,30-31,,
11:07.0,,,30-33,2,D. Cunningham makes 2-pt shot from 20 ft (assist by J. Fredette)
10:53.0,H. Barnes misses 3-pt shot from 25 ft,,30-33,,
10:52.0,,,30-33,,Defensive rebound by D. Cunningham
10:41.0,Personal foul by L. Barbosa (drawn by J. Fredette),,30-33,,
10:29.0,,,30-33,,Offensive foul by D. Cunningham
10:29.0,,,30-33,,Turnover by D. Cunningham (offensive foul)
10:29.0,D. Green enters the game for H. Barnes,,30-33,,
10:11.0,,,30-33,,Shooting block foul by D. Cunningham (drawn by L. Barbosa)
10:11.0,L. Barbosa makes free throw 1 of 2,1,31-33,,
10:11.0,L. Barbosa makes free throw 2 of 2,1,32-33,,
9:53.0,,,32-33,,A. Rivers misses 3-pt shot from 25 ft
9:52.0,Defensive rebound by D. Green,,32-33,,
9:46.0,L. Barbosa makes 2-pt shot from 13 ft,2,34-33,,
9:30.0,,,34-33,,Shooting foul by D. Green (drawn by J. Salmons)
9:30.0,,,34-34,1,J. Salmons makes free throw 1 of 2
9:30.0,,,34-34,,O. Asik enters the game for J. Withey
9:30.0,,,34-34,,R. Anderson enters the game for D. Cunningham
9:30.0,,,34-35,1,J. Salmons makes free throw 2 of 2
9:23.0,L. Barbosa misses 2-pt shot from 6 ft,,34-35,,
9:22.0,Offensive rebound by L. Barbosa,,34-35,,
9:22.0,L. Barbosa misses 2-pt shot from 6 ft,,34-35,,
9:20.0,,,34-35,,Defensive rebound by O. Asik
9:03.0,,,34-35,,J. Salmons misses 2-pt shot from 22 ft
9:02.0,Defensive rebound by L. Barbosa,,34-35,,
8:54.0,L. Barbosa misses 2-pt shot from 2 ft,,34-35,,
8:54.0,,,34-35,,Defensive rebound by Team
8:54.0,Loose ball foul by M. Speights (drawn by J. Fredette),,34-35,,
8:54.0,Official timeout,,34-35,,
8:54.0,F. Ezeli enters the game for M. Speights,,34-35,,
8:54.0,K. Thompson enters the game for L. Barbosa,,34-35,,
8:40.0,,,34-37,2,R. Anderson makes 2-pt shot from 15 ft (assist by A. Rivers)
8:23.0,A. Iguodala makes 2-pt shot from 14 ft (assist by K. Thompson),2,36-37,,
8:00.0,,,36-39,2,J. Fredette makes 2-pt shot from 7 ft
7:42.0,Shooting foul by J. Fredette (drawn by S. Livingston),,36-39,,
7:42.0,S. Livingston makes free throw 1 of 2,1,37-39,,
7:42.0,,,37-39,,T. Evans enters the game for A. Rivers
7:42.0,S. Livingston makes free throw 2 of 2,1,38-39,,
7:24.0,,,38-39,,R. Anderson misses 2-pt shot from 11 ft
7:23.0,Defensive rebound by D. Green,,38-39,,
7:17.0,D. Green misses 2-pt shot from 3 ft,,38-39,,
7:15.0,,,38-39,,Defensive rebound by O. Asik
7:03.0,,,38-39,,R. Anderson misses 3-pt shot from 26 ft
7:02.0,Defensive rebound by S. Livingston,,38-39,,
6:47.0,K. Thompson misses 3-pt shot from 26 ft,,38-39,,
6:45.0,,,38-39,,Defensive rebound by T. Evans
6:37.0,,,38-39,,J. Fredette misses 3-pt shot from 23 ft
6:36.0,Defensive rebound by D. Green,,38-39,,
6:32.0,A. Iguodala misses 2-pt shot from 2 ft (block by J. Salmons),,38-39,,
6:32.0,Offensive rebound by A. Iguodala,,38-39,,
6:28.0,,,38-39,,J. Holiday enters the game for J. Salmons
6:28.0,S. Curry enters the game for S. Livingston,,38-39,,
6:28.0,,,38-39,,L. Babbitt enters the game for J. Fredette
6:28.0,,,38-39,,Personal foul by T. Evans (drawn by K. Thompson)
6:26.0,Turnover by K. Thompson (bad pass),,38-39,,
6:09.0,,,38-39,,T. Evans misses 2-pt shot from 3 ft
6:08.0,Defensive rebound by K. Thompson,,38-39,,
6:00.0,A. Iguodala makes 2-pt shot from 16 ft (assist by K. Thompson),2,40-39,,
5:43.0,,,40-41,2,T. Evans makes 2-pt shot from 1 ft (assist by J. Holiday)
5:32.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,43-41,,
5:02.0,,,43-41,,T. Evans misses 3-pt shot from 25 ft
5:01.0,Defensive rebound by F. Ezeli,,43-41,,
4:55.0,S. Curry makes 2-pt shot from 21 ft (assist by D. Green),2,45-41,,
4:40.0,,,45-41,,New Orleans full timeout
4:30.0,,,45-41,,O. Asik misses 2-pt shot from 6 ft (block by F. Ezeli)
4:29.0,,,45-41,,Offensive rebound by O. Asik
4:28.0,,,45-41,,O. Asik misses 2-pt shot from 5 ft
4:27.0,Defensive rebound by D. Green,,45-41,,
4:13.0,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry),3,48-41,,
4:00.0,,,48-44,3,L. Babbitt makes 3-pt shot from 22 ft (assist by J. Holiday)
3:55.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,50-44,,
3:40.0,,,50-46,2,J. Holiday makes 2-pt shot from 14 ft
3:28.0,A. Iguodala misses 2-pt shot from 3 ft,,50-46,,
3:26.0,,,50-46,,Defensive rebound by O. Asik
3:21.0,,,50-46,,L. Babbitt misses 3-pt shot from 25 ft (block by D. Green)
3:20.0,Defensive rebound by F. Ezeli,,50-46,,
3:14.0,K. Thompson misses 2-pt shot from 20 ft,,50-46,,
3:10.0,Offensive rebound by F. Ezeli,,50-46,,
2:57.0,S. Curry misses 2-pt shot from 4 ft,,50-46,,
2:56.0,,,50-46,,Defensive rebound by O. Asik
2:51.0,,,50-46,,T. Evans misses 2-pt shot from 1 ft
2:49.0,Defensive rebound by D. Green,,50-46,,
2:47.0,Golden State full timeout,,50-46,,
2:47.0,M. Speights enters the game for F. Ezeli,,50-46,,
2:47.0,J. Holiday enters the game for A. Iguodala,,50-46,,
2:47.0,,,50-46,,D. Cunningham enters the game for O. Asik
2:41.0,,,50-46,,Violation by L. Babbitt (kicked ball)
2:34.0,M. Speights makes 2-pt shot from 2 ft (assist by K. Thompson),2,52-46,,
2:17.0,,,52-46,,D. Cunningham misses 2-pt shot from 2 ft
2:16.0,,,52-46,,Offensive rebound by R. Anderson
2:16.0,,,52-46,,R. Anderson misses 2-pt shot from 2 ft
2:14.0,Defensive rebound by M. Speights,,52-46,,
2:01.0,K. Thompson makes 2-pt shot from 5 ft,2,54-46,,
1:47.0,,,54-48,2,T. Evans makes 2-pt shot from 1 ft
1:47.0,,,54-48,,Shooting foul by M. Speights (drawn by T. Evans)
1:47.0,S. Livingston enters the game for M. Speights,,54-48,,
1:47.0,,,54-48,,A. Rivers enters the game for L. Babbitt
1:47.0,,,54-48,,T. Evans misses free throw 1 of 1
1:46.0,Defensive rebound by D. Green,,54-48,,
1:30.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,56-48,,
1:11.0,,,56-48,,Shooting foul by J. Holiday (drawn by J. Holiday)
1:11.0,,,56-49,1,J. Holiday makes free throw 1 of 2
1:11.0,,,56-49,,J. Holiday misses free throw 2 of 2
1:08.0,Defensive rebound by D. Green,,56-49,,
0:58.0,Shooting foul by J. Holiday (drawn by K. Thompson),,56-49,,
0:58.0,K. Thompson makes free throw 1 of 2,1,57-49,,
0:58.0,K. Thompson makes free throw 2 of 2,1,58-49,,
0:41.0,,,58-49,,Turnover by R. Anderson (bad pass; steal by J. Holiday)
0:37.0,J. Holiday makes 2-pt shot at rim (assist by S. Livingston),2,60-49,,
0:22.0,,,60-51,2,T. Evans makes 2-pt shot from 2 ft (assist by A. Rivers)
0:02.0,S. Curry misses 2-pt shot from 18 ft,,60-51,,
0:00.0,Offensive rebound by D. Green,,60-51,,
0:00.0,D. Green misses 2-pt shot from 2 ft,,60-51,,
0:00.0,Offensive rebound by Team,,60-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
12:00.0,Technical foul by D. Green,,60-51,,
12:00.0,,,60-52,1,R. Anderson makes technical free throw
11:44.0,,,60-52,,R. Anderson misses 2-pt shot from 18 ft (block by K. Thompson)
11:44.0,Defensive rebound by Team,,60-52,,
11:27.0,F. Ezeli makes 2-pt shot from 1 ft (assist by S. Curry),2,62-52,,
11:11.0,,,62-52,,Shooting foul by K. Thompson (drawn by R. Anderson)
11:11.0,,,62-53,1,R. Anderson makes free throw 1 of 2
11:11.0,,,62-54,1,R. Anderson makes free throw 2 of 2
10:59.0,D. Green makes 2-pt shot at rim,2,64-54,,
10:46.0,,,64-56,2,J. Holiday makes 2-pt shot from 10 ft
10:39.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,66-56,,
10:22.0,,,66-56,,L. Babbitt misses 2-pt shot from 3 ft
10:21.0,,,66-56,,Offensive rebound by R. Anderson
10:21.0,,,66-58,2,R. Anderson makes 2-pt shot from 2 ft
10:10.0,Shooting foul by R. Anderson (drawn by F. Ezeli),,66-58,,
10:10.0,F. Ezeli makes free throw 1 of 2,1,67-58,,
10:10.0,F. Ezeli makes free throw 2 of 2,1,68-58,,
9:59.0,,,68-58,,J. Holiday misses 2-pt shot from 1 ft
9:57.0,,,68-58,,Offensive rebound by O. Asik
9:55.0,,,68-61,3,L. Babbitt makes 3-pt shot from 23 ft (assist by J. Holiday)
9:37.0,F. Ezeli misses 2-pt shot from 4 ft,,68-61,,
9:35.0,,,68-61,,Defensive rebound by O. Asik
9:26.0,,,68-61,,O. Asik misses 2-pt shot from 2 ft
9:26.0,Defensive rebound by Team,,68-61,,
9:16.0,S. Curry makes 3-pt shot from 25 ft,3,71-61,,
9:03.0,,,71-61,,T. Evans misses 3-pt shot from 24 ft
9:02.0,,,71-61,,Offensive rebound by J. Holiday
8:57.0,,,71-61,,O. Asik misses 2-pt shot from 1 ft
8:56.0,Defensive rebound by K. Thompson,,71-61,,
8:49.0,H. Barnes misses 3-pt shot from 24 ft,,71-61,,
8:49.0,,,71-61,,Defensive rebound by Team
8:49.0,Loose ball foul by F. Ezeli (drawn by O. Asik),,71-61,,
8:49.0,Violation by Team (delay of game),,71-61,,
8:33.0,,,71-63,2,T. Evans makes 2-pt shot from 1 ft
8:22.0,S. Curry misses 3-pt shot from 27 ft,,71-63,,
8:19.0,,,71-63,,Defensive rebound by T. Evans
8:13.0,,,71-63,,L. Babbitt misses 3-pt shot from 23 ft
8:11.0,Defensive rebound by H. Barnes,,71-63,,
7:54.0,Shooting foul by J. Holiday (drawn by S. Curry),,71-63,,
7:54.0,S. Curry makes free throw 1 of 2,1,72-63,,
7:54.0,S. Curry makes free throw 2 of 2,1,73-63,,
7:30.0,,,73-65,2,J. Holiday makes 2-pt shot from 2 ft
7:30.0,,,73-65,,Violation by Team (delay of game)
7:17.0,K. Thompson misses 3-pt shot from 26 ft,,73-65,,
7:14.0,Offensive rebound by D. Green,,73-65,,
7:14.0,D. Green makes 2-pt shot from 2 ft,2,75-65,,
7:01.0,,,75-67,2,O. Asik makes 2-pt shot from 2 ft (assist by T. Evans)
6:43.0,,,75-67,,Personal foul by T. Evans (drawn by F. Ezeli)
6:35.0,S. Curry makes 2-pt shot from 1 ft,2,77-67,,
6:30.0,,,77-67,,Shooting foul by K. Thompson (drawn by T. Evans)
6:30.0,,,77-68,1,T. Evans makes free throw 1 of 2
6:30.0,A. Iguodala enters the game for H. Barnes,,77-68,,
6:30.0,,,77-68,,J. Withey enters the game for O. Asik
6:30.0,,,77-69,1,T. Evans makes free throw 2 of 2
6:19.0,K. Thompson makes 2-pt shot from 6 ft,2,79-69,,
6:09.0,,,79-72,3,J. Holiday makes 3-pt shot from 25 ft
5:57.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,82-72,,
5:42.0,,,82-74,2,J. Withey makes 2-pt shot at rim (assist by J. Holiday)
5:22.0,Turnover by F. Ezeli (3 sec),,82-74,,
5:22.0,,,82-74,,New Orleans full timeout
5:22.0,M. Speights enters the game for F. Ezeli,,82-74,,
5:22.0,S. Livingston enters the game for K. Thompson,,82-74,,
5:10.0,,,82-74,,Turnover by T. Evans (traveling)
4:58.0,Offensive foul by D. Green,,82-74,,
4:58.0,Turnover by D. Green (offensive foul),,82-74,,
4:58.0,,,82-74,,D. Cunningham enters the game for L. Babbitt
4:42.0,,,82-77,3,R. Anderson makes 3-pt shot from 23 ft (assist by T. Evans)
4:29.0,S. Curry misses 2-pt shot from 20 ft,,82-77,,
4:28.0,,,82-77,,Defensive rebound by J. Withey
4:18.0,,,82-79,2,D. Cunningham makes 2-pt shot from 19 ft (assist by T. Evans)
4:02.0,Turnover by A. Iguodala (bad pass; steal by D. Cunningham),,82-79,,
3:57.0,,,82-81,2,J. Withey makes 2-pt shot at rim (assist by T. Evans)
3:29.0,A. Iguodala misses 2-pt shot from 8 ft,,82-81,,
3:28.0,,,82-81,,Defensive rebound by T. Evans
3:22.0,,,82-81,,T. Evans misses 2-pt shot from 3 ft
3:21.0,Defensive rebound by M. Speights,,82-81,,
3:20.0,Turnover by M. Speights (lost ball; steal by T. Evans),,82-81,,
3:18.0,,,82-83,2,T. Evans makes 2-pt shot from 1 ft
3:17.0,Golden State full timeout,,82-83,,
3:17.0,H. Barnes enters the game for D. Green,,82-83,,
3:04.0,Turnover by A. Iguodala (bad pass; steal by J. Holiday),,82-83,,
2:49.0,,,82-83,,J. Withey misses 2-pt shot from 5 ft
2:47.0,Defensive rebound by S. Curry,,82-83,,
2:42.0,Turnover by S. Curry (lost ball; steal by J. Holiday),,82-83,,
2:34.0,,,82-83,,J. Holiday misses 2-pt shot from 21 ft
2:31.0,,,82-83,,Offensive rebound by T. Evans
2:29.0,,,82-85,2,T. Evans makes 2-pt shot from 1 ft
2:11.0,S. Livingston makes 2-pt shot from 4 ft (assist by M. Speights),2,84-85,,
1:55.0,,,84-85,,Turnover by R. Anderson (bad pass)
1:55.0,K. Thompson enters the game for S. Curry,,84-85,,
1:55.0,,,84-85,,A. Rivers enters the game for J. Holiday
1:44.0,Shooting foul by T. Evans (drawn by K. Thompson),,84-85,,
1:44.0,K. Thompson makes 2-pt shot from 7 ft (assist by S. Livingston),2,86-85,,
1:44.0,K. Thompson makes free throw 1 of 1,1,87-85,,
1:21.0,,,87-87,2,A. Rivers makes 2-pt shot from 1 ft
1:11.0,M. Speights makes 2-pt shot from 1 ft (assist by S. Livingston),2,89-87,,
0:53.0,,,89-87,,A. Rivers misses 2-pt shot from 19 ft
0:53.0,,,89-87,,Offensive rebound by T. Evans
0:53.0,Loose ball foul by H. Barnes (drawn by T. Evans),,89-87,,
0:53.0,,,89-87,,J. Salmons enters the game for R. Anderson
0:34.0,,,89-87,,T. Evans misses 2-pt shot from 17 ft
0:33.0,Defensive rebound by H. Barnes,,89-87,,
0:26.0,Turnover by S. Livingston (bad pass; steal by D. Cunningham),,89-87,,
0:05.0,,,89-87,,Shooting foul by M. Speights (drawn by J. Withey)
0:05.0,,,89-88,1,J. Withey makes free throw 1 of 2
0:05.0,F. Ezeli enters the game for M. Speights,,89-88,,
0:05.0,,,89-89,1,J. Withey makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,S. Livingston makes 2-pt shot from 10 ft,2,91-89,,
11:10.0,,,91-89,,Turnover by Team (shot clock)
10:54.0,Turnover by D. Green (bad pass; steal by A. Rivers),,91-89,,
10:46.0,,,91-91,2,A. Rivers makes 2-pt shot from 19 ft
10:32.0,Shooting foul by J. Salmons (drawn by A. Iguodala),,91-91,,
10:32.0,A. Iguodala misses free throw 1 of 3,,91-91,,
10:32.0,Offensive rebound by Team,,91-91,,
10:32.0,A. Iguodala makes free throw 2 of 3,1,92-91,,
10:32.0,A. Iguodala makes free throw 3 of 3,1,93-91,,
10:22.0,Jump ball: D. Green vs. J. Withey,,,,Jump ball: D. Green vs. J. Withey
10:12.0,,,93-91,,J. Holiday misses 2-pt shot from 15 ft
10:10.0,Defensive rebound by K. Thompson,,93-91,,
9:55.0,K. Thompson misses 2-pt shot from 17 ft,,93-91,,
9:54.0,,,93-91,,Defensive rebound by J. Salmons
9:39.0,,,93-91,,Shooting foul by D. Green (drawn by J. Withey)
9:39.0,,,93-92,1,J. Withey makes free throw 1 of 2
9:39.0,,,93-92,,T. Evans enters the game for J. Salmons
9:39.0,,,93-93,1,J. Withey makes free throw 2 of 2
9:23.0,D. Green misses 2-pt shot from 2 ft (block by J. Withey),,93-93,,
9:21.0,Offensive rebound by A. Iguodala,,93-93,,
9:15.0,K. Thompson misses 2-pt shot from 14 ft (block by J. Holiday),,93-93,,
9:15.0,Offensive rebound by Team,,93-93,,
9:15.0,Turnover by Team (shot clock),,93-93,,
9:02.0,,,93-93,,Turnover by T. Evans (bad pass; steal by K. Thompson)
8:59.0,Shooting foul by A. Rivers (drawn by K. Thompson),,93-93,,
8:59.0,Official timeout,,93-93,,
8:59.0,,,93-93,,R. Anderson enters the game for J. Withey
8:59.0,K. Thompson misses free throw 1 of 2,,93-93,,
8:59.0,Offensive rebound by Team,,93-93,,
8:59.0,K. Thompson makes free throw 2 of 2,1,94-93,,
8:41.0,,,94-96,3,T. Evans makes 3-pt shot from 25 ft (assist by J. Holiday)
8:26.0,K. Thompson misses 2-pt shot from 20 ft,,94-96,,
8:25.0,,,94-96,,Defensive rebound by J. Holiday
8:11.0,,,94-98,2,J. Holiday makes 2-pt shot from 11 ft
7:51.0,S. Livingston makes 2-pt shot at rim (assist by H. Barnes),2,96-98,,
7:39.0,,,96-98,,A. Rivers misses 3-pt shot from 22 ft
7:38.0,Defensive rebound by D. Green,,96-98,,
7:26.0,,,96-98,,Personal foul by T. Evans (drawn by H. Barnes)
7:26.0,S. Curry enters the game for S. Livingston,,96-98,,
7:26.0,,,96-98,,L. Babbitt enters the game for A. Rivers
7:21.0,,,96-98,,Violation by D. Cunningham (kicked ball)
7:14.0,Turnover by S. Curry (bad pass; steal by R. Anderson),,96-98,,
7:09.0,,,96-100,2,D. Cunningham makes 2-pt shot from 2 ft (assist by J. Holiday)
6:59.0,Turnover by K. Thompson (lost ball; steal by R. Anderson),,96-100,,
6:53.0,,,96-100,,R. Anderson misses 3-pt shot from 25 ft
6:52.0,Defensive rebound by H. Barnes,,96-100,,
6:42.0,K. Thompson misses 3-pt shot from 24 ft,,96-100,,
6:41.0,,,96-100,,Defensive rebound by D. Cunningham
6:23.0,,,96-102,2,T. Evans makes 2-pt shot from 1 ft (assist by J. Holiday)
6:23.0,Golden State full timeout,,96-102,,
6:23.0,M. Speights enters the game for H. Barnes,,96-102,,
6:07.0,Shooting foul by L. Babbitt (drawn by M. Speights),,96-102,,
6:07.0,M. Speights makes free throw 1 of 2,1,97-102,,
6:07.0,M. Speights misses free throw 2 of 2,,97-102,,
6:05.0,,,97-102,,Defensive rebound by D. Cunningham
5:44.0,,,97-102,,R. Anderson misses 2-pt shot from 15 ft
5:43.0,Defensive rebound by D. Green,,97-102,,
5:38.0,S. Curry misses 3-pt shot from 24 ft,,97-102,,
5:37.0,,,97-102,,Defensive rebound by D. Cunningham
5:26.0,,,97-102,,Offensive charge foul by T. Evans
5:26.0,,,97-102,,Turnover by T. Evans (offensive foul)
5:11.0,S. Curry misses 3-pt shot from 25 ft,,97-102,,
5:10.0,,,97-102,,Defensive rebound by L. Babbitt
5:01.0,,,97-105,3,T. Evans makes 3-pt shot from 25 ft
4:50.0,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry),2,99-105,,
4:35.0,,,99-105,,Turnover by T. Evans (bad pass; steal by M. Speights)
4:29.0,K. Thompson misses 3-pt shot from 23 ft,,99-105,,
4:27.0,,,99-105,,Defensive rebound by D. Cunningham
4:23.0,,,99-105,,New Orleans full timeout
4:23.0,,,99-105,,A. Rivers enters the game for T. Evans
4:16.0,,,99-107,2,D. Cunningham makes 2-pt shot from 2 ft (assist by J. Holiday)
4:02.0,K. Thompson makes 2-pt shot from 1 ft,2,101-107,,
3:45.0,,,101-107,,J. Holiday misses 2-pt shot from 7 ft
3:45.0,Defensive rebound by S. Curry,,101-107,,
3:41.0,Shooting foul by L. Babbitt (drawn by S. Curry),,101-107,,
3:41.0,S. Curry makes free throw 1 of 2,1,102-107,,
3:41.0,S. Curry makes free throw 2 of 2,1,103-107,,
3:24.0,,,103-107,,J. Holiday misses 2-pt shot from 14 ft
3:23.0,Defensive rebound by M. Speights,,103-107,,
3:10.0,A. Iguodala makes 3-pt shot from 23 ft (assist by D. Green),3,106-107,,
2:57.0,,,106-107,,Offensive charge foul by J. Holiday
2:57.0,,,106-107,,Turnover by J. Holiday (offensive foul)
2:57.0,,,106-107,,T. Evans enters the game for L. Babbitt
