time,Charlotte,pts.away,score,pts.home,New York
5:07.0,Defensive rebound by M. Kidd-Gilchrist,,11-11,,
4:44.0,G. Henderson misses 2-pt shot from 2 ft,,11-11,,
4:43.0,Offensive rebound by Team,,11-11,,
4:43.0,Turnover by Team (shot clock),,11-11,,
4:43.0,M. Williams enters the game for C. Zeller,,11-11,,
4:25.0,,,11-13,2,T. Wear makes 2-pt shot from 4 ft
4:08.0,K. Walker makes 3-pt shot from 24 ft (assist by M. Williams),3,14-13,,
3:58.0,,,14-16,3,T. Hardaway makes 3-pt shot from 25 ft (assist by J. Calderon)
3:35.0,Turnover by G. Henderson (bad pass; steal by J. Smith),,14-16,,
3:19.0,,,14-16,,Q. Acy misses 2-pt shot from 18 ft
3:18.0,Defensive rebound by G. Henderson,,14-16,,
3:05.0,M. Williams misses 2-pt shot from 22 ft,,14-16,,
3:04.0,,,14-16,,Defensive rebound by Team
3:04.0,J. Maxiell enters the game for B. Biyombo,,14-16,,
3:04.0,B. Roberts enters the game for G. Henderson,,14-16,,
3:04.0,,,14-16,,C. Aldrich enters the game for J. Smith
2:52.0,,,14-16,,J. Calderon misses 2-pt shot from 2 ft (block by J. Maxiell)
2:51.0,Defensive rebound by K. Walker,,14-16,,
2:46.0,B. Roberts misses 3-pt shot from 24 ft,,14-16,,
2:45.0,,,14-16,,Defensive rebound by T. Wear
2:37.0,,,14-16,,T. Hardaway misses 2-pt shot from 22 ft
2:36.0,,,14-16,,Offensive rebound by C. Aldrich
2:30.0,,,14-16,,J. Calderon misses 3-pt shot from 25 ft
2:29.0,Defensive rebound by B. Roberts,,14-16,,
2:22.0,K. Walker misses 2-pt shot from 1 ft,,14-16,,
2:21.0,Offensive rebound by J. Maxiell,,14-16,,
2:12.0,K. Walker makes 2-pt shot from 19 ft,2,16-16,,
2:03.0,,,16-16,,C. Aldrich misses 2-pt shot from 3 ft
2:01.0,Defensive rebound by M. Kidd-Gilchrist,,16-16,,
1:51.0,Shooting foul by C. Aldrich (drawn by M. Kidd-Gilchrist),,16-16,,
1:51.0,Charlotte full timeout,,16-16,,
1:51.0,P. Hairston enters the game for M. Kidd-Gilchrist,,16-16,,
1:51.0,,,16-16,,L. Galloway enters the game for J. Calderon
1:51.0,,,16-16,,S. Larkin enters the game for T. Hardaway
1:51.0,K. Walker misses free throw 1 of 2,,16-16,,
1:51.0,Offensive rebound by Team,,16-16,,
1:51.0,K. Walker makes free throw 2 of 2,1,17-16,,
1:39.0,,,17-16,,L. Galloway misses 2-pt shot from 1 ft (block by M. Williams)
1:37.0,Defensive rebound by B. Roberts,,17-16,,
1:32.0,K. Walker misses 3-pt shot from 25 ft,,17-16,,
1:31.0,,,17-16,,Defensive rebound by C. Aldrich
1:09.0,,,17-16,,T. Wear misses 2-pt shot from 9 ft
1:08.0,Defensive rebound by M. Williams,,17-16,,
0:55.0,P. Hairston makes 2-pt shot from 18 ft,2,19-16,,
0:42.0,,,19-16,,Turnover by T. Wear (lost ball; steal by M. Williams)
0:30.0,M. Williams makes 2-pt shot from 11 ft,2,21-16,,
0:14.0,,,21-18,2,Q. Acy makes 2-pt shot from 19 ft (assist by S. Larkin)
0:01.0,Turnover by K. Walker (palming),,21-18,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,P. Hairston makes 2-pt shot from 1 ft,2,23-18,,
11:29.0,,,23-18,,L. Galloway misses 2-pt shot from 20 ft
11:28.0,Defensive rebound by P. Hairston,,23-18,,
11:18.0,P. Hairston misses 3-pt shot from 26 ft,,23-18,,
11:17.0,,,23-18,,Defensive rebound by S. Larkin
10:57.0,,,23-20,2,J. Smith makes 2-pt shot from 19 ft (assist by S. Larkin)
10:46.0,,,23-20,,Personal foul by L. Galloway (drawn by G. Henderson)
10:37.0,P. Hairston makes 3-pt shot from 22 ft (assist by B. Roberts),3,26-20,,
10:24.0,,,26-22,2,L. Galloway makes 2-pt shot from 20 ft (assist by S. Larkin)
10:06.0,J. Maxiell misses 2-pt shot from 13 ft,,26-22,,
10:05.0,,,26-22,,Defensive rebound by J. Smith
9:42.0,,,26-22,,L. Galloway misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by M. Williams,,26-22,,
9:30.0,G. Henderson makes 2-pt shot from 15 ft,2,28-22,,
9:24.0,,,28-24,2,S. Larkin makes 2-pt shot at rim
9:24.0,,,28-24,,Shooting foul by B. Roberts (drawn by S. Larkin)
9:24.0,C. Zeller enters the game for M. Williams,,28-24,,
9:24.0,,,28-24,,C. Aldrich enters the game for Q. Acy
9:24.0,,,28-25,1,S. Larkin makes free throw 1 of 1
9:08.0,G. Henderson misses 2-pt shot from 6 ft,,28-25,,
9:07.0,Offensive rebound by J. Maxiell,,28-25,,
9:02.0,G. Henderson makes 2-pt shot from 1 ft (assist by J. Maxiell),2,30-25,,
8:56.0,,,30-27,2,J. Smith makes 2-pt shot from 17 ft (assist by L. Galloway)
8:49.0,,,30-27,,Personal foul by L. Galloway (drawn by G. Henderson)
8:49.0,Official timeout,,30-27,,
8:49.0,,,30-27,,C. Early enters the game for L. Galloway
8:35.0,G. Henderson makes 2-pt shot from 18 ft (assist by B. Roberts),2,32-27,,
8:27.0,,,32-27,,Offensive foul by S. Larkin
8:27.0,,,32-27,,Turnover by S. Larkin (offensive foul)
8:16.0,J. Maxiell makes 2-pt shot from 2 ft (assist by G. Henderson),2,34-27,,
8:16.0,Shooting foul by J. Smith (drawn by J. Maxiell),,34-27,,
8:16.0,J. Maxiell makes free throw 1 of 1,1,35-27,,
8:06.0,,,35-27,,S. Larkin misses 2-pt shot from 19 ft
8:05.0,Defensive rebound by P. Hairston,,35-27,,
7:56.0,B. Roberts misses 2-pt shot from 11 ft,,35-27,,
7:55.0,,,35-27,,Defensive rebound by C. Aldrich
7:44.0,,,35-27,,J. Calderon enters the game for S. Larkin
7:44.0,,,35-27,,T. Hardaway enters the game for P. Prigioni
7:34.0,,,35-27,,T. Hardaway misses 3-pt shot from 25 ft
7:33.0,,,35-27,,Offensive rebound by Team
7:33.0,Loose ball foul by C. Zeller (drawn by C. Aldrich),,35-27,,
7:25.0,,,35-27,,C. Early misses 2-pt shot from 23 ft
7:24.0,Defensive rebound by Team,,35-27,,
7:06.0,G. Henderson misses 2-pt shot from 5 ft (block by C. Aldrich),,35-27,,
7:05.0,Offensive rebound by Team,,35-27,,
7:05.0,M. Williams enters the game for C. Zeller,,35-27,,
7:00.0,B. Roberts misses 3-pt shot from 24 ft,,35-27,,
6:59.0,,,35-27,,Defensive rebound by J. Smith
6:53.0,,,35-29,2,T. Hardaway makes 2-pt shot from 21 ft
6:42.0,P. Hairston makes 3-pt shot from 26 ft (assist by M. Williams),3,38-29,,
6:27.0,,,38-29,,C. Early misses 3-pt shot from 24 ft
6:26.0,Defensive rebound by M. Williams,,38-29,,
6:10.0,B. Roberts makes 2-pt shot from 1 ft,2,40-29,,
6:10.0,Shooting foul by J. Calderon (drawn by B. Roberts),,40-29,,
6:10.0,,,40-29,,New York full timeout
6:10.0,M. Kidd-Gilchrist enters the game for P. Hairston,,40-29,,
6:10.0,,,40-29,,T. Wear enters the game for C. Aldrich
6:10.0,,,40-29,,L. Galloway enters the game for C. Early
6:10.0,B. Roberts makes free throw 1 of 1,1,41-29,,
6:00.0,,,41-29,,Turnover by J. Calderon (bad pass; steal by J. Maxiell)
5:41.0,M. Kidd-Gilchrist makes 2-pt shot from 17 ft (assist by G. Henderson),2,43-29,,
5:24.0,,,43-29,,J. Smith misses 2-pt shot from 16 ft
5:23.0,Defensive rebound by M. Kidd-Gilchrist,,43-29,,
5:13.0,G. Henderson misses 2-pt shot from 9 ft,,43-29,,
5:12.0,,,43-29,,Defensive rebound by J. Smith
5:05.0,,,43-29,,J. Smith misses 2-pt shot from 18 ft
5:04.0,Defensive rebound by M. Kidd-Gilchrist,,43-29,,
4:42.0,Turnover by G. Henderson (bad pass; steal by J. Smith),,43-29,,
4:31.0,,,43-31,2,L. Galloway makes 2-pt shot from 18 ft
4:24.0,Charlotte full timeout,,43-31,,
4:24.0,K. Walker enters the game for G. Henderson,,43-31,,
4:24.0,B. Biyombo enters the game for J. Maxiell,,43-31,,
4:19.0,,,43-31,,Personal foul by L. Galloway (drawn by B. Roberts)
4:19.0,B. Roberts makes free throw 1 of 2,1,44-31,,
4:19.0,,,44-31,,S. Larkin enters the game for L. Galloway
4:19.0,B. Roberts makes free throw 2 of 2,1,45-31,,
4:05.0,,,45-31,,T. Wear misses 2-pt shot from 20 ft
4:04.0,Defensive rebound by B. Roberts,,45-31,,
3:52.0,Shooting foul by J. Smith (drawn by K. Walker),,45-31,,
3:52.0,K. Walker makes free throw 1 of 2,1,46-31,,
3:52.0,,,46-31,,C. Aldrich enters the game for J. Smith
3:52.0,K. Walker makes free throw 2 of 2,1,47-31,,
3:36.0,,,47-31,,Turnover by J. Calderon (lost ball; steal by M. Williams)
3:30.0,,,47-31,,Personal foul by T. Hardaway (drawn by M. Kidd-Gilchrist)
3:30.0,M. Kidd-Gilchrist misses free throw 1 of 2,,47-31,,
3:30.0,Offensive rebound by Team,,47-31,,
3:30.0,M. Kidd-Gilchrist misses free throw 2 of 2,,47-31,,
3:29.0,,,47-31,,Defensive rebound by C. Aldrich
3:16.0,,,47-31,,T. Hardaway misses 3-pt shot from 25 ft
3:15.0,Defensive rebound by K. Walker,,47-31,,
3:04.0,M. Kidd-Gilchrist makes 2-pt shot from 2 ft,2,49-31,,
2:48.0,,,49-31,,C. Aldrich misses 2-pt shot from 4 ft
2:47.0,Defensive rebound by M. Kidd-Gilchrist,,49-31,,
2:36.0,K. Walker makes 3-pt shot from 26 ft (assist by B. Roberts),3,52-31,,
2:35.0,,,52-31,,New York full timeout
2:27.0,,,52-31,,Turnover by S. Larkin (lost ball; steal by M. Williams)
2:21.0,K. Walker makes 2-pt shot from 2 ft,2,54-31,,
2:07.0,,,54-31,,C. Early enters the game for T. Hardaway
1:59.0,,,54-31,,C. Early misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by Team,,54-31,,
1:41.0,M. Williams misses 2-pt shot from 23 ft,,54-31,,
1:40.0,Offensive rebound by B. Biyombo,,54-31,,
1:34.0,B. Biyombo makes 2-pt shot at rim (assist by B. Roberts),2,56-31,,
1:20.0,,,56-31,,T. Wear misses 3-pt shot from 22 ft
1:19.0,Defensive rebound by B. Roberts,,56-31,,
1:08.0,K. Walker makes 3-pt shot from 24 ft (assist by B. Roberts),3,59-31,,
0:44.0,,,59-31,,C. Aldrich misses 2-pt shot from 18 ft (block by B. Biyombo)
0:43.0,Defensive rebound by M. Kidd-Gilchrist,,59-31,,
0:39.0,Shooting foul by C. Early (drawn by M. Kidd-Gilchrist),,59-31,,
0:39.0,M. Kidd-Gilchrist misses free throw 1 of 2,,59-31,,
0:39.0,Offensive rebound by Team,,59-31,,
0:39.0,M. Kidd-Gilchrist makes free throw 2 of 2,1,60-31,,
0:24.0,,,60-31,,Turnover by C. Early (bad pass; steal by M. Williams)
0:20.0,M. Williams makes 2-pt shot at rim (assist by M. Kidd-Gilchrist),2,62-31,,
0:02.0,,,62-31,,Turnover by C. Aldrich (3 sec)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,G. Henderson makes 2-pt shot from 16 ft (assist by K. Walker),2,64-31,,
11:30.0,,,64-31,,J. Smith misses 2-pt shot from 19 ft
11:29.0,Defensive rebound by K. Walker,,64-31,,
11:21.0,,,64-31,,Personal foul by T. Hardaway (drawn by C. Zeller)
11:21.0,,,64-31,,S. Larkin enters the game for T. Hardaway
11:09.0,Turnover by B. Biyombo (traveling),,64-31,,
10:52.0,Personal foul by C. Zeller (drawn by J. Smith),,64-31,,
10:40.0,,,64-31,,S. Larkin misses 3-pt shot from 24 ft
10:39.0,Defensive rebound by G. Henderson,,64-31,,
10:33.0,Offensive foul by G. Henderson,,64-31,,
10:33.0,Turnover by G. Henderson (offensive foul),,64-31,,
10:10.0,,,64-31,,C. Aldrich misses 2-pt shot from 10 ft
10:09.0,Defensive rebound by K. Walker,,64-31,,
9:53.0,G. Henderson misses 2-pt shot from 10 ft,,64-31,,
9:51.0,Offensive rebound by B. Biyombo,,64-31,,
9:48.0,K. Walker misses 3-pt shot from 24 ft,,64-31,,
9:47.0,,,64-31,,Defensive rebound by C. Aldrich
9:38.0,,,64-33,2,S. Larkin makes 2-pt shot at rim (assist by C. Aldrich)
9:27.0,Shooting foul by C. Early (drawn by M. Kidd-Gilchrist),,64-33,,
9:27.0,M. Kidd-Gilchrist makes free throw 1 of 2,1,65-33,,
9:27.0,M. Kidd-Gilchrist misses free throw 2 of 2,,65-33,,
9:27.0,,,65-33,,Defensive rebound by C. Aldrich
9:03.0,,,65-33,,Turnover by Team (shot clock)
8:49.0,Turnover by G. Henderson (lost ball; steal by S. Larkin),,65-33,,
8:43.0,,,65-33,,J. Smith misses 2-pt shot at rim
8:42.0,Defensive rebound by B. Biyombo,,65-33,,
8:34.0,K. Walker misses 2-pt shot from 3 ft,,65-33,,
8:33.0,Offensive rebound by B. Biyombo,,65-33,,
8:32.0,Shooting foul by J. Smith (drawn by B. Biyombo),,65-33,,
8:32.0,,,65-33,,Technical foul by J. Smith (drawn by B. Biyombo)
8:32.0,K. Walker makes technical free throw,1,66-33,,
8:32.0,B. Biyombo makes free throw 1 of 2,1,67-33,,
8:32.0,,,67-33,,Q. Acy enters the game for J. Smith
8:32.0,B. Biyombo makes free throw 2 of 2,1,68-33,,
8:14.0,,,68-33,,J. Calderon misses 2-pt shot from 20 ft
8:13.0,Defensive rebound by B. Biyombo,,68-33,,
7:57.0,Shooting foul by Q. Acy (drawn by C. Zeller),,68-33,,
7:57.0,C. Zeller makes free throw 1 of 2,1,69-33,,
7:57.0,C. Zeller makes free throw 2 of 2,1,70-33,,
7:48.0,,,70-33,,J. Calderon misses 2-pt shot from 21 ft
7:47.0,Defensive rebound by K. Walker,,70-33,,
7:41.0,Turnover by K. Walker (bad pass; steal by S. Larkin),,70-33,,
7:24.0,,,70-33,,S. Larkin misses 3-pt shot from 24 ft
7:23.0,,,70-33,,Offensive rebound by C. Aldrich
7:19.0,,,70-33,,J. Calderon misses 3-pt shot from 26 ft
7:18.0,Defensive rebound by B. Biyombo,,70-33,,
7:04.0,Shooting foul by C. Aldrich (drawn by B. Biyombo),,70-33,,
7:04.0,B. Biyombo misses free throw 1 of 2,,70-33,,
7:04.0,Offensive rebound by Team,,70-33,,
7:04.0,,,70-33,,L. Galloway enters the game for J. Calderon
7:04.0,B. Biyombo makes free throw 2 of 2,1,71-33,,
6:42.0,,,71-33,,C. Aldrich misses 2-pt shot from 9 ft
6:40.0,Defensive rebound by K. Walker,,71-33,,
6:24.0,B. Biyombo makes 2-pt shot from 1 ft (assist by G. Henderson),2,73-33,,
6:10.0,,,73-36,3,S. Larkin makes 3-pt shot from 25 ft (assist by C. Early)
5:54.0,M. Kidd-Gilchrist misses 2-pt shot from 2 ft,,73-36,,
5:53.0,Offensive rebound by B. Biyombo,,73-36,,
5:53.0,B. Biyombo makes 2-pt shot at rim,2,75-36,,
5:53.0,Shooting foul by L. Galloway (drawn by B. Biyombo),,75-36,,
5:53.0,,,75-36,,New York full timeout
5:53.0,,,75-36,,T. Wear enters the game for C. Aldrich
5:53.0,B. Biyombo makes free throw 1 of 1,1,76-36,,
5:36.0,,,76-36,,T. Wear misses 2-pt shot from 21 ft
5:35.0,Defensive rebound by M. Kidd-Gilchrist,,76-36,,
5:19.0,C. Zeller misses 2-pt shot from 1 ft,,76-36,,
5:18.0,Offensive rebound by B. Biyombo,,76-36,,
5:18.0,B. Biyombo makes 2-pt shot from 1 ft,2,78-36,,
5:02.0,,,78-36,,L. Galloway misses 2-pt shot from 23 ft
5:01.0,Defensive rebound by G. Henderson,,78-36,,
4:46.0,M. Kidd-Gilchrist misses 2-pt shot from 18 ft,,78-36,,
4:45.0,Offensive rebound by B. Biyombo,,78-36,,
4:40.0,K. Walker makes 3-pt shot from 24 ft (assist by B. Biyombo),3,81-36,,
4:30.0,,,81-36,,Q. Acy misses 2-pt shot from 3 ft
4:29.0,Defensive rebound by Team,,81-36,,
4:29.0,J. Maxiell enters the game for B. Biyombo,,81-36,,
4:29.0,M. Williams enters the game for C. Zeller,,81-36,,
4:06.0,J. Maxiell misses 2-pt shot from 10 ft,,81-36,,
4:05.0,,,81-36,,Defensive rebound by T. Wear
3:52.0,,,81-36,,Shooting foul by G. Henderson (drawn by L. Galloway)
3:52.0,,,81-37,1,L. Galloway makes free throw 1 of 2
3:52.0,B. Roberts enters the game for G. Henderson,,81-37,,
3:52.0,,,81-38,1,L. Galloway makes free throw 2 of 2
3:28.0,M. Williams makes 2-pt shot from 9 ft,2,83-38,,
3:17.0,,,83-40,2,S. Larkin makes 2-pt shot from 19 ft
2:56.0,,,83-40,,Shooting block foul by T. Wear (drawn by K. Walker)
2:56.0,Charlotte full timeout,,83-40,,
2:56.0,P. Hairston enters the game for M. Kidd-Gilchrist,,83-40,,
2:56.0,,,83-40,,C. Aldrich enters the game for Q. Acy
2:56.0,K. Walker makes free throw 1 of 2,1,84-40,,
2:56.0,K. Walker makes free throw 2 of 2,1,85-40,,
2:43.0,,,85-40,,L. Galloway misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by M. Williams,,85-40,,
2:31.0,Turnover by B. Roberts (bad pass; steal by S. Larkin),,85-40,,
2:26.0,,,85-42,2,S. Larkin makes 2-pt shot at rim
1:58.0,K. Walker misses 3-pt shot from 25 ft,,85-42,,
1:57.0,,,85-42,,Defensive rebound by S. Larkin
1:51.0,Personal foul by B. Roberts (drawn by L. Galloway),,85-42,,
1:43.0,,,85-42,,L. Galloway misses 2-pt shot from 4 ft
1:42.0,Defensive rebound by K. Walker,,85-42,,
1:35.0,M. Williams misses 2-pt shot from 20 ft,,85-42,,
1:34.0,,,85-42,,Defensive rebound by C. Aldrich
1:28.0,,,85-42,,Turnover by S. Larkin (bad pass)
1:28.0,,,85-42,,J. Calderon enters the game for S. Larkin
1:09.0,K. Walker makes 2-pt shot from 15 ft,2,87-42,,
0:58.0,,,87-44,2,J. Calderon makes 2-pt shot from 20 ft
0:46.0,Shooting foul by C. Aldrich (drawn by J. Maxiell),,87-44,,
0:46.0,J. Maxiell makes free throw 1 of 2,1,88-44,,
0:46.0,,,88-44,,T. Hardaway enters the game for L. Galloway
0:46.0,J. Maxiell makes free throw 2 of 2,1,89-44,,
0:33.0,,,89-44,,C. Early misses 2-pt shot from 1 ft (block by J. Maxiell)
0:31.0,,,89-44,,Offensive rebound by Team
0:26.0,,,89-44,,T. Hardaway misses 3-pt shot from 26 ft
0:25.0,Defensive rebound by J. Maxiell,,89-44,,
0:02.0,J. Maxiell misses 2-pt shot from 2 ft,,89-44,,
0:01.0,,,89-44,,Defensive rebound by C. Aldrich
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Personal foul by J. Taylor (drawn by T. Hardaway),,89-44,,
11:45.0,,,89-47,3,J. Calderon makes 3-pt shot from 25 ft (assist by T. Hardaway)
11:30.0,Turnover by M. Williams (bad pass),,89-47,,
11:15.0,,,89-50,3,C. Early makes 3-pt shot from 24 ft (assist by T. Wear)
10:55.0,P. Hairston misses 2-pt shot from 19 ft,,89-50,,
10:54.0,,,89-50,,Defensive rebound by T. Wear
10:45.0,,,89-52,2,T. Hardaway makes 2-pt shot from 12 ft
10:45.0,,,89-52,,Shooting foul by J. Maxiell (drawn by T. Hardaway)
10:45.0,,,89-53,1,T. Hardaway makes free throw 1 of 1
10:21.0,J. Taylor misses 2-pt shot at rim (block by C. Aldrich),,89-53,,
10:20.0,Offensive rebound by P. Hairston,,89-53,,
10:14.0,P. Hairston makes 2-pt shot from 6 ft,2,91-53,,
10:01.0,,,91-55,2,T. Hardaway makes 2-pt shot from 12 ft
9:38.0,B. Roberts makes 2-pt shot from 20 ft,2,93-55,,
9:27.0,,,93-55,,C. Early misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by M. Williams,,93-55,,
9:12.0,Turnover by J. Taylor (traveling),,93-55,,
9:12.0,,,93-55,,J. Smith enters the game for C. Aldrich
9:12.0,N. Vonleh enters the game for M. Williams,,93-55,,
8:50.0,,,93-55,,T. Wear misses 2-pt shot from 19 ft
8:49.0,Defensive rebound by N. Vonleh,,93-55,,
8:40.0,,,93-55,,Personal foul by T. Hardaway (drawn by N. Vonleh)
8:40.0,Official timeout,,93-55,,
8:35.0,P. Hairston misses 3-pt shot from 23 ft,,93-55,,
8:34.0,Offensive rebound by J. Taylor,,93-55,,
8:28.0,P. Hairston misses 2-pt shot from 6 ft,,93-55,,
8:27.0,,,93-55,,Defensive rebound by T. Wear
8:18.0,Personal foul by J. Maxiell (drawn by J. Smith),,93-55,,
8:08.0,,,93-55,,Turnover by J. Calderon (bad pass; steal by P. Hairston)
8:02.0,J. Taylor makes 2-pt shot at rim (assist by P. Hairston),2,95-55,,
7:51.0,,,95-55,,T. Hardaway misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by J. Taylor,,95-55,,
7:38.0,N. Vonleh misses 2-pt shot from 1 ft (block by T. Wear),,95-55,,
7:37.0,,,95-55,,Defensive rebound by T. Wear
7:28.0,,,95-57,2,T. Wear makes 2-pt shot from 21 ft
7:09.0,Shooting foul by T. Wear (drawn by N. Vonleh),,95-57,,
7:09.0,N. Vonleh misses free throw 1 of 2,,95-57,,
7:09.0,Offensive rebound by Team,,95-57,,
7:09.0,,,95-57,,S. Larkin enters the game for J. Calderon
7:09.0,,,95-57,,L. Galloway enters the game for T. Hardaway
7:09.0,N. Vonleh makes free throw 2 of 2,1,96-57,,
6:57.0,,,96-57,,C. Early misses 2-pt shot from 3 ft
6:56.0,,,96-57,,Offensive rebound by J. Smith
6:56.0,,,96-59,2,J. Smith makes 2-pt shot from 2 ft
6:45.0,B. Roberts makes 2-pt shot from 20 ft,2,98-59,,
6:44.0,,,98-59,,New York full timeout
6:44.0,,,98-59,,Q. Acy enters the game for J. Smith
6:26.0,,,98-61,2,Q. Acy makes 2-pt shot from 5 ft
6:06.0,N. Vonleh makes 2-pt shot from 5 ft,2,100-61,,
5:42.0,,,100-63,2,Q. Acy makes 2-pt shot from 10 ft (assist by T. Wear)
5:22.0,B. Roberts makes 2-pt shot from 22 ft (assist by J. Taylor),2,102-63,,
4:58.0,,,102-63,,T. Wear misses 3-pt shot from 24 ft (block by N. Vonleh)
4:57.0,,,102-63,,Offensive rebound by Team
4:54.0,,,102-66,3,Q. Acy makes 3-pt shot from 25 ft (assist by C. Early)
4:41.0,J. Maxiell misses 2-pt shot from 11 ft,,102-66,,
4:40.0,,,102-66,,Defensive rebound by C. Early
4:39.0,,,102-66,,Technical foul by T. Hardaway
4:39.0,B. Roberts makes technical free throw,1,103-66,,
4:39.0,,,103-66,,T. Hardaway enters the game for C. Early
4:28.0,,,103-66,,Shooting foul by P. Hairston (drawn by Q. Acy)
4:28.0,,,103-67,1,Q. Acy makes free throw 1 of 2
4:28.0,,,103-68,1,Q. Acy makes free throw 2 of 2
4:10.0,P. Hairston misses 2-pt shot from 18 ft,,103-68,,
4:09.0,,,103-68,,Defensive rebound by L. Galloway
3:56.0,,,103-70,2,T. Wear makes 2-pt shot from 18 ft (assist by L. Galloway)
3:40.0,J. Taylor misses 2-pt shot from 16 ft,,103-70,,
3:39.0,,,103-70,,Defensive rebound by S. Larkin
3:23.0,,,103-73,3,Q. Acy makes 3-pt shot from 25 ft (assist by S. Larkin)
3:05.0,N. Vonleh misses 2-pt shot from 3 ft,,103-73,,
3:04.0,,,103-73,,Defensive rebound by S. Larkin
2:47.0,,,103-73,,T. Hardaway misses 3-pt shot from 23 ft
2:46.0,Defensive rebound by Team,,103-73,,
2:46.0,Charlotte full timeout,,103-73,,
2:31.0,J. Maxiell makes 2-pt shot at rim (assist by J. Taylor),2,105-73,,
