time,Philadelphia,pts.away,score,pts.home,Boston
4:09.0,,,8-21,1,J. Crowder makes free throw 2 of 2
3:59.0,T. Frazier misses 2-pt shot from 21 ft,,8-21,,
3:58.0,,,8-21,,Defensive rebound by E. Turner
3:51.0,,,8-21,,Turnover by B. Bass (bad pass)
3:33.0,H. Sims misses 2-pt shot from 16 ft,,8-21,,
3:32.0,,,8-21,,Defensive rebound by E. Turner
3:23.0,,,8-21,,E. Turner misses 2-pt shot from 14 ft
3:22.0,Defensive rebound by H. Thompson,,8-21,,
3:07.0,H. Sims misses 2-pt shot from 5 ft,,8-21,,
3:06.0,Offensive rebound by J. Grant,,8-21,,
3:05.0,H. Sims misses 2-pt shot from 1 ft,,8-21,,
3:03.0,,,8-21,,Defensive rebound by E. Turner
2:57.0,,,8-23,2,J. Crowder makes 2-pt shot from 18 ft (assist by T. Zeller)
2:40.0,Shooting foul by B. Bass (drawn by J. Grant),,8-23,,
2:40.0,,,8-23,,Boston full timeout
2:40.0,,,8-23,,M. Thornton enters the game for A. Bradley
2:40.0,J. Sampson enters the game for R. Covington,,8-23,,
2:40.0,J. Grant makes free throw 1 of 2,1,9-23,,
2:40.0,J. Grant misses free throw 2 of 2,,9-23,,
2:38.0,,,9-23,,Defensive rebound by J. Crowder
2:27.0,,,9-23,,Shooting foul by J. Sampson (drawn by E. Turner)
2:27.0,,,9-24,1,E. Turner makes free throw 1 of 2
2:27.0,K. McDaniels enters the game for J. Sampson,,9-24,,
2:27.0,,,9-25,1,E. Turner makes free throw 2 of 2
2:18.0,T. Frazier misses 2-pt shot from 10 ft,,9-25,,
2:14.0,,,9-25,,Defensive rebound by B. Bass
2:11.0,,,9-25,,Turnover by J. Crowder (traveling)
1:49.0,T. Frazier misses 2-pt shot from 15 ft,,9-25,,
1:48.0,,,9-25,,Defensive rebound by T. Zeller
1:33.0,,,9-25,,B. Bass misses 2-pt shot from 16 ft
1:32.0,,,9-25,,Offensive rebound by T. Zeller
1:30.0,,,9-25,,T. Zeller misses 2-pt shot from 6 ft (block by J. Grant)
1:28.0,Defensive rebound by T. Frazier,,9-25,,
1:22.0,H. Thompson makes 2-pt shot from 2 ft,2,11-25,,
1:00.0,,,11-27,2,T. Zeller makes 2-pt shot from 3 ft
0:48.0,J. Grant misses 2-pt shot from 3 ft,,11-27,,
0:48.0,Offensive rebound by H. Sims,,11-27,,
0:47.0,H. Sims makes 2-pt shot from 2 ft,2,13-27,,
0:33.0,,,13-29,2,E. Turner makes 2-pt shot from 18 ft
0:19.0,H. Thompson misses 2-pt shot from 5 ft,,13-29,,
0:18.0,Offensive rebound by H. Sims,,13-29,,
0:17.0,H. Sims makes 2-pt shot from 2 ft,2,15-29,,
0:00.0,,,15-29,,M. Thornton misses 3-pt shot from 25 ft
0:00.0,,,15-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,N. Noel misses 2-pt shot at rim (block by T. Zeller),,15-29,,
11:44.0,Offensive rebound by T. Frazier,,15-29,,
11:39.0,Turnover by T. Frazier (traveling),,15-29,,
11:26.0,,,15-29,,Turnover by T. Zeller (bad pass; steal by K. McDaniels)
11:20.0,K. McDaniels makes 2-pt shot at rim (assist by T. Frazier),2,17-29,,
11:06.0,,,17-29,,J. Young misses 2-pt shot from 21 ft
11:05.0,,,17-29,,Offensive rebound by T. Zeller
11:05.0,,,17-31,2,T. Zeller makes 2-pt shot from 1 ft
10:56.0,,,17-31,,Personal foul by M. Thornton (drawn by J. Grant)
10:43.0,H. Thompson misses 3-pt shot from 25 ft,,17-31,,
10:42.0,,,17-31,,Defensive rebound by J. Young
10:35.0,,,17-31,,Turnover by M. Smart (lost ball; steal by T. Frazier)
10:30.0,J. Grant misses 2-pt shot at rim,,17-31,,
10:28.0,,,17-31,,Defensive rebound by M. Smart
10:21.0,,,17-33,2,T. Zeller makes 2-pt shot at rim (assist by J. Crowder)
10:05.0,T. Frazier misses 2-pt shot from 2 ft (block by T. Zeller),,17-33,,
10:04.0,,,17-33,,Defensive rebound by J. Young
9:56.0,Violation by N. Noel (def goaltending),,17-33,,
9:56.0,,,17-35,2,M. Thornton makes 2-pt shot from 2 ft (assist by M. Smart)
9:44.0,Turnover by J. Grant (lost ball; steal by M. Smart),,17-35,,
9:41.0,,,17-35,,Shooting foul by T. Frazier (drawn by M. Smart)
9:41.0,,,17-35,,M. Smart misses free throw 1 of 2
9:41.0,,,17-35,,Offensive rebound by Team
9:41.0,L. Mbah a Moute enters the game for J. Grant,,17-35,,
9:41.0,,,17-36,1,M. Smart makes free throw 2 of 2
9:41.0,Philadelphia full timeout,,17-36,,
9:32.0,,,17-36,,Personal foul by J. Young (drawn by K. McDaniels)
9:31.0,Turnover by K. McDaniels (bad pass; steal by T. Zeller),,17-36,,
9:26.0,,,17-36,,Shooting foul by N. Noel (drawn by T. Zeller)
9:26.0,,,17-36,,T. Zeller misses free throw 1 of 2
9:26.0,,,17-36,,Offensive rebound by Team
9:26.0,,,17-37,1,T. Zeller makes free throw 2 of 2
9:10.0,K. McDaniels makes 2-pt shot from 1 ft (assist by T. Frazier),2,19-37,,
8:55.0,,,19-40,3,M. Thornton makes 3-pt shot from 26 ft (assist by M. Smart)
8:43.0,K. McDaniels misses 2-pt shot at rim,,19-40,,
8:41.0,Offensive rebound by H. Thompson,,19-40,,
8:34.0,Offensive charge foul by N. Noel,,19-40,,
8:34.0,Turnover by N. Noel (offensive foul),,19-40,,
8:24.0,,,19-40,,M. Thornton misses 3-pt shot from 25 ft
8:22.0,Defensive rebound by N. Noel,,19-40,,
8:17.0,Offensive foul by T. Frazier,,19-40,,
8:17.0,Turnover by T. Frazier (offensive foul),,19-40,,
7:56.0,,,19-43,3,M. Thornton makes 3-pt shot from 23 ft (assist by J. Young)
7:44.0,,,19-43,,Personal foul by J. Crowder (drawn by L. Mbah a Moute)
7:41.0,Turnover by L. Mbah a Moute (bad pass),,19-43,,
7:34.0,,,19-45,2,J. Crowder makes 2-pt shot from 5 ft (assist by M. Smart)
7:32.0,Philadelphia full timeout,,19-45,,
7:10.0,K. McDaniels misses 2-pt shot from 18 ft,,19-45,,
7:08.0,,,19-45,,Defensive rebound by M. Smart
7:07.0,,,19-45,,Turnover by M. Smart (lost ball; steal by N. Noel)
7:06.0,N. Noel makes 2-pt shot at rim,2,21-45,,
6:49.0,,,21-47,2,T. Zeller makes 2-pt shot at rim (assist by M. Thornton)
6:28.0,L. Mbah a Moute makes 3-pt shot from 26 ft (assist by T. Frazier),3,24-47,,
6:11.0,,,24-47,,J. Young misses 3-pt shot from 24 ft
6:10.0,,,24-47,,Offensive rebound by M. Thornton
6:04.0,,,24-47,,M. Smart misses 3-pt shot from 25 ft
6:03.0,,,24-47,,Offensive rebound by T. Zeller
6:01.0,,,24-47,,Turnover by T. Zeller (lost ball; steal by H. Thompson)
5:51.0,L. Mbah a Moute makes 2-pt shot at rim,2,26-47,,
5:51.0,Shooting foul by J. Crowder (drawn by L. Mbah a Moute),,26-47,,
5:51.0,Official timeout,,26-47,,
5:51.0,J. Sampson enters the game for K. McDaniels,,26-47,,
5:51.0,R. Covington enters the game for T. Frazier,,26-47,,
5:51.0,,,26-47,,J. Sullinger enters the game for J. Crowder
5:51.0,,,26-47,,B. Bass enters the game for T. Zeller
5:51.0,,,26-47,,E. Turner enters the game for J. Young
5:51.0,L. Mbah a Moute makes free throw 1 of 1,1,27-47,,
5:36.0,Personal foul by R. Covington (drawn by M. Smart),,27-47,,
5:23.0,,,27-47,,M. Thornton misses 2-pt shot from 2 ft
5:22.0,Defensive rebound by R. Covington,,27-47,,
5:16.0,,,27-47,,Personal foul by M. Thornton (drawn by N. Noel)
5:16.0,N. Noel makes free throw 1 of 2,1,28-47,,
5:16.0,,,28-47,,A. Bradley enters the game for M. Thornton
5:16.0,N. Noel misses free throw 2 of 2,,28-47,,
5:15.0,,,28-47,,Defensive rebound by J. Sullinger
4:56.0,,,28-47,,A. Bradley misses 2-pt shot from 18 ft
4:55.0,Defensive rebound by N. Noel,,28-47,,
4:39.0,Turnover by J. Sampson (lost ball; steal by M. Smart),,28-47,,
4:29.0,,,28-50,3,A. Bradley makes 3-pt shot from 24 ft (assist by J. Sullinger)
4:14.0,L. Mbah a Moute makes 2-pt shot from 21 ft,2,30-50,,
4:01.0,,,30-50,,B. Bass misses 2-pt shot from 15 ft
4:00.0,Defensive rebound by Team,,30-50,,
3:38.0,J. Sampson makes 2-pt shot at rim (assist by L. Mbah a Moute),2,32-50,,
3:37.0,,,32-50,,Boston full timeout
3:18.0,,,32-50,,J. Sullinger misses 2-pt shot from 10 ft
3:17.0,,,32-50,,Offensive rebound by B. Bass
3:14.0,,,32-50,,B. Bass misses 2-pt shot from 2 ft (block by N. Noel)
3:13.0,Defensive rebound by J. Sampson,,32-50,,
2:54.0,L. Mbah a Moute misses 2-pt shot from 7 ft,,32-50,,
2:53.0,,,32-50,,Defensive rebound by B. Bass
2:45.0,,,32-53,3,J. Sullinger makes 3-pt shot from 26 ft (assist by E. Turner)
2:17.0,J. Sampson misses 2-pt shot from 14 ft,,32-53,,
2:16.0,,,32-53,,Defensive rebound by M. Smart
2:04.0,,,32-55,2,J. Sullinger makes 2-pt shot from 16 ft (assist by E. Turner)
1:49.0,Shooting foul by J. Sullinger (drawn by N. Noel),,32-55,,
1:49.0,N. Noel makes free throw 1 of 2,1,33-55,,
1:49.0,T. Frazier enters the game for J. Sampson,,33-55,,
1:49.0,J. Grant enters the game for L. Mbah a Moute,,33-55,,
1:49.0,N. Noel makes free throw 2 of 2,1,34-55,,
1:30.0,,,34-57,2,J. Sullinger makes 2-pt shot from 2 ft (assist by E. Turner)
1:03.0,,,34-57,,Personal foul by A. Bradley (drawn by N. Noel)
1:03.0,N. Noel makes free throw 1 of 2,1,35-57,,
1:03.0,N. Noel makes free throw 2 of 2,1,36-57,,
1:00.0,L. Mbah a Moute enters the game for T. Frazier,,36-57,,
0:48.0,,,36-57,,M. Smart misses 3-pt shot from 26 ft
0:47.0,Defensive rebound by H. Thompson,,36-57,,
0:37.0,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by R. Covington),3,39-57,,
0:28.0,,,39-60,3,A. Bradley makes 3-pt shot from 26 ft (assist by E. Turner)
0:08.0,H. Thompson makes 3-pt shot from 25 ft (assist by L. Mbah a Moute),3,42-60,,
0:01.0,,,42-60,,J. Sullinger misses 3-pt shot from 26 ft
0:00.0,,,42-60,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,42-60,,
11:45.0,,,42-60,,Defensive rebound by E. Turner
11:23.0,,,42-60,,J. Sullinger misses 2-pt shot from 8 ft
11:22.0,Defensive rebound by N. Noel,,42-60,,
11:11.0,Turnover by N. Noel (bad pass),,42-60,,
10:57.0,,,42-60,,J. Sullinger misses 2-pt shot from 17 ft
10:56.0,Defensive rebound by N. Noel,,42-60,,
10:50.0,T. Frazier misses 2-pt shot from 2 ft,,42-60,,
10:49.0,,,42-60,,Defensive rebound by B. Bass
10:28.0,,,42-60,,A. Bradley misses 2-pt shot from 20 ft
10:26.0,Defensive rebound by L. Mbah a Moute,,42-60,,
10:08.0,R. Covington misses 3-pt shot from 26 ft,,42-60,,
10:07.0,,,42-60,,Defensive rebound by A. Bradley
9:49.0,,,42-62,2,B. Bass makes 2-pt shot from 17 ft (assist by J. Sullinger)
9:37.0,R. Covington makes 2-pt shot from 1 ft (assist by L. Mbah a Moute),2,44-62,,
9:24.0,,,44-62,,E. Turner misses 2-pt shot from 7 ft
9:23.0,Defensive rebound by H. Thompson,,44-62,,
9:08.0,H. Thompson misses 2-pt shot from 4 ft,,44-62,,
9:07.0,,,44-62,,Defensive rebound by E. Turner
9:04.0,,,44-62,,Shooting foul by R. Covington (drawn by A. Bradley)
9:04.0,,,44-63,1,A. Bradley makes free throw 1 of 2
9:04.0,,,44-63,,A. Bradley misses free throw 2 of 2
9:04.0,Defensive rebound by R. Covington,,44-63,,
8:47.0,,,44-63,,Shooting block foul by M. Smart (drawn by T. Frazier)
8:47.0,T. Frazier makes free throw 1 of 2,1,45-63,,
8:47.0,T. Frazier misses free throw 2 of 2,,45-63,,
8:47.0,,,45-63,,Defensive rebound by B. Bass
8:33.0,,,45-63,,A. Bradley misses 2-pt shot from 20 ft
8:32.0,Defensive rebound by H. Thompson,,45-63,,
8:27.0,R. Covington misses 2-pt shot from 5 ft,,45-63,,
8:25.0,Offensive rebound by N. Noel,,45-63,,
8:25.0,Shooting foul by E. Turner (drawn by N. Noel),,45-63,,
8:25.0,N. Noel misses free throw 1 of 2,,45-63,,
8:25.0,Offensive rebound by Team,,45-63,,
8:25.0,N. Noel makes free throw 2 of 2,1,46-63,,
8:17.0,Personal foul by T. Frazier (drawn by M. Smart),,46-63,,
8:07.0,,,46-63,,J. Sullinger misses 3-pt shot from 23 ft
8:06.0,Defensive rebound by H. Thompson,,46-63,,
7:58.0,H. Thompson makes 3-pt shot from 29 ft,3,49-63,,
7:58.0,,,49-63,,Boston full timeout
7:37.0,,,49-63,,E. Turner misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by N. Noel,,49-63,,
7:28.0,Turnover by R. Covington (lost ball),,49-63,,
7:12.0,,,49-63,,J. Sullinger misses 2-pt shot from 6 ft
7:11.0,,,49-63,,Offensive rebound by M. Smart
6:59.0,,,49-63,,Shooting foul by R. Covington (drawn by B. Bass)
6:59.0,,,49-64,1,B. Bass makes free throw 1 of 2
6:59.0,,,49-65,1,B. Bass makes free throw 2 of 2
6:43.0,T. Frazier misses 2-pt shot from 17 ft,,49-65,,
6:42.0,,,49-65,,Defensive rebound by J. Sullinger
6:29.0,,,49-68,3,B. Bass makes 3-pt shot from 24 ft (assist by J. Sullinger)
6:28.0,Philadelphia full timeout,,49-68,,
6:15.0,R. Covington misses 2-pt shot from 18 ft,,49-68,,
6:14.0,,,49-68,,Defensive rebound by E. Turner
5:56.0,,,49-70,2,B. Bass makes 2-pt shot at rim (assist by E. Turner)
5:36.0,R. Covington makes 2-pt shot at rim,2,51-70,,
5:36.0,Shooting foul by E. Turner (drawn by R. Covington),,51-70,,
5:36.0,J. Grant enters the game for N. Noel,,51-70,,
5:36.0,H. Sims enters the game for H. Thompson,,51-70,,
5:36.0,R. Covington makes free throw 1 of 1,1,52-70,,
5:21.0,,,52-70,,Turnover by J. Sullinger (bad pass; steal by T. Frazier)
5:18.0,T. Frazier makes 2-pt shot from 1 ft,2,54-70,,
5:18.0,Shooting foul by M. Smart (drawn by T. Frazier),,54-70,,
5:18.0,,,54-70,,J. Crowder enters the game for M. Smart
5:18.0,T. Frazier misses free throw 1 of 1,,54-70,,
5:18.0,,,54-70,,Defensive rebound by E. Turner
5:01.0,,,54-70,,A. Bradley misses 2-pt shot from 21 ft
5:00.0,Defensive rebound by H. Sims,,54-70,,
4:41.0,Turnover by J. Grant (bad pass; steal by J. Sullinger),,54-70,,
4:29.0,,,54-70,,J. Sullinger misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by R. Covington,,54-70,,
4:12.0,L. Mbah a Moute makes 2-pt shot from 19 ft,2,56-70,,
3:45.0,,,56-70,,A. Bradley misses 3-pt shot from 25 ft
3:44.0,Defensive rebound by R. Covington,,56-70,,
3:32.0,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by T. Frazier),3,59-70,,
3:16.0,,,59-72,2,J. Sullinger makes 2-pt shot from 2 ft
2:59.0,J. Grant misses 2-pt shot from 1 ft (block by J. Sullinger),,59-72,,
2:59.0,Offensive rebound by Team,,59-72,,
2:59.0,J. Sampson enters the game for T. Frazier,,59-72,,
2:59.0,,,59-72,,T. Zeller enters the game for J. Sullinger
2:59.0,,,59-72,,M. Thornton enters the game for B. Bass
2:59.0,K. McDaniels enters the game for L. Mbah a Moute,,59-72,,
2:54.0,K. McDaniels misses 3-pt shot from 26 ft,,59-72,,
2:53.0,,,59-72,,Defensive rebound by J. Crowder
2:38.0,,,59-72,,M. Thornton misses 3-pt shot from 25 ft
2:37.0,Defensive rebound by J. Grant,,59-72,,
2:28.0,H. Sims makes 2-pt shot from 12 ft (assist by J. Grant),2,61-72,,
2:06.0,H. Thompson enters the game for R. Covington,,61-72,,
2:02.0,,,61-72,,J. Crowder misses 2-pt shot from 20 ft
2:01.0,Defensive rebound by H. Sims,,61-72,,
1:52.0,Shooting foul by A. Bradley (drawn by K. McDaniels),,61-72,,
1:52.0,K. McDaniels misses free throw 1 of 2,,61-72,,
1:52.0,Offensive rebound by Team,,61-72,,
1:52.0,K. McDaniels makes free throw 2 of 2,1,62-72,,
1:41.0,,,62-72,,Shooting foul by H. Sims (drawn by J. Crowder)
1:41.0,,,62-72,,J. Crowder misses free throw 1 of 2
1:41.0,,,62-72,,Offensive rebound by Team
1:41.0,,,62-72,,M. Smart enters the game for E. Turner
1:41.0,,,62-72,,J. Young enters the game for A. Bradley
1:41.0,,,62-72,,J. Crowder misses free throw 2 of 2
1:38.0,,,62-72,,Offensive rebound by M. Smart
1:29.0,,,62-72,,M. Thornton misses 2-pt shot from 2 ft (block by J. Sampson)
1:28.0,,,62-72,,Offensive rebound by T. Zeller
1:28.0,,,62-72,,Shooting foul by J. Sampson (drawn by T. Zeller)
1:28.0,,,62-72,,T. Zeller misses free throw 1 of 2
1:28.0,,,62-72,,Offensive rebound by Team
1:28.0,,,62-73,1,T. Zeller makes free throw 2 of 2
1:09.0,Shooting foul by J. Young (drawn by K. McDaniels),,62-73,,
1:09.0,K. McDaniels makes free throw 1 of 2,1,63-73,,
1:09.0,K. McDaniels makes free throw 2 of 2,1,64-73,,
0:59.0,Personal foul by H. Thompson (drawn by M. Thornton),,64-73,,
0:59.0,,,64-74,1,M. Thornton makes free throw 1 of 2
0:59.0,T. Frazier enters the game for J. Sampson,,64-74,,
0:59.0,,,64-75,1,M. Thornton makes free throw 2 of 2
0:46.0,J. Grant misses 3-pt shot from 25 ft,,64-75,,
0:44.0,,,64-75,,Defensive rebound by M. Smart
0:39.0,,,64-75,,Offensive foul by T. Zeller
0:39.0,,,64-75,,Turnover by T. Zeller (offensive foul)
0:27.0,H. Sims makes 2-pt shot from 1 ft (assist by T. Frazier),2,66-75,,
0:10.0,,,66-75,,M. Smart misses 2-pt shot from 21 ft
0:09.0,Defensive rebound by H. Sims,,66-75,,
0:01.0,K. McDaniels makes 3-pt shot from 23 ft (assist by T. Frazier),3,69-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,69-78,3,J. Crowder makes 3-pt shot from 25 ft (assist by M. Smart)
11:34.0,Turnover by H. Sims (bad pass),,69-78,,
11:22.0,,,69-78,,M. Thornton misses 3-pt shot from 26 ft
11:21.0,Defensive rebound by J. Grant,,69-78,,
11:04.0,H. Sims misses 2-pt shot from 17 ft,,69-78,,
11:02.0,,,69-78,,Defensive rebound by M. Thornton
10:47.0,,,69-80,2,T. Zeller makes 2-pt shot from 6 ft (assist by M. Thornton)
10:46.0,Philadelphia full timeout,,69-80,,
10:46.0,L. Mbah a Moute enters the game for J. Grant,,69-80,,
10:35.0,H. Thompson misses 2-pt shot from 3 ft,,69-80,,
10:34.0,,,69-80,,Defensive rebound by T. Zeller
10:16.0,,,69-80,,M. Smart misses 2-pt shot from 7 ft
10:15.0,Defensive rebound by T. Frazier,,69-80,,
10:08.0,K. McDaniels makes 2-pt shot from 1 ft (assist by T. Frazier),2,71-80,,
10:08.0,Shooting foul by T. Zeller (drawn by K. McDaniels),,71-80,,
10:08.0,K. McDaniels makes free throw 1 of 1,1,72-80,,
9:56.0,,,72-80,,T. Zeller misses 2-pt shot from 4 ft
9:55.0,Defensive rebound by L. Mbah a Moute,,72-80,,
9:43.0,L. Mbah a Moute misses 2-pt shot from 3 ft,,72-80,,
9:42.0,Offensive rebound by H. Sims,,72-80,,
9:39.0,H. Sims makes 2-pt shot from 1 ft,2,74-80,,
9:29.0,,,74-80,,J. Crowder misses 3-pt shot from 26 ft
9:28.0,Defensive rebound by K. McDaniels,,74-80,,
9:13.0,T. Frazier misses 3-pt shot from 26 ft,,74-80,,
9:12.0,,,74-80,,Defensive rebound by T. Zeller
9:01.0,,,74-80,,J. Young misses 3-pt shot from 24 ft
9:00.0,Defensive rebound by Team,,74-80,,
9:00.0,,,74-80,,Loose ball foul by M. Thornton (drawn by H. Thompson)
8:38.0,L. Mbah a Moute misses 3-pt shot from 25 ft,,74-80,,
8:37.0,,,74-80,,Defensive rebound by M. Thornton
8:27.0,,,74-80,,T. Zeller misses 2-pt shot from 19 ft
8:26.0,,,74-80,,Offensive rebound by M. Thornton
8:24.0,,,74-80,,M. Thornton misses 2-pt shot from 1 ft
8:21.0,Defensive rebound by H. Thompson,,74-80,,
8:14.0,H. Thompson makes 3-pt shot from 27 ft (assist by K. McDaniels),3,77-80,,
8:14.0,,,77-80,,Boston full timeout
8:14.0,,,77-80,,J. Sullinger enters the game for J. Young
8:14.0,N. Noel enters the game for K. McDaniels,,77-80,,
8:14.0,R. Covington enters the game for H. Sims,,77-80,,
7:59.0,,,77-83,3,M. Thornton makes 3-pt shot from 26 ft (assist by J. Sullinger)
7:37.0,H. Thompson makes 3-pt shot from 24 ft (assist by L. Mbah a Moute),3,80-83,,
7:16.0,,,80-86,3,M. Thornton makes 3-pt shot from 24 ft (assist by J. Sullinger)
7:00.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,80-86,,
6:59.0,,,80-86,,Defensive rebound by T. Zeller
6:48.0,Loose ball foul by N. Noel (drawn by T. Zeller),,80-86,,
6:30.0,,,80-88,2,M. Smart makes 2-pt shot at rim
6:19.0,N. Noel misses 2-pt shot from 1 ft,,80-88,,
6:17.0,,,80-88,,Defensive rebound by T. Zeller
6:09.0,,,80-88,,M. Smart misses 2-pt shot from 3 ft
6:08.0,Defensive rebound by Team,,80-88,,
6:08.0,,,80-88,,Loose ball foul by T. Zeller (drawn by R. Covington)
5:50.0,,,80-88,,Personal foul by J. Sullinger (drawn by L. Mbah a Moute)
5:50.0,L. Mbah a Moute misses free throw 1 of 2,,80-88,,
5:50.0,Offensive rebound by Team,,80-88,,
5:50.0,H. Sims enters the game for N. Noel,,80-88,,
5:50.0,L. Mbah a Moute misses free throw 2 of 2,,80-88,,
5:47.0,Offensive rebound by L. Mbah a Moute,,80-88,,
5:43.0,R. Covington misses 3-pt shot from 24 ft,,80-88,,
5:42.0,,,80-88,,Defensive rebound by M. Thornton
5:33.0,Violation by T. Frazier (kicked ball),,80-88,,
5:27.0,,,80-88,,T. Zeller misses 2-pt shot from 6 ft
5:26.0,,,80-88,,Offensive rebound by J. Sullinger
5:25.0,,,80-88,,Shooting foul by L. Mbah a Moute (drawn by J. Sullinger)
5:25.0,,,80-90,2,J. Sullinger makes 2-pt shot from 1 ft
5:25.0,,,80-91,1,J. Sullinger makes free throw 1 of 1
5:16.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by T. Frazier),2,82-91,,
5:02.0,,,82-91,,M. Thornton misses 3-pt shot from 26 ft
5:01.0,Defensive rebound by R. Covington,,82-91,,
4:52.0,R. Covington misses 3-pt shot from 27 ft,,82-91,,
4:51.0,,,82-91,,Defensive rebound by J. Sullinger
4:44.0,,,82-91,,M. Thornton misses 2-pt shot from 20 ft
